,QUARTER,TIME_REMAINING,MIAMI_ACTION,OKLAHOMA CITY_ACTION,MIAMI_SCORE,OKLAHOMA CITY_SCORE
394,4,6:08.0,W. Ellington makes 3-pt jump shot from 24 ft (assist by J. Johnson),,78,79
395,4,5:51.0,,C. Brewer makes 3-pt jump shot from 22 ft (assist by S. Adams),78,82
396,4,5:24.0,J. Winslow makes 2-pt layup from 1 ft (assist by G. Dragić),,80,82
397,4,5:10.0,,R. Westbrook makes 3-pt jump shot from 25 ft,80,85
398,4,4:55.0,Shooting foul by Á. Abrines (drawn by J. Winslow),,80,85
399,4,4:55.0,J. Winslow makes free throw 1 of 2,,81,85
400,4,4:55.0,,P. George enters the game for Á. Abrines,81,85
401,4,4:55.0,,C. Anthony enters the game for J. Grant,81,85
402,4,4:55.0,J. Winslow misses free throw 2 of 2,,81,85
403,4,4:53.0,,Defensive rebound by C. Anthony,81,85
404,4,4:44.0,,R. Westbrook makes 2-pt jump shot from 21 ft,81,87
405,4,4:27.0,J. Johnson makes 2-pt dunk at rim (assist by G. Dragić),,83,87
406,4,4:27.0,Shooting foul by R. Westbrook (drawn by J. Johnson),,83,87
407,4,4:27.0,J. Johnson makes free throw 1 of 1,,84,87
408,4,4:13.0,,S. Adams makes 2-pt layup from 1 ft (assist by R. Westbrook),84,89
409,4,4:13.0,,Shooting foul by J. Winslow (drawn by S. Adams),84,89
410,4,4:13.0,,S. Adams misses free throw 1 of 1,84,89
411,4,4:13.0,,Offensive rebound by P. George,84,89
412,4,4:08.0,,R. Westbrook makes 2-pt layup from 1 ft (assist by P. George),84,91
413,4,4:07.0,Miami full timeout,,84,91
414,4,3:57.0,W. Ellington misses 3-pt jump shot from 24 ft,,84,91
415,4,3:57.0,Offensive rebound by Team,,84,91
416,4,3:57.0,Personal foul by C. Brewer (drawn by J. Johnson),,84,91
417,4,3:57.0,J. Johnson makes free throw 1 of 2,,85,91
418,4,3:57.0,J. Johnson makes free throw 2 of 2,,86,91
419,4,3:39.0,,P. George misses 2-pt jump shot from 13 ft,86,91
420,4,3:36.0,Defensive rebound by J. Winslow,,86,91
421,4,3:27.0,J. Johnson makes 2-pt dunk at rim (assist by W. Ellington),,88,91
422,4,3:27.0,,Oklahoma City full timeout,88,91
423,4,3:12.0,,C. Anthony misses 3-pt jump shot from 22 ft,88,91
424,4,3:07.0,,Offensive rebound by S. Adams,88,91
425,4,3:01.0,,R. Westbrook misses 2-pt jump shot from 20 ft,88,91
426,4,2:59.0,,Offensive rebound by Team,88,91
427,4,2:57.0,,Shooting foul by G. Dragić (drawn by R. Westbrook),88,91
428,4,2:57.0,,R. Westbrook makes free throw 1 of 2,88,92
429,4,2:57.0,,J. Grant enters the game for S. Adams,88,92
430,4,2:57.0,,R. Westbrook misses free throw 2 of 2,88,92
431,4,2:55.0,Defensive rebound by J. Winslow,,88,92
432,4,2:36.0,J. Johnson makes 3-pt jump shot from 24 ft (assist by J. Richardson),,91,92
433,4,2:11.0,,S. Adams enters the game for J. Grant,91,92
434,4,2:08.0,,R. Westbrook makes 3-pt jump shot from 25 ft (assist by P. George),91,95
435,4,1:56.0,G. Dragić misses 2-pt layup from 1 ft,,91,95
436,4,1:55.0,,Defensive rebound by R. Westbrook,91,95
437,4,1:50.0,,R. Westbrook makes 2-pt layup at rim,91,97
438,4,1:50.0,Violation by J. Richardson (def goaltending),,91,97
439,4,1:34.0,Shooting foul by C. Brewer (drawn by W. Ellington),,91,97
440,4,1:34.0,W. Ellington makes free throw 1 of 2,,92,97
441,4,1:34.0,D. Wade enters the game for J. Winslow,,92,97
442,4,1:34.0,W. Ellington makes free throw 2 of 2,,93,97
443,4,1:16.0,,Turnover by R. Westbrook (out of bounds lost ball),93,97
444,4,1:04.0,Personal take foul by S. Adams (drawn by J. Johnson),,93,97
445,4,1:04.0,J. Johnson makes free throw 1 of 2,,94,97
446,4,1:04.0,J. Johnson makes free throw 2 of 2,,95,97
447,4,0:43.0,,S. Adams makes 2-pt dunk at rim (assist by R. Westbrook),95,99
448,4,0:42.0,Miami full timeout,,95,99
449,4,0:40.0,Turnover by D. Wade (lost ball; steal by P. George),,95,99
450,4,0:38.0,,P. George makes 2-pt layup from 1 ft,95,101
451,4,0:38.0,,Shooting foul by W. Ellington (drawn by P. George),95,101
452,4,0:38.0,B. Adebayo enters the game for W. Ellington,,95,101
453,4,0:38.0,,P. George makes free throw 1 of 1,95,102
454,4,0:38.0,Miami full timeout,,95,102
455,4,0:38.0,W. Ellington enters the game for B. Adebayo,,95,102
456,4,0:36.0,J. Johnson makes 2-pt layup from 1 ft (assist by G. Dragić),,97,102
457,4,0:32.0,,Personal foul by G. Dragić (drawn by R. Westbrook),97,102
458,4,0:32.0,,R. Westbrook makes free throw 1 of 2,97,103
459,4,0:32.0,,R. Westbrook makes free throw 2 of 2,97,104
460,4,0:26.0,D. Wade misses 3-pt jump shot from 24 ft,,97,104
461,4,0:23.0,,Defensive rebound by C. Brewer,97,104
462,4,0:22.0,,Personal foul by G. Dragić (drawn by C. Brewer),97,104
463,4,0:22.0,,C. Brewer misses free throw 1 of 2,97,104
464,4,0:22.0,,Offensive rebound by Team,97,104
465,4,0:22.0,,C. Brewer makes free throw 2 of 2,97,105
466,4,0:18.0,G. Dragić makes 2-pt layup from 1 ft,,99,105
