,QUARTER,TIME_REMAINING,CHICAGO_ACTION,MINNESOTA_ACTION,CHICAGO_SCORE,MINNESOTA_SCORE
68,1,3:57.0,Turnover by L. Markkanen (out of bounds lost ball),,14,22
69,1,3:57.0,,G. Dieng enters the game for K. Towns,14,22
70,1,3:57.0,D. Valentine enters the game for D. Nwaba,,14,22
71,1,3:39.0,,A. Wiggins makes 3-pt jump shot from 24 ft (assist by T. Gibson),14,25
72,1,3:18.0,C. Felício makes 2-pt layup from 1 ft (assist by Z. LaVine),,16,25
73,1,3:11.0,,Personal foul by C. Felício (drawn by J. Teague),16,25
74,1,3:11.0,,J. Crawford enters the game for N. Bjelica,16,25
75,1,3:11.0,B. Portis enters the game for K. Dunn,,16,25
76,1,3:11.0,C. Payne enters the game for C. Felício,,16,25
77,1,3:07.0,,J. Teague makes 2-pt layup from 1 ft,16,27
78,1,2:52.0,L. Markkanen misses 2-pt jump shot from 21 ft,,16,27
79,1,2:50.0,,Defensive rebound by T. Gibson,16,27
80,1,2:34.0,,A. Wiggins misses 3-pt jump shot from 25 ft,16,27
81,1,2:32.0,Defensive rebound by Team,,16,27
82,1,2:32.0,,Minnesota full timeout,16,27
83,1,2:32.0,,T. Jones enters the game for J. Teague,16,27
84,1,2:32.0,D. Nwaba enters the game for Z. LaVine,,16,27
85,1,2:32.0,N. Vonleh enters the game for L. Markkanen,,16,27
86,1,2:20.0,D. Valentine makes 3-pt jump shot from 25 ft (assist by B. Portis),,19,27
87,1,2:00.0,,G. Dieng misses 3-pt jump shot from 23 ft,19,27
88,1,1:58.0,Defensive rebound by N. Vonleh,,19,27
89,1,1:46.0,B. Portis misses 2-pt jump shot from 21 ft,,19,27
90,1,1:43.0,,Defensive rebound by G. Dieng,19,27
91,1,1:36.0,,T. Gibson makes 2-pt hook shot from 2 ft (assist by T. Jones),19,29
92,1,1:36.0,,Shooting foul by B. Portis (drawn by T. Gibson),19,29
93,1,1:36.0,,T. Gibson misses free throw 1 of 1,19,29
94,1,1:34.0,Defensive rebound by B. Portis,,19,29
95,1,1:25.0,D. Valentine misses 2-pt jump shot from 12 ft,,19,29
96,1,1:21.0,,Defensive rebound by T. Jones,19,29
97,1,1:19.0,,A. Wiggins makes 2-pt layup at rim (assist by T. Jones),19,31
98,1,1:19.0,,Shooting foul by D. Valentine (drawn by A. Wiggins),19,31
99,1,1:19.0,,A. Wiggins misses free throw 1 of 1,19,31
100,1,1:17.0,Defensive rebound by D. Nwaba,,19,31
101,1,1:05.0,N. Vonleh makes 3-pt jump shot from 26 ft (assist by D. Valentine),,22,31
102,1,0:48.0,,T. Gibson misses 2-pt layup from 2 ft,22,31
103,1,0:46.0,Defensive rebound by N. Vonleh,,22,31
104,1,0:42.0,Turnover by D. Nwaba (bad pass; steal by T. Jones),,22,31
105,1,0:39.0,,Turnover by G. Dieng (bad pass),22,31
106,1,0:39.0,,K. Towns enters the game for T. Gibson,22,31
107,1,0:25.0,B. Portis makes 2-pt jump shot from 7 ft,,24,31
108,1,0:03.0,,A. Wiggins misses 2-pt jump shot from 18 ft,24,31
109,1,0:01.0,Defensive rebound by N. Vonleh,,24,31
110,1,0:00.0,D. Valentine misses 3-pt jump shot from 58 ft,,24,31
111,1,0:00.0,Offensive rebound by Team,,24,31
112,2,11:44.0,B. Portis makes 2-pt jump shot from 16 ft (assist by D. Valentine),,26,31
113,2,11:18.0,,N. Bjelica makes 2-pt jump shot from 9 ft,26,33
114,2,11:06.0,Turnover by B. Portis (bad pass),,26,33
115,2,10:52.0,,N. Bjelica misses 3-pt jump shot from 25 ft,26,33
116,2,10:50.0,Defensive rebound by Team,,26,33
117,2,10:50.0,,Loose ball foul by K. Towns (drawn by N. Vonleh),26,33
118,2,10:32.0,D. Nwaba misses 2-pt layup from 1 ft,,26,33
119,2,10:29.0,,Defensive rebound by G. Dieng,26,33
120,2,10:23.0,,J. Crawford makes 2-pt jump shot from 20 ft,26,35
121,2,10:14.0,Shooting foul by N. Bjelica (drawn by D. Nwaba),,26,35
122,2,10:14.0,D. Nwaba makes free throw 1 of 2,,27,35
123,2,10:14.0,D. Nwaba makes free throw 2 of 2,,28,35
124,2,10:00.0,,K. Towns makes 2-pt jump shot from 14 ft (assist by N. Bjelica),28,37
125,2,9:48.0,C. Payne misses 3-pt jump shot from 25 ft,,28,37
126,2,9:48.0,Offensive rebound by N. Vonleh,,28,37
127,2,9:45.0,C. Payne makes 2-pt layup at rim (assist by N. Vonleh),,30,37
128,2,9:34.0,,K. Towns misses 3-pt jump shot from 25 ft,30,37
129,2,9:32.0,Defensive rebound by D. Nwaba,,30,37
130,2,9:23.0,N. Vonleh makes 3-pt jump shot from 25 ft (assist by D. Valentine),,33,37
131,2,9:01.0,,J. Crawford makes 3-pt jump shot from 25 ft (assist by N. Bjelica),33,40
132,2,8:48.0,B. Portis misses 3-pt jump shot from 25 ft,,33,40
133,2,8:44.0,,Defensive rebound by G. Dieng,33,40
134,2,8:40.0,,J. Crawford misses 3-pt jump shot from 24 ft,33,40
135,2,8:37.0,Defensive rebound by B. Portis,,33,40
136,2,8:32.0,D. Valentine misses 3-pt jump shot from 25 ft,,33,40
137,2,8:28.0,,Defensive rebound by G. Dieng,33,40
138,2,8:11.0,,G. Dieng makes 2-pt jump shot from 18 ft (assist by T. Jones),33,42
139,2,8:07.0,Chicago full timeout,,33,42
140,2,8:07.0,C. Felício enters the game for C. Payne,,33,42
141,2,8:07.0,Z. LaVine enters the game for N. Vonleh,,33,42
142,2,8:07.0,K. Dunn enters the game for D. Valentine,,33,42
143,2,7:55.0,K. Dunn makes 3-pt jump shot from 23 ft (assist by Z. LaVine),,36,42
144,2,7:41.0,,J. Teague enters the game for T. Jones,36,42
145,2,7:41.0,L. Markkanen enters the game for B. Portis,,36,42
146,2,7:33.0,,K. Towns misses 3-pt jump shot from 23 ft,36,42
147,2,7:29.0,,Offensive rebound by G. Dieng,36,42
148,2,7:26.0,,K. Towns misses 2-pt jump shot from 20 ft,36,42
149,2,7:24.0,Defensive rebound by Z. LaVine,,36,42
150,2,7:17.0,D. Nwaba makes 2-pt dunk from 1 ft (assist by Z. LaVine),,38,42
151,2,7:06.0,,Shooting foul by K. Dunn (drawn by J. Teague),38,42
152,2,7:06.0,,J. Teague misses free throw 1 of 2,38,42
153,2,7:06.0,,Offensive rebound by Team,38,42
154,2,7:06.0,,T. Gibson enters the game for K. Towns,38,42
155,2,7:06.0,,J. Teague makes free throw 2 of 2,38,43
156,2,6:54.0,C. Felício makes 2-pt dunk at rim (assist by Z. LaVine),,40,43
157,2,6:34.0,,G. Dieng misses 2-pt jump shot from 14 ft,40,43
158,2,6:31.0,Defensive rebound by K. Dunn,,40,43
159,2,6:24.0,K. Dunn makes 2-pt jump shot from 21 ft,,42,43
160,2,6:10.0,,J. Teague makes 2-pt jump shot from 7 ft,42,45
161,2,6:03.0,Z. LaVine makes 2-pt layup at rim (assist by K. Dunn),,44,45
162,2,5:47.0,,T. Gibson makes 2-pt dunk from 1 ft (assist by J. Crawford),44,47
163,2,5:28.0,Z. LaVine makes 2-pt layup from 4 ft,,46,47
164,2,5:12.0,,N. Bjelica misses 3-pt jump shot from 23 ft,46,47
165,2,5:09.0,Defensive rebound by D. Nwaba,,46,47
166,2,5:06.0,D. Nwaba makes 2-pt layup from 2 ft,,48,47
167,2,4:58.0,,Minnesota full timeout,48,47
168,2,4:58.0,,A. Wiggins enters the game for G. Dieng,48,47
169,2,4:58.0,,K. Towns enters the game for J. Crawford,48,47
170,2,4:38.0,,J. Teague misses 2-pt layup from 1 ft (block by C. Felício),48,47
171,2,4:38.0,,Offensive rebound by Team,48,47
172,2,4:38.0,,Turnover by Team (shot clock),48,47
173,2,4:15.0,Z. LaVine misses 3-pt jump shot from 28 ft,,48,47
174,2,4:12.0,,Defensive rebound by K. Towns,48,47
175,2,3:57.0,,J. Teague misses 2-pt jump shot from 6 ft,48,47
176,2,3:53.0,,Offensive rebound by T. Gibson,48,47
177,2,3:53.0,,T. Gibson makes 2-pt layup at rim,48,49
178,2,3:46.0,Z. LaVine makes 2-pt layup from 3 ft,,50,49
179,2,3:21.0,,J. Teague makes 2-pt layup from 3 ft (assist by T. Gibson),50,51
180,2,3:12.0,K. Dunn misses 3-pt jump shot from 25 ft,,50,51
181,2,3:10.0,,Defensive rebound by T. Gibson,50,51
182,2,3:00.0,,Turnover by K. Towns (traveling),50,51
183,2,3:00.0,C. Payne enters the game for D. Nwaba,,50,51
184,2,3:00.0,D. Valentine enters the game for K. Dunn,,50,51
185,2,2:43.0,C. Payne misses 2-pt jump shot from 22 ft,,50,51
186,2,2:40.0,,Defensive rebound by K. Towns,50,51
187,2,2:34.0,,J. Teague misses 3-pt jump shot from 24 ft,50,51
188,2,2:32.0,Defensive rebound by Z. LaVine,,50,51
189,2,2:28.0,Personal foul by A. Wiggins (drawn by Z. LaVine),,50,51
190,2,2:28.0,B. Portis enters the game for C. Felício,,50,51
191,2,2:22.0,Shooting foul by N. Bjelica (drawn by B. Portis),,50,51
192,2,2:22.0,B. Portis makes free throw 1 of 2,,51,51
193,2,2:22.0,,J. Crawford enters the game for N. Bjelica,51,51
194,2,2:22.0,B. Portis makes free throw 2 of 2,,52,51
195,2,2:15.0,,A. Wiggins makes 3-pt jump shot from 25 ft,52,54
196,2,2:05.0,Z. LaVine makes 2-pt layup from 2 ft (assist by C. Payne),,54,54
197,2,2:05.0,Shooting foul by T. Gibson (drawn by Z. LaVine),,54,54
198,2,2:05.0,Z. LaVine makes free throw 1 of 1,,55,54
199,2,2:00.0,,Personal block foul by Z. LaVine (drawn by A. Wiggins),55,54
200,2,1:53.0,,Shooting foul by C. Payne (drawn by J. Teague),55,54
201,2,1:53.0,,J. Teague makes free throw 1 of 2,55,55
202,2,1:53.0,,J. Teague makes free throw 2 of 2,55,56
203,2,1:38.0,L. Markkanen misses 3-pt jump shot from 23 ft,,55,56
204,2,1:36.0,,Defensive rebound by A. Wiggins,55,56
205,2,1:28.0,,Turnover by A. Wiggins (lost ball; steal by L. Markkanen),55,56
206,2,1:23.0,B. Portis makes 2-pt dunk from 2 ft (assist by Z. LaVine),,57,56
207,2,1:08.0,,A. Wiggins makes 2-pt layup from 1 ft,57,58
208,2,0:58.0,B. Portis makes 3-pt jump shot from 25 ft (assist by C. Payne),,60,58
209,2,0:50.0,,K. Towns makes 2-pt hook shot from 4 ft (assist by J. Teague),60,60
210,2,0:44.0,Z. LaVine misses 3-pt jump shot from 26 ft,,60,60
211,2,0:41.0,,Defensive rebound by K. Towns,60,60
212,2,0:34.0,,K. Towns misses 3-pt jump shot from 25 ft,60,60
213,2,0:30.0,Defensive rebound by C. Payne,,60,60
214,2,0:14.0,C. Payne makes 2-pt layup at rim,,62,60
215,2,0:01.0,,J. Crawford misses 2-pt jump shot from 18 ft,62,60
216,2,0:01.0,Defensive rebound by B. Portis,,62,60
217,3,11:41.0,L. Markkanen misses 3-pt jump shot from 22 ft,,62,60
218,3,11:37.0,,Defensive rebound by A. Wiggins,62,60
219,3,11:26.0,,K. Towns misses 3-pt jump shot from 22 ft,62,60
220,3,11:22.0,,Offensive rebound by T. Gibson,62,60
221,3,11:22.0,,T. Gibson misses 2-pt layup from 1 ft (block by K. Dunn),62,60
222,3,11:19.0,Defensive rebound by Z. LaVine,,62,60
223,3,11:16.0,C. Felício misses 2-pt layup from 1 ft,,62,60
224,3,11:14.0,,Defensive rebound by N. Bjelica,62,60
225,3,11:09.0,,Turnover by K. Towns (bad pass),62,60
226,3,10:43.0,Z. LaVine misses 2-pt jump shot from 15 ft,,62,60
227,3,10:41.0,,Defensive rebound by K. Towns,62,60
228,3,10:37.0,,K. Towns misses 2-pt layup from 3 ft (block by L. Markkanen),62,60
229,3,10:36.0,,Offensive rebound by T. Gibson,62,60
230,3,10:36.0,,Shooting foul by D. Nwaba (drawn by T. Gibson),62,60
231,3,10:36.0,,T. Gibson makes free throw 1 of 2,62,61
232,3,10:36.0,,T. Gibson misses free throw 2 of 2,62,61
233,3,10:33.0,Defensive rebound by L. Markkanen,,62,61
234,3,10:20.0,D. Nwaba makes 2-pt jump shot from 6 ft,,64,61
235,3,10:07.0,,N. Bjelica misses 3-pt jump shot from 22 ft,64,61
236,3,10:04.0,Defensive rebound by K. Dunn,,64,61
237,3,10:01.0,L. Markkanen makes 2-pt dunk from 1 ft (assist by K. Dunn),,66,61
238,3,9:51.0,,A. Wiggins misses 3-pt jump shot from 25 ft,66,61
239,3,9:51.0,Defensive rebound by Team,,66,61
240,3,9:38.0,Z. LaVine misses 2-pt jump shot from 6 ft,,66,61
241,3,9:35.0,,Defensive rebound by N. Bjelica,66,61
242,3,9:27.0,,J. Teague makes 2-pt dunk from 1 ft,66,63
243,3,8:57.0,L. Markkanen misses 2-pt layup at rim,,66,63
244,3,8:55.0,,Defensive rebound by J. Teague,66,63
245,3,8:48.0,,J. Teague makes 3-pt jump shot from 25 ft,66,66
246,3,8:27.0,Z. LaVine misses 2-pt layup from 5 ft,,66,66
247,3,8:25.0,,Defensive rebound by N. Bjelica,66,66
248,3,8:20.0,,J. Teague misses 2-pt layup from 4 ft (block by K. Dunn),66,66
249,3,8:16.0,Defensive rebound by L. Markkanen,,66,66
250,3,8:15.0,D. Nwaba makes 2-pt layup at rim,,68,66
251,3,8:15.0,,Technical foul by J. Teague,68,66
252,3,8:15.0,Z. LaVine makes technical free throw,,69,66
253,3,8:03.0,,Shooting foul by K. Dunn (drawn by T. Gibson),69,66
254,3,8:03.0,,T. Gibson makes free throw 1 of 2,69,67
255,3,8:03.0,,T. Gibson makes free throw 2 of 2,69,68
256,3,7:50.0,K. Dunn misses 2-pt layup at rim,,69,68
257,3,7:48.0,,Defensive rebound by K. Towns,69,68
258,3,7:42.0,,Turnover by A. Wiggins (lost ball; steal by Z. LaVine),69,68
259,3,7:39.0,Shooting foul by J. Teague (drawn by D. Nwaba),,69,68
260,3,7:39.0,D. Nwaba misses free throw 1 of 2,,69,68
261,3,7:39.0,Offensive rebound by Team,,69,68
262,3,7:39.0,D. Nwaba misses free throw 2 of 2,,69,68
263,3,7:35.0,Offensive rebound by D. Nwaba,,69,68
264,3,7:28.0,C. Felício makes 2-pt layup at rim (assist by Z. LaVine),,71,68
265,3,7:19.0,,N. Bjelica misses 2-pt layup from 2 ft (block by C. Felício),71,68
266,3,7:14.0,Defensive rebound by Z. LaVine,,71,68
267,3,7:02.0,Turnover by D. Nwaba (bad pass; steal by T. Gibson),,71,68
268,3,6:54.0,,A. Wiggins misses 2-pt layup from 2 ft,71,68
269,3,6:50.0,,Offensive rebound by K. Towns,71,68
270,3,6:50.0,,K. Towns makes 2-pt layup at rim,71,70
271,3,6:44.0,Turnover by K. Dunn (traveling),,71,70
272,3,6:44.0,,Minnesota full timeout,71,70
273,3,6:32.0,,K. Towns misses 3-pt jump shot from 23 ft,71,70
274,3,6:30.0,Defensive rebound by D. Nwaba,,71,70
275,3,6:24.0,Z. LaVine misses 2-pt layup from 1 ft (block by K. Towns),,71,70
276,3,6:21.0,,Defensive rebound by J. Teague,71,70
277,3,6:18.0,,A. Wiggins makes 2-pt layup from 1 ft (assist by J. Teague),71,72
278,3,5:52.0,Turnover by Team (shot clock),,71,72
279,3,5:37.0,,K. Towns makes 2-pt dunk from 1 ft (assist by T. Gibson),71,74
280,3,5:10.0,Shooting foul by N. Bjelica (drawn by L. Markkanen),,71,74
281,3,5:10.0,L. Markkanen misses free throw 1 of 2,,71,74
282,3,5:10.0,Offensive rebound by Team,,71,74
283,3,5:10.0,B. Portis enters the game for C. Felício,,71,74
284,3,5:10.0,D. Valentine enters the game for D. Nwaba,,71,74
285,3,5:10.0,L. Markkanen makes free throw 2 of 2,,72,74
286,3,4:55.0,,K. Towns makes 2-pt jump shot from 23 ft,72,76
287,3,4:33.0,B. Portis misses 2-pt jump shot from 17 ft,,72,76
288,3,4:31.0,,Defensive rebound by K. Towns,72,76
289,3,4:26.0,,Turnover by N. Bjelica (out of bounds lost ball),72,76
290,3,4:14.0,Shooting foul by K. Towns (drawn by Z. LaVine),,72,76
291,3,4:14.0,Z. LaVine makes free throw 1 of 2,,73,76
292,3,4:14.0,Z. LaVine makes free throw 2 of 2,,74,76
293,3,4:01.0,,N. Bjelica misses 3-pt jump shot from 25 ft,74,76
294,3,3:59.0,Defensive rebound by L. Markkanen,,74,76
295,3,3:50.0,B. Portis makes 2-pt layup from 1 ft,,76,76
296,3,3:50.0,,Minnesota full timeout,76,76
297,3,3:50.0,,G. Dieng enters the game for K. Towns,76,76
298,3,3:50.0,D. Nwaba enters the game for Z. LaVine,,76,76
299,3,3:39.0,,J. Teague misses 3-pt jump shot from 25 ft,76,76
300,3,3:35.0,Defensive rebound by L. Markkanen,,76,76
301,3,3:12.0,Turnover by D. Valentine (bad pass; steal by A. Wiggins),,76,76
302,3,2:57.0,Violation by D. Nwaba (kicked ball),,76,76
303,3,2:57.0,,J. Crawford enters the game for N. Bjelica,76,76
304,3,2:57.0,C. Payne enters the game for K. Dunn,,76,76
305,3,2:52.0,,J. Teague makes 2-pt jump shot from 8 ft,76,78
306,3,2:52.0,,Shooting foul by D. Valentine (drawn by J. Teague),76,78
307,3,2:52.0,,J. Teague makes free throw 1 of 1,76,79
308,3,2:38.0,Turnover by L. Markkanen (out of bounds lost ball),,76,79
309,3,2:30.0,,Personal block foul by D. Valentine (drawn by J. Teague),76,79
310,3,2:30.0,N. Vonleh enters the game for L. Markkanen,,76,79
311,3,2:16.0,,A. Wiggins makes 2-pt jump shot from 19 ft,76,81
312,3,2:15.0,Chicago full timeout,,76,81
313,3,1:59.0,N. Vonleh makes 2-pt jump shot from 7 ft,,78,81
314,3,1:40.0,,A. Wiggins misses 2-pt jump shot from 6 ft,78,81
315,3,1:40.0,Defensive rebound by B. Portis,,78,81
316,3,1:28.0,C. Payne misses 2-pt jump shot from 5 ft (block by G. Dieng),,78,81
317,3,1:28.0,Offensive rebound by Team,,78,81
318,3,1:26.0,D. Valentine makes 2-pt jump shot from 20 ft (assist by C. Payne),,80,81
319,3,1:16.0,,Personal foul by C. Payne (drawn by J. Teague),80,81
320,3,1:16.0,,J. Teague makes free throw 1 of 2,80,82
321,3,1:16.0,,J. Teague makes free throw 2 of 2,80,83
322,3,1:07.0,B. Portis misses 2-pt jump shot from 18 ft,,80,83
323,3,1:07.0,,Defensive rebound by J. Teague,80,83
324,3,0:47.0,,Turnover by J. Crawford (lost ball; steal by N. Vonleh),80,83
325,3,0:43.0,D. Valentine misses 2-pt layup from 2 ft (block by A. Wiggins),,80,83
326,3,0:43.0,Offensive rebound by Team,,80,83
327,3,0:39.0,B. Portis makes 2-pt jump shot from 18 ft (assist by D. Valentine),,82,83
328,3,0:30.0,,J. Crawford makes 3-pt jump shot from 22 ft (assist by A. Wiggins),82,86
329,3,0:11.0,N. Vonleh misses 3-pt jump shot from 22 ft,,82,86
330,3,0:07.0,,Defensive rebound by G. Dieng,82,86
331,3,0:02.0,,J. Crawford misses 3-pt jump shot from 36 ft,82,86
332,3,0:02.0,Defensive rebound by D. Valentine,,82,86
333,4,11:41.0,,G. Dieng misses 2-pt jump shot from 16 ft,82,86
334,4,11:39.0,,Offensive rebound by K. Towns,82,86
335,4,11:37.0,,J. Crawford makes 3-pt jump shot from 24 ft (assist by K. Towns),82,89
336,4,11:17.0,C. Payne misses 3-pt jump shot from 27 ft,,82,89
337,4,11:16.0,,Defensive rebound by G. Dieng,82,89
338,4,11:06.0,,N. Bjelica makes 2-pt layup at rim (assist by K. Towns),82,91
339,4,10:49.0,B. Portis misses 2-pt hook shot from 7 ft,,82,91
340,4,10:47.0,,Defensive rebound by K. Towns,82,91
341,4,10:37.0,,K. Towns misses 2-pt layup from 3 ft (block by C. Payne),82,91
342,4,10:37.0,,Offensive rebound by N. Bjelica,82,91
343,4,10:32.0,,T. Jones misses 3-pt jump shot from 25 ft,82,91
344,4,10:32.0,Defensive rebound by N. Vonleh,,82,91
345,4,10:23.0,C. Payne makes 2-pt jump shot from 15 ft,,84,91
346,4,10:06.0,,Shooting foul by B. Portis (drawn by K. Towns),84,91
347,4,10:06.0,,K. Towns makes free throw 1 of 2,84,92
348,4,10:06.0,,K. Towns makes free throw 2 of 2,84,93
349,4,9:44.0,B. Portis misses 3-pt jump shot from 23 ft,,84,93
350,4,9:41.0,,Defensive rebound by N. Bjelica,84,93
351,4,9:26.0,,J. Crawford makes 3-pt jump shot from 22 ft,84,96
352,4,9:24.0,Chicago full timeout,,84,96
353,4,9:24.0,C. Felício enters the game for C. Payne,,84,96
354,4,9:24.0,K. Dunn enters the game for N. Vonleh,,84,96
355,4,9:13.0,D. Nwaba misses 2-pt layup from 1 ft,,84,96
356,4,9:11.0,,Defensive rebound by G. Dieng,84,96
357,4,9:01.0,,K. Towns makes 2-pt jump shot from 1 ft (assist by J. Crawford),84,98
358,4,8:39.0,B. Portis misses 2-pt jump shot from 20 ft,,84,98
359,4,8:38.0,Offensive rebound by Team,,84,98
360,4,8:38.0,Z. LaVine enters the game for D. Nwaba,,84,98
361,4,8:37.0,Turnover by Z. LaVine (step out of bounds),,84,98
362,4,8:19.0,,Shooting foul by B. Portis (drawn by N. Bjelica),84,98
363,4,8:19.0,,N. Bjelica misses free throw 1 of 2,84,98
364,4,8:19.0,,Offensive rebound by Team,84,98
365,4,8:19.0,,N. Bjelica makes free throw 2 of 2,84,99
366,4,8:14.0,Shooting foul by T. Jones (drawn by K. Dunn),,84,99
367,4,8:14.0,K. Dunn makes free throw 1 of 2,,85,99
368,4,8:14.0,K. Dunn misses free throw 2 of 2,,85,99
369,4,8:12.0,,Defensive rebound by K. Towns,85,99
370,4,7:59.0,,J. Crawford makes 3-pt jump shot from 26 ft,85,102
371,4,7:57.0,Chicago full timeout,,85,102
372,4,7:57.0,L. Markkanen enters the game for B. Portis,,85,102
373,4,7:45.0,Z. LaVine misses 2-pt jump shot from 11 ft,,85,102
374,4,7:42.0,,Defensive rebound by G. Dieng,85,102
375,4,7:25.0,,J. Crawford misses 2-pt layup from 6 ft (block by K. Dunn),85,102
376,4,7:21.0,Turnover by Z. LaVine (lost ball; steal by T. Jones),,85,102
377,4,7:21.0,Defensive rebound by C. Felício,,85,102
378,4,7:18.0,,T. Jones makes 2-pt layup from 1 ft,85,104
379,4,7:01.0,D. Valentine makes 2-pt jump shot from 18 ft,,87,104
380,4,6:48.0,,Personal foul by K. Dunn (drawn by T. Jones),87,104
381,4,6:48.0,,A. Wiggins enters the game for G. Dieng,87,104
382,4,6:48.0,,T. Gibson enters the game for N. Bjelica,87,104
383,4,6:48.0,,J. Teague enters the game for T. Jones,87,104
