,QUARTER,TIME_REMAINING,DETROIT_ACTION,HOUSTON_ACTION,DETROIT_SCORE,HOUSTON_SCORE
71,1,3:38.0,,L. Mbah a Moute misses 3-pt jump shot from 23 ft,17,15
72,1,3:35.0,Defensive rebound by B. Griffin,,17,15
73,1,3:28.0,J. Ennis misses 3-pt jump shot from 25 ft,,17,15
74,1,3:25.0,,Defensive rebound by L. Mbah a Moute,17,15
75,1,3:12.0,,J. Harden misses 3-pt jump shot from 24 ft,17,15
76,1,3:10.0,Defensive rebound by R. Bullock,,17,15
77,1,3:05.0,B. Griffin makes 2-pt jump shot from 3 ft (assist by I. Smith),,19,15
78,1,3:05.0,Shooting foul by R. Anderson (drawn by B. Griffin),,19,15
79,1,3:05.0,B. Griffin misses free throw 1 of 1,,19,15
80,1,3:05.0,,Defensive rebound by J. Harden,19,15
81,1,2:40.0,,J. Johnson misses 2-pt hook shot from 7 ft,19,15
82,1,2:36.0,,Offensive rebound by R. Anderson,19,15
83,1,2:36.0,,R. Anderson makes 2-pt layup at rim,19,17
84,1,2:17.0,J. Ennis makes 2-pt layup from 1 ft (assist by B. Griffin),,21,17
85,1,2:09.0,,R. Anderson misses 3-pt jump shot from 26 ft,21,17
86,1,2:07.0,Defensive rebound by A. Tolliver,,21,17
87,1,2:02.0,Personal foul by J. Johnson (drawn by I. Smith),,21,17
88,1,2:02.0,,Houston full timeout,21,17
89,1,2:02.0,,E. Gordon enters the game for J. Harden,21,17
90,1,1:47.0,B. Griffin makes 2-pt layup at rim,,23,17
91,1,1:27.0,,G. Green misses 3-pt jump shot from 25 ft (block by R. Bullock),23,17
92,1,1:25.0,Defensive rebound by A. Tolliver,,23,17
93,1,1:24.0,J. Ennis makes 2-pt layup from 1 ft (assist by I. Smith),,25,17
94,1,1:24.0,Shooting foul by G. Green (drawn by J. Ennis),,25,17
95,1,1:24.0,L. Kennard enters the game for R. Bullock,,25,17
96,1,1:24.0,J. Ennis misses free throw 1 of 1,,25,17
97,1,1:24.0,,Defensive rebound by J. Johnson,25,17
98,1,1:13.0,,E. Gordon makes 2-pt layup at rim,25,19
99,1,0:58.0,J. Ennis misses 3-pt jump shot from 25 ft,,25,19
100,1,0:58.0,,Defensive rebound by J. Johnson,25,19
101,1,0:49.0,,G. Green misses 3-pt jump shot from 24 ft,25,19
102,1,0:47.0,Defensive rebound by I. Smith,,25,19
103,1,0:40.0,I. Smith makes 2-pt jump shot from 7 ft,,27,19
104,1,0:29.0,,Turnover by E. Gordon (turnover; steal by B. Griffin),27,19
105,1,0:04.0,Turnover by Team (shot clock),,27,19
106,1,0:00.0,,E. Gordon makes 2-pt jump shot from 11 ft,27,21
107,2,11:48.0,,E. Gordon makes 2-pt layup at rim (assist by C. Capela),27,23
108,2,11:34.0,A. Tolliver misses 3-pt jump shot from 26 ft,,27,23
109,2,11:31.0,,Defensive rebound by G. Green,27,23
110,2,11:21.0,,E. Gordon misses 3-pt jump shot from 27 ft,27,23
111,2,11:19.0,Defensive rebound by L. Kennard,,27,23
112,2,11:07.0,Turnover by A. Drummond (bad pass; steal by E. Gordon),,27,23
113,2,10:51.0,,J. Johnson makes 2-pt jump shot from 20 ft (assist by E. Gordon),27,25
114,2,10:27.0,Shooting foul by G. Green (drawn by A. Drummond),,27,25
115,2,10:27.0,A. Drummond misses free throw 1 of 2,,27,25
116,2,10:27.0,Offensive rebound by Team,,27,25
117,2,10:27.0,A. Drummond makes free throw 2 of 2,,28,25
118,2,10:13.0,,E. Gordon makes 3-pt jump shot from 22 ft (assist by C. Capela),28,28
119,2,9:50.0,R. Jackson misses 2-pt jump shot from 8 ft (block by R. Anderson),,28,28
120,2,9:48.0,Offensive rebound by R. Jackson,,28,28
121,2,9:43.0,R. Jackson misses 3-pt jump shot from 23 ft,,28,28
122,2,9:39.0,,Defensive rebound by Team,28,28
123,2,9:27.0,,J. Johnson misses 3-pt jump shot from 22 ft,28,28
124,2,9:24.0,Defensive rebound by R. Jackson,,28,28
125,2,9:18.0,Shooting foul by C. Capela (drawn by A. Drummond),,28,28
126,2,9:18.0,A. Drummond misses free throw 1 of 2,,28,28
127,2,9:18.0,Offensive rebound by Team,,28,28
128,2,9:18.0,A. Drummond misses free throw 2 of 2,,28,28
129,2,9:18.0,,Defensive rebound by C. Capela,28,28
130,2,9:04.0,,C. Capela misses 2-pt hook shot from 4 ft,28,28
131,2,9:02.0,Defensive rebound by A. Drummond,,28,28
132,2,8:57.0,R. Jackson misses 2-pt jump shot from 18 ft,,28,28
133,2,8:55.0,,Defensive rebound by C. Capela,28,28
134,2,8:51.0,,G. Green misses 3-pt jump shot from 24 ft,28,28
135,2,8:49.0,Defensive rebound by A. Drummond,,28,28
136,2,8:34.0,A. Drummond makes 2-pt layup at rim (assist by A. Tolliver),,30,28
137,2,8:22.0,,R. Anderson makes 2-pt jump shot from 16 ft,30,30
138,2,8:22.0,,Shooting foul by L. Kennard (drawn by R. Anderson),30,30
139,2,8:22.0,,R. Anderson misses free throw 1 of 1,30,30
140,2,8:22.0,Defensive rebound by A. Tolliver,,30,30
141,2,8:07.0,Shooting foul by J. Johnson (drawn by A. Drummond),,30,30
142,2,8:07.0,A. Drummond misses free throw 1 of 2,,30,30
143,2,8:07.0,Offensive rebound by Team,,30,30
144,2,8:07.0,A. Drummond makes free throw 2 of 2,,31,30
145,2,7:57.0,,Turnover by E. Gordon (bad pass; steal by L. Kennard),31,30
146,2,7:34.0,L. Kennard makes 2-pt jump shot from 14 ft,,33,30
147,2,7:18.0,,C. Capela makes 2-pt hook shot from 2 ft (assist by R. Anderson),33,32
148,2,7:03.0,A. Drummond misses 2-pt hook shot from 8 ft,,33,32
149,2,7:01.0,,Defensive rebound by G. Green,33,32
150,2,6:55.0,,E. Gordon makes 3-pt jump shot from 25 ft (assist by G. Green),33,35
151,2,6:47.0,Detroit full timeout,,33,35
152,2,6:47.0,,T. Ariza enters the game for E. Gordon,33,35
153,2,6:47.0,,J. Harden enters the game for G. Green,33,35
154,2,6:47.0,,P. Tucker enters the game for R. Anderson,33,35
155,2,6:47.0,I. Smith enters the game for J. Ennis,,33,35
156,2,6:47.0,S. Johnson enters the game for R. Jackson,,33,35
157,2,6:35.0,L. Kennard makes 2-pt layup from 1 ft (assist by A. Drummond),,35,35
158,2,6:21.0,,Turnover by J. Harden (bad pass; steal by S. Johnson),35,35
159,2,6:17.0,I. Smith makes 2-pt layup from 1 ft,,37,35
160,2,6:10.0,,P. Tucker misses 3-pt jump shot from 23 ft,37,35
161,2,6:07.0,Defensive rebound by S. Johnson,,37,35
162,2,5:53.0,Turnover by I. Smith (bad pass; steal by J. Johnson),,37,35
163,2,5:38.0,,J. Johnson makes 2-pt layup at rim,37,37
164,2,5:38.0,,Shooting foul by L. Kennard (drawn by J. Johnson),37,37
165,2,5:38.0,B. Griffin enters the game for A. Tolliver,,37,37
166,2,5:38.0,,J. Johnson makes free throw 1 of 1,37,38
167,2,5:25.0,L. Kennard misses 3-pt jump shot from 25 ft,,37,38
168,2,5:23.0,,Defensive rebound by C. Capela,37,38
169,2,5:13.0,,J. Johnson misses 3-pt jump shot from 24 ft,37,38
170,2,5:10.0,Defensive rebound by I. Smith,,37,38
171,2,5:04.0,B. Griffin makes 2-pt layup from 1 ft,,39,38
172,2,4:43.0,,T. Ariza misses 2-pt jump shot from 7 ft (block by S. Johnson),39,38
173,2,4:43.0,,Offensive rebound by Team,39,38
174,2,4:43.0,R. Bullock enters the game for L. Kennard,,39,38
175,2,4:38.0,,J. Harden misses 3-pt jump shot from 23 ft,39,38
176,2,4:35.0,Defensive rebound by A. Drummond,,39,38
177,2,4:21.0,I. Smith makes 2-pt jump shot from 10 ft (assist by B. Griffin),,41,38
178,2,3:58.0,,T. Ariza misses 3-pt jump shot from 24 ft,41,38
179,2,3:54.0,Defensive rebound by A. Drummond,,41,38
180,2,3:42.0,Def 3 sec tech foul by C. Capela,,41,38
181,2,3:42.0,,E. Gordon enters the game for J. Johnson,41,38
182,2,3:42.0,B. Griffin makes technical free throw,,42,38
183,2,3:40.0,S. Johnson makes 2-pt layup from 1 ft (assist by R. Bullock),,44,38
184,2,3:25.0,,P. Tucker makes 3-pt jump shot from 23 ft (assist by E. Gordon),44,41
185,2,2:59.0,B. Griffin makes 2-pt hook shot from 3 ft,,46,41
186,2,2:48.0,,E. Gordon misses 2-pt jump shot from 7 ft,46,41
187,2,2:46.0,Defensive rebound by I. Smith,,46,41
188,2,2:42.0,A. Drummond makes 2-pt layup at rim (assist by I. Smith),,48,41
189,2,2:31.0,,T. Ariza misses 3-pt jump shot from 22 ft,48,41
190,2,2:29.0,Defensive rebound by S. Johnson,,48,41
191,2,2:24.0,Turnover by R. Bullock (step out of bounds),,48,41
192,2,2:24.0,,Houston full timeout,48,41
193,2,2:24.0,,G. Green enters the game for C. Capela,48,41
194,2,2:18.0,,G. Green makes 3-pt jump shot from 22 ft (assist by T. Ariza),48,44
195,2,1:49.0,Detroit full timeout,,48,44
196,2,1:48.0,Turnover by B. Griffin (bad pass; steal by E. Gordon),,48,44
197,2,1:34.0,,Turnover by E. Gordon (lost ball; steal by R. Bullock),48,44
198,2,1:31.0,S. Johnson misses 2-pt layup from 3 ft (block by J. Harden),,48,44
199,2,1:31.0,,Defensive rebound by Team,48,44
200,2,1:31.0,L. Kennard enters the game for S. Johnson,,48,44
201,2,1:15.0,,P. Tucker misses 2-pt hook shot from 4 ft,48,44
202,2,1:13.0,Defensive rebound by B. Griffin,,48,44
203,2,1:06.0,Turnover by L. Kennard (bad pass; steal by G. Green),,48,44
204,2,0:59.0,,J. Harden makes 2-pt layup at rim,48,46
205,2,0:37.0,L. Kennard misses 3-pt jump shot from 23 ft,,48,46
206,2,0:34.0,,Defensive rebound by J. Harden,48,46
207,2,0:28.0,,J. Harden misses 3-pt jump shot from 25 ft,48,46
208,2,0:26.0,Defensive rebound by B. Griffin,,48,46
209,2,0:22.0,R. Bullock makes 2-pt layup at rim (assist by B. Griffin),,50,46
210,2,0:01.0,,Shooting foul by R. Bullock (drawn by J. Harden),50,46
211,2,0:01.0,,J. Harden makes free throw 1 of 2,50,47
212,2,0:01.0,,J. Harden makes free throw 2 of 2,50,48
213,3,11:41.0,,E. Gordon makes 3-pt jump shot from 25 ft,50,51
214,3,11:20.0,Turnover by B. Griffin (bad pass; steal by J. Harden),,50,51
215,3,11:12.0,Technical foul by B. Griffin,,50,51
216,3,11:12.0,,J. Harden misses flagrant free throw 1 of 3,50,51
217,3,11:12.0,,Offensive rebound by Team,50,51
218,3,11:12.0,,J. Harden makes free throw 2 of 3,50,52
219,3,11:12.0,,J. Harden makes free throw 3 of 3,50,53
220,3,11:05.0,,T. Ariza makes 3-pt jump shot from 22 ft (assist by E. Gordon),50,56
221,3,10:38.0,Personal foul by T. Ariza (drawn by A. Drummond),,50,56
222,3,10:28.0,A. Drummond makes 2-pt layup at rim (assist by B. Griffin),,52,56
223,3,10:21.0,,T. Ariza misses 3-pt jump shot from 24 ft,52,56
224,3,10:20.0,Defensive rebound by A. Drummond,,52,56
225,3,9:58.0,R. Jackson misses 3-pt jump shot from 26 ft,,52,56
226,3,9:52.0,Offensive rebound by A. Drummond,,52,56
227,3,9:52.0,A. Drummond misses 2-pt layup at rim,,52,56
228,3,9:52.0,Offensive rebound by R. Jackson,,52,56
229,3,9:48.0,B. Griffin misses 3-pt jump shot from 24 ft,,52,56
230,3,9:44.0,,Defensive rebound by C. Capela,52,56
231,3,9:34.0,,Turnover by C. Capela (bad pass; steal by R. Jackson),52,56
232,3,9:21.0,,Violation by T. Ariza (kicked ball),52,56
233,3,9:11.0,B. Griffin makes 2-pt layup at rim,,54,56
234,3,9:11.0,Shooting foul by J. Harden (drawn by B. Griffin),,54,56
235,3,9:11.0,B. Griffin makes free throw 1 of 1,,55,56
236,3,8:48.0,,E. Gordon misses 2-pt layup from 1 ft (block by A. Drummond),55,56
237,3,8:48.0,,Offensive rebound by Team,55,56
238,3,8:45.0,,T. Ariza misses 2-pt jump shot from 12 ft,55,56
239,3,8:45.0,,Offensive rebound by Team,55,56
240,3,8:45.0,,Turnover by Team (shot clock),55,56
241,3,8:31.0,S. Johnson makes 3-pt jump shot from 24 ft (assist by B. Griffin),,58,56
242,3,8:14.0,,C. Capela makes 2-pt layup at rim (assist by J. Harden),58,58
243,3,7:58.0,R. Jackson misses 3-pt jump shot from 25 ft,,58,58
244,3,7:55.0,Offensive rebound by S. Johnson,,58,58
245,3,7:53.0,R. Jackson misses 3-pt jump shot from 25 ft,,58,58
246,3,7:51.0,,Defensive rebound by C. Capela,58,58
247,3,7:44.0,,J. Harden misses 3-pt jump shot from 25 ft,58,58
248,3,7:40.0,,Offensive rebound by C. Capela,58,58
249,3,7:30.0,,J. Harden misses 2-pt layup from 4 ft,58,58
250,3,7:29.0,,Offensive rebound by C. Capela,58,58
251,3,7:28.0,,C. Capela makes 2-pt layup from 3 ft,58,60
252,3,7:11.0,B. Griffin makes 2-pt jump shot from 8 ft,,60,60
253,3,7:05.0,,Shooting foul by B. Griffin (drawn by E. Gordon),60,60
254,3,7:05.0,,E. Gordon makes free throw 1 of 2,60,61
255,3,7:05.0,I. Smith enters the game for R. Jackson,,60,61
256,3,7:05.0,,E. Gordon misses free throw 2 of 2,60,61
257,3,7:05.0,Defensive rebound by A. Drummond,,60,61
258,3,6:44.0,I. Smith misses 3-pt jump shot from 23 ft,,60,61
259,3,6:39.0,,Defensive rebound by C. Capela,60,61
260,3,6:35.0,,Turnover by J. Harden (bad pass; steal by R. Bullock),60,61
261,3,6:22.0,R. Bullock misses 3-pt jump shot from 25 ft,,60,61
262,3,6:19.0,,Defensive rebound by P. Tucker,60,61
263,3,6:07.0,,P. Tucker misses 3-pt jump shot from 24 ft,60,61
264,3,6:03.0,,Offensive rebound by C. Capela,60,61
265,3,5:39.0,,T. Ariza misses 2-pt jump shot from 16 ft,60,61
266,3,5:37.0,Defensive rebound by I. Smith,,60,61
267,3,5:35.0,Turnover by R. Bullock (traveling),,60,61
268,3,5:35.0,,Houston full timeout,60,61
269,3,5:35.0,,R. Anderson enters the game for T. Ariza,60,61
270,3,5:35.0,,G. Green enters the game for E. Gordon,60,61
271,3,5:35.0,,J. Johnson enters the game for C. Capela,60,61
272,3,5:35.0,L. Kennard enters the game for A. Drummond,,60,61
273,3,5:35.0,A. Tolliver enters the game for S. Johnson,,60,61
274,3,5:20.0,,Def 3 sec tech foul by B. Griffin,60,61
275,3,5:20.0,,J. Harden makes technical free throw,60,62
276,3,5:16.0,,J. Harden misses 3-pt jump shot from 24 ft,60,62
277,3,5:14.0,Defensive rebound by L. Kennard,,60,62
278,3,5:08.0,I. Smith makes 2-pt layup from 1 ft (assist by L. Kennard),,62,62
279,3,4:49.0,,G. Green misses 3-pt jump shot from 25 ft,62,62
280,3,4:47.0,Defensive rebound by B. Griffin,,62,62
281,3,4:47.0,Personal foul by G. Green (drawn by L. Kennard),,62,62
282,3,4:23.0,B. Griffin misses 3-pt jump shot from 25 ft,,62,62
283,3,4:20.0,,Defensive rebound by R. Anderson,62,62
284,3,4:04.0,,G. Green misses 2-pt jump shot from 10 ft,62,62
285,3,4:02.0,,Offensive rebound by R. Anderson,62,62
286,3,3:56.0,,Shooting foul by I. Smith (drawn by J. Harden),62,62
287,3,3:56.0,,J. Harden makes free throw 1 of 2,62,63
288,3,3:56.0,,J. Harden misses free throw 2 of 2,62,63
289,3,3:56.0,Defensive rebound by L. Kennard,,62,63
290,3,3:43.0,R. Bullock misses 3-pt jump shot from 26 ft,,62,63
291,3,3:40.0,,Defensive rebound by R. Anderson,62,63
292,3,3:34.0,,J. Johnson misses 3-pt jump shot from 23 ft,62,63
293,3,3:32.0,Defensive rebound by R. Bullock,,62,63
294,3,3:20.0,L. Kennard makes 2-pt jump shot from 17 ft,,64,63
295,3,3:04.0,,J. Johnson makes 3-pt jump shot from 23 ft (assist by J. Harden),64,66
296,3,2:52.0,I. Smith makes 2-pt jump shot from 6 ft,,66,66
297,3,2:34.0,,Shooting foul by B. Griffin (drawn by R. Anderson),66,66
298,3,2:34.0,Detroit full timeout,,66,66
299,3,2:34.0,,R. Anderson misses free throw 1 of 2,66,66
300,3,2:34.0,,Offensive rebound by Team,66,66
301,3,2:34.0,,R. Anderson makes free throw 2 of 2,66,67
302,3,2:25.0,Personal foul by J. Johnson (drawn by B. Griffin),,66,67
303,3,2:25.0,,E. Gordon enters the game for P. Tucker,66,67
304,3,2:15.0,B. Griffin misses 2-pt hook shot from 11 ft,,66,67
305,3,2:12.0,,Defensive rebound by E. Gordon,66,67
306,3,2:07.0,,E. Gordon misses 2-pt layup at rim,66,67
307,3,2:05.0,,Offensive rebound by R. Anderson,66,67
308,3,2:05.0,,R. Anderson makes 2-pt layup at rim,66,69
309,3,1:47.0,L. Kennard makes 2-pt jump shot from 4 ft (assist by B. Griffin),,68,69
310,3,1:26.0,,G. Green misses 3-pt jump shot from 24 ft,68,69
311,3,1:24.0,Defensive rebound by R. Bullock,,68,69
312,3,1:17.0,Turnover by I. Smith (bad pass; steal by J. Johnson),,68,69
313,3,1:07.0,,J. Johnson misses 2-pt jump shot from 10 ft,68,69
314,3,1:04.0,Defensive rebound by I. Smith,,68,69
315,3,1:00.0,B. Griffin misses 3-pt jump shot from 25 ft,,68,69
316,3,0:58.0,,Defensive rebound by R. Anderson,68,69
317,3,0:42.0,,J. Harden makes 2-pt layup from 1 ft,68,71
318,3,0:20.0,I. Smith misses 3-pt jump shot from 22 ft,,68,71
319,3,0:18.0,,Defensive rebound by J. Harden,68,71
320,3,0:00.0,,J. Harden misses 3-pt jump shot from 26 ft,68,71
321,3,0:00.0,,Offensive rebound by Team,68,71
322,3,0:00.0,,Technical foul by J. Harden,68,71
323,4,12:00.0,Offensive rebound by Team,,68,71
324,4,11:43.0,Turnover by L. Kennard (bad pass; steal by G. Green),,68,71
325,4,11:32.0,,Personal foul by A. Drummond (drawn by E. Gordon),68,71
326,4,11:26.0,,T. Ariza makes 3-pt jump shot from 26 ft (assist by E. Gordon),68,74
327,4,11:06.0,R. Jackson misses 2-pt jump shot from 11 ft,,68,74
328,4,11:02.0,Offensive rebound by A. Drummond,,68,74
329,4,11:02.0,A. Drummond misses 2-pt layup at rim,,68,74
330,4,11:01.0,Offensive rebound by A. Drummond,,68,74
331,4,11:01.0,A. Drummond misses 2-pt layup at rim,,68,74
332,4,11:01.0,,Defensive rebound by T. Ariza,68,74
333,4,10:56.0,,G. Green misses 3-pt jump shot from 24 ft,68,74
334,4,10:56.0,Defensive rebound by J. Ennis,,68,74
335,4,10:40.0,R. Jackson misses 2-pt jump shot from 18 ft,,68,74
336,4,10:36.0,Offensive rebound by A. Drummond,,68,74
337,4,10:36.0,A. Drummond misses 2-pt layup at rim,,68,74
338,4,10:35.0,,Defensive rebound by J. Johnson,68,74
339,4,10:30.0,,Shooting foul by L. Kennard (drawn by E. Gordon),68,74
340,4,10:30.0,,E. Gordon makes free throw 1 of 2,68,75
341,4,10:30.0,,E. Gordon makes free throw 2 of 2,68,76
342,4,10:20.0,Shooting foul by R. Anderson (drawn by A. Drummond),,68,76
343,4,10:20.0,A. Drummond misses free throw 1 of 2,,68,76
344,4,10:20.0,Offensive rebound by Team,,68,76
345,4,10:20.0,A. Drummond makes free throw 2 of 2,,69,76
346,4,10:01.0,,E. Gordon misses 3-pt jump shot from 26 ft,69,76
347,4,9:59.0,Defensive rebound by A. Tolliver,,69,76
348,4,9:38.0,Shooting foul by G. Green (drawn by J. Ennis),,69,76
349,4,9:38.0,J. Ennis misses free throw 1 of 2,,69,76
350,4,9:38.0,Offensive rebound by Team,,69,76
351,4,9:38.0,J. Ennis makes free throw 2 of 2,,70,76
352,4,9:29.0,,R. Anderson misses 3-pt jump shot from 26 ft,70,76
353,4,9:28.0,Defensive rebound by J. Ennis,,70,76
354,4,9:24.0,Offensive foul by A. Drummond (drawn by R. Anderson),,70,76
355,4,9:24.0,Turnover by A. Drummond (offensive foul),,70,76
356,4,9:04.0,,R. Anderson misses 2-pt layup from 5 ft (block by J. Ennis),70,76
357,4,9:03.0,Defensive rebound by J. Ennis,,70,76
358,4,8:59.0,L. Kennard misses 3-pt jump shot from 25 ft,,70,76
359,4,8:57.0,Offensive rebound by A. Drummond,,70,76
360,4,8:57.0,Shooting foul by E. Gordon (drawn by A. Drummond),,70,76
361,4,8:57.0,A. Drummond makes free throw 1 of 2,,71,76
362,4,8:57.0,A. Drummond makes free throw 2 of 2,,72,76
363,4,8:46.0,,Turnover by E. Gordon (bad pass),72,76
364,4,8:34.0,R. Jackson misses 2-pt layup from 2 ft,,72,76
365,4,8:32.0,,Defensive rebound by G. Green,72,76
366,4,8:27.0,,J. Johnson makes 3-pt jump shot from 24 ft (assist by G. Green),72,79
367,4,8:07.0,L. Kennard makes 2-pt layup at rim,,74,79
368,4,7:55.0,,G. Green misses 3-pt jump shot from 23 ft,74,79
369,4,7:53.0,Defensive rebound by A. Drummond,,74,79
370,4,7:49.0,R. Jackson misses 3-pt jump shot from 26 ft,,74,79
371,4,7:45.0,,Defensive rebound by T. Ariza,74,79
372,4,7:29.0,,E. Gordon makes 2-pt layup at rim,74,81
373,4,7:18.0,,Violation by E. Gordon (kicked ball),74,81
374,4,7:18.0,,P. Tucker enters the game for G. Green,74,81
375,4,7:18.0,I. Smith enters the game for A. Drummond,,74,81
376,4,7:18.0,B. Griffin enters the game for R. Jackson,,74,81
377,4,7:05.0,B. Griffin misses 3-pt jump shot from 22 ft,,74,81
378,4,7:02.0,Offensive rebound by A. Tolliver,,74,81
379,4,7:02.0,Turnover by Team (shot clock),,74,81
380,4,6:53.0,,E. Gordon misses 3-pt jump shot from 27 ft,74,81
381,4,6:50.0,Defensive rebound by J. Ennis,,74,81
382,4,6:46.0,J. Ennis misses 3-pt jump shot from 26 ft,,74,81
383,4,6:43.0,,Defensive rebound by E. Gordon,74,81
384,4,6:38.0,,E. Gordon makes 2-pt layup at rim,74,83
385,4,6:38.0,Detroit full timeout,,74,83
386,4,6:38.0,,C. Capela enters the game for J. Johnson,74,83
387,4,6:38.0,,J. Harden enters the game for R. Anderson,74,83
388,4,6:38.0,A. Drummond enters the game for A. Tolliver,,74,83
389,4,6:38.0,R. Bullock enters the game for J. Ennis,,74,83
390,4,6:26.0,L. Kennard misses 3-pt jump shot from 27 ft,,74,83
391,4,6:23.0,,Defensive rebound by P. Tucker,74,83
392,4,6:15.0,Offensive charge foul by C. Capela (drawn by I. Smith),,74,83
