,QUARTER,TIME_REMAINING,LA LAKERS_ACTION,SACRAMENTO_ACTION,LA LAKERS_SCORE,SACRAMENTO_SCORE
0,1,11:46.0,K. Caldwell-Pope misses 2-pt jump shot from 13 ft,,0,0
1,1,11:43.0,Offensive rebound by B. Ingram,,0,0
2,1,11:42.0,B. Ingram makes 2-pt layup from 2 ft,,2,0
3,1,11:23.0,,J. Jackson misses 2-pt jump shot from 11 ft,2,0
4,1,11:18.0,Defensive rebound by K. Caldwell-Pope,,2,0
5,1,11:11.0,B. Lopez misses 2-pt layup from 1 ft,,2,0
6,1,11:11.0,,Defensive rebound by B. Bogdanović,2,0
7,1,11:03.0,,D. Fox makes 2-pt layup from 1 ft (assist by B. Bogdanović),2,2
8,1,10:55.0,J. Randle misses 2-pt layup from 3 ft (block by B. Bogdanović),,2,2
9,1,10:54.0,Offensive rebound by J. Hart,,2,2
10,1,10:41.0,B. Lopez misses 3-pt jump shot from 24 ft,,2,2
11,1,10:37.0,,Defensive rebound by W. Cauley-Stein,2,2
12,1,10:33.0,,B. Bogdanović makes 3-pt jump shot from 25 ft,2,5
13,1,10:06.0,J. Hart makes 3-pt jump shot from 25 ft (assist by B. Ingram),,5,5
14,1,9:46.0,,Z. Randolph makes 2-pt jump shot from 15 ft (assist by D. Fox),5,7
15,1,9:34.0,B. Lopez misses 2-pt hook shot from 8 ft,,5,7
16,1,9:31.0,,Defensive rebound by D. Fox,5,7
17,1,9:25.0,,D. Fox misses 2-pt jump shot from 4 ft,5,7
18,1,9:20.0,Defensive rebound by J. Randle,,5,7
19,1,9:18.0,Turnover by J. Randle (bad pass; steal by W. Cauley-Stein),,5,7
20,1,9:15.0,,W. Cauley-Stein misses 2-pt dunk from 2 ft (block by B. Lopez),5,7
21,1,9:12.0,Defensive rebound by J. Randle,,5,7
22,1,9:10.0,J. Randle misses 2-pt layup from 2 ft,,5,7
23,1,9:10.0,Offensive rebound by J. Hart,,5,7
24,1,9:06.0,J. Hart misses 2-pt layup at rim,,5,7
25,1,9:05.0,,Defensive rebound by J. Jackson,5,7
26,1,9:02.0,,B. Bogdanović makes 2-pt layup from 2 ft,5,9
27,1,8:56.0,LA Lakers full timeout,,5,9
28,1,8:50.0,K. Caldwell-Pope makes 3-pt jump shot from 25 ft (assist by J. Hart),,8,9
29,1,8:29.0,,B. Bogdanović makes 2-pt jump shot from 20 ft (assist by Z. Randolph),8,11
30,1,8:08.0,J. Hart misses 2-pt jump shot from 11 ft,,8,11
31,1,8:04.0,,Defensive rebound by Z. Randolph,8,11
32,1,8:00.0,,B. Bogdanović misses 3-pt jump shot from 24 ft,8,11
33,1,7:58.0,Defensive rebound by Team,,8,11
34,1,7:45.0,Turnover by J. Randle (traveling),,8,11
35,1,7:27.0,,Turnover by Z. Randolph (out of bounds lost ball),8,11
36,1,7:07.0,K. Caldwell-Pope makes 3-pt jump shot from 25 ft (assist by B. Ingram),,11,11
37,1,6:44.0,,D. Fox misses 2-pt jump shot from 9 ft,11,11
38,1,6:39.0,Defensive rebound by K. Caldwell-Pope,,11,11
39,1,6:37.0,K. Caldwell-Pope misses 3-pt jump shot from 24 ft,,11,11
40,1,6:34.0,,Defensive rebound by W. Cauley-Stein,11,11
41,1,6:27.0,,Z. Randolph misses 2-pt hook shot from 6 ft,11,11
42,1,6:24.0,Defensive rebound by K. Caldwell-Pope,,11,11
