,QUARTER,TIME_REMAINING,DETROIT_ACTION,INDIANA_ACTION,DETROIT_SCORE,INDIANA_SCORE
117,2,9:44.0,,B. Bogdanović misses 2-pt jump shot from 6 ft (block by E. Moreland),31,23
118,2,9:40.0,Defensive rebound by A. Tolliver,,31,23
119,2,9:32.0,A. Tolliver makes 3-pt jump shot from 23 ft (assist by S. Johnson),,34,23
120,2,9:25.0,,Indiana full timeout,34,23
121,2,9:25.0,,T. Young enters the game for T. Leaf,34,23
122,2,9:25.0,R. Jackson enters the game for I. Smith,,34,23
123,2,9:05.0,,C. Joseph misses 2-pt jump shot from 10 ft,34,23
124,2,9:05.0,,Offensive rebound by Team,34,23
125,2,9:05.0,,Turnover by Team (shot clock),34,23
126,2,8:54.0,R. Jackson makes 2-pt jump shot from 19 ft,,36,23
127,2,8:34.0,,D. Sabonis makes 2-pt jump shot from 8 ft (assist by L. Stephenson),36,25
128,2,8:17.0,S. Johnson makes 3-pt jump shot from 27 ft (assist by R. Jackson),,39,25
129,2,8:01.0,,Turnover by D. Sabonis (bad pass),39,25
130,2,7:53.0,Turnover by R. Jackson (lost ball; steal by C. Joseph),,39,25
131,2,7:49.0,,D. Sabonis makes 2-pt layup at rim (assist by C. Joseph),39,27
132,2,7:36.0,A. Tolliver misses 3-pt jump shot from 27 ft,,39,27
133,2,7:33.0,,Defensive rebound by B. Bogdanović,39,27
134,2,7:27.0,,D. Sabonis makes 2-pt jump shot at rim (assist by L. Stephenson),39,29
135,2,7:17.0,Detroit full timeout,,39,29
136,2,7:17.0,,D. Collison enters the game for B. Bogdanović,39,29
137,2,7:07.0,A. Tolliver misses 3-pt jump shot from 26 ft,,39,29
138,2,7:04.0,,Defensive rebound by D. Collison,39,29
139,2,6:49.0,,D. Collison misses 3-pt jump shot from 23 ft,39,29
140,2,6:44.0,Defensive rebound by S. Johnson,,39,29
141,2,6:22.0,R. Jackson makes 2-pt hook shot from 5 ft,,41,29
142,2,6:03.0,,T. Young makes 2-pt hook shot from 7 ft,41,31
143,2,5:47.0,L. Galloway misses 3-pt jump shot from 22 ft,,41,31
144,2,5:44.0,,Defensive rebound by L. Stephenson,41,31
145,2,5:39.0,,Turnover by L. Stephenson (bad pass; steal by L. Galloway),41,31
146,2,5:37.0,,V. Oladipo enters the game for C. Joseph,41,31
147,2,5:37.0,,M. Turner enters the game for D. Sabonis,41,31
148,2,5:37.0,R. Bullock enters the game for L. Galloway,,41,31
149,2,5:37.0,A. Drummond enters the game for E. Moreland,,41,31
150,2,5:30.0,R. Jackson misses 2-pt jump shot from 19 ft,,41,31
151,2,5:27.0,,Defensive rebound by T. Young,41,31
152,2,5:12.0,,T. Young makes 2-pt layup at rim (assist by M. Turner),41,33
153,2,4:50.0,Turnover by A. Tolliver (lost ball; steal by T. Young),,41,33
154,2,4:41.0,,Turnover by D. Collison (bad pass; steal by R. Bullock),41,33
155,2,4:27.0,A. Drummond makes 2-pt layup from 1 ft,,43,33
156,2,4:15.0,,Shooting foul by R. Jackson (drawn by M. Turner),43,33
157,2,4:15.0,,M. Turner makes free throw 1 of 2,43,34
158,2,4:15.0,T. Harris enters the game for A. Tolliver,,43,34
159,2,4:15.0,,M. Turner makes free throw 2 of 2,43,35
160,2,3:59.0,A. Drummond makes 2-pt dunk at rim (assist by T. Harris),,45,35
161,2,3:50.0,,V. Oladipo misses 2-pt jump shot from 13 ft,45,35
162,2,3:48.0,Defensive rebound by S. Johnson,,45,35
163,2,3:43.0,R. Jackson misses 2-pt jump shot from 9 ft,,45,35
164,2,3:43.0,,Defensive rebound by Team,45,35
165,2,3:43.0,Loose ball foul by A. Drummond (drawn by V. Oladipo),,45,35
166,2,3:34.0,,M. Turner makes 3-pt jump shot from 29 ft (assist by T. Young),45,38
167,2,3:22.0,Personal foul by T. Young (drawn by A. Drummond),,45,38
168,2,3:08.0,T. Harris misses 2-pt jump shot from 14 ft,,45,38
169,2,3:04.0,,Defensive rebound by L. Stephenson,45,38
170,2,3:01.0,,Shooting foul by T. Harris (drawn by M. Turner),45,38
171,2,3:01.0,,M. Turner makes free throw 1 of 2,45,39
172,2,3:01.0,I. Smith enters the game for R. Jackson,,45,39
173,2,3:01.0,,M. Turner makes free throw 2 of 2,45,40
174,2,2:37.0,S. Johnson makes 2-pt jump shot from 17 ft (assist by T. Harris),,47,40
175,2,2:22.0,,V. Oladipo makes 3-pt jump shot from 23 ft (assist by T. Young),47,43
176,2,2:09.0,,Offensive charge foul by T. Harris (drawn by T. Young),47,43
177,2,2:09.0,Turnover by T. Harris (offensive foul),,47,43
178,2,2:09.0,A. Tolliver enters the game for T. Harris,,47,43
179,2,1:50.0,,M. Turner makes 2-pt jump shot from 17 ft (assist by D. Collison),47,45
180,2,1:34.0,A. Drummond misses 2-pt layup from 1 ft,,47,45
181,2,1:32.0,,Defensive rebound by L. Stephenson,47,45
182,2,1:26.0,,V. Oladipo makes 3-pt jump shot from 26 ft (assist by L. Stephenson),47,48
183,2,1:10.0,Personal foul by L. Stephenson (drawn by S. Johnson),,47,48
184,2,1:10.0,E. Moreland enters the game for A. Drummond,,47,48
185,2,0:59.0,S. Johnson misses 3-pt jump shot from 25 ft,,47,48
186,2,0:55.0,,Defensive rebound by V. Oladipo,47,48
187,2,0:50.0,,L. Stephenson makes 3-pt jump shot from 23 ft (assist by D. Collison),47,51
188,2,0:36.0,I. Smith makes 2-pt layup from 1 ft,,49,51
189,2,0:16.0,,Turnover by D. Collison (bad pass; steal by I. Smith),49,51
190,2,0:11.0,R. Bullock makes 3-pt jump shot from 22 ft (assist by I. Smith),,52,51
191,2,0:01.0,,V. Oladipo makes 3-pt jump shot from 28 ft,52,54
192,3,11:44.0,,M. Turner misses 2-pt jump shot from 14 ft,52,54
193,3,11:39.0,Defensive rebound by T. Harris,,52,54
194,3,11:34.0,R. Bullock makes 2-pt layup at rim (assist by R. Jackson),,54,54
195,3,11:22.0,,B. Bogdanović misses 2-pt layup at rim (block by T. Harris),54,54
196,3,11:18.0,Defensive rebound by L. Kennard,,54,54
197,3,11:12.0,R. Bullock makes 3-pt jump shot from 25 ft (assist by L. Kennard),,57,54
198,3,10:55.0,,Turnover by M. Turner (bad pass; steal by R. Bullock),57,54
199,3,10:48.0,R. Jackson makes 2-pt jump shot from 12 ft,,59,54
200,3,10:48.0,,Indiana full timeout,59,54
201,3,10:33.0,,Shooting foul by R. Jackson (drawn by M. Turner),59,54
202,3,10:33.0,,M. Turner makes free throw 1 of 2,59,55
203,3,10:33.0,,M. Turner makes free throw 2 of 2,59,56
204,3,10:13.0,R. Jackson misses 3-pt jump shot from 29 ft,,59,56
205,3,10:12.0,,Defensive rebound by B. Bogdanović,59,56
206,3,10:01.0,,D. Collison makes 3-pt jump shot from 26 ft (assist by B. Bogdanović),59,59
207,3,9:43.0,Personal foul by M. Turner (drawn by A. Drummond),,59,59
208,3,9:32.0,R. Bullock misses 2-pt jump shot from 10 ft,,59,59
209,3,9:31.0,Offensive rebound by L. Kennard,,59,59
210,3,9:29.0,L. Kennard misses 2-pt layup from 1 ft,,59,59
211,3,9:29.0,,Defensive rebound by M. Turner,59,59
212,3,9:25.0,,Personal block foul by R. Bullock (drawn by B. Bogdanović),59,59
213,3,9:14.0,,M. Turner misses 2-pt jump shot from 16 ft,59,59
214,3,9:10.0,Defensive rebound by R. Jackson,,59,59
215,3,9:02.0,R. Bullock makes 2-pt layup from 1 ft (assist by A. Drummond),,61,59
216,3,8:49.0,,V. Oladipo misses 3-pt jump shot from 27 ft,61,59
217,3,8:47.0,Defensive rebound by A. Drummond,,61,59
218,3,8:29.0,A. Drummond misses 2-pt jump shot from 7 ft,,61,59
219,3,8:28.0,Offensive rebound by Team,,61,59
220,3,8:13.0,L. Kennard makes 2-pt jump shot from 10 ft,,63,59
221,3,7:52.0,,M. Turner makes 2-pt jump shot from 19 ft (assist by V. Oladipo),63,61
222,3,7:37.0,T. Harris misses 3-pt jump shot from 27 ft,,63,61
223,3,7:35.0,,Defensive rebound by V. Oladipo,63,61
224,3,7:30.0,,B. Bogdanović misses 3-pt jump shot from 23 ft,63,61
225,3,7:27.0,Defensive rebound by R. Jackson,,63,61
226,3,7:21.0,A. Drummond makes 2-pt dunk from 1 ft (assist by L. Kennard),,65,61
227,3,7:02.0,,V. Oladipo misses 2-pt jump shot from 15 ft,65,61
228,3,7:00.0,Defensive rebound by L. Kennard,,65,61
229,3,6:51.0,Shooting foul by V. Oladipo (drawn by A. Drummond),,65,61
230,3,6:51.0,A. Drummond makes free throw 1 of 2,,66,61
231,3,6:51.0,A. Drummond misses free throw 2 of 2,,66,61
232,3,6:49.0,,Defensive rebound by M. Turner,66,61
233,3,6:37.0,,T. Young misses 2-pt layup from 1 ft,66,61
234,3,6:36.0,,Offensive rebound by Team,66,61
235,3,6:36.0,Loose ball foul by A. Drummond (drawn by M. Turner),,66,61
236,3,6:30.0,,B. Bogdanović misses 2-pt layup at rim (block by A. Drummond),66,61
237,3,6:27.0,Defensive rebound by A. Drummond,,66,61
238,3,6:26.0,Turnover by R. Jackson (bad pass),,66,61
239,3,6:09.0,,D. Collison makes 3-pt jump shot from 27 ft,66,64
240,3,5:48.0,L. Kennard makes 2-pt jump shot from 7 ft,,68,64
241,3,5:32.0,,V. Oladipo misses 3-pt jump shot from 26 ft,68,64
242,3,5:29.0,,Offensive rebound by M. Turner,68,64
243,3,5:28.0,,M. Turner makes 2-pt layup from 1 ft,68,66
244,3,5:08.0,R. Jackson misses 2-pt layup from 2 ft (block by M. Turner),,68,66
245,3,5:08.0,Offensive rebound by Team,,68,66
246,3,5:08.0,I. Smith enters the game for R. Jackson,,68,66
247,3,5:08.0,Personal foul by V. Oladipo (drawn by T. Harris),,68,66
248,3,5:08.0,T. Harris misses free throw 1 of 1,,68,66
249,3,5:08.0,Offensive rebound by Team,,68,66
250,3,5:08.0,,C. Joseph enters the game for B. Bogdanović,68,66
251,3,5:04.0,I. Smith makes 2-pt layup from 1 ft (assist by L. Kennard),,70,66
252,3,4:51.0,,T. Young misses 2-pt layup from 3 ft (block by A. Drummond),70,66
253,3,4:47.0,Defensive rebound by T. Harris,,70,66
254,3,4:44.0,A. Drummond makes 2-pt layup from 1 ft,,72,66
255,3,4:44.0,Shooting foul by M. Turner (drawn by A. Drummond),,72,66
256,3,4:44.0,A. Drummond makes free throw 1 of 1,,73,66
257,3,4:32.0,,Turnover by D. Collison (lost ball; steal by A. Drummond),73,66
258,3,4:31.0,Shooting foul by D. Collison (drawn by A. Drummond),,73,66
259,3,4:31.0,A. Drummond misses free throw 1 of 2,,73,66
260,3,4:31.0,Offensive rebound by Team,,73,66
261,3,4:31.0,L. Galloway enters the game for L. Kennard,,73,66
262,3,4:31.0,A. Drummond misses free throw 2 of 2,,73,66
263,3,4:29.0,,Defensive rebound by T. Young,73,66
264,3,4:19.0,,M. Turner misses 3-pt jump shot from 26 ft,73,66
265,3,4:15.0,,Offensive rebound by D. Collison,73,66
266,3,4:08.0,,D. Collison misses 3-pt jump shot from 26 ft,73,66
267,3,4:04.0,,Offensive rebound by T. Young,73,66
268,3,3:58.0,,V. Oladipo makes 2-pt layup at rim,73,68
269,3,3:42.0,Turnover by I. Smith (lost ball; steal by D. Collison),,73,68
270,3,3:39.0,,D. Collison makes 2-pt layup from 1 ft (assist by V. Oladipo),73,70
271,3,3:37.0,Detroit full timeout,,73,70
272,3,3:37.0,,D. Sabonis enters the game for T. Young,73,70
273,3,3:37.0,A. Tolliver enters the game for T. Harris,,73,70
274,3,3:20.0,Shooting foul by D. Sabonis (drawn by A. Drummond),,73,70
275,3,3:20.0,A. Drummond makes free throw 1 of 2,,74,70
276,3,3:20.0,A. Drummond makes free throw 2 of 2,,75,70
277,3,3:08.0,,Personal foul by R. Bullock (drawn by V. Oladipo),75,70
278,3,3:08.0,,L. Stephenson enters the game for D. Collison,75,70
279,3,3:08.0,S. Johnson enters the game for R. Bullock,,75,70
280,3,2:56.0,,V. Oladipo misses 2-pt jump shot from 17 ft,75,70
281,3,2:53.0,Defensive rebound by A. Drummond,,75,70
282,3,2:43.0,S. Johnson misses 2-pt jump shot from 17 ft,,75,70
283,3,2:40.0,,Defensive rebound by D. Sabonis,75,70
284,3,2:27.0,,Shooting foul by A. Tolliver (drawn by M. Turner),75,70
285,3,2:27.0,,M. Turner makes free throw 1 of 2,75,71
286,3,2:27.0,E. Moreland enters the game for A. Drummond,,75,71
287,3,2:27.0,,M. Turner misses free throw 2 of 2,75,71
288,3,2:20.0,,Offensive rebound by D. Sabonis,75,71
289,3,2:13.0,,Turnover by D. Sabonis (bad pass; steal by E. Moreland),75,71
290,3,2:07.0,A. Tolliver makes 3-pt jump shot from 26 ft (assist by S. Johnson),,78,71
291,3,1:48.0,,D. Sabonis misses 2-pt dunk from 2 ft,78,71
292,3,1:46.0,Defensive rebound by A. Tolliver,,78,71
293,3,1:39.0,E. Moreland makes 2-pt dunk from 1 ft (assist by A. Tolliver),,80,71
294,3,1:20.0,,V. Oladipo misses 3-pt jump shot from 27 ft,80,71
295,3,1:18.0,Defensive rebound by E. Moreland,,80,71
296,3,1:12.0,I. Smith misses 2-pt layup from 1 ft,,80,71
297,3,1:09.0,Offensive rebound by E. Moreland,,80,71
298,3,1:07.0,S. Johnson misses 3-pt jump shot from 26 ft,,80,71
299,3,1:07.0,,Defensive rebound by V. Oladipo,80,71
300,3,0:57.0,,V. Oladipo makes 2-pt jump shot from 17 ft,80,73
301,3,0:43.0,L. Galloway makes 3-pt jump shot from 27 ft (assist by S. Johnson),,83,73
302,3,0:30.0,,C. Joseph misses 2-pt jump shot from 5 ft,83,73
303,3,0:29.0,,Offensive rebound by Team,83,73
304,3,0:29.0,Loose ball foul by S. Johnson (drawn by D. Sabonis),,83,73
305,3,0:29.0,,D. Sabonis misses free throw 1 of 2,83,73
306,3,0:29.0,,Offensive rebound by Team,83,73
307,3,0:29.0,,B. Bogdanović enters the game for M. Turner,83,73
308,3,0:29.0,,D. Sabonis makes free throw 2 of 2,83,74
309,3,0:07.0,A. Tolliver makes 3-pt jump shot from 26 ft (assist by I. Smith),,86,74
310,3,0:03.0,,V. Oladipo misses 3-pt jump shot from 27 ft,86,74
311,3,0:00.0,Defensive rebound by E. Moreland,,86,74
312,4,11:52.0,L. Galloway makes 3-pt jump shot from 28 ft (assist by I. Smith),,89,74
313,4,11:30.0,,L. Stephenson misses 3-pt jump shot from 27 ft,89,74
314,4,11:29.0,Defensive rebound by Team,,89,74
315,4,11:20.0,L. Galloway misses 3-pt jump shot from 26 ft,,89,74
316,4,11:14.0,,Defensive rebound by D. Collison,89,74
317,4,11:10.0,,D. Collison misses 2-pt layup from 2 ft (block by E. Moreland),89,74
318,4,11:04.0,,Offensive rebound by B. Bogdanović,89,74
319,4,11:04.0,,B. Bogdanović makes 2-pt dunk at rim,89,76
320,4,10:41.0,L. Galloway makes 2-pt layup from 1 ft,,91,76
321,4,10:25.0,,Shooting foul by E. Moreland (drawn by D. Sabonis),91,76
322,4,10:25.0,,D. Sabonis makes free throw 1 of 2,91,77
323,4,10:25.0,,D. Sabonis misses free throw 2 of 2,91,77
324,4,10:23.0,Defensive rebound by L. Galloway,,91,77
325,4,10:07.0,I. Smith misses 2-pt jump shot from 5 ft,,91,77
326,4,10:04.0,,Defensive rebound by D. Sabonis,91,77
327,4,9:50.0,,D. Sabonis misses 3-pt jump shot from 26 ft,91,77
328,4,9:50.0,,Offensive rebound by L. Stephenson,91,77
329,4,9:46.0,,L. Stephenson makes 2-pt layup from 1 ft,91,79
330,4,9:29.0,Shooting foul by B. Bogdanović (drawn by S. Johnson),,91,79
331,4,9:29.0,S. Johnson makes free throw 1 of 2,,92,79
332,4,9:29.0,S. Johnson makes free throw 2 of 2,,93,79
333,4,9:14.0,,L. Stephenson misses 2-pt jump shot from 16 ft,93,79
334,4,9:11.0,Defensive rebound by A. Tolliver,,93,79
335,4,9:03.0,E. Moreland makes 2-pt dunk at rim (assist by S. Johnson),,95,79
336,4,9:02.0,,Indiana full timeout,95,79
337,4,9:02.0,,T. Young enters the game for B. Bogdanović,95,79
338,4,8:39.0,,L. Stephenson misses 2-pt layup from 2 ft,95,79
339,4,8:37.0,Defensive rebound by E. Moreland,,95,79
340,4,8:32.0,A. Tolliver misses 3-pt jump shot from 23 ft,,95,79
341,4,8:29.0,Offensive rebound by Team,,95,79
342,4,8:18.0,L. Galloway misses 3-pt jump shot from 27 ft,,95,79
343,4,8:14.0,,Defensive rebound by L. Stephenson,95,79
344,4,8:04.0,,D. Collison misses 2-pt layup from 1 ft,95,79
345,4,8:02.0,Defensive rebound by E. Moreland,,95,79
346,4,8:00.0,S. Johnson misses 2-pt layup from 3 ft (block by L. Stephenson),,95,79
347,4,7:58.0,Offensive rebound by S. Johnson,,95,79
348,4,7:55.0,E. Moreland misses 2-pt layup at rim,,95,79
349,4,7:53.0,Offensive rebound by Team,,95,79
350,4,7:53.0,,V. Oladipo enters the game for D. Collison,95,79
351,4,7:53.0,R. Bullock enters the game for L. Galloway,,95,79
352,4,7:43.0,S. Johnson misses 2-pt jump shot from 19 ft,,95,79
353,4,7:42.0,,Defensive rebound by Team,95,79
354,4,7:42.0,Loose ball foul by E. Moreland (drawn by L. Stephenson),,95,79
355,4,7:19.0,,Shooting foul by E. Moreland (drawn by D. Sabonis),95,79
356,4,7:19.0,,D. Sabonis misses free throw 1 of 2,95,79
357,4,7:19.0,,Offensive rebound by Team,95,79
358,4,7:19.0,A. Drummond enters the game for E. Moreland,,95,79
359,4,7:19.0,,D. Sabonis makes free throw 2 of 2,95,80
360,4,6:58.0,R. Jackson enters the game for I. Smith,,95,80
361,4,6:56.0,S. Johnson misses 3-pt jump shot from 30 ft,,95,80
362,4,6:52.0,,Defensive rebound by V. Oladipo,95,80
363,4,6:45.0,,L. Stephenson misses 2-pt layup at rim,95,80
364,4,6:45.0,,Offensive rebound by T. Young,95,80
365,4,6:45.0,,Shooting foul by R. Jackson (drawn by T. Young),95,80
366,4,6:45.0,,T. Young makes free throw 1 of 2,95,81
367,4,6:45.0,,T. Young misses free throw 2 of 2,95,81
368,4,6:42.0,Defensive rebound by S. Johnson,,95,81
369,4,6:24.0,R. Jackson misses 3-pt jump shot from 27 ft,,95,81
370,4,6:21.0,,Defensive rebound by L. Stephenson,95,81
371,4,6:19.0,,Personal foul by R. Bullock (drawn by V. Oladipo),95,81
372,4,6:19.0,,V. Oladipo makes free throw 1 of 2,95,82
373,4,6:19.0,,M. Turner enters the game for D. Sabonis,95,82
374,4,6:19.0,,V. Oladipo makes free throw 2 of 2,95,83
375,4,5:59.0,Turnover by R. Jackson (bad pass; steal by C. Joseph),,95,83
376,4,5:54.0,,Shooting foul by S. Johnson (drawn by V. Oladipo),95,83
377,4,5:54.0,,V. Oladipo makes free throw 1 of 2,95,84
378,4,5:54.0,T. Harris enters the game for A. Tolliver,,95,84
379,4,5:54.0,,V. Oladipo makes free throw 2 of 2,95,85
380,4,5:37.0,T. Harris misses 2-pt jump shot from 5 ft,,95,85
381,4,5:34.0,,Defensive rebound by M. Turner,95,85
382,4,5:26.0,,Shooting foul by R. Jackson (drawn by L. Stephenson),95,85
383,4,5:26.0,Technical foul by S. Johnson,,95,85
384,4,5:26.0,,V. Oladipo makes technical free throw,95,86
