,QUARTER,TIME_REMAINING,OKLAHOMA CITY_ACTION,DALLAS_ACTION,OKLAHOMA CITY_SCORE,DALLAS_SCORE
0,1,11:35.0,,Turnover by D. Nowitzki (bad pass; steal by P. George),0,0
1,1,11:15.0,S. Adams misses 2-pt layup at rim,,0,0
2,1,11:13.0,,Defensive rebound by D. Nowitzki,0,0
3,1,11:05.0,,D. Nowitzki misses 3-pt jump shot from 25 ft,0,0
4,1,11:01.0,,Offensive rebound by M. Kleber,0,0
5,1,10:56.0,,H. Barnes misses 3-pt jump shot from 24 ft,0,0
6,1,10:54.0,Defensive rebound by R. Westbrook,,0,0
7,1,10:49.0,Turnover by A. Roberson (bad pass; steal by W. Matthews),,0,0
8,1,10:38.0,,M. Kleber misses 2-pt jump shot from 11 ft,0,0
9,1,10:35.0,Defensive rebound by P. George,,0,0
10,1,10:27.0,S. Adams makes 2-pt hook shot from 3 ft (assist by P. George),,2,0
11,1,10:12.0,,D. Nowitzki makes 2-pt jump shot from 20 ft (assist by D. Smith),2,2
12,1,9:59.0,P. George makes 2-pt jump shot from 17 ft (assist by A. Roberson),,4,2
13,1,9:47.0,,D. Smith misses 3-pt jump shot from 26 ft,4,2
14,1,9:44.0,Defensive rebound by A. Roberson,,4,2
15,1,9:35.0,R. Westbrook makes 2-pt jump shot from 2 ft,,6,2
16,1,9:13.0,,H. Barnes misses 2-pt jump shot from 20 ft,6,2
17,1,9:09.0,Defensive rebound by P. George,,6,2
18,1,9:04.0,C. Anthony misses 3-pt jump shot from 24 ft,,6,2
19,1,9:03.0,Offensive rebound by Team,,6,2
20,1,9:03.0,,Loose ball foul by M. Kleber (drawn by S. Adams),6,2
21,1,8:57.0,Shooting foul by D. Smith (drawn by R. Westbrook),,6,2
22,1,8:57.0,R. Westbrook makes free throw 1 of 2,,7,2
23,1,8:57.0,R. Westbrook misses free throw 2 of 2,,7,2
24,1,8:54.0,,Defensive rebound by Team,7,2
25,1,8:39.0,,Turnover by M. Kleber (bad pass; steal by S. Adams),7,2
26,1,8:32.0,A. Roberson misses 3-pt jump shot from 22 ft,,7,2
27,1,8:28.0,,Defensive rebound by M. Kleber,7,2
28,1,8:19.0,,D. Nowitzki misses 3-pt jump shot from 24 ft,7,2
29,1,8:16.0,Defensive rebound by R. Westbrook,,7,2
30,1,8:10.0,P. George misses 3-pt jump shot from 25 ft,,7,2
31,1,8:07.0,,Defensive rebound by D. Nowitzki,7,2
32,1,7:51.0,,Turnover by W. Matthews (lost ball; steal by A. Roberson),7,2
33,1,7:48.0,Turnover by C. Anthony (bad pass; steal by D. Smith),,7,2
34,1,7:44.0,,W. Matthews misses 2-pt jump shot from 17 ft,7,2
35,1,7:40.0,Defensive rebound by R. Westbrook,,7,2
36,1,7:29.0,R. Westbrook misses 2-pt jump shot from 17 ft,,7,2
37,1,7:26.0,Offensive rebound by A. Roberson,,7,2
38,1,7:21.0,Shooting foul by D. Smith (drawn by R. Westbrook),,7,2
39,1,7:21.0,R. Westbrook makes free throw 1 of 3,,8,2
40,1,7:21.0,R. Westbrook misses free throw 2 of 3,,8,2
41,1,7:21.0,Offensive rebound by Team,,8,2
42,1,7:21.0,R. Westbrook makes free throw 3 of 3,,9,2
43,1,7:21.0,,Y. Ferrell enters the game for D. Smith,9,2
44,1,7:04.0,,H. Barnes makes 2-pt layup from 2 ft,9,4
45,1,6:45.0,Turnover by R. Westbrook (lost ball; steal by Y. Ferrell),,9,4
46,1,6:35.0,,H. Barnes misses 3-pt jump shot from 24 ft,9,4
47,1,6:32.0,,Offensive rebound by H. Barnes,9,4
48,1,6:30.0,,W. Matthews makes 3-pt jump shot from 23 ft (assist by H. Barnes),9,7
49,1,6:09.0,A. Roberson misses 3-pt jump shot from 25 ft,,9,7
50,1,6:05.0,Offensive rebound by S. Adams,,9,7
51,1,6:04.0,Turnover by S. Adams (bad pass; steal by D. Nowitzki),,9,7
52,1,6:01.0,,W. Matthews makes 3-pt jump shot from 26 ft (assist by D. Nowitzki),9,10
53,1,5:59.0,Oklahoma City full timeout,,9,10
54,1,5:59.0,,S. Mejri enters the game for D. Nowitzki,9,10
