,QUARTER,TIME_REMAINING,SACRAMENTO_ACTION,OKLAHOMA CITY_ACTION,SACRAMENTO_SCORE,OKLAHOMA CITY_SCORE
84,1,2:56.0,,J. Huestis enters the game for C. Anthony,20,17
85,1,2:56.0,,J. Grant enters the game for P. George,20,17
86,1,2:56.0,W. Cauley-Stein enters the game for S. Labissière,,20,17
87,1,2:37.0,Turnover by W. Cauley-Stein (bad pass),,20,17
88,1,2:25.0,,R. Westbrook misses 2-pt jump shot from 19 ft,20,17
89,1,2:23.0,Defensive rebound by G. Hill,,20,17
90,1,2:17.0,G. Hill makes 2-pt jump shot from 6 ft,,22,17
91,1,2:07.0,,Turnover by R. Westbrook (bad pass; steal by W. Cauley-Stein),22,17
92,1,1:56.0,Turnover by W. Cauley-Stein (bad pass; steal by R. Westbrook),,22,17
93,1,1:52.0,,Shooting foul by G. Hill (drawn by S. Adams),22,17
94,1,1:52.0,,S. Adams misses free throw 1 of 2,22,17
95,1,1:52.0,,Offensive rebound by Team,22,17
96,1,1:52.0,,R. Felton enters the game for R. Westbrook,22,17
97,1,1:52.0,J. Jackson enters the game for B. Bogdanović,,22,17
98,1,1:52.0,,Á. Abrines enters the game for T. Ferguson,22,17
99,1,1:52.0,,S. Adams makes free throw 2 of 2,22,18
100,1,1:35.0,Turnover by W. Cauley-Stein (bad pass; steal by Á. Abrines),,22,18
101,1,1:19.0,,J. Grant makes 2-pt jump shot from 21 ft (assist by S. Adams),22,20
102,1,1:19.0,,Loose ball foul by S. Adams (drawn by W. Cauley-Stein),22,20
103,1,1:19.0,,P. Patterson enters the game for S. Adams,22,20
104,1,1:04.0,B. Hield makes 2-pt jump shot from 18 ft (assist by J. Jackson),,24,20
105,1,0:47.0,,Turnover by R. Felton (lost ball; steal by J. Jackson),24,20
106,1,0:37.0,K. Koufos misses 2-pt hook shot from 3 ft,,24,20
107,1,0:35.0,,Defensive rebound by J. Grant,24,20
108,1,0:29.0,,R. Felton misses 3-pt jump shot from 24 ft,24,20
109,1,0:29.0,Defensive rebound by B. Hield,,24,20
110,1,0:05.0,J. Jackson misses 3-pt jump shot from 26 ft,,24,20
111,1,0:02.0,Offensive rebound by B. Hield,,24,20
112,2,11:44.0,B. Hield misses 3-pt jump shot from 26 ft,,24,20
113,2,11:41.0,,Defensive rebound by J. Grant,24,20
114,2,11:30.0,,Personal foul by K. Koufos (drawn by J. Grant),24,20
115,2,11:16.0,,J. Grant misses 2-pt jump shot from 15 ft,24,20
116,2,11:16.0,,Offensive rebound by Team,24,20
117,2,11:16.0,,Turnover by Team (shot clock),24,20
118,2,11:04.0,G. Hill misses 3-pt jump shot from 26 ft,,24,20
119,2,11:04.0,,Defensive rebound by P. Patterson,24,20
120,2,10:55.0,,P. Patterson makes 3-pt jump shot from 24 ft (assist by R. Felton),24,23
121,2,10:31.0,B. Hield makes 2-pt layup at rim (assist by W. Cauley-Stein),,26,23
122,2,10:16.0,,Shooting foul by K. Koufos (drawn by P. Patterson),26,23
123,2,10:16.0,,P. Patterson misses free throw 1 of 2,26,23
124,2,10:16.0,,Offensive rebound by Team,26,23
125,2,10:16.0,,P. George enters the game for J. Huestis,26,23
126,2,10:16.0,,P. Patterson makes free throw 2 of 2,26,24
127,2,10:03.0,Shooting foul by J. Grant (drawn by W. Cauley-Stein),,26,24
128,2,10:03.0,W. Cauley-Stein makes free throw 1 of 2,,27,24
129,2,10:03.0,S. Labissière enters the game for K. Koufos,,27,24
130,2,10:03.0,W. Cauley-Stein misses free throw 2 of 2,,27,24
131,2,10:00.0,Offensive rebound by W. Cauley-Stein,,27,24
132,2,9:48.0,G. Hill makes 3-pt jump shot from 25 ft (assist by B. Hield),,30,24
133,2,9:29.0,,R. Felton misses 3-pt jump shot from 24 ft,30,24
134,2,9:27.0,Defensive rebound by S. Labissière,,30,24
135,2,9:21.0,,Violation by Á. Abrines (kicked ball),30,24
136,2,9:13.0,J. Jackson makes 3-pt jump shot from 22 ft (assist by G. Hill),,33,24
137,2,8:52.0,,P. Patterson misses 3-pt jump shot from 23 ft,33,24
138,2,8:50.0,,Offensive rebound by J. Grant,33,24
139,2,8:49.0,,J. Grant misses 2-pt layup from 1 ft,33,24
140,2,8:46.0,Defensive rebound by Team,,33,24
141,2,8:25.0,Turnover by G. Hill (lost ball; steal by R. Felton),,33,24
142,2,8:21.0,,R. Felton makes 2-pt layup from 1 ft,33,26
143,2,8:13.0,S. Labissière misses 2-pt hook shot from 7 ft,,33,26
144,2,8:12.0,Offensive rebound by G. Hill,,33,26
145,2,8:12.0,G. Hill makes 2-pt layup at rim,,35,26
146,2,7:49.0,,J. Grant makes 2-pt dunk at rim (assist by P. George),35,28
147,2,7:31.0,Turnover by G. Hill (bad pass; steal by P. George),,35,28
148,2,7:28.0,,P. George makes 2-pt layup from 1 ft,35,30
149,2,7:28.0,Violation by S. Labissière (def goaltending),,35,30
150,2,7:09.0,B. Hield makes 2-pt layup from 1 ft (assist by W. Cauley-Stein),,37,30
151,2,6:49.0,,P. George misses 3-pt jump shot from 23 ft,37,30
152,2,6:45.0,Defensive rebound by Team,,37,30
153,2,6:45.0,,Oklahoma City full timeout,37,30
154,2,6:45.0,,R. Westbrook enters the game for Á. Abrines,37,30
155,2,6:45.0,D. Fox enters the game for B. Hield,,37,30
156,2,6:25.0,W. Cauley-Stein makes 2-pt jump shot from 12 ft,,39,30
157,2,6:03.0,,J. Grant misses 3-pt jump shot from 23 ft,39,30
158,2,6:00.0,Defensive rebound by S. Labissière,,39,30
159,2,5:45.0,G. Hill makes 3-pt jump shot from 25 ft (assist by D. Fox),,42,30
160,2,5:28.0,,Turnover by P. George (bad pass; steal by G. Hill),42,30
161,2,5:18.0,D. Fox misses 2-pt jump shot from 20 ft,,42,30
162,2,5:16.0,,Defensive rebound by R. Westbrook,42,30
163,2,5:12.0,,R. Westbrook misses 2-pt jump shot from 19 ft,42,30
164,2,5:10.0,Defensive rebound by D. Fox,,42,30
165,2,4:51.0,S. Labissière misses 3-pt jump shot from 24 ft,,42,30
166,2,4:49.0,,Defensive rebound by P. Patterson,42,30
167,2,4:44.0,,J. Grant makes 2-pt layup at rim (assist by R. Westbrook),42,32
168,2,4:27.0,Personal foul by R. Westbrook (drawn by D. Fox),,42,32
169,2,4:27.0,,S. Adams enters the game for J. Grant,42,32
170,2,4:27.0,,C. Anthony enters the game for P. Patterson,42,32
171,2,4:27.0,G. Temple enters the game for J. Jackson,,42,32
172,2,4:27.0,Sacramento full timeout,,42,32
173,2,4:27.0,,Á. Abrines enters the game for R. Felton,42,32
174,2,4:16.0,D. Fox misses 3-pt jump shot from 25 ft,,42,32
175,2,4:13.0,,Defensive rebound by R. Westbrook,42,32
176,2,4:04.0,,Á. Abrines misses 3-pt jump shot from 24 ft,42,32
177,2,4:00.0,Defensive rebound by S. Labissière,,42,32
178,2,3:57.0,S. Labissière makes 2-pt layup from 3 ft (assist by D. Fox),,44,32
179,2,3:57.0,Shooting foul by P. George (drawn by S. Labissière),,44,32
180,2,3:57.0,S. Labissière misses free throw 1 of 1,,44,32
181,2,3:55.0,,Defensive rebound by C. Anthony,44,32
182,2,3:47.0,,C. Anthony misses 2-pt jump shot from 17 ft,44,32
183,2,3:45.0,,Offensive rebound by R. Westbrook,44,32
184,2,3:44.0,,P. George misses 3-pt jump shot from 24 ft,44,32
185,2,3:39.0,Defensive rebound by D. Fox,,44,32
186,2,3:33.0,D. Fox makes 2-pt jump shot from 3 ft,,46,32
187,2,3:21.0,,Shooting block foul by W. Cauley-Stein (drawn by R. Westbrook),46,32
188,2,3:21.0,,R. Westbrook makes free throw 1 of 2,46,33
189,2,3:21.0,B. Bogdanović enters the game for G. Hill,,46,33
190,2,3:21.0,,R. Westbrook misses free throw 2 of 2,46,33
191,2,3:19.0,Defensive rebound by S. Labissière,,46,33
192,2,3:03.0,Shooting foul by P. George (drawn by B. Bogdanović),,46,33
193,2,3:03.0,B. Bogdanović makes free throw 1 of 2,,47,33
194,2,3:03.0,B. Bogdanović makes free throw 2 of 2,,48,33
195,2,2:55.0,,Shooting foul by B. Bogdanović (drawn by R. Westbrook),48,33
196,2,2:55.0,,R. Westbrook makes free throw 1 of 2,48,34
197,2,2:55.0,K. Koufos enters the game for S. Labissière,,48,34
198,2,2:55.0,,R. Westbrook makes free throw 2 of 2,48,35
199,2,2:42.0,B. Bogdanović misses 3-pt jump shot from 22 ft,,48,35
200,2,2:39.0,,Defensive rebound by S. Adams,48,35
201,2,2:34.0,,R. Westbrook misses 2-pt layup from 1 ft,48,35
202,2,2:32.0,,Offensive rebound by R. Westbrook,48,35
203,2,2:31.0,,R. Westbrook misses 2-pt layup from 2 ft,48,35
204,2,2:30.0,,Offensive rebound by S. Adams,48,35
205,2,2:27.0,,S. Adams misses 2-pt dunk at rim,48,35
206,2,2:26.0,Defensive rebound by K. Koufos,,48,35
207,2,2:22.0,G. Temple misses 3-pt jump shot from 25 ft,,48,35
208,2,2:20.0,Offensive rebound by Team,,48,35
209,2,2:20.0,,Loose ball foul by C. Anthony (drawn by K. Koufos),48,35
210,2,2:20.0,K. Koufos misses free throw 1 of 2,,48,35
211,2,2:20.0,Offensive rebound by Team,,48,35
212,2,2:20.0,K. Koufos makes free throw 2 of 2,,49,35
213,2,2:09.0,,R. Westbrook makes 2-pt layup from 1 ft,49,37
214,2,1:46.0,K. Koufos misses 2-pt hook shot from 7 ft (block by S. Adams),,49,37
215,2,1:43.0,,Defensive rebound by P. George,49,37
216,2,1:41.0,,Turnover by R. Westbrook (bad pass; steal by B. Bogdanović),49,37
217,2,1:27.0,Turnover by D. Fox (bad pass; steal by P. George),,49,37
218,2,1:23.0,,R. Westbrook makes 2-pt layup from 1 ft (assist by P. George),49,39
219,2,1:23.0,,Shooting foul by D. Fox (drawn by R. Westbrook),49,39
220,2,1:23.0,G. Papagiannis enters the game for K. Koufos,,49,39
221,2,1:23.0,,R. Westbrook misses free throw 1 of 1,49,39
222,2,1:21.0,Defensive rebound by B. Bogdanović,,49,39
223,2,1:11.0,B. Bogdanović misses 2-pt layup from 2 ft,,49,39
224,2,1:09.0,,Defensive rebound by S. Adams,49,39
225,2,1:00.0,,P. George makes 2-pt jump shot from 9 ft,49,41
226,2,0:46.0,B. Bogdanović misses 2-pt jump shot from 20 ft,,49,41
227,2,0:42.0,,Defensive rebound by C. Anthony,49,41
228,2,0:34.0,,C. Anthony makes 3-pt jump shot from 24 ft,49,44
229,2,0:29.0,Personal foul by S. Adams (drawn by D. Fox),,49,44
230,2,0:29.0,D. Fox makes free throw 1 of 2,,50,44
231,2,0:29.0,J. Jackson enters the game for W. Cauley-Stein,,50,44
232,2,0:29.0,D. Fox misses free throw 2 of 2,,50,44
233,2,0:28.0,,Defensive rebound by R. Westbrook,50,44
234,2,0:13.0,,R. Westbrook makes 2-pt layup at rim,50,46
235,2,0:08.0,D. Fox makes 2-pt dunk from 1 ft,,52,46
236,2,0:00.0,,Turnover by S. Adams (lost ball; steal by J. Jackson),52,46
237,2,0:00.0,J. Jackson misses 3-pt jump shot from 70 ft,,52,46
238,2,0:00.0,Offensive rebound by Team,,52,46
239,3,11:40.0,Shooting foul by T. Ferguson (drawn by G. Temple),,52,46
240,3,11:40.0,G. Temple misses free throw 1 of 2,,52,46
241,3,11:40.0,Offensive rebound by Team,,52,46
242,3,11:40.0,G. Temple makes free throw 2 of 2,,53,46
243,3,11:30.0,,Personal foul by D. Fox (drawn by C. Anthony),53,46
244,3,11:23.0,,Turnover by R. Westbrook (bad pass; steal by S. Labissière),53,46
245,3,11:14.0,W. Cauley-Stein misses 2-pt hook shot from 9 ft,,53,46
246,3,11:11.0,,Defensive rebound by C. Anthony,53,46
247,3,10:58.0,,C. Anthony makes 3-pt jump shot from 25 ft (assist by P. George),53,49
248,3,10:43.0,G. Temple makes 2-pt layup at rim (assist by D. Fox),,55,49
249,3,10:31.0,,C. Anthony misses 3-pt jump shot from 28 ft,55,49
250,3,10:28.0,Defensive rebound by W. Cauley-Stein,,55,49
251,3,10:21.0,B. Bogdanović makes 3-pt jump shot from 23 ft (assist by G. Temple),,58,49
252,3,9:57.0,,P. George misses 2-pt jump shot from 20 ft,58,49
253,3,9:56.0,,Offensive rebound by S. Adams,58,49
254,3,9:56.0,,S. Adams misses 2-pt dunk at rim,58,49
255,3,9:55.0,Defensive rebound by D. Fox,,58,49
256,3,9:46.0,Turnover by G. Temple (bad pass; steal by P. George),,58,49
257,3,9:42.0,,Personal foul by W. Cauley-Stein (drawn by S. Adams),58,49
258,3,9:36.0,,Personal foul by D. Fox (drawn by R. Westbrook),58,49
259,3,9:31.0,,R. Westbrook makes 2-pt layup from 1 ft,58,51
260,3,9:23.0,D. Fox misses 2-pt jump shot from 10 ft,,58,51
261,3,9:20.0,Offensive rebound by W. Cauley-Stein,,58,51
262,3,9:19.0,Shooting foul by P. George (drawn by W. Cauley-Stein),,58,51
263,3,9:19.0,W. Cauley-Stein misses free throw 1 of 2,,58,51
264,3,9:19.0,Offensive rebound by Team,,58,51
265,3,9:19.0,G. Hill enters the game for D. Fox,,58,51
266,3,9:19.0,W. Cauley-Stein makes free throw 2 of 2,,59,51
267,3,9:07.0,,P. George makes 3-pt jump shot from 25 ft (assist by S. Adams),59,54
268,3,8:45.0,B. Bogdanović misses 3-pt jump shot from 25 ft,,59,54
269,3,8:42.0,,Defensive rebound by R. Westbrook,59,54
270,3,8:36.0,,C. Anthony misses 3-pt jump shot from 24 ft,59,54
271,3,8:35.0,,Offensive rebound by T. Ferguson,59,54
272,3,8:35.0,,T. Ferguson makes 2-pt dunk at rim,59,56
273,3,8:24.0,W. Cauley-Stein makes 2-pt jump shot from 23 ft (assist by G. Temple),,61,56
274,3,8:09.0,,P. George misses 3-pt jump shot from 22 ft,61,56
275,3,8:09.0,Defensive rebound by W. Cauley-Stein,,61,56
276,3,7:57.0,W. Cauley-Stein misses 2-pt jump shot from 19 ft,,61,56
277,3,7:57.0,,Defensive rebound by P. George,61,56
278,3,7:47.0,,P. George makes 2-pt dunk from 1 ft (assist by R. Westbrook),61,58
279,3,7:46.0,Sacramento full timeout,,61,58
280,3,7:31.0,G. Hill misses 3-pt jump shot from 23 ft,,61,58
281,3,7:28.0,,Defensive rebound by S. Adams,61,58
282,3,7:20.0,,T. Ferguson misses 3-pt jump shot from 24 ft,61,58
283,3,7:20.0,,Offensive rebound by C. Anthony,61,58
284,3,7:15.0,,C. Anthony makes 3-pt jump shot from 26 ft,61,61
285,3,6:55.0,G. Temple misses 2-pt jump shot from 18 ft,,61,61
286,3,6:51.0,,Defensive rebound by R. Westbrook,61,61
287,3,6:47.0,,C. Anthony makes 3-pt jump shot from 24 ft (assist by R. Westbrook),61,64
288,3,6:28.0,Personal block foul by S. Adams (drawn by W. Cauley-Stein),,61,64
289,3,6:28.0,B. Hield enters the game for G. Temple,,61,64
290,3,6:23.0,W. Cauley-Stein misses 2-pt jump shot from 17 ft,,61,64
291,3,6:20.0,,Defensive rebound by C. Anthony,61,64
292,3,6:12.0,,C. Anthony misses 3-pt jump shot from 25 ft,61,64
293,3,6:08.0,Defensive rebound by B. Bogdanović,,61,64
294,3,6:04.0,B. Bogdanović makes 3-pt jump shot from 24 ft,,64,64
295,3,6:03.0,,Oklahoma City full timeout,64,64
296,3,5:56.0,,C. Anthony misses 3-pt jump shot from 26 ft,64,64
297,3,5:54.0,Defensive rebound by Team,,64,64
298,3,5:35.0,W. Cauley-Stein makes 2-pt dunk at rim (assist by B. Bogdanović),,66,64
299,3,5:16.0,,R. Westbrook misses 3-pt jump shot from 25 ft,66,64
300,3,5:13.0,,Offensive rebound by S. Adams,66,64
301,3,5:13.0,,Shooting foul by G. Hill (drawn by S. Adams),66,64
302,3,5:13.0,,S. Adams misses free throw 1 of 2,66,64
303,3,5:13.0,,Offensive rebound by Team,66,64
304,3,5:13.0,,S. Adams misses free throw 2 of 2,66,64
305,3,5:11.0,Defensive rebound by W. Cauley-Stein,,66,64
306,3,5:04.0,B. Hield misses 2-pt jump shot from 14 ft,,66,64
307,3,5:00.0,,Defensive rebound by P. George,66,64
308,3,4:54.0,,S. Adams makes 2-pt dunk at rim (assist by C. Anthony),66,66
309,3,4:27.0,B. Bogdanović misses 3-pt jump shot from 24 ft,,66,66
310,3,4:27.0,,Defensive rebound by Team,66,66
311,3,4:27.0,K. Koufos enters the game for W. Cauley-Stein,,66,66
312,3,4:18.0,,S. Adams makes 2-pt dunk at rim (assist by P. George),66,68
313,3,4:00.0,S. Labissière misses 3-pt jump shot from 24 ft,,66,68
314,3,3:57.0,,Defensive rebound by C. Anthony,66,68
315,3,3:51.0,,Personal foul by K. Koufos (drawn by S. Adams),66,68
316,3,3:51.0,,S. Adams misses free throw 1 of 2,66,68
317,3,3:51.0,,Offensive rebound by Team,66,68
318,3,3:51.0,,J. Grant enters the game for T. Ferguson,66,68
319,3,3:51.0,,S. Adams misses free throw 2 of 2,66,68
320,3,3:48.0,Defensive rebound by K. Koufos,,66,68
321,3,3:37.0,B. Bogdanović misses 2-pt jump shot from 8 ft,,66,68
322,3,3:35.0,,Defensive rebound by J. Grant,66,68
323,3,3:29.0,,Personal foul by S. Labissière (drawn by S. Adams),66,68
324,3,3:29.0,,S. Adams misses free throw 1 of 2,66,68
325,3,3:29.0,,Offensive rebound by Team,66,68
326,3,3:29.0,,S. Adams makes free throw 2 of 2,66,69
327,3,3:05.0,B. Hield misses 2-pt jump shot from 16 ft,,66,69
328,3,3:05.0,Offensive rebound by Team,,66,69
329,3,3:05.0,Turnover by Team (shot clock),,66,69
330,3,3:05.0,,J. Huestis enters the game for P. George,66,69
331,3,2:58.0,,C. Anthony makes 2-pt dunk from 1 ft (assist by R. Westbrook),66,71
332,3,2:32.0,Shooting foul by C. Anthony (drawn by S. Labissière),,66,71
333,3,2:32.0,S. Labissière misses free throw 1 of 2,,66,71
334,3,2:32.0,Offensive rebound by Team,,66,71
335,3,2:32.0,J. Jackson enters the game for B. Bogdanović,,66,71
336,3,2:32.0,S. Labissière misses free throw 2 of 2,,66,71
337,3,2:31.0,,Defensive rebound by R. Westbrook,66,71
338,3,2:20.0,,S. Adams makes 2-pt dunk from 1 ft (assist by R. Westbrook),66,73
339,3,2:03.0,K. Koufos misses 2-pt layup from 1 ft,,66,73
340,3,1:59.0,,Defensive rebound by S. Adams,66,73
341,3,1:39.0,,Shooting foul by G. Hill (drawn by C. Anthony),66,73
342,3,1:39.0,,C. Anthony makes free throw 1 of 2,66,74
343,3,1:39.0,,R. Felton enters the game for R. Westbrook,66,74
344,3,1:39.0,W. Cauley-Stein enters the game for S. Labissière,,66,74
345,3,1:39.0,,C. Anthony makes free throw 2 of 2,66,75
346,3,1:27.0,J. Jackson misses 3-pt jump shot from 24 ft,,66,75
347,3,1:25.0,,Defensive rebound by S. Adams,66,75
348,3,1:06.0,,C. Anthony misses 3-pt jump shot from 24 ft,66,75
349,3,1:03.0,Defensive rebound by J. Jackson,,66,75
350,3,0:57.0,W. Cauley-Stein makes 2-pt dunk from 1 ft (assist by B. Hield),,68,75
351,3,0:35.0,,C. Anthony makes 2-pt jump shot from 6 ft,68,77
352,3,0:17.0,G. Hill misses 3-pt jump shot from 25 ft,,68,77
353,3,0:14.0,,Defensive rebound by Team,68,77
354,3,0:14.0,,P. Patterson enters the game for S. Adams,68,77
355,3,0:02.0,,C. Anthony misses 2-pt jump shot from 13 ft,68,77
356,3,0:00.0,,Offensive rebound by J. Grant,68,77
357,3,0:00.0,,J. Grant misses 2-pt layup at rim,68,77
358,3,0:00.0,,Offensive rebound by Team,68,77
359,4,11:42.0,,Turnover by J. Grant (lost ball; steal by W. Cauley-Stein),68,77
360,4,11:42.0,Personal foul by P. Patterson (drawn by W. Cauley-Stein),,68,77
361,4,11:28.0,B. Hield misses 2-pt jump shot from 12 ft,,68,77
362,4,11:25.0,,Defensive rebound by J. Huestis,68,77
363,4,11:14.0,,Á. Abrines misses 3-pt jump shot from 25 ft,68,77
364,4,11:11.0,Defensive rebound by W. Cauley-Stein,,68,77
365,4,10:56.0,Offensive foul by K. Koufos (drawn by J. Huestis),,68,77
366,4,10:56.0,Turnover by K. Koufos (offensive foul),,68,77
367,4,10:46.0,,R. Felton misses 2-pt jump shot from 19 ft,68,77
368,4,10:43.0,Defensive rebound by G. Hill,,68,77
369,4,10:33.0,J. Jackson misses 2-pt jump shot from 7 ft,,68,77
370,4,10:30.0,,Defensive rebound by J. Grant,68,77
371,4,10:17.0,,J. Huestis misses 3-pt jump shot from 25 ft,68,77
372,4,10:14.0,Defensive rebound by W. Cauley-Stein,,68,77
373,4,9:58.0,Turnover by G. Hill (bad pass; steal by R. Felton),,68,77
374,4,9:52.0,,Personal foul by G. Hill (drawn by R. Felton),68,77
375,4,9:52.0,D. Fox enters the game for G. Hill,,68,77
376,4,9:42.0,,J. Grant misses 2-pt layup from 2 ft,68,77
377,4,9:41.0,Defensive rebound by K. Koufos,,68,77
378,4,9:41.0,Personal foul by P. Patterson (drawn by K. Koufos),,68,77
379,4,9:24.0,D. Fox misses 3-pt jump shot from 23 ft,,68,77
380,4,9:21.0,,Defensive rebound by Á. Abrines,68,77
381,4,9:07.0,,Á. Abrines misses 3-pt jump shot from 25 ft,68,77
382,4,9:02.0,,Offensive rebound by R. Felton,68,77
383,4,8:55.0,,P. Patterson misses 2-pt layup from 2 ft,68,77
384,4,8:53.0,Defensive rebound by B. Hield,,68,77
385,4,8:44.0,W. Cauley-Stein makes 2-pt hook shot from 4 ft (assist by B. Hield),,70,77
386,4,8:32.0,,Personal block foul by K. Koufos (drawn by R. Felton),70,77
387,4,8:32.0,,R. Westbrook enters the game for R. Felton,70,77
