,QUARTER,TIME_REMAINING,INDIANA_ACTION,CLEVELAND_ACTION,INDIANA_SCORE,CLEVELAND_SCORE
0,1,11:44.0,M. Turner makes 2-pt jump shot from 17 ft (assist by D. Collison),,2,0
1,1,11:23.0,,R. Hood makes 2-pt dunk at rim (assist by L. James),2,2
2,1,11:03.0,D. Collison misses 2-pt jump shot from 20 ft,,2,2
3,1,11:00.0,,Defensive rebound by L. James,2,2
4,1,10:54.0,,K. Love misses 3-pt jump shot from 25 ft,2,2
5,1,10:50.0,,Offensive rebound by G. Hill,2,2
6,1,10:48.0,,K. Love misses 3-pt jump shot from 26 ft,2,2
7,1,10:44.0,Defensive rebound by V. Oladipo,,2,2
8,1,10:26.0,B. Bogdanović misses 2-pt jump shot from 15 ft,,2,2
9,1,10:24.0,Offensive rebound by D. Collison,,2,2
10,1,10:19.0,T. Young makes 2-pt layup from 1 ft (assist by D. Collison),,4,2
11,1,10:05.0,,Turnover by L. James (lost ball; steal by B. Bogdanović),4,2
12,1,9:52.0,V. Oladipo misses 2-pt jump shot from 21 ft,,4,2
13,1,9:47.0,,Defensive rebound by Team,4,2
14,1,9:47.0,Violation by T. Young (kicked ball),,4,2
15,1,9:33.0,,K. Love misses 2-pt jump shot from 10 ft,4,2
16,1,9:31.0,Defensive rebound by V. Oladipo,,4,2
17,1,9:23.0,Personal foul by R. Hood (drawn by M. Turner),,4,2
18,1,9:14.0,Turnover by V. Oladipo (bad pass; steal by L. James),,4,2
19,1,9:09.0,,G. Hill makes 2-pt dunk from 1 ft (assist by L. James),4,4
20,1,8:53.0,Turnover by V. Oladipo (bad pass; steal by R. Hood),,4,4
21,1,8:49.0,,R. Hood misses 3-pt jump shot from 24 ft,4,4
22,1,8:49.0,Defensive rebound by Team,,4,4
23,1,8:36.0,Shooting foul by R. Hood (drawn by M. Turner),,4,4
24,1,8:36.0,M. Turner makes free throw 1 of 2,,5,4
25,1,8:36.0,,K. Korver enters the game for R. Hood,5,4
26,1,8:36.0,M. Turner misses free throw 2 of 2,,5,4
27,1,8:33.0,,Defensive rebound by J. Green,5,4
28,1,8:14.0,,J. Green misses 2-pt hook shot from 11 ft,5,4
29,1,8:10.0,Defensive rebound by D. Collison,,5,4
30,1,8:06.0,M. Turner misses 3-pt jump shot from 26 ft,,5,4
31,1,8:02.0,,Defensive rebound by L. James,5,4
32,1,7:58.0,,K. Korver misses 3-pt jump shot from 26 ft,5,4
33,1,7:56.0,Defensive rebound by V. Oladipo,,5,4
34,1,7:51.0,B. Bogdanović misses 3-pt jump shot from 22 ft,,5,4
35,1,7:48.0,Offensive rebound by T. Young,,5,4
36,1,7:44.0,V. Oladipo makes 3-pt jump shot from 26 ft (assist by T. Young),,8,4
37,1,7:29.0,,Personal foul by B. Bogdanović (drawn by L. James),8,4
38,1,7:16.0,,K. Korver misses 2-pt jump shot from 17 ft,8,4
39,1,7:13.0,,Offensive rebound by G. Hill,8,4
40,1,7:12.0,,G. Hill misses 3-pt jump shot from 29 ft,8,4
41,1,7:12.0,,Offensive rebound by Team,8,4
42,1,7:12.0,,Turnover by Team (shot clock),8,4
43,1,7:04.0,Personal foul by K. Love (drawn by V. Oladipo),,8,4
44,1,6:53.0,M. Turner makes 2-pt jump shot from 19 ft (assist by B. Bogdanović),,10,4
45,1,6:40.0,,K. Korver misses 3-pt jump shot from 27 ft,10,4
46,1,6:38.0,Defensive rebound by M. Turner,,10,4
47,1,6:18.0,D. Collison misses 2-pt jump shot from 18 ft,,10,4
48,1,6:15.0,,Defensive rebound by K. Love,10,4
49,1,6:13.0,,Turnover by L. James (bad pass),10,4
50,1,6:13.0,,Cleveland full timeout,10,4
51,1,6:00.0,D. Collison misses 3-pt jump shot from 26 ft,,10,4
52,1,5:57.0,,Defensive rebound by K. Love,10,4
53,1,5:54.0,,Turnover by K. Love (bad pass; steal by V. Oladipo),10,4
54,1,5:50.0,Turnover by M. Turner (lost ball; steal by G. Hill),,10,4
55,1,5:45.0,,Turnover by G. Hill (bad pass; steal by V. Oladipo),10,4
56,1,5:40.0,,L. Nance enters the game for J. Green,10,4
57,1,5:23.0,D. Collison makes 2-pt layup from 1 ft (assist by M. Turner),,12,4
58,1,5:01.0,,Turnover by K. Korver (bad pass; steal by B. Bogdanović),12,4
59,1,4:58.0,B. Bogdanović makes 2-pt layup from 1 ft,,14,4
60,1,4:58.0,Shooting foul by G. Hill (drawn by B. Bogdanović),,14,4
61,1,4:58.0,,J. Smith enters the game for K. Korver,14,4
62,1,4:58.0,B. Bogdanović makes free throw 1 of 1,,15,4
63,1,4:43.0,,G. Hill misses 2-pt jump shot from 11 ft,15,4
64,1,4:42.0,Defensive rebound by B. Bogdanović,,15,4
65,1,4:33.0,B. Bogdanović makes 2-pt layup at rim,,17,4
66,1,4:33.0,Shooting foul by K. Love (drawn by B. Bogdanović),,17,4
67,1,4:33.0,,J. Calderón enters the game for G. Hill,17,4
68,1,4:33.0,B. Bogdanović makes free throw 1 of 1,,18,4
69,1,4:11.0,,L. Nance makes 2-pt layup from 2 ft (assist by J. Calderón),18,6
70,1,4:06.0,Personal foul by J. Calderón (drawn by V. Oladipo),,18,6
71,1,4:06.0,V. Oladipo makes free throw 1 of 2,,19,6
72,1,4:06.0,,J. Green enters the game for K. Love,19,6
73,1,4:06.0,D. Sabonis enters the game for T. Young,,19,6
74,1,4:06.0,V. Oladipo makes free throw 2 of 2,,20,6
75,1,3:52.0,,J. Calderón misses 3-pt jump shot from 26 ft,20,6
76,1,3:50.0,Defensive rebound by D. Sabonis,,20,6
77,1,3:47.0,Shooting foul by J. Green (drawn by V. Oladipo),,20,6
78,1,3:47.0,V. Oladipo misses free throw 1 of 2,,20,6
79,1,3:47.0,Offensive rebound by Team,,20,6
80,1,3:47.0,V. Oladipo misses free throw 2 of 2,,20,6
81,1,3:44.0,,Defensive rebound by L. Nance,20,6
82,1,3:28.0,,L. Nance makes 2-pt hook shot from 10 ft (assist by L. James),20,8
