,QUARTER,TIME_REMAINING,HOUSTON_ACTION,GOLDEN STATE_ACTION,HOUSTON_SCORE,GOLDEN STATE_SCORE
0,1,11:47.0,J. Harden makes 2-pt layup from 1 ft,,2,0
1,1,11:27.0,,D. Green misses 3-pt jump shot from 25 ft,2,0
2,1,11:23.0,Defensive rebound by C. Capela,,2,0
3,1,11:13.0,J. Harden misses 2-pt jump shot from 10 ft,,2,0
4,1,11:06.0,,Defensive rebound by K. Durant,2,0
5,1,11:05.0,,Shooting foul by R. Anderson (drawn by Z. Pachulia),2,0
6,1,11:05.0,,Z. Pachulia makes free throw 1 of 2,2,1
7,1,11:05.0,,Z. Pachulia makes free throw 2 of 2,2,2
8,1,11:03.0,Turnover by J. Harden (bad pass; steal by K. Thompson),,2,2
9,1,10:47.0,,K. Durant misses 3-pt jump shot from 25 ft,2,2
10,1,10:41.0,Defensive rebound by C. Paul,,2,2
11,1,10:39.0,C. Paul misses 3-pt jump shot from 24 ft,,2,2
12,1,10:33.0,,Defensive rebound by Z. Pachulia,2,2
13,1,10:30.0,,K. Thompson makes 3-pt jump shot from 22 ft (assist by D. Green),2,5
14,1,10:16.0,T. Ariza makes 3-pt jump shot from 24 ft (assist by C. Paul),,5,5
15,1,10:05.0,,K. Thompson makes 2-pt jump shot from 21 ft (assist by D. Green),5,7
16,1,9:51.0,J. Harden misses 3-pt jump shot from 25 ft,,5,7
17,1,9:47.0,,Defensive rebound by S. Curry,5,7
18,1,9:47.0,,Shooting foul by C. Paul (drawn by D. Green),5,7
19,1,9:47.0,,D. Green makes free throw 1 of 2,5,8
20,1,9:47.0,,D. Green makes free throw 2 of 2,5,9
21,1,9:41.0,Personal foul by S. Curry (drawn by C. Paul),,5,9
22,1,9:33.0,J. Harden misses 2-pt jump shot from 6 ft (block by K. Thompson),,5,9
23,1,9:24.0,,Defensive rebound by K. Thompson,5,9
24,1,9:24.0,Offensive charge foul by K. Durant (drawn by C. Capela),,5,9
25,1,9:24.0,,Turnover by K. Durant (offensive foul),5,9
26,1,9:10.0,T. Ariza misses 2-pt hook shot from 7 ft,,5,9
27,1,9:02.0,,Defensive rebound by D. Green,5,9
28,1,9:00.0,,K. Thompson makes 3-pt jump shot from 25 ft (assist by K. Durant),5,12
29,1,8:40.0,Turnover by C. Capela (lost ball; steal by K. Thompson),,5,12
30,1,8:38.0,,Personal foul by J. Harden (drawn by Z. Pachulia),5,12
31,1,8:29.0,,D. Green misses 2-pt layup from 1 ft (block by C. Capela),5,12
32,1,8:24.0,Defensive rebound by C. Paul,,5,12
33,1,8:19.0,T. Ariza makes 2-pt layup from 2 ft (assist by C. Paul),,7,12
34,1,8:09.0,,S. Curry makes 3-pt jump shot from 25 ft (assist by K. Durant),7,15
35,1,8:04.0,Personal foul by S. Curry (drawn by C. Paul),,7,15
36,1,8:04.0,,P. McCaw enters the game for S. Curry,7,15
37,1,8:00.0,C. Paul makes 2-pt jump shot from 12 ft (assist by J. Harden),,9,15
38,1,7:49.0,,Z. Pachulia makes 2-pt jump shot from 18 ft (assist by D. Green),9,17
39,1,7:41.0,Turnover by C. Capela (traveling),,9,17
40,1,7:29.0,,Personal foul by T. Ariza (drawn by K. Durant),9,17
41,1,7:14.0,,P. McCaw makes 2-pt jump shot from 15 ft (assist by D. Green),9,19
42,1,7:03.0,R. Anderson misses 3-pt jump shot from 26 ft,,9,19
43,1,6:59.0,,Defensive rebound by D. Green,9,19
44,1,6:56.0,,K. Thompson makes 3-pt jump shot from 22 ft (assist by K. Durant),9,22
45,1,6:55.0,Houston full timeout,,9,22
46,1,6:55.0,P. Tucker enters the game for C. Paul,,9,22
47,1,6:55.0,E. Gordon enters the game for C. Capela,,9,22
48,1,6:43.0,J. Harden misses 2-pt layup from 1 ft (block by K. Durant),,9,22
49,1,6:38.0,Offensive rebound by R. Anderson,,9,22
50,1,6:34.0,R. Anderson misses 2-pt layup from 1 ft,,9,22
51,1,6:33.0,Offensive rebound by R. Anderson,,9,22
52,1,6:32.0,R. Anderson makes 2-pt layup from 1 ft,,11,22
53,1,6:24.0,,K. Thompson misses 2-pt jump shot from 21 ft,11,22
54,1,6:20.0,Defensive rebound by T. Ariza,,11,22
55,1,6:11.0,E. Gordon makes 2-pt layup from 2 ft,,13,22
56,1,6:11.0,Shooting foul by Z. Pachulia (drawn by E. Gordon),,13,22
57,1,6:11.0,,J. Bell enters the game for Z. Pachulia,13,22
58,1,6:11.0,E. Gordon makes free throw 1 of 1,,14,22
59,1,5:57.0,,K. Durant misses 2-pt jump shot from 11 ft,14,22
60,1,5:51.0,Defensive rebound by J. Harden,,14,22
61,1,5:45.0,J. Harden misses 2-pt jump shot from 6 ft,,14,22
62,1,5:40.0,,Defensive rebound by P. McCaw,14,22
63,1,5:38.0,,J. Bell makes 2-pt layup from 1 ft (assist by P. McCaw),14,24
64,1,5:29.0,E. Gordon misses 3-pt jump shot from 24 ft,,14,24
65,1,5:25.0,,Defensive rebound by K. Thompson,14,24
66,1,5:22.0,,Turnover by J. Bell (bad pass; steal by T. Ariza),14,24
67,1,5:01.0,J. Harden makes 2-pt layup from 2 ft,,16,24
68,1,4:44.0,Offensive charge foul by D. Green (drawn by T. Ariza),,16,24
69,1,4:44.0,,Turnover by D. Green (offensive foul),16,24
70,1,4:44.0,L. Mbah a Moute enters the game for T. Ariza,,16,24
71,1,4:34.0,E. Gordon makes 2-pt layup from 2 ft (assist by J. Harden),,18,24
72,1,4:26.0,,Golden State full timeout,18,24
73,1,4:18.0,,Turnover by K. Durant (out of bounds lost ball),18,24
74,1,4:02.0,E. Gordon misses 2-pt jump shot from 7 ft (block by P. McCaw),,18,24
75,1,4:02.0,Offensive rebound by Team,,18,24
76,1,4:02.0,,N. Young enters the game for K. Durant,18,24
77,1,3:59.0,E. Gordon misses 3-pt jump shot from 26 ft,,18,24
78,1,3:59.0,Offensive rebound by Team,,18,24
79,1,3:59.0,,Loose ball foul by D. Green (drawn by R. Anderson),18,24
80,1,3:46.0,J. Harden makes 3-pt jump shot from 25 ft,,21,24
81,1,3:28.0,,K. Thompson misses 2-pt jump shot from 18 ft (block by E. Gordon),21,24
82,1,3:21.0,Defensive rebound by R. Anderson,,21,24
83,1,3:15.0,R. Anderson makes 3-pt jump shot from 26 ft (assist by J. Harden),,24,24
84,1,2:55.0,,N. Young makes 3-pt jump shot from 22 ft (assist by D. Green),24,27
85,1,2:51.0,Turnover by J. Harden (bad pass),,24,27
86,1,2:51.0,,S. Livingston enters the game for P. McCaw,24,27
87,1,2:51.0,,O. Casspi enters the game for D. Green,24,27
