,QUARTER,TIME_REMAINING,GOLDEN STATE_ACTION,SAN ANTONIO_ACTION,GOLDEN STATE_SCORE,SAN ANTONIO_SCORE
0,1,11:46.0,,D. Green makes 3-pt jump shot from 25 ft (assist by D. Murray),0,3
1,1,11:28.0,N. Young misses 3-pt jump shot from 25 ft,,0,3
2,1,11:25.0,,Defensive rebound by P. Mills,0,3
3,1,11:17.0,,Personal foul by Z. Pachulia (drawn by L. Aldridge),0,3
4,1,11:03.0,,P. Mills makes 2-pt layup at rim,0,5
5,1,10:36.0,Z. Pachulia misses 2-pt jump shot from 6 ft,,0,5
6,1,10:34.0,,Defensive rebound by L. Aldridge,0,5
7,1,10:23.0,,L. Aldridge misses 2-pt jump shot from 17 ft,0,5
8,1,10:18.0,Defensive rebound by D. Green,,0,5
9,1,10:13.0,Shooting foul by D. Green (drawn by N. Young),,0,5
10,1,10:13.0,N. Young makes free throw 1 of 2,,1,5
11,1,10:13.0,N. Young makes free throw 2 of 2,,2,5
12,1,9:56.0,,K. Anderson misses 3-pt jump shot from 23 ft,2,5
13,1,9:53.0,Defensive rebound by A. Iguodala,,2,5
14,1,9:49.0,A. Iguodala misses 2-pt layup from 7 ft (block by P. Mills),,2,5
15,1,9:49.0,Offensive rebound by Team,,2,5
16,1,9:46.0,Q. Cook misses 3-pt jump shot from 26 ft,,2,5
17,1,9:43.0,,Defensive rebound by K. Anderson,2,5
18,1,9:32.0,,K. Anderson misses 3-pt jump shot from 22 ft,2,5
19,1,9:27.0,,Offensive rebound by K. Anderson,2,5
20,1,9:25.0,,P. Mills makes 3-pt jump shot from 25 ft (assist by K. Anderson),2,8
21,1,9:07.0,Shooting foul by L. Aldridge (drawn by N. Young),,2,8
22,1,9:07.0,N. Young makes free throw 1 of 2,,3,8
23,1,9:07.0,N. Young makes free throw 2 of 2,,4,8
24,1,8:53.0,,P. Mills makes 3-pt jump shot from 25 ft (assist by L. Aldridge),4,11
25,1,8:41.0,A. Iguodala makes 2-pt jump shot from 3 ft (assist by Q. Cook),,6,11
26,1,8:24.0,,D. Green makes 2-pt jump shot from 13 ft (assist by D. Murray),6,13
27,1,8:13.0,Turnover by Z. Pachulia (bad pass; steal by K. Anderson),,6,13
28,1,8:03.0,,L. Aldridge makes 2-pt layup from 1 ft (assist by K. Anderson),6,15
29,1,7:46.0,D. Green misses 3-pt jump shot from 26 ft,,6,15
30,1,7:42.0,,Defensive rebound by L. Aldridge,6,15
31,1,7:27.0,,D. Green makes 3-pt jump shot from 23 ft (assist by D. Murray),6,18
32,1,7:17.0,Golden State full timeout,,6,18
33,1,7:04.0,Z. Pachulia misses 2-pt layup at rim (block by L. Aldridge),,6,18
34,1,7:01.0,,Defensive rebound by D. Green,6,18
35,1,6:45.0,,L. Aldridge misses 2-pt hook shot from 7 ft,6,18
36,1,6:43.0,Defensive rebound by Z. Pachulia,,6,18
37,1,6:39.0,D. Green misses 2-pt jump shot from 13 ft,,6,18
38,1,6:39.0,,Defensive rebound by L. Aldridge,6,18
39,1,6:20.0,,L. Aldridge makes 2-pt layup at rim (assist by K. Anderson),6,20
40,1,5:56.0,Q. Cook misses 3-pt jump shot from 24 ft,,6,20
41,1,5:51.0,,Defensive rebound by K. Anderson,6,20
42,1,5:37.0,Offensive charge foul by L. Aldridge (drawn by D. Green),,6,20
43,1,5:37.0,,Turnover by L. Aldridge (offensive foul),6,20
44,1,5:37.0,,P. Gasol enters the game for K. Anderson,6,20
45,1,5:37.0,,R. Gay enters the game for L. Aldridge,6,20
46,1,5:37.0,K. Looney enters the game for D. Green,,6,20
47,1,5:37.0,J. McGee enters the game for Z. Pachulia,,6,20
48,1,5:25.0,Q. Cook makes 3-pt jump shot from 24 ft (assist by J. McGee),,9,20
49,1,5:21.0,,San Antonio full timeout,9,20
50,1,5:06.0,,R. Gay misses 2-pt hook shot from 11 ft (block by J. McGee),9,20
51,1,5:03.0,,Offensive rebound by P. Mills,9,20
52,1,5:01.0,,P. Mills misses 3-pt jump shot from 25 ft,9,20
53,1,4:59.0,,Offensive rebound by P. Gasol,9,20
54,1,4:54.0,,R. Gay misses 2-pt jump shot from 15 ft,9,20
55,1,4:51.0,,Offensive rebound by P. Gasol,9,20
56,1,4:39.0,,P. Gasol misses 2-pt layup from 3 ft (block by A. Iguodala),9,20
57,1,4:39.0,,Offensive rebound by Team,9,20
58,1,4:39.0,,M. Ginóbili enters the game for D. Murray,9,20
59,1,4:39.0,,T. Parker enters the game for D. Green,9,20
60,1,4:31.0,,R. Gay misses 3-pt jump shot from 23 ft,9,20
61,1,4:26.0,Defensive rebound by K. Looney,,9,20
62,1,4:12.0,A. Iguodala makes 2-pt layup from 1 ft,,11,20
63,1,4:12.0,Shooting foul by P. Gasol (drawn by A. Iguodala),,11,20
64,1,4:12.0,,B. Forbes enters the game for P. Mills,11,20
65,1,4:12.0,P. McCaw enters the game for N. Young,,11,20
66,1,4:12.0,A. Iguodala makes free throw 1 of 1,,12,20
67,1,3:55.0,,R. Gay makes 3-pt jump shot from 23 ft (assist by T. Parker),12,23
68,1,3:31.0,K. Looney makes 2-pt layup from 1 ft (assist by P. McCaw),,14,23
69,1,3:07.0,,M. Ginóbili misses 2-pt jump shot from 10 ft,14,23
70,1,3:04.0,Defensive rebound by K. Looney,,14,23
71,1,3:02.0,A. Iguodala makes 2-pt layup from 1 ft (assist by Q. Cook),,16,23
72,1,3:02.0,,San Antonio full timeout,16,23
73,1,3:02.0,S. Livingston enters the game for A. Iguodala,,16,23
74,1,2:51.0,,Turnover by B. Forbes (traveling),16,23
75,1,2:45.0,Q. Cook misses 3-pt jump shot from 25 ft,,16,23
76,1,2:44.0,Offensive rebound by Team,,16,23
77,1,2:44.0,,Loose ball foul by T. Parker (drawn by K. Looney),16,23
78,1,2:39.0,P. McCaw makes 2-pt jump shot from 10 ft (assist by Q. Cook),,18,23
79,1,2:28.0,,P. Gasol misses 2-pt jump shot from 17 ft,18,23
80,1,2:28.0,Defensive rebound by P. McCaw,,18,23
81,1,2:13.0,S. Livingston makes 2-pt jump shot from 12 ft,,20,23
82,1,2:03.0,,Shooting foul by J. McGee (drawn by M. Ginóbili),20,23
83,1,2:03.0,,M. Ginóbili makes free throw 1 of 2,20,24
