,QUARTER,TIME_REMAINING,NEW ORLEANS_ACTION,PHILADELPHIA_ACTION,NEW ORLEANS_SCORE,PHILADELPHIA_SCORE
58,1,4:35.0,Turnover by R. Rondo (bad pass; steal by B. Simmons),,6,26
59,1,4:33.0,,Turnover by B. Simmons (bad pass),6,26
60,1,4:33.0,,T. Luwawu-Cabarrot enters the game for R. Covington,6,26
61,1,4:20.0,Shooting foul by T. Luwawu-Cabarrot (drawn by J. Holiday),,6,26
62,1,4:20.0,J. Holiday makes free throw 1 of 2,,7,26
63,1,4:20.0,D. Miller enters the game for E. Moore,,7,26
64,1,4:20.0,J. Holiday makes free throw 2 of 2,,8,26
65,1,3:57.0,,B. Simmons misses 2-pt jump shot from 16 ft (block by J. Holiday),8,26
66,1,3:53.0,Defensive rebound by R. Rondo,,8,26
67,1,3:50.0,R. Rondo makes 2-pt layup from 2 ft,,10,26
68,1,3:49.0,,Philadelphia full timeout,10,26
69,1,3:49.0,,T. Booker enters the game for D. Šarić,10,26
70,1,3:49.0,C. Diallo enters the game for N. Mirotić,,10,26
71,1,3:33.0,,B. Simmons misses 2-pt jump shot from 12 ft,10,26
72,1,3:28.0,Defensive rebound by D. Miller,,10,26
73,1,3:23.0,J. Holiday misses 3-pt jump shot from 22 ft,,10,26
74,1,3:16.0,,Defensive rebound by T. Luwawu-Cabarrot,10,26
75,1,3:08.0,,B. Simmons misses 2-pt jump shot from 10 ft,10,26
76,1,3:05.0,Defensive rebound by D. Miller,,10,26
77,1,3:04.0,Turnover by D. Miller (bad pass; steal by T. Booker),,10,26
78,1,3:00.0,,T. Luwawu-Cabarrot misses 3-pt jump shot from 26 ft,10,26
79,1,2:56.0,Defensive rebound by A. Davis,,10,26
80,1,2:49.0,A. Davis makes 2-pt jump shot from 16 ft (assist by R. Rondo),,12,26
81,1,2:49.0,Shooting foul by A. Johnson (drawn by A. Davis),,12,26
82,1,2:49.0,,J. Redick enters the game for A. Johnson,12,26
83,1,2:49.0,,J. Embiid enters the game for B. Simmons,12,26
84,1,2:49.0,I. Clark enters the game for J. Holiday,,12,26
85,1,2:49.0,A. Davis misses free throw 1 of 1,,12,26
86,1,2:46.0,,Defensive rebound by J. Redick,12,26
87,1,2:37.0,,J. Embiid makes 2-pt dunk from 1 ft (assist by T. Luwawu-Cabarrot),12,28
88,1,2:26.0,A. Davis misses 2-pt jump shot from 6 ft,,12,28
89,1,2:23.0,,Defensive rebound by J. Embiid,12,28
90,1,2:19.0,,T. Luwawu-Cabarrot misses 3-pt jump shot from 24 ft,12,28
91,1,2:15.0,Defensive rebound by R. Rondo,,12,28
92,1,2:09.0,Turnover by I. Clark (bad pass; steal by J. Redick),,12,28
93,1,2:04.0,Violation by C. Diallo (kicked ball),,12,28
94,1,2:04.0,E. Okafor enters the game for A. Davis,,12,28
95,1,2:02.0,,T. Luwawu-Cabarrot misses 2-pt layup from 5 ft,12,28
96,1,1:59.0,,Offensive rebound by J. Embiid,12,28
97,1,1:57.0,,T. Luwawu-Cabarrot misses 2-pt jump shot from 18 ft,12,28
98,1,1:53.0,Defensive rebound by C. Diallo,,12,28
99,1,1:45.0,C. Diallo misses 2-pt jump shot from 11 ft,,12,28
100,1,1:42.0,Offensive rebound by E. Okafor,,12,28
101,1,1:40.0,E. Okafor misses 2-pt jump shot from 8 ft,,12,28
102,1,1:38.0,,Defensive rebound by J. Embiid,12,28
103,1,1:37.0,,J. Redick makes 2-pt layup from 1 ft (assist by T. McConnell),12,30
104,1,1:28.0,New Orleans full timeout,,12,30
105,1,1:28.0,N. Mirotić enters the game for C. Diallo,,12,30
106,1,1:09.0,I. Clark misses 3-pt jump shot from 24 ft,,12,30
107,1,1:06.0,,Defensive rebound by T. McConnell,12,30
108,1,1:00.0,,J. Embiid misses 2-pt jump shot from 18 ft,12,30
109,1,0:57.0,,Offensive rebound by T. Booker,12,30
110,1,0:39.0,,J. Embiid makes 2-pt jump shot from 9 ft,12,32
111,1,0:24.0,D. Miller misses 3-pt jump shot from 25 ft,,12,32
112,1,0:22.0,Offensive rebound by E. Okafor,,12,32
113,1,0:16.0,N. Mirotić makes 2-pt dunk at rim (assist by D. Miller),,14,32
114,1,0:04.0,,Turnover by J. Embiid (bad pass; steal by R. Rondo),14,32
115,1,0:00.0,N. Mirotić misses 3-pt jump shot from 27 ft,,14,32
116,1,0:00.0,Offensive rebound by Team,,14,32
117,2,11:45.0,,Offensive foul by J. Redick (drawn by I. Clark),14,32
118,2,11:45.0,,Turnover by J. Redick (offensive foul),14,32
119,2,11:43.0,Personal foul by T. McConnell (drawn by R. Rondo),,14,32
120,2,11:29.0,N. Mirotić makes 3-pt jump shot from 25 ft (assist by E. Okafor),,17,32
121,2,11:20.0,,Personal foul by N. Mirotić (drawn by T. Booker),17,32
122,2,11:08.0,,T. McConnell misses 2-pt jump shot from 15 ft,17,32
123,2,11:04.0,Defensive rebound by D. Miller,,17,32
124,2,10:59.0,R. Rondo misses 2-pt jump shot from 17 ft,,17,32
125,2,10:55.0,Offensive rebound by N. Mirotić,,17,32
126,2,10:47.0,D. Miller misses 2-pt jump shot from 5 ft,,17,32
127,2,10:46.0,,Defensive rebound by Team,17,32
128,2,10:46.0,Loose ball foul by E. Okafor (drawn by T. Booker),,17,32
129,2,10:46.0,,D. Šarić enters the game for T. Booker,17,32
130,2,10:32.0,,Turnover by J. Embiid (bad pass; steal by R. Rondo),17,32
131,2,10:30.0,R. Rondo misses 2-pt layup from 3 ft (block by R. Covington),,17,32
132,2,10:30.0,Offensive rebound by Team,,17,32
133,2,10:28.0,N. Mirotić makes 3-pt jump shot from 24 ft (assist by R. Rondo),,20,32
134,2,10:26.0,,Philadelphia full timeout,20,32
135,2,10:12.0,,J. Embiid makes 2-pt dunk at rim (assist by J. Redick),20,34
136,2,9:49.0,D. Miller misses 2-pt jump shot from 20 ft,,20,34
137,2,9:49.0,Offensive rebound by N. Mirotić,,20,34
138,2,9:44.0,N. Mirotić makes 2-pt dunk from 3 ft,,22,34
139,2,9:30.0,,J. Redick makes 3-pt jump shot from 28 ft (assist by D. Šarić),22,37
140,2,9:15.0,E. Okafor makes 2-pt jump shot from 16 ft (assist by R. Rondo),,24,37
141,2,9:02.0,,J. Redick makes 2-pt jump shot from 20 ft (assist by D. Šarić),24,39
142,2,8:50.0,N. Mirotić misses 3-pt jump shot from 26 ft,,24,39
143,2,8:50.0,,Defensive rebound by J. Redick,24,39
144,2,8:41.0,,J. Redick misses 3-pt jump shot from 27 ft,24,39
145,2,8:41.0,Defensive rebound by E. Okafor,,24,39
146,2,8:21.0,D. Miller makes 3-pt jump shot from 26 ft (assist by R. Rondo),,27,39
147,2,8:07.0,,Personal foul by R. Rondo (drawn by T. McConnell),27,39
148,2,8:07.0,,A. Johnson enters the game for J. Redick,27,39
149,2,8:07.0,,B. Simmons enters the game for J. Embiid,27,39
150,2,8:07.0,A. Davis enters the game for E. Okafor,,27,39
151,2,8:03.0,,D. Šarić makes 3-pt jump shot from 27 ft (assist by B. Simmons),27,42
152,2,7:51.0,Shooting foul by T. McConnell (drawn by R. Rondo),,27,42
153,2,7:51.0,R. Rondo misses free throw 1 of 2,,27,42
154,2,7:51.0,Offensive rebound by Team,,27,42
155,2,7:51.0,R. Rondo misses free throw 2 of 2,,27,42
156,2,7:48.0,,Defensive rebound by B. Simmons,27,42
157,2,7:37.0,,Personal foul by I. Clark (drawn by R. Covington),27,42
158,2,7:37.0,J. Holiday enters the game for D. Miller,,27,42
159,2,7:37.0,E. Moore enters the game for I. Clark,,27,42
160,2,7:30.0,,D. Šarić misses 2-pt jump shot from 18 ft,27,42
161,2,7:28.0,Defensive rebound by Team,,27,42
162,2,7:24.0,Shooting foul by R. Covington (drawn by J. Holiday),,27,42
163,2,7:24.0,J. Holiday misses free throw 1 of 2,,27,42
164,2,7:24.0,Offensive rebound by Team,,27,42
165,2,7:24.0,J. Holiday misses free throw 2 of 2,,27,42
166,2,7:22.0,,Defensive rebound by B. Simmons,27,42
167,2,7:07.0,,B. Simmons misses 2-pt jump shot from 6 ft,27,42
168,2,7:05.0,Defensive rebound by A. Davis,,27,42
169,2,6:56.0,E. Moore makes 2-pt jump shot from 18 ft (assist by R. Rondo),,29,42
170,2,6:40.0,,D. Šarić misses 2-pt layup from 9 ft (block by J. Holiday),29,42
171,2,6:40.0,Defensive rebound by Team,,29,42
172,2,6:40.0,,T. Luwawu-Cabarrot enters the game for T. McConnell,29,42
173,2,6:28.0,A. Davis makes 2-pt dunk from 1 ft (assist by R. Rondo),,31,42
174,2,6:11.0,,D. Šarić makes 2-pt layup from 2 ft,31,44
175,2,5:55.0,A. Davis misses 2-pt jump shot from 5 ft,,31,44
176,2,5:51.0,,Defensive rebound by D. Šarić,31,44
177,2,5:47.0,,Turnover by B. Simmons (traveling),31,44
178,2,5:47.0,D. Miller enters the game for N. Mirotić,,31,44
179,2,5:34.0,D. Miller makes 3-pt jump shot from 24 ft (assist by R. Rondo),,34,44
180,2,5:20.0,,Personal foul by D. Miller (drawn by D. Šarić),34,44
181,2,5:20.0,,D. Šarić makes free throw 1 of 2,34,45
182,2,5:20.0,,D. Šarić makes free throw 2 of 2,34,46
183,2,5:07.0,A. Davis makes 2-pt dunk at rim (assist by R. Rondo),,36,46
184,2,4:51.0,,R. Covington makes 2-pt layup from 2 ft,36,48
185,2,4:45.0,J. Holiday makes 3-pt jump shot from 24 ft (assist by R. Rondo),,39,48
186,2,4:22.0,,T. Luwawu-Cabarrot makes 3-pt jump shot from 22 ft (assist by B. Simmons),39,51
187,2,4:12.0,D. Miller misses 3-pt jump shot from 24 ft,,39,51
188,2,4:09.0,,Defensive rebound by B. Simmons,39,51
189,2,4:03.0,,Turnover by B. Simmons (bad pass; steal by E. Moore),39,51
190,2,3:47.0,A. Davis misses 2-pt layup from 4 ft (block by R. Covington),,39,51
191,2,3:47.0,Offensive rebound by Team,,39,51
192,2,3:43.0,A. Davis misses 2-pt jump shot from 15 ft,,39,51
193,2,3:43.0,,Defensive rebound by A. Johnson,39,51
194,2,3:40.0,,J. Embiid enters the game for A. Johnson,39,51
195,2,3:40.0,,J. Redick enters the game for R. Covington,39,51
196,2,3:40.0,N. Mirotić enters the game for R. Rondo,,39,51
197,2,3:25.0,,B. Simmons misses 2-pt jump shot from 11 ft,39,51
198,2,3:18.0,,Offensive rebound by J. Embiid,39,51
199,2,3:18.0,,J. Embiid makes 2-pt dunk at rim,39,53
200,2,3:13.0,J. Holiday misses 2-pt jump shot from 19 ft,,39,53
201,2,3:11.0,,Defensive rebound by T. Luwawu-Cabarrot,39,53
202,2,3:07.0,,T. Luwawu-Cabarrot misses 3-pt jump shot from 26 ft,39,53
203,2,3:06.0,Defensive rebound by Team,,39,53
204,2,3:06.0,,T. Booker enters the game for D. Šarić,39,53
205,2,2:51.0,A. Davis misses 3-pt jump shot from 26 ft,,39,53
206,2,2:49.0,,Defensive rebound by Team,39,53
207,2,2:49.0,New Orleans full timeout,,39,53
208,2,2:24.0,,T. Luwawu-Cabarrot misses 2-pt jump shot from 6 ft,39,53
209,2,2:24.0,,Offensive rebound by Team,39,53
210,2,2:23.0,,Turnover by Team (shot clock),39,53
211,2,2:13.0,A. Davis makes 2-pt dunk at rim (assist by N. Mirotić),,41,53
212,2,2:02.0,,J. Redick misses 3-pt jump shot from 26 ft,41,53
213,2,2:02.0,,Offensive rebound by J. Embiid,41,53
214,2,1:57.0,,J. Redick makes 3-pt jump shot from 27 ft (assist by B. Simmons),41,56
215,2,1:38.0,N. Mirotić misses 3-pt jump shot from 27 ft,,41,56
216,2,1:38.0,,Defensive rebound by J. Embiid,41,56
217,2,1:25.0,,J. Embiid misses 2-pt layup from 2 ft,41,56
218,2,1:25.0,Defensive rebound by J. Holiday,,41,56
219,2,1:18.0,E. Moore misses 3-pt jump shot from 25 ft,,41,56
220,2,1:18.0,Offensive rebound by Team,,41,56
221,2,1:14.0,,J. Anderson enters the game for T. Luwawu-Cabarrot,41,56
222,2,1:02.0,Personal foul by T. Booker (drawn by A. Davis),,41,56
223,2,0:58.0,E. Moore misses 2-pt jump shot from 4 ft,,41,56
224,2,0:58.0,,Defensive rebound by J. Embiid,41,56
225,2,0:37.0,,Turnover by J. Anderson (traveling),41,56
226,2,0:32.0,A. Davis misses 3-pt jump shot from 26 ft,,41,56
227,2,0:28.0,,Defensive rebound by J. Redick,41,56
228,2,0:05.0,,B. Simmons misses 2-pt hook shot from 4 ft,41,56
229,2,0:03.0,Defensive rebound by D. Miller,,41,56
230,2,0:01.0,N. Mirotić misses 2-pt layup from 4 ft (block by J. Embiid),,41,56
231,2,0:01.0,Offensive rebound by Team,,41,56
232,3,11:46.0,,J. Embiid misses 2-pt jump shot from 11 ft,41,56
233,3,11:43.0,Defensive rebound by N. Mirotić,,41,56
234,3,11:31.0,A. Davis misses 2-pt jump shot from 14 ft,,41,56
235,3,11:28.0,,Defensive rebound by B. Simmons,41,56
236,3,11:15.0,,R. Covington misses 3-pt jump shot from 26 ft,41,56
237,3,11:11.0,Defensive rebound by D. Liggins,,41,56
238,3,10:56.0,Turnover by D. Liggins (bad pass; steal by J. Embiid),,41,56
239,3,10:50.0,,B. Simmons misses 2-pt jump shot from 2 ft,41,56
240,3,10:47.0,,Offensive rebound by B. Simmons,41,56
241,3,10:46.0,,B. Simmons makes 2-pt layup from 1 ft,41,58
242,3,10:36.0,E. Moore makes 2-pt jump shot from 15 ft,,43,58
243,3,10:19.0,,J. Embiid makes 2-pt jump shot from 19 ft (assist by D. Šarić),43,60
244,3,10:09.0,J. Holiday misses 2-pt jump shot from 16 ft,,43,60
245,3,10:07.0,,Defensive rebound by J. Embiid,43,60
246,3,9:59.0,,J. Embiid misses 2-pt dunk from 1 ft,43,60
247,3,9:56.0,Defensive rebound by A. Davis,,43,60
248,3,9:40.0,D. Liggins misses 3-pt jump shot from 23 ft,,43,60
249,3,9:37.0,,Defensive rebound by J. Redick,43,60
250,3,9:16.0,,Turnover by D. Šarić (bad pass; steal by A. Davis),43,60
251,3,9:09.0,J. Holiday misses 2-pt layup from 3 ft,,43,60
252,3,9:09.0,,Defensive rebound by R. Covington,43,60
253,3,9:03.0,,J. Embiid misses 2-pt jump shot from 14 ft,43,60
254,3,9:03.0,Defensive rebound by D. Liggins,,43,60
255,3,8:51.0,N. Mirotić misses 2-pt jump shot from 12 ft,,43,60
256,3,8:51.0,,Defensive rebound by J. Embiid,43,60
257,3,8:43.0,,R. Covington makes 2-pt jump shot from 1 ft (assist by B. Simmons),43,62
258,3,8:42.0,New Orleans full timeout,,43,62
259,3,8:30.0,Personal foul by J. Redick (drawn by E. Moore),,43,62
260,3,8:28.0,Turnover by J. Holiday (out of bounds lost ball),,43,62
261,3,8:12.0,,J. Redick misses 2-pt layup from 1 ft,43,62
262,3,8:10.0,Defensive rebound by A. Davis,,43,62
263,3,8:05.0,A. Davis misses 3-pt jump shot from 26 ft,,43,62
264,3,8:02.0,,Defensive rebound by J. Embiid,43,62
265,3,7:45.0,,J. Embiid misses 3-pt jump shot from 26 ft,43,62
266,3,7:41.0,,Offensive rebound by D. Šarić,43,62
267,3,7:40.0,,D. Šarić makes 2-pt jump shot from 15 ft,43,64
268,3,7:27.0,J. Holiday makes 2-pt jump shot from 11 ft,,45,64
269,3,7:01.0,,B. Simmons misses 2-pt jump shot from 6 ft,45,64
270,3,6:59.0,,Offensive rebound by R. Covington,45,64
271,3,6:59.0,,R. Covington misses 2-pt layup at rim,45,64
272,3,6:59.0,,Offensive rebound by B. Simmons,45,64
273,3,6:59.0,,Shooting foul by A. Davis (drawn by B. Simmons),45,64
274,3,6:59.0,,B. Simmons makes free throw 1 of 2,45,65
275,3,6:59.0,,A. Johnson enters the game for J. Redick,45,65
276,3,6:59.0,,T. McConnell enters the game for J. Embiid,45,65
277,3,6:59.0,R. Rondo enters the game for D. Liggins,,45,65
278,3,6:59.0,,B. Simmons makes free throw 2 of 2,45,66
279,3,6:48.0,R. Rondo makes 2-pt layup from 5 ft,,47,66
280,3,6:34.0,,Personal foul by J. Holiday (drawn by D. Šarić),47,66
281,3,6:28.0,,R. Covington misses 3-pt jump shot from 25 ft,47,66
282,3,6:25.0,Defensive rebound by A. Davis,,47,66
283,3,6:19.0,Shooting foul by B. Simmons (drawn by R. Rondo),,47,66
284,3,6:19.0,R. Rondo misses free throw 1 of 2,,47,66
285,3,6:19.0,Offensive rebound by Team,,47,66
286,3,6:19.0,R. Rondo makes free throw 2 of 2,,48,66
287,3,6:10.0,,D. Šarić misses 3-pt jump shot from 25 ft,48,66
288,3,6:07.0,Defensive rebound by A. Davis,,48,66
289,3,5:57.0,E. Moore misses 3-pt jump shot from 26 ft,,48,66
290,3,5:53.0,Offensive rebound by N. Mirotić,,48,66
291,3,5:53.0,N. Mirotić makes 2-pt layup at rim,,50,66
292,3,5:53.0,,Philadelphia full timeout,50,66
293,3,5:53.0,D. Miller enters the game for J. Holiday,,50,66
294,3,5:42.0,,Shooting foul by N. Mirotić (drawn by D. Šarić),50,66
295,3,5:42.0,,D. Šarić makes free throw 1 of 2,50,67
296,3,5:42.0,,D. Šarić makes free throw 2 of 2,50,68
297,3,5:25.0,N. Mirotić misses 2-pt jump shot from 15 ft,,50,68
298,3,5:21.0,,Defensive rebound by R. Covington,50,68
299,3,5:16.0,,R. Covington misses 3-pt jump shot from 26 ft,50,68
300,3,5:13.0,Defensive rebound by E. Moore,,50,68
301,3,5:10.0,A. Davis makes 2-pt layup from 3 ft (assist by E. Moore),,52,68
302,3,5:02.0,,D. Šarić makes 2-pt layup from 3 ft (assist by B. Simmons),52,70
303,3,4:52.0,N. Mirotić misses 3-pt jump shot from 26 ft,,52,70
304,3,4:52.0,,Defensive rebound by D. Šarić,52,70
305,3,4:28.0,,T. McConnell misses 2-pt jump shot from 6 ft,52,70
306,3,4:26.0,Defensive rebound by D. Miller,,52,70
307,3,4:20.0,E. Moore misses 2-pt jump shot from 21 ft,,52,70
308,3,4:16.0,,Defensive rebound by B. Simmons,52,70
309,3,4:10.0,,Personal foul by E. Moore (drawn by A. Johnson),52,70
310,3,4:10.0,,J. Anderson enters the game for B. Simmons,52,70
311,3,4:01.0,,R. Covington makes 2-pt layup from 2 ft (assist by D. Šarić),52,72
312,3,3:54.0,N. Mirotić misses 3-pt jump shot from 27 ft,,52,72
313,3,3:52.0,,Defensive rebound by D. Šarić,52,72
314,3,3:46.0,,R. Covington makes 2-pt dunk from 1 ft (assist by T. McConnell),52,74
315,3,3:31.0,A. Davis misses 2-pt jump shot from 14 ft,,52,74
316,3,3:27.0,,Defensive rebound by T. McConnell,52,74
317,3,3:19.0,,D. Šarić makes 3-pt jump shot from 24 ft (assist by T. McConnell),52,77
318,3,3:04.0,C. Diallo enters the game for N. Mirotić,,52,77
319,3,3:04.0,I. Clark enters the game for E. Moore,,52,77
320,3,2:53.0,A. Davis misses 2-pt jump shot from 18 ft,,52,77
321,3,2:49.0,,Defensive rebound by A. Johnson,52,77
322,3,2:44.0,,J. Anderson misses 3-pt jump shot from 26 ft,52,77
323,3,2:41.0,Defensive rebound by A. Davis,,52,77
324,3,2:28.0,D. Miller misses 3-pt jump shot from 25 ft,,52,77
325,3,2:27.0,Offensive rebound by Team,,52,77
326,3,2:27.0,Personal foul by D. Šarić (drawn by C. Diallo),,52,77
327,3,2:27.0,,J. Redick enters the game for A. Johnson,52,77
328,3,2:27.0,,J. Embiid enters the game for R. Covington,52,77
329,3,2:27.0,E. Okafor enters the game for A. Davis,,52,77
330,3,2:18.0,C. Diallo misses 2-pt jump shot from 21 ft,,52,77
331,3,2:18.0,,Defensive rebound by J. Redick,52,77
332,3,2:10.0,,J. Redick makes 3-pt jump shot from 23 ft (assist by T. McConnell),52,80
333,3,1:55.0,D. Miller misses 3-pt jump shot from 26 ft,,52,80
334,3,1:55.0,Offensive rebound by C. Diallo,,52,80
335,3,1:51.0,C. Diallo misses 2-pt layup from 1 ft,,52,80
336,3,1:51.0,,Defensive rebound by J. Embiid,52,80
337,3,1:31.0,,J. Embiid makes 2-pt dunk from 1 ft (assist by J. Anderson),52,82
338,3,1:20.0,Turnover by R. Rondo (lost ball; steal by J. Redick),,52,82
339,3,1:04.0,,T. McConnell makes 2-pt layup from 2 ft,52,84
340,3,0:53.0,I. Clark misses 2-pt jump shot from 19 ft,,52,84
341,3,0:50.0,,Defensive rebound by J. Embiid,52,84
342,3,0:36.0,,J. Redick misses 3-pt jump shot from 24 ft,52,84
343,3,0:33.0,Defensive rebound by R. Rondo,,52,84
344,3,0:17.0,I. Clark misses 2-pt jump shot from 9 ft,,52,84
345,3,0:14.0,,Defensive rebound by J. Embiid,52,84
346,3,0:02.0,,J. Embiid misses 3-pt jump shot from 25 ft,52,84
347,3,0:02.0,Defensive rebound by C. Diallo,,52,84
348,4,11:44.0,C. Diallo misses 2-pt jump shot from 3 ft,,52,84
349,4,11:41.0,,Defensive rebound by A. Johnson,52,84
350,4,11:33.0,,Turnover by A. Johnson (bad pass),52,84
351,4,11:23.0,Turnover by I. Clark (bad pass; steal by A. Johnson),,52,84
352,4,11:12.0,,J. Anderson misses 3-pt jump shot from 25 ft,52,84
353,4,11:07.0,Defensive rebound by R. Rondo,,52,84
354,4,10:55.0,Turnover by D. Miller (bad pass; steal by A. Johnson),,52,84
355,4,10:46.0,,J. Redick makes 2-pt jump shot from 15 ft,52,86
356,4,10:29.0,C. Diallo makes 2-pt jump shot from 13 ft,,54,86
357,4,10:28.0,,Philadelphia full timeout,54,86
358,4,10:28.0,,T. Luwawu-Cabarrot enters the game for D. Šarić,54,86
359,4,10:28.0,,T. Booker enters the game for J. Redick,54,86
360,4,10:16.0,,T. Luwawu-Cabarrot makes 3-pt jump shot from 27 ft (assist by T. Booker),54,89
361,4,9:56.0,Shooting foul by A. Johnson (drawn by E. Okafor),,54,89
362,4,9:56.0,E. Okafor makes free throw 1 of 2,,55,89
363,4,9:56.0,E. Okafor makes free throw 2 of 2,,56,89
364,4,9:42.0,,J. Anderson misses 2-pt jump shot from 11 ft,56,89
365,4,9:42.0,Defensive rebound by C. Diallo,,56,89
366,4,9:42.0,,Loose ball foul by A. Johnson (drawn by C. Diallo),56,89
367,4,9:36.0,D. Miller misses 3-pt jump shot from 26 ft,,56,89
368,4,9:34.0,,Defensive rebound by A. Johnson,56,89
369,4,9:29.0,,T. McConnell misses 2-pt jump shot from 10 ft,56,89
370,4,9:25.0,Defensive rebound by E. Okafor,,56,89
371,4,9:13.0,R. Rondo misses 2-pt jump shot from 18 ft,,56,89
372,4,9:09.0,Offensive rebound by E. Okafor,,56,89
373,4,9:03.0,C. Diallo makes 2-pt jump shot from 13 ft (assist by R. Rondo),,58,89
374,4,8:41.0,,Turnover by A. Johnson (lost ball; steal by D. Miller),58,89
375,4,8:35.0,I. Clark makes 2-pt jump shot from 14 ft,,60,89
376,4,8:20.0,,J. Anderson misses 2-pt layup from 4 ft (block by E. Okafor),60,89
377,4,8:20.0,,Offensive rebound by Team,60,89
378,4,8:20.0,,J. Bayless enters the game for T. McConnell,60,89
379,4,8:20.0,D. Liggins enters the game for R. Rondo,,60,89
380,4,8:18.0,,T. Luwawu-Cabarrot misses 3-pt jump shot from 23 ft,60,89
381,4,8:13.0,Defensive rebound by D. Liggins,,60,89
382,4,7:59.0,I. Clark makes 3-pt jump shot from 25 ft,,63,89
383,4,7:33.0,,J. Bayless misses 3-pt jump shot from 25 ft,63,89
384,4,7:31.0,Defensive rebound by Team,,63,89
