,QUARTER,TIME_REMAINING,PHOENIX_ACTION,MILWAUKEE_ACTION,PHOENIX_SCORE,MILWAUKEE_SCORE
385,4,5:18.0,,Defensive rebound by M. Dellavedova,85,90
386,4,5:03.0,,K. Middleton makes 2-pt jump shot from 18 ft (assist by M. Dellavedova),85,92
387,4,5:03.0,Phoenix full timeout,,85,92
388,4,4:58.0,Turnover by D. Booker (bad pass),,85,92
389,4,4:50.0,,Turnover by K. Middleton (bad pass; steal by T. Warren),85,92
390,4,4:43.0,T. Warren makes 2-pt layup at rim (assist by D. Booker),,87,92
391,4,4:18.0,,K. Middleton makes 2-pt jump shot from 12 ft,87,94
392,4,4:02.0,Personal foul by J. Henson (drawn by G. Monroe),,87,94
393,4,3:56.0,G. Monroe makes 2-pt hook shot from 1 ft,,89,94
394,4,3:32.0,,M. Brogdon makes 2-pt layup at rim,89,96
395,4,3:17.0,T. Daniels makes 3-pt jump shot from 23 ft (assist by D. Booker),,92,96
396,4,3:02.0,,E. Bledsoe makes 2-pt layup at rim (assist by K. Middleton),92,98
397,4,3:02.0,,Shooting foul by T. Daniels (drawn by E. Bledsoe),92,98
398,4,3:02.0,Phoenix full timeout,,92,98
399,4,3:02.0,I. Canaan enters the game for D. Bender,,92,98
400,4,3:02.0,,E. Bledsoe makes free throw 1 of 1,92,99
401,4,2:46.0,T. Daniels makes 3-pt jump shot from 26 ft (assist by D. Booker),,95,99
402,4,2:27.0,,M. Brogdon misses 2-pt layup from 13 ft,95,99
403,4,2:24.0,,Offensive rebound by J. Henson,95,99
404,4,2:24.0,,J. Henson misses 2-pt layup at rim,95,99
405,4,2:24.0,Defensive rebound by T. Daniels,,95,99
406,4,2:20.0,T. Warren makes 2-pt layup from 1 ft (assist by D. Booker),,97,99
407,4,2:02.0,,Personal foul by D. Booker (drawn by M. Brogdon),97,99
408,4,2:02.0,,M. Brogdon makes free throw 1 of 2,97,100
409,4,2:02.0,,M. Brogdon makes free throw 2 of 2,97,101
410,4,1:49.0,D. Booker misses 2-pt jump shot from 8 ft,,97,101
411,4,1:49.0,Offensive rebound by G. Monroe,,97,101
412,4,1:49.0,G. Monroe makes 2-pt layup from 1 ft,,99,101
413,4,1:49.0,Shooting foul by M. Dellavedova (drawn by G. Monroe),,99,101
414,4,1:49.0,G. Monroe makes free throw 1 of 1,,100,101
415,4,1:27.0,,Turnover by J. Henson (bad pass; steal by I. Canaan),100,101
416,4,1:22.0,T. Daniels misses 3-pt jump shot from 26 ft,,100,101
417,4,1:18.0,Offensive rebound by T. Warren,,100,101
418,4,1:15.0,I. Canaan misses 3-pt jump shot from 26 ft,,100,101
419,4,1:15.0,,Defensive rebound by K. Middleton,100,101
420,4,0:54.0,,K. Middleton makes 2-pt jump shot from 11 ft (assist by E. Bledsoe),100,103
421,4,0:54.0,Phoenix full timeout,,100,103
422,4,0:41.0,Turnover by D. Booker (bad pass; steal by M. Brogdon),,100,103
423,4,0:24.0,,K. Middleton makes 2-pt jump shot from 11 ft,100,105
424,4,0:24.0,Phoenix full timeout,,100,105
425,4,0:24.0,D. Bender enters the game for I. Canaan,,100,105
426,4,0:19.0,T. Daniels makes 3-pt jump shot from 26 ft (assist by D. Bender),,103,105
427,4,0:18.0,,Personal take foul by T. Warren (drawn by K. Middleton),103,105
428,4,0:18.0,,K. Middleton makes free throw 1 of 2,103,106
429,4,0:18.0,I. Canaan enters the game for D. Bender,,103,106
430,4,0:18.0,,K. Middleton makes free throw 2 of 2,103,107
431,4,0:11.0,Personal foul by M. Dellavedova (drawn by I. Canaan),,103,107
432,4,0:11.0,I. Canaan makes free throw 1 of 2,,104,107
433,4,0:11.0,I. Canaan makes free throw 2 of 2,,105,107
434,4,0:10.0,,Personal take foul by I. Canaan (drawn by M. Brogdon),105,107
435,4,0:10.0,,M. Brogdon makes free throw 1 of 2,105,108
436,4,0:10.0,,M. Brogdon makes free throw 2 of 2,105,109
437,4,0:04.0,D. Booker misses 3-pt jump shot from 26 ft,,105,109
438,4,0:02.0,Offensive rebound by I. Canaan,,105,109
439,4,0:00.0,T. Daniels misses 3-pt jump shot from 27 ft (block by E. Bledsoe),,105,109
440,4,0:00.0,,Defensive rebound by J. Henson,105,109
