,QUARTER,TIME_REMAINING,NEW YORK_ACTION,TORONTO_ACTION,NEW YORK_SCORE,TORONTO_SCORE
30,1,7:17.0,,Defensive rebound by J. Valančiūnas,9,10
31,1,7:14.0,,P. Siakam makes 2-pt dunk at rim (assist by J. Valančiūnas),9,12
32,1,6:57.0,T. Hardaway makes 2-pt jump shot from 20 ft,,11,12
33,1,6:45.0,,O. Anunoby misses 3-pt jump shot from 26 ft,11,12
34,1,6:43.0,Defensive rebound by C. Lee,,11,12
35,1,6:35.0,E. Freedom misses 2-pt jump shot from 9 ft,,11,12
36,1,6:32.0,Offensive rebound by J. Jack,,11,12
37,1,6:30.0,C. Lee misses 3-pt jump shot from 27 ft,,11,12
38,1,6:30.0,,Defensive rebound by J. Valančiūnas,11,12
39,1,6:19.0,,K. Lowry makes 2-pt jump shot from 12 ft,11,14
40,1,6:01.0,T. Hardaway misses 2-pt jump shot from 14 ft,,11,14
41,1,5:59.0,,Defensive rebound by K. Lowry,11,14
42,1,5:45.0,,K. Lowry makes 3-pt jump shot from 22 ft (assist by D. DeRozan),11,17
43,1,5:36.0,New York full timeout,,11,17
44,1,5:19.0,C. Lee misses 3-pt jump shot from 25 ft,,11,17
45,1,5:17.0,,Defensive rebound by K. Lowry,11,17
46,1,4:54.0,,K. Lowry misses 2-pt jump shot from 8 ft,11,17
47,1,4:53.0,Defensive rebound by K. Porziņģis,,11,17
48,1,4:48.0,T. Hardaway misses 3-pt jump shot from 22 ft,,11,17
49,1,4:44.0,,Defensive rebound by K. Lowry,11,17
50,1,4:36.0,,O. Anunoby makes 3-pt jump shot from 24 ft (assist by D. DeRozan),11,20
51,1,4:19.0,Personal foul by O. Anunoby (drawn by T. Hardaway),,11,20
52,1,4:19.0,,C. Miles enters the game for O. Anunoby,11,20
53,1,4:19.0,,L. Nogueira enters the game for J. Valančiūnas,11,20
54,1,4:19.0,D. McDermott enters the game for E. Freedom,,11,20
55,1,4:19.0,K. O'Quinn enters the game for C. Lee,,11,20
56,1,4:12.0,K. Porziņģis misses 2-pt layup from 3 ft (block by L. Nogueira),,11,20
57,1,4:12.0,Offensive rebound by Team,,11,20
58,1,4:05.0,K. O'Quinn misses 2-pt jump shot from 16 ft,,11,20
59,1,4:03.0,,Defensive rebound by K. Lowry,11,20
60,1,3:57.0,,L. Nogueira misses 2-pt layup from 3 ft,11,20
61,1,3:55.0,Defensive rebound by K. O'Quinn,,11,20
62,1,3:49.0,D. McDermott makes 3-pt jump shot from 23 ft (assist by J. Jack),,14,20
63,1,3:26.0,,D. DeRozan makes 2-pt jump shot from 9 ft,14,22
64,1,3:15.0,,Violation by L. Nogueira (kicked ball),14,22
65,1,3:15.0,,F. VanVleet enters the game for K. Lowry,14,22
66,1,3:15.0,F. Ntilikina enters the game for J. Jack,,14,22
67,1,3:02.0,F. Ntilikina misses 2-pt jump shot from 22 ft (block by L. Nogueira),,14,22
68,1,2:58.0,,Defensive rebound by D. DeRozan,14,22
69,1,2:51.0,,D. DeRozan misses 2-pt layup from 2 ft,14,22
70,1,2:50.0,Defensive rebound by K. O'Quinn,,14,22
71,1,2:44.0,T. Hardaway misses 2-pt dunk at rim,,14,22
72,1,2:43.0,,Defensive rebound by Team,14,22
73,1,2:43.0,Loose ball foul by F. Ntilikina (drawn by D. DeRozan),,14,22
74,1,2:43.0,,Toronto full timeout,14,22
75,1,2:28.0,,D. DeRozan misses 2-pt layup from 3 ft (block by K. Porziņģis),14,22
76,1,2:26.0,Defensive rebound by K. O'Quinn,,14,22
77,1,2:12.0,Shooting foul by C. Miles (drawn by D. McDermott),,14,22
78,1,2:12.0,D. McDermott makes free throw 1 of 2,,15,22
79,1,2:12.0,D. McDermott makes free throw 2 of 2,,16,22
80,1,1:49.0,,Turnover by F. VanVleet (bad pass; steal by T. Hardaway),16,22
81,1,1:43.0,K. Porziņģis misses 2-pt jump shot from 14 ft,,16,22
82,1,1:40.0,Offensive rebound by K. O'Quinn,,16,22
83,1,1:39.0,K. O'Quinn misses 2-pt layup from 1 ft,,16,22
84,1,1:39.0,Offensive rebound by D. McDermott,,16,22
85,1,1:35.0,D. McDermott misses 2-pt layup from 2 ft,,16,22
86,1,1:35.0,,Defensive rebound by L. Nogueira,16,22
87,1,1:32.0,,L. Nogueira makes 2-pt dunk from 1 ft (assist by D. DeRozan),16,24
88,1,1:16.0,Shooting foul by F. VanVleet (drawn by F. Ntilikina),,16,24
89,1,1:16.0,F. Ntilikina makes free throw 1 of 2,,17,24
90,1,1:16.0,,O. Anunoby enters the game for D. DeRozan,17,24
91,1,1:16.0,,L. Brown enters the game for P. Siakam,17,24
92,1,1:16.0,F. Ntilikina makes free throw 2 of 2,,18,24
93,1,1:03.0,,C. Miles misses 3-pt jump shot from 26 ft,18,24
94,1,1:00.0,Defensive rebound by K. O'Quinn,,18,24
95,1,0:46.0,Turnover by F. Ntilikina (bad pass; steal by L. Nogueira),,18,24
96,1,0:40.0,,Shooting foul by D. McDermott (drawn by C. Miles),18,24
97,1,0:40.0,,C. Miles makes free throw 1 of 3,18,25
98,1,0:40.0,,C. Miles makes free throw 2 of 3,18,26
99,1,0:40.0,,C. Miles makes free throw 3 of 3,18,27
100,1,0:23.0,K. Porziņģis misses 2-pt jump shot from 10 ft,,18,27
101,1,0:21.0,,Defensive rebound by L. Nogueira,18,27
102,1,0:02.0,,Shooting foul by F. Ntilikina (drawn by C. Miles),18,27
103,1,0:02.0,,C. Miles makes free throw 1 of 3,18,28
104,1,0:02.0,,C. Miles makes free throw 2 of 3,18,29
105,1,0:02.0,,C. Miles makes free throw 3 of 3,18,30
106,1,0:00.0,F. Ntilikina misses 3-pt jump shot from 52 ft,,18,30
107,1,0:00.0,Offensive rebound by Team,,18,30
108,2,11:43.0,,C. Miles makes 2-pt jump shot from 23 ft,18,32
109,2,11:24.0,D. McDermott misses 2-pt jump shot from 18 ft,,18,32
110,2,11:24.0,,Defensive rebound by C. Miles,18,32
111,2,11:05.0,,Turnover by L. Nogueira (turnover),18,32
112,2,10:43.0,L. Thomas misses 2-pt layup from 1 ft (block by L. Nogueira),,18,32
113,2,10:43.0,Offensive rebound by Team,,18,32
114,2,10:40.0,F. Ntilikina misses 2-pt jump shot from 17 ft,,18,32
115,2,10:38.0,,Defensive rebound by L. Brown,18,32
116,2,10:23.0,,L. Nogueira makes 2-pt dunk at rim (assist by C. Miles),18,34
117,2,10:05.0,L. Thomas misses 3-pt jump shot from 26 ft,,18,34
118,2,10:01.0,,Defensive rebound by L. Nogueira,18,34
119,2,9:52.0,,L. Nogueira misses 3-pt jump shot from 26 ft,18,34
120,2,9:50.0,Defensive rebound by C. Lee,,18,34
121,2,9:40.0,D. McDermott misses 3-pt jump shot from 25 ft,,18,34
122,2,9:35.0,,Defensive rebound by L. Brown,18,34
123,2,9:20.0,,O. Anunoby misses 3-pt jump shot from 22 ft,18,34
124,2,9:18.0,Defensive rebound by K. O'Quinn,,18,34
125,2,9:11.0,F. Ntilikina makes 3-pt jump shot from 26 ft (assist by C. Lee),,21,34
126,2,8:53.0,,F. VanVleet makes 2-pt layup from 1 ft,21,36
127,2,8:37.0,F. Ntilikina misses 2-pt jump shot from 8 ft,,21,36
128,2,8:34.0,Offensive rebound by C. Lee,,21,36
129,2,8:27.0,K. O'Quinn misses 2-pt jump shot from 15 ft,,21,36
130,2,8:25.0,,Defensive rebound by C. Miles,21,36
131,2,8:14.0,,Turnover by L. Nogueira (bad pass; steal by C. Lee),21,36
132,2,8:11.0,Personal foul by F. VanVleet (drawn by F. Ntilikina),,21,36
133,2,8:11.0,,K. Lowry enters the game for C. Miles,21,36
134,2,8:11.0,,J. Poeltl enters the game for L. Nogueira,21,36
135,2,8:11.0,J. Jack enters the game for K. O'Quinn,,21,36
136,2,8:11.0,E. Freedom enters the game for F. Ntilikina,,21,36
137,2,8:01.0,E. Freedom misses 2-pt layup from 7 ft,,21,36
138,2,7:54.0,Offensive rebound by L. Thomas,,21,36
139,2,7:54.0,L. Thomas misses 2-pt layup at rim,,21,36
140,2,7:54.0,,Defensive rebound by F. VanVleet,21,36
141,2,7:52.0,,F. VanVleet makes 3-pt jump shot from 26 ft,21,39
142,2,7:29.0,J. Jack makes 2-pt jump shot from 6 ft (assist by C. Lee),,23,39
143,2,7:21.0,Offensive charge foul by J. Poeltl (drawn by L. Thomas),,23,39
144,2,7:21.0,,Turnover by J. Poeltl (offensive foul),23,39
145,2,7:10.0,D. McDermott misses 2-pt jump shot from 15 ft,,23,39
146,2,7:05.0,,Defensive rebound by L. Brown,23,39
147,2,7:01.0,,K. Lowry makes 3-pt jump shot from 27 ft (assist by L. Brown),23,42
148,2,6:50.0,Personal foul by J. Poeltl (drawn by E. Freedom),,23,42
149,2,6:50.0,,Toronto full timeout,23,42
150,2,6:50.0,,D. DeRozan enters the game for O. Anunoby,23,42
151,2,6:50.0,,P. Siakam enters the game for F. VanVleet,23,42
152,2,6:50.0,T. Hardaway enters the game for D. McDermott,,23,42
153,2,6:50.0,K. Porziņģis enters the game for L. Thomas,,23,42
154,2,6:35.0,C. Lee misses 2-pt jump shot from 9 ft,,23,42
155,2,6:34.0,,Defensive rebound by Team,23,42
156,2,6:25.0,,Personal foul by C. Lee (drawn by D. DeRozan),23,42
157,2,6:15.0,,D. DeRozan misses 2-pt jump shot from 7 ft,23,42
158,2,6:12.0,Defensive rebound by E. Freedom,,23,42
159,2,5:57.0,Shooting foul by J. Poeltl (drawn by E. Freedom),,23,42
160,2,5:57.0,E. Freedom makes free throw 1 of 2,,24,42
161,2,5:57.0,,J. Valančiūnas enters the game for J. Poeltl,24,42
162,2,5:57.0,E. Freedom makes free throw 2 of 2,,25,42
163,2,5:41.0,,K. Lowry misses 3-pt jump shot from 26 ft,25,42
164,2,5:38.0,Defensive rebound by Team,,25,42
165,2,5:25.0,E. Freedom makes 2-pt layup at rim (assist by J. Jack),,27,42
166,2,5:19.0,,Turnover by K. Lowry (bad pass; steal by T. Hardaway),27,42
167,2,5:10.0,K. Porziņģis makes 3-pt jump shot from 23 ft (assist by J. Jack),,30,42
168,2,4:50.0,,Turnover by K. Lowry (out of bounds lost ball),30,42
169,2,4:33.0,Turnover by J. Jack (bad pass),,30,42
170,2,4:23.0,,D. DeRozan makes 2-pt dunk at rim (assist by K. Lowry),30,44
171,2,4:05.0,K. Porziņģis misses 2-pt jump shot from 19 ft,,30,44
172,2,4:03.0,,Defensive rebound by K. Lowry,30,44
173,2,4:00.0,,P. Siakam makes 2-pt layup at rim (assist by K. Lowry),30,46
174,2,3:38.0,Shooting foul by P. Siakam (drawn by K. Porziņģis),,30,46
175,2,3:38.0,K. Porziņģis makes free throw 1 of 2,,31,46
176,2,3:38.0,K. Porziņģis makes free throw 2 of 2,,32,46
177,2,3:24.0,,Turnover by D. DeRozan (bad pass; steal by T. Hardaway),32,46
178,2,3:14.0,E. Freedom makes 2-pt jump shot from 5 ft,,34,46
179,2,3:02.0,,P. Siakam misses 3-pt jump shot from 25 ft,34,46
180,2,3:01.0,,Offensive rebound by Team,34,46
181,2,3:01.0,Loose ball foul by K. Porziņģis (drawn by J. Valančiūnas),,34,46
182,2,2:59.0,,Personal foul by E. Freedom (drawn by J. Valančiūnas),34,46
183,2,2:59.0,New York full timeout,,34,46
184,2,2:59.0,,O. Anunoby enters the game for L. Brown,34,46
185,2,2:42.0,,K. Lowry makes 3-pt jump shot from 26 ft,34,49
186,2,2:27.0,T. Hardaway misses 3-pt jump shot from 25 ft,,34,49
187,2,2:25.0,,Defensive rebound by K. Lowry,34,49
188,2,2:19.0,,P. Siakam makes 2-pt layup from 2 ft (assist by K. Lowry),34,51
189,2,2:06.0,J. Jack misses 2-pt jump shot from 19 ft,,34,51
190,2,2:03.0,,Defensive rebound by Team,34,51
191,2,1:46.0,,P. Siakam misses 3-pt jump shot from 22 ft,34,51
192,2,1:41.0,Defensive rebound by J. Jack,,34,51
193,2,1:37.0,E. Freedom misses 2-pt hook shot from 4 ft (block by P. Siakam),,34,51
194,2,1:37.0,,Defensive rebound by J. Valančiūnas,34,51
195,2,1:32.0,,K. Lowry makes 3-pt jump shot from 29 ft,34,54
196,2,1:07.0,C. Lee misses 2-pt jump shot from 15 ft,,34,54
197,2,1:05.0,,Defensive rebound by Team,34,54
198,2,0:51.0,,O. Anunoby misses 3-pt jump shot from 22 ft,34,54
199,2,0:49.0,Defensive rebound by K. Porziņģis,,34,54
200,2,0:29.0,Shooting foul by P. Siakam (drawn by K. Porziņģis),,34,54
201,2,0:29.0,K. Porziņģis makes free throw 1 of 2,,35,54
202,2,0:29.0,,C. Miles enters the game for P. Siakam,35,54
203,2,0:29.0,K. Porziņģis makes free throw 2 of 2,,36,54
204,2,0:29.0,,Violation by C. Miles (lane),36,54
205,2,0:29.0,L. Thomas enters the game for E. Freedom,,36,54
206,2,0:07.0,,J. Valančiūnas misses 2-pt jump shot from 5 ft (block by K. Porziņģis),36,54
207,2,0:04.0,Defensive rebound by K. Porziņģis,,36,54
208,2,0:03.0,C. Lee misses 3-pt jump shot from 26 ft,,36,54
209,2,0:03.0,,Defensive rebound by C. Miles,36,54
210,3,11:37.0,,J. Valančiūnas misses 2-pt jump shot from 18 ft,36,54
211,3,11:33.0,,Offensive rebound by P. Siakam,36,54
212,3,11:32.0,,O. Anunoby makes 2-pt layup at rim (assist by P. Siakam),36,56
213,3,11:13.0,K. Porziņģis misses 2-pt hook shot from 4 ft,,36,56
214,3,11:11.0,,Defensive rebound by J. Valančiūnas,36,56
215,3,10:57.0,,J. Valančiūnas makes 2-pt layup from 1 ft (assist by K. Lowry),36,58
216,3,10:42.0,E. Freedom makes 2-pt hook shot from 3 ft (assist by J. Jack),,38,58
217,3,10:22.0,,P. Siakam misses 3-pt jump shot from 22 ft,38,58
218,3,10:19.0,Defensive rebound by J. Jack,,38,58
219,3,10:09.0,C. Lee misses 2-pt layup from 2 ft (block by P. Siakam),,38,58
220,3,10:06.0,Offensive rebound by C. Lee,,38,58
221,3,10:02.0,T. Hardaway makes 3-pt jump shot from 24 ft (assist by C. Lee),,41,58
222,3,9:46.0,,D. DeRozan makes 2-pt jump shot from 15 ft,41,60
223,3,9:28.0,Turnover by K. Porziņģis (out of bounds lost ball),,41,60
224,3,9:20.0,,D. DeRozan makes 2-pt jump shot from 20 ft (assist by K. Lowry),41,62
225,3,8:59.0,J. Jack misses 2-pt jump shot from 17 ft,,41,62
226,3,8:59.0,Offensive rebound by J. Jack,,41,62
227,3,8:52.0,T. Hardaway makes 3-pt jump shot from 25 ft (assist by C. Lee),,44,62
228,3,8:32.0,,J. Valančiūnas makes 2-pt layup from 1 ft (assist by P. Siakam),44,64
229,3,8:16.0,E. Freedom misses 2-pt hook shot from 6 ft (block by J. Valančiūnas),,44,64
230,3,8:14.0,,Defensive rebound by D. DeRozan,44,64
231,3,8:10.0,,D. DeRozan makes 2-pt jump shot from 2 ft,44,66
232,3,7:51.0,C. Lee makes 3-pt jump shot from 22 ft (assist by J. Jack),,47,66
233,3,7:38.0,,K. Lowry misses 3-pt jump shot from 25 ft,47,66
234,3,7:36.0,Defensive rebound by T. Hardaway,,47,66
235,3,7:31.0,E. Freedom makes 2-pt jump shot from 2 ft (assist by J. Jack),,49,66
236,3,7:08.0,Offensive charge foul by P. Siakam (drawn by C. Lee),,49,66
237,3,7:08.0,,Turnover by P. Siakam (offensive foul),49,66
238,3,7:08.0,L. Thomas enters the game for C. Lee,,49,66
239,3,6:51.0,Turnover by K. Porziņģis (lost ball; steal by P. Siakam),,49,66
240,3,6:47.0,,D. DeRozan makes 2-pt layup from 1 ft,49,68
241,3,6:31.0,K. Porziņģis makes 3-pt jump shot from 23 ft (assist by J. Jack),,52,68
242,3,6:20.0,,Turnover by J. Valančiūnas (lost ball; steal by L. Thomas),52,68
243,3,6:17.0,L. Thomas makes 2-pt dunk at rim,,54,68
244,3,6:17.0,,Toronto full timeout,54,68
245,3,6:17.0,,C. Miles enters the game for O. Anunoby,54,68
246,3,6:17.0,,L. Nogueira enters the game for J. Valančiūnas,54,68
247,3,5:55.0,,D. DeRozan misses 2-pt jump shot from 19 ft,54,68
248,3,5:52.0,Defensive rebound by E. Freedom,,54,68
249,3,5:36.0,E. Freedom makes 2-pt hook shot from 5 ft,,56,68
250,3,5:22.0,,K. Lowry makes 3-pt jump shot from 26 ft (assist by P. Siakam),56,71
251,3,4:59.0,Turnover by L. Thomas (lost ball; steal by D. DeRozan),,56,71
252,3,4:38.0,,L. Nogueira misses 3-pt jump shot from 23 ft,56,71
253,3,4:36.0,Defensive rebound by E. Freedom,,56,71
254,3,4:29.0,K. Porziņģis misses 3-pt jump shot from 26 ft,,56,71
255,3,4:27.0,,Defensive rebound by D. DeRozan,56,71
256,3,4:14.0,,K. Lowry misses 2-pt layup from 1 ft,56,71
257,3,4:12.0,Defensive rebound by E. Freedom,,56,71
258,3,4:10.0,Personal foul by D. DeRozan (drawn by J. Jack),,56,71
259,3,4:00.0,Turnover by T. Hardaway (bad pass; steal by L. Nogueira),,56,71
260,3,3:57.0,,Shooting foul by L. Thomas (drawn by P. Siakam),56,71
261,3,3:57.0,,P. Siakam makes free throw 1 of 2,56,72
262,3,3:57.0,,P. Siakam misses free throw 2 of 2,56,72
263,3,3:55.0,Defensive rebound by E. Freedom,,56,72
264,3,3:35.0,Personal foul by K. Lowry (drawn by K. Porziņģis),,56,72
265,3,3:35.0,,F. VanVleet enters the game for K. Lowry,56,72
266,3,3:35.0,F. Ntilikina enters the game for E. Freedom,,56,72
267,3,3:35.0,D. McDermott enters the game for J. Jack,,56,72
268,3,3:25.0,Shooting foul by C. Miles (drawn by K. Porziņģis),,56,72
269,3,3:25.0,K. Porziņģis misses free throw 1 of 2,,56,72
270,3,3:25.0,Offensive rebound by Team,,56,72
271,3,3:25.0,K. Porziņģis makes free throw 2 of 2,,57,72
272,3,3:04.0,,P. Siakam misses 3-pt jump shot from 23 ft,57,72
273,3,3:01.0,Defensive rebound by T. Hardaway,,57,72
274,3,2:52.0,L. Thomas makes 3-pt jump shot from 26 ft (assist by T. Hardaway),,60,72
275,3,2:28.0,,F. VanVleet misses 2-pt layup from 6 ft,60,72
276,3,2:28.0,,Offensive rebound by F. VanVleet,60,72
277,3,2:23.0,,F. VanVleet makes 2-pt layup at rim,60,74
278,3,2:20.0,T. Hardaway makes 2-pt dunk at rim,,62,74
279,3,2:01.0,,F. VanVleet misses 2-pt layup at rim (block by K. Porziņģis),62,74
280,3,2:01.0,Defensive rebound by T. Hardaway,,62,74
281,3,1:59.0,Personal foul by D. DeRozan (drawn by T. Hardaway),,62,74
282,3,1:59.0,New York full timeout,,62,74
283,3,1:59.0,,O. Anunoby enters the game for P. Siakam,62,74
284,3,1:59.0,C. Lee enters the game for T. Hardaway,,62,74
285,3,1:46.0,L. Thomas misses 2-pt jump shot from 11 ft,,62,74
286,3,1:43.0,,Defensive rebound by F. VanVleet,62,74
287,3,1:24.0,,D. DeRozan makes 2-pt jump shot from 4 ft (assist by F. VanVleet),62,76
288,3,1:06.0,K. Porziņģis makes 2-pt hook shot from 6 ft,,64,76
289,3,0:52.0,,D. DeRozan makes 2-pt layup from 1 ft,64,78
290,3,0:33.0,D. McDermott misses 2-pt layup from 3 ft (block by C. Miles),,64,78
291,3,0:31.0,,Defensive rebound by L. Nogueira,64,78
292,3,0:25.0,,O. Anunoby misses 3-pt jump shot from 23 ft,64,78
293,3,0:22.0,Defensive rebound by D. McDermott,,64,78
294,3,0:00.0,C. Lee misses 3-pt jump shot from 22 ft (block by C. Miles),,64,78
295,3,0:00.0,,Defensive rebound by O. Anunoby,64,78
296,4,11:40.0,,Offensive charge foul by M. Beasley (drawn by C. Miles),64,78
297,4,11:40.0,Turnover by M. Beasley (offensive foul),,64,78
298,4,11:26.0,,L. Nogueira makes 2-pt dunk at rim (assist by F. VanVleet),64,80
299,4,11:08.0,K. O'Quinn makes 2-pt dunk at rim (assist by F. Ntilikina),,66,80
300,4,10:46.0,,Turnover by F. VanVleet (bad pass; steal by F. Ntilikina),66,80
301,4,10:33.0,F. Ntilikina makes 2-pt layup from 2 ft,,68,80
302,4,10:18.0,,F. VanVleet misses 2-pt jump shot from 9 ft,68,80
303,4,10:16.0,Defensive rebound by M. Beasley,,68,80
304,4,9:57.0,M. Beasley misses 2-pt layup from 2 ft,,68,80
305,4,9:57.0,Offensive rebound by D. McDermott,,68,80
306,4,9:53.0,D. McDermott misses 2-pt layup from 1 ft,,68,80
307,4,9:53.0,Offensive rebound by M. Beasley,,68,80
308,4,9:47.0,M. Beasley makes 2-pt hook shot at rim,,70,80
309,4,9:26.0,,O. Anunoby misses 3-pt jump shot from 23 ft,70,80
310,4,9:26.0,Defensive rebound by C. Lee,,70,80
311,4,9:17.0,Turnover by M. Beasley (step out of bounds),,70,80
312,4,9:17.0,,J. Poeltl enters the game for F. VanVleet,70,80
313,4,9:17.0,,K. Lowry enters the game for L. Nogueira,70,80
314,4,9:00.0,,O. Anunoby makes 2-pt layup from 1 ft (assist by L. Brown),70,82
315,4,8:49.0,M. Beasley makes 2-pt jump shot from 10 ft (assist by K. O'Quinn),,72,82
316,4,8:27.0,,J. Poeltl makes 2-pt layup from 1 ft (assist by K. Lowry),72,84
317,4,8:07.0,D. McDermott makes 2-pt layup from 1 ft (assist by M. Beasley),,74,84
318,4,7:50.0,,C. Miles makes 3-pt jump shot from 23 ft (assist by L. Brown),74,87
319,4,7:27.0,K. O'Quinn misses 2-pt layup at rim,,74,87
320,4,7:26.0,Offensive rebound by M. Beasley,,74,87
321,4,7:26.0,Personal foul by C. Miles (drawn by M. Beasley),,74,87
322,4,7:20.0,F. Ntilikina misses 2-pt jump shot from 14 ft,,74,87
323,4,7:18.0,,Defensive rebound by Team,74,87
324,4,7:18.0,,Toronto full timeout,74,87
325,4,7:18.0,,P. Siakam enters the game for O. Anunoby,74,87
326,4,7:18.0,,D. DeRozan enters the game for L. Brown,74,87
327,4,7:18.0,K. Porziņģis enters the game for K. O'Quinn,,74,87
328,4,7:18.0,T. Hardaway enters the game for D. McDermott,,74,87
329,4,7:00.0,,J. Poeltl makes 2-pt jump shot from 4 ft (assist by K. Lowry),74,89
330,4,6:47.0,Shooting foul by J. Poeltl (drawn by M. Beasley),,74,89
331,4,6:47.0,M. Beasley makes free throw 1 of 2,,75,89
332,4,6:47.0,M. Beasley makes free throw 2 of 2,,76,89
333,4,6:28.0,,D. DeRozan makes 2-pt jump shot from 12 ft,76,91
334,4,6:11.0,Shooting foul by K. Lowry (drawn by M. Beasley),,76,91
335,4,6:11.0,M. Beasley makes free throw 1 of 2,,77,91
336,4,6:11.0,M. Beasley makes free throw 2 of 2,,78,91
337,4,5:57.0,,D. DeRozan misses 2-pt jump shot from 7 ft,78,91
338,4,5:57.0,,Offensive rebound by Team,78,91
339,4,5:57.0,Loose ball foul by K. Porziņģis (drawn by J. Poeltl),,78,91
340,4,5:51.0,,K. Lowry makes 2-pt jump shot from 21 ft (assist by D. DeRozan),78,93
341,4,5:50.0,,Shooting foul by F. Ntilikina (drawn by K. Lowry),78,93
342,4,5:50.0,,K. Lowry makes free throw 1 of 1,78,94
343,4,5:37.0,K. Porziņģis misses 2-pt jump shot from 12 ft,,78,94
344,4,5:31.0,Offensive rebound by M. Beasley,,78,94
345,4,5:31.0,M. Beasley misses 2-pt layup at rim,,78,94
346,4,5:29.0,,Defensive rebound by K. Lowry,78,94
347,4,5:26.0,,J. Poeltl misses 2-pt dunk from 1 ft (block by K. Porziņģis),78,94
348,4,5:26.0,,Offensive rebound by P. Siakam,78,94
349,4,5:22.0,,C. Miles makes 3-pt jump shot from 22 ft (assist by P. Siakam),78,97
350,4,5:22.0,New York full timeout,,78,97
351,4,5:22.0,J. Jack enters the game for F. Ntilikina,,78,97
352,4,5:10.0,T. Hardaway misses 3-pt jump shot from 25 ft,,78,97
353,4,5:08.0,,Defensive rebound by D. DeRozan,78,97
354,4,4:54.0,,D. DeRozan makes 2-pt jump shot from 19 ft,78,99
355,4,4:41.0,,Violation by K. Lowry (kicked ball),78,99
356,4,4:34.0,M. Beasley makes 2-pt jump shot from 18 ft,,80,99
357,4,4:12.0,,C. Miles misses 3-pt jump shot from 27 ft,80,99
358,4,4:10.0,Defensive rebound by C. Lee,,80,99
359,4,3:59.0,,Offensive charge foul by K. Porziņģis (drawn by K. Lowry),80,99
360,4,3:59.0,Turnover by K. Porziņģis (offensive foul),,80,99
361,4,3:37.0,,P. Siakam makes 2-pt jump shot from 6 ft (assist by K. Lowry),80,101
362,4,3:25.0,J. Jack misses 2-pt layup from 3 ft (block by J. Poeltl),,80,101
363,4,3:25.0,,Defensive rebound by K. Lowry,80,101
364,4,3:19.0,,P. Siakam makes 2-pt layup from 1 ft (assist by D. DeRozan),80,103
365,4,3:19.0,New York full timeout,,80,103
366,4,3:19.0,D. Dotson enters the game for T. Hardaway,,80,103
367,4,3:19.0,W. Hernangómez enters the game for C. Lee,,80,103
368,4,3:19.0,D. McDermott enters the game for K. Porziņģis,,80,103
369,4,3:19.0,R. Sessions enters the game for J. Jack,,80,103
370,4,2:57.0,R. Sessions makes 2-pt jump shot from 12 ft (assist by W. Hernangómez),,82,103
371,4,2:47.0,,J. Poeltl makes 2-pt layup from 1 ft (assist by K. Lowry),82,105
372,4,2:40.0,,Violation by J. Poeltl (kicked ball),82,105
