,QUARTER,TIME_REMAINING,NEW YORK_ACTION,CHICAGO_ACTION,NEW YORK_SCORE,CHICAGO_SCORE
57,1,3:57.0,,D. Nwaba enters the game for D. Valentine,6,19
58,1,3:57.0,F. Ntilikina enters the game for E. Freedom,,6,19
59,1,3:57.0,M. Beasley enters the game for K. Porziņģis,,6,19
60,1,3:57.0,K. O'Quinn enters the game for L. Thomas,,6,19
61,1,3:57.0,D. McDermott enters the game for J. Jack,,6,19
62,1,3:44.0,K. O'Quinn makes 2-pt layup from 1 ft (assist by F. Ntilikina),,8,19
63,1,3:44.0,Shooting foul by J. Holiday (drawn by K. O'Quinn),,8,19
64,1,3:44.0,,N. Mirotić enters the game for L. Markkanen,8,19
65,1,3:44.0,K. O'Quinn makes free throw 1 of 1,,9,19
66,1,3:23.0,,N. Mirotić makes 3-pt jump shot from 24 ft (assist by J. Grant),9,22
67,1,3:03.0,C. Lee misses 3-pt jump shot from 25 ft,,9,22
68,1,3:00.0,,Defensive rebound by N. Mirotić,9,22
69,1,2:42.0,,J. Holiday misses 3-pt jump shot from 24 ft,9,22
70,1,2:40.0,,Offensive rebound by N. Mirotić,9,22
71,1,2:28.0,,N. Mirotić misses 2-pt jump shot from 18 ft,9,22
72,1,2:28.0,Defensive rebound by K. O'Quinn,,9,22
73,1,2:16.0,K. O'Quinn misses 2-pt jump shot from 16 ft,,9,22
74,1,2:16.0,,Defensive rebound by J. Holiday,9,22
75,1,2:06.0,,D. Nwaba misses 2-pt jump shot from 8 ft,9,22
76,1,2:05.0,Defensive rebound by M. Beasley,,9,22
77,1,1:55.0,F. Ntilikina misses 2-pt jump shot from 9 ft (block by D. Nwaba),,9,22
78,1,1:55.0,Offensive rebound by K. O'Quinn,,9,22
79,1,1:40.0,M. Beasley misses 2-pt layup from 2 ft (block by R. Lopez),,9,22
80,1,1:37.0,,Defensive rebound by R. Lopez,9,22
81,1,1:33.0,,J. Grant misses 2-pt layup from 4 ft,9,22
82,1,1:31.0,,Offensive rebound by J. Holiday,9,22
83,1,1:28.0,,J. Holiday misses 3-pt jump shot from 23 ft,9,22
84,1,1:28.0,Defensive rebound by M. Beasley,,9,22
85,1,1:18.0,C. Lee makes 3-pt jump shot from 23 ft,,12,22
86,1,1:17.0,,Chicago full timeout,12,22
87,1,1:17.0,,B. Portis enters the game for R. Lopez,12,22
88,1,1:17.0,D. Dotson enters the game for C. Lee,,12,22
89,1,1:14.0,,Personal foul by D. McDermott (drawn by D. Nwaba),12,22
90,1,1:00.0,,D. Nwaba misses 2-pt layup from 2 ft,12,22
91,1,0:58.0,Defensive rebound by D. McDermott,,12,22
92,1,0:49.0,D. McDermott makes 3-pt jump shot from 26 ft (assist by F. Ntilikina),,15,22
93,1,0:35.0,,B. Portis makes 2-pt jump shot from 14 ft,15,24
94,1,0:24.0,F. Ntilikina makes 3-pt jump shot from 25 ft,,18,24
95,1,0:05.0,,J. Grant makes 2-pt jump shot from 15 ft,18,26
96,1,0:05.0,,Shooting foul by K. O'Quinn (drawn by J. Grant),18,26
97,1,0:05.0,,J. Grant makes free throw 1 of 1,18,27
98,1,0:03.0,Personal take foul by J. Grant (drawn by F. Ntilikina),,18,27
99,1,0:00.0,D. McDermott misses 3-pt jump shot from 25 ft,,18,27
100,1,0:00.0,Offensive rebound by Team,,18,27
101,2,11:42.0,D. McDermott misses 3-pt jump shot from 23 ft,,18,27
102,2,11:38.0,Offensive rebound by M. Beasley,,18,27
103,2,11:37.0,Turnover by M. Beasley (bad pass; steal by D. Nwaba),,18,27
104,2,11:36.0,,Personal foul by F. Ntilikina (drawn by D. Nwaba),18,27
105,2,11:21.0,,N. Mirotić makes 2-pt jump shot from 19 ft,18,29
106,2,11:06.0,Shooting foul by N. Mirotić (drawn by M. Beasley),,18,29
107,2,11:06.0,M. Beasley makes free throw 1 of 2,,19,29
108,2,11:06.0,K. Porziņģis enters the game for K. O'Quinn,,19,29
109,2,11:06.0,M. Beasley makes free throw 2 of 2,,20,29
110,2,10:55.0,,Turnover by N. Mirotić (lost ball; steal by D. McDermott),20,29
111,2,10:53.0,Turnover by F. Ntilikina (traveling),,20,29
112,2,10:39.0,,P. Zipser misses 2-pt jump shot from 6 ft (block by D. McDermott),20,29
113,2,10:34.0,Defensive rebound by K. Porziņģis,,20,29
114,2,10:32.0,K. Porziņģis misses 3-pt jump shot from 25 ft,,20,29
115,2,10:26.0,,Defensive rebound by D. Nwaba,20,29
116,2,10:21.0,,B. Portis makes 2-pt layup at rim (assist by D. Nwaba),20,31
117,2,10:10.0,D. McDermott makes 2-pt layup at rim (assist by F. Ntilikina),,22,31
118,2,10:00.0,,B. Portis misses 3-pt jump shot from 25 ft,22,31
119,2,10:00.0,Defensive rebound by F. Ntilikina,,22,31
120,2,9:42.0,Turnover by M. Beasley (lost ball; steal by B. Portis),,22,31
121,2,9:32.0,,N. Mirotić misses 3-pt jump shot from 22 ft,22,31
122,2,9:30.0,Defensive rebound by D. McDermott,,22,31
123,2,9:23.0,Personal foul by N. Mirotić (drawn by K. Porziņģis),,22,31
124,2,9:17.0,M. Beasley makes 2-pt jump shot from 12 ft (assist by D. McDermott),,24,31
125,2,9:01.0,,N. Mirotić makes 3-pt jump shot from 23 ft (assist by P. Zipser),24,34
126,2,8:52.0,F. Ntilikina makes 3-pt jump shot from 25 ft,,27,34
127,2,8:31.0,,D. Nwaba misses 2-pt layup from 1 ft,27,34
128,2,8:31.0,,Offensive rebound by Team,27,34
129,2,8:23.0,,N. Mirotić makes 3-pt jump shot from 22 ft (assist by J. Grant),27,37
130,2,8:07.0,D. Dotson makes 2-pt jump shot from 15 ft,,29,37
131,2,8:00.0,,Shooting foul by F. Ntilikina (drawn by J. Grant),29,37
132,2,8:00.0,,J. Grant misses free throw 1 of 2,29,37
133,2,8:00.0,,Offensive rebound by Team,29,37
134,2,8:00.0,E. Freedom enters the game for M. Beasley,,29,37
135,2,8:00.0,,J. Grant misses free throw 2 of 2,29,37
136,2,7:57.0,Defensive rebound by K. Porziņģis,,29,37
137,2,7:41.0,D. Dotson misses 3-pt jump shot from 25 ft,,29,37
138,2,7:37.0,,Defensive rebound by B. Portis,29,37
139,2,7:30.0,,Shooting foul by D. Dotson (drawn by D. Nwaba),29,37
140,2,7:30.0,,D. Nwaba misses free throw 1 of 2,29,37
141,2,7:30.0,,Offensive rebound by Team,29,37
142,2,7:30.0,,K. Dunn enters the game for J. Grant,29,37
143,2,7:30.0,,L. Markkanen enters the game for N. Mirotić,29,37
144,2,7:30.0,,D. Nwaba misses free throw 2 of 2,29,37
145,2,7:26.0,Defensive rebound by E. Freedom,,29,37
146,2,7:11.0,K. Porziņģis misses 2-pt jump shot from 8 ft (block by D. Nwaba),,29,37
147,2,7:07.0,,Defensive rebound by P. Zipser,29,37
148,2,7:05.0,,D. Nwaba makes 2-pt dunk at rim (assist by P. Zipser),29,39
149,2,6:48.0,D. Dotson makes 2-pt jump shot from 11 ft,,31,39
150,2,6:35.0,,P. Zipser makes 2-pt jump shot from 21 ft (assist by B. Portis),31,41
151,2,6:13.0,E. Freedom misses 2-pt layup from 2 ft,,31,41
152,2,6:13.0,Offensive rebound by Team,,31,41
153,2,6:13.0,,Chicago full timeout,31,41
154,2,6:13.0,,R. Lopez enters the game for B. Portis,31,41
155,2,6:07.0,D. McDermott misses 2-pt jump shot from 20 ft,,31,41
156,2,6:07.0,Offensive rebound by Team,,31,41
157,2,6:07.0,,Loose ball foul by L. Markkanen (drawn by K. Porziņģis),31,41
158,2,6:07.0,J. Jack enters the game for F. Ntilikina,,31,41
159,2,5:56.0,Turnover by J. Jack (bad pass),,31,41
160,2,5:44.0,,L. Markkanen makes 2-pt layup from 2 ft (assist by K. Dunn),31,43
161,2,5:32.0,D. McDermott makes 2-pt layup from 4 ft (assist by D. Dotson),,33,43
162,2,5:07.0,,P. Zipser misses 2-pt jump shot from 7 ft,33,43
163,2,5:04.0,Defensive rebound by D. McDermott,,33,43
164,2,4:59.0,E. Freedom misses 2-pt hook shot from 8 ft,,33,43
165,2,4:55.0,,Defensive rebound by D. Nwaba,33,43
166,2,4:42.0,,P. Zipser misses 2-pt jump shot from 22 ft,33,43
167,2,4:42.0,,Offensive rebound by Team,33,43
168,2,4:42.0,,J. Holiday enters the game for D. Nwaba,33,43
169,2,4:42.0,,D. Valentine enters the game for P. Zipser,33,43
170,2,4:42.0,C. Lee enters the game for D. Dotson,,33,43
171,2,4:38.0,,J. Holiday misses 2-pt jump shot from 21 ft,33,43
172,2,4:34.0,,Offensive rebound by K. Dunn,33,43
173,2,4:30.0,,K. Dunn makes 2-pt jump shot from 14 ft,33,45
174,2,4:17.0,K. Porziņģis misses 2-pt jump shot from 6 ft,,33,45
175,2,4:14.0,,Defensive rebound by L. Markkanen,33,45
176,2,4:08.0,,L. Markkanen misses 3-pt jump shot from 24 ft,33,45
177,2,4:05.0,Defensive rebound by Team,,33,45
178,2,3:55.0,J. Jack makes 2-pt layup from 1 ft,,35,45
179,2,3:45.0,,K. Dunn misses 2-pt jump shot from 8 ft,35,45
180,2,3:42.0,Defensive rebound by D. McDermott,,35,45
181,2,3:31.0,K. Porziņģis makes 2-pt jump shot from 8 ft (assist by D. McDermott),,37,45
182,2,3:15.0,,R. Lopez misses 2-pt hook shot from 7 ft,37,45
183,2,3:13.0,Defensive rebound by E. Freedom,,37,45
184,2,3:06.0,K. Porziņģis misses 3-pt jump shot from 25 ft,,37,45
185,2,3:03.0,Offensive rebound by J. Jack,,37,45
186,2,3:01.0,C. Lee misses 3-pt jump shot from 25 ft,,37,45
187,2,2:57.0,,Defensive rebound by K. Dunn,37,45
188,2,2:51.0,,L. Markkanen misses 3-pt jump shot from 23 ft,37,45
189,2,2:46.0,Defensive rebound by E. Freedom,,37,45
190,2,2:34.0,J. Jack misses 2-pt jump shot from 12 ft,,37,45
191,2,2:32.0,,Defensive rebound by L. Markkanen,37,45
192,2,2:19.0,,L. Markkanen makes 2-pt jump shot from 11 ft,37,47
193,2,1:58.0,K. Porziņģis misses 2-pt jump shot from 17 ft,,37,47
194,2,1:53.0,,Defensive rebound by D. Valentine,37,47
195,2,1:48.0,,L. Markkanen misses 3-pt jump shot from 25 ft,37,47
196,2,1:45.0,Defensive rebound by E. Freedom,,37,47
197,2,1:43.0,New York full timeout,,37,47
198,2,1:43.0,F. Ntilikina enters the game for D. McDermott,,37,47
199,2,1:34.0,Turnover by F. Ntilikina (bad pass; steal by J. Holiday),,37,47
200,2,1:29.0,,J. Holiday makes 2-pt layup from 1 ft (assist by D. Valentine),37,49
201,2,1:13.0,Shooting foul by J. Holiday (drawn by E. Freedom),,37,49
202,2,1:13.0,E. Freedom makes free throw 1 of 2,,38,49
203,2,1:13.0,,D. Nwaba enters the game for J. Holiday,38,49
204,2,1:13.0,E. Freedom makes free throw 2 of 2,,39,49
205,2,1:00.0,Personal foul by R. Lopez (drawn by J. Jack),,39,49
206,2,1:00.0,,Turnover by R. Lopez (turnover),39,49
207,2,1:00.0,,N. Mirotić enters the game for R. Lopez,39,49
208,2,0:43.0,K. Porziņģis makes 3-pt jump shot from 24 ft (assist by E. Freedom),,42,49
209,2,0:26.0,,D. Valentine misses 3-pt jump shot from 24 ft,42,49
210,2,0:23.0,Defensive rebound by E. Freedom,,42,49
211,2,0:01.0,F. Ntilikina makes 2-pt layup from 2 ft (assist by E. Freedom),,44,49
212,3,11:35.0,C. Lee misses 2-pt jump shot from 21 ft,,44,49
213,3,11:32.0,Offensive rebound by L. Thomas,,44,49
214,3,11:27.0,E. Freedom misses 2-pt layup from 2 ft (block by R. Lopez),,44,49
215,3,11:27.0,,Defensive rebound by D. Valentine,44,49
216,3,11:17.0,,J. Holiday makes 2-pt jump shot from 19 ft (assist by R. Lopez),44,51
217,3,11:00.0,J. Jack misses 2-pt jump shot from 14 ft,,44,51
218,3,11:00.0,Offensive rebound by E. Freedom,,44,51
219,3,10:56.0,E. Freedom makes 2-pt layup from 1 ft,,46,51
220,3,10:32.0,,R. Lopez makes 2-pt layup from 1 ft (assist by J. Holiday),46,53
221,3,10:25.0,Personal foul by K. Dunn (drawn by J. Jack),,46,53
222,3,10:18.0,J. Jack makes 2-pt jump shot from 3 ft,,48,53
223,3,10:08.0,,Turnover by J. Holiday (bad pass; steal by L. Thomas),48,53
224,3,10:03.0,L. Thomas makes 2-pt layup at rim,,50,53
225,3,9:50.0,,J. Holiday misses 2-pt jump shot from 17 ft,50,53
226,3,9:47.0,Defensive rebound by J. Jack,,50,53
227,3,9:43.0,K. Porziņģis makes 2-pt dunk at rim (assist by J. Jack),,52,53
228,3,9:43.0,,Chicago full timeout,52,53
229,3,9:27.0,,R. Lopez makes 2-pt jump shot from 16 ft (assist by K. Dunn),52,55
230,3,9:03.0,K. Porziņģis misses 3-pt jump shot from 24 ft,,52,55
231,3,9:03.0,,Defensive rebound by D. Valentine,52,55
232,3,8:52.0,,D. Valentine misses 2-pt jump shot from 4 ft,52,55
233,3,8:49.0,Defensive rebound by K. Porziņģis,,52,55
234,3,8:43.0,J. Jack misses 3-pt jump shot from 24 ft,,52,55
235,3,8:40.0,,Defensive rebound by L. Markkanen,52,55
236,3,8:34.0,Offensive charge foul by K. Dunn (drawn by L. Thomas),,52,55
237,3,8:34.0,,Turnover by K. Dunn (offensive foul),52,55
238,3,8:22.0,L. Thomas makes 2-pt jump shot from 21 ft (assist by K. Porziņģis),,54,55
239,3,8:05.0,,L. Markkanen misses 2-pt layup from 4 ft,54,55
240,3,8:02.0,Defensive rebound by K. Porziņģis,,54,55
241,3,7:53.0,E. Freedom misses 2-pt layup from 2 ft,,54,55
242,3,7:43.0,Offensive rebound by L. Thomas,,54,55
243,3,7:43.0,L. Thomas misses 2-pt layup at rim,,54,55
244,3,7:43.0,,Defensive rebound by L. Markkanen,54,55
245,3,7:39.0,,K. Dunn misses 2-pt jump shot from 9 ft,54,55
246,3,7:39.0,Defensive rebound by C. Lee,,54,55
247,3,7:33.0,Turnover by C. Lee (bad pass; steal by D. Valentine),,54,55
248,3,7:22.0,,Shooting foul by L. Thomas (drawn by K. Dunn),54,55
249,3,7:22.0,,K. Dunn makes free throw 1 of 2,54,56
250,3,7:22.0,,K. Dunn makes free throw 2 of 2,54,57
251,3,7:08.0,C. Lee misses 2-pt jump shot from 19 ft,,54,57
252,3,7:08.0,Offensive rebound by Team,,54,57
253,3,6:51.0,L. Thomas misses 3-pt jump shot from 23 ft,,54,57
254,3,6:51.0,,Defensive rebound by L. Markkanen,54,57
255,3,6:39.0,,K. Dunn misses 3-pt jump shot from 26 ft,54,57
256,3,6:39.0,Defensive rebound by E. Freedom,,54,57
257,3,6:27.0,J. Jack makes 2-pt layup from 2 ft,,56,57
258,3,6:15.0,,D. Valentine misses 3-pt jump shot from 25 ft,56,57
259,3,6:15.0,Defensive rebound by Team,,56,57
260,3,6:15.0,Personal foul by R. Lopez (drawn by E. Freedom),,56,57
261,3,6:15.0,,D. Nwaba enters the game for D. Valentine,56,57
262,3,6:09.0,Turnover by J. Jack (lost ball; steal by K. Dunn),,56,57
263,3,6:09.0,,Personal foul by K. Porziņģis (drawn by K. Dunn),56,57
264,3,5:54.0,,Turnover by K. Dunn (bad pass; steal by J. Jack),56,57
265,3,5:39.0,K. Porziņģis makes 2-pt dunk at rim (assist by E. Freedom),,58,57
266,3,5:18.0,,L. Markkanen makes 2-pt jump shot from 21 ft (assist by K. Dunn),58,59
267,3,4:55.0,K. Porziņģis makes 2-pt jump shot from 10 ft (assist by J. Jack),,60,59
268,3,4:41.0,,K. Dunn makes 2-pt jump shot from 12 ft,60,61
269,3,4:29.0,C. Lee misses 2-pt jump shot from 17 ft,,60,61
270,3,4:26.0,,Defensive rebound by L. Markkanen,60,61
271,3,4:24.0,,Shooting foul by C. Lee (drawn by D. Nwaba),60,61
272,3,4:24.0,,D. Nwaba misses free throw 1 of 2,60,61
273,3,4:24.0,,Offensive rebound by Team,60,61
274,3,4:24.0,,N. Mirotić enters the game for L. Markkanen,60,61
275,3,4:24.0,F. Ntilikina enters the game for E. Freedom,,60,61
276,3,4:24.0,D. McDermott enters the game for C. Lee,,60,61
277,3,4:24.0,K. O'Quinn enters the game for J. Jack,,60,61
278,3,4:24.0,,D. Nwaba makes free throw 2 of 2,60,62
279,3,4:06.0,K. O'Quinn makes 2-pt dunk at rim (assist by D. McDermott),,62,62
280,3,3:51.0,,Turnover by J. Holiday (bad pass),62,62
281,3,3:38.0,D. McDermott misses 2-pt jump shot from 11 ft,,62,62
282,3,3:34.0,,Defensive rebound by K. Dunn,62,62
283,3,3:28.0,,Turnover by K. Dunn (lost ball; steal by F. Ntilikina),62,62
284,3,3:24.0,K. Porziņģis makes 2-pt dunk at rim (assist by F. Ntilikina),,64,62
285,3,3:13.0,,Shooting foul by K. O'Quinn (drawn by N. Mirotić),64,62
286,3,3:13.0,,N. Mirotić makes free throw 1 of 2,64,63
287,3,3:13.0,,J. Grant enters the game for K. Dunn,64,63
288,3,3:13.0,,B. Portis enters the game for R. Lopez,64,63
289,3,3:13.0,,N. Mirotić misses free throw 2 of 2,64,63
290,3,3:10.0,Defensive rebound by K. O'Quinn,,64,63
291,3,2:55.0,K. O'Quinn makes 2-pt layup from 1 ft (assist by F. Ntilikina),,66,63
292,3,2:44.0,,Shooting foul by K. O'Quinn (drawn by D. Nwaba),66,63
293,3,2:44.0,New York full timeout,,66,63
294,3,2:44.0,D. Dotson enters the game for L. Thomas,,66,63
295,3,2:44.0,,D. Nwaba misses free throw 1 of 2,66,63
296,3,2:44.0,,Offensive rebound by Team,66,63
297,3,2:44.0,,D. Nwaba makes free throw 2 of 2,66,64
298,3,2:32.0,K. Porziņģis misses 3-pt jump shot from 25 ft,,66,64
299,3,2:27.0,,Defensive rebound by D. Nwaba,66,64
300,3,2:20.0,,J. Holiday misses 3-pt jump shot from 23 ft,66,64
301,3,2:18.0,Defensive rebound by D. McDermott,,66,64
302,3,2:11.0,D. Dotson misses 3-pt jump shot from 25 ft,,66,64
303,3,2:07.0,,Defensive rebound by J. Grant,66,64
304,3,1:46.0,,B. Portis misses 2-pt layup from 1 ft,66,64
305,3,1:46.0,,Offensive rebound by N. Mirotić,66,64
306,3,1:46.0,,Shooting foul by D. Dotson (drawn by N. Mirotić),66,64
307,3,1:46.0,,N. Mirotić makes free throw 1 of 2,66,65
308,3,1:46.0,,P. Zipser enters the game for J. Holiday,66,65
309,3,1:46.0,M. Beasley enters the game for K. Porziņģis,,66,65
310,3,1:46.0,,N. Mirotić misses free throw 2 of 2,66,65
311,3,1:43.0,,Offensive rebound by D. Nwaba,66,65
312,3,1:24.0,,N. Mirotić misses 3-pt jump shot from 22 ft,66,65
313,3,1:19.0,,Offensive rebound by B. Portis,66,65
314,3,1:18.0,,Turnover by B. Portis (traveling),66,65
315,3,1:11.0,Personal foul by J. Grant (drawn by F. Ntilikina),,66,65
316,3,1:02.0,Turnover by F. Ntilikina (bad pass; steal by J. Grant),,66,65
317,3,0:58.0,,B. Portis makes 2-pt dunk from 1 ft (assist by J. Grant),66,67
318,3,0:46.0,M. Beasley makes 2-pt jump shot from 12 ft,,68,67
319,3,0:31.0,,J. Grant misses 3-pt jump shot from 26 ft,68,67
320,3,0:27.0,Defensive rebound by M. Beasley,,68,67
321,3,0:08.0,F. Ntilikina makes 2-pt jump shot from 22 ft,,70,67
322,3,0:02.0,,Shooting foul by D. McDermott (drawn by J. Grant),70,67
323,3,0:02.0,,J. Grant makes free throw 1 of 2,70,68
324,3,0:02.0,,J. Grant misses free throw 2 of 2,70,68
325,3,0:02.0,Defensive rebound by M. Beasley,,70,68
326,4,11:37.0,,P. Zipser misses 2-pt jump shot from 13 ft (block by K. O'Quinn),70,68
327,4,11:37.0,,Offensive rebound by Team,70,68
328,4,11:35.0,,P. Zipser makes 2-pt jump shot from 19 ft (assist by B. Portis),70,70
329,4,11:19.0,M. Beasley misses 2-pt jump shot from 5 ft,,70,70
330,4,11:19.0,,Defensive rebound by B. Portis,70,70
331,4,11:03.0,,J. Grant makes 2-pt jump shot from 20 ft,70,72
332,4,10:36.0,Turnover by Team (shot clock),,70,72
333,4,10:18.0,,D. Nwaba makes 2-pt jump shot from 2 ft (assist by J. Grant),70,74
334,4,10:03.0,K. O'Quinn makes 2-pt layup from 1 ft (assist by D. McDermott),,72,74
335,4,10:03.0,Shooting foul by D. Nwaba (drawn by K. O'Quinn),,72,74
336,4,10:03.0,K. O'Quinn makes free throw 1 of 1,,73,74
337,4,9:45.0,,J. Grant misses 3-pt jump shot from 25 ft,73,74
338,4,9:41.0,Defensive rebound by F. Ntilikina,,73,74
339,4,9:34.0,M. Beasley makes 3-pt jump shot from 23 ft (assist by F. Ntilikina),,76,74
340,4,9:21.0,,B. Portis makes 2-pt jump shot from 8 ft (assist by J. Grant),76,76
341,4,9:06.0,Turnover by F. Ntilikina (bad pass; steal by J. Grant),,76,76
342,4,8:58.0,,B. Portis makes 2-pt layup from 1 ft (assist by J. Grant),76,78
343,4,8:38.0,D. Dotson makes 2-pt jump shot from 12 ft (assist by K. O'Quinn),,78,78
344,4,8:14.0,,N. Mirotić makes 3-pt jump shot from 22 ft (assist by J. Grant),78,81
345,4,8:09.0,New York full timeout,,78,81
346,4,8:09.0,L. Thomas enters the game for D. Dotson,,78,81
347,4,7:44.0,F. Ntilikina misses 3-pt jump shot from 27 ft,,78,81
348,4,7:41.0,,Defensive rebound by J. Grant,78,81
349,4,7:24.0,,N. Mirotić makes 3-pt jump shot from 25 ft,78,84
350,4,7:03.0,D. McDermott makes 3-pt jump shot from 24 ft (assist by F. Ntilikina),,81,84
351,4,6:43.0,,R. Lopez enters the game for B. Portis,81,84
352,4,6:43.0,C. Lee enters the game for M. Beasley,,81,84
353,4,6:43.0,K. Porziņģis enters the game for K. O'Quinn,,81,84
354,4,6:43.0,E. Freedom enters the game for F. Ntilikina,,81,84
355,4,6:43.0,J. Jack enters the game for D. McDermott,,81,84
356,4,6:36.0,,N. Mirotić misses 3-pt jump shot from 28 ft,81,84
357,4,6:33.0,Defensive rebound by C. Lee,,81,84
358,4,6:28.0,Personal foul by N. Mirotić (drawn by E. Freedom),,81,84
359,4,6:28.0,,L. Markkanen enters the game for N. Mirotić,81,84
360,4,6:21.0,K. Porziņģis makes 2-pt jump shot from 10 ft (assist by J. Jack),,83,84
361,4,6:10.0,,D. Nwaba makes 2-pt layup from 1 ft (assist by J. Grant),83,86
362,4,6:10.0,,Shooting foul by L. Thomas (drawn by D. Nwaba),83,86
363,4,6:10.0,,D. Nwaba makes free throw 1 of 1,83,87
364,4,5:46.0,K. Porziņģis misses 2-pt layup from 3 ft,,83,87
365,4,5:44.0,,Defensive rebound by D. Nwaba,83,87
366,4,5:42.0,,D. Nwaba makes 2-pt layup from 1 ft,83,89
367,4,5:27.0,Turnover by J. Jack (bad pass; steal by P. Zipser),,83,89
368,4,5:23.0,,D. Nwaba makes 2-pt dunk at rim (assist by J. Grant),83,91
369,4,5:23.0,New York full timeout,,83,91
370,4,5:23.0,,K. Dunn enters the game for J. Grant,83,91
371,4,5:08.0,E. Freedom misses 2-pt dunk from 2 ft,,83,91
372,4,5:01.0,Offensive rebound by E. Freedom,,83,91
373,4,5:01.0,E. Freedom makes 2-pt layup at rim,,85,91
374,4,4:44.0,,R. Lopez makes 2-pt hook shot from 7 ft (assist by K. Dunn),85,93
375,4,4:44.0,,Shooting foul by E. Freedom (drawn by R. Lopez),85,93
