,QUARTER,TIME_REMAINING,LA LAKERS_ACTION,NEW ORLEANS_ACTION,LA LAKERS_SCORE,NEW ORLEANS_SCORE
0,1,11:37.0,,A. Davis makes 2-pt layup from 9 ft,0,2
1,1,11:22.0,J. Hart misses 2-pt jump shot from 16 ft,,0,2
2,1,11:19.0,,Defensive rebound by A. Davis,0,2
3,1,11:13.0,,E. Moore misses 3-pt jump shot from 23 ft,0,2
4,1,11:08.0,Defensive rebound by K. Caldwell-Pope,,0,2
5,1,11:03.0,B. Ingram misses 3-pt jump shot from 24 ft,,0,2
6,1,10:59.0,,Defensive rebound by E. Okafor,0,2
7,1,10:49.0,,R. Rondo makes 2-pt layup from 1 ft,0,4
8,1,10:33.0,B. Lopez misses 3-pt jump shot from 23 ft,,0,4
9,1,10:30.0,,Defensive rebound by R. Rondo,0,4
10,1,10:26.0,,R. Rondo misses 2-pt layup from 2 ft,0,4
11,1,10:24.0,,Offensive rebound by E. Okafor,0,4
12,1,10:24.0,,Shooting foul by B. Lopez (drawn by E. Okafor),0,4
13,1,10:24.0,,E. Okafor makes free throw 1 of 2,0,5
14,1,10:24.0,,E. Okafor misses free throw 2 of 2,0,5
15,1,10:22.0,Defensive rebound by J. Randle,,0,5
16,1,10:09.0,J. Randle makes 2-pt layup from 3 ft (assist by B. Ingram),,2,5
17,1,10:01.0,,J. Holiday makes 2-pt jump shot from 6 ft,2,7
18,1,9:51.0,J. Randle misses 2-pt layup from 4 ft,,2,7
19,1,9:46.0,,Defensive rebound by A. Davis,2,7
20,1,9:46.0,,E. Okafor misses 2-pt layup from 1 ft (block by J. Randle),2,7
21,1,9:46.0,,Offensive rebound by J. Holiday,2,7
22,1,9:43.0,,R. Rondo misses 2-pt layup from 1 ft,2,7
23,1,9:33.0,,Offensive rebound by E. Okafor,2,7
24,1,9:31.0,,J. Holiday makes 3-pt jump shot from 24 ft (assist by A. Davis),2,10
25,1,9:16.0,B. Ingram misses 2-pt jump shot from 8 ft,,2,10
26,1,9:13.0,,Defensive rebound by E. Okafor,2,10
27,1,9:05.0,,J. Holiday makes 2-pt jump shot from 8 ft (assist by R. Rondo),2,12
28,1,9:05.0,LA Lakers full timeout,,2,12
29,1,8:47.0,Turnover by J. Randle (bad pass; steal by A. Davis),,2,12
30,1,8:36.0,,E. Moore makes 3-pt jump shot from 23 ft (assist by R. Rondo),2,15
31,1,8:11.0,B. Lopez makes 2-pt jump shot from 8 ft (assist by K. Caldwell-Pope),,4,15
32,1,7:57.0,,Turnover by E. Moore (lost ball; steal by K. Caldwell-Pope),4,15
33,1,7:56.0,Personal foul by J. Holiday (drawn by K. Caldwell-Pope),,4,15
34,1,7:43.0,B. Ingram misses 2-pt jump shot from 8 ft,,4,15
35,1,7:41.0,,Defensive rebound by R. Rondo,4,15
36,1,7:35.0,,J. Holiday misses 2-pt jump shot from 14 ft,4,15
37,1,7:31.0,,Offensive rebound by A. Davis,4,15
38,1,7:27.0,,Turnover by J. Holiday (bad pass; steal by B. Ingram),4,15
39,1,7:21.0,B. Ingram makes 2-pt layup from 1 ft,,6,15
40,1,7:09.0,,J. Holiday makes 2-pt dunk at rim (assist by R. Rondo),6,17
41,1,6:54.0,J. Randle makes 2-pt jump shot from 4 ft,,8,17
42,1,6:54.0,Shooting foul by A. Davis (drawn by J. Randle),,8,17
43,1,6:54.0,J. Randle makes free throw 1 of 1,,9,17
44,1,6:48.0,,A. Davis makes 2-pt dunk at rim (assist by R. Rondo),9,19
45,1,6:36.0,B. Ingram misses 2-pt jump shot from 15 ft,,9,19
46,1,6:31.0,,Defensive rebound by R. Rondo,9,19
47,1,6:27.0,,E. Moore makes 2-pt layup at rim (assist by R. Rondo),9,21
48,1,6:15.0,J. Randle misses 2-pt layup from 1 ft,,9,21
49,1,6:13.0,,Defensive rebound by A. Davis,9,21
50,1,6:06.0,,R. Rondo misses 3-pt jump shot from 26 ft,9,21
51,1,6:02.0,Defensive rebound by K. Caldwell-Pope,,9,21
52,1,5:58.0,J. Hart makes 3-pt jump shot from 26 ft (assist by K. Caldwell-Pope),,12,21
53,1,5:44.0,,J. Holiday makes 2-pt layup from 1 ft (assist by R. Rondo),12,23
54,1,5:30.0,Turnover by J. Randle (bad pass; steal by J. Holiday),,12,23
55,1,5:24.0,,E. Moore makes 2-pt jump shot from 5 ft,12,25
56,1,5:22.0,LA Lakers full timeout,,12,25
57,1,5:22.0,,N. Mirotić enters the game for E. Okafor,12,25
58,1,5:22.0,,D. Miller enters the game for R. Rondo,12,25
59,1,5:22.0,C. Brewer enters the game for B. Ingram,,12,25
60,1,5:22.0,I. Thomas enters the game for K. Caldwell-Pope,,12,25
61,1,5:02.0,J. Randle makes 2-pt layup from 2 ft,,14,25
62,1,4:53.0,,New Orleans full timeout,14,25
63,1,4:37.0,,D. Miller makes 3-pt jump shot from 22 ft (assist by J. Holiday),14,28
64,1,4:16.0,J. Randle makes 2-pt layup from 8 ft (assist by I. Thomas),,16,28
65,1,4:16.0,Shooting foul by N. Mirotić (drawn by J. Randle),,16,28
66,1,4:16.0,K. Kuzma enters the game for B. Lopez,,16,28
67,1,4:16.0,J. Randle makes free throw 1 of 1,,17,28
68,1,4:05.0,,A. Davis makes 2-pt jump shot from 5 ft,17,30
69,1,3:55.0,I. Thomas makes 2-pt layup from 2 ft,,19,30
70,1,3:50.0,,E. Moore makes 2-pt layup from 2 ft (assist by J. Holiday),19,32
71,1,3:36.0,Turnover by I. Thomas (bad pass),,19,32
72,1,3:22.0,,A. Davis makes 2-pt layup from 2 ft (assist by E. Moore),19,34
73,1,2:59.0,Turnover by J. Randle (lost ball; steal by A. Davis),,19,34
74,1,2:59.0,Loose ball foul by J. Randle (drawn by A. Davis),,19,34
75,1,2:59.0,,New Orleans full timeout,19,34
76,1,2:59.0,,I. Clark enters the game for A. Davis,19,34
77,1,2:59.0,,C. Diallo enters the game for E. Moore,19,34
78,1,2:59.0,C. Frye enters the game for J. Hart,,19,34
79,1,2:59.0,B. Ingram enters the game for J. Randle,,19,34
80,1,2:47.0,,I. Clark makes 3-pt jump shot from 22 ft (assist by J. Holiday),19,37
81,1,2:29.0,B. Ingram misses 2-pt jump shot from 11 ft,,19,37
82,1,2:25.0,,Defensive rebound by C. Diallo,19,37
83,1,2:21.0,,Shooting foul by C. Brewer (drawn by D. Miller),19,37
84,1,2:21.0,,D. Miller makes free throw 1 of 2,19,38
85,1,2:21.0,,D. Miller makes free throw 2 of 2,19,39
86,1,2:13.0,Shooting foul by C. Diallo (drawn by B. Ingram),,19,39
87,1,2:13.0,B. Ingram misses free throw 1 of 2,,19,39
88,1,2:13.0,Offensive rebound by Team,,19,39
89,1,2:13.0,,R. Rondo enters the game for J. Holiday,19,39
90,1,2:13.0,B. Ingram makes free throw 2 of 2,,20,39
91,1,2:01.0,,C. Diallo makes 2-pt dunk at rim (assist by D. Miller),20,41
92,1,1:52.0,Turnover by I. Thomas (lost ball; steal by R. Rondo),,20,41
93,1,1:49.0,,R. Rondo makes 2-pt layup at rim,20,43
94,1,1:42.0,K. Kuzma makes 3-pt jump shot from 23 ft (assist by C. Brewer),,23,43
95,1,1:26.0,,N. Mirotić misses 2-pt jump shot from 14 ft,23,43
96,1,1:22.0,Defensive rebound by I. Thomas,,23,43
97,1,1:17.0,,Violation by N. Mirotić (kicked ball),23,43
98,1,1:07.0,K. Kuzma makes 2-pt layup from 3 ft,,25,43
99,1,0:56.0,,I. Clark misses 3-pt jump shot from 23 ft,25,43
100,1,0:56.0,,Offensive rebound by C. Diallo,25,43
101,1,0:47.0,,C. Diallo makes 2-pt layup at rim (assist by N. Mirotić),25,45
102,1,0:47.0,,Shooting foul by B. Ingram (drawn by C. Diallo),25,45
103,1,0:47.0,,C. Diallo makes free throw 1 of 1,25,46
104,1,0:37.0,K. Kuzma makes 3-pt jump shot from 24 ft (assist by I. Thomas),,28,46
105,1,0:37.0,Away from play foul by R. Rondo (drawn by I. Thomas),,28,46
106,1,0:37.0,,Turnover by R. Rondo (turnover),28,46
107,1,0:37.0,I. Thomas makes free throw 1 of 1,,29,46
108,1,0:33.0,,Technical foul by R. Rondo,29,46
109,1,0:33.0,,D. Liggins enters the game for R. Rondo,29,46
110,1,0:33.0,I. Zubac enters the game for I. Thomas,,29,46
111,1,0:33.0,I. Zubac makes flagrant free throw 1 of 2,,30,46
112,1,0:33.0,I. Zubac makes flagrant free throw 2 of 2,,31,46
113,1,0:22.0,,N. Mirotić misses 2-pt jump shot from 19 ft,31,46
114,1,0:20.0,Defensive rebound by Team,,31,46
115,1,0:02.0,B. Ingram misses 2-pt layup from 1 ft (block by C. Diallo),,31,46
116,1,0:01.0,Offensive rebound by B. Ingram,,31,46
117,1,0:01.0,Shooting foul by D. Liggins (drawn by B. Ingram),,31,46
118,1,0:01.0,B. Ingram makes free throw 1 of 2,,32,46
119,1,0:01.0,B. Ingram makes free throw 2 of 2,,33,46
120,2,11:44.0,K. Kuzma makes 2-pt layup from 1 ft (assist by B. Ingram),,35,46
121,2,11:27.0,,J. Holiday misses 2-pt jump shot from 7 ft,35,46
122,2,11:24.0,Defensive rebound by C. Brewer,,35,46
123,2,11:12.0,Shooting foul by A. Davis (drawn by C. Brewer),,35,46
124,2,11:12.0,C. Brewer makes free throw 1 of 2,,36,46
125,2,11:12.0,C. Brewer makes free throw 2 of 2,,37,46
126,2,10:56.0,,A. Davis makes 2-pt dunk from 1 ft (assist by J. Holiday),37,48
127,2,10:44.0,C. Frye makes 3-pt jump shot from 26 ft (assist by B. Ingram),,40,48
128,2,10:35.0,,Personal foul by C. Frye (drawn by A. Davis),40,48
129,2,10:23.0,,A. Davis misses 2-pt layup from 9 ft,40,48
130,2,10:21.0,Defensive rebound by K. Kuzma,,40,48
131,2,10:15.0,K. Kuzma makes 3-pt jump shot from 23 ft (assist by K. Caldwell-Pope),,43,48
132,2,10:07.0,,New Orleans full timeout,43,48
133,2,9:59.0,,D. Miller misses 3-pt jump shot from 25 ft,43,48
134,2,9:56.0,Defensive rebound by B. Ingram,,43,48
135,2,9:53.0,Turnover by B. Ingram (lost ball; steal by A. Davis),,43,48
136,2,9:49.0,,A. Davis makes 2-pt dunk at rim,43,50
137,2,9:48.0,Personal foul by D. Liggins (drawn by B. Ingram),,43,50
138,2,9:38.0,K. Kuzma misses 3-pt jump shot from 25 ft,,43,50
139,2,9:35.0,,Defensive rebound by A. Davis,43,50
140,2,9:26.0,,A. Davis makes 3-pt jump shot from 25 ft (assist by D. Liggins),43,53
141,2,9:14.0,B. Ingram makes 2-pt layup from 2 ft,,45,53
142,2,9:03.0,,J. Holiday misses 3-pt jump shot from 24 ft,45,53
143,2,9:01.0,Defensive rebound by K. Kuzma,,45,53
144,2,8:46.0,K. Kuzma makes 2-pt hook shot from 5 ft (assist by K. Caldwell-Pope),,47,53
145,2,8:35.0,,A. Davis makes 3-pt jump shot from 25 ft (assist by J. Holiday),47,56
146,2,8:16.0,,Offensive charge foul by B. Ingram (drawn by J. Holiday),47,56
147,2,8:16.0,Turnover by B. Ingram (offensive foul),,47,56
148,2,8:16.0,J. Randle enters the game for C. Brewer,,47,56
149,2,8:16.0,J. Hart enters the game for C. Frye,,47,56
150,2,7:57.0,,Turnover by A. Davis (bad pass; steal by J. Hart),47,56
151,2,7:52.0,B. Ingram makes 2-pt dunk from 1 ft,,49,56
152,2,7:36.0,,J. Holiday makes 2-pt layup from 1 ft,49,58
153,2,7:23.0,Turnover by K. Caldwell-Pope (bad pass; steal by N. Mirotić),,49,58
154,2,7:18.0,,D. Miller makes 3-pt jump shot from 25 ft (assist by D. Liggins),49,61
155,2,7:16.0,LA Lakers full timeout,,49,61
156,2,7:16.0,,I. Clark enters the game for N. Mirotić,49,61
157,2,7:16.0,,C. Diallo enters the game for J. Holiday,49,61
158,2,7:16.0,,E. Moore enters the game for D. Liggins,49,61
159,2,7:05.0,K. Kuzma misses 3-pt jump shot from 26 ft,,49,61
160,2,7:02.0,,Defensive rebound by A. Davis,49,61
161,2,6:51.0,,Personal foul by B. Ingram (drawn by A. Davis),49,61
162,2,6:41.0,,A. Davis makes 2-pt layup from 2 ft,49,63
163,2,6:26.0,B. Ingram makes 2-pt layup from 1 ft (assist by J. Randle),,51,63
164,2,6:01.0,,I. Clark misses 2-pt hook shot from 1 ft,51,63
165,2,5:59.0,Defensive rebound by K. Kuzma,,51,63
166,2,5:56.0,Turnover by K. Kuzma (bad pass),,51,63
167,2,5:36.0,,E. Moore misses 2-pt layup from 2 ft,51,63
168,2,5:34.0,Defensive rebound by J. Randle,,51,63
169,2,5:26.0,K. Caldwell-Pope makes 2-pt layup from 1 ft (assist by J. Hart),,53,63
170,2,5:08.0,,I. Clark misses 2-pt jump shot from 9 ft,53,63
171,2,5:06.0,Defensive rebound by K. Kuzma,,53,63
172,2,5:00.0,B. Ingram makes 2-pt layup from 1 ft (assist by J. Hart),,55,63
173,2,4:41.0,,A. Davis makes 2-pt jump shot from 17 ft (assist by D. Miller),55,65
174,2,4:26.0,,Offensive charge foul by K. Kuzma (drawn by A. Davis),55,65
175,2,4:26.0,Turnover by K. Kuzma (offensive foul),,55,65
176,2,4:26.0,,J. Holiday enters the game for D. Miller,55,65
177,2,4:26.0,G. Payton enters the game for B. Ingram,,55,65
178,2,4:13.0,,Turnover by I. Clark (lost ball; steal by K. Kuzma),55,65
179,2,4:08.0,K. Kuzma makes 2-pt dunk at rim,,57,65
180,2,3:59.0,,Shooting foul by G. Payton (drawn by C. Diallo),57,65
181,2,3:59.0,,C. Diallo makes free throw 1 of 2,57,66
182,2,3:59.0,,N. Mirotić enters the game for A. Davis,57,66
183,2,3:59.0,,C. Diallo makes free throw 2 of 2,57,67
184,2,3:49.0,K. Kuzma misses 3-pt jump shot from 24 ft,,57,67
185,2,3:45.0,Offensive rebound by J. Hart,,57,67
186,2,3:41.0,J. Hart makes 3-pt jump shot from 25 ft (assist by J. Randle),,60,67
187,2,3:27.0,,J. Holiday misses 2-pt jump shot from 12 ft,60,67
188,2,3:24.0,,Offensive rebound by E. Moore,60,67
189,2,3:18.0,,Personal foul by K. Caldwell-Pope (drawn by N. Mirotić),60,67
190,2,3:06.0,,Turnover by N. Mirotić (bad pass),60,67
191,2,2:44.0,K. Kuzma makes 2-pt layup from 2 ft (assist by K. Caldwell-Pope),,62,67
192,2,2:36.0,,J. Holiday makes 3-pt jump shot from 26 ft,62,70
193,2,2:26.0,Offensive foul by J. Randle (drawn by J. Holiday),,62,70
194,2,2:26.0,Turnover by J. Randle (offensive foul),,62,70
195,2,2:26.0,,A. Davis enters the game for C. Diallo,62,70
196,2,2:15.0,,Personal foul by J. Hart (drawn by A. Davis),62,70
197,2,2:15.0,,A. Davis makes free throw 1 of 2,62,71
198,2,2:15.0,,A. Davis makes free throw 2 of 2,62,72
199,2,2:05.0,G. Payton misses 3-pt jump shot from 25 ft,,62,72
200,2,2:00.0,,Defensive rebound by N. Mirotić,62,72
201,2,1:53.0,,J. Holiday misses 2-pt layup from 3 ft,62,72
202,2,1:53.0,,Offensive rebound by A. Davis,62,72
203,2,1:53.0,,Personal foul by G. Payton (drawn by A. Davis),62,72
204,2,1:53.0,,A. Davis makes free throw 1 of 2,62,73
205,2,1:53.0,,A. Davis makes free throw 2 of 2,62,74
206,2,1:45.0,K. Caldwell-Pope misses 2-pt layup from 2 ft,,62,74
207,2,1:42.0,,Defensive rebound by N. Mirotić,62,74
208,2,1:38.0,,Personal foul by K. Kuzma,62,74
209,2,1:38.0,Technical foul by K. Kuzma,,62,74
210,2,1:38.0,,A. Davis makes technical free throw,62,75
211,2,1:38.0,,A. Davis makes technical free throw,62,76
212,2,1:38.0,,A. Davis makes technical free throw,62,77
213,2,1:38.0,,A. Davis makes free throw 1 of 2,62,78
214,2,1:38.0,,A. Davis makes free throw 2 of 2,62,79
215,2,1:26.0,G. Payton makes 2-pt dunk at rim (assist by K. Kuzma),,64,79
216,2,1:14.0,,N. Mirotić misses 3-pt jump shot from 24 ft,64,79
217,2,1:14.0,,Offensive rebound by A. Davis,64,79
218,2,1:05.0,Personal foul by N. Mirotić (drawn by J. Randle),,64,79
219,2,1:05.0,,Turnover by N. Mirotić (turnover),64,79
220,2,1:05.0,,D. Miller enters the game for A. Davis,64,79
221,2,0:47.0,K. Kuzma misses 2-pt layup from 1 ft,,64,79
222,2,0:45.0,,Defensive rebound by N. Mirotić,64,79
223,2,0:37.0,,E. Moore misses 2-pt jump shot from 20 ft,64,79
224,2,0:37.0,Defensive rebound by K. Caldwell-Pope,,64,79
225,2,0:24.0,J. Randle makes 2-pt dunk at rim,,66,79
226,3,11:43.0,B. Lopez misses 2-pt jump shot from 6 ft,,66,79
227,3,11:39.0,,Defensive rebound by A. Davis,66,79
228,3,11:20.0,,J. Holiday misses 2-pt jump shot from 12 ft,66,79
229,3,11:20.0,,Offensive rebound by Team,66,79
230,3,11:20.0,,Turnover by Team (shot clock),66,79
231,3,11:03.0,B. Lopez misses 2-pt jump shot from 5 ft,,66,79
232,3,11:01.0,,Defensive rebound by E. Okafor,66,79
233,3,10:56.0,,E. Moore misses 3-pt jump shot from 24 ft,66,79
234,3,10:52.0,,Offensive rebound by E. Moore,66,79
235,3,10:50.0,,E. Moore misses 2-pt jump shot from 7 ft,66,79
236,3,10:50.0,Defensive rebound by J. Randle,,66,79
237,3,10:50.0,,Loose ball foul by E. Moore (drawn by J. Randle),66,79
238,3,10:32.0,J. Randle makes 2-pt layup from 2 ft (assist by K. Caldwell-Pope),,68,79
239,3,10:20.0,,I. Clark misses 3-pt jump shot from 23 ft,68,79
240,3,10:16.0,Defensive rebound by K. Caldwell-Pope,,68,79
241,3,10:11.0,Turnover by B. Ingram (lost ball; steal by J. Holiday),,68,79
242,3,10:04.0,,I. Clark makes 2-pt jump shot from 4 ft (assist by E. Moore),68,81
243,3,9:52.0,B. Lopez makes 3-pt jump shot from 23 ft (assist by J. Randle),,71,81
244,3,9:40.0,,Personal foul by J. Randle (drawn by A. Davis),71,81
245,3,9:33.0,,E. Moore misses 2-pt jump shot from 10 ft (block by K. Caldwell-Pope),71,81
246,3,9:29.0,Defensive rebound by K. Caldwell-Pope,,71,81
247,3,9:25.0,B. Lopez makes 3-pt jump shot from 25 ft (assist by K. Caldwell-Pope),,74,81
248,3,9:23.0,,New Orleans full timeout,74,81
249,3,9:23.0,,N. Mirotić enters the game for E. Okafor,74,81
250,3,9:13.0,,E. Moore misses 2-pt jump shot from 13 ft,74,81
251,3,9:10.0,Defensive rebound by J. Hart,,74,81
252,3,9:05.0,B. Ingram makes 2-pt layup from 1 ft,,76,81
253,3,8:46.0,,A. Davis misses 2-pt jump shot from 17 ft,76,81
254,3,8:43.0,Defensive rebound by B. Lopez,,76,81
255,3,8:39.0,K. Caldwell-Pope makes 3-pt jump shot from 26 ft (assist by B. Ingram),,79,81
256,3,8:27.0,,Personal foul by B. Lopez (drawn by J. Holiday),79,81
257,3,8:22.0,,J. Holiday makes 2-pt jump shot from 16 ft,79,83
258,3,8:10.0,Personal foul by N. Mirotić (drawn by J. Randle),,79,83
259,3,7:55.0,J. Randle misses 2-pt jump shot from 6 ft,,79,83
260,3,7:52.0,,Defensive rebound by J. Holiday,79,83
261,3,7:49.0,,I. Clark misses 3-pt jump shot from 22 ft,79,83
262,3,7:49.0,,Offensive rebound by Team,79,83
263,3,7:40.0,,N. Mirotić misses 3-pt jump shot from 24 ft,79,83
264,3,7:37.0,Defensive rebound by J. Hart,,79,83
265,3,7:22.0,J. Randle makes 2-pt jump shot from 2 ft,,81,83
266,3,7:11.0,,A. Davis makes 2-pt jump shot from 6 ft (assist by I. Clark),81,85
267,3,7:04.0,Turnover by B. Ingram (bad pass; steal by A. Davis),,81,85
268,3,6:59.0,,N. Mirotić misses 3-pt jump shot from 26 ft,81,85
269,3,6:55.0,Defensive rebound by K. Caldwell-Pope,,81,85
270,3,6:40.0,B. Lopez misses 2-pt jump shot from 5 ft,,81,85
271,3,6:40.0,,Defensive rebound by A. Davis,81,85
