,QUARTER,TIME_REMAINING,PHOENIX_ACTION,MEMPHIS_ACTION,PHOENIX_SCORE,MEMPHIS_SCORE
64,1,4:23.0,T. Warren misses free throw 1 of 2,,14,9
65,1,4:23.0,Offensive rebound by Team,,14,9
66,1,4:23.0,T. Ulis enters the game for I. Canaan,,14,9
67,1,4:23.0,J. Dudley enters the game for D. Bender,,14,9
68,1,4:23.0,T. Warren makes free throw 2 of 2,,15,9
69,1,4:05.0,,M. Gasol misses 2-pt hook shot from 12 ft,15,9
70,1,4:02.0,,Offensive rebound by I. Rabb,15,9
71,1,4:00.0,,M. Gasol misses 3-pt jump shot from 26 ft,15,9
72,1,3:58.0,Defensive rebound by A. Len,,15,9
73,1,3:43.0,J. Jackson makes 2-pt layup at rim (assist by J. Dudley),,17,9
74,1,3:31.0,,I. Rabb misses 2-pt jump shot from 14 ft,17,9
75,1,3:28.0,Defensive rebound by J. Dudley,,17,9
76,1,3:24.0,T. Warren misses 2-pt layup from 4 ft,,17,9
77,1,3:22.0,Offensive rebound by T. Warren,,17,9
78,1,3:22.0,T. Warren makes 2-pt layup at rim,,19,9
79,1,3:22.0,,Memphis full timeout,19,9
80,1,3:22.0,,D. Davis enters the game for I. Rabb,19,9
81,1,3:22.0,,M. Henry enters the game for D. Brooks,19,9
82,1,3:22.0,,J. Martin enters the game for M. Gasol,19,9
83,1,3:05.0,,M. Chalmers makes 3-pt jump shot from 23 ft (assist by M. Henry),19,12
84,1,2:50.0,T. Warren makes 2-pt jump shot from 16 ft (assist by J. Dudley),,21,12
85,1,2:28.0,,T. Evans makes 2-pt jump shot from 21 ft,21,14
86,1,2:07.0,J. Jackson misses 2-pt jump shot from 15 ft (block by J. Martin),,21,14
87,1,2:05.0,Offensive rebound by J. Jackson,,21,14
88,1,2:05.0,Turnover by T. Ulis (out of bounds lost ball),,21,14
89,1,1:58.0,,Shooting foul by J. Jackson (drawn by T. Evans),21,14
90,1,1:58.0,,T. Evans makes free throw 1 of 2,21,15
91,1,1:58.0,,T. Evans makes free throw 2 of 2,21,16
92,1,1:46.0,J. Jackson makes 3-pt jump shot from 24 ft (assist by T. Ulis),,24,16
93,1,1:32.0,,T. Evans misses 2-pt layup from 1 ft,24,16
94,1,1:28.0,,Offensive rebound by D. Davis,24,16
95,1,1:28.0,,D. Davis makes 2-pt layup at rim,24,18
96,1,1:08.0,T. Ulis misses 3-pt jump shot from 25 ft,,24,18
97,1,1:07.0,,Defensive rebound by Team,24,18
98,1,1:07.0,T. Daniels enters the game for T. Warren,,24,18
99,1,0:55.0,,D. Davis makes 2-pt layup at rim (assist by T. Evans),24,20
100,1,0:50.0,J. Jackson makes 2-pt layup from 1 ft (assist by T. Ulis),,26,20
101,1,0:36.0,,Personal foul by T. Ulis (drawn by M. Chalmers),26,20
102,1,0:36.0,,M. Chalmers makes free throw 1 of 2,26,21
103,1,0:36.0,,W. Selden enters the game for M. Henry,26,21
104,1,0:36.0,,M. Chalmers makes free throw 2 of 2,26,22
105,1,0:24.0,J. Jackson misses 3-pt jump shot from 26 ft,,26,22
106,1,0:22.0,Offensive rebound by A. Len,,26,22
107,1,0:22.0,Shooting foul by J. Martin (drawn by A. Len),,26,22
108,1,0:22.0,A. Len misses free throw 1 of 2,,26,22
109,1,0:22.0,Offensive rebound by Team,,26,22
110,1,0:22.0,A. Len misses free throw 2 of 2,,26,22
111,1,0:20.0,,Defensive rebound by D. Davis,26,22
112,1,0:01.0,,M. Chalmers misses 3-pt jump shot from 25 ft,26,22
113,1,0:01.0,,Offensive rebound by Team,26,22
114,2,11:51.0,Shooting foul by M. Chalmers (drawn by J. Dudley),,26,22
115,2,11:51.0,J. Dudley makes free throw 1 of 2,,27,22
116,2,11:51.0,J. Dudley makes free throw 2 of 2,,28,22
117,2,11:40.0,,Shooting foul by J. Dudley (drawn by D. Davis),28,22
118,2,11:40.0,,D. Davis makes free throw 1 of 2,28,23
119,2,11:40.0,,D. Davis makes free throw 2 of 2,28,24
120,2,11:20.0,Shooting foul by D. Davis (drawn by J. Jackson),,28,24
121,2,11:20.0,J. Jackson makes free throw 1 of 2,,29,24
122,2,11:20.0,J. Jackson misses free throw 2 of 2,,29,24
123,2,11:18.0,,Defensive rebound by J. Martin,29,24
124,2,11:11.0,,J. Martin makes 2-pt layup at rim,29,26
125,2,10:53.0,Turnover by A. Len (bad pass; steal by D. Davis),,29,26
126,2,10:46.0,,W. Selden makes 2-pt jump shot from 17 ft,29,28
127,2,10:28.0,Turnover by T. Ulis (traveling),,29,28
128,2,10:28.0,G. Monroe enters the game for A. Len,,29,28
129,2,10:15.0,,D. Davis makes 2-pt dunk at rim (assist by M. Chalmers),29,30
130,2,10:01.0,J. Jackson misses 2-pt jump shot from 8 ft,,29,30
131,2,9:57.0,Offensive rebound by J. Jackson,,29,30
132,2,9:57.0,J. Jackson misses 2-pt layup at rim,,29,30
133,2,9:57.0,,Defensive rebound by D. Davis,29,30
134,2,9:55.0,,J. Martin makes 2-pt dunk at rim (assist by W. Selden),29,32
135,2,9:55.0,Phoenix full timeout,,29,32
136,2,9:41.0,T. Daniels misses 2-pt jump shot from 7 ft,,29,32
137,2,9:40.0,Offensive rebound by Team,,29,32
138,2,9:31.0,T. Ulis makes 2-pt layup at rim,,31,32
139,2,9:12.0,,W. Selden misses 2-pt layup from 2 ft (block by J. Jackson),31,32
140,2,9:12.0,,Offensive rebound by Team,31,32
141,2,9:10.0,,W. Selden makes 2-pt jump shot from 10 ft (assist by M. Chalmers),31,34
142,2,8:54.0,T. Ulis misses 2-pt jump shot from 17 ft,,31,34
143,2,8:50.0,Offensive rebound by G. Monroe,,31,34
144,2,8:50.0,G. Monroe makes 2-pt layup at rim,,33,34
145,2,8:31.0,,Turnover by D. Brooks (bad pass; steal by J. Dudley),33,34
146,2,8:25.0,Turnover by J. Jackson (out of bounds lost ball),,33,34
147,2,8:25.0,,I. Rabb enters the game for D. Davis,33,34
148,2,8:25.0,T. Warren enters the game for J. Jackson,,33,34
149,2,8:08.0,,D. Brooks misses 2-pt jump shot from 12 ft,33,34
150,2,8:07.0,Defensive rebound by Team,,33,34
151,2,8:07.0,,A. Harrison enters the game for D. Brooks,33,34
152,2,7:50.0,T. Ulis misses 2-pt layup from 2 ft,,33,34
153,2,7:48.0,,Defensive rebound by I. Rabb,33,34
154,2,7:41.0,,A. Harrison makes 2-pt jump shot from 15 ft,33,36
155,2,7:26.0,Offensive foul by T. Daniels (drawn by M. Chalmers),,33,36
156,2,7:26.0,Turnover by T. Daniels (offensive foul),,33,36
157,2,7:15.0,,Personal foul by T. Daniels (drawn by M. Chalmers),33,36
158,2,7:02.0,,I. Rabb makes 2-pt dunk at rim (assist by M. Chalmers),33,38
159,2,6:42.0,T. Warren makes 2-pt jump shot from 16 ft (assist by G. Monroe),,35,38
160,2,6:30.0,,W. Selden makes 3-pt jump shot from 25 ft (assist by A. Harrison),35,41
161,2,6:17.0,J. Dudley makes 3-pt jump shot from 25 ft (assist by T. Daniels),,38,41
162,2,6:00.0,,W. Selden misses 2-pt jump shot from 10 ft,38,41
163,2,5:57.0,Defensive rebound by G. Monroe,,38,41
164,2,5:50.0,G. Monroe makes 2-pt layup from 1 ft (assist by J. Dudley),,40,41
165,2,5:30.0,,I. Rabb misses 2-pt jump shot from 17 ft,40,41
166,2,5:28.0,,Offensive rebound by A. Harrison,40,41
167,2,5:23.0,,Turnover by J. Martin (bad pass; steal by T. Ulis),40,41
168,2,5:19.0,T. Ulis misses 2-pt layup from 1 ft (block by J. Martin),,40,41
169,2,5:17.0,Offensive rebound by T. Warren,,40,41
170,2,5:17.0,Personal foul by W. Selden (drawn by T. Warren),,40,41
171,2,5:17.0,,M. Gasol enters the game for J. Martin,40,41
172,2,5:17.0,,T. Evans enters the game for M. Chalmers,40,41
173,2,5:02.0,T. Ulis misses 3-pt jump shot from 27 ft,,40,41
174,2,5:00.0,,Defensive rebound by M. Gasol,40,41
175,2,4:54.0,,W. Selden makes 2-pt jump shot from 14 ft (assist by A. Harrison),40,43
176,2,4:38.0,T. Warren misses 3-pt jump shot from 26 ft,,40,43
177,2,4:36.0,,Defensive rebound by A. Harrison,40,43
178,2,4:32.0,,Shooting foul by T. Warren (drawn by I. Rabb),40,43
179,2,4:32.0,,I. Rabb makes free throw 1 of 2,40,44
180,2,4:32.0,I. Canaan enters the game for T. Ulis,,40,44
181,2,4:32.0,,I. Rabb makes free throw 2 of 2,40,45
182,2,4:15.0,J. Dudley misses 2-pt jump shot from 14 ft,,40,45
183,2,4:14.0,Offensive rebound by Team,,40,45
184,2,4:04.0,,Violation by A. Harrison (kicked ball),40,45
185,2,4:04.0,D. Bender enters the game for J. Dudley,,40,45
186,2,3:51.0,T. Daniels misses 3-pt jump shot from 24 ft,,40,45
187,2,3:48.0,,Defensive rebound by M. Gasol,40,45
188,2,3:34.0,,T. Evans makes 2-pt layup at rim (assist by W. Selden),40,47
189,2,3:18.0,I. Canaan misses 2-pt layup from 2 ft,,40,47
190,2,3:16.0,,Defensive rebound by M. Gasol,40,47
191,2,3:14.0,,W. Selden makes 2-pt layup from 1 ft (assist by A. Harrison),40,49
192,2,3:14.0,,Shooting foul by D. Bender (drawn by W. Selden),40,49
193,2,3:14.0,,D. Brooks enters the game for I. Rabb,40,49
194,2,3:14.0,J. Jackson enters the game for T. Daniels,,40,49
195,2,3:14.0,,W. Selden misses free throw 1 of 1,40,49
196,2,3:12.0,Defensive rebound by G. Monroe,,40,49
197,2,2:53.0,D. Bender misses 2-pt hook shot from 6 ft (block by A. Harrison),,40,49
198,2,2:50.0,,Defensive rebound by A. Harrison,40,49
199,2,2:48.0,,D. Brooks makes 2-pt layup from 20 ft (assist by A. Harrison),40,51
200,2,2:46.0,Phoenix full timeout,,40,51
201,2,2:46.0,,J. Martin enters the game for W. Selden,40,51
202,2,2:35.0,J. Jackson misses 2-pt layup from 1 ft (block by M. Gasol),,40,51
203,2,2:35.0,Offensive rebound by Team,,40,51
204,2,2:31.0,T. Warren misses 2-pt jump shot from 11 ft,,40,51
205,2,2:29.0,,Defensive rebound by M. Gasol,40,51
206,2,2:12.0,,M. Gasol makes 2-pt layup from 1 ft (assist by T. Evans),40,53
207,2,2:12.0,,Shooting foul by T. Warren (drawn by M. Gasol),40,53
208,2,2:12.0,,M. Gasol makes free throw 1 of 1,40,54
209,2,1:52.0,I. Canaan misses 2-pt layup from 1 ft,,40,54
210,2,1:49.0,Offensive rebound by G. Monroe,,40,54
211,2,1:49.0,G. Monroe makes 2-pt layup at rim,,42,54
212,2,1:34.0,,T. Evans makes 3-pt jump shot from 26 ft (assist by D. Brooks),42,57
213,2,1:24.0,Shooting foul by M. Gasol (drawn by T. Warren),,42,57
214,2,1:24.0,T. Warren makes free throw 1 of 2,,43,57
215,2,1:24.0,,D. Davis enters the game for M. Gasol,43,57
216,2,1:24.0,T. Daniels enters the game for J. Jackson,,43,57
217,2,1:24.0,T. Warren makes free throw 2 of 2,,44,57
218,2,1:01.0,,J. Martin makes 2-pt layup from 1 ft (assist by A. Harrison),44,59
219,2,0:56.0,Personal foul by A. Harrison (drawn by I. Canaan),,44,59
220,2,0:56.0,I. Canaan makes free throw 1 of 2,,45,59
221,2,0:56.0,J. Jackson enters the game for T. Warren,,45,59
222,2,0:56.0,I. Canaan makes free throw 2 of 2,,46,59
223,2,0:40.0,,T. Evans makes 2-pt jump shot from 2 ft,46,61
224,2,0:32.0,Shooting foul by D. Davis (drawn by G. Monroe),,46,61
225,2,0:32.0,G. Monroe misses free throw 1 of 2,,46,61
226,2,0:32.0,Offensive rebound by Team,,46,61
227,2,0:32.0,G. Monroe makes free throw 2 of 2,,47,61
228,2,0:16.0,,T. Evans makes 3-pt jump shot from 26 ft,47,64
229,2,0:05.0,I. Canaan misses 3-pt jump shot from 26 ft,,47,64
230,2,0:02.0,Offensive rebound by J. Jackson,,47,64
231,2,0:00.0,T. Daniels misses 3-pt jump shot from 23 ft,,47,64
232,2,0:00.0,Offensive rebound by Team,,47,64
233,3,11:39.0,I. Canaan makes 2-pt jump shot from 19 ft,,49,64
234,3,11:21.0,,D. Brooks misses 2-pt jump shot from 21 ft,49,64
235,3,11:19.0,Defensive rebound by T. Daniels,,49,64
236,3,11:08.0,G. Monroe makes 2-pt layup at rim (assist by I. Canaan),,51,64
237,3,11:08.0,Shooting foul by D. Brooks (drawn by G. Monroe),,51,64
238,3,11:08.0,G. Monroe misses free throw 1 of 1,,51,64
239,3,11:06.0,,Defensive rebound by M. Gasol,51,64
240,3,10:59.0,,A. Harrison misses 2-pt layup from 1 ft,51,64
241,3,10:56.0,Defensive rebound by G. Monroe,,51,64
242,3,10:53.0,T. Daniels makes 3-pt jump shot from 25 ft (assist by I. Canaan),,54,64
243,3,10:52.0,,Memphis full timeout,54,64
244,3,10:52.0,,T. Evans enters the game for A. Harrison,54,64
245,3,10:52.0,,M. Chalmers enters the game for D. Brooks,54,64
246,3,10:34.0,,T. Evans misses 2-pt layup from 2 ft,54,64
247,3,10:32.0,,Offensive rebound by J. Martin,54,64
248,3,10:30.0,,M. Gasol misses 2-pt jump shot from 14 ft,54,64
249,3,10:26.0,,Offensive rebound by T. Evans,54,64
250,3,10:26.0,,T. Evans makes 2-pt layup at rim,54,66
251,3,10:14.0,Turnover by I. Canaan (bad pass),,54,66
252,3,10:04.0,,T. Evans misses 3-pt jump shot from 24 ft,54,66
253,3,10:01.0,,Offensive rebound by M. Chalmers,54,66
254,3,9:46.0,,T. Evans makes 2-pt jump shot from 20 ft,54,68
255,3,9:32.0,Turnover by I. Canaan (bad pass; steal by M. Chalmers),,54,68
256,3,9:29.0,,W. Selden misses 2-pt layup from 1 ft,54,68
257,3,9:24.0,,Offensive rebound by J. Martin,54,68
258,3,9:24.0,,J. Martin misses 2-pt layup at rim,54,68
259,3,9:23.0,Defensive rebound by T. Warren,,54,68
260,3,9:21.0,I. Canaan misses 3-pt jump shot from 24 ft,,54,68
261,3,9:19.0,,Defensive rebound by J. Martin,54,68
262,3,9:14.0,,Turnover by J. Martin (bad pass),54,68
263,3,9:01.0,T. Daniels misses 2-pt jump shot from 10 ft,,54,68
264,3,8:58.0,Offensive rebound by G. Monroe,,54,68
265,3,8:58.0,Personal foul by M. Chalmers (drawn by G. Monroe),,54,68
266,3,8:49.0,Offensive foul by G. Monroe (drawn by M. Chalmers),,54,68
267,3,8:49.0,Turnover by G. Monroe (offensive foul),,54,68
268,3,8:36.0,,M. Gasol makes 2-pt hook shot from 7 ft,54,70
269,3,8:26.0,T. Warren misses 2-pt jump shot from 9 ft,,54,70
270,3,8:21.0,,Defensive rebound by W. Selden,54,70
271,3,8:17.0,,Turnover by J. Martin (lost ball; steal by D. Bender),54,70
272,3,8:13.0,G. Monroe makes 2-pt dunk at rim (assist by D. Bender),,56,70
273,3,7:53.0,,M. Chalmers makes 2-pt hook shot from 9 ft (assist by W. Selden),56,72
274,3,7:36.0,Shooting foul by J. Martin (drawn by G. Monroe),,56,72
275,3,7:36.0,G. Monroe makes free throw 1 of 2,,57,72
276,3,7:36.0,,I. Rabb enters the game for J. Martin,57,72
277,3,7:36.0,T. Ulis enters the game for I. Canaan,,57,72
278,3,7:36.0,G. Monroe misses free throw 2 of 2,,57,72
279,3,7:35.0,,Defensive rebound by M. Gasol,57,72
280,3,7:15.0,,W. Selden makes 3-pt jump shot from 27 ft (assist by I. Rabb),57,75
281,3,7:01.0,T. Daniels misses 3-pt jump shot from 26 ft,,57,75
282,3,6:57.0,,Defensive rebound by I. Rabb,57,75
283,3,6:48.0,,Turnover by T. Evans (turnover),57,75
284,3,6:48.0,,Loose ball foul by T. Evans (drawn by T. Daniels),57,75
285,3,6:48.0,D. Reed enters the game for T. Daniels,,57,75
286,3,6:32.0,Turnover by D. Reed (out of bounds lost ball),,57,75
287,3,6:16.0,,T. Evans makes 2-pt layup from 1 ft,57,77
288,3,5:56.0,Turnover by G. Monroe (lost ball; steal by T. Evans),,57,77
289,3,5:54.0,Offensive charge foul by M. Gasol (drawn by T. Ulis),,57,77
290,3,5:54.0,,Turnover by M. Gasol (offensive foul),57,77
291,3,5:54.0,,D. Brooks enters the game for W. Selden,57,77
292,3,5:54.0,A. Len enters the game for T. Warren,,57,77
293,3,5:54.0,J. Jackson enters the game for G. Monroe,,57,77
294,3,5:39.0,T. Ulis misses 2-pt jump shot from 10 ft,,57,77
295,3,5:35.0,,Defensive rebound by D. Brooks,57,77
296,3,5:30.0,,D. Brooks makes 2-pt layup at rim (assist by T. Evans),57,79
297,3,5:30.0,Phoenix full timeout,,57,79
298,3,5:20.0,Personal foul by D. Brooks (drawn by J. Jackson),,57,79
299,3,5:20.0,J. Jackson makes free throw 1 of 2,,58,79
300,3,5:20.0,J. Jackson makes free throw 2 of 2,,59,79
301,3,5:07.0,,M. Gasol misses 3-pt jump shot from 25 ft,59,79
302,3,5:04.0,,Offensive rebound by I. Rabb,59,79
303,3,4:46.0,,Turnover by D. Brooks (bad pass; steal by T. Ulis),59,79
304,3,4:42.0,T. Ulis misses 2-pt layup from 1 ft,,59,79
305,3,4:40.0,Offensive rebound by J. Jackson,,59,79
306,3,4:39.0,J. Jackson misses 2-pt layup at rim,,59,79
307,3,4:39.0,Offensive rebound by J. Jackson,,59,79
308,3,4:39.0,J. Jackson makes 2-pt layup at rim,,61,79
309,3,4:24.0,,T. Evans makes 2-pt layup from 1 ft,61,81
310,3,4:08.0,D. Bender misses 2-pt jump shot from 20 ft,,61,81
311,3,4:06.0,,Defensive rebound by M. Chalmers,61,81
312,3,4:01.0,,M. Chalmers misses 2-pt layup from 1 ft,61,81
313,3,3:58.0,,Offensive rebound by I. Rabb,61,81
314,3,3:53.0,,T. Evans misses 2-pt jump shot from 21 ft,61,81
315,3,3:50.0,Defensive rebound by A. Len,,61,81
316,3,3:41.0,J. Jackson misses 3-pt jump shot from 25 ft,,61,81
317,3,3:39.0,Offensive rebound by A. Len,,61,81
318,3,3:35.0,J. Jackson misses 2-pt hook shot from 6 ft,,61,81
319,3,3:32.0,,Defensive rebound by I. Rabb,61,81
320,3,3:22.0,,Shooting foul by A. Len (drawn by I. Rabb),61,81
321,3,3:22.0,,I. Rabb makes free throw 1 of 2,61,82
322,3,3:22.0,,M. Henry enters the game for M. Chalmers,61,82
323,3,3:22.0,,A. Harrison enters the game for T. Evans,61,82
324,3,3:22.0,J. Dudley enters the game for D. Bender,,61,82
325,3,3:22.0,,I. Rabb makes free throw 2 of 2,61,83
326,3,3:08.0,J. Dudley misses 3-pt jump shot from 26 ft,,61,83
327,3,3:05.0,,Defensive rebound by M. Gasol,61,83
328,3,2:54.0,,Turnover by I. Rabb (lost ball; steal by J. Dudley),61,83
329,3,2:49.0,J. Jackson misses 2-pt layup at rim (block by A. Harrison),,61,83
330,3,2:45.0,,Defensive rebound by D. Brooks,61,83
331,3,2:39.0,,M. Gasol makes 3-pt jump shot from 22 ft (assist by A. Harrison),61,86
332,3,2:22.0,T. Ulis makes 2-pt layup at rim,,63,86
333,3,2:03.0,,A. Harrison misses 2-pt jump shot from 15 ft,63,86
334,3,2:01.0,,Offensive rebound by I. Rabb,63,86
335,3,1:59.0,,I. Rabb makes 2-pt dunk at rim,63,88
336,3,1:50.0,J. Dudley makes 2-pt layup at rim (assist by T. Ulis),,65,88
337,3,1:50.0,Shooting foul by I. Rabb (drawn by J. Dudley),,65,88
338,3,1:50.0,,D. Davis enters the game for I. Rabb,65,88
339,3,1:50.0,,W. Selden enters the game for M. Gasol,65,88
340,3,1:50.0,J. Dudley makes free throw 1 of 1,,66,88
341,3,1:37.0,,D. Davis makes 2-pt layup at rim (assist by W. Selden),66,90
342,3,1:21.0,J. Jackson makes 3-pt jump shot from 25 ft (assist by D. Reed),,69,90
343,3,0:59.0,,Turnover by W. Selden (lost ball; steal by T. Ulis),69,90
344,3,0:55.0,T. Ulis makes 3-pt jump shot from 26 ft,,72,90
345,3,0:32.0,,D. Brooks misses 3-pt jump shot from 25 ft,72,90
346,3,0:30.0,,Offensive rebound by D. Davis,72,90
347,3,0:09.0,,W. Selden misses 3-pt jump shot from 25 ft,72,90
348,3,0:05.0,Defensive rebound by J. Jackson,,72,90
349,3,0:01.0,T. Ulis makes 2-pt jump shot from 12 ft,,74,90
350,4,11:42.0,,A. Harrison makes 2-pt jump shot from 17 ft,74,92
351,4,11:26.0,J. Jackson misses 3-pt jump shot from 24 ft,,74,92
352,4,11:23.0,,Defensive rebound by D. Brooks,74,92
353,4,11:12.0,,A. Harrison makes 3-pt jump shot from 25 ft (assist by D. Brooks),74,95
354,4,10:59.0,Shooting foul by A. Harrison (drawn by J. Jackson),,74,95
355,4,10:59.0,J. Jackson makes free throw 1 of 2,,75,95
356,4,10:59.0,T. Warren enters the game for D. Reed,,75,95
357,4,10:59.0,J. Jackson makes free throw 2 of 2,,76,95
358,4,10:38.0,,D. Davis makes 2-pt jump shot from 14 ft (assist by J. Martin),76,97
359,4,10:20.0,Offensive foul by A. Len (drawn by D. Brooks),,76,97
360,4,10:20.0,Turnover by A. Len (offensive foul),,76,97
361,4,9:59.0,,Shooting foul by A. Len (drawn by J. Martin),76,97
362,4,9:59.0,,J. Martin makes free throw 1 of 2,76,98
363,4,9:59.0,,J. Martin misses free throw 2 of 2,76,98
364,4,9:56.0,Defensive rebound by A. Len,,76,98
365,4,9:47.0,J. Jackson makes 2-pt jump shot from 20 ft,,78,98
366,4,9:33.0,,Personal foul by J. Jackson (drawn by W. Selden),78,98
367,4,9:33.0,,Turnover by D. Brooks (bad pass),78,98
368,4,9:31.0,Personal foul by A. Harrison (drawn by T. Ulis),,78,98
369,4,9:23.0,Shooting foul by W. Selden (drawn by A. Len),,78,98
370,4,9:23.0,A. Len makes free throw 1 of 2,,79,98
371,4,9:23.0,A. Len makes free throw 2 of 2,,80,98
372,4,9:11.0,,D. Brooks makes 3-pt jump shot from 26 ft (assist by J. Martin),80,101
373,4,9:05.0,,Offensive charge foul by J. Jackson (drawn by D. Brooks),80,101
374,4,9:05.0,Turnover by J. Jackson (offensive foul),,80,101
375,4,9:05.0,,T. Evans enters the game for D. Brooks,80,101
376,4,8:49.0,,A. Harrison makes 2-pt jump shot from 17 ft,80,103
377,4,8:34.0,A. Len makes 2-pt layup from 1 ft,,82,103
378,4,8:21.0,,J. Martin misses 3-pt jump shot from 22 ft,82,103
379,4,8:20.0,Defensive rebound by J. Jackson,,82,103
380,4,8:20.0,Personal foul by W. Selden (drawn by J. Jackson),,82,103
381,4,8:12.0,A. Len makes 2-pt layup from 1 ft (assist by T. Ulis),,84,103
382,4,7:51.0,,T. Evans makes 2-pt layup from 1 ft,84,105
383,4,7:45.0,Turnover by T. Ulis (bad pass; steal by J. Martin),,84,105
384,4,7:36.0,,D. Davis misses 2-pt layup at rim,84,105
385,4,7:33.0,Defensive rebound by T. Warren,,84,105
386,4,7:31.0,T. Warren makes 2-pt layup at rim,,86,105
387,4,7:31.0,Shooting foul by J. Martin (drawn by T. Warren),,86,105
388,4,7:31.0,,I. Rabb enters the game for W. Selden,86,105
