,QUARTER,TIME_REMAINING,MIAMI_ACTION,NEW YORK_ACTION,MIAMI_SCORE,NEW YORK_SCORE
70,1,4:01.0,D. Waiters misses 2-pt layup from 2 ft (block by D. McDermott),,12,20
71,1,4:00.0,Offensive rebound by Team,,12,20
72,1,3:49.0,J. Johnson makes 3-pt jump shot from 24 ft (assist by D. Waiters),,15,20
73,1,3:34.0,,Turnover by R. Sessions (bad pass; steal by D. Waiters),15,20
74,1,3:30.0,T. Johnson makes 2-pt layup from 2 ft (assist by D. Waiters),,17,20
75,1,3:17.0,,K. O'Quinn makes 2-pt hook shot from 7 ft,17,22
76,1,3:17.0,,Shooting foul by K. Olynyk (drawn by K. O'Quinn),17,22
77,1,3:17.0,,K. O'Quinn makes free throw 1 of 1,17,23
78,1,3:06.0,Shooting foul by R. Sessions (drawn by T. Johnson),,17,23
79,1,3:06.0,T. Johnson makes free throw 1 of 2,,18,23
80,1,3:06.0,T. Johnson makes free throw 2 of 2,,19,23
81,1,2:51.0,,Turnover by M. Beasley (bad pass; steal by W. Ellington),19,23
82,1,2:46.0,K. Olynyk misses 3-pt jump shot from 26 ft,,19,23
83,1,2:39.0,Offensive rebound by J. Johnson,,19,23
84,1,2:39.0,J. Johnson misses 2-pt layup at rim,,19,23
85,1,2:38.0,,Defensive rebound by K. O'Quinn,19,23
86,1,2:30.0,,C. Lee makes 2-pt jump shot from 9 ft,19,25
87,1,2:15.0,Turnover by K. Olynyk (lost ball; steal by R. Sessions),,19,25
88,1,2:08.0,,D. McDermott makes 2-pt layup from 1 ft (assist by R. Sessions),19,27
89,1,1:54.0,K. Olynyk makes 3-pt jump shot from 24 ft (assist by D. Waiters),,22,27
90,1,1:42.0,,R. Sessions misses 2-pt layup from 2 ft,22,27
91,1,1:40.0,,Offensive rebound by M. Beasley,22,27
92,1,1:37.0,,R. Sessions misses 3-pt jump shot from 22 ft,22,27
93,1,1:36.0,Defensive rebound by T. Johnson,,22,27
94,1,1:25.0,J. Johnson misses 3-pt jump shot from 23 ft,,22,27
95,1,1:24.0,,Defensive rebound by K. O'Quinn,22,27
96,1,1:13.0,,M. Beasley makes 2-pt hook shot from 3 ft (assist by C. Lee),22,29
97,1,1:00.0,Turnover by J. Johnson (lost ball; steal by C. Lee),,22,29
98,1,0:56.0,,R. Sessions makes 2-pt layup at rim (assist by C. Lee),22,31
99,1,0:38.0,J. Johnson misses 3-pt jump shot from 23 ft,,22,31
100,1,0:36.0,Offensive rebound by W. Ellington,,22,31
101,1,0:19.0,Turnover by D. Waiters (turnover),,22,31
102,1,0:19.0,B. Adebayo enters the game for D. Waiters,,22,31
103,1,0:19.0,J. Richardson enters the game for K. Olynyk,,22,31
104,1,0:03.0,,K. O'Quinn makes 2-pt jump shot from 15 ft (assist by R. Sessions),22,33
105,1,0:00.0,T. Johnson misses 3-pt jump shot from 48 ft,,22,33
106,1,0:00.0,Offensive rebound by Team,,22,33
107,2,11:44.0,J. Richardson misses 3-pt jump shot from 25 ft,,22,33
108,2,11:43.0,Offensive rebound by J. Johnson,,22,33
109,2,11:25.0,J. Richardson misses 3-pt jump shot from 26 ft,,22,33
110,2,11:24.0,,Defensive rebound by K. O'Quinn,22,33
111,2,11:06.0,,R. Sessions misses 2-pt layup at rim,22,33
112,2,11:05.0,Defensive rebound by B. Adebayo,,22,33
113,2,10:59.0,Shooting foul by L. Thomas (drawn by J. Johnson),,22,33
114,2,10:59.0,J. Johnson makes free throw 1 of 2,,23,33
115,2,10:59.0,J. Johnson misses free throw 2 of 2,,23,33
116,2,10:57.0,,Defensive rebound by K. O'Quinn,23,33
117,2,10:38.0,,Personal foul by B. Adebayo (drawn by K. O'Quinn),23,33
118,2,10:31.0,,Shooting foul by J. Richardson (drawn by T. Hardaway),23,33
119,2,10:31.0,,T. Hardaway misses free throw 1 of 2,23,33
120,2,10:31.0,,Offensive rebound by Team,23,33
121,2,10:31.0,,T. Hardaway makes free throw 2 of 2,23,34
122,2,10:25.0,Personal foul by D. McDermott (drawn by W. Ellington),,23,34
123,2,10:14.0,Turnover by T. Johnson (bad pass),,23,34
124,2,10:02.0,,T. Hardaway makes 2-pt layup from 4 ft (assist by R. Sessions),23,36
125,2,9:50.0,W. Ellington makes 3-pt jump shot from 24 ft (assist by J. Johnson),,26,36
126,2,9:37.0,,Shooting foul by J. Johnson (drawn by R. Sessions),26,36
127,2,9:37.0,,R. Sessions makes free throw 1 of 2,26,37
128,2,9:37.0,,R. Sessions makes free throw 2 of 2,26,38
129,2,9:16.0,J. Richardson misses 2-pt layup from 4 ft,,26,38
130,2,9:14.0,,Defensive rebound by K. O'Quinn,26,38
131,2,9:02.0,,Personal foul by T. Johnson (drawn by R. Sessions),26,38
132,2,9:02.0,,E. Freedom enters the game for R. Sessions,26,38
133,2,9:02.0,,J. Jack enters the game for K. O'Quinn,26,38
134,2,8:55.0,,Turnover by T. Hardaway (bad pass; steal by J. Johnson),26,38
135,2,8:51.0,Turnover by J. Johnson (lost ball; steal by T. Hardaway),,26,38
136,2,8:48.0,,E. Freedom makes 2-pt dunk from 2 ft (assist by T. Hardaway),26,40
137,2,8:29.0,Personal foul by J. Jack (drawn by J. Richardson),,26,40
138,2,8:14.0,J. Richardson makes 2-pt jump shot from 23 ft,,28,40
139,2,7:59.0,,E. Freedom makes 2-pt hook shot from 2 ft (assist by J. Jack),28,42
140,2,7:46.0,T. Johnson makes 2-pt jump shot from 23 ft,,30,42
141,2,7:29.0,,T. Hardaway makes 2-pt jump shot from 17 ft (assist by L. Thomas),30,44
142,2,7:22.0,Miami full timeout,,30,44
143,2,7:22.0,G. Dragić enters the game for J. Richardson,,30,44
144,2,7:10.0,T. Johnson misses 3-pt jump shot from 25 ft,,30,44
145,2,7:08.0,Offensive rebound by B. Adebayo,,30,44
146,2,7:01.0,B. Adebayo makes 2-pt layup at rim,,32,44
147,2,6:55.0,,Personal foul by B. Adebayo (drawn by L. Thomas),32,44
148,2,6:55.0,K. Olynyk enters the game for B. Adebayo,,32,44
149,2,6:55.0,,L. Thomas makes free throw 1 of 2,32,45
150,2,6:55.0,,L. Thomas makes free throw 2 of 2,32,46
151,2,6:39.0,W. Ellington misses 3-pt jump shot from 26 ft,,32,46
152,2,6:38.0,,Defensive rebound by E. Freedom,32,46
153,2,6:28.0,,T. Hardaway misses 2-pt jump shot from 9 ft,32,46
154,2,6:27.0,,Offensive rebound by E. Freedom,32,46
155,2,6:27.0,,E. Freedom makes 2-pt layup at rim,32,48
156,2,6:27.0,,Shooting foul by J. Johnson (drawn by E. Freedom),32,48
157,2,6:27.0,,E. Freedom makes free throw 1 of 1,32,49
158,2,6:16.0,Turnover by K. Olynyk (bad pass),,32,49
159,2,6:16.0,D. Waiters enters the game for T. Johnson,,32,49
160,2,6:00.0,,L. Thomas misses 3-pt jump shot from 24 ft,32,49
161,2,5:57.0,,Offensive rebound by E. Freedom,32,49
162,2,5:57.0,,Personal foul by J. Johnson (drawn by E. Freedom),32,49
163,2,5:57.0,B. Adebayo enters the game for J. Johnson,,32,49
164,2,5:57.0,,E. Freedom makes free throw 1 of 2,32,50
165,2,5:57.0,,E. Freedom misses free throw 2 of 2,32,50
166,2,5:54.0,Defensive rebound by B. Adebayo,,32,50
167,2,5:36.0,G. Dragić makes 2-pt jump shot from 7 ft,,34,50
168,2,5:22.0,,T. Hardaway misses 3-pt jump shot from 25 ft,34,50
169,2,5:21.0,Defensive rebound by K. Olynyk,,34,50
170,2,5:11.0,K. Olynyk makes 3-pt jump shot from 27 ft (assist by D. Waiters),,37,50
171,2,5:03.0,,New York full timeout,37,50
172,2,5:03.0,,C. Lee enters the game for D. McDermott,37,50
173,2,5:03.0,J. Richardson enters the game for W. Ellington,,37,50
174,2,4:45.0,,T. Hardaway makes 2-pt jump shot from 10 ft,37,52
175,2,4:32.0,Personal foul by L. Thomas (drawn by G. Dragić),,37,52
176,2,4:18.0,D. Waiters misses 2-pt jump shot from 4 ft,,37,52
177,2,4:16.0,,Defensive rebound by E. Freedom,37,52
178,2,4:12.0,,C. Lee misses 2-pt layup from 1 ft,37,52
179,2,4:11.0,Defensive rebound by K. Olynyk,,37,52
180,2,4:04.0,Personal foul by J. Jack (drawn by D. Waiters),,37,52
181,2,4:04.0,,M. Beasley enters the game for L. Thomas,37,52
182,2,4:04.0,D. Waiters makes free throw 1 of 2,,38,52
183,2,4:04.0,D. Waiters misses free throw 2 of 2,,38,52
184,2,4:01.0,Offensive rebound by K. Olynyk,,38,52
185,2,3:50.0,G. Dragić misses 2-pt jump shot from 17 ft,,38,52
186,2,3:49.0,,Defensive rebound by C. Lee,38,52
187,2,3:30.0,,Turnover by M. Beasley (traveling),38,52
188,2,3:17.0,J. Richardson misses 2-pt layup from 1 ft,,38,52
189,2,3:16.0,,Defensive rebound by E. Freedom,38,52
190,2,3:11.0,,J. Jack misses 3-pt jump shot from 25 ft,38,52
191,2,3:10.0,,Offensive rebound by M. Beasley,38,52
192,2,3:05.0,,T. Hardaway misses 3-pt jump shot from 27 ft,38,52
193,2,3:04.0,Defensive rebound by J. Richardson,,38,52
194,2,2:43.0,J. Richardson makes 3-pt jump shot from 25 ft (assist by G. Dragić),,41,52
195,2,2:30.0,,Personal foul by K. Olynyk (drawn by E. Freedom),41,52
196,2,2:30.0,J. Winslow enters the game for K. Olynyk,,41,52
197,2,2:30.0,,E. Freedom makes free throw 1 of 2,41,53
198,2,2:30.0,,E. Freedom makes free throw 2 of 2,41,54
199,2,2:26.0,Personal foul by E. Freedom (drawn by B. Adebayo),,41,54
200,2,2:26.0,B. Adebayo misses free throw 1 of 2,,41,54
201,2,2:26.0,Offensive rebound by Team,,41,54
202,2,2:26.0,B. Adebayo makes free throw 2 of 2,,42,54
203,2,2:07.0,,M. Beasley misses 3-pt jump shot from 25 ft,42,54
204,2,2:06.0,Defensive rebound by B. Adebayo,,42,54
205,2,1:50.0,Turnover by J. Richardson (lost ball; steal by E. Freedom),,42,54
206,2,1:46.0,,M. Beasley makes 2-pt dunk at rim (assist by E. Freedom),42,56
207,2,1:31.0,J. Richardson makes 2-pt jump shot from 17 ft (assist by G. Dragić),,44,56
208,2,1:12.0,,Personal foul by B. Adebayo (drawn by E. Freedom),44,56
209,2,1:12.0,Technical foul by Team,,44,56
210,2,1:12.0,J. Mickey enters the game for B. Adebayo,,44,56
211,2,1:12.0,,C. Lee makes technical free throw,44,57
212,2,1:12.0,,E. Freedom makes free throw 1 of 2,44,58
213,2,1:12.0,,E. Freedom makes free throw 2 of 2,44,59
214,2,1:02.0,G. Dragić misses 2-pt layup from 1 ft,,44,59
215,2,1:00.0,,Defensive rebound by M. Beasley,44,59
216,2,0:55.0,,M. Beasley misses 2-pt jump shot from 7 ft,44,59
217,2,0:53.0,,Offensive rebound by E. Freedom,44,59
218,2,0:52.0,,E. Freedom makes 2-pt hook shot from 4 ft,44,61
219,2,0:44.0,Shooting foul by M. Beasley (drawn by D. Waiters),,44,61
220,2,0:44.0,D. Waiters misses free throw 1 of 2,,44,61
221,2,0:44.0,Offensive rebound by Team,,44,61
222,2,0:44.0,D. Waiters misses free throw 2 of 2,,44,61
223,2,0:42.0,,Defensive rebound by E. Freedom,44,61
224,2,0:31.0,,C. Lee makes 2-pt jump shot from 6 ft,44,63
225,2,0:07.0,J. Richardson misses 3-pt jump shot from 25 ft,,44,63
226,2,0:07.0,Offensive rebound by J. Winslow,,44,63
227,2,0:03.0,J. Winslow misses 2-pt layup from 3 ft,,44,63
228,2,0:02.0,,Defensive rebound by E. Freedom,44,63
229,2,0:00.0,,T. Hardaway makes 2-pt jump shot from 21 ft (assist by J. Jack),44,65
230,3,11:45.0,G. Dragić misses 3-pt jump shot from 25 ft,,44,65
231,3,11:44.0,,Defensive rebound by M. Beasley,44,65
232,3,11:29.0,,Turnover by M. Beasley (bad pass; steal by J. Richardson),44,65
233,3,11:15.0,Turnover by J. Winslow (bad pass; steal by C. Lee),,44,65
234,3,11:05.0,,Turnover by C. Lee (bad pass; steal by B. Adebayo),44,65
235,3,10:57.0,D. Waiters makes 2-pt jump shot from 16 ft,,46,65
236,3,10:38.0,,C. Lee makes 2-pt jump shot from 17 ft,46,67
237,3,10:19.0,J. Richardson misses 3-pt jump shot from 24 ft,,46,67
238,3,10:17.0,,Defensive rebound by M. Beasley,46,67
239,3,9:58.0,,Shooting foul by G. Dragić (drawn by C. Lee),46,67
240,3,9:58.0,,C. Lee makes free throw 1 of 2,46,68
241,3,9:58.0,,C. Lee makes free throw 2 of 2,46,69
242,3,9:45.0,Turnover by B. Adebayo (lost ball; steal by C. Lee),,46,69
243,3,9:44.0,Violation by J. Richardson (kicked ball),,46,69
244,3,9:25.0,,E. Freedom makes 2-pt hook shot from 3 ft,46,71
245,3,9:09.0,J. Winslow makes 2-pt layup from 1 ft (assist by G. Dragić),,48,71
246,3,8:58.0,,Offensive foul by E. Freedom (drawn by B. Adebayo),48,71
247,3,8:58.0,,Turnover by E. Freedom (offensive foul),48,71
248,3,8:41.0,G. Dragić makes 2-pt layup from 1 ft (assist by J. Winslow),,50,71
249,3,8:28.0,,C. Lee misses 2-pt jump shot from 16 ft,50,71
250,3,8:25.0,Defensive rebound by J. Richardson,,50,71
251,3,8:22.0,D. Waiters misses 3-pt jump shot from 25 ft,,50,71
252,3,8:20.0,,Defensive rebound by J. Jack,50,71
253,3,8:15.0,,M. Beasley misses 2-pt layup from 1 ft (block by D. Waiters),50,71
254,3,8:14.0,Defensive rebound by G. Dragić,,50,71
255,3,7:55.0,G. Dragić misses 2-pt layup from 8 ft (block by C. Lee),,50,71
256,3,7:53.0,Offensive rebound by D. Waiters,,50,71
257,3,7:49.0,D. Waiters misses 3-pt jump shot from 23 ft,,50,71
258,3,7:47.0,,Defensive rebound by M. Beasley,50,71
259,3,7:40.0,,Shooting foul by D. Waiters (drawn by E. Freedom),50,71
260,3,7:40.0,,E. Freedom makes free throw 1 of 2,50,72
261,3,7:40.0,,E. Freedom makes free throw 2 of 2,50,73
262,3,7:26.0,B. Adebayo makes 2-pt dunk at rim (assist by D. Waiters),,52,73
263,3,7:03.0,,M. Beasley misses 3-pt jump shot from 24 ft,52,73
264,3,7:01.0,Defensive rebound by J. Richardson,,52,73
265,3,6:59.0,,Offensive charge foul by J. Richardson (drawn by T. Hardaway),52,73
266,3,6:59.0,Turnover by J. Richardson (offensive foul),,52,73
267,3,6:59.0,,L. Thomas enters the game for M. Beasley,52,73
268,3,6:59.0,,New York full timeout,52,73
269,3,6:48.0,,T. Hardaway misses 2-pt jump shot from 23 ft,52,73
270,3,6:46.0,Defensive rebound by J. Winslow,,52,73
271,3,6:23.0,D. Waiters misses 2-pt jump shot from 20 ft,,52,73
272,3,6:22.0,Offensive rebound by Team,,52,73
273,3,6:22.0,,Loose ball foul by T. Hardaway (drawn by B. Adebayo),52,73
274,3,6:12.0,G. Dragić misses 2-pt layup at rim,,52,73
275,3,6:10.0,Offensive rebound by G. Dragić,,52,73
276,3,6:08.0,Personal foul by T. Hardaway (drawn by J. Richardson),,52,73
277,3,6:03.0,G. Dragić misses 3-pt jump shot from 25 ft,,52,73
278,3,6:02.0,,Defensive rebound by L. Thomas,52,73
279,3,5:53.0,,Personal foul by J. Richardson (drawn by J. Jack),52,73
280,3,5:53.0,,D. McDermott enters the game for T. Hardaway,52,73
281,3,5:53.0,T. Johnson enters the game for J. Richardson,,52,73
282,3,5:40.0,,C. Lee makes 3-pt jump shot from 25 ft,52,76
283,3,5:12.0,T. Johnson misses 3-pt jump shot from 26 ft,,52,76
284,3,5:10.0,,Defensive rebound by J. Jack,52,76
285,3,5:06.0,,D. McDermott makes 2-pt layup from 1 ft (assist by J. Jack),52,78
286,3,5:06.0,Miami full timeout,,52,78
287,3,5:06.0,J. Johnson enters the game for J. Winslow,,52,78
288,3,4:54.0,J. Johnson misses 2-pt jump shot from 15 ft,,52,78
289,3,4:53.0,,Defensive rebound by E. Freedom,52,78
290,3,4:36.0,,Turnover by L. Thomas (bad pass),52,78
291,3,4:13.0,B. Adebayo makes 2-pt layup from 2 ft,,54,78
292,3,3:54.0,,D. McDermott makes 2-pt jump shot from 20 ft (assist by J. Jack),54,80
293,3,3:30.0,T. Johnson misses 3-pt jump shot from 26 ft,,54,80
294,3,3:28.0,,Defensive rebound by C. Lee,54,80
295,3,3:14.0,,Shooting foul by J. Johnson (drawn by L. Thomas),54,80
296,3,3:14.0,,R. Sessions enters the game for E. Freedom,54,80
297,3,3:14.0,,K. O'Quinn enters the game for J. Jack,54,80
298,3,3:14.0,K. Olynyk enters the game for G. Dragić,,54,80
299,3,3:14.0,W. Ellington enters the game for B. Adebayo,,54,80
300,3,3:14.0,,L. Thomas makes free throw 1 of 2,54,81
301,3,3:14.0,,L. Thomas makes free throw 2 of 2,54,82
302,3,2:51.0,Turnover by T. Johnson (bad pass; steal by K. O'Quinn),,54,82
303,3,2:40.0,,K. O'Quinn makes 2-pt jump shot from 14 ft (assist by R. Sessions),54,84
304,3,2:22.0,K. Olynyk makes 3-pt jump shot from 25 ft (assist by D. Waiters),,57,84
305,3,2:01.0,,D. McDermott makes 2-pt jump shot from 21 ft (assist by L. Thomas),57,86
306,3,1:48.0,T. Johnson makes 2-pt jump shot from 18 ft,,59,86
307,3,1:26.0,,R. Sessions misses 2-pt jump shot from 11 ft,59,86
308,3,1:25.0,Defensive rebound by J. Johnson,,59,86
309,3,1:11.0,D. Waiters makes 3-pt jump shot from 23 ft (assist by K. Olynyk),,62,86
310,3,0:42.0,,C. Lee misses 2-pt layup from 1 ft,62,86
311,3,0:40.0,Defensive rebound by K. Olynyk,,62,86
312,3,0:36.0,Shooting foul by K. O'Quinn (drawn by D. Waiters),,62,86
313,3,0:36.0,,T. Hardaway enters the game for C. Lee,62,86
314,3,0:36.0,D. Waiters makes free throw 1 of 2,,63,86
315,3,0:36.0,D. Waiters makes free throw 2 of 2,,64,86
316,3,0:25.0,,Turnover by K. O'Quinn (bad pass),64,86
317,3,0:03.0,,Offensive charge foul by K. Olynyk (drawn by K. O'Quinn),64,86
318,3,0:03.0,Turnover by K. Olynyk (offensive foul),,64,86
319,3,0:00.0,,K. O'Quinn makes 2-pt jump shot from 16 ft,64,88
320,4,11:41.0,,T. Hardaway misses 2-pt layup from 4 ft (block by J. Richardson),64,88
321,4,11:39.0,Defensive rebound by J. Johnson,,64,88
322,4,11:23.0,,Loose ball foul by K. O'Quinn (drawn by K. Olynyk),64,88
323,4,11:23.0,J. Johnson makes 3-pt jump shot from 25 ft (assist by J. Richardson),,67,88
324,4,11:23.0,K. Olynyk makes free throw 1 of 1,,68,88
325,4,11:08.0,,Turnover by K. O'Quinn (bad pass),68,88
326,4,10:54.0,W. Ellington misses 3-pt jump shot from 25 ft,,68,88
327,4,10:54.0,,Defensive rebound by L. Thomas,68,88
328,4,10:37.0,,L. Thomas makes 3-pt jump shot from 25 ft (assist by R. Sessions),68,91
329,4,10:24.0,W. Ellington misses 3-pt jump shot from 23 ft,,68,91
330,4,10:24.0,,Defensive rebound by L. Thomas,68,91
331,4,10:12.0,,R. Sessions makes 2-pt layup from 1 ft,68,93
332,4,10:04.0,J. Johnson makes 2-pt layup from 1 ft,,70,93
333,4,10:04.0,Shooting foul by K. O'Quinn (drawn by J. Johnson),,70,93
334,4,10:04.0,J. Johnson misses free throw 1 of 1,,70,93
335,4,10:01.0,,Defensive rebound by L. Thomas,70,93
336,4,9:52.0,,D. McDermott makes 2-pt layup from 1 ft (assist by K. O'Quinn),70,95
337,4,9:39.0,T. Johnson misses 2-pt jump shot from 14 ft,,70,95
338,4,9:36.0,,Defensive rebound by K. O'Quinn,70,95
339,4,9:27.0,,Shooting foul by J. Johnson (drawn by L. Thomas),70,95
340,4,9:27.0,B. Adebayo enters the game for J. Johnson,,70,95
341,4,9:27.0,,L. Thomas misses free throw 1 of 2,70,95
342,4,9:27.0,,Offensive rebound by Team,70,95
343,4,9:27.0,,L. Thomas makes free throw 2 of 2,70,96
344,4,9:23.0,Miami full timeout,,70,96
345,4,9:05.0,K. Olynyk misses 2-pt jump shot from 20 ft,,70,96
346,4,9:02.0,,Defensive rebound by D. McDermott,70,96
347,4,8:48.0,,Turnover by T. Hardaway (lost ball; steal by J. Richardson),70,96
348,4,8:48.0,Personal foul by T. Hardaway (drawn by J. Richardson),,70,96
349,4,8:48.0,,R. Baker enters the game for T. Hardaway,70,96
350,4,8:48.0,,W. Hernangómez enters the game for K. O'Quinn,70,96
351,4,8:37.0,J. Richardson makes 2-pt layup from 2 ft (assist by T. Johnson),,72,96
352,4,8:19.0,,R. Sessions makes 2-pt layup from 1 ft,72,98
353,4,8:00.0,J. Richardson misses 3-pt jump shot from 22 ft,,72,98
354,4,7:58.0,,Defensive rebound by D. McDermott,72,98
355,4,7:51.0,,R. Sessions misses 2-pt layup from 3 ft,72,98
356,4,7:50.0,Defensive rebound by Team,,72,98
357,4,7:50.0,,Loose ball foul by W. Hernangómez (drawn by B. Adebayo),72,98
358,4,7:35.0,Personal foul by R. Baker (drawn by J. Richardson),,72,98
359,4,7:35.0,J. Richardson makes free throw 1 of 2,,73,98
360,4,7:35.0,J. Richardson misses free throw 2 of 2,,73,98
361,4,7:30.0,,Defensive rebound by R. Baker,73,98
362,4,7:25.0,,W. Hernangómez makes 2-pt dunk at rim (assist by R. Sessions),73,100
363,4,7:01.0,J. Richardson misses 3-pt jump shot from 27 ft,,73,100
364,4,6:57.0,,Defensive rebound by W. Hernangómez,73,100
365,4,6:39.0,,W. Hernangómez misses 2-pt layup from 1 ft,73,100
366,4,6:37.0,Defensive rebound by K. Olynyk,,73,100
367,4,6:24.0,B. Adebayo misses 2-pt layup at rim (block by W. Hernangómez),,73,100
368,4,6:22.0,,Defensive rebound by W. Hernangómez,73,100
369,4,6:03.0,,Turnover by W. Hernangómez (out of bounds lost ball),73,100
370,4,5:53.0,W. Ellington misses 3-pt jump shot from 25 ft,,73,100
371,4,5:51.0,,Defensive rebound by W. Hernangómez,73,100
372,4,5:50.0,,New York full timeout,73,100
373,4,5:50.0,,D. Dotson enters the game for L. Thomas,73,100
374,4,5:41.0,,W. Hernangómez makes 2-pt dunk from 1 ft (assist by R. Baker),73,102
375,4,5:25.0,Turnover by K. Olynyk (bad pass; steal by R. Baker),,73,102
376,4,5:15.0,,Turnover by D. McDermott (bad pass; steal by W. Ellington),73,102
377,4,5:08.0,T. Johnson makes 2-pt layup from 2 ft,,75,102
378,4,4:55.0,,Turnover by R. Baker (bad pass; steal by T. Johnson),75,102
379,4,4:52.0,K. Olynyk makes 2-pt dunk from 1 ft (assist by T. Johnson),,77,102
