,QUARTER,TIME_REMAINING,ATLANTA_ACTION,CLEVELAND_ACTION,ATLANTA_SCORE,CLEVELAND_SCORE
26,1,8:08.0,T. Prince makes 2-pt layup at rim,,10,9
27,1,7:55.0,,J. Crowder makes 3-pt jump shot from 25 ft (assist by J. Smith),10,12
28,1,7:41.0,T. Prince makes 3-pt jump shot from 25 ft (assist by D. Schröder),,13,12
29,1,7:24.0,,Turnover by J. Smith (lost ball; steal by K. Bazemore),13,12
30,1,7:07.0,T. Cavanaugh misses 2-pt jump shot from 4 ft,,13,12
31,1,7:05.0,Offensive rebound by T. Cavanaugh,,13,12
32,1,7:04.0,Offensive foul by T. Prince (drawn by J. Calderón),,13,12
33,1,7:04.0,Turnover by T. Prince (offensive foul),,13,12
34,1,6:50.0,,L. James makes 2-pt layup from 1 ft,13,14
35,1,6:50.0,Atlanta full timeout,,13,14
36,1,6:29.0,D. Schröder makes 2-pt jump shot from 20 ft (assist by T. Prince),,15,14
37,1,6:09.0,,J. Calderón makes 3-pt jump shot from 21 ft (assist by L. James),15,17
38,1,5:49.0,Offensive foul by E. İlyasova (drawn by L. James),,15,17
39,1,5:49.0,Turnover by E. İlyasova (offensive foul),,15,17
40,1,5:49.0,,T. Thompson enters the game for L. James,15,17
41,1,5:33.0,,K. Love misses 2-pt jump shot from 14 ft,15,17
42,1,5:31.0,Defensive rebound by T. Prince,,15,17
43,1,5:23.0,T. Prince makes 2-pt layup at rim,,17,17
44,1,5:15.0,,Personal foul by K. Bazemore (drawn by J. Smith),17,17
45,1,5:15.0,M. Belinelli enters the game for T. Prince,,17,17
46,1,5:15.0,M. Plumlee enters the game for K. Bazemore,,17,17
47,1,5:15.0,D. Bembry enters the game for T. Cavanaugh,,17,17
48,1,5:09.0,,K. Love makes 3-pt jump shot from 25 ft (assist by J. Smith),17,20
49,1,4:45.0,E. İlyasova makes 2-pt jump shot from 18 ft (assist by M. Belinelli),,19,20
50,1,4:33.0,,Turnover by J. Smith (bad pass),19,20
51,1,4:23.0,D. Bembry misses 2-pt layup from 1 ft,,19,20
52,1,4:20.0,,Defensive rebound by K. Love,19,20
53,1,3:58.0,,K. Love makes 2-pt layup at rim (assist by J. Calderón),19,22
54,1,3:37.0,M. Plumlee misses 2-pt hook shot from 11 ft,,19,22
55,1,3:35.0,,Defensive rebound by K. Love,19,22
56,1,3:27.0,,J. Calderón makes 3-pt jump shot from 23 ft (assist by J. Smith),19,25
57,1,3:10.0,D. Schröder makes 3-pt jump shot from 26 ft,,22,25
58,1,2:50.0,,J. Crowder misses 3-pt jump shot from 22 ft,22,25
59,1,2:48.0,Defensive rebound by D. Bembry,,22,25
60,1,2:41.0,D. Schröder misses 3-pt jump shot from 26 ft,,22,25
61,1,2:41.0,,Defensive rebound by Team,22,25
62,1,2:41.0,,Cleveland full timeout,22,25
63,1,2:41.0,,J. Green enters the game for J. Smith,22,25
64,1,2:41.0,,K. Korver enters the game for J. Crowder,22,25
65,1,2:41.0,I. Taylor enters the game for E. İlyasova,,22,25
66,1,2:41.0,L. Babbitt enters the game for D. Schröder,,22,25
67,1,2:20.0,,K. Love misses 2-pt hook shot from 9 ft,22,25
68,1,2:18.0,Defensive rebound by L. Babbitt,,22,25
69,1,2:12.0,M. Belinelli makes 3-pt jump shot from 26 ft,,25,25
70,1,1:53.0,,Turnover by K. Korver (bad pass; steal by M. Belinelli),25,25
71,1,1:50.0,,Offensive charge foul by I. Taylor (drawn by J. Calderón),25,25
72,1,1:50.0,Turnover by I. Taylor (offensive foul),,25,25
73,1,1:50.0,,L. James enters the game for K. Love,25,25
74,1,1:50.0,,C. Osman enters the game for J. Calderón,25,25
75,1,1:40.0,,K. Korver misses 2-pt jump shot from 11 ft,25,25
76,1,1:40.0,Defensive rebound by Team,,25,25
77,1,1:40.0,,Loose ball foul by C. Osman (drawn by M. Belinelli),25,25
78,1,1:20.0,M. Belinelli misses 3-pt jump shot from 25 ft,,25,25
79,1,1:16.0,,Defensive rebound by J. Green,25,25
80,1,1:03.0,,K. Korver makes 3-pt jump shot from 22 ft (assist by L. James),25,28
81,1,0:42.0,D. Bembry makes 3-pt jump shot from 26 ft (assist by I. Taylor),,28,28
82,1,0:33.0,,Personal foul by M. Plumlee (drawn by T. Thompson),28,28
83,1,0:27.0,,K. Korver makes 3-pt jump shot from 30 ft (assist by L. James),28,31
84,1,0:11.0,I. Taylor misses 3-pt jump shot from 25 ft,,28,31
85,1,0:08.0,Offensive rebound by D. Bembry,,28,31
86,1,0:04.0,D. Bembry makes 2-pt layup from 1 ft,,30,31
87,1,0:04.0,Shooting foul by L. James (drawn by D. Bembry),,30,31
88,1,0:04.0,D. Bembry makes free throw 1 of 1,,31,31
89,1,0:00.0,,J. Green misses 3-pt jump shot from 29 ft,31,31
90,1,0:00.0,,Offensive rebound by Team,31,31
91,2,11:43.0,T. Cavanaugh misses 3-pt jump shot from 25 ft,,31,31
92,2,11:38.0,,Defensive rebound by J. Green,31,31
93,2,11:32.0,,C. Frye makes 2-pt jump shot from 17 ft (assist by L. James),31,33
94,2,11:04.0,L. Babbitt misses 2-pt jump shot from 9 ft,,31,33
95,2,11:00.0,,Defensive rebound by C. Osman,31,33
96,2,10:54.0,,Shooting foul by L. Babbitt (drawn by J. Green),31,33
97,2,10:54.0,,J. Green makes free throw 1 of 2,31,34
98,2,10:54.0,T. Prince enters the game for L. Babbitt,,31,34
99,2,10:54.0,K. Bazemore enters the game for D. Bembry,,31,34
100,2,10:54.0,,J. Green makes free throw 2 of 2,31,35
101,2,10:45.0,M. Belinelli misses 2-pt jump shot from 17 ft,,31,35
102,2,10:38.0,Offensive rebound by T. Cavanaugh,,31,35
103,2,10:37.0,M. Belinelli misses 2-pt layup at rim,,31,35
104,2,10:37.0,,Defensive rebound by C. Osman,31,35
105,2,10:32.0,,J. Green makes 2-pt dunk at rim (assist by L. James),31,37
106,2,10:31.0,,Shooting foul by T. Prince (drawn by J. Green),31,37
107,2,10:31.0,,J. Green makes free throw 1 of 1,31,38
108,2,10:19.0,Turnover by T. Cavanaugh (out of bounds lost ball),,31,38
109,2,10:10.0,,Turnover by K. Korver (bad pass; steal by T. Cavanaugh),31,38
110,2,10:03.0,T. Cavanaugh misses 3-pt jump shot from 26 ft,,31,38
111,2,9:59.0,,Defensive rebound by K. Korver,31,38
112,2,9:53.0,,C. Osman misses 3-pt jump shot from 25 ft,31,38
113,2,9:50.0,Defensive rebound by T. Prince,,31,38
114,2,9:28.0,K. Bazemore makes 2-pt layup from 1 ft,,33,38
115,2,9:13.0,,L. James misses 3-pt jump shot from 25 ft,33,38
116,2,9:11.0,Defensive rebound by K. Bazemore,,33,38
117,2,9:03.0,M. Belinelli misses 2-pt layup from 1 ft,,33,38
118,2,8:58.0,Offensive rebound by T. Cavanaugh,,33,38
119,2,8:58.0,T. Cavanaugh makes 2-pt layup at rim,,35,38
120,2,8:37.0,,C. Osman misses 3-pt jump shot from 27 ft,35,38
121,2,8:34.0,Defensive rebound by K. Bazemore,,35,38
122,2,8:19.0,Turnover by K. Bazemore (bad pass; steal by L. James),,35,38
123,2,8:14.0,,L. James makes 2-pt layup from 1 ft,35,40
124,2,8:13.0,Atlanta full timeout,,35,40
125,2,8:13.0,L. Babbitt enters the game for M. Belinelli,,35,40
126,2,8:13.0,D. Schröder enters the game for I. Taylor,,35,40
127,2,8:03.0,Personal foul by K. Korver (drawn by T. Prince),,35,40
128,2,7:50.0,Turnover by K. Bazemore (lost ball; steal by L. James),,35,40
129,2,7:45.0,,Turnover by J. Green (lost ball; steal by L. Babbitt),35,40
130,2,7:32.0,D. Schröder misses 2-pt jump shot from 14 ft,,35,40
131,2,7:30.0,,Defensive rebound by L. James,35,40
132,2,7:22.0,,C. Osman makes 2-pt layup at rim (assist by L. James),35,42
133,2,7:03.0,D. Schröder misses 3-pt jump shot from 25 ft,,35,42
134,2,7:01.0,,Defensive rebound by L. James,35,42
135,2,6:44.0,,K. Korver misses 2-pt layup from 1 ft,35,42
136,2,6:44.0,Defensive rebound by Team,,35,42
137,2,6:44.0,,Loose ball foul by C. Osman (drawn by D. Schröder),35,42
138,2,6:44.0,,J. Smith enters the game for C. Osman,35,42
139,2,6:27.0,T. Prince makes 2-pt layup at rim (assist by D. Schröder),,37,42
140,2,6:14.0,,J. Green misses 2-pt layup from 1 ft (block by K. Bazemore),37,42
141,2,6:12.0,Defensive rebound by T. Cavanaugh,,37,42
142,2,6:06.0,L. Babbitt misses 3-pt jump shot from 27 ft,,37,42
143,2,6:03.0,,Defensive rebound by C. Frye,37,42
144,2,5:55.0,,K. Korver makes 3-pt jump shot from 22 ft (assist by J. Smith),37,45
145,2,5:41.0,D. Schröder misses 2-pt jump shot from 16 ft,,37,45
146,2,5:41.0,Offensive rebound by Team,,37,45
147,2,5:38.0,,K. Love enters the game for C. Frye,37,45
148,2,5:38.0,E. İlyasova enters the game for T. Cavanaugh,,37,45
149,2,5:25.0,T. Prince makes 2-pt hook shot from 9 ft,,39,45
150,2,5:24.0,,Cleveland full timeout,39,45
151,2,5:24.0,,J. Calderón enters the game for L. James,39,45
152,2,5:24.0,,J. Crowder enters the game for J. Green,39,45
153,2,5:11.0,,J. Calderón misses 3-pt jump shot from 25 ft,39,45
154,2,5:11.0,Defensive rebound by K. Bazemore,,39,45
155,2,5:02.0,D. Schröder makes 2-pt layup at rim,,41,45
156,2,4:52.0,,K. Korver misses 3-pt jump shot from 24 ft (block by K. Bazemore),41,45
157,2,4:52.0,,Offensive rebound by K. Love,41,45
158,2,4:51.0,,Personal foul by T. Prince (drawn by K. Love),41,45
159,2,4:51.0,M. Belinelli enters the game for T. Prince,,41,45
160,2,4:51.0,D. Bembry enters the game for K. Bazemore,,41,45
161,2,4:42.0,,K. Korver makes 3-pt jump shot from 25 ft (assist by K. Love),41,48
162,2,4:16.0,L. Babbitt makes 3-pt jump shot from 23 ft (assist by E. İlyasova),,44,48
163,2,3:57.0,,Def 3 sec tech foul by L. Babbitt,44,48
164,2,3:57.0,,K. Korver makes technical free throw,44,49
165,2,3:49.0,,J. Smith misses 2-pt layup at rim,44,49
166,2,3:46.0,,Offensive rebound by K. Love,44,49
167,2,3:44.0,,K. Love misses 2-pt layup at rim,44,49
168,2,3:44.0,,Offensive rebound by K. Love,44,49
169,2,3:44.0,,K. Love makes 2-pt layup at rim,44,51
170,2,3:44.0,,Shooting foul by L. Babbitt (drawn by K. Love),44,51
171,2,3:44.0,,K. Love makes free throw 1 of 1,44,52
172,2,3:31.0,E. İlyasova misses 2-pt jump shot from 17 ft,,44,52
173,2,3:28.0,,Defensive rebound by J. Smith,44,52
174,2,3:23.0,,J. Crowder misses 2-pt jump shot from 23 ft (block by L. Babbitt),44,52
175,2,3:20.0,,Offensive rebound by K. Love,44,52
176,2,3:20.0,,Offensive foul by J. Crowder (drawn by D. Bembry),44,52
177,2,3:20.0,,Turnover by J. Crowder (offensive foul),44,52
178,2,3:20.0,,L. James enters the game for K. Korver,44,52
179,2,3:08.0,E. İlyasova misses 3-pt jump shot from 22 ft,,44,52
180,2,3:05.0,,Defensive rebound by J. Smith,44,52
181,2,2:59.0,,Turnover by K. Love (traveling),44,52
182,2,2:42.0,D. Schröder misses 2-pt layup from 4 ft (block by J. Crowder),,44,52
183,2,2:42.0,,Defensive rebound by Team,44,52
184,2,2:25.0,,K. Love makes 3-pt jump shot from 22 ft (assist by J. Calderón),44,55
185,2,2:08.0,,Violation by J. Smith (kicked ball),44,55
186,2,2:00.0,E. İlyasova makes 2-pt hook shot from 2 ft (assist by D. Schröder),,46,55
187,2,1:35.0,,L. James makes 2-pt dunk from 1 ft (assist by J. Smith),46,57
188,2,1:22.0,Turnover by M. Belinelli (lost ball; steal by J. Calderón),,46,57
189,2,1:16.0,,J. Crowder makes 2-pt layup from 1 ft (assist by L. James),46,59
190,2,1:16.0,Atlanta full timeout,,46,59
191,2,0:53.0,E. İlyasova misses 2-pt jump shot from 18 ft,,46,59
192,2,0:50.0,,Defensive rebound by J. Smith,46,59
193,2,0:45.0,,K. Love misses 3-pt jump shot from 23 ft,46,59
194,2,0:44.0,,Offensive rebound by Team,46,59
195,2,0:41.0,,Turnover by J. Smith (bad pass; steal by D. Bembry),46,59
196,2,0:41.0,D. Bembry makes 2-pt dunk at rim,,48,59
197,2,0:22.0,,J. Crowder makes 3-pt jump shot from 25 ft (assist by L. James),48,62
198,2,0:01.0,Personal foul by J. Crowder (drawn by D. Schröder),,48,62
199,2,0:01.0,K. Bazemore enters the game for L. Babbitt,,48,62
200,2,0:00.0,K. Bazemore misses 3-pt jump shot from 28 ft,,48,62
201,2,0:00.0,Offensive rebound by Team,,48,62
202,3,11:46.0,D. Schröder misses 2-pt layup from 2 ft,,48,62
203,3,11:46.0,,Defensive rebound by Team,48,62
204,3,11:28.0,,L. James makes 2-pt jump shot from 14 ft (assist by K. Love),48,64
205,3,11:16.0,T. Prince misses 3-pt jump shot from 24 ft,,48,64
206,3,11:13.0,,Defensive rebound by K. Love,48,64
207,3,11:03.0,,L. James makes 2-pt jump shot from 15 ft,48,66
208,3,10:43.0,D. Schröder makes 2-pt jump shot from 17 ft (assist by K. Bazemore),,50,66
209,3,10:25.0,,Turnover by J. Crowder (bad pass; steal by E. İlyasova),50,66
210,3,10:22.0,Offensive foul by T. Cavanaugh (drawn by J. Calderón),,50,66
211,3,10:22.0,Turnover by T. Cavanaugh (offensive foul),,50,66
212,3,10:10.0,,J. Calderón makes 3-pt jump shot from 26 ft (assist by L. James),50,69
213,3,9:56.0,Personal foul by L. James (drawn by T. Prince),,50,69
214,3,9:45.0,T. Prince makes 2-pt layup from 1 ft,,52,69
215,3,9:26.0,,J. Crowder misses 3-pt jump shot from 25 ft,52,69
216,3,9:24.0,Defensive rebound by T. Prince,,52,69
217,3,9:19.0,Personal block foul by J. Crowder (drawn by K. Bazemore),,52,69
218,3,9:18.0,Personal foul by J. Smith (drawn by K. Bazemore),,52,69
219,3,9:08.0,E. İlyasova misses 2-pt jump shot from 7 ft,,52,69
220,3,9:06.0,,Defensive rebound by L. James,52,69
221,3,8:49.0,,L. James makes 2-pt jump shot from 15 ft (assist by J. Smith),52,71
222,3,8:32.0,Turnover by T. Prince (lost ball; steal by J. Smith),,52,71
223,3,8:20.0,,J. Crowder makes 2-pt layup from 1 ft (assist by L. James),52,73
224,3,8:20.0,Atlanta full timeout,,52,73
225,3,8:20.0,D. Bembry enters the game for T. Cavanaugh,,52,73
226,3,8:08.0,K. Bazemore makes 3-pt jump shot from 24 ft (assist by E. İlyasova),,55,73
227,3,7:54.0,,Personal foul by K. Bazemore (drawn by J. Smith),55,73
228,3,7:51.0,,J. Smith makes 3-pt jump shot from 24 ft (assist by J. Crowder),55,76
229,3,7:35.0,E. İlyasova misses 3-pt jump shot from 26 ft,,55,76
230,3,7:31.0,,Defensive rebound by J. Smith,55,76
231,3,7:25.0,,K. Love misses 2-pt layup from 1 ft,55,76
232,3,7:22.0,Defensive rebound by D. Schröder,,55,76
233,3,7:19.0,T. Prince makes 3-pt jump shot from 23 ft (assist by K. Bazemore),,58,76
234,3,6:58.0,,K. Love misses 2-pt layup from 2 ft,58,76
235,3,6:54.0,Defensive rebound by K. Bazemore,,58,76
236,3,6:53.0,K. Bazemore makes 3-pt jump shot from 25 ft,,61,76
237,3,6:52.0,,Cleveland full timeout,61,76
238,3,6:37.0,,L. James misses 2-pt jump shot from 13 ft,61,76
239,3,6:35.0,Defensive rebound by K. Bazemore,,61,76
240,3,6:29.0,K. Bazemore misses 2-pt jump shot from 3 ft,,61,76
241,3,6:26.0,Offensive rebound by E. İlyasova,,61,76
242,3,6:26.0,E. İlyasova misses 2-pt layup at rim,,61,76
243,3,6:26.0,,Defensive rebound by J. Calderón,61,76
244,3,6:26.0,,Personal foul by D. Schröder (drawn by J. Calderón),61,76
245,3,6:18.0,,Personal foul by E. İlyasova (drawn by L. James),61,76
246,3,6:09.0,,J. Calderón makes 2-pt layup from 2 ft,61,78
247,3,6:00.0,D. Schröder makes 3-pt jump shot from 25 ft,,64,78
248,3,5:46.0,,J. Smith misses 2-pt layup from 1 ft (block by D. Bembry),64,78
249,3,5:45.0,,Offensive rebound by J. Crowder,64,78
250,3,5:44.0,,J. Crowder makes 2-pt layup at rim,64,80
251,3,5:44.0,,Shooting foul by K. Bazemore (drawn by J. Crowder),64,80
252,3,5:44.0,,J. Crowder makes free throw 1 of 1,64,81
253,3,5:35.0,D. Schröder misses 3-pt jump shot from 25 ft,,64,81
254,3,5:35.0,,Defensive rebound by L. James,64,81
255,3,5:16.0,,L. James makes 2-pt layup from 1 ft (assist by J. Calderón),64,83
256,3,5:00.0,E. İlyasova misses 3-pt jump shot from 26 ft,,64,83
257,3,5:00.0,,Defensive rebound by L. James,64,83
258,3,4:41.0,,J. Calderón makes 3-pt jump shot from 24 ft (assist by J. Smith),64,86
259,3,4:22.0,Shooting foul by L. James (drawn by T. Prince),,64,86
260,3,4:22.0,T. Prince makes free throw 1 of 2,,65,86
261,3,4:22.0,,J. Green enters the game for L. James,65,86
262,3,4:22.0,T. Cavanaugh enters the game for E. İlyasova,,65,86
263,3,4:22.0,M. Belinelli enters the game for K. Bazemore,,65,86
264,3,4:22.0,T. Prince makes free throw 2 of 2,,66,86
265,3,4:08.0,,J. Smith misses 3-pt jump shot from 25 ft,66,86
266,3,4:05.0,Defensive rebound by T. Prince,,66,86
267,3,3:57.0,T. Prince makes 2-pt jump shot from 9 ft (assist by D. Schröder),,68,86
268,3,3:44.0,,K. Love misses 2-pt jump shot from 17 ft,68,86
269,3,3:42.0,Defensive rebound by T. Prince,,68,86
270,3,3:34.0,D. Bembry misses 2-pt layup from 1 ft,,68,86
271,3,3:31.0,,Defensive rebound by K. Love,68,86
272,3,3:24.0,,J. Green makes 2-pt hook shot from 1 ft (assist by J. Calderón),68,88
273,3,2:55.0,D. Schröder misses 2-pt layup from 1 ft,,68,88
274,3,2:53.0,,Defensive rebound by K. Love,68,88
275,3,2:41.0,,J. Smith misses 2-pt jump shot from 12 ft,68,88
276,3,2:38.0,Defensive rebound by T. Cavanaugh,,68,88
277,3,2:33.0,M. Belinelli makes 3-pt jump shot from 25 ft (assist by D. Schröder),,71,88
278,3,2:15.0,,Personal foul by T. Cavanaugh (drawn by K. Love),71,88
279,3,2:15.0,,K. Love misses free throw 1 of 2,71,88
280,3,2:15.0,,Offensive rebound by Team,71,88
281,3,2:15.0,,K. Korver enters the game for J. Smith,71,88
282,3,2:15.0,L. Babbitt enters the game for T. Prince,,71,88
283,3,2:15.0,I. Taylor enters the game for D. Schröder,,71,88
284,3,2:15.0,,K. Love misses free throw 2 of 2,71,88
285,3,2:11.0,Defensive rebound by T. Cavanaugh,,71,88
286,3,2:04.0,L. Babbitt misses 3-pt jump shot from 25 ft,,71,88
287,3,2:04.0,,Defensive rebound by Team,71,88
288,3,2:04.0,,C. Frye enters the game for K. Love,71,88
289,3,1:52.0,,C. Frye makes 2-pt jump shot from 23 ft (assist by J. Green),71,90
290,3,1:37.0,T. Cavanaugh misses 2-pt jump shot from 17 ft,,71,90
291,3,1:37.0,,Defensive rebound by J. Green,71,90
292,3,1:28.0,,J. Green makes 2-pt layup from 1 ft,71,92
293,3,1:15.0,M. Belinelli misses 2-pt jump shot from 22 ft,,71,92
294,3,1:14.0,Offensive rebound by Team,,71,92
295,3,1:14.0,,Loose ball foul by J. Calderón (drawn by T. Cavanaugh),71,92
296,3,1:14.0,T. Cavanaugh makes free throw 1 of 2,,72,92
297,3,1:14.0,,C. Osman enters the game for J. Calderón,72,92
298,3,1:14.0,T. Cavanaugh makes free throw 2 of 2,,73,92
299,3,0:59.0,,C. Osman makes 2-pt layup from 1 ft,73,94
300,3,0:44.0,M. Belinelli makes 2-pt jump shot from 11 ft (assist by D. Bembry),,75,94
301,3,0:33.0,,K. Korver misses 3-pt jump shot from 27 ft,75,94
302,3,0:30.0,Defensive rebound by T. Cavanaugh,,75,94
303,3,0:23.0,L. Babbitt misses 2-pt jump shot from 5 ft (block by C. Frye),,75,94
304,3,0:20.0,Offensive rebound by I. Taylor,,75,94
305,3,0:18.0,D. Bembry misses 2-pt jump shot from 5 ft,,75,94
306,3,0:18.0,Offensive rebound by T. Cavanaugh,,75,94
307,3,0:17.0,T. Cavanaugh makes 2-pt layup at rim,,77,94
308,3,0:04.0,,J. Green misses 2-pt jump shot from 18 ft,77,94
309,3,0:02.0,Defensive rebound by Team,,77,94
310,3,0:00.0,M. Belinelli misses 3-pt jump shot from 51 ft,,77,94
311,3,0:00.0,Offensive rebound by Team,,77,94
312,4,11:45.0,,K. Korver misses 3-pt jump shot from 27 ft,77,94
313,4,11:41.0,Defensive rebound by D. Bembry,,77,94
314,4,11:37.0,M. Belinelli misses 3-pt jump shot from 25 ft,,77,94
315,4,11:33.0,,Defensive rebound by L. James,77,94
316,4,11:24.0,,J. Green makes 2-pt layup from 1 ft (assist by L. James),77,96
317,4,11:07.0,I. Taylor misses 2-pt jump shot from 4 ft,,77,96
318,4,11:06.0,Offensive rebound by T. Cavanaugh,,77,96
319,4,11:05.0,T. Cavanaugh misses 2-pt layup at rim,,77,96
320,4,11:04.0,,Defensive rebound by C. Osman,77,96
321,4,11:03.0,,Turnover by C. Osman (bad pass; steal by I. Taylor),77,96
322,4,11:00.0,D. Bembry makes 2-pt dunk from 1 ft (assist by I. Taylor),,79,96
323,4,10:43.0,,J. Green makes 2-pt jump shot from 12 ft (assist by L. James),79,98
324,4,10:35.0,I. Taylor makes 2-pt layup at rim,,81,98
325,4,10:26.0,,K. Korver makes 3-pt jump shot from 26 ft (assist by L. James),81,101
326,4,10:08.0,D. Bembry misses 2-pt layup from 1 ft,,81,101
327,4,10:06.0,,Defensive rebound by L. James,81,101
328,4,10:02.0,,C. Osman makes 3-pt jump shot from 22 ft (assist by L. James),81,104
329,4,10:01.0,Atlanta full timeout,,81,104
330,4,10:01.0,M. Plumlee enters the game for M. Belinelli,,81,104
331,4,10:01.0,T. Prince enters the game for T. Cavanaugh,,81,104
332,4,10:01.0,K. Bazemore enters the game for D. Bembry,,81,104
333,4,9:44.0,Turnover by K. Bazemore (bad pass; steal by C. Frye),,81,104
334,4,9:37.0,,C. Osman misses 2-pt layup from 1 ft,81,104
335,4,9:34.0,Defensive rebound by L. Babbitt,,81,104
336,4,9:31.0,Shooting foul by J. Green (drawn by T. Prince),,81,104
337,4,9:31.0,T. Prince makes free throw 1 of 2,,82,104
338,4,9:31.0,T. Prince makes free throw 2 of 2,,83,104
339,4,9:24.0,Violation by I. Taylor (kicked ball),,83,104
340,4,9:12.0,,C. Frye makes 2-pt hook shot from 3 ft (assist by L. James),83,106
341,4,9:03.0,Personal foul by C. Osman (drawn by I. Taylor),,83,106
342,4,8:55.0,M. Plumlee makes 2-pt layup from 1 ft (assist by K. Bazemore),,85,106
343,4,8:30.0,,L. James makes 3-pt jump shot from 23 ft,85,109
344,4,8:12.0,K. Bazemore makes 3-pt jump shot from 25 ft (assist by T. Prince),,88,109
345,4,7:50.0,,L. James makes 2-pt jump shot from 14 ft,88,111
346,4,7:33.0,K. Bazemore misses 3-pt jump shot from 25 ft,,88,111
347,4,7:29.0,,Defensive rebound by C. Osman,88,111
348,4,7:21.0,,J. Green misses 3-pt jump shot from 22 ft,88,111
349,4,7:20.0,Defensive rebound by Team,,88,111
350,4,7:20.0,,Loose ball foul by L. James (drawn by T. Prince),88,111
351,4,7:20.0,T. Cavanaugh enters the game for L. Babbitt,,88,111
352,4,7:03.0,T. Cavanaugh makes 3-pt jump shot from 24 ft (assist by K. Bazemore),,91,111
353,4,6:44.0,,K. Korver makes 3-pt jump shot from 22 ft (assist by C. Frye),91,114
354,4,6:25.0,K. Bazemore makes 3-pt jump shot from 29 ft (assist by T. Cavanaugh),,94,114
355,4,6:00.0,,C. Osman misses 3-pt jump shot from 22 ft,94,114
356,4,5:57.0,Defensive rebound by K. Bazemore,,94,114
357,4,5:52.0,K. Bazemore misses 3-pt jump shot from 29 ft,,94,114
358,4,5:46.0,Offensive rebound by I. Taylor,,94,114
359,4,5:44.0,K. Bazemore makes 3-pt jump shot from 25 ft (assist by I. Taylor),,97,114
360,4,5:25.0,,C. Frye misses 2-pt jump shot from 23 ft,97,114
361,4,5:23.0,Defensive rebound by K. Bazemore,,97,114
362,4,5:17.0,M. Plumlee makes 2-pt hook shot from 8 ft (assist by T. Prince),,99,114
363,4,5:17.0,,Cleveland full timeout,99,114
364,4,5:17.0,,J. Calderón enters the game for C. Frye,99,114
365,4,5:17.0,,K. Love enters the game for C. Osman,99,114
366,4,5:17.0,M. Delaney enters the game for I. Taylor,,99,114
367,4,5:03.0,,Turnover by L. James (out of bounds lost ball),99,114
368,4,4:54.0,T. Cavanaugh makes 2-pt dunk from 1 ft (assist by K. Bazemore),,101,114
369,4,4:31.0,,J. Green makes 2-pt jump shot from 16 ft (assist by K. Korver),101,116
370,4,4:13.0,Shooting foul by J. Green (drawn by T. Prince),,101,116
371,4,4:13.0,T. Prince makes free throw 1 of 2,,102,116
372,4,4:13.0,T. Prince makes free throw 2 of 2,,103,116
373,4,4:04.0,,L. James makes 2-pt dunk from 1 ft,103,118
374,4,3:41.0,M. Delaney misses 2-pt jump shot from 12 ft,,103,118
375,4,3:38.0,,Defensive rebound by K. Love,103,118
376,4,3:23.0,,J. Green makes 2-pt hook shot from 1 ft (assist by L. James),103,120
377,4,3:04.0,M. Plumlee makes 2-pt dunk at rim (assist by T. Prince),,105,120
378,4,2:40.0,,Shooting foul by M. Delaney (drawn by L. James),105,120
379,4,2:40.0,,L. James misses free throw 1 of 2,105,120
380,4,2:40.0,,Offensive rebound by Team,105,120
381,4,2:40.0,L. Babbitt enters the game for T. Prince,,105,120
