,QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,OKLAHOMA CITY_ACTION,SAN ANTONIO_SCORE,OKLAHOMA CITY_SCORE
28,1,8:13.0,,Defensive rebound by C. Anthony,3,4
29,1,8:01.0,,C. Anthony misses 2-pt jump shot (block by K. Anderson),3,4
30,1,7:58.0,,Offensive rebound by P. George,3,4
31,1,7:54.0,,C. Brewer makes 3-pt jump shot from 23 ft (assist by P. George),3,7
32,1,7:52.0,San Antonio full timeout,,3,7
33,1,7:38.0,P. Mills makes 3-pt jump shot from 25 ft,,6,7
34,1,7:24.0,,P. George makes 3-pt jump shot from 25 ft (assist by R. Westbrook),6,10
35,1,7:11.0,K. Anderson makes 2-pt layup at rim (assist by P. Gasol),,8,10
36,1,6:56.0,,S. Adams makes 2-pt jump shot from 9 ft (assist by R. Westbrook),8,12
37,1,6:46.0,,Violation by C. Brewer (kicked ball),8,12
38,1,6:38.0,D. Murray makes 2-pt jump shot from 6 ft,,10,12
39,1,6:25.0,,Turnover by R. Westbrook (bad pass; steal by D. Murray),10,12
40,1,6:06.0,P. Gasol misses 2-pt layup from 1 ft,,10,12
41,1,6:06.0,,Defensive rebound by Team,10,12
42,1,5:47.0,,Turnover by C. Anthony (traveling),10,12
43,1,5:47.0,R. Gay enters the game for P. Gasol,,10,12
44,1,5:28.0,R. Gay makes 2-pt jump shot from 17 ft (assist by P. Mills),,12,12
45,1,5:17.0,,R. Westbrook misses 2-pt jump shot from 12 ft,12,12
46,1,5:15.0,Defensive rebound by K. Anderson,,12,12
47,1,5:05.0,Turnover by K. Anderson (step out of bounds),,12,12
48,1,5:05.0,T. Parker enters the game for D. Murray,,12,12
49,1,4:55.0,,Shooting foul by L. Aldridge (drawn by R. Westbrook),12,12
50,1,4:55.0,,R. Westbrook misses free throw 1 of 2,12,12
51,1,4:55.0,,Offensive rebound by Team,12,12
52,1,4:55.0,,R. Westbrook makes free throw 2 of 2,12,13
53,1,4:34.0,T. Parker makes 2-pt jump shot from 6 ft,,14,13
54,1,4:24.0,,S. Adams makes 2-pt jump shot from 12 ft (assist by R. Westbrook),14,15
55,1,4:01.0,Turnover by K. Anderson (bad pass; steal by S. Adams),,14,15
56,1,3:58.0,,Shooting foul by P. Mills (drawn by R. Westbrook),14,15
57,1,3:58.0,,R. Westbrook makes free throw 1 of 2,14,16
58,1,3:58.0,M. Ginóbili enters the game for K. Anderson,,14,16
59,1,3:58.0,,R. Westbrook misses free throw 2 of 2,14,16
60,1,3:56.0,Defensive rebound by R. Gay,,14,16
61,1,3:46.0,Offensive foul by M. Ginóbili (drawn by P. George),,14,16
62,1,3:46.0,Turnover by M. Ginóbili (offensive foul),,14,16
63,1,3:35.0,,R. Westbrook misses 2-pt jump shot from 15 ft,14,16
64,1,3:33.0,Defensive rebound by R. Gay,,14,16
65,1,3:23.0,P. Mills misses 2-pt jump shot from 5 ft,,14,16
66,1,3:21.0,Offensive rebound by L. Aldridge,,14,16
67,1,3:21.0,Shooting foul by S. Adams (drawn by L. Aldridge),,14,16
68,1,3:21.0,L. Aldridge makes free throw 1 of 2,,15,16
69,1,3:21.0,,J. Grant enters the game for S. Adams,15,16
70,1,3:21.0,D. Green enters the game for P. Mills,,15,16
71,1,3:21.0,L. Aldridge misses free throw 2 of 2,,15,16
72,1,3:19.0,,Defensive rebound by C. Anthony,15,16
73,1,3:06.0,,Turnover by P. George (lost ball; steal by M. Ginóbili),15,16
74,1,2:46.0,T. Parker makes 2-pt jump shot from 13 ft,,17,16
75,1,2:33.0,,Oklahoma City full timeout,17,16
76,1,2:33.0,,R. Felton enters the game for R. Westbrook,17,16
77,1,2:33.0,P. Gasol enters the game for L. Aldridge,,17,16
78,1,2:33.0,,P. Patterson enters the game for C. Anthony,17,16
79,1,2:26.0,,P. Patterson misses 2-pt jump shot from 12 ft,17,16
80,1,2:22.0,,Offensive rebound by P. Patterson,17,16
81,1,2:22.0,,P. Patterson makes 2-pt jump shot from 4 ft,17,18
82,1,2:00.0,T. Parker misses 2-pt jump shot from 15 ft,,17,18
83,1,1:57.0,,Defensive rebound by P. George,17,18
84,1,1:48.0,,P. Patterson misses 3-pt jump shot from 23 ft,17,18
85,1,1:45.0,Defensive rebound by P. Gasol,,17,18
86,1,1:37.0,R. Gay misses 2-pt jump shot from 15 ft,,17,18
87,1,1:34.0,,Defensive rebound by P. Patterson,17,18
88,1,1:27.0,,P. George makes 2-pt layup at rim,17,20
89,1,1:11.0,Turnover by M. Ginóbili (lost ball; steal by C. Brewer),,17,20
90,1,1:07.0,,C. Brewer misses 2-pt layup at rim,17,20
91,1,1:04.0,,Offensive rebound by J. Grant,17,20
92,1,1:04.0,,J. Grant makes 2-pt layup at rim,17,22
93,1,0:38.0,P. Gasol makes 2-pt jump shot from 13 ft (assist by D. Green),,19,22
94,1,0:33.0,,P. George misses 3-pt jump shot from 25 ft,19,22
95,1,0:30.0,Defensive rebound by T. Parker,,19,22
96,1,0:25.0,T. Parker misses 2-pt jump shot from 2 ft,,19,22
97,1,0:23.0,,Defensive rebound by P. George,19,22
98,1,0:02.0,,P. George makes 2-pt jump shot from 10 ft,19,24
99,1,0:00.0,Turnover by D. Green (bad pass; steal by R. Felton),,19,24
100,1,0:00.0,,R. Felton misses 3-pt jump shot from 42 ft,19,24
101,1,0:00.0,,Offensive rebound by Team,19,24
102,2,11:44.0,,P. George misses 2-pt jump shot from 18 ft,19,24
103,2,11:42.0,,Offensive rebound by J. Grant,19,24
104,2,11:26.0,,R. Felton misses 2-pt jump shot from 20 ft,19,24
105,2,11:25.0,Defensive rebound by P. Gasol,,19,24
106,2,11:16.0,D. Green makes 2-pt jump shot from 15 ft (assist by T. Parker),,21,24
107,2,10:59.0,,P. George misses 3-pt jump shot from 26 ft,21,24
108,2,10:57.0,,Offensive rebound by Á. Abrines,21,24
109,2,10:57.0,,Personal foul by M. Ginóbili (drawn by Á. Abrines),21,24
110,2,10:57.0,,J. Huestis enters the game for P. George,21,24
111,2,10:49.0,,P. Patterson makes 3-pt jump shot from 25 ft (assist by R. Felton),21,27
112,2,10:31.0,P. Gasol makes 3-pt jump shot from 24 ft (assist by R. Gay),,24,27
113,2,10:16.0,,R. Felton makes 2-pt jump shot from 20 ft,24,29
114,2,10:01.0,R. Gay misses 2-pt hook shot from 4 ft,,24,29
115,2,9:59.0,Offensive rebound by D. Green,,24,29
116,2,9:48.0,R. Gay makes 2-pt layup from 1 ft,,26,29
117,2,9:37.0,,R. Felton misses 3-pt jump shot from 25 ft,26,29
118,2,9:33.0,,Offensive rebound by J. Huestis,26,29
119,2,9:32.0,,Á. Abrines misses 3-pt jump shot from 24 ft,26,29
120,2,9:30.0,Defensive rebound by P. Gasol,,26,29
121,2,9:18.0,P. Gasol misses 3-pt jump shot from 25 ft,,26,29
122,2,9:15.0,,Defensive rebound by J. Grant,26,29
123,2,9:11.0,,Á. Abrines makes 3-pt jump shot from 24 ft (assist by R. Felton),26,32
124,2,8:53.0,R. Gay makes 2-pt layup at rim (assist by T. Parker),,28,32
125,2,8:33.0,,J. Huestis misses 3-pt jump shot from 23 ft,28,32
126,2,8:31.0,,Offensive rebound by J. Grant,28,32
127,2,8:30.0,,J. Grant makes 2-pt layup at rim,28,34
128,2,8:30.0,,Shooting foul by P. Gasol (drawn by J. Grant),28,34
129,2,8:30.0,,R. Westbrook enters the game for R. Felton,28,34
130,2,8:30.0,K. Anderson enters the game for T. Parker,,28,34
131,2,8:30.0,D. Bertāns enters the game for M. Ginóbili,,28,34
132,2,8:30.0,D. Murray enters the game for R. Gay,,28,34
133,2,8:30.0,,J. Grant misses free throw 1 of 1,28,34
134,2,8:24.0,Defensive rebound by P. Gasol,,28,34
135,2,8:07.0,K. Anderson makes 2-pt layup at rim (assist by P. Gasol),,30,34
136,2,7:56.0,L. Aldridge enters the game for P. Gasol,,30,34
137,2,7:49.0,,Á. Abrines makes 3-pt jump shot from 25 ft (assist by R. Westbrook),30,37
138,2,7:20.0,D. Murray misses 2-pt jump shot from 14 ft,,30,37
139,2,7:20.0,Offensive rebound by Team,,30,37
140,2,7:20.0,Turnover by Team (shot clock),,30,37
141,2,7:20.0,,S. Adams enters the game for J. Grant,30,37
142,2,7:07.0,,J. Huestis makes 2-pt dunk at rim (assist by R. Westbrook),30,39
143,2,7:07.0,San Antonio full timeout,,30,39
144,2,7:07.0,P. Mills enters the game for D. Green,,30,39
145,2,6:54.0,L. Aldridge misses 2-pt layup from 1 ft,,30,39
146,2,6:53.0,,Defensive rebound by P. Patterson,30,39
147,2,6:37.0,,Á. Abrines makes 2-pt jump shot from 13 ft,30,41
148,2,6:26.0,Personal foul by J. Huestis (drawn by P. Mills),,30,41
149,2,6:26.0,,C. Anthony enters the game for P. Patterson,30,41
150,2,6:14.0,D. Murray misses 3-pt jump shot from 25 ft,,30,41
151,2,6:12.0,,Defensive rebound by C. Anthony,30,41
152,2,6:08.0,,R. Westbrook misses 2-pt jump shot from 18 ft,30,41
153,2,6:04.0,Defensive rebound by L. Aldridge,,30,41
154,2,5:52.0,P. Mills misses 2-pt jump shot from 15 ft,,30,41
155,2,5:51.0,,Defensive rebound by Team,30,41
156,2,5:51.0,Loose ball foul by L. Aldridge (drawn by J. Huestis),,30,41
157,2,5:40.0,,Á. Abrines misses 2-pt jump shot from 11 ft,30,41
158,2,5:37.0,Defensive rebound by D. Murray,,30,41
159,2,5:26.0,L. Aldridge makes 2-pt dunk at rim (assist by K. Anderson),,32,41
160,2,5:05.0,,J. Huestis makes 3-pt jump shot from 22 ft (assist by C. Anthony),32,44
161,2,4:43.0,L. Aldridge misses 2-pt jump shot from 9 ft,,32,44
162,2,4:41.0,,Defensive rebound by R. Westbrook,32,44
163,2,4:34.0,,R. Westbrook makes 2-pt jump shot from 10 ft,32,46
164,2,4:18.0,D. Murray makes 2-pt jump shot from 15 ft (assist by P. Mills),,34,46
165,2,4:05.0,,S. Adams misses 2-pt jump shot from 9 ft,34,46
166,2,4:02.0,Defensive rebound by D. Murray,,34,46
167,2,3:57.0,,P. George enters the game for Á. Abrines,34,46
168,2,3:54.0,Turnover by D. Murray (turnover; steal by J. Huestis),,34,46
169,2,3:43.0,,S. Adams misses 2-pt layup from 2 ft (block by P. Mills),34,46
170,2,3:40.0,Defensive rebound by P. Mills,,34,46
171,2,3:28.0,L. Aldridge misses 2-pt layup from 1 ft,,34,46
172,2,3:26.0,Offensive rebound by L. Aldridge,,34,46
173,2,3:26.0,L. Aldridge misses 2-pt layup from 1 ft,,34,46
174,2,3:24.0,,Defensive rebound by P. George,34,46
175,2,3:21.0,,Personal foul by D. Bertāns (drawn by R. Westbrook),34,46
176,2,3:21.0,,Oklahoma City full timeout,34,46
177,2,3:21.0,,C. Brewer enters the game for J. Huestis,34,46
178,2,3:21.0,R. Gay enters the game for D. Murray,,34,46
179,2,3:21.0,T. Parker enters the game for D. Bertāns,,34,46
180,2,3:08.0,,Turnover by C. Anthony (lost ball; steal by K. Anderson),34,46
181,2,2:47.0,P. Mills makes 3-pt jump shot from 24 ft (assist by L. Aldridge),,37,46
182,2,2:37.0,,P. George misses 2-pt layup from 1 ft,37,46
183,2,2:35.0,Defensive rebound by K. Anderson,,37,46
184,2,2:30.0,L. Aldridge misses 2-pt layup from 1 ft,,37,46
185,2,2:29.0,,Defensive rebound by C. Anthony,37,46
186,2,2:23.0,,C. Brewer makes 2-pt layup from 1 ft (assist by C. Anthony),37,48
187,2,2:17.0,Personal foul by C. Brewer (drawn by P. Mills),,37,48
188,2,2:06.0,Turnover by L. Aldridge (bad pass),,37,48
189,2,2:05.0,D. Bertāns enters the game for K. Anderson,,37,48
190,2,1:55.0,,C. Anthony misses 2-pt jump shot from 7 ft,37,48
191,2,1:52.0,Defensive rebound by D. Bertāns,,37,48
192,2,1:41.0,D. Bertāns misses 3-pt jump shot from 24 ft,,37,48
193,2,1:38.0,,Defensive rebound by C. Brewer,37,48
194,2,1:32.0,,P. George misses 3-pt jump shot from 22 ft,37,48
195,2,1:30.0,Defensive rebound by P. Mills,,37,48
196,2,1:22.0,R. Gay misses 2-pt jump shot from 12 ft,,37,48
197,2,1:20.0,,Defensive rebound by R. Westbrook,37,48
198,2,1:16.0,,S. Adams misses 2-pt jump shot from 8 ft,37,48
199,2,1:12.0,,Offensive rebound by S. Adams,37,48
200,2,1:12.0,,S. Adams misses 2-pt layup at rim,37,48
201,2,1:11.0,Defensive rebound by L. Aldridge,,37,48
202,2,1:06.0,D. Bertāns makes 3-pt jump shot from 23 ft (assist by T. Parker),,40,48
203,2,0:49.0,,P. George misses 3-pt jump shot from 25 ft,40,48
204,2,0:46.0,Defensive rebound by R. Gay,,40,48
205,2,0:31.0,D. Bertāns makes 3-pt jump shot from 24 ft (assist by T. Parker),,43,48
206,2,0:12.0,,Personal foul by T. Parker (drawn by R. Westbrook),43,48
207,2,0:12.0,,R. Westbrook makes free throw 1 of 2,43,49
208,2,0:12.0,,R. Westbrook misses free throw 2 of 2,43,49
209,2,0:10.0,,Offensive rebound by C. Anthony,43,49
210,2,0:02.0,,C. Brewer makes 3-pt jump shot from 23 ft (assist by P. George),43,52
211,3,11:46.0,,S. Adams makes 2-pt dunk at rim (assist by P. George),43,54
212,3,11:33.0,L. Aldridge makes 2-pt hook shot from 6 ft,,45,54
213,3,11:14.0,,Offensive foul by S. Adams (drawn by K. Anderson),45,54
214,3,11:14.0,,Turnover by S. Adams (offensive foul),45,54
215,3,10:56.0,L. Aldridge misses 2-pt jump shot from 17 ft,,45,54
216,3,10:53.0,,Defensive rebound by P. George,45,54
217,3,10:41.0,,Turnover by S. Adams (traveling),45,54
218,3,10:32.0,Personal foul by S. Adams (drawn by D. Murray),,45,54
219,3,10:32.0,,P. Patterson enters the game for S. Adams,45,54
220,3,10:21.0,L. Aldridge misses 2-pt jump shot from 11 ft,,45,54
221,3,10:18.0,,Defensive rebound by R. Westbrook,45,54
222,3,10:14.0,,R. Westbrook makes 2-pt dunk at rim,45,56
223,3,9:52.0,D. Murray makes 3-pt jump shot from 24 ft (assist by P. Mills),,48,56
224,3,9:40.0,,R. Westbrook makes 2-pt layup from 1 ft (assist by P. Patterson),48,58
225,3,9:22.0,D. Murray misses 2-pt jump shot from 11 ft,,48,58
226,3,9:21.0,,Defensive rebound by R. Westbrook,48,58
227,3,9:17.0,,C. Brewer misses 2-pt layup at rim (block by P. Gasol),48,58
228,3,9:14.0,Defensive rebound by P. Gasol,,48,58
229,3,9:07.0,L. Aldridge makes 2-pt layup at rim (assist by P. Mills),,50,58
230,3,8:53.0,,R. Westbrook misses 2-pt layup from 1 ft,50,58
231,3,8:51.0,,Offensive rebound by R. Westbrook,50,58
232,3,8:51.0,,R. Westbrook makes 2-pt layup at rim,50,60
233,3,8:27.0,P. Gasol misses 3-pt jump shot from 22 ft,,50,60
234,3,8:24.0,,Defensive rebound by R. Westbrook,50,60
235,3,8:16.0,,P. George misses 2-pt layup from 2 ft,50,60
236,3,8:14.0,Defensive rebound by P. Gasol,,50,60
237,3,8:14.0,Personal take foul by R. Westbrook (drawn by D. Murray),,50,60
238,3,8:14.0,San Antonio full timeout,,50,60
239,3,8:03.0,Shooting foul by P. George (drawn by K. Anderson),,50,60
240,3,8:03.0,K. Anderson misses free throw 1 of 2,,50,60
241,3,8:03.0,Offensive rebound by Team,,50,60
242,3,8:03.0,K. Anderson misses free throw 2 of 2,,50,60
243,3,8:02.0,,Defensive rebound by R. Westbrook,50,60
244,3,8:02.0,,Personal foul by L. Aldridge (drawn by R. Westbrook),50,60
245,3,7:53.0,,P. Patterson misses 3-pt jump shot from 25 ft,50,60
246,3,7:49.0,Defensive rebound by P. Gasol,,50,60
247,3,7:38.0,L. Aldridge makes 2-pt layup at rim (assist by P. Gasol),,52,60
248,3,7:23.0,,C. Anthony misses 2-pt jump shot from 17 ft,52,60
249,3,7:21.0,Defensive rebound by K. Anderson,,52,60
250,3,7:10.0,L. Aldridge misses 2-pt jump shot from 12 ft (block by C. Anthony),,52,60
251,3,7:08.0,Offensive rebound by L. Aldridge,,52,60
252,3,7:04.0,D. Murray makes 2-pt layup at rim,,54,60
253,3,6:47.0,,C. Anthony makes 2-pt dunk at rim (assist by R. Westbrook),54,62
254,3,6:37.0,D. Murray misses 2-pt jump shot from 7 ft,,54,62
255,3,6:35.0,,Defensive rebound by C. Anthony,54,62
256,3,6:19.0,,Turnover by R. Westbrook (traveling),54,62
257,3,6:19.0,T. Parker enters the game for D. Murray,,54,62
258,3,6:01.0,Turnover by L. Aldridge (bad pass),,54,62
259,3,6:01.0,R. Gay enters the game for P. Gasol,,54,62
260,3,5:51.0,,C. Anthony misses 3-pt jump shot from 24 ft,54,62
261,3,5:48.0,Defensive rebound by K. Anderson,,54,62
262,3,5:41.0,K. Anderson makes 2-pt layup at rim,,56,62
263,3,5:30.0,,C. Anthony misses 3-pt jump shot from 24 ft,56,62
264,3,5:28.0,Defensive rebound by L. Aldridge,,56,62
265,3,5:23.0,,Violation by P. Patterson (kicked ball),56,62
266,3,5:23.0,M. Ginóbili enters the game for P. Mills,,56,62
267,3,5:09.0,L. Aldridge makes 2-pt jump shot from 1 ft,,58,62
268,3,5:08.0,,Oklahoma City full timeout,58,62
269,3,5:08.0,D. Green enters the game for K. Anderson,,58,62
270,3,4:53.0,,Turnover by R. Westbrook (out of bounds lost ball),58,62
271,3,4:40.0,T. Parker misses 2-pt layup at rim,,58,62
272,3,4:39.0,,Defensive rebound by Team,58,62
273,3,4:39.0,Loose ball foul by L. Aldridge (drawn by P. Patterson),,58,62
274,3,4:39.0,P. Gasol enters the game for L. Aldridge,,58,62
275,3,4:29.0,,P. Patterson makes 2-pt jump shot from 5 ft (assist by R. Westbrook),58,64
276,3,4:19.0,,Violation by R. Westbrook (kicked ball),58,64
277,3,4:02.0,D. Green misses 2-pt layup from 2 ft (block by C. Brewer),,58,64
278,3,3:59.0,Offensive rebound by R. Gay,,58,64
279,3,3:59.0,R. Gay misses 2-pt layup at rim,,58,64
280,3,3:58.0,,Defensive rebound by P. George,58,64
281,3,3:55.0,,R. Westbrook misses 3-pt jump shot from 26 ft,58,64
282,3,3:55.0,Defensive rebound by D. Green,,58,64
283,3,3:47.0,T. Parker makes 2-pt layup at rim,,60,64
284,3,3:30.0,,P. George misses 2-pt jump shot from 13 ft,60,64
285,3,3:27.0,,Offensive rebound by P. Patterson,60,64
286,3,3:26.0,,P. George makes 2-pt layup from 1 ft (assist by P. Patterson),60,66
287,3,3:13.0,Turnover by T. Parker (lost ball; steal by C. Anthony),,60,66
288,3,3:10.0,,C. Brewer misses 2-pt layup at rim,60,66
289,3,3:07.0,Defensive rebound by M. Ginóbili,,60,66
290,3,3:04.0,Personal foul by P. George (drawn by M. Ginóbili),,60,66
291,3,3:04.0,,J. Grant enters the game for C. Anthony,60,66
292,3,3:04.0,D. Bertāns enters the game for P. Gasol,,60,66
293,3,2:47.0,R. Gay misses 2-pt jump shot from 5 ft,,60,66
294,3,2:46.0,,Defensive rebound by P. George,60,66
295,3,2:43.0,,R. Westbrook makes 2-pt layup at rim,60,68
296,3,2:43.0,,Shooting foul by D. Bertāns (drawn by R. Westbrook),60,68
297,3,2:43.0,,R. Westbrook makes free throw 1 of 1,60,69
298,3,2:30.0,D. Bertāns misses 3-pt jump shot from 24 ft,,60,69
299,3,2:26.0,,Defensive rebound by J. Grant,60,69
300,3,2:14.0,,Shooting foul by D. Bertāns (drawn by J. Grant),60,69
301,3,2:14.0,,J. Grant makes free throw 1 of 2,60,70
302,3,2:14.0,,R. Felton enters the game for R. Westbrook,60,70
303,3,2:14.0,,J. Grant misses free throw 2 of 2,60,70
304,3,2:12.0,Defensive rebound by R. Gay,,60,70
305,3,1:58.0,D. Green misses 2-pt jump shot from 14 ft,,60,70
306,3,1:54.0,Offensive rebound by D. Green,,60,70
307,3,1:54.0,D. Green makes 2-pt layup at rim,,62,70
308,3,1:39.0,,J. Grant makes 2-pt layup from 1 ft (assist by P. George),62,72
309,3,1:27.0,R. Gay makes 2-pt dunk at rim (assist by M. Ginóbili),,64,72
310,3,1:13.0,,Shooting foul by D. Green (drawn by P. George),64,72
311,3,1:13.0,,P. George makes free throw 1 of 2,64,73
312,3,1:13.0,,Á. Abrines enters the game for C. Brewer,64,73
313,3,1:13.0,,P. George makes free throw 2 of 2,64,74
314,3,1:01.0,R. Gay makes 2-pt dunk at rim (assist by T. Parker),,66,74
315,3,0:46.0,,Shooting foul by D. Bertāns (drawn by J. Grant),66,74
316,3,0:46.0,,J. Grant makes free throw 1 of 2,66,75
317,3,0:46.0,,J. Grant misses free throw 2 of 2,66,75
318,3,0:45.0,Defensive rebound by T. Parker,,66,75
319,3,0:37.0,R. Gay misses 2-pt jump shot from 9 ft,,66,75
320,3,0:35.0,,Defensive rebound by J. Grant,66,75
321,3,0:17.0,,P. George misses 3-pt jump shot from 24 ft,66,75
322,3,0:14.0,Defensive rebound by M. Ginóbili,,66,75
323,3,0:11.0,D. Bertāns makes 2-pt layup from 1 ft (assist by M. Ginóbili),,68,75
324,3,0:01.0,,Shooting foul by D. Bertāns (drawn by J. Grant),68,75
325,3,0:01.0,,J. Grant makes free throw 1 of 2,68,76
326,3,0:01.0,,J. Grant makes free throw 2 of 2,68,77
327,4,11:41.0,R. Gay misses 3-pt jump shot from 24 ft,,68,77
328,4,11:38.0,,Defensive rebound by P. George,68,77
329,4,11:21.0,,P. Patterson makes 3-pt jump shot from 23 ft (assist by R. Felton),68,80
330,4,10:54.0,K. Anderson misses 3-pt jump shot from 23 ft,,68,80
331,4,10:52.0,,Defensive rebound by P. George,68,80
332,4,10:52.0,,Oklahoma City full timeout,68,80
333,4,10:37.0,,Turnover by R. Felton (bad pass),68,80
334,4,10:22.0,Turnover by P. Gasol (bad pass; steal by P. Patterson),,68,80
335,4,10:15.0,,P. George misses 3-pt jump shot from 24 ft,68,80
336,4,10:11.0,Defensive rebound by D. Green,,68,80
337,4,10:06.0,Turnover by D. Murray (bad pass; steal by P. George),,68,80
338,4,10:06.0,,Turnover by P. George (bad pass),68,80
339,4,10:06.0,,J. Huestis enters the game for P. George,68,80
340,4,10:06.0,,N. Collison enters the game for P. Patterson,68,80
341,4,9:57.0,R. Gay makes 2-pt jump shot from 13 ft,,70,80
342,4,9:36.0,,Personal foul by K. Anderson (drawn by J. Huestis),70,80
343,4,9:26.0,,N. Collison makes 2-pt layup from 1 ft (assist by R. Felton),70,82
344,4,9:08.0,R. Gay makes 2-pt jump shot from 10 ft,,72,82
345,4,8:45.0,,R. Felton misses 2-pt jump shot from 18 ft,72,82
346,4,8:41.0,Defensive rebound by R. Gay,,72,82
347,4,8:35.0,P. Gasol misses 2-pt jump shot from 14 ft,,72,82
348,4,8:31.0,,Defensive rebound by J. Grant,72,82
349,4,8:18.0,,N. Collison makes 2-pt layup at rim (assist by R. Felton),72,84
350,4,8:01.0,K. Anderson misses 3-pt jump shot from 22 ft,,72,84
351,4,7:56.0,,Defensive rebound by Á. Abrines,72,84
352,4,7:50.0,,Personal foul by D. Murray (drawn by J. Grant),72,84
353,4,7:50.0,,R. Westbrook enters the game for R. Felton,72,84
354,4,7:50.0,L. Aldridge enters the game for D. Green,,72,84
355,4,7:50.0,D. Bertāns enters the game for P. Gasol,,72,84
356,4,7:50.0,M. Ginóbili enters the game for R. Gay,,72,84
357,4,7:41.0,,Shooting foul by L. Aldridge (drawn by N. Collison),72,84
358,4,7:41.0,,N. Collison misses free throw 1 of 2,72,84
359,4,7:41.0,,Offensive rebound by Team,72,84
360,4,7:41.0,,N. Collison makes free throw 2 of 2,72,85
361,4,7:32.0,K. Anderson misses 2-pt layup from 1 ft,,72,85
362,4,7:31.0,,Defensive rebound by R. Westbrook,72,85
363,4,7:28.0,,Shooting foul by D. Murray (drawn by R. Westbrook),72,85
364,4,7:28.0,,R. Westbrook makes free throw 1 of 2,72,86
365,4,7:28.0,P. Mills enters the game for K. Anderson,,72,86
366,4,7:28.0,,R. Westbrook makes free throw 2 of 2,72,87
367,4,7:14.0,L. Aldridge misses 2-pt jump shot from 2 ft,,72,87
368,4,7:13.0,,Defensive rebound by R. Westbrook,72,87
369,4,7:07.0,,R. Westbrook misses 2-pt layup from 1 ft,72,87
370,4,7:07.0,,Offensive rebound by Team,72,87
371,4,7:00.0,,J. Huestis misses 3-pt jump shot from 25 ft,72,87
372,4,6:58.0,,Offensive rebound by Team,72,87
373,4,6:45.0,,N. Collison makes 2-pt layup at rim (assist by R. Westbrook),72,89
374,4,6:44.0,San Antonio full timeout,,72,89
375,4,6:44.0,,C. Anthony enters the game for J. Grant,72,89
376,4,6:44.0,J. Lauvergne enters the game for L. Aldridge,,72,89
377,4,6:33.0,D. Murray misses 2-pt jump shot from 14 ft,,72,89
378,4,6:31.0,,Defensive rebound by R. Westbrook,72,89
379,4,6:21.0,,Á. Abrines makes 3-pt jump shot from 25 ft (assist by R. Westbrook),72,92
380,4,5:56.0,Turnover by D. Bertāns (bad pass),,72,92
381,4,5:56.0,,P. George enters the game for J. Huestis,72,92
382,4,5:49.0,,Personal foul by D. Murray (drawn by R. Westbrook),72,92
383,4,5:49.0,,R. Westbrook makes free throw 1 of 2,72,93
384,4,5:49.0,B. Forbes enters the game for P. Mills,,72,93
385,4,5:49.0,,R. Westbrook misses free throw 2 of 2,72,93
386,4,5:47.0,Defensive rebound by J. Lauvergne,,72,93
387,4,5:39.0,Personal foul by C. Anthony (drawn by J. Lauvergne),,72,93
388,4,5:27.0,B. Forbes makes 2-pt jump shot from 5 ft,,74,93
389,4,5:18.0,,Offensive foul by N. Collison (drawn by B. Forbes),74,93
