,QUARTER,TIME_REMAINING,PHILADELPHIA_ACTION,MIAMI_ACTION,PHILADELPHIA_SCORE,MIAMI_SCORE
192,2,6:53.0,,J. Johnson enters the game for D. Wade,40,41
193,2,6:53.0,,J. Winslow enters the game for K. Olynyk,40,41
194,2,6:42.0,J. Embiid misses 2-pt jump shot from 19 ft,,40,41
195,2,6:40.0,,Defensive rebound by J. Johnson,40,41
196,2,6:24.0,,H. Whiteside makes 2-pt hook shot from 3 ft (assist by G. Dragić),40,43
197,2,6:15.0,Shooting foul by H. Whiteside (drawn by J. Embiid),,40,43
198,2,6:15.0,J. Embiid makes free throw 1 of 2,,41,43
199,2,6:15.0,M. Belinelli enters the game for J. Redick,,41,43
200,2,6:15.0,J. Embiid makes free throw 2 of 2,,42,43
201,2,6:06.0,,G. Dragić makes 2-pt layup from 1 ft (assist by J. Johnson),42,45
202,2,6:04.0,Philadelphia full timeout,,42,45
203,2,5:47.0,Turnover by J. Embiid (lost ball; steal by J. Winslow),,42,45
204,2,5:44.0,,J. Winslow makes 2-pt layup at rim,42,47
205,2,5:26.0,Shooting foul by J. Johnson (drawn by D. Šarić),,42,47
206,2,5:26.0,D. Šarić makes free throw 1 of 2,,43,47
207,2,5:26.0,D. Šarić makes free throw 2 of 2,,44,47
208,2,5:20.0,,Personal foul by R. Covington (drawn by H. Whiteside),44,47
209,2,5:20.0,,H. Whiteside makes free throw 1 of 2,44,48
210,2,5:20.0,,H. Whiteside misses free throw 2 of 2,44,48
211,2,5:18.0,Defensive rebound by J. Embiid,,44,48
212,2,5:11.0,J. Embiid misses 3-pt jump shot from 25 ft,,44,48
213,2,5:08.0,,Defensive rebound by J. Johnson,44,48
214,2,5:01.0,,J. Winslow makes 3-pt jump shot from 26 ft (assist by J. Johnson),44,51
215,2,4:47.0,M. Belinelli makes 2-pt layup at rim (assist by B. Simmons),,46,51
216,2,4:35.0,,H. Whiteside misses 2-pt hook shot from 2 ft,46,51
217,2,4:31.0,Defensive rebound by R. Covington,,46,51
218,2,4:27.0,Turnover by D. Šarić (lost ball; steal by G. Dragić),,46,51
219,2,4:27.0,,Shooting foul by B. Simmons (drawn by G. Dragić),46,51
220,2,4:27.0,,W. Ellington enters the game for J. Richardson,46,51
221,2,4:27.0,,D. Wade enters the game for J. Winslow,46,51
222,2,4:27.0,,G. Dragić misses free throw 1 of 2,46,51
223,2,4:27.0,,Offensive rebound by Team,46,51
224,2,4:27.0,,G. Dragić makes free throw 2 of 2,46,52
225,2,4:14.0,Turnover by J. Embiid (bad pass; steal by D. Wade),,46,52
226,2,4:10.0,,D. Wade makes 2-pt dunk at rim,46,54
227,2,3:59.0,Offensive foul by B. Simmons (drawn by D. Wade),,46,54
228,2,3:59.0,Turnover by B. Simmons (offensive foul),,46,54
229,2,3:59.0,T. McConnell enters the game for B. Simmons,,46,54
230,2,3:49.0,,Offensive foul by H. Whiteside (drawn by T. McConnell),46,54
231,2,3:49.0,,Turnover by H. Whiteside (offensive foul),46,54
232,2,3:49.0,,B. Adebayo enters the game for H. Whiteside,46,54
233,2,3:33.0,M. Belinelli makes 3-pt jump shot from 24 ft (assist by R. Covington),,49,54
234,2,3:18.0,,W. Ellington misses 3-pt jump shot from 25 ft,49,54
235,2,3:14.0,Defensive rebound by J. Embiid,,49,54
236,2,3:11.0,Turnover by T. McConnell (step out of bounds),,49,54
237,2,2:53.0,,G. Dragić misses 2-pt layup from 1 ft,49,54
238,2,2:49.0,,Offensive rebound by B. Adebayo,49,54
239,2,2:49.0,,B. Adebayo misses 2-pt layup at rim,49,54
240,2,2:48.0,Defensive rebound by T. McConnell,,49,54
241,2,2:48.0,Turnover by T. McConnell (lost ball; steal by G. Dragić),,49,54
242,2,2:44.0,,G. Dragić misses 2-pt layup from 1 ft (block by J. Embiid),49,54
243,2,2:40.0,Defensive rebound by T. McConnell,,49,54
244,2,2:34.0,R. Covington makes 3-pt jump shot from 22 ft (assist by D. Šarić),,52,54
245,2,2:19.0,,J. Johnson makes 2-pt jump shot from 8 ft,52,56
246,2,2:19.0,,Shooting foul by D. Šarić (drawn by J. Johnson),52,56
247,2,2:19.0,,J. Johnson makes free throw 1 of 1,52,57
248,2,1:58.0,J. Embiid misses 2-pt jump shot from 9 ft,,52,57
249,2,1:55.0,,Defensive rebound by J. Johnson,52,57
250,2,1:46.0,,D. Wade misses 2-pt layup from 1 ft,52,57
251,2,1:42.0,Defensive rebound by J. Embiid,,52,57
252,2,1:41.0,Turnover by J. Embiid (lost ball; steal by G. Dragić),,52,57
253,2,1:38.0,,G. Dragić makes 2-pt dunk from 1 ft,52,59
254,2,1:23.0,T. McConnell misses 2-pt layup from 2 ft,,52,59
255,2,1:19.0,,Defensive rebound by J. Johnson,52,59
256,2,1:18.0,,Shooting foul by R. Covington (drawn by J. Johnson),52,59
257,2,1:18.0,,J. Johnson makes free throw 1 of 2,52,60
258,2,1:18.0,J. Redick enters the game for D. Šarić,,52,60
259,2,1:18.0,E. İlyasova enters the game for J. Embiid,,52,60
260,2,1:18.0,A. Johnson enters the game for R. Covington,,52,60
261,2,1:18.0,,J. Johnson makes free throw 2 of 2,52,61
262,2,1:04.0,A. Johnson makes 2-pt hook shot at rim (assist by J. Redick),,54,61
263,2,0:49.0,,D. Wade misses 2-pt jump shot from 11 ft,54,61
264,2,0:47.0,Defensive rebound by E. İlyasova,,54,61
265,2,0:42.0,T. McConnell makes 2-pt jump shot from 13 ft,,56,61
266,2,0:29.0,,J. Johnson misses 2-pt jump shot from 11 ft,56,61
267,2,0:29.0,Defensive rebound by Team,,56,61
268,2,0:07.0,E. İlyasova misses 3-pt jump shot from 26 ft (block by J. Johnson),,56,61
269,2,0:03.0,,Defensive rebound by D. Wade,56,61
270,2,0:02.0,,D. Wade misses 2-pt layup from 3 ft,56,61
271,2,0:01.0,,Offensive rebound by W. Ellington,56,61
272,2,0:00.0,,W. Ellington misses 2-pt jump shot from 10 ft,56,61
273,2,0:00.0,,Offensive rebound by Team,56,61
274,3,11:35.0,,J. Johnson misses 3-pt jump shot from 25 ft,56,61
275,3,11:32.0,Defensive rebound by J. Embiid,,56,61
276,3,11:21.0,J. Redick misses 3-pt jump shot from 27 ft,,56,61
277,3,11:19.0,Offensive rebound by D. Šarić,,56,61
278,3,11:14.0,Turnover by B. Simmons (lost ball; steal by J. Richardson),,56,61
279,3,11:09.0,,J. Richardson misses 2-pt jump shot from 19 ft,56,61
280,3,11:04.0,Defensive rebound by J. Embiid,,56,61
281,3,10:58.0,B. Simmons makes 2-pt hook shot from 6 ft,,58,61
282,3,10:39.0,,G. Dragić makes 3-pt jump shot from 24 ft,58,64
283,3,10:31.0,B. Simmons makes 2-pt layup from 1 ft,,60,64
284,3,10:21.0,,J. Johnson misses 3-pt jump shot from 25 ft,60,64
285,3,10:19.0,Defensive rebound by J. Embiid,,60,64
286,3,10:12.0,D. Šarić misses 2-pt jump shot from 20 ft,,60,64
287,3,10:11.0,,Defensive rebound by Team,60,64
288,3,10:02.0,,Turnover by G. Dragić (lost ball; steal by J. Redick),60,64
289,3,9:59.0,Personal foul by G. Dragić (drawn by B. Simmons),,60,64
290,3,9:53.0,Personal foul by T. Johnson (drawn by J. Redick),,60,64
291,3,9:40.0,Turnover by J. Embiid (lost ball; steal by J. Johnson),,60,64
292,3,9:40.0,,Personal foul by R. Covington (drawn by G. Dragić),60,64
293,3,9:40.0,M. Belinelli enters the game for R. Covington,,60,64
294,3,9:31.0,,H. Whiteside makes 2-pt jump shot from 10 ft (assist by T. Johnson),60,66
295,3,9:16.0,Personal foul by T. Johnson (drawn by J. Embiid),,60,66
296,3,9:11.0,Turnover by B. Simmons (bad pass; steal by J. Richardson),,60,66
297,3,9:07.0,,J. Richardson makes 2-pt layup from 1 ft,60,68
298,3,9:07.0,Philadelphia full timeout,,60,68
299,3,8:49.0,J. Redick makes 2-pt jump shot from 19 ft (assist by D. Šarić),,62,68
300,3,8:26.0,,J. Johnson misses 2-pt jump shot from 13 ft,62,68
301,3,8:23.0,Defensive rebound by M. Belinelli,,62,68
302,3,8:11.0,Personal foul by J. Richardson (drawn by D. Šarić),,62,68
303,3,8:03.0,J. Redick misses 3-pt jump shot from 23 ft,,62,68
304,3,7:59.0,,Defensive rebound by J. Richardson,62,68
305,3,7:42.0,,G. Dragić makes 2-pt layup from 1 ft,62,70
306,3,7:23.0,Turnover by D. Šarić (lost ball; steal by J. Richardson),,62,70
307,3,7:19.0,,H. Whiteside makes 2-pt dunk at rim (assist by J. Richardson),62,72
308,3,7:18.0,Philadelphia full timeout,,62,72
309,3,7:18.0,E. İlyasova enters the game for J. Embiid,,62,72
310,3,7:02.0,Turnover by E. İlyasova (bad pass),,62,72
311,3,6:53.0,,G. Dragić makes 2-pt layup from 1 ft (assist by J. Johnson),62,74
312,3,6:39.0,Shooting foul by J. Johnson (drawn by J. Redick),,62,74
313,3,6:39.0,J. Redick makes free throw 1 of 2,,63,74
314,3,6:39.0,J. Redick makes free throw 2 of 2,,64,74
315,3,6:27.0,,G. Dragić misses 2-pt jump shot from 16 ft,64,74
316,3,6:24.0,Defensive rebound by E. İlyasova,,64,74
317,3,6:20.0,D. Šarić misses 3-pt jump shot from 24 ft,,64,74
318,3,6:17.0,,Defensive rebound by H. Whiteside,64,74
319,3,6:10.0,,H. Whiteside makes 2-pt dunk from 1 ft (assist by J. Richardson),64,76
320,3,5:59.0,Shooting foul by G. Dragić (drawn by M. Belinelli),,64,76
321,3,5:59.0,M. Belinelli makes free throw 1 of 3,,65,76
322,3,5:59.0,M. Belinelli makes free throw 2 of 3,,66,76
323,3,5:59.0,J. Anderson enters the game for J. Redick,,66,76
324,3,5:59.0,M. Belinelli makes free throw 3 of 3,,67,76
325,3,5:44.0,,T. Johnson misses 2-pt jump shot from 5 ft,67,76
326,3,5:40.0,Defensive rebound by B. Simmons,,67,76
327,3,5:33.0,B. Simmons misses 2-pt layup from 2 ft (block by H. Whiteside),,67,76
328,3,5:33.0,Offensive rebound by Team,,67,76
329,3,5:29.0,Turnover by B. Simmons (step out of bounds),,67,76
330,3,5:12.0,,Turnover by G. Dragić (bad pass),67,76
331,3,5:02.0,M. Belinelli misses 3-pt jump shot from 25 ft,,67,76
332,3,5:02.0,,Defensive rebound by Team,67,76
333,3,4:55.0,,Shooting foul by D. Šarić (drawn by J. Johnson),67,76
334,3,4:55.0,,J. Johnson misses free throw 1 of 2,67,76
335,3,4:55.0,,Offensive rebound by Team,67,76
336,3,4:55.0,,J. Johnson makes free throw 2 of 2,67,77
337,3,4:38.0,E. İlyasova misses 3-pt jump shot from 24 ft,,67,77
338,3,4:35.0,Offensive rebound by J. Anderson,,67,77
339,3,4:35.0,,J. Winslow enters the game for J. Richardson,67,77
340,3,4:35.0,J. Embiid enters the game for D. Šarić,,67,77
341,3,4:31.0,M. Belinelli makes 2-pt jump shot from 14 ft (assist by B. Simmons),,69,77
342,3,4:18.0,,J. Johnson makes 2-pt layup from 1 ft,69,79
343,3,3:58.0,B. Simmons makes 2-pt layup from 1 ft,,71,79
344,3,3:44.0,Loose ball foul by J. Anderson (drawn by J. Winslow),,71,79
345,3,3:44.0,,D. Wade enters the game for G. Dragić,71,79
346,3,3:44.0,,W. Ellington enters the game for T. Johnson,71,79
347,3,3:44.0,,Offensive foul by H. Whiteside (drawn by M. Belinelli),71,79
348,3,3:44.0,,Turnover by H. Whiteside (offensive foul),71,79
349,3,3:30.0,J. Embiid misses 3-pt jump shot from 25 ft,,71,79
350,3,3:26.0,,Defensive rebound by H. Whiteside,71,79
351,3,3:18.0,,J. Winslow misses 2-pt layup at rim (block by J. Embiid),71,79
352,3,3:18.0,,Offensive rebound by Team,71,79
353,3,3:18.0,,Miami full timeout,71,79
354,3,3:18.0,,B. Adebayo enters the game for H. Whiteside,71,79
355,3,3:09.0,,D. Wade makes 2-pt jump shot from 4 ft,71,81
356,3,2:55.0,Turnover by J. Embiid (lost ball; steal by W. Ellington),,71,81
357,3,2:48.0,,Turnover by W. Ellington (lost ball; steal by J. Embiid),71,81
358,3,2:39.0,Personal foul by D. Wade (drawn by B. Simmons),,71,81
359,3,2:39.0,B. Simmons misses free throw 1 of 2,,71,81
360,3,2:39.0,Offensive rebound by Team,,71,81
361,3,2:39.0,B. Simmons misses free throw 2 of 2,,71,81
362,3,2:36.0,,Defensive rebound by J. Winslow,71,81
363,3,2:26.0,,D. Wade misses 2-pt jump shot from 23 ft,71,81
364,3,2:22.0,,Offensive rebound by J. Winslow,71,81
365,3,2:00.0,,J. Johnson misses 3-pt jump shot from 25 ft,71,81
366,3,1:58.0,Defensive rebound by B. Simmons,,71,81
367,3,1:41.0,Personal foul by B. Adebayo (drawn by J. Embiid),,71,81
368,3,1:41.0,J. Embiid makes free throw 1 of 2,,72,81
369,3,1:41.0,,K. Olynyk enters the game for J. Johnson,72,81
370,3,1:41.0,J. Embiid makes free throw 2 of 2,,73,81
371,3,1:32.0,,Turnover by D. Wade (bad pass; steal by B. Simmons),73,81
372,3,1:28.0,M. Belinelli misses 3-pt jump shot from 24 ft,,73,81
373,3,1:24.0,,Defensive rebound by B. Adebayo,73,81
374,3,1:19.0,,J. Winslow makes 2-pt layup at rim,73,83
375,3,1:16.0,E. İlyasova makes 2-pt layup from 1 ft (assist by B. Simmons),,75,83
376,3,1:16.0,Shooting foul by W. Ellington (drawn by E. İlyasova),,75,83
377,3,1:16.0,E. İlyasova makes free throw 1 of 1,,76,83
378,3,0:57.0,,J. Winslow misses 3-pt jump shot from 24 ft,76,83
379,3,0:55.0,Defensive rebound by M. Belinelli,,76,83
380,3,0:36.0,J. Embiid misses 2-pt jump shot from 12 ft,,76,83
381,3,0:33.0,Offensive rebound by E. İlyasova,,76,83
382,3,0:33.0,Personal foul by K. Olynyk (drawn by E. İlyasova),,76,83
