,QUARTER,TIME_REMAINING,UTAH_ACTION,INDIANA_ACTION,UTAH_SCORE,INDIANA_SCORE
139,2,7:00.0,,D. Sabonis makes 2-pt hook shot from 5 ft (assist by V. Oladipo),42,28
140,2,6:49.0,R. Rubio misses 2-pt layup from 1 ft,,42,28
141,2,6:47.0,Offensive rebound by R. Gobert,,42,28
142,2,6:47.0,R. Gobert makes 2-pt dunk at rim,,44,28
143,2,6:33.0,,V. Oladipo misses 3-pt jump shot from 26 ft,44,28
144,2,6:31.0,Defensive rebound by R. Gobert,,44,28
145,2,6:09.0,D. Favors misses 3-pt jump shot from 26 ft,,44,28
146,2,6:06.0,,Defensive rebound by V. Oladipo,44,28
147,2,5:58.0,,V. Oladipo misses 2-pt jump shot from 20 ft,44,28
148,2,5:56.0,Defensive rebound by D. Favors,,44,28
149,2,5:38.0,R. Rubio misses 2-pt jump shot from 16 ft,,44,28
150,2,5:35.0,Offensive rebound by R. Gobert,,44,28
151,2,5:32.0,R. Rubio misses 2-pt layup at rim,,44,28
152,2,5:30.0,,Defensive rebound by C. Joseph,44,28
153,2,5:28.0,,Personal take foul by J. Ingles (drawn by V. Oladipo),44,28
154,2,5:28.0,,M. Turner enters the game for D. Sabonis,44,28
155,2,5:28.0,D. Mitchell enters the game for R. O'Neale,,44,28
156,2,5:16.0,,V. Oladipo makes 2-pt jump shot from 16 ft,44,30
157,2,5:03.0,Personal foul by V. Oladipo (drawn by J. Ingles),,44,30
158,2,5:01.0,Turnover by R. Gobert (lost ball; steal by B. Bogdanović),,44,30
159,2,4:56.0,,B. Bogdanović makes 2-pt layup at rim,44,32
160,2,4:39.0,D. Mitchell misses 2-pt layup from 5 ft,,44,32
161,2,4:39.0,Offensive rebound by Team,,44,32
162,2,4:39.0,J. Crowder enters the game for D. Favors,,44,32
163,2,4:26.0,J. Ingles misses 3-pt jump shot from 27 ft,,44,32
164,2,4:21.0,Offensive rebound by R. Rubio,,44,32
165,2,4:18.0,R. Rubio makes 2-pt jump shot from 6 ft,,46,32
166,2,4:06.0,,B. Bogdanović makes 2-pt layup from 1 ft,46,34
167,2,4:06.0,,Shooting foul by J. Ingles (drawn by B. Bogdanović),46,34
168,2,4:06.0,,B. Bogdanović makes free throw 1 of 1,46,35
169,2,3:42.0,Turnover by Team (shot clock),,46,35
170,2,3:20.0,,V. Oladipo makes 2-pt jump shot from 19 ft,46,37
171,2,3:01.0,R. Gobert misses 2-pt layup from 2 ft (block by V. Oladipo),,46,37
172,2,2:58.0,,Defensive rebound by M. Turner,46,37
173,2,2:55.0,,B. Bogdanović misses 2-pt jump shot from 13 ft,46,37
174,2,2:51.0,Defensive rebound by R. Gobert,,46,37
175,2,2:47.0,Utah full timeout,,46,37
176,2,2:47.0,,L. Stephenson enters the game for B. Bogdanović,46,37
177,2,2:42.0,Offensive foul by R. Gobert (drawn by M. Turner),,46,37
178,2,2:42.0,Turnover by R. Gobert (offensive foul),,46,37
179,2,2:30.0,,V. Oladipo misses 2-pt jump shot from 18 ft,46,37
180,2,2:29.0,,Offensive rebound by Team,46,37
181,2,2:29.0,Loose ball foul by D. Mitchell (drawn by M. Turner),,46,37
182,2,2:29.0,,M. Turner misses free throw 1 of 2,46,37
183,2,2:29.0,,Offensive rebound by Team,46,37
184,2,2:29.0,,M. Turner makes free throw 2 of 2,46,38
185,2,2:13.0,R. Gobert makes 2-pt dunk at rim (assist by D. Mitchell),,48,38
186,2,1:58.0,,M. Turner makes 2-pt jump shot from 21 ft (assist by V. Oladipo),48,40
187,2,1:35.0,J. Crowder makes 3-pt jump shot from 24 ft (assist by D. Mitchell),,51,40
188,2,1:22.0,,Turnover by M. Turner (bad pass; steal by D. Mitchell),51,40
189,2,1:18.0,R. Rubio makes 3-pt jump shot from 24 ft (assist by D. Mitchell),,54,40
190,2,1:00.0,,M. Turner makes 2-pt jump shot from 20 ft (assist by V. Oladipo),54,42
191,2,0:39.0,R. Rubio misses 2-pt jump shot from 9 ft,,54,42
192,2,0:37.0,Offensive rebound by R. Rubio,,54,42
193,2,0:21.0,Turnover by D. Mitchell (lost ball; steal by V. Oladipo),,54,42
194,2,0:18.0,,Shooting foul by R. Rubio (drawn by C. Joseph),54,42
195,2,0:18.0,,C. Joseph makes free throw 1 of 2,54,43
196,2,0:18.0,,J. Young enters the game for V. Oladipo,54,43
197,2,0:18.0,,C. Joseph makes free throw 2 of 2,54,44
198,2,0:03.0,D. Mitchell misses 2-pt layup from 4 ft (block by M. Turner),,54,44
199,2,0:02.0,,Defensive rebound by J. Young,54,44
200,2,0:00.0,,J. Young misses 3-pt jump shot from 27 ft,54,44
201,2,0:00.0,,Offensive rebound by Team,54,44
202,3,11:48.0,,Turnover by B. Bogdanović (bad pass; steal by R. Gobert),54,44
203,3,11:42.0,R. Rubio makes 2-pt layup at rim,,56,44
204,3,11:24.0,,Shooting foul by R. Gobert (drawn by M. Turner),56,44
205,3,11:24.0,,M. Turner makes free throw 1 of 2,56,45
206,3,11:24.0,,M. Turner makes free throw 2 of 2,56,46
207,3,11:07.0,R. Rubio makes 2-pt jump shot from 21 ft (assist by D. Mitchell),,58,46
208,3,10:44.0,,C. Joseph misses 3-pt jump shot from 25 ft,58,46
209,3,10:42.0,Defensive rebound by J. Ingles,,58,46
210,3,10:27.0,D. Favors makes 3-pt jump shot from 23 ft (assist by J. Ingles),,61,46
211,3,10:07.0,,Shooting foul by J. Ingles (drawn by B. Bogdanović),61,46
212,3,10:07.0,,B. Bogdanović misses free throw 1 of 2,61,46
213,3,10:07.0,,Offensive rebound by Team,61,46
214,3,10:07.0,,B. Bogdanović makes free throw 2 of 2,61,47
215,3,9:55.0,R. Gobert makes 2-pt dunk from 1 ft (assist by R. Rubio),,63,47
216,3,9:49.0,,Indiana full timeout,63,47
217,3,9:36.0,,V. Oladipo makes 2-pt jump shot from 16 ft,63,49
218,3,9:09.0,D. Mitchell misses 3-pt jump shot from 28 ft,,63,49
219,3,9:06.0,,Defensive rebound by T. Young,63,49
220,3,8:58.0,,T. Young misses 3-pt jump shot from 22 ft,63,49
221,3,8:54.0,Defensive rebound by D. Favors,,63,49
222,3,8:40.0,D. Favors misses 3-pt jump shot from 24 ft,,63,49
223,3,8:38.0,,Defensive rebound by V. Oladipo,63,49
224,3,8:29.0,,T. Young misses 3-pt jump shot from 29 ft,63,49
225,3,8:25.0,Defensive rebound by R. Gobert,,63,49
226,3,8:14.0,D. Mitchell makes 3-pt jump shot from 24 ft,,66,49
227,3,8:01.0,,B. Bogdanović misses 3-pt jump shot from 26 ft,66,49
228,3,7:59.0,Defensive rebound by R. Gobert,,66,49
229,3,7:53.0,R. Rubio misses 2-pt layup from 1 ft,,66,49
230,3,7:51.0,,Defensive rebound by B. Bogdanović,66,49
231,3,7:46.0,,C. Joseph makes 3-pt jump shot from 27 ft (assist by B. Bogdanović),66,52
232,3,7:22.0,J. Ingles makes 2-pt layup at rim,,68,52
233,3,7:08.0,,V. Oladipo misses 2-pt jump shot from 19 ft,68,52
234,3,7:04.0,,Offensive rebound by M. Turner,68,52
235,3,7:04.0,,M. Turner makes 2-pt dunk at rim,68,54
236,3,6:52.0,Personal foul by T. Young (drawn by R. Gobert),,68,54
237,3,6:52.0,J. Crowder enters the game for D. Favors,,68,54
238,3,6:46.0,J. Crowder misses 3-pt jump shot from 27 ft,,68,54
239,3,6:40.0,Offensive rebound by R. Gobert,,68,54
240,3,6:40.0,R. Gobert misses 2-pt dunk at rim,,68,54
241,3,6:40.0,,Defensive rebound by C. Joseph,68,54
242,3,6:38.0,,C. Joseph misses 2-pt layup from 1 ft,68,54
243,3,6:36.0,Defensive rebound by J. Crowder,,68,54
244,3,6:29.0,J. Crowder makes 2-pt layup from 2 ft (assist by R. Rubio),,70,54
245,3,6:05.0,,V. Oladipo misses 2-pt jump shot from 15 ft,70,54
246,3,6:02.0,,Offensive rebound by T. Young,70,54
247,3,6:02.0,,T. Young makes 2-pt layup at rim,70,56
248,3,5:44.0,Turnover by R. Rubio (lost ball; steal by V. Oladipo),,70,56
249,3,5:44.0,Loose ball foul by D. Mitchell (drawn by V. Oladipo),,70,56
250,3,5:34.0,,C. Joseph misses 2-pt jump shot from 19 ft,70,56
251,3,5:34.0,,Offensive rebound by Team,70,56
252,3,5:34.0,Loose ball foul by R. Rubio (drawn by M. Turner),,70,56
253,3,5:34.0,R. O'Neale enters the game for J. Ingles,,70,56
254,3,5:30.0,,Personal foul by R. Rubio (drawn by C. Joseph),70,56
255,3,5:30.0,,C. Joseph makes free throw 1 of 2,70,57
256,3,5:30.0,,C. Joseph misses free throw 2 of 2,70,57
257,3,5:28.0,Defensive rebound by R. Gobert,,70,57
258,3,5:10.0,D. Mitchell misses 3-pt jump shot from 27 ft,,70,57
259,3,5:07.0,,Defensive rebound by T. Young,70,57
260,3,4:58.0,,M. Turner misses 3-pt jump shot from 27 ft,70,57
261,3,4:55.0,,Offensive rebound by C. Joseph,70,57
262,3,4:40.0,,C. Joseph makes 2-pt jump shot from 21 ft (assist by M. Turner),70,59
263,3,4:39.0,Utah full timeout,,70,59
264,3,4:39.0,,G. Robinson enters the game for B. Bogdanović,70,59
265,3,4:20.0,J. Crowder makes 2-pt jump shot from 20 ft (assist by R. Rubio),,72,59
266,3,3:58.0,,V. Oladipo misses 2-pt jump shot from 12 ft,72,59
267,3,3:55.0,,Offensive rebound by M. Turner,72,59
268,3,3:54.0,,M. Turner makes 2-pt layup from 2 ft,72,61
269,3,3:35.0,Turnover by D. Mitchell (lost ball; steal by V. Oladipo),,72,61
270,3,3:32.0,,V. Oladipo makes 2-pt layup at rim,72,63
271,3,3:14.0,Personal foul by C. Joseph (drawn by R. Rubio),,72,63
272,3,3:14.0,,D. Sabonis enters the game for T. Young,72,63
273,3,3:14.0,J. Ingles enters the game for R. Rubio,,72,63
274,3,3:14.0,D. Favors enters the game for R. Gobert,,72,63
275,3,3:00.0,J. Crowder misses 2-pt jump shot from 14 ft,,72,63
276,3,2:57.0,,Defensive rebound by V. Oladipo,72,63
277,3,2:51.0,,V. Oladipo misses 2-pt jump shot from 19 ft,72,63
278,3,2:47.0,Defensive rebound by D. Mitchell,,72,63
279,3,2:44.0,Turnover by D. Mitchell (lost ball; steal by G. Robinson),,72,63
280,3,2:27.0,,V. Oladipo misses 2-pt jump shot from 11 ft,72,63
281,3,2:24.0,Defensive rebound by J. Ingles,,72,63
282,3,2:11.0,D. Favors misses 2-pt layup from 1 ft (block by M. Turner),,72,63
283,3,2:08.0,,Defensive rebound by M. Turner,72,63
284,3,1:48.0,,M. Turner misses 2-pt jump shot from 17 ft,72,63
285,3,1:46.0,,Offensive rebound by D. Sabonis,72,63
286,3,1:38.0,,V. Oladipo makes 2-pt layup at rim,72,65
287,3,1:14.0,Shooting foul by V. Oladipo (drawn by D. Mitchell),,72,65
288,3,1:14.0,D. Mitchell misses free throw 1 of 3,,72,65
289,3,1:14.0,Offensive rebound by Team,,72,65
290,3,1:14.0,D. Mitchell makes free throw 2 of 3,,73,65
291,3,1:14.0,,T. Booker enters the game for V. Oladipo,73,65
292,3,1:14.0,,L. Stephenson enters the game for M. Turner,73,65
293,3,1:14.0,D. Mitchell makes free throw 3 of 3,,74,65
294,3,1:02.0,,D. Sabonis misses 2-pt layup from 1 ft (block by D. Favors),74,65
295,3,0:59.0,Defensive rebound by D. Favors,,74,65
296,3,0:54.0,D. Mitchell makes 3-pt jump shot from 28 ft (assist by J. Crowder),,77,65
297,3,0:38.0,,D. Sabonis makes 2-pt layup from 4 ft,77,67
298,3,0:31.0,J. Crowder misses 3-pt jump shot from 29 ft,,77,67
299,3,0:29.0,,Defensive rebound by D. Sabonis,77,67
300,3,0:08.0,,Turnover by L. Stephenson (bad pass; steal by J. Ingles),77,67
301,3,0:05.0,J. Crowder makes 2-pt layup from 1 ft (assist by J. Ingles),,79,67
302,3,0:00.0,,C. Joseph makes 2-pt layup from 1 ft,79,69
303,3,0:00.0,Turnover by R. O'Neale (bad pass),,79,69
304,3,0:00.0,,T. Young enters the game for T. Booker,79,69
305,3,0:00.0,R. Gobert enters the game for D. Mitchell,,79,69
306,3,0:00.0,,T. Young misses 2-pt jump shot from 17 ft (block by D. Favors),79,69
307,3,0:00.0,,Offensive rebound by Team,79,69
308,4,11:40.0,R. Gobert makes 2-pt dunk from 1 ft (assist by J. Ingles),,81,69
309,4,11:40.0,Shooting foul by D. Sabonis (drawn by R. Gobert),,81,69
310,4,11:40.0,R. Gobert makes free throw 1 of 1,,82,69
311,4,11:27.0,,Turnover by L. Stephenson (bad pass; steal by J. Jerebko),82,69
312,4,11:17.0,J. Ingles makes 2-pt layup at rim,,84,69
313,4,11:17.0,Shooting foul by D. Sabonis (drawn by J. Ingles),,84,69
314,4,11:17.0,J. Ingles misses free throw 1 of 1,,84,69
315,4,11:17.0,,Defensive rebound by D. Sabonis,84,69
316,4,10:59.0,,Personal foul by R. Neto (drawn by D. Sabonis),84,69
317,4,10:59.0,,J. Young enters the game for C. Joseph,84,69
318,4,10:46.0,,D. Sabonis misses 2-pt layup from 2 ft,84,69
319,4,10:45.0,Defensive rebound by R. Neto,,84,69
320,4,10:41.0,J. Jerebko makes 2-pt jump shot from 1 ft (assist by J. Ingles),,86,69
321,4,10:30.0,,B. Bogdanović misses 3-pt jump shot from 27 ft,86,69
322,4,10:28.0,Defensive rebound by R. Gobert,,86,69
323,4,10:14.0,R. Gobert makes 2-pt jump shot from 4 ft (assist by J. Ingles),,88,69
324,4,10:09.0,,Indiana full timeout,88,69
325,4,10:09.0,R. O'Neale enters the game for J. Crowder,,88,69
326,4,9:51.0,,D. Sabonis makes 2-pt layup from 1 ft,88,71
327,4,9:36.0,R. Gobert makes 2-pt layup from 1 ft (assist by J. Ingles),,90,71
328,4,9:36.0,Shooting foul by T. Booker (drawn by R. Gobert),,90,71
329,4,9:36.0,R. Gobert makes free throw 1 of 1,,91,71
330,4,9:25.0,,L. Stephenson misses 2-pt layup at rim (block by J. Jerebko),91,71
331,4,9:25.0,Defensive rebound by Team,,91,71
332,4,9:00.0,J. Jerebko misses 3-pt jump shot from 28 ft,,91,71
333,4,8:58.0,,Defensive rebound by D. Sabonis,91,71
334,4,8:52.0,Offensive charge foul by L. Stephenson,,91,71
335,4,8:52.0,,Turnover by L. Stephenson (offensive foul),91,71
336,4,8:52.0,,Technical foul by L. Stephenson,91,71
337,4,8:52.0,J. Ingles makes technical free throw,,92,71
338,4,8:52.0,,V. Oladipo enters the game for L. Stephenson,92,71
339,4,8:52.0,,C. Joseph enters the game for J. Young,92,71
340,4,8:52.0,,T. Young enters the game for T. Booker,92,71
341,4,8:34.0,Shooting foul by D. Sabonis (drawn by R. O'Neale),,92,71
342,4,8:34.0,R. O'Neale makes free throw 1 of 2,,93,71
343,4,8:34.0,R. O'Neale makes free throw 2 of 2,,94,71
344,4,8:17.0,,V. Oladipo misses 2-pt jump shot from 15 ft,94,71
345,4,8:14.0,Defensive rebound by J. Jerebko,,94,71
346,4,8:04.0,Turnover by J. Ingles (bad pass),,94,71
347,4,8:04.0,,M. Turner enters the game for D. Sabonis,94,71
348,4,8:04.0,R. Rubio enters the game for J. Ingles,,94,71
349,4,8:04.0,D. Mitchell enters the game for R. Neto,,94,71
350,4,7:49.0,,T. Young misses 2-pt layup from 8 ft,94,71
351,4,7:49.0,,Offensive rebound by T. Young,94,71
352,4,7:49.0,,T. Young makes 2-pt hook shot from 8 ft,94,73
353,4,7:49.0,,Shooting foul by R. Rubio (drawn by T. Young),94,73
354,4,7:49.0,,T. Young makes free throw 1 of 1,94,74
355,4,7:37.0,Shooting foul by V. Oladipo (drawn by R. Gobert),,94,74
356,4,7:37.0,R. Gobert misses free throw 1 of 2,,94,74
357,4,7:37.0,Offensive rebound by Team,,94,74
358,4,7:37.0,D. Favors enters the game for J. Jerebko,,94,74
359,4,7:37.0,R. Gobert makes free throw 2 of 2,,95,74
360,4,7:20.0,,Turnover by V. Oladipo (bad pass; steal by R. Rubio),95,74
361,4,7:11.0,Turnover by R. Rubio (bad pass; steal by V. Oladipo),,95,74
362,4,7:06.0,,C. Joseph misses 3-pt jump shot from 23 ft,95,74
363,4,7:04.0,,Offensive rebound by T. Young,95,74
364,4,7:02.0,,V. Oladipo misses 3-pt jump shot from 25 ft,95,74
365,4,6:58.0,Defensive rebound by R. Gobert,,95,74
366,4,6:54.0,Utah full timeout,,95,74
367,4,6:54.0,J. Crowder enters the game for R. O'Neale,,95,74
368,4,6:44.0,R. Rubio misses 2-pt jump shot from 20 ft,,95,74
369,4,6:42.0,Offensive rebound by Team,,95,74
370,4,6:23.0,Turnover by D. Mitchell (bad pass; steal by B. Bogdanović),,95,74
371,4,6:20.0,,B. Bogdanović makes 2-pt dunk from 1 ft,95,76
372,4,6:01.0,R. Gobert makes 2-pt layup from 1 ft (assist by D. Mitchell),,97,76
373,4,5:42.0,,M. Turner makes 3-pt jump shot from 27 ft (assist by V. Oladipo),97,79
374,4,5:29.0,D. Mitchell misses 3-pt jump shot from 27 ft,,97,79
375,4,5:27.0,,Defensive rebound by C. Joseph,97,79
376,4,5:18.0,,T. Young misses 3-pt jump shot from 27 ft,97,79
377,4,5:16.0,Defensive rebound by R. Gobert,,97,79
378,4,4:58.0,Turnover by D. Mitchell (bad pass; steal by V. Oladipo),,97,79
379,4,4:52.0,,Turnover by V. Oladipo (lost ball; steal by R. Rubio),97,79
380,4,4:47.0,Shooting foul by T. Young (drawn by D. Mitchell),,97,79
381,4,4:47.0,D. Mitchell makes free throw 1 of 2,,98,79
382,4,4:47.0,J. Ingles enters the game for D. Favors,,98,79
