,QUARTER,TIME_REMAINING,HOUSTON_ACTION,CHICAGO_ACTION,HOUSTON_SCORE,CHICAGO_SCORE
387,4,4:34.0,,Shooting foul by C. Capela (drawn by J. Holiday),106,90
388,4,4:34.0,Houston full timeout,,106,90
389,4,4:34.0,C. Paul enters the game for G. Green,,106,90
390,4,4:34.0,P. Tucker enters the game for R. Anderson,,106,90
391,4,4:34.0,,J. Holiday makes free throw 1 of 1,106,91
392,4,4:19.0,Shooting foul by K. Dunn (drawn by C. Capela),,106,91
393,4,4:19.0,C. Capela makes free throw 1 of 2,,107,91
394,4,4:19.0,C. Capela makes free throw 2 of 2,,108,91
395,4,4:06.0,,K. Dunn makes 2-pt jump shot from 6 ft,108,93
396,4,3:59.0,Shooting foul by L. Markkanen (drawn by C. Capela),,108,93
397,4,3:59.0,C. Capela makes free throw 1 of 2,,109,93
398,4,3:59.0,C. Capela makes free throw 2 of 2,,110,93
399,4,3:42.0,,B. Portis misses 2-pt jump shot from 11 ft,110,93
400,4,3:38.0,Defensive rebound by T. Ariza,,110,93
401,4,3:30.0,T. Ariza misses 3-pt jump shot from 25 ft,,110,93
402,4,3:27.0,,Defensive rebound by L. Markkanen,110,93
403,4,3:18.0,,K. Dunn makes 2-pt jump shot from 21 ft,110,95
404,4,2:58.0,P. Tucker makes 3-pt jump shot from 23 ft (assist by C. Paul),,113,95
405,4,2:44.0,,J. Holiday misses 2-pt layup from 2 ft (block by C. Capela),113,95
406,4,2:41.0,Defensive rebound by C. Paul,,113,95
407,4,2:39.0,E. Gordon misses 3-pt jump shot from 25 ft,,113,95
408,4,2:35.0,,Defensive rebound by D. Valentine,113,95
409,4,2:30.0,,L. Markkanen makes 2-pt jump shot from 9 ft (assist by D. Valentine),113,97
410,4,2:09.0,Personal foul by B. Portis (drawn by C. Paul),,113,97
411,4,1:56.0,C. Paul makes 3-pt jump shot from 26 ft,,116,97
412,4,1:49.0,,K. Dunn makes 2-pt jump shot from 5 ft (assist by J. Holiday),116,99
413,4,1:27.0,C. Paul misses 3-pt jump shot from 24 ft,,116,99
414,4,1:24.0,,Defensive rebound by D. Valentine,116,99
415,4,1:21.0,,D. Valentine makes 3-pt jump shot from 25 ft,116,102
416,4,1:14.0,Turnover by C. Capela (out of bounds lost ball),,116,102
417,4,1:00.0,,K. Dunn misses 2-pt jump shot from 7 ft,116,102
418,4,0:58.0,Defensive rebound by C. Capela,,116,102
419,4,0:42.0,P. Tucker misses 3-pt jump shot from 25 ft,,116,102
420,4,0:40.0,,Defensive rebound by J. Holiday,116,102
421,4,0:36.0,,L. Markkanen makes 2-pt layup from 2 ft (assist by D. Valentine),116,104
422,4,0:33.0,Personal foul by L. Markkanen (drawn by P. Tucker),,116,104
423,4,0:17.0,T. Ariza misses 3-pt jump shot from 23 ft,,116,104
424,4,0:14.0,,Defensive rebound by J. Holiday,116,104
425,4,0:08.0,,L. Markkanen makes 3-pt jump shot from 25 ft (assist by K. Dunn),116,107
