,QUARTER,TIME_REMAINING,PHOENIX_ACTION,SAN ANTONIO_ACTION,PHOENIX_SCORE,SAN ANTONIO_SCORE
0,1,11:45.0,,P. Gasol makes 2-pt jump shot from 7 ft (assist by K. Leonard),0,2
1,1,11:29.0,M. Chriss misses 3-pt jump shot from 22 ft,,0,2
2,1,11:26.0,Offensive rebound by T. Chandler,,0,2
3,1,11:24.0,D. Booker makes 3-pt jump shot from 27 ft (assist by T. Ulis),,3,2
4,1,10:57.0,,K. Anderson makes 3-pt jump shot from 23 ft (assist by T. Parker),3,5
5,1,10:46.0,Offensive foul by D. Booker (drawn by B. Forbes),,3,5
6,1,10:46.0,Turnover by D. Booker (offensive foul),,3,5
7,1,10:28.0,,B. Forbes makes 3-pt jump shot from 24 ft (assist by T. Parker),3,8
8,1,10:19.0,Shooting foul by P. Gasol (drawn by T. Chandler),,3,8
9,1,10:19.0,T. Chandler misses free throw 1 of 2,,3,8
10,1,10:19.0,Offensive rebound by Team,,3,8
11,1,10:19.0,T. Chandler makes free throw 2 of 2,,4,8
12,1,10:02.0,,B. Forbes misses 3-pt jump shot from 24 ft,4,8
13,1,9:58.0,Defensive rebound by J. Jackson,,4,8
14,1,9:57.0,Personal foul by B. Forbes (drawn by D. Booker),,4,8
15,1,9:49.0,M. Chriss misses 2-pt dunk at rim,,4,8
16,1,9:46.0,,Defensive rebound by T. Parker,4,8
17,1,9:42.0,,K. Leonard misses 3-pt jump shot from 25 ft (block by M. Chriss),4,8
18,1,9:39.0,Defensive rebound by T. Ulis,,4,8
19,1,9:37.0,D. Booker misses 2-pt layup from 1 ft (block by K. Leonard),,4,8
20,1,9:37.0,,Defensive rebound by K. Anderson,4,8
21,1,9:31.0,,K. Leonard misses 3-pt jump shot from 24 ft,4,8
22,1,9:31.0,Defensive rebound by J. Jackson,,4,8
23,1,9:25.0,Turnover by J. Jackson (bad pass; steal by B. Forbes),,4,8
24,1,9:10.0,,K. Anderson misses 2-pt layup from 1 ft,4,8
25,1,9:09.0,Defensive rebound by J. Jackson,,4,8
26,1,9:01.0,Turnover by T. Ulis (bad pass; steal by K. Leonard),,4,8
27,1,8:57.0,,K. Leonard makes 2-pt dunk from 1 ft,4,10
28,1,8:38.0,J. Jackson makes 2-pt jump shot from 7 ft (assist by T. Ulis),,6,10
29,1,8:13.0,,K. Anderson misses 2-pt jump shot from 10 ft,6,10
30,1,8:11.0,Defensive rebound by T. Chandler,,6,10
