,QUARTER,TIME_REMAINING,PHOENIX_ACTION,PHILADELPHIA_ACTION,PHOENIX_SCORE,PHILADELPHIA_SCORE
46,1,6:16.0,,Defensive rebound by B. Simmons,12,10
47,1,6:12.0,,R. Covington makes 3-pt jump shot from 25 ft (assist by B. Simmons),12,13
48,1,6:01.0,Turnover by T. Chandler (bad pass),,12,13
49,1,5:54.0,,Turnover by A. Johnson (bad pass; steal by J. Jackson),12,13
50,1,5:49.0,J. Jackson misses 2-pt layup from 6 ft (block by A. Johnson),,12,13
51,1,5:45.0,,Defensive rebound by B. Simmons,12,13
52,1,5:42.0,,R. Covington misses 3-pt jump shot from 25 ft,12,13
53,1,5:42.0,Defensive rebound by J. Jackson,,12,13
54,1,5:27.0,T. Ulis makes 2-pt jump shot from 4 ft,,14,13
55,1,5:13.0,,B. Simmons makes 2-pt hook shot from 4 ft (assist by R. Covington),14,15
56,1,5:05.0,D. Booker misses 2-pt jump shot from 4 ft,,14,15
57,1,5:03.0,,Defensive rebound by T. Luwawu-Cabarrot,14,15
58,1,4:57.0,,T. Luwawu-Cabarrot misses 2-pt jump shot from 17 ft,14,15
59,1,4:54.0,Defensive rebound by T. Chandler,,14,15
60,1,4:46.0,T. Ulis makes 2-pt jump shot from 9 ft (assist by T. Chandler),,16,15
61,1,4:28.0,,R. Covington makes 2-pt jump shot from 6 ft,16,17
62,1,4:23.0,Personal foul by T. Luwawu-Cabarrot (drawn by D. Booker),,16,17
63,1,4:23.0,,J. Redick enters the game for A. Johnson,16,17
64,1,4:23.0,,D. Šarić enters the game for B. Simmons,16,17
65,1,4:23.0,,J. Embiid enters the game for R. Covington,16,17
66,1,4:23.0,A. Len enters the game for T. Chandler,,16,17
67,1,4:14.0,D. Booker misses 2-pt jump shot from 10 ft,,16,17
68,1,4:13.0,Offensive rebound by A. Len,,16,17
69,1,4:11.0,A. Len makes 2-pt layup from 3 ft,,18,17
70,1,3:57.0,,Turnover by J. Redick (bad pass; steal by D. Booker),18,17
71,1,3:57.0,Personal foul by J. Redick (drawn by J. Jackson),,18,17
72,1,3:41.0,A. Len makes 2-pt layup from 3 ft (assist by T. Ulis),,20,17
73,1,3:41.0,Shooting foul by J. Bayless (drawn by A. Len),,20,17
74,1,3:41.0,A. Len makes free throw 1 of 1,,21,17
75,1,3:26.0,,Personal foul by A. Len (drawn by J. Embiid),21,17
76,1,3:12.0,,J. Embiid makes 2-pt hook shot from 5 ft,21,19
77,1,3:01.0,D. Booker misses 3-pt jump shot from 25 ft,,21,19
78,1,2:59.0,,Defensive rebound by D. Šarić,21,19
79,1,2:52.0,,J. Embiid misses 2-pt jump shot from 20 ft,21,19
80,1,2:49.0,Defensive rebound by D. Booker,,21,19
81,1,2:47.0,D. Booker misses 3-pt jump shot from 25 ft,,21,19
82,1,2:43.0,,Defensive rebound by J. Embiid,21,19
83,1,2:35.0,,Offensive foul by J. Bayless (drawn by T. Ulis),21,19
84,1,2:35.0,,Turnover by J. Bayless (offensive foul),21,19
85,1,2:35.0,Phoenix full timeout,,21,19
86,1,2:35.0,T. Warren enters the game for T. Ulis,,21,19
87,1,2:20.0,J. Jackson makes 3-pt jump shot from 24 ft (assist by T. Warren),,24,19
88,1,1:59.0,,J. Embiid misses 2-pt layup from 2 ft,24,19
89,1,1:57.0,,Offensive rebound by D. Šarić,24,19
90,1,1:52.0,,J. Bayless makes 3-pt jump shot from 26 ft (assist by D. Šarić),24,22
91,1,1:31.0,A. Len misses 2-pt dunk from 4 ft (block by J. Embiid),,24,22
92,1,1:31.0,,Defensive rebound by Team,24,22
93,1,1:20.0,,Shooting foul by A. Len (drawn by J. Embiid),24,22
94,1,1:20.0,,J. Embiid makes free throw 1 of 2,24,23
95,1,1:20.0,,N. Stauskas enters the game for J. Bayless,24,23
96,1,1:20.0,T. Chandler enters the game for A. Len,,24,23
97,1,1:20.0,,J. Embiid makes free throw 2 of 2,24,24
98,1,1:12.0,D. Booker misses 2-pt jump shot from 21 ft,,24,24
99,1,1:10.0,,Defensive rebound by J. Embiid,24,24
100,1,1:02.0,,T. Luwawu-Cabarrot makes 2-pt layup from 1 ft (assist by J. Embiid),24,26
101,1,0:50.0,T. Warren misses 2-pt jump shot from 10 ft,,24,26
102,1,0:48.0,Offensive rebound by D. Booker,,24,26
103,1,0:44.0,D. Booker misses 2-pt layup from 4 ft,,24,26
104,1,0:41.0,Offensive rebound by T. Warren,,24,26
105,1,0:40.0,T. Warren misses 2-pt layup from 2 ft (block by J. Embiid),,24,26
106,1,0:40.0,Offensive rebound by D. Booker,,24,26
107,1,0:37.0,D. Booker makes 2-pt layup at rim,,26,26
108,1,0:31.0,,Personal foul by J. Jackson (drawn by J. Redick),26,26
109,1,0:31.0,,J. Redick makes free throw 1 of 2,26,27
110,1,0:31.0,,J. Redick makes free throw 2 of 2,26,28
111,1,0:15.0,Shooting foul by J. Redick (drawn by J. Jackson),,26,28
112,1,0:15.0,J. Jackson makes free throw 1 of 2,,27,28
113,1,0:15.0,,J. Bayless enters the game for T. Luwawu-Cabarrot,27,28
114,1,0:15.0,T. Daniels enters the game for D. Booker,,27,28
115,1,0:15.0,J. Jackson makes free throw 2 of 2,,28,28
116,1,0:01.0,,N. Stauskas misses 3-pt jump shot from 24 ft,28,28
117,1,0:01.0,,Offensive rebound by Team,28,28
118,2,11:41.0,,J. Embiid misses 2-pt jump shot from 12 ft,28,28
119,2,11:39.0,Defensive rebound by M. James,,28,28
120,2,11:20.0,Shooting foul by N. Stauskas (drawn by M. James),,28,28
121,2,11:20.0,M. James makes free throw 1 of 2,,29,28
122,2,11:20.0,M. James makes free throw 2 of 2,,30,28
123,2,11:03.0,,Turnover by N. Stauskas (lost ball; steal by T. Daniels),30,28
124,2,10:58.0,T. Daniels misses 2-pt jump shot from 5 ft (block by R. Covington),,30,28
125,2,10:49.0,Offensive rebound by T. Warren,,30,28
126,2,10:49.0,T. Warren makes 2-pt layup at rim,,32,28
127,2,10:42.0,,Shooting foul by T. Chandler (drawn by J. Embiid),32,28
128,2,10:42.0,,J. Embiid makes free throw 1 of 2,32,29
129,2,10:42.0,,J. Embiid makes free throw 2 of 2,32,30
130,2,10:30.0,T. Warren makes 2-pt jump shot from 11 ft,,34,30
131,2,10:14.0,,R. Covington misses 3-pt jump shot from 25 ft,34,30
132,2,10:10.0,Defensive rebound by T. Warren,,34,30
133,2,10:05.0,D. Bender misses 3-pt jump shot from 25 ft,,34,30
134,2,10:03.0,,Defensive rebound by J. Embiid,34,30
135,2,9:59.0,,J. Redick misses 3-pt jump shot from 25 ft,34,30
136,2,9:59.0,,Offensive rebound by J. Bayless,34,30
137,2,9:49.0,,J. Redick misses 3-pt jump shot from 26 ft,34,30
138,2,9:45.0,Defensive rebound by T. Chandler,,34,30
139,2,9:38.0,,B. Simmons enters the game for J. Bayless,34,30
140,2,9:34.0,T. Warren misses 2-pt jump shot from 16 ft,,34,30
141,2,9:30.0,,Defensive rebound by J. Embiid,34,30
142,2,9:23.0,,B. Simmons misses 2-pt layup from 3 ft (block by D. Bender),34,30
143,2,9:21.0,Defensive rebound by T. Daniels,,34,30
144,2,9:10.0,T. Chandler makes 2-pt dunk at rim (assist by M. James),,36,30
145,2,9:10.0,,Philadelphia full timeout,36,30
146,2,9:10.0,,A. Johnson enters the game for J. Embiid,36,30
147,2,8:56.0,,B. Simmons misses 2-pt jump shot from 12 ft,36,30
148,2,8:52.0,Defensive rebound by T. Chandler,,36,30
149,2,8:45.0,T. Warren misses 2-pt jump shot from 16 ft,,36,30
150,2,8:41.0,,Defensive rebound by B. Simmons,36,30
151,2,8:33.0,,R. Covington misses 3-pt jump shot from 25 ft,36,30
152,2,8:32.0,Defensive rebound by Team,,36,30
153,2,8:32.0,,T. Luwawu-Cabarrot enters the game for J. Redick,36,30
154,2,8:15.0,M. James misses 2-pt jump shot from 11 ft,,36,30
155,2,8:12.0,,Defensive rebound by A. Johnson,36,30
156,2,8:06.0,,B. Simmons misses 2-pt jump shot from 12 ft,36,30
157,2,8:02.0,Defensive rebound by M. James,,36,30
158,2,7:57.0,Turnover by M. James (lost ball; steal by B. Simmons),,36,30
159,2,7:53.0,,B. Simmons makes 2-pt dunk at rim (assist by T. Luwawu-Cabarrot),36,32
160,2,7:36.0,T. Warren misses 3-pt jump shot from 25 ft,,36,32
161,2,7:33.0,Offensive rebound by D. Bender,,36,32
162,2,7:31.0,D. Bender misses 2-pt hook shot from 7 ft,,36,32
163,2,7:31.0,,Defensive rebound by R. Covington,36,32
164,2,7:25.0,,R. Covington misses 3-pt jump shot from 26 ft,36,32
165,2,7:21.0,Defensive rebound by M. James,,36,32
166,2,7:15.0,T. Daniels makes 3-pt jump shot from 24 ft (assist by M. James),,39,32
167,2,6:57.0,,Turnover by N. Stauskas (traveling),39,32
168,2,6:57.0,,J. Bayless enters the game for N. Stauskas,39,32
169,2,6:57.0,,D. Šarić enters the game for R. Covington,39,32
170,2,6:57.0,M. Chriss enters the game for T. Chandler,,39,32
171,2,6:57.0,T. Ulis enters the game for T. Daniels,,39,32
172,2,6:57.0,D. Booker enters the game for D. Bender,,39,32
173,2,6:57.0,A. Len enters the game for M. James,,39,32
174,2,6:47.0,T. Warren makes 2-pt jump shot from 14 ft,,41,32
175,2,6:27.0,,J. Bayless makes 3-pt jump shot from 25 ft (assist by T. Luwawu-Cabarrot),41,35
176,2,6:06.0,A. Len makes 2-pt layup from 3 ft (assist by T. Ulis),,43,35
177,2,5:55.0,,J. Bayless misses 2-pt layup from 1 ft,43,35
178,2,5:53.0,Defensive rebound by A. Len,,43,35
179,2,5:50.0,T. Warren makes 2-pt layup from 1 ft (assist by T. Ulis),,45,35
180,2,5:50.0,,Violation by A. Johnson (def goaltending),45,35
181,2,5:30.0,,D. Šarić misses 2-pt hook shot from 8 ft,45,35
182,2,5:27.0,Defensive rebound by M. Chriss,,45,35
183,2,5:22.0,D. Booker makes 3-pt jump shot from 27 ft (assist by M. Chriss),,48,35
184,2,5:21.0,,Philadelphia full timeout,48,35
185,2,5:21.0,,J. Embiid enters the game for A. Johnson,48,35
186,2,5:21.0,T. Chandler enters the game for T. Warren,,48,35
187,2,5:21.0,J. Jackson enters the game for A. Len,,48,35
188,2,5:06.0,,J. Embiid makes 2-pt hook shot from 7 ft,48,37
189,2,4:50.0,D. Booker makes 2-pt jump shot from 10 ft (assist by M. Chriss),,50,37
190,2,4:32.0,,Shooting foul by T. Chandler (drawn by J. Embiid),50,37
191,2,4:32.0,,J. Embiid makes free throw 1 of 2,50,38
192,2,4:32.0,,J. Redick enters the game for J. Bayless,50,38
193,2,4:32.0,,R. Covington enters the game for T. Luwawu-Cabarrot,50,38
194,2,4:32.0,,J. Embiid makes free throw 2 of 2,50,39
195,2,4:09.0,D. Booker makes 3-pt jump shot from 26 ft (assist by T. Ulis),,53,39
196,2,3:52.0,,Turnover by R. Covington (bad pass; steal by T. Chandler),53,39
197,2,3:48.0,Personal foul by D. Šarić (drawn by M. Chriss),,53,39
198,2,3:44.0,Turnover by J. Jackson (bad pass; steal by D. Šarić),,53,39
199,2,3:33.0,,D. Šarić makes 2-pt layup from 2 ft (assist by J. Redick),53,41
200,2,3:20.0,T. Ulis makes 2-pt jump shot from 19 ft (assist by T. Chandler),,55,41
201,2,3:07.0,,B. Simmons makes 2-pt layup from 1 ft,55,43
202,2,2:56.0,T. Chandler makes 2-pt dunk from 1 ft (assist by D. Booker),,57,43
203,2,2:36.0,,Turnover by B. Simmons (lost ball; steal by T. Chandler),57,43
204,2,2:29.0,T. Ulis misses 3-pt jump shot from 24 ft,,57,43
205,2,2:26.0,,Defensive rebound by J. Embiid,57,43
206,2,2:10.0,,J. Embiid misses 2-pt jump shot from 9 ft,57,43
207,2,2:09.0,Defensive rebound by M. Chriss,,57,43
208,2,2:09.0,Personal foul by J. Embiid (drawn by T. Chandler),,57,43
209,2,1:57.0,J. Jackson misses 3-pt jump shot from 26 ft,,57,43
210,2,1:55.0,Offensive rebound by M. Chriss,,57,43
211,2,1:54.0,Shooting foul by R. Covington (drawn by M. Chriss),,57,43
212,2,1:54.0,M. Chriss makes free throw 1 of 2,,58,43
213,2,1:54.0,M. Chriss misses free throw 2 of 2,,58,43
214,2,1:49.0,,Defensive rebound by D. Šarić,58,43
215,2,1:37.0,,B. Simmons misses 2-pt layup from 1 ft (block by M. Chriss),58,43
216,2,1:35.0,Defensive rebound by T. Ulis,,58,43
217,2,1:23.0,T. Ulis misses 2-pt jump shot from 12 ft,,58,43
218,2,1:21.0,Offensive rebound by T. Chandler,,58,43
219,2,1:08.0,D. Booker makes 2-pt layup at rim,,60,43
220,2,0:57.0,,J. Embiid makes 2-pt jump shot from 20 ft,60,45
221,2,0:39.0,T. Ulis misses 2-pt jump shot from 5 ft (block by J. Embiid),,60,45
222,2,0:39.0,,Defensive rebound by J. Embiid,60,45
223,2,0:31.0,,R. Covington misses 3-pt jump shot from 26 ft,60,45
224,2,0:31.0,,Offensive rebound by R. Covington,60,45
225,2,0:27.0,,J. Redick misses 3-pt jump shot from 25 ft,60,45
226,2,0:27.0,,Offensive rebound by D. Šarić,60,45
227,2,0:07.0,,D. Šarić misses 3-pt jump shot from 25 ft,60,45
228,2,0:04.0,,Offensive rebound by R. Covington,60,45
229,2,0:02.0,,J. Redick makes 2-pt jump shot from 22 ft (assist by R. Covington),60,47
230,3,11:47.0,,B. Simmons misses 2-pt layup from 2 ft,60,47
231,3,11:41.0,,Offensive rebound by B. Simmons,60,47
232,3,11:41.0,,B. Simmons makes 2-pt layup at rim,60,49
233,3,11:34.0,,Violation by B. Simmons (kicked ball),60,49
234,3,11:22.0,M. Chriss makes 2-pt jump shot from 8 ft,,62,49
235,3,11:21.0,,Personal foul by T. Ulis (drawn by J. Redick),62,49
236,3,11:17.0,,J. Redick makes 2-pt layup from 6 ft (assist by R. Covington),62,51
237,3,11:08.0,D. Booker makes 2-pt jump shot from 9 ft (assist by T. Ulis),,64,51
238,3,10:51.0,,D. Šarić makes 2-pt layup from 2 ft,64,53
239,3,10:37.0,D. Booker makes 2-pt jump shot from 12 ft,,66,53
240,3,10:20.0,,D. Šarić misses 2-pt layup from 5 ft (block by M. Chriss),66,53
241,3,10:17.0,Defensive rebound by T. Warren,,66,53
242,3,10:14.0,D. Booker makes 2-pt jump shot from 13 ft (assist by T. Ulis),,68,53
243,3,9:53.0,,J. Embiid makes 2-pt layup from 1 ft,68,55
244,3,9:36.0,Shooting foul by J. Redick (drawn by T. Ulis),,68,55
245,3,9:36.0,T. Ulis makes free throw 1 of 2,,69,55
246,3,9:36.0,T. Ulis makes free throw 2 of 2,,70,55
247,3,9:27.0,,Shooting foul by T. Ulis (drawn by J. Redick),70,55
248,3,9:27.0,,J. Redick makes free throw 1 of 2,70,56
249,3,9:27.0,,J. Redick makes free throw 2 of 2,70,57
250,3,9:15.0,D. Booker misses 2-pt jump shot from 10 ft,,70,57
251,3,9:11.0,,Defensive rebound by B. Simmons,70,57
252,3,9:06.0,,Turnover by B. Simmons (bad pass; steal by T. Warren),70,57
253,3,9:03.0,Turnover by D. Booker (lost ball; steal by B. Simmons),,70,57
254,3,9:03.0,Violation by D. Booker (kicked ball),,70,57
255,3,8:48.0,,J. Embiid misses 2-pt hook shot from 10 ft (block by T. Chandler),70,57
256,3,8:45.0,Defensive rebound by T. Chandler,,70,57
257,3,8:42.0,Turnover by D. Booker (lost ball; steal by J. Redick),,70,57
258,3,8:36.0,,J. Redick makes 2-pt jump shot from 17 ft (assist by B. Simmons),70,59
259,3,8:22.0,T. Warren makes 2-pt jump shot from 16 ft (assist by T. Ulis),,72,59
260,3,8:05.0,,J. Embiid misses 2-pt jump shot from 8 ft,72,59
261,3,8:00.0,Defensive rebound by T. Warren,,72,59
262,3,7:59.0,Turnover by T. Warren (bad pass; steal by B. Simmons),,72,59
263,3,7:45.0,,J. Redick makes 2-pt layup from 1 ft (assist by D. Šarić),72,61
264,3,7:23.0,M. Chriss misses 3-pt jump shot from 22 ft,,72,61
265,3,7:20.0,Offensive rebound by T. Chandler,,72,61
266,3,7:18.0,T. Warren makes 2-pt jump shot from 15 ft (assist by T. Chandler),,74,61
267,3,7:18.0,,Philadelphia full timeout,74,61
268,3,7:18.0,,A. Johnson enters the game for J. Embiid,74,61
269,3,7:18.0,D. Bender enters the game for M. Chriss,,74,61
270,3,7:09.0,,Offensive foul by D. Šarić (drawn by T. Warren),74,61
271,3,7:09.0,,Turnover by D. Šarić (offensive foul),74,61
272,3,6:50.0,D. Bender makes 3-pt jump shot from 26 ft (assist by T. Warren),,77,61
273,3,6:34.0,,B. Simmons makes 2-pt layup from 3 ft,77,63
274,3,6:23.0,T. Warren misses 2-pt jump shot from 5 ft,,77,63
275,3,6:20.0,,Defensive rebound by A. Johnson,77,63
276,3,6:11.0,,Shooting foul by D. Booker (drawn by R. Covington),77,63
277,3,6:11.0,,R. Covington makes free throw 1 of 2,77,64
278,3,6:11.0,,T. Luwawu-Cabarrot enters the game for D. Šarić,77,64
279,3,6:11.0,,J. Bayless enters the game for J. Redick,77,64
280,3,6:11.0,A. Len enters the game for T. Chandler,,77,64
281,3,6:11.0,,R. Covington makes free throw 2 of 2,77,65
282,3,5:49.0,T. Warren makes 2-pt layup from 2 ft (assist by T. Ulis),,79,65
283,3,5:38.0,,T. Luwawu-Cabarrot makes 2-pt layup from 2 ft (assist by B. Simmons),79,67
284,3,5:29.0,Shooting foul by J. Bayless (drawn by T. Ulis),,79,67
285,3,5:29.0,T. Ulis makes free throw 1 of 2,,80,67
286,3,5:29.0,T. Ulis misses free throw 2 of 2,,80,67
287,3,5:26.0,,Defensive rebound by J. Bayless,80,67
288,3,5:11.0,,B. Simmons makes 2-pt layup from 1 ft,80,69
289,3,4:51.0,T. Warren makes 2-pt layup at rim,,82,69
290,3,4:35.0,,B. Simmons misses 2-pt layup from 6 ft,82,69
291,3,4:33.0,Defensive rebound by T. Warren,,82,69
292,3,4:20.0,D. Bender misses 3-pt jump shot from 22 ft,,82,69
293,3,4:17.0,,Defensive rebound by A. Johnson,82,69
294,3,4:08.0,,Personal foul by A. Len (drawn by T. Luwawu-Cabarrot),82,69
295,3,4:08.0,,J. Embiid enters the game for A. Johnson,82,69
296,3,4:08.0,,D. Šarić enters the game for R. Covington,82,69
297,3,4:08.0,J. Jackson enters the game for T. Warren,,82,69
298,3,3:56.0,,J. Embiid misses 2-pt layup from 13 ft,82,69
299,3,3:54.0,Defensive rebound by D. Booker,,82,69
300,3,3:33.0,J. Jackson misses 2-pt jump shot from 16 ft,,82,69
301,3,3:28.0,,Defensive rebound by J. Embiid,82,69
302,3,3:20.0,,T. Luwawu-Cabarrot makes 2-pt layup from 2 ft (assist by D. Šarić),82,71
303,3,3:20.0,Phoenix full timeout,,82,71
304,3,3:20.0,T. Warren enters the game for T. Ulis,,82,71
305,3,3:02.0,D. Booker misses 2-pt jump shot from 21 ft,,82,71
306,3,2:58.0,,Defensive rebound by J. Bayless,82,71
307,3,2:40.0,,B. Simmons misses 2-pt jump shot from 9 ft,82,71
308,3,2:37.0,Defensive rebound by D. Booker,,82,71
309,3,2:29.0,Turnover by J. Jackson (lost ball; steal by B. Simmons),,82,71
310,3,2:29.0,,Personal foul by J. Jackson (drawn by B. Simmons),82,71
311,3,2:29.0,,B. Simmons makes free throw 1 of 2,82,72
312,3,2:29.0,,B. Simmons makes free throw 2 of 2,82,73
313,3,2:22.0,D. Booker misses 2-pt jump shot from 6 ft,,82,73
314,3,2:22.0,,Defensive rebound by Team,82,73
315,3,2:04.0,,D. Šarić misses 2-pt hook shot from 15 ft,82,73
316,3,2:02.0,Defensive rebound by A. Len,,82,73
317,3,1:51.0,D. Booker misses 2-pt jump shot from 18 ft,,82,73
318,3,1:47.0,Offensive rebound by D. Booker,,82,73
319,3,1:46.0,A. Len misses 2-pt layup from 4 ft (block by J. Embiid),,82,73
320,3,1:46.0,,Defensive rebound by B. Simmons,82,73
321,3,1:42.0,,T. Luwawu-Cabarrot misses 2-pt layup from 5 ft (block by D. Booker),82,73
322,3,1:42.0,,Offensive rebound by Team,82,73
323,3,1:37.0,,D. Šarić misses 3-pt jump shot from 26 ft,82,73
324,3,1:32.0,,Offensive rebound by T. Luwawu-Cabarrot,82,73
325,3,1:30.0,,J. Bayless misses 3-pt jump shot from 27 ft (block by D. Bender),82,73
326,3,1:30.0,,Offensive rebound by Team,82,73
327,3,1:18.0,,J. Embiid makes 2-pt hook shot from 6 ft,82,75
328,3,1:16.0,,Loose ball foul by B. Simmons (drawn by J. Jackson),82,75
329,3,0:59.0,T. Warren misses 3-pt jump shot from 27 ft,,82,75
330,3,0:56.0,Offensive rebound by J. Jackson,,82,75
331,3,0:56.0,Personal foul by T. Luwawu-Cabarrot (drawn by D. Booker),,82,75
332,3,0:56.0,D. Booker makes free throw 1 of 2,,83,75
333,3,0:56.0,D. Booker makes free throw 2 of 2,,84,75
334,3,0:38.0,,J. Embiid makes 2-pt dunk from 1 ft,84,77
335,3,0:32.0,Personal foul by J. Bayless,,84,77
336,3,0:32.0,,Technical foul by J. Bayless,84,77
337,3,0:32.0,D. Booker makes technical free throw,,85,77
338,3,0:32.0,D. Booker makes free throw 1 of 2,,86,77
339,3,0:32.0,T. Chandler enters the game for A. Len,,86,77
340,3,0:32.0,D. Booker misses free throw 2 of 2,,86,77
341,3,0:29.0,,Defensive rebound by D. Šarić,86,77
342,3,0:14.0,,Shooting foul by T. Chandler (drawn by J. Embiid),86,77
343,3,0:14.0,,J. Embiid makes free throw 1 of 2,86,78
344,3,0:14.0,,J. Redick enters the game for J. Bayless,86,78
345,3,0:14.0,,J. Embiid makes free throw 2 of 2,86,79
346,3,0:06.0,D. Booker makes 2-pt layup from 4 ft,,88,79
347,3,0:06.0,Shooting foul by B. Simmons (drawn by D. Booker),,88,79
348,3,0:06.0,D. Booker makes free throw 1 of 1,,89,79
349,3,0:01.0,,J. Redick misses 3-pt jump shot from 25 ft,89,79
350,3,0:01.0,,Offensive rebound by Team,89,79
351,4,11:44.0,T. Warren makes 2-pt jump shot from 21 ft (assist by D. Bender),,91,79
352,4,11:27.0,,Turnover by T. Luwawu-Cabarrot (lost ball; steal by J. Jackson),91,79
353,4,11:26.0,J. Jackson makes 2-pt layup from 2 ft,,93,79
354,4,11:26.0,Shooting foul by T. Luwawu-Cabarrot (drawn by J. Jackson),,93,79
355,4,11:26.0,J. Jackson misses free throw 1 of 1,,93,79
356,4,11:23.0,,Defensive rebound by R. Covington,93,79
357,4,11:03.0,,R. Covington misses 3-pt jump shot from 26 ft,93,79
358,4,11:02.0,,Offensive rebound by Team,93,79
359,4,11:02.0,Loose ball foul by T. Chandler (drawn by J. Embiid),,93,79
360,4,10:55.0,,J. Redick makes 2-pt jump shot from 16 ft (assist by J. Embiid),93,81
361,4,10:29.0,D. Bender misses 2-pt hook shot from 6 ft,,93,81
362,4,10:27.0,,Defensive rebound by R. Covington,93,81
363,4,10:19.0,,R. Covington misses 2-pt layup from 4 ft (block by D. Bender),93,81
364,4,10:16.0,Defensive rebound by J. Jackson,,93,81
365,4,10:04.0,T. Ulis misses 2-pt jump shot from 10 ft,,93,81
366,4,10:01.0,,Defensive rebound by J. Embiid,93,81
367,4,9:56.0,,J. Redick misses 3-pt jump shot from 26 ft,93,81
368,4,9:50.0,,Offensive rebound by J. Embiid,93,81
369,4,9:50.0,,J. Embiid misses 2-pt dunk at rim,93,81
370,4,9:49.0,,Offensive rebound by J. Bayless,93,81
371,4,9:41.0,,J. Embiid misses 2-pt layup from 5 ft,93,81
372,4,9:41.0,Defensive rebound by T. Warren,,93,81
373,4,9:22.0,J. Jackson misses 2-pt jump shot from 17 ft,,93,81
374,4,9:22.0,,Defensive rebound by J. Embiid,93,81
375,4,9:05.0,,J. Bayless misses 3-pt jump shot from 25 ft,93,81
376,4,8:57.0,,Offensive rebound by J. Embiid,93,81
377,4,8:53.0,,J. Redick makes 3-pt jump shot from 26 ft,93,84
378,4,8:23.0,Turnover by T. Warren (lost ball; steal by R. Covington),,93,84
379,4,8:19.0,,J. Bayless misses 3-pt jump shot from 26 ft,93,84
380,4,8:15.0,,Offensive rebound by R. Covington,93,84
381,4,8:14.0,,B. Simmons enters the game for J. Bayless,93,84
382,4,8:14.0,,A. Johnson enters the game for J. Embiid,93,84
