,QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,PORTLAND_ACTION,SAN ANTONIO_SCORE,PORTLAND_SCORE
47,1,5:22.0,,P. Connaughton makes 2-pt dunk from 1 ft (assist by C. McCollum),12,14
48,1,5:01.0,L. Aldridge makes 2-pt hook shot from 5 ft,,14,14
49,1,4:46.0,,Personal foul by L. Aldridge (drawn by J. Nurkić),14,14
50,1,4:46.0,,E. Davis enters the game for A. Aminu,14,14
51,1,4:46.0,,Z. Collins enters the game for J. Nurkić,14,14
52,1,4:32.0,,E. Turner misses 2-pt jump shot from 12 ft,14,14
53,1,4:28.0,Defensive rebound by D. Bertāns,,14,14
54,1,4:18.0,L. Aldridge makes 2-pt hook shot from 2 ft,,16,14
55,1,3:56.0,,Z. Collins misses 3-pt jump shot from 24 ft,16,14
56,1,3:54.0,Defensive rebound by L. Aldridge,,16,14
57,1,3:44.0,Turnover by P. Mills (out of bounds lost ball),,16,14
58,1,3:32.0,,Turnover by E. Turner (bad pass; steal by L. Aldridge),16,14
59,1,3:25.0,D. Bertāns makes 2-pt layup from 1 ft (assist by K. Anderson),,18,14
60,1,3:09.0,,C. McCollum makes 2-pt layup from 1 ft,18,16
61,1,3:07.0,San Antonio full timeout,,18,16
62,1,3:07.0,,M. Harkless enters the game for E. Turner,18,16
63,1,3:07.0,B. Forbes enters the game for K. Anderson,,18,16
64,1,3:07.0,J. Lauvergne enters the game for L. Aldridge,,18,16
65,1,2:54.0,P. Mills makes 2-pt jump shot from 22 ft (assist by J. Lauvergne),,20,16
66,1,2:36.0,,Z. Collins misses 3-pt jump shot from 25 ft,20,16
67,1,2:33.0,Defensive rebound by J. Lauvergne,,20,16
68,1,2:24.0,Shooting foul by P. Connaughton (drawn by P. Mills),,20,16
69,1,2:24.0,P. Mills makes free throw 1 of 2,,21,16
70,1,2:24.0,,S. Napier enters the game for C. McCollum,21,16
71,1,2:24.0,P. Mills makes free throw 2 of 2,,22,16
72,1,2:12.0,,P. Connaughton makes 2-pt layup at rim (assist by S. Napier),22,18
73,1,1:57.0,P. Mills misses 2-pt jump shot from 20 ft,,22,18
74,1,1:55.0,,Defensive rebound by M. Harkless,22,18
75,1,1:37.0,,M. Harkless makes 2-pt jump shot from 3 ft (assist by S. Napier),22,20
76,1,1:21.0,M. Ginóbili misses 2-pt layup from 1 ft,,22,20
77,1,1:19.0,,Defensive rebound by E. Davis,22,20
78,1,1:09.0,,Z. Collins makes 2-pt layup from 1 ft (assist by S. Napier),22,22
79,1,0:50.0,M. Ginóbili makes 2-pt layup at rim (assist by B. Forbes),,24,22
80,1,0:50.0,Shooting foul by E. Davis (drawn by M. Ginóbili),,24,22
81,1,0:50.0,P. Gasol enters the game for J. Lauvergne,,24,22
82,1,0:50.0,M. Ginóbili makes free throw 1 of 1,,25,22
83,1,0:33.0,,P. Connaughton makes 2-pt layup from 5 ft,25,24
84,1,0:13.0,M. Ginóbili makes 2-pt layup from 1 ft,,27,24
85,1,0:02.0,,M. Harkless makes 3-pt jump shot from 25 ft (assist by S. Napier),27,27
86,2,11:42.0,,P. Connaughton misses 2-pt layup at rim,27,27
87,2,11:41.0,Defensive rebound by D. Bertāns,,27,27
88,2,11:34.0,P. Gasol makes 2-pt hook shot at rim (assist by D. Bertāns),,29,27
89,2,11:21.0,,Offensive foul by E. Davis (drawn by P. Mills),29,27
90,2,11:21.0,,Turnover by E. Davis (offensive foul),29,27
91,2,11:21.0,D. Murray enters the game for P. Mills,,29,27
92,2,11:21.0,K. Anderson enters the game for M. Ginóbili,,29,27
93,2,11:05.0,K. Anderson makes 2-pt jump shot from 15 ft (assist by P. Gasol),,31,27
94,2,10:47.0,,M. Harkless misses 3-pt jump shot from 24 ft,31,27
95,2,10:44.0,,Offensive rebound by E. Davis,31,27
96,2,10:42.0,,Z. Collins misses 2-pt layup from 1 ft,31,27
97,2,10:40.0,Defensive rebound by D. Bertāns,,31,27
98,2,10:24.0,P. Gasol makes 2-pt jump shot from 7 ft,,33,27
99,2,10:24.0,,Portland full timeout,33,27
100,2,10:08.0,,Turnover by M. Harkless (bad pass),33,27
101,2,9:52.0,D. Bertāns misses 2-pt jump shot from 5 ft,,33,27
102,2,9:49.0,,Defensive rebound by S. Napier,33,27
103,2,9:42.0,,Turnover by S. Napier (lost ball; steal by D. Bertāns),33,27
104,2,9:38.0,Turnover by D. Murray (turnover),,33,27
105,2,9:38.0,Loose ball foul by D. Murray (drawn by S. Napier),,33,27
106,2,9:38.0,,C. McCollum enters the game for S. Napier,33,27
107,2,9:21.0,,E. Davis misses 2-pt dunk from 1 ft,33,27
108,2,9:18.0,,Offensive rebound by M. Harkless,33,27
109,2,9:17.0,,M. Harkless misses 2-pt dunk at rim,33,27
110,2,9:17.0,,Offensive rebound by C. McCollum,33,27
111,2,9:12.0,,C. McCollum makes 2-pt jump shot from 20 ft,33,29
112,2,8:56.0,P. Gasol misses 2-pt jump shot from 19 ft,,33,29
113,2,8:53.0,,Defensive rebound by Z. Collins,33,29
114,2,8:45.0,,C. McCollum misses 2-pt jump shot from 11 ft,33,29
115,2,8:43.0,Defensive rebound by K. Anderson,,33,29
116,2,8:37.0,Turnover by K. Anderson (bad pass; steal by C. McCollum),,33,29
117,2,8:26.0,,Z. Collins makes 2-pt jump shot from 11 ft (assist by C. McCollum),33,31
118,2,8:05.0,D. Bertāns misses 3-pt jump shot from 24 ft,,33,31
119,2,8:04.0,,Defensive rebound by E. Davis,33,31
120,2,7:45.0,,M. Harkless makes 2-pt jump shot from 22 ft,33,33
121,2,7:36.0,San Antonio full timeout,,33,33
122,2,7:36.0,,J. Nurkić enters the game for E. Davis,33,33
123,2,7:36.0,,A. Aminu enters the game for Z. Collins,33,33
124,2,7:36.0,L. Aldridge enters the game for D. Bertāns,,33,33
125,2,7:26.0,B. Forbes makes 2-pt jump shot from 20 ft (assist by D. Murray),,35,33
126,2,7:07.0,,A. Aminu makes 2-pt jump shot from 11 ft,35,35
127,2,6:51.0,L. Aldridge makes 2-pt hook shot from 3 ft,,37,35
128,2,6:40.0,,A. Aminu misses 3-pt jump shot from 25 ft,37,35
129,2,6:37.0,Defensive rebound by P. Gasol,,37,35
130,2,6:22.0,Personal foul by P. Connaughton (drawn by D. Murray),,37,35
131,2,6:22.0,M. Ginóbili enters the game for B. Forbes,,37,35
132,2,6:11.0,D. Murray misses 3-pt jump shot from 24 ft,,37,35
133,2,6:09.0,,Defensive rebound by J. Nurkić,37,35
134,2,6:01.0,,C. McCollum makes 2-pt layup from 1 ft,37,37
135,2,5:51.0,Shooting foul by M. Harkless (drawn by P. Gasol),,37,37
136,2,5:51.0,P. Gasol makes free throw 1 of 2,,38,37
137,2,5:51.0,,E. Turner enters the game for M. Harkless,38,37
138,2,5:51.0,,S. Napier enters the game for P. Connaughton,38,37
139,2,5:51.0,P. Mills enters the game for K. Anderson,,38,37
140,2,5:51.0,B. Paul enters the game for D. Murray,,38,37
141,2,5:51.0,P. Gasol makes free throw 2 of 2,,39,37
142,2,5:38.0,,C. McCollum misses 2-pt jump shot from 12 ft,39,37
143,2,5:36.0,Defensive rebound by M. Ginóbili,,39,37
144,2,5:29.0,M. Ginóbili makes 2-pt layup from 1 ft,,41,37
145,2,5:17.0,,A. Aminu misses 3-pt jump shot from 24 ft,41,37
146,2,5:14.0,Defensive rebound by P. Gasol,,41,37
147,2,5:07.0,P. Mills misses 2-pt jump shot from 22 ft,,41,37
148,2,5:05.0,Offensive rebound by L. Aldridge,,41,37
149,2,5:02.0,L. Aldridge misses 2-pt jump shot from 4 ft,,41,37
150,2,4:59.0,,Defensive rebound by C. McCollum,41,37
151,2,4:52.0,,J. Nurkić misses 2-pt jump shot from 20 ft,41,37
152,2,4:50.0,Defensive rebound by P. Gasol,,41,37
153,2,4:37.0,L. Aldridge makes 2-pt dunk at rim (assist by P. Gasol),,43,37
154,2,4:20.0,,C. McCollum makes 2-pt jump shot from 5 ft,43,39
155,2,4:03.0,L. Aldridge misses 2-pt jump shot from 7 ft,,43,39
156,2,4:00.0,Offensive rebound by B. Paul,,43,39
157,2,3:58.0,Shooting foul by C. McCollum (drawn by L. Aldridge),,43,39
158,2,3:58.0,L. Aldridge makes free throw 1 of 2,,44,39
159,2,3:58.0,D. Bertāns enters the game for P. Gasol,,44,39
160,2,3:58.0,L. Aldridge makes free throw 2 of 2,,45,39
161,2,3:47.0,,J. Nurkić misses 2-pt layup from 1 ft (block by M. Ginóbili),45,39
162,2,3:47.0,,Offensive rebound by J. Nurkić,45,39
163,2,3:40.0,,J. Nurkić misses 2-pt layup at rim (block by L. Aldridge),45,39
164,2,3:40.0,Defensive rebound by M. Ginóbili,,45,39
165,2,3:36.0,P. Mills makes 3-pt jump shot from 22 ft (assist by D. Bertāns),,48,39
166,2,3:36.0,,Portland full timeout,48,39
167,2,3:11.0,,A. Aminu makes 2-pt jump shot from 8 ft,48,41
168,2,2:54.0,P. Mills misses 2-pt jump shot from 20 ft,,48,41
169,2,2:52.0,,Defensive rebound by J. Nurkić,48,41
170,2,2:44.0,,J. Nurkić makes 2-pt layup from 1 ft (assist by E. Turner),48,43
171,2,2:44.0,,Shooting foul by D. Bertāns (drawn by J. Nurkić),48,43
172,2,2:44.0,San Antonio full timeout,,48,43
173,2,2:44.0,K. Anderson enters the game for B. Paul,,48,43
174,2,2:44.0,,J. Nurkić makes free throw 1 of 1,48,44
175,2,2:28.0,M. Ginóbili makes 3-pt jump shot from 25 ft (assist by K. Anderson),,51,44
176,2,2:04.0,,J. Nurkić makes 2-pt layup from 1 ft,51,46
177,2,1:52.0,K. Anderson misses 3-pt jump shot from 22 ft,,51,46
178,2,1:48.0,,Defensive rebound by A. Aminu,51,46
179,2,1:35.0,,J. Nurkić makes 2-pt hook shot from 5 ft,51,48
180,2,1:14.0,L. Aldridge misses 2-pt jump shot from 16 ft,,51,48
181,2,1:13.0,,Defensive rebound by J. Nurkić,51,48
182,2,0:49.0,,A. Aminu misses 2-pt jump shot from 7 ft,51,48
183,2,0:46.0,Defensive rebound by L. Aldridge,,51,48
184,2,0:40.0,K. Anderson makes 2-pt jump shot from 3 ft (assist by P. Mills),,53,48
185,2,0:32.0,,S. Napier misses 3-pt jump shot from 22 ft,53,48
186,2,0:30.0,Defensive rebound by D. Bertāns,,53,48
187,2,0:09.0,L. Aldridge misses 3-pt jump shot from 24 ft,,53,48
188,2,0:06.0,,Defensive rebound by E. Turner,53,48
189,2,0:04.0,,Personal take foul by K. Anderson (drawn by C. McCollum),53,48
190,2,0:04.0,,P. Connaughton enters the game for J. Nurkić,53,48
191,2,0:04.0,P. Gasol enters the game for L. Aldridge,,53,48
192,2,0:00.0,,C. McCollum misses 3-pt jump shot from 26 ft,53,48
193,2,0:00.0,,Offensive rebound by Team,53,48
194,3,11:45.0,,S. Napier misses 3-pt jump shot from 24 ft,53,48
195,3,11:41.0,Defensive rebound by P. Gasol,,53,48
196,3,11:38.0,Turnover by K. Anderson (out of bounds lost ball),,53,48
197,3,11:18.0,,J. Nurkić misses 2-pt layup from 1 ft,53,48
198,3,11:17.0,,Offensive rebound by J. Nurkić,53,48
199,3,11:17.0,,Shooting foul by K. Anderson (drawn by J. Nurkić),53,48
200,3,11:17.0,,J. Nurkić makes free throw 1 of 2,53,49
201,3,11:17.0,,J. Nurkić misses free throw 2 of 2,53,49
202,3,11:14.0,Defensive rebound by K. Anderson,,53,49
203,3,11:01.0,D. Murray misses 2-pt layup from 1 ft,,53,49
204,3,11:00.0,,Defensive rebound by J. Nurkić,53,49
205,3,10:52.0,,J. Nurkić misses 2-pt jump shot from 21 ft,53,49
206,3,10:49.0,,Offensive rebound by C. McCollum,53,49
207,3,10:46.0,,C. McCollum misses 2-pt jump shot from 6 ft,53,49
208,3,10:43.0,Defensive rebound by K. Anderson,,53,49
209,3,10:33.0,L. Aldridge makes 2-pt jump shot from 9 ft (assist by B. Forbes),,55,49
210,3,10:16.0,,S. Napier makes 2-pt layup from 1 ft,55,51
211,3,10:07.0,Personal foul by C. McCollum (drawn by B. Forbes),,55,51
212,3,10:00.0,Turnover by P. Gasol (bad pass; steal by A. Aminu),,55,51
213,3,9:55.0,,Turnover by E. Turner (lost ball; steal by K. Anderson),55,51
214,3,9:52.0,D. Murray makes 2-pt layup from 1 ft,,57,51
215,3,9:52.0,Shooting foul by S. Napier (drawn by D. Murray),,57,51
216,3,9:52.0,D. Murray makes free throw 1 of 1,,58,51
217,3,9:41.0,,Shooting foul by B. Forbes (drawn by C. McCollum),58,51
218,3,9:41.0,,C. McCollum makes free throw 1 of 2,58,52
219,3,9:41.0,,C. McCollum makes free throw 2 of 2,58,53
220,3,9:27.0,L. Aldridge makes 2-pt jump shot from 8 ft,,60,53
221,3,9:27.0,Shooting foul by S. Napier (drawn by L. Aldridge),,60,53
222,3,9:27.0,L. Aldridge makes free throw 1 of 1,,61,53
223,3,9:10.0,,E. Turner misses 3-pt jump shot from 22 ft,61,53
224,3,9:07.0,Defensive rebound by P. Gasol,,61,53
225,3,8:59.0,D. Murray misses 2-pt jump shot from 2 ft (block by J. Nurkić),,61,53
226,3,8:59.0,Offensive rebound by Team,,61,53
227,3,8:46.0,B. Forbes misses 3-pt jump shot from 24 ft,,61,53
228,3,8:43.0,Offensive rebound by L. Aldridge,,61,53
229,3,8:31.0,P. Gasol makes 2-pt layup from 2 ft (assist by K. Anderson),,63,53
230,3,8:31.0,Shooting foul by J. Nurkić (drawn by P. Gasol),,63,53
231,3,8:31.0,,Portland full timeout,63,53
232,3,8:31.0,P. Gasol misses free throw 1 of 1,,63,53
233,3,8:28.0,,Defensive rebound by J. Nurkić,63,53
234,3,8:20.0,,Personal foul by B. Forbes (drawn by S. Napier),63,53
235,3,8:11.0,,C. McCollum makes 2-pt layup at rim,63,55
236,3,8:00.0,B. Forbes misses 3-pt jump shot from 25 ft,,63,55
237,3,7:56.0,Offensive rebound by L. Aldridge,,63,55
238,3,7:48.0,Turnover by K. Anderson (bad pass; steal by A. Aminu),,63,55
239,3,7:41.0,,E. Turner makes 2-pt layup from 1 ft (assist by A. Aminu),63,57
240,3,7:41.0,San Antonio full timeout,,63,57
241,3,7:26.0,B. Forbes makes 2-pt jump shot from 17 ft,,65,57
242,3,7:05.0,,J. Nurkić misses 2-pt hook shot from 1 ft,65,57
243,3,7:02.0,Defensive rebound by D. Murray,,65,57
244,3,7:00.0,B. Forbes makes 2-pt jump shot from 22 ft (assist by D. Murray),,67,57
245,3,6:43.0,,C. McCollum misses 2-pt jump shot from 17 ft,67,57
246,3,6:41.0,Defensive rebound by B. Forbes,,67,57
247,3,6:18.0,L. Aldridge misses 2-pt hook shot from 3 ft,,67,57
248,3,6:14.0,Offensive rebound by L. Aldridge,,67,57
249,3,6:14.0,L. Aldridge makes 2-pt layup at rim,,69,57
250,3,6:03.0,,E. Turner makes 2-pt jump shot from 8 ft,69,59
251,3,5:41.0,B. Forbes misses 2-pt jump shot from 15 ft,,69,59
252,3,5:40.0,,Defensive rebound by J. Nurkić,69,59
253,3,5:24.0,,S. Napier makes 2-pt jump shot from 19 ft,69,61
254,3,4:58.0,Turnover by D. Murray (lost ball; steal by S. Napier),,69,61
255,3,4:47.0,,E. Turner makes 2-pt layup from 1 ft (assist by S. Napier),69,63
256,3,4:26.0,B. Forbes misses 3-pt jump shot from 23 ft,,69,63
257,3,4:24.0,Offensive rebound by L. Aldridge,,69,63
258,3,4:22.0,L. Aldridge misses 2-pt layup from 2 ft (block by E. Turner),,69,63
259,3,4:22.0,Offensive rebound by L. Aldridge,,69,63
260,3,4:22.0,L. Aldridge makes 2-pt layup from 2 ft,,71,63
261,3,4:22.0,Technical foul by K. Anderson,,71,63
262,3,4:22.0,,C. McCollum misses technical free throw,71,63
263,3,4:22.0,,Offensive rebound by Team,71,63
264,3,4:22.0,,P. Connaughton enters the game for S. Napier,71,63
265,3,4:22.0,,Z. Collins enters the game for A. Aminu,71,63
266,3,4:22.0,,E. Davis enters the game for J. Nurkić,71,63
267,3,4:22.0,D. Bertāns enters the game for P. Gasol,,71,63
268,3,4:22.0,P. Mills enters the game for D. Murray,,71,63
269,3,4:22.0,M. Ginóbili enters the game for B. Forbes,,71,63
270,3,4:05.0,,Z. Collins makes 3-pt jump shot from 23 ft (assist by C. McCollum),71,66
271,3,3:50.0,K. Anderson misses 2-pt layup from 1 ft,,71,66
272,3,3:49.0,,Defensive rebound by Z. Collins,71,66
273,3,3:43.0,,E. Turner misses 2-pt jump shot from 7 ft,71,66
274,3,3:41.0,Defensive rebound by L. Aldridge,,71,66
275,3,3:29.0,M. Ginóbili makes 3-pt jump shot from 22 ft (assist by D. Bertāns),,74,66
276,3,3:07.0,,C. McCollum misses 2-pt jump shot from 20 ft,74,66
277,3,3:04.0,,Offensive rebound by E. Davis,74,66
278,3,3:02.0,,P. Connaughton misses 3-pt jump shot from 24 ft,74,66
279,3,3:00.0,,Offensive rebound by C. McCollum,74,66
280,3,2:48.0,,E. Turner misses 2-pt jump shot from 11 ft,74,66
281,3,2:48.0,,Offensive rebound by Team,74,66
282,3,2:48.0,Loose ball foul by D. Bertāns (drawn by E. Davis),,74,66
283,3,2:48.0,,S. Napier enters the game for E. Turner,74,66
284,3,2:48.0,,M. Harkless enters the game for C. McCollum,74,66
285,3,2:48.0,J. Lauvergne enters the game for K. Anderson,,74,66
286,3,2:48.0,B. Paul enters the game for L. Aldridge,,74,66
287,3,2:34.0,,M. Harkless makes 3-pt jump shot from 23 ft (assist by P. Connaughton),74,69
288,3,2:18.0,M. Ginóbili misses 2-pt layup from 7 ft (block by M. Harkless),,74,69
289,3,2:18.0,Offensive rebound by Team,,74,69
290,3,2:09.0,M. Ginóbili misses 3-pt jump shot from 24 ft,,74,69
291,3,2:07.0,,Defensive rebound by Z. Collins,74,69
292,3,1:55.0,,M. Harkless makes 2-pt hook shot from 2 ft,74,71
293,3,1:55.0,,Loose ball foul by E. Davis (drawn by B. Paul),74,71
294,3,1:55.0,B. Paul misses free throw 1 of 2,,74,71
295,3,1:55.0,Offensive rebound by Team,,74,71
296,3,1:55.0,B. Paul misses free throw 2 of 2,,74,71
297,3,1:52.0,,Defensive rebound by M. Harkless,74,71
298,3,1:41.0,,Personal foul by M. Ginóbili (drawn by M. Harkless),74,71
299,3,1:41.0,,M. Harkless makes free throw 1 of 2,74,72
300,3,1:41.0,,M. Harkless makes free throw 2 of 2,74,73
301,3,1:34.0,Personal foul by M. Harkless (drawn by J. Lauvergne),,74,73
302,3,1:34.0,J. Lauvergne makes free throw 1 of 2,,75,73
303,3,1:34.0,J. Lauvergne makes free throw 2 of 2,,76,73
304,3,1:14.0,,S. Napier makes 2-pt layup from 1 ft,76,75
305,3,0:57.0,J. Lauvergne misses 2-pt hook shot from 5 ft,,76,75
306,3,0:54.0,,Defensive rebound by S. Napier,76,75
307,3,0:50.0,,S. Napier makes 2-pt layup from 1 ft,76,77
308,3,0:32.0,Shooting foul by E. Davis (drawn by M. Ginóbili),,76,77
309,3,0:32.0,M. Ginóbili misses free throw 1 of 2,,76,77
310,3,0:32.0,Offensive rebound by Team,,76,77
311,3,0:32.0,M. Ginóbili makes free throw 2 of 2,,77,77
312,3,0:22.0,,S. Napier makes 3-pt jump shot from 27 ft,77,80
313,3,0:04.0,D. Bertāns makes 3-pt jump shot from 24 ft (assist by M. Ginóbili),,80,80
314,3,0:00.0,Offensive charge foul by S. Napier (drawn by B. Paul),,80,80
315,3,0:00.0,,Turnover by S. Napier (offensive foul),80,80
316,3,0:00.0,B. Forbes enters the game for B. Paul,,80,80
317,4,11:49.0,P. Gasol makes 2-pt layup at rim (assist by M. Ginóbili),,82,80
318,4,11:24.0,,Z. Collins misses 3-pt jump shot from 22 ft,82,80
319,4,11:22.0,Defensive rebound by P. Gasol,,82,80
320,4,11:09.0,M. Ginóbili makes 3-pt jump shot from 24 ft (assist by P. Gasol),,85,80
321,4,10:44.0,,Z. Collins makes 2-pt layup from 1 ft,85,82
322,4,10:29.0,Turnover by M. Ginóbili (bad pass),,85,82
323,4,10:16.0,,Turnover by S. Napier (bad pass; steal by M. Ginóbili),85,82
324,4,10:10.0,M. Ginóbili misses 2-pt layup from 1 ft,,85,82
325,4,10:08.0,,Defensive rebound by E. Davis,85,82
326,4,10:03.0,,P. Connaughton makes 3-pt jump shot from 24 ft (assist by S. Napier),85,85
327,4,9:51.0,Personal foul by S. Napier (drawn by P. Mills),,85,85
328,4,9:51.0,,C. McCollum enters the game for S. Napier,85,85
329,4,9:45.0,B. Forbes makes 2-pt layup from 1 ft (assist by P. Gasol),,87,85
330,4,9:28.0,,C. McCollum makes 3-pt jump shot from 24 ft (assist by P. Connaughton),87,88
331,4,9:22.0,Personal foul by P. Connaughton (drawn by M. Ginóbili),,87,88
332,4,9:22.0,,A. Aminu enters the game for Z. Collins,87,88
333,4,9:22.0,D. Murray enters the game for P. Mills,,87,88
334,4,9:22.0,K. Anderson enters the game for M. Ginóbili,,87,88
335,4,9:22.0,L. Aldridge enters the game for D. Bertāns,,87,88
336,4,9:05.0,P. Gasol misses 3-pt jump shot from 22 ft,,87,88
337,4,9:03.0,,Defensive rebound by C. McCollum,87,88
338,4,8:54.0,Offensive charge foul by P. Connaughton (drawn by K. Anderson),,87,88
339,4,8:54.0,,Turnover by P. Connaughton (offensive foul),87,88
340,4,8:43.0,Personal foul by A. Aminu (drawn by L. Aldridge),,87,88
341,4,8:34.0,D. Murray misses 2-pt layup from 2 ft,,87,88
342,4,8:34.0,Offensive rebound by P. Gasol,,87,88
343,4,8:33.0,P. Gasol misses 2-pt layup at rim,,87,88
344,4,8:33.0,Offensive rebound by Team,,87,88
345,4,8:33.0,Shooting foul by E. Davis (drawn by P. Gasol),,87,88
346,4,8:33.0,P. Gasol makes free throw 1 of 2,,88,88
347,4,8:33.0,,J. Nurkić enters the game for E. Davis,88,88
348,4,8:33.0,P. Gasol misses free throw 2 of 2,,88,88
349,4,8:31.0,,Defensive rebound by J. Nurkić,88,88
350,4,8:21.0,,A. Aminu makes 3-pt jump shot from 25 ft (assist by C. McCollum),88,91
351,4,8:02.0,L. Aldridge makes 2-pt jump shot from 3 ft,,90,91
352,4,7:53.0,,J. Nurkić makes 2-pt layup from 1 ft (assist by C. McCollum),90,93
353,4,7:53.0,,Shooting foul by B. Forbes (drawn by J. Nurkić),90,93
354,4,7:53.0,,J. Nurkić makes free throw 1 of 1,90,94
355,4,7:43.0,Shooting foul by M. Harkless (drawn by K. Anderson),,90,94
356,4,7:43.0,K. Anderson makes free throw 1 of 2,,91,94
357,4,7:43.0,K. Anderson makes free throw 2 of 2,,92,94
358,4,7:33.0,,Portland full timeout,92,94
359,4,7:33.0,M. Ginóbili enters the game for D. Murray,,92,94
360,4,7:31.0,,Personal foul by B. Forbes (drawn by C. McCollum),92,94
361,4,7:31.0,P. Mills enters the game for B. Forbes,,92,94
362,4,7:25.0,,M. Harkless misses 2-pt layup from 1 ft,92,94
363,4,7:24.0,Defensive rebound by K. Anderson,,92,94
364,4,7:18.0,L. Aldridge misses 2-pt hook shot from 1 ft (block by M. Harkless),,92,94
365,4,7:18.0,Offensive rebound by Team,,92,94
366,4,7:11.0,Turnover by M. Ginóbili (bad pass; steal by M. Harkless),,92,94
367,4,7:06.0,,M. Harkless makes 2-pt layup at rim,92,96
368,4,6:50.0,Shooting foul by J. Nurkić (drawn by L. Aldridge),,92,96
369,4,6:50.0,L. Aldridge makes free throw 1 of 2,,93,96
370,4,6:50.0,D. Bertāns enters the game for P. Gasol,,93,96
371,4,6:50.0,L. Aldridge makes free throw 2 of 2,,94,96
372,4,6:31.0,,C. McCollum makes 2-pt layup from 2 ft,94,98
373,4,6:13.0,Turnover by P. Mills (traveling),,94,98
374,4,5:57.0,,A. Aminu misses 2-pt layup from 2 ft (block by M. Ginóbili),94,98
375,4,5:57.0,Defensive rebound by P. Mills,,94,98
376,4,5:50.0,D. Bertāns misses 2-pt hook shot from 9 ft,,94,98
377,4,5:50.0,,Defensive rebound by J. Nurkić,94,98
378,4,5:37.0,,M. Harkless makes 3-pt jump shot from 25 ft (assist by C. McCollum),94,101
379,4,5:37.0,San Antonio full timeout,,94,101
