,QUARTER,TIME_REMAINING,MEMPHIS_ACTION,CHICAGO_ACTION,MEMPHIS_SCORE,CHICAGO_SCORE
69,1,2:45.0,Shooting foul by C. Felício (drawn by M. Gasol),,16,22
70,1,2:45.0,,Chicago full timeout,16,22
71,1,2:45.0,,N. Vonleh enters the game for L. Markkanen,16,22
72,1,2:45.0,I. Rabb enters the game for J. Green,,16,22
73,1,2:45.0,M. Gasol makes free throw 1 of 2,,17,22
74,1,2:45.0,M. Gasol makes free throw 2 of 2,,18,22
75,1,2:26.0,,Turnover by Z. LaVine (bad pass; steal by K. Simmons),18,22
76,1,2:23.0,K. Simmons makes 2-pt layup at rim,,20,22
77,1,2:12.0,,N. Vonleh misses 3-pt jump shot from 26 ft,20,22
78,1,2:12.0,,Offensive rebound by Team,20,22
79,1,2:12.0,Loose ball foul by D. Brooks (drawn by D. Valentine),,20,22
80,1,2:12.0,D. Davis enters the game for W. Selden,,20,22
81,1,2:12.0,B. McLemore enters the game for M. Gasol,,20,22
82,1,2:12.0,,D. Nwaba enters the game for Z. LaVine,20,22
83,1,1:52.0,,N. Vonleh misses 2-pt layup from 2 ft,20,22
84,1,1:50.0,Defensive rebound by D. Davis,,20,22
85,1,1:40.0,Turnover by K. Simmons (bad pass),,20,22
86,1,1:30.0,,N. Vonleh makes 3-pt jump shot from 24 ft (assist by D. Valentine),20,25
87,1,1:20.0,Turnover by B. McLemore (bad pass; steal by N. Vonleh),,20,25
88,1,1:17.0,,D. Valentine misses 2-pt layup from 3 ft (block by D. Davis),20,25
89,1,1:17.0,,Offensive rebound by Team,20,25
90,1,1:15.0,,N. Vonleh makes 3-pt jump shot from 23 ft (assist by C. Payne),20,28
91,1,0:51.0,D. Brooks makes 2-pt jump shot from 16 ft,,22,28
92,1,0:46.0,Loose ball foul by K. Simmons (drawn by C. Payne),,22,28
93,1,0:46.0,J. Green enters the game for I. Rabb,,22,28
94,1,0:39.0,,D. Valentine misses 3-pt jump shot from 26 ft,22,28
95,1,0:37.0,Defensive rebound by Team,,22,28
96,1,0:27.0,D. Brooks misses 2-pt layup from 2 ft,,22,28
97,1,0:25.0,,Defensive rebound by D. Valentine,22,28
98,1,0:05.0,,C. Payne makes 2-pt layup from 2 ft (assist by D. Valentine),22,30
99,1,0:00.0,D. Brooks misses 3-pt jump shot from 26 ft,,22,30
100,1,0:00.0,Offensive rebound by Team,,22,30
101,2,11:42.0,,N. Vonleh makes 2-pt layup from 2 ft (assist by C. Payne),22,32
102,2,11:22.0,B. McLemore makes 2-pt layup from 3 ft,,24,32
103,2,11:06.0,,Turnover by C. Payne (lost ball; steal by D. Davis),24,32
104,2,11:01.0,K. Simmons misses 2-pt jump shot from 3 ft,,24,32
105,2,10:55.0,Offensive rebound by J. Green,,24,32
106,2,10:54.0,J. Green makes 2-pt layup from 1 ft,,26,32
107,2,10:41.0,,D. Valentine misses 2-pt jump shot from 17 ft,26,32
108,2,10:38.0,Defensive rebound by M. Henry,,26,32
109,2,10:29.0,D. Davis makes 2-pt dunk from 1 ft (assist by J. Green),,28,32
110,2,10:11.0,,D. Valentine misses 2-pt jump shot from 20 ft,28,32
111,2,10:11.0,,Offensive rebound by Team,28,32
112,2,10:11.0,Loose ball foul by B. McLemore (drawn by C. Felício),,28,32
113,2,10:11.0,,B. Portis enters the game for C. Felício,28,32
114,2,10:05.0,,Shooting foul by D. Davis (drawn by B. Portis),28,32
115,2,10:05.0,,B. Portis makes free throw 1 of 2,28,33
116,2,10:05.0,,B. Portis makes free throw 2 of 2,28,34
117,2,9:48.0,M. Henry makes 2-pt layup from 1 ft,,30,34
118,2,9:48.0,Shooting foul by B. Portis (drawn by M. Henry),,30,34
119,2,9:48.0,M. Henry makes free throw 1 of 1,,31,34
120,2,9:35.0,,Def 3 sec tech foul by B. McLemore,31,34
121,2,9:35.0,,D. Valentine makes technical free throw,31,35
122,2,9:29.0,,C. Payne makes 2-pt jump shot from 16 ft,31,37
123,2,9:20.0,Turnover by K. Simmons (bad pass),,31,37
124,2,9:03.0,,Shooting foul by D. Davis (drawn by D. Nwaba),31,37
125,2,9:03.0,,D. Nwaba makes free throw 1 of 2,31,38
126,2,9:03.0,I. Rabb enters the game for D. Davis,,31,38
127,2,9:03.0,,D. Nwaba misses free throw 2 of 2,31,38
128,2,9:01.0,Defensive rebound by I. Rabb,,31,38
129,2,8:50.0,Def 3 sec tech foul by N. Vonleh,,31,38
130,2,8:50.0,B. McLemore misses technical free throw,,31,38
131,2,8:50.0,Offensive rebound by Team,,31,38
132,2,8:37.0,Turnover by B. McLemore (lost ball; steal by C. Payne),,31,38
133,2,8:35.0,,Shooting foul by K. Simmons (drawn by C. Payne),31,38
134,2,8:35.0,,C. Payne makes free throw 1 of 2,31,39
135,2,8:35.0,,C. Payne misses free throw 2 of 2,31,39
136,2,8:32.0,Defensive rebound by B. McLemore,,31,39
137,2,8:14.0,Shooting foul by C. Payne (drawn by B. McLemore),,31,39
138,2,8:14.0,B. McLemore makes free throw 1 of 2,,32,39
139,2,8:14.0,,K. Dunn enters the game for C. Payne,32,39
140,2,8:14.0,X. Rathan-Mayes enters the game for K. Simmons,,32,39
141,2,8:14.0,B. McLemore makes free throw 2 of 2,,33,39
142,2,7:53.0,,Offensive foul by B. Portis (drawn by I. Rabb),33,39
143,2,7:53.0,,Turnover by B. Portis (offensive foul),33,39
144,2,7:39.0,M. Henry misses 2-pt layup from 1 ft,,33,39
145,2,7:37.0,,Defensive rebound by B. Portis,33,39
146,2,7:22.0,,B. Portis makes 2-pt jump shot from 4 ft,33,41
147,2,7:18.0,,Z. LaVine enters the game for N. Vonleh,33,41
148,2,7:18.0,,L. Markkanen enters the game for D. Valentine,33,41
149,2,7:11.0,X. Rathan-Mayes misses 2-pt jump shot from 20 ft,,33,41
150,2,7:06.0,Offensive rebound by B. McLemore,,33,41
151,2,7:04.0,B. McLemore misses 3-pt jump shot from 22 ft,,33,41
152,2,7:00.0,Offensive rebound by B. McLemore,,33,41
153,2,6:59.0,Turnover by B. McLemore (bad pass; steal by B. Portis),,33,41
154,2,6:56.0,,Personal foul by X. Rathan-Mayes (drawn by K. Dunn),33,41
155,2,6:56.0,,Chicago full timeout,33,41
156,2,6:56.0,W. Selden enters the game for M. Henry,,33,41
157,2,6:56.0,M. Gasol enters the game for I. Rabb,,33,41
158,2,6:56.0,,K. Dunn misses free throw 1 of 2,33,41
159,2,6:56.0,,Offensive rebound by Team,33,41
160,2,6:56.0,,K. Dunn makes free throw 2 of 2,33,42
161,2,6:36.0,Shooting foul by L. Markkanen (drawn by M. Gasol),,33,42
162,2,6:36.0,M. Gasol makes free throw 1 of 2,,34,42
163,2,6:36.0,M. Gasol misses free throw 2 of 2,,34,42
164,2,6:33.0,,Defensive rebound by B. Portis,34,42
165,2,6:17.0,,Z. LaVine misses 3-pt jump shot from 25 ft,34,42
166,2,6:12.0,Defensive rebound by J. Green,,34,42
167,2,5:58.0,M. Gasol makes 2-pt jump shot from 7 ft,,36,42
168,2,5:45.0,,L. Markkanen makes 2-pt dunk from 8 ft (assist by K. Dunn),36,44
169,2,5:26.0,Turnover by W. Selden (bad pass; steal by L. Markkanen),,36,44
170,2,5:24.0,,L. Markkanen misses 2-pt dunk from 1 ft,36,44
171,2,5:23.0,,Offensive rebound by B. Portis,36,44
172,2,5:22.0,,B. Portis makes 2-pt layup at rim,36,46
173,2,5:05.0,Turnover by X. Rathan-Mayes (lost ball; steal by B. Portis),,36,46
174,2,5:03.0,,D. Nwaba makes 2-pt dunk at rim (assist by B. Portis),36,48
175,2,5:03.0,Memphis full timeout,,36,48
176,2,5:03.0,D. Brooks enters the game for X. Rathan-Mayes,,36,48
177,2,4:51.0,B. McLemore makes 3-pt jump shot from 23 ft (assist by M. Gasol),,39,48
178,2,4:36.0,,K. Dunn makes 2-pt jump shot from 13 ft (assist by Z. LaVine),39,50
179,2,4:31.0,Turnover by M. Gasol (bad pass),,39,50
180,2,4:12.0,,Z. LaVine misses 2-pt layup from 1 ft,39,50
181,2,4:10.0,Defensive rebound by M. Gasol,,39,50
182,2,4:07.0,W. Selden makes 2-pt dunk from 1 ft (assist by M. Gasol),,41,50
183,2,4:05.0,,Turnover by K. Dunn (bad pass; steal by B. McLemore),41,50
184,2,3:52.0,Shooting foul by D. Nwaba (drawn by D. Brooks),,41,50
185,2,3:52.0,D. Brooks makes free throw 1 of 2,,42,50
186,2,3:52.0,,D. Valentine enters the game for D. Nwaba,42,50
187,2,3:52.0,D. Brooks makes free throw 2 of 2,,43,50
188,2,3:37.0,,B. Portis makes 3-pt jump shot from 25 ft (assist by Z. LaVine),43,53
189,2,3:23.0,B. McLemore makes 2-pt jump shot from 13 ft (assist by M. Gasol),,45,53
190,2,3:03.0,,Shooting foul by M. Gasol (drawn by Z. LaVine),45,53
191,2,3:03.0,,Z. LaVine misses free throw 1 of 2,45,53
192,2,3:03.0,,Offensive rebound by Team,45,53
193,2,3:03.0,M. Henry enters the game for D. Brooks,,45,53
194,2,3:03.0,,Z. LaVine misses free throw 2 of 2,45,53
195,2,3:00.0,Defensive rebound by J. Green,,45,53
196,2,2:47.0,B. McLemore misses 2-pt layup from 2 ft,,45,53
197,2,2:45.0,,Defensive rebound by K. Dunn,45,53
198,2,2:43.0,,Z. LaVine makes 2-pt dunk at rim (assist by K. Dunn),45,55
199,2,2:34.0,W. Selden misses 3-pt jump shot from 27 ft,,45,55
200,2,2:34.0,,Defensive rebound by L. Markkanen,45,55
201,2,2:11.0,,Z. LaVine misses 2-pt jump shot from 17 ft,45,55
202,2,2:08.0,Defensive rebound by J. Green,,45,55
203,2,2:01.0,,C. Felício enters the game for B. Portis,45,55
204,2,2:01.0,,C. Payne enters the game for K. Dunn,45,55
205,2,1:52.0,M. Gasol misses 2-pt jump shot from 12 ft,,45,55
206,2,1:49.0,,Defensive rebound by Z. LaVine,45,55
207,2,1:43.0,,Z. LaVine makes 2-pt layup at rim,45,57
208,2,1:37.0,W. Selden misses 2-pt layup from 3 ft,,45,57
209,2,1:37.0,Offensive rebound by J. Green,,45,57
210,2,1:32.0,J. Green makes 2-pt layup at rim,,47,57
211,2,1:19.0,,Personal foul by B. McLemore (drawn by Z. LaVine),47,57
212,2,1:19.0,,Z. LaVine makes free throw 1 of 2,47,58
213,2,1:19.0,X. Rathan-Mayes enters the game for B. McLemore,,47,58
214,2,1:19.0,,Z. LaVine makes free throw 2 of 2,47,59
215,2,0:59.0,Turnover by X. Rathan-Mayes (step out of bounds),,47,59
216,2,0:46.0,,L. Markkanen makes 2-pt dunk at rim (assist by C. Payne),47,61
217,2,0:33.0,W. Selden makes 2-pt dunk from 1 ft (assist by X. Rathan-Mayes),,49,61
218,2,0:19.0,,Shooting foul by M. Gasol (drawn by L. Markkanen),49,61
219,2,0:19.0,,L. Markkanen makes free throw 1 of 3,49,62
220,2,0:19.0,,L. Markkanen makes free throw 2 of 3,49,63
221,2,0:19.0,,D. Nwaba enters the game for Z. LaVine,49,63
222,2,0:19.0,,L. Markkanen makes free throw 3 of 3,49,64
223,2,0:06.0,X. Rathan-Mayes makes 2-pt layup from 1 ft,,51,64
224,2,0:00.0,,D. Valentine misses 2-pt jump shot from 16 ft,51,64
225,2,0:00.0,,Offensive rebound by Team,51,64
226,3,11:45.0,,Turnover by K. Dunn (bad pass; steal by B. McLemore),51,64
227,3,11:44.0,Personal foul by B. Portis (drawn by B. McLemore),,51,64
228,3,11:28.0,M. Gasol misses 2-pt hook shot from 4 ft,,51,64
229,3,11:26.0,,Defensive rebound by J. Holiday,51,64
230,3,11:22.0,,L. Markkanen makes 2-pt layup from 1 ft (assist by J. Holiday),51,66
231,3,10:58.0,D. Brooks makes 3-pt jump shot from 25 ft (assist by M. Gasol),,54,66
232,3,10:46.0,,Turnover by K. Dunn (out of bounds lost ball),54,66
233,3,10:31.0,K. Simmons misses 2-pt jump shot from 18 ft,,54,66
234,3,10:27.0,,Defensive rebound by J. Holiday,54,66
235,3,10:20.0,,B. Portis misses 3-pt jump shot from 22 ft,54,66
236,3,10:18.0,Defensive rebound by B. McLemore,,54,66
237,3,10:10.0,Turnover by B. McLemore (bad pass; steal by K. Dunn),,54,66
238,3,10:05.0,,L. Markkanen misses 3-pt jump shot from 26 ft,54,66
239,3,10:03.0,Defensive rebound by B. McLemore,,54,66
240,3,9:53.0,D. Brooks makes 2-pt layup at rim (assist by K. Simmons),,56,66
241,3,9:39.0,,Z. LaVine makes 2-pt dunk at rim (assist by K. Dunn),56,68
242,3,9:22.0,D. Brooks misses 2-pt layup at rim,,56,68
243,3,9:20.0,,Defensive rebound by B. Portis,56,68
244,3,9:13.0,,K. Dunn misses 2-pt jump shot from 13 ft,56,68
245,3,9:11.0,Defensive rebound by M. Gasol,,56,68
246,3,9:04.0,K. Simmons makes 2-pt layup from 3 ft,,58,68
247,3,8:55.0,,Z. LaVine misses 2-pt layup from 3 ft,58,68
248,3,8:55.0,,Offensive rebound by B. Portis,58,68
249,3,8:54.0,,B. Portis misses 2-pt layup at rim,58,68
250,3,8:54.0,,Offensive rebound by B. Portis,58,68
251,3,8:54.0,Offensive charge foul by B. Portis (drawn by B. McLemore),,58,68
252,3,8:54.0,,Turnover by B. Portis (offensive foul),58,68
253,3,8:54.0,,C. Felício enters the game for B. Portis,58,68
254,3,8:44.0,M. Gasol misses 3-pt jump shot from 26 ft,,58,68
255,3,8:44.0,,Defensive rebound by L. Markkanen,58,68
256,3,8:34.0,,J. Holiday makes 3-pt jump shot from 23 ft (assist by Z. LaVine),58,71
257,3,8:15.0,B. McLemore misses 3-pt jump shot from 24 ft,,58,71
258,3,8:15.0,,Defensive rebound by C. Felício,58,71
259,3,7:58.0,,Shooting foul by M. Gasol (drawn by C. Felício),58,71
260,3,7:58.0,,C. Felício makes free throw 1 of 2,58,72
261,3,7:58.0,,C. Felício misses free throw 2 of 2,58,72
262,3,7:55.0,Defensive rebound by M. Gasol,,58,72
263,3,7:45.0,Personal foul by J. Holiday (drawn by D. Brooks),,58,72
264,3,7:40.0,J. Green misses 2-pt jump shot from 20 ft,,58,72
265,3,7:38.0,,Defensive rebound by Team,58,72
266,3,7:38.0,Loose ball foul by K. Simmons (drawn by K. Dunn),,58,72
267,3,7:32.0,,L. Markkanen makes 3-pt jump shot from 26 ft (assist by K. Dunn),58,75
268,3,7:07.0,M. Gasol misses 2-pt jump shot from 16 ft,,58,75
269,3,7:07.0,Offensive rebound by B. McLemore,,58,75
270,3,7:03.0,B. McLemore misses 2-pt jump shot from 19 ft,,58,75
271,3,7:01.0,,Defensive rebound by C. Felício,58,75
272,3,6:53.0,,K. Dunn makes 2-pt layup from 1 ft,58,77
273,3,6:53.0,Memphis full timeout,,58,77
274,3,6:53.0,M. Henry enters the game for J. Green,,58,77
275,3,6:53.0,X. Rathan-Mayes enters the game for K. Simmons,,58,77
276,3,6:53.0,I. Rabb enters the game for D. Brooks,,58,77
277,3,6:34.0,X. Rathan-Mayes misses 2-pt jump shot from 15 ft,,58,77
278,3,6:31.0,,Defensive rebound by J. Holiday,58,77
279,3,6:25.0,,Turnover by J. Holiday (bad pass; steal by X. Rathan-Mayes),58,77
280,3,6:16.0,M. Gasol misses 3-pt jump shot from 26 ft,,58,77
281,3,6:13.0,Offensive rebound by I. Rabb,,58,77
282,3,6:00.0,B. McLemore makes 3-pt jump shot from 26 ft (assist by M. Gasol),,61,77
283,3,5:45.0,,L. Markkanen makes 2-pt dunk at rim (assist by K. Dunn),61,79
284,3,5:45.0,,Shooting foul by I. Rabb (drawn by L. Markkanen),61,79
285,3,5:45.0,,L. Markkanen makes free throw 1 of 1,61,80
286,3,5:27.0,M. Henry misses 3-pt jump shot from 22 ft,,61,80
287,3,5:23.0,,Defensive rebound by C. Felício,61,80
288,3,5:13.0,,J. Holiday makes 2-pt layup at rim (assist by K. Dunn),61,82
289,3,4:54.0,Personal foul by J. Holiday (drawn by X. Rathan-Mayes),,61,82
290,3,4:50.0,Personal foul by C. Felício (drawn by M. Gasol),,61,82
291,3,4:41.0,Personal foul by Z. LaVine (drawn by M. Gasol),,61,82
292,3,4:41.0,M. Gasol makes free throw 1 of 2,,62,82
293,3,4:41.0,M. Gasol makes free throw 2 of 2,,63,82
294,3,4:31.0,,K. Dunn misses 2-pt jump shot from 19 ft,63,82
295,3,4:28.0,Defensive rebound by M. Gasol,,63,82
296,3,4:20.0,Shooting foul by K. Dunn (drawn by B. McLemore),,63,82
297,3,4:20.0,B. McLemore makes free throw 1 of 2,,64,82
298,3,4:20.0,B. McLemore makes free throw 2 of 2,,65,82
299,3,4:03.0,,Turnover by K. Dunn (bad pass; steal by I. Rabb),65,82
300,3,3:53.0,X. Rathan-Mayes misses 3-pt jump shot from 25 ft,,65,82
301,3,3:50.0,,Defensive rebound by Z. LaVine,65,82
302,3,3:39.0,,Turnover by J. Holiday (lost ball; steal by M. Henry),65,82
303,3,3:19.0,M. Gasol misses 2-pt jump shot from 5 ft,,65,82
304,3,3:17.0,Offensive rebound by M. Gasol,,65,82
305,3,3:17.0,Personal foul by C. Felício (drawn by M. Gasol),,65,82
306,3,3:17.0,M. Gasol makes free throw 1 of 2,,66,82
307,3,3:17.0,,D. Valentine enters the game for J. Holiday,66,82
308,3,3:17.0,W. Selden enters the game for B. McLemore,,66,82
309,3,3:17.0,M. Gasol makes free throw 2 of 2,,67,82
310,3,2:59.0,,L. Markkanen makes 3-pt jump shot from 25 ft (assist by D. Valentine),67,85
311,3,2:45.0,M. Gasol makes 3-pt jump shot from 26 ft (assist by X. Rathan-Mayes),,70,85
312,3,2:27.0,,Z. LaVine makes 2-pt layup from 3 ft,70,87
313,3,2:15.0,M. Gasol misses 3-pt jump shot from 25 ft,,70,87
314,3,2:13.0,,Defensive rebound by C. Felício,70,87
315,3,2:10.0,,K. Dunn misses 3-pt jump shot from 25 ft,70,87
316,3,2:05.0,,Offensive rebound by L. Markkanen,70,87
317,3,1:58.0,,Z. LaVine makes 2-pt layup at rim,70,89
318,3,1:37.0,M. Henry makes 2-pt layup from 1 ft (assist by M. Gasol),,72,89
319,3,1:27.0,,Personal foul by X. Rathan-Mayes (drawn by K. Dunn),72,89
320,3,1:27.0,,Chicago full timeout,72,89
321,3,1:27.0,,D. Nwaba enters the game for Z. LaVine,72,89
322,3,1:27.0,,C. Payne enters the game for L. Markkanen,72,89
323,3,1:27.0,,N. Vonleh enters the game for K. Dunn,72,89
324,3,1:27.0,D. Brooks enters the game for M. Henry,,72,89
325,3,1:27.0,D. Davis enters the game for M. Gasol,,72,89
326,3,1:18.0,,D. Valentine misses 3-pt jump shot from 24 ft,72,89
327,3,1:14.0,,Offensive rebound by C. Felício,72,89
328,3,1:14.0,,Personal foul by D. Brooks (drawn by N. Vonleh),72,89
329,3,1:14.0,,N. Vonleh misses free throw 1 of 2,72,89
330,3,1:14.0,,Offensive rebound by Team,72,89
331,3,1:14.0,,N. Vonleh makes free throw 2 of 2,72,90
332,3,1:01.0,W. Selden makes 3-pt jump shot from 24 ft (assist by D. Davis),,75,90
333,3,0:42.0,,Turnover by C. Payne (step out of bounds),75,90
334,3,0:29.0,X. Rathan-Mayes misses 2-pt hook shot from 7 ft,,75,90
335,3,0:27.0,,Defensive rebound by C. Felício,75,90
336,3,0:03.0,,C. Payne misses 3-pt jump shot from 24 ft,75,90
337,3,0:00.0,Defensive rebound by D. Brooks,,75,90
338,3,0:00.0,D. Brooks misses 3-pt jump shot from 52 ft,,75,90
339,3,0:00.0,Offensive rebound by Team,,75,90
340,4,11:37.0,X. Rathan-Mayes makes 2-pt jump shot from 21 ft,,77,90
341,4,11:27.0,,D. Valentine misses 3-pt jump shot from 26 ft,77,90
342,4,11:22.0,Defensive rebound by K. Simmons,,77,90
343,4,11:19.0,Shooting foul by N. Vonleh (drawn by D. Brooks),,77,90
344,4,11:19.0,D. Brooks makes free throw 1 of 2,,78,90
345,4,11:19.0,D. Brooks makes free throw 2 of 2,,79,90
346,4,11:05.0,,D. Nwaba misses 2-pt jump shot from 4 ft (block by X. Rathan-Mayes),79,90
347,4,11:02.0,Defensive rebound by X. Rathan-Mayes,,79,90
348,4,11:02.0,Memphis full timeout,,79,90
349,4,10:57.0,Turnover by Team (turnover),,79,90
350,4,10:50.0,,C. Payne makes 2-pt jump shot from 6 ft,79,92
351,4,10:32.0,K. Simmons misses 2-pt jump shot from 11 ft,,79,92
352,4,10:26.0,,Defensive rebound by N. Vonleh,79,92
353,4,10:19.0,,Turnover by C. Payne (step out of bounds),79,92
354,4,10:07.0,D. Davis makes 2-pt layup from 2 ft (assist by B. McLemore),,81,92
355,4,9:55.0,,Personal foul by D. Davis (drawn by B. Portis),81,92
356,4,9:52.0,,Turnover by D. Nwaba (bad pass; steal by K. Simmons),81,92
357,4,9:48.0,K. Simmons makes 2-pt dunk at rim,,83,92
358,4,9:27.0,,C. Payne misses 2-pt jump shot from 7 ft (block by K. Simmons),83,92
359,4,9:27.0,,Offensive rebound by C. Payne,83,92
360,4,9:25.0,,C. Payne misses 2-pt layup from 1 ft,83,92
361,4,9:25.0,,Offensive rebound by D. Nwaba,83,92
362,4,9:23.0,,D. Nwaba makes 2-pt layup at rim,83,94
363,4,9:10.0,X. Rathan-Mayes makes 2-pt layup from 1 ft,,85,94
364,4,8:58.0,,Turnover by D. Valentine (lost ball; steal by B. McLemore),85,94
365,4,8:43.0,D. Brooks makes 2-pt jump shot from 21 ft,,87,94
366,4,8:43.0,,Chicago full timeout,87,94
367,4,8:43.0,,K. Dunn enters the game for C. Payne,87,94
368,4,8:28.0,,D. Valentine misses 3-pt jump shot from 25 ft,87,94
369,4,8:27.0,,Offensive rebound by Team,87,94
370,4,8:27.0,Loose ball foul by X. Rathan-Mayes (drawn by D. Nwaba),,87,94
371,4,8:22.0,,B. Portis misses 3-pt jump shot from 26 ft,87,94
372,4,8:21.0,,Offensive rebound by Team,87,94
373,4,8:21.0,Loose ball foul by K. Simmons (drawn by D. Nwaba),,87,94
374,4,8:16.0,,Offensive foul by K. Dunn (drawn by D. Brooks),87,94
375,4,8:16.0,,Turnover by K. Dunn (offensive foul),87,94
376,4,8:00.0,K. Simmons misses 2-pt jump shot from 9 ft,,87,94
377,4,7:59.0,Offensive rebound by D. Davis,,87,94
378,4,7:55.0,D. Brooks makes 3-pt jump shot from 26 ft (assist by D. Davis),,90,94
379,4,7:44.0,,Personal foul by B. McLemore (drawn by K. Dunn),90,94
380,4,7:44.0,,L. Markkanen enters the game for N. Vonleh,90,94
381,4,7:39.0,,K. Dunn misses 2-pt layup at rim,90,94
382,4,7:37.0,Defensive rebound by D. Davis,,90,94
