,QUARTER,TIME_REMAINING,PHILADELPHIA_ACTION,CLEVELAND_ACTION,PHILADELPHIA_SCORE,CLEVELAND_SCORE
48,1,7:02.0,,G. Hill makes 2-pt dunk from 1 ft (assist by L. James),19,15
49,1,6:48.0,B. Simmons misses 2-pt jump shot from 12 ft,,19,15
50,1,6:43.0,Offensive rebound by D. Šarić,,19,15
51,1,6:40.0,D. Šarić makes 2-pt hook shot from 7 ft,,21,15
52,1,6:32.0,,L. James makes 2-pt dunk at rim (assist by R. Hood),21,17
53,1,6:31.0,Philadelphia full timeout,,21,17
54,1,6:31.0,A. Johnson enters the game for J. Embiid,,21,17
55,1,6:20.0,Turnover by D. Šarić (bad pass; steal by T. Thompson),,21,17
56,1,6:13.0,,G. Hill misses 3-pt jump shot from 25 ft,21,17
57,1,6:10.0,Defensive rebound by A. Johnson,,21,17
58,1,5:59.0,M. Belinelli makes 2-pt layup from 2 ft (assist by B. Simmons),,23,17
59,1,5:59.0,,Violation by C. Osman (def goaltending),23,17
60,1,5:47.0,,C. Osman makes 3-pt jump shot from 22 ft (assist by L. James),23,20
61,1,5:27.0,A. Johnson makes 3-pt jump shot from 26 ft (assist by B. Simmons),,26,20
62,1,5:11.0,,R. Hood misses 3-pt jump shot from 26 ft,26,20
63,1,5:08.0,Defensive rebound by B. Simmons,,26,20
64,1,5:01.0,D. Šarić misses 3-pt jump shot from 25 ft,,26,20
65,1,4:58.0,,Defensive rebound by T. Thompson,26,20
66,1,4:41.0,,L. James misses 2-pt layup at rim,26,20
67,1,4:41.0,Defensive rebound by Team,,26,20
68,1,4:41.0,,J. Green enters the game for C. Osman,26,20
69,1,4:41.0,T. McConnell enters the game for R. Covington,,26,20
70,1,4:26.0,Personal foul by G. Hill (drawn by D. Šarić),,26,20
71,1,4:26.0,D. Šarić makes free throw 1 of 2,,27,20
72,1,4:26.0,D. Šarić makes free throw 2 of 2,,28,20
73,1,4:14.0,,T. Thompson misses 2-pt layup at rim (block by A. Johnson),28,20
74,1,4:10.0,Defensive rebound by D. Šarić,,28,20
75,1,4:08.0,D. Šarić misses 3-pt jump shot from 26 ft,,28,20
76,1,4:05.0,,Defensive rebound by R. Hood,28,20
77,1,4:00.0,,R. Hood misses 2-pt jump shot from 11 ft,28,20
78,1,3:52.0,Defensive rebound by D. Šarić,,28,20
79,1,3:43.0,A. Johnson misses 2-pt hook shot from 11 ft,,28,20
80,1,3:41.0,,Defensive rebound by J. Green,28,20
81,1,3:24.0,,Shooting foul by A. Johnson (drawn by J. Green),28,20
82,1,3:24.0,,J. Green makes free throw 1 of 2,28,21
83,1,3:24.0,,L. Nance enters the game for R. Hood,28,21
84,1,3:24.0,,J. Clarkson enters the game for G. Hill,28,21
85,1,3:24.0,,K. Korver enters the game for T. Thompson,28,21
86,1,3:24.0,J. Embiid enters the game for A. Johnson,,28,21
87,1,3:24.0,E. İlyasova enters the game for D. Šarić,,28,21
88,1,3:24.0,J. Redick enters the game for M. Belinelli,,28,21
89,1,3:24.0,R. Covington enters the game for B. Simmons,,28,21
90,1,3:24.0,,J. Green makes free throw 2 of 2,28,22
91,1,3:08.0,J. Embiid makes 2-pt jump shot from 14 ft,,30,22
92,1,2:49.0,,Turnover by L. James (out of bounds lost ball),30,22
93,1,2:49.0,,Cleveland full timeout,30,22
94,1,2:31.0,Turnover by J. Embiid (turnover),,30,22
95,1,2:19.0,,L. Nance makes 2-pt jump shot from 16 ft (assist by L. James),30,24
96,1,1:58.0,Turnover by J. Embiid (step out of bounds),,30,24
97,1,1:43.0,,L. James makes 2-pt layup from 1 ft (assist by K. Korver),30,26
98,1,1:43.0,Violation by J. Embiid (def goaltending),,30,26
99,1,1:27.0,T. McConnell misses 3-pt jump shot from 24 ft,,30,26
100,1,1:24.0,,Defensive rebound by L. James,30,26
101,1,1:17.0,,J. Clarkson misses 3-pt jump shot from 23 ft,30,26
102,1,1:13.0,Defensive rebound by R. Covington,,30,26
103,1,1:07.0,T. McConnell misses 3-pt jump shot from 25 ft,,30,26
104,1,1:04.0,Offensive rebound by J. Embiid,,30,26
105,1,1:03.0,J. Embiid makes 2-pt layup at rim,,32,26
106,1,0:49.0,,R. Hood enters the game for L. James,32,26
107,1,0:49.0,M. Belinelli enters the game for R. Covington,,32,26
108,1,0:41.0,,J. Clarkson makes 2-pt jump shot from 7 ft (assist by R. Hood),32,28
109,1,0:41.0,,Shooting foul by J. Redick (drawn by J. Clarkson),32,28
110,1,0:41.0,,J. Clarkson makes free throw 1 of 1,32,29
111,1,0:25.0,J. Embiid misses 3-pt jump shot from 25 ft,,32,29
112,1,0:22.0,,Defensive rebound by J. Clarkson,32,29
113,2,11:43.0,,J. Green misses 2-pt jump shot from 17 ft,32,29
114,2,11:41.0,Defensive rebound by R. Covington,,32,29
115,2,11:26.0,R. Covington misses 3-pt jump shot from 27 ft,,32,29
116,2,11:20.0,Offensive rebound by J. Embiid,,32,29
117,2,11:20.0,J. Embiid makes 2-pt layup at rim,,34,29
118,2,11:03.0,,K. Korver makes 3-pt jump shot from 26 ft (assist by R. Hood),34,32
119,2,10:52.0,M. Belinelli misses 3-pt jump shot from 25 ft,,34,32
120,2,10:49.0,,Defensive rebound by J. Clarkson,34,32
121,2,10:34.0,,J. Clarkson makes 2-pt jump shot from 21 ft,34,34
122,2,10:14.0,M. Belinelli misses 2-pt layup from 2 ft,,34,34
123,2,10:12.0,Offensive rebound by J. Embiid,,34,34
124,2,10:06.0,J. Embiid misses 2-pt jump shot from 13 ft,,34,34
125,2,10:05.0,Offensive rebound by Team,,34,34
126,2,9:44.0,J. Embiid misses 2-pt hook shot from 11 ft,,34,34
127,2,9:42.0,,Defensive rebound by J. Green,34,34
128,2,9:37.0,,Turnover by J. Green (lost ball; steal by T. McConnell),34,34
129,2,9:32.0,M. Belinelli makes 2-pt layup from 1 ft (assist by T. McConnell),,36,34
130,2,9:32.0,,Violation by L. Nance (def goaltending),36,34
131,2,9:32.0,B. Simmons enters the game for T. McConnell,,36,34
132,2,9:18.0,,K. Korver misses 3-pt jump shot from 25 ft,36,34
133,2,9:14.0,Defensive rebound by J. Embiid,,36,34
134,2,9:09.0,Turnover by B. Simmons (bad pass; steal by L. Nance),,36,34
135,2,9:06.0,,L. Nance makes 2-pt dunk at rim,36,36
136,2,8:53.0,R. Covington makes 2-pt layup at rim (assist by J. Embiid),,38,36
137,2,8:42.0,,Shooting foul by B. Simmons (drawn by J. Clarkson),38,36
138,2,8:42.0,,J. Clarkson misses free throw 1 of 2,38,36
139,2,8:42.0,,Offensive rebound by Team,38,36
140,2,8:42.0,,J. Clarkson makes free throw 2 of 2,38,37
141,2,8:42.0,A. Johnson enters the game for J. Embiid,,38,37
142,2,8:28.0,M. Belinelli makes 3-pt jump shot from 25 ft (assist by E. İlyasova),,41,37
143,2,8:14.0,,Offensive foul by J. Green (drawn by E. İlyasova),41,37
144,2,8:14.0,,Turnover by J. Green (offensive foul),41,37
145,2,8:03.0,R. Covington misses 3-pt jump shot from 27 ft,,41,37
146,2,8:03.0,,Defensive rebound by J. Clarkson,41,37
147,2,7:49.0,,L. Nance makes 2-pt layup at rim (assist by J. Clarkson),41,39
148,2,7:40.0,B. Simmons misses 2-pt layup from 2 ft,,41,39
149,2,7:40.0,,Defensive rebound by L. Nance,41,39
150,2,7:26.0,,J. Clarkson misses 2-pt jump shot from 7 ft,41,39
151,2,7:25.0,Defensive rebound by Team,,41,39
152,2,7:16.0,Shooting foul by R. Hood (drawn by E. İlyasova),,41,39
153,2,7:16.0,E. İlyasova makes free throw 1 of 2,,42,39
154,2,7:16.0,E. İlyasova makes free throw 2 of 2,,43,39
155,2,7:16.0,,L. James enters the game for J. Green,43,39
156,2,6:59.0,,R. Hood misses 2-pt jump shot from 4 ft (block by R. Covington),43,39
157,2,6:55.0,Defensive rebound by A. Johnson,,43,39
158,2,6:52.0,E. İlyasova misses 2-pt layup from 2 ft,,43,39
159,2,6:52.0,,Defensive rebound by Team,43,39
160,2,6:52.0,Loose ball foul by A. Johnson (drawn by L. Nance),,43,39
161,2,6:52.0,,Cleveland full timeout,43,39
162,2,6:52.0,D. Šarić enters the game for E. İlyasova,,43,39
163,2,6:45.0,,Personal foul by D. Šarić (drawn by L. Nance),43,39
164,2,6:31.0,,L. Nance misses 2-pt hook shot from 8 ft,43,39
165,2,6:28.0,Defensive rebound by R. Covington,,43,39
166,2,6:20.0,R. Covington makes 2-pt jump shot from 22 ft (assist by B. Simmons),,45,39
167,2,6:07.0,,Turnover by R. Hood (out of bounds lost ball),45,39
168,2,6:07.0,,G. Hill enters the game for R. Hood,45,39
169,2,6:07.0,,C. Osman enters the game for J. Clarkson,45,39
170,2,6:07.0,,T. Thompson enters the game for L. Nance,45,39
171,2,5:43.0,M. Belinelli misses 2-pt jump shot from 21 ft,,45,39
172,2,5:40.0,,Defensive rebound by L. James,45,39
173,2,5:32.0,,G. Hill misses 2-pt jump shot from 8 ft (block by A. Johnson),45,39
174,2,5:29.0,Defensive rebound by B. Simmons,,45,39
175,2,5:26.0,R. Covington misses 3-pt jump shot from 28 ft,,45,39
176,2,5:23.0,,Defensive rebound by T. Thompson,45,39
177,2,5:15.0,,K. Korver misses 3-pt jump shot from 29 ft,45,39
178,2,5:12.0,Defensive rebound by B. Simmons,,45,39
179,2,5:05.0,Turnover by M. Belinelli (out of bounds lost ball),,45,39
180,2,5:05.0,T. McConnell enters the game for M. Belinelli,,45,39
181,2,5:05.0,J. Redick enters the game for R. Covington,,45,39
182,2,4:53.0,,Personal foul by B. Simmons (drawn by L. James),45,39
183,2,4:43.0,,L. James makes 3-pt jump shot from 25 ft,45,42
184,2,4:33.0,D. Šarić makes 3-pt jump shot from 25 ft (assist by B. Simmons),,48,42
185,2,4:12.0,,L. James makes 3-pt jump shot from 26 ft,48,45
186,2,4:02.0,B. Simmons makes 2-pt hook shot from 4 ft,,50,45
187,2,3:48.0,,G. Hill misses 3-pt jump shot from 23 ft,50,45
188,2,3:45.0,,Offensive rebound by T. Thompson,50,45
189,2,3:43.0,,T. Thompson makes 2-pt layup from 1 ft,50,47
190,2,3:42.0,Philadelphia full timeout,,50,47
191,2,3:42.0,,R. Hood enters the game for K. Korver,50,47
192,2,3:42.0,J. Embiid enters the game for A. Johnson,,50,47
193,2,3:42.0,R. Covington enters the game for B. Simmons,,50,47
194,2,3:26.0,D. Šarić misses 2-pt layup from 3 ft,,50,47
195,2,3:24.0,Offensive rebound by D. Šarić,,50,47
196,2,3:24.0,D. Šarić misses 2-pt layup from 1 ft (block by G. Hill),,50,47
197,2,3:24.0,Offensive rebound by Team,,50,47
198,2,3:23.0,J. Redick makes 3-pt jump shot from 22 ft (assist by T. McConnell),,53,47
199,2,2:54.0,,Turnover by L. James (bad pass; steal by R. Covington),53,47
200,2,2:49.0,J. Redick misses 3-pt jump shot from 25 ft,,53,47
201,2,2:49.0,Offensive rebound by D. Šarić,,53,47
202,2,2:49.0,Shooting foul by C. Osman (drawn by D. Šarić),,53,47
203,2,2:49.0,D. Šarić makes free throw 1 of 2,,54,47
204,2,2:49.0,D. Šarić makes free throw 2 of 2,,55,47
205,2,2:34.0,,C. Osman misses 3-pt jump shot from 26 ft,55,47
206,2,2:31.0,Defensive rebound by R. Covington,,55,47
207,2,2:11.0,J. Embiid makes 2-pt jump shot from 14 ft,,57,47
208,2,1:41.0,,L. James misses 3-pt jump shot from 27 ft,57,47
209,2,1:41.0,,Offensive rebound by Team,57,47
210,2,1:41.0,Loose ball foul by D. Šarić (drawn by T. Thompson),,57,47
211,2,1:41.0,,T. Thompson makes free throw 1 of 2,57,48
212,2,1:41.0,,J. Green enters the game for C. Osman,57,48
213,2,1:41.0,,T. Thompson makes free throw 2 of 2,57,49
214,2,1:28.0,J. Redick misses 2-pt jump shot at rim,,57,49
215,2,1:21.0,Offensive rebound by J. Embiid,,57,49
216,2,1:21.0,J. Embiid misses 2-pt layup at rim,,57,49
217,2,1:21.0,,Defensive rebound by L. James,57,49
218,2,1:08.0,,L. James makes 2-pt layup from 1 ft,57,51
219,2,1:03.0,J. Embiid makes 2-pt dunk at rim (assist by J. Redick),,59,51
220,2,0:55.0,,G. Hill misses 3-pt jump shot from 25 ft,59,51
221,2,0:55.0,,Offensive rebound by L. James,59,51
222,2,0:48.0,,J. Green misses 3-pt jump shot from 24 ft,59,51
223,2,0:46.0,,Offensive rebound by G. Hill,59,51
224,2,0:46.0,,L. Nance enters the game for T. Thompson,59,51
225,2,0:46.0,,J. Clarkson enters the game for R. Hood,59,51
226,2,0:46.0,M. Belinelli enters the game for D. Šarić,,59,51
227,2,0:46.0,E. İlyasova enters the game for J. Redick,,59,51
228,2,0:35.0,,J. Green makes 3-pt jump shot from 26 ft (assist by L. James),59,54
229,2,0:28.0,R. Covington misses 3-pt jump shot from 24 ft,,59,54
230,2,0:26.0,,Defensive rebound by G. Hill,59,54
231,2,0:06.0,,L. James makes 2-pt dunk from 1 ft (assist by J. Green),59,56
232,2,0:00.0,M. Belinelli misses 3-pt jump shot from 27 ft,,59,56
233,2,0:00.0,Offensive rebound by Team,,59,56
234,3,11:39.0,,R. Hood makes 2-pt jump shot from 7 ft,59,58
235,3,11:26.0,J. Redick makes 2-pt jump shot from 18 ft (assist by J. Embiid),,61,58
236,3,11:03.0,,R. Hood misses 2-pt jump shot from 6 ft,61,58
237,3,10:58.0,,Offensive rebound by T. Thompson,61,58
238,3,10:58.0,,T. Thompson misses 2-pt layup at rim,61,58
239,3,10:57.0,,Offensive rebound by T. Thompson,61,58
240,3,10:57.0,,T. Thompson misses 2-pt layup at rim,61,58
241,3,10:57.0,Defensive rebound by R. Covington,,61,58
242,3,10:52.0,D. Šarić misses 2-pt layup from 1 ft (block by R. Hood),,61,58
243,3,10:49.0,,Defensive rebound by T. Thompson,61,58
244,3,10:38.0,,T. Thompson makes 2-pt jump shot from 9 ft (assist by G. Hill),61,60
245,3,10:28.0,B. Simmons misses 2-pt hook shot from 7 ft,,61,60
246,3,10:26.0,,Defensive rebound by T. Thompson,61,60
247,3,10:21.0,,L. James misses 2-pt jump shot from 21 ft,61,60
248,3,10:21.0,Defensive rebound by D. Šarić,,61,60
249,3,10:02.0,B. Simmons makes 2-pt hook shot from 11 ft,,63,60
250,3,9:47.0,,G. Hill makes 2-pt jump shot from 19 ft,63,62
251,3,9:27.0,Shooting foul by C. Osman (drawn by B. Simmons),,63,62
252,3,9:27.0,B. Simmons makes free throw 1 of 2,,64,62
253,3,9:27.0,B. Simmons makes free throw 2 of 2,,65,62
254,3,9:21.0,,R. Hood misses 3-pt jump shot from 28 ft,65,62
255,3,9:17.0,Defensive rebound by R. Covington,,65,62
256,3,9:07.0,B. Simmons makes 2-pt layup at rim,,67,62
257,3,8:43.0,,L. James misses 3-pt jump shot from 25 ft,67,62
258,3,8:40.0,Defensive rebound by J. Redick,,67,62
259,3,8:31.0,Personal foul by C. Osman (drawn by D. Šarić),,67,62
260,3,8:31.0,,J. Green enters the game for C. Osman,67,62
261,3,8:18.0,Personal foul by L. James (drawn by D. Šarić),,67,62
262,3,8:02.0,J. Redick misses 3-pt jump shot from 22 ft,,67,62
263,3,7:59.0,,Defensive rebound by R. Hood,67,62
264,3,7:57.0,,R. Hood misses 2-pt layup from 1 ft,67,62
265,3,7:57.0,,Offensive rebound by T. Thompson,67,62
266,3,7:57.0,,Shooting foul by R. Covington (drawn by T. Thompson),67,62
267,3,7:57.0,,T. Thompson misses free throw 1 of 2,67,62
268,3,7:57.0,,Offensive rebound by Team,67,62
269,3,7:57.0,M. Belinelli enters the game for J. Redick,,67,62
270,3,7:57.0,,T. Thompson misses free throw 2 of 2,67,62
271,3,7:54.0,Defensive rebound by J. Embiid,,67,62
272,3,7:37.0,M. Belinelli makes 2-pt layup from 1 ft (assist by B. Simmons),,69,62
273,3,7:11.0,,Turnover by Team (shot clock),69,62
274,3,6:56.0,Personal foul by G. Hill (drawn by M. Belinelli),,69,62
275,3,6:56.0,,Cleveland full timeout,69,62
276,3,6:56.0,A. Johnson enters the game for J. Embiid,,69,62
277,3,6:50.0,B. Simmons makes 2-pt layup at rim (assist by R. Covington),,71,62
278,3,6:33.0,,L. James makes 2-pt layup at rim (assist by R. Hood),71,64
279,3,6:19.0,D. Šarić misses 3-pt jump shot from 25 ft,,71,64
280,3,6:19.0,,Defensive rebound by T. Thompson,71,64
281,3,6:12.0,,G. Hill misses 3-pt jump shot from 23 ft,71,64
282,3,6:12.0,Defensive rebound by B. Simmons,,71,64
283,3,6:01.0,B. Simmons makes 2-pt jump shot from 17 ft,,73,64
284,3,5:35.0,,J. Green misses 3-pt jump shot from 22 ft,73,64
285,3,5:30.0,,Offensive rebound by T. Thompson,73,64
286,3,5:17.0,,G. Hill misses 2-pt jump shot from 8 ft,73,64
287,3,5:15.0,Defensive rebound by B. Simmons,,73,64
288,3,5:00.0,B. Simmons misses 2-pt jump shot from 15 ft,,73,64
289,3,4:58.0,,Defensive rebound by L. James,73,64
290,3,4:50.0,,L. James misses 2-pt layup from 1 ft (block by B. Simmons),73,64
291,3,4:47.0,Defensive rebound by B. Simmons,,73,64
292,3,4:42.0,R. Covington misses 3-pt jump shot from 26 ft,,73,64
293,3,4:38.0,Offensive rebound by A. Johnson,,73,64
294,3,4:37.0,D. Šarić misses 2-pt jump shot from 17 ft,,73,64
295,3,4:34.0,,Defensive rebound by R. Hood,73,64
296,3,4:15.0,,G. Hill makes 2-pt jump shot from 12 ft,73,66
297,3,4:14.0,Philadelphia full timeout,,73,66
298,3,4:14.0,,J. Clarkson enters the game for R. Hood,73,66
299,3,4:14.0,,L. Nance enters the game for G. Hill,73,66
300,3,4:14.0,,K. Korver enters the game for T. Thompson,73,66
301,3,4:14.0,T. McConnell enters the game for D. Šarić,,73,66
302,3,4:14.0,J. Redick enters the game for M. Belinelli,,73,66
303,3,4:14.0,J. Embiid enters the game for B. Simmons,,73,66
304,3,4:14.0,E. İlyasova enters the game for A. Johnson,,73,66
305,3,3:53.0,Turnover by E. İlyasova (lost ball; steal by L. James),,73,66
306,3,3:52.0,,Shooting foul by E. İlyasova (drawn by L. James),73,66
307,3,3:52.0,,L. James makes free throw 1 of 2,73,67
308,3,3:52.0,,L. James misses free throw 2 of 2,73,67
309,3,3:50.0,Defensive rebound by J. Embiid,,73,67
310,3,3:38.0,J. Embiid misses 2-pt hook shot from 8 ft,,73,67
311,3,3:35.0,,Defensive rebound by L. James,73,67
312,3,3:19.0,,L. Nance makes 2-pt dunk at rim (assist by J. Clarkson),73,69
313,3,2:52.0,E. İlyasova makes 2-pt jump shot from 14 ft,,75,69
314,3,2:29.0,,J. Green misses 2-pt jump shot from 18 ft,75,69
315,3,2:26.0,Defensive rebound by R. Covington,,75,69
316,3,2:19.0,T. McConnell makes 2-pt jump shot from 16 ft,,77,69
317,3,1:51.0,,L. James misses 2-pt jump shot from 17 ft,77,69
318,3,1:49.0,Defensive rebound by J. Embiid,,77,69
319,3,1:42.0,J. Embiid misses 2-pt jump shot from 19 ft,,77,69
320,3,1:40.0,,Defensive rebound by L. James,77,69
321,3,1:35.0,,L. James misses 2-pt jump shot from 5 ft,77,69
322,3,1:31.0,Defensive rebound by E. İlyasova,,77,69
323,3,1:20.0,T. McConnell misses 2-pt jump shot from 16 ft,,77,69
324,3,1:17.0,,Defensive rebound by L. Nance,77,69
325,3,1:09.0,,L. Nance makes 2-pt jump shot from 19 ft (assist by J. Clarkson),77,71
326,3,0:50.0,Turnover by J. Redick (traveling),,77,71
327,3,0:50.0,,R. Hood enters the game for L. James,77,71
328,3,0:50.0,M. Belinelli enters the game for R. Covington,,77,71
329,3,0:44.0,,Offensive foul by J. Clarkson (drawn by T. McConnell),77,71
330,3,0:44.0,,Turnover by J. Clarkson (offensive foul),77,71
331,3,0:31.0,J. Embiid misses 2-pt layup from 1 ft (block by L. Nance),,77,71
332,3,0:30.0,Offensive rebound by J. Embiid,,77,71
333,3,0:30.0,J. Embiid misses 2-pt layup from 1 ft (block by L. Nance),,77,71
334,3,0:30.0,Offensive rebound by J. Embiid,,77,71
335,3,0:29.0,Personal foul by K. Korver (drawn by J. Embiid),,77,71
336,3,0:29.0,J. Embiid misses free throw 1 of 2,,77,71
337,3,0:29.0,Offensive rebound by Team,,77,71
338,3,0:29.0,J. Embiid misses free throw 2 of 2,,77,71
339,3,0:27.0,,Defensive rebound by K. Korver,77,71
340,3,0:04.0,,J. Clarkson misses 3-pt jump shot from 26 ft,77,71
341,3,0:01.0,Defensive rebound by E. İlyasova,,77,71
342,4,11:47.0,J. Embiid makes 2-pt hook shot from 8 ft (assist by E. İlyasova),,79,71
343,4,11:28.0,,K. Korver misses 3-pt jump shot from 27 ft,79,71
344,4,11:26.0,,Offensive rebound by L. Nance,79,71
345,4,11:24.0,,L. Nance misses 2-pt jump shot from 5 ft,79,71
346,4,11:21.0,Defensive rebound by J. Embiid,,79,71
347,4,11:13.0,J. Embiid misses 2-pt jump shot from 8 ft,,79,71
348,4,11:11.0,Offensive rebound by M. Belinelli,,79,71
349,4,11:08.0,E. İlyasova misses 3-pt jump shot from 27 ft,,79,71
350,4,11:05.0,,Defensive rebound by J. Green,79,71
351,4,10:54.0,,K. Korver misses 3-pt jump shot from 26 ft,79,71
352,4,10:52.0,Defensive rebound by Team,,79,71
353,4,10:52.0,,Loose ball foul by L. Nance (drawn by E. İlyasova),79,71
354,4,10:38.0,Shooting foul by K. Korver (drawn by J. Redick),,79,71
355,4,10:38.0,J. Redick misses free throw 1 of 2,,79,71
356,4,10:38.0,Offensive rebound by Team,,79,71
357,4,10:38.0,J. Redick makes free throw 2 of 2,,80,71
358,4,10:24.0,,R. Hood misses 2-pt jump shot from 11 ft,80,71
359,4,10:22.0,Defensive rebound by J. Embiid,,80,71
360,4,10:11.0,J. Embiid misses 2-pt jump shot from 10 ft (block by L. Nance),,80,71
361,4,10:07.0,,Defensive rebound by J. Green,80,71
362,4,9:48.0,,J. Green misses 2-pt jump shot from 17 ft,80,71
363,4,9:46.0,Defensive rebound by M. Belinelli,,80,71
364,4,9:37.0,Shooting foul by J. Green (drawn by M. Belinelli),,80,71
365,4,9:37.0,M. Belinelli makes free throw 1 of 3,,81,71
366,4,9:37.0,M. Belinelli makes free throw 2 of 3,,82,71
367,4,9:37.0,,L. James enters the game for J. Green,82,71
368,4,9:37.0,B. Simmons enters the game for T. McConnell,,82,71
369,4,9:37.0,M. Belinelli misses free throw 3 of 3,,82,71
370,4,9:35.0,,Defensive rebound by L. Nance,82,71
371,4,9:22.0,,Personal foul by E. İlyasova (drawn by L. Nance),82,71
372,4,9:22.0,R. Covington enters the game for J. Redick,,82,71
373,4,9:11.0,,Turnover by K. Korver (bad pass; steal by B. Simmons),82,71
374,4,9:07.0,E. İlyasova makes 2-pt layup at rim (assist by B. Simmons),,84,71
375,4,9:07.0,,Cleveland full timeout,84,71
376,4,9:07.0,A. Johnson enters the game for J. Embiid,,84,71
377,4,8:57.0,,Turnover by L. James (bad pass),84,71
378,4,8:37.0,B. Simmons misses 2-pt jump shot from 13 ft,,84,71
379,4,8:34.0,,Defensive rebound by K. Korver,84,71
380,4,8:27.0,,L. James makes 2-pt dunk at rim (assist by J. Clarkson),84,73
381,4,8:18.0,E. İlyasova misses 3-pt jump shot from 27 ft,,84,73
382,4,8:14.0,,Defensive rebound by L. James,84,73
383,4,8:08.0,,Shooting foul by M. Belinelli (drawn by L. Nance),84,73
384,4,8:08.0,,L. Nance makes free throw 1 of 2,84,74
385,4,8:08.0,,L. Nance makes free throw 2 of 2,84,75
386,4,7:55.0,Shooting foul by R. Hood (drawn by A. Johnson),,84,75
387,4,7:55.0,A. Johnson makes free throw 1 of 2,,85,75
388,4,7:55.0,A. Johnson misses free throw 2 of 2,,85,75
389,4,7:53.0,,Defensive rebound by R. Hood,85,75
390,4,7:46.0,,R. Hood makes 3-pt jump shot from 27 ft (assist by L. James),85,78
391,4,7:21.0,M. Belinelli misses 3-pt jump shot from 26 ft,,85,78
392,4,7:21.0,Offensive rebound by Team,,85,78
393,4,7:21.0,Turnover by Team (shot clock),,85,78
394,4,7:21.0,D. Šarić enters the game for E. İlyasova,,85,78
