,QUARTER,TIME_REMAINING,WASHINGTON_ACTION,DENVER_ACTION,WASHINGTON_SCORE,DENVER_SCORE
72,1,2:20.0,,M. Plumlee misses 2-pt hook shot from 6 ft,21,24
73,1,2:20.0,,Offensive rebound by Team,21,24
74,1,2:20.0,T. Frazier enters the game for J. Wall,,21,24
75,1,2:15.0,Violation by I. Mahinmi (kicked ball),,21,24
76,1,2:10.0,,W. Barton misses 3-pt jump shot from 27 ft,21,24
77,1,2:05.0,Defensive rebound by M. Scott,,21,24
78,1,1:58.0,J. Meeks misses 2-pt jump shot from 20 ft,,21,24
79,1,1:54.0,,Defensive rebound by E. Mudiay,21,24
80,1,1:49.0,,Personal foul by T. Frazier (drawn by E. Mudiay),21,24
81,1,1:49.0,T. Satoranský enters the game for O. Porter,,21,24
82,1,1:34.0,,G. Harris misses 2-pt jump shot from 21 ft,21,24
83,1,1:30.0,Defensive rebound by I. Mahinmi,,21,24
84,1,1:18.0,T. Satoranský makes 2-pt hook shot from 5 ft,,23,24
85,1,1:08.0,,Shooting foul by I. Mahinmi (drawn by E. Mudiay),23,24
86,1,1:08.0,,E. Mudiay misses free throw 1 of 2,23,24
87,1,1:08.0,,Offensive rebound by Team,23,24
88,1,1:08.0,,E. Mudiay makes free throw 2 of 2,23,25
89,1,0:49.0,Personal foul by G. Harris (drawn by J. Meeks),,23,25
90,1,0:43.0,M. Scott misses 3-pt jump shot from 23 ft,,23,25
91,1,0:40.0,Offensive rebound by T. Frazier,,23,25
92,1,0:39.0,T. Satoranský makes 3-pt jump shot from 25 ft (assist by T. Frazier),,26,25
93,1,0:28.0,,M. Plumlee makes 2-pt layup from 2 ft (assist by W. Chandler),26,27
94,1,0:08.0,Turnover by M. Scott (traveling),,26,27
95,1,0:03.0,,E. Mudiay makes 2-pt layup from 2 ft,26,29
96,1,0:00.0,T. Frazier makes 3-pt jump shot from 33 ft,,29,29
97,2,11:44.0,,Turnover by N. Jokić (lost ball; steal by I. Mahinmi),29,29
98,2,11:37.0,T. Frazier makes 2-pt layup from 9 ft,,31,29
99,2,11:37.0,Shooting foul by W. Barton (drawn by T. Frazier),,31,29
100,2,11:37.0,T. Frazier makes free throw 1 of 1,,32,29
101,2,11:26.0,,E. Mudiay misses 2-pt jump shot from 21 ft,32,29
102,2,11:22.0,Defensive rebound by T. Satoranský,,32,29
103,2,11:14.0,Offensive foul by M. Scott (drawn by M. Beasley),,32,29
104,2,11:14.0,Turnover by M. Scott (offensive foul),,32,29
105,2,10:50.0,,K. Faried makes 2-pt layup from 3 ft (assist by M. Beasley),32,31
106,2,10:35.0,Offensive foul by I. Mahinmi (drawn by E. Mudiay),,32,31
107,2,10:35.0,Turnover by I. Mahinmi (offensive foul),,32,31
108,2,10:24.0,,Turnover by E. Mudiay (bad pass; steal by T. Frazier),32,31
109,2,10:14.0,Violation by I. Mahinmi (lane),,32,31
110,2,9:58.0,,E. Mudiay makes 2-pt layup from 4 ft,32,33
111,2,9:49.0,I. Mahinmi misses 2-pt layup from 4 ft,,32,33
112,2,9:47.0,,Defensive rebound by K. Faried,32,33
113,2,9:41.0,M. Gortat enters the game for I. Mahinmi,,32,33
114,2,9:37.0,,Turnover by E. Mudiay (discontinued dribble),32,33
115,2,9:27.0,T. Frazier misses 3-pt jump shot from 25 ft,,32,33
116,2,9:24.0,,Defensive rebound by N. Jokić,32,33
117,2,9:19.0,,M. Beasley makes 3-pt jump shot from 25 ft (assist by N. Jokić),32,36
118,2,9:11.0,Washington full timeout,,32,36
119,2,9:11.0,B. Beal enters the game for T. Satoranský,,32,36
120,2,9:00.0,J. Meeks misses 3-pt jump shot from 25 ft,,32,36
121,2,8:58.0,,Defensive rebound by E. Mudiay,32,36
122,2,8:51.0,,Personal block foul by M. Scott (drawn by K. Faried),32,36
123,2,8:38.0,,Turnover by E. Mudiay (bad pass),32,36
124,2,8:30.0,Personal foul by E. Mudiay (drawn by B. Beal),,32,36
125,2,8:24.0,B. Beal misses 2-pt jump shot from 20 ft,,32,36
126,2,8:21.0,,Defensive rebound by M. Beasley,32,36
127,2,8:18.0,,W. Barton misses 3-pt jump shot from 26 ft,32,36
128,2,8:16.0,,Offensive rebound by K. Faried,32,36
129,2,8:16.0,,Shooting foul by T. Frazier (drawn by K. Faried),32,36
130,2,8:16.0,,K. Faried makes free throw 1 of 2,32,37
131,2,8:16.0,,K. Faried makes free throw 2 of 2,32,38
132,2,8:03.0,M. Scott misses 2-pt hook shot from 5 ft,,32,38
133,2,8:01.0,,Defensive rebound by K. Faried,32,38
134,2,7:58.0,,W. Barton makes 2-pt layup from 2 ft (assist by K. Faried),32,40
135,2,7:54.0,Washington full timeout,,32,40
136,2,7:54.0,K. Oubre enters the game for J. Meeks,,32,40
137,2,7:36.0,M. Gortat makes 2-pt jump shot from 15 ft (assist by T. Frazier),,34,40
138,2,7:21.0,,Personal foul by T. Frazier (drawn by W. Barton),34,40
139,2,7:21.0,,J. Murray enters the game for E. Mudiay,34,40
140,2,7:21.0,,M. Plumlee enters the game for N. Jokić,34,40
141,2,7:07.0,,J. Murray misses 3-pt jump shot from 27 ft,34,40
142,2,7:04.0,Defensive rebound by Team,,34,40
143,2,6:52.0,Personal foul by M. Beasley (drawn by M. Gortat),,34,40
144,2,6:52.0,,W. Chandler enters the game for M. Beasley,34,40
145,2,6:52.0,J. Wall enters the game for T. Frazier,,34,40
146,2,6:45.0,B. Beal misses 2-pt jump shot from 17 ft,,34,40
147,2,6:41.0,,Defensive rebound by J. Murray,34,40
148,2,6:38.0,,Personal foul by M. Gortat (drawn by K. Faried),34,40
149,2,6:25.0,,W. Barton makes 2-pt layup from 3 ft,34,42
150,2,6:09.0,M. Gortat makes 2-pt layup from 4 ft (assist by J. Wall),,36,42
151,2,5:51.0,,K. Faried makes 2-pt jump shot from 11 ft,36,44
152,2,5:40.0,Personal foul by W. Barton (drawn by B. Beal),,36,44
153,2,5:40.0,,P. Millsap enters the game for W. Barton,36,44
154,2,5:40.0,,G. Harris enters the game for K. Faried,36,44
155,2,5:40.0,O. Porter enters the game for M. Scott,,36,44
156,2,5:24.0,K. Oubre misses 2-pt jump shot from 14 ft,,36,44
157,2,5:21.0,,Defensive rebound by G. Harris,36,44
158,2,5:16.0,,Turnover by G. Harris (lost ball; steal by O. Porter),36,44
159,2,5:11.0,B. Beal makes 2-pt layup from 3 ft (assist by O. Porter),,38,44
160,2,5:11.0,,Denver full timeout,38,44
161,2,5:04.0,,Shooting foul by M. Gortat (drawn by W. Chandler),38,44
162,2,5:04.0,,W. Chandler makes free throw 1 of 2,38,45
163,2,5:04.0,,W. Chandler makes free throw 2 of 2,38,46
164,2,4:51.0,O. Porter makes 2-pt layup from 6 ft (assist by K. Oubre),,40,46
165,2,4:31.0,,P. Millsap misses 2-pt jump shot from 13 ft (block by K. Oubre),40,46
166,2,4:28.0,Defensive rebound by O. Porter,,40,46
167,2,4:23.0,O. Porter makes 2-pt jump shot from 20 ft (assist by M. Gortat),,42,46
168,2,4:00.0,,M. Plumlee misses 2-pt jump shot from 10 ft,42,46
169,2,3:57.0,,Offensive rebound by P. Millsap,42,46
170,2,3:56.0,,P. Millsap makes 2-pt layup from 5 ft,42,48
171,2,3:44.0,J. Wall misses 2-pt layup from 4 ft,,42,48
172,2,3:42.0,,Defensive rebound by J. Murray,42,48
173,2,3:36.0,,Turnover by W. Chandler (bad pass; steal by O. Porter),42,48
174,2,3:36.0,Turnover by O. Porter (bad pass),,42,48
175,2,3:36.0,,N. Jokić enters the game for M. Plumlee,42,48
176,2,3:22.0,,Turnover by N. Jokić (bad pass; steal by O. Porter),42,48
177,2,3:21.0,Shooting foul by N. Jokić (drawn by J. Wall),,42,48
178,2,3:21.0,,Denver full timeout,42,48
179,2,3:21.0,J. Wall misses free throw 1 of 2,,42,48
180,2,3:21.0,Offensive rebound by Team,,42,48
181,2,3:21.0,J. Wall makes free throw 2 of 2,,43,48
182,2,3:09.0,,Turnover by G. Harris (bad pass; steal by J. Wall),43,48
183,2,3:05.0,J. Wall makes 2-pt dunk from 2 ft,,45,48
184,2,2:53.0,,Personal foul by B. Beal (drawn by N. Jokić),45,48
185,2,2:53.0,,N. Jokić makes free throw 1 of 2,45,49
186,2,2:53.0,,N. Jokić makes free throw 2 of 2,45,50
187,2,2:36.0,Personal foul by G. Harris (drawn by B. Beal),,45,50
188,2,2:36.0,B. Beal makes free throw 1 of 2,,46,50
189,2,2:36.0,B. Beal makes free throw 2 of 2,,47,50
190,2,2:28.0,,Personal foul by K. Oubre (drawn by W. Chandler),47,50
191,2,2:28.0,,W. Chandler makes free throw 1 of 2,47,51
192,2,2:28.0,,W. Chandler misses free throw 2 of 2,47,51
193,2,2:23.0,,Offensive rebound by N. Jokić,47,51
194,2,2:19.0,,Turnover by N. Jokić (bad pass),47,51
195,2,1:58.0,K. Oubre makes 3-pt jump shot from 23 ft (assist by J. Wall),,50,51
196,2,1:49.0,,N. Jokić misses 2-pt jump shot from 12 ft,50,51
197,2,1:45.0,Defensive rebound by O. Porter,,50,51
198,2,1:42.0,Offensive foul by M. Gortat (drawn by N. Jokić),,50,51
199,2,1:42.0,Turnover by M. Gortat (offensive foul),,50,51
200,2,1:42.0,I. Mahinmi enters the game for M. Gortat,,50,51
201,2,1:28.0,,N. Jokić misses 2-pt jump shot from 20 ft,50,51
202,2,1:25.0,Defensive rebound by J. Wall,,50,51
203,2,1:22.0,Personal foul by G. Harris (drawn by J. Wall),,50,51
204,2,1:22.0,J. Wall makes free throw 1 of 2,,51,51
205,2,1:22.0,,W. Barton enters the game for G. Harris,51,51
206,2,1:22.0,J. Wall makes free throw 2 of 2,,52,51
207,2,1:01.0,,N. Jokić makes 2-pt dunk from 2 ft (assist by J. Murray),52,53
208,2,0:46.0,O. Porter makes 2-pt jump shot from 18 ft,,54,53
209,2,0:36.0,,J. Murray makes 2-pt layup from 10 ft,54,55
210,2,0:30.0,J. Wall misses 3-pt jump shot from 25 ft,,54,55
211,2,0:26.0,,Defensive rebound by W. Barton,54,55
212,2,0:03.0,,W. Barton misses 3-pt jump shot from 25 ft,54,55
213,2,0:00.0,Defensive rebound by O. Porter,,54,55
214,2,0:00.0,B. Beal makes 2-pt layup from 2 ft (assist by O. Porter),,56,55
215,3,11:47.0,,P. Millsap makes 2-pt layup from 2 ft (assist by N. Jokić),56,57
216,3,11:32.0,M. Gortat makes 2-pt dunk from 3 ft (assist by J. Wall),,58,57
217,3,11:10.0,,Turnover by N. Jokić (bad pass; steal by K. Oubre),58,57
218,3,11:00.0,O. Porter misses 2-pt jump shot from 21 ft,,58,57
219,3,10:57.0,Offensive rebound by O. Porter,,58,57
220,3,10:55.0,B. Beal misses 3-pt jump shot from 26 ft,,58,57
221,3,10:51.0,,Defensive rebound by W. Chandler,58,57
222,3,10:37.0,,Turnover by N. Jokić (bad pass),58,57
223,3,10:17.0,O. Porter makes 3-pt jump shot from 22 ft (assist by J. Wall),,61,57
224,3,10:06.0,,Turnover by G. Harris (bad pass; steal by O. Porter),61,57
225,3,10:03.0,B. Beal makes 2-pt layup from 3 ft (assist by J. Wall),,63,57
226,3,10:03.0,,Denver full timeout,63,57
227,3,9:45.0,,W. Chandler misses 2-pt layup from 3 ft,63,57
228,3,9:43.0,Defensive rebound by O. Porter,,63,57
229,3,9:28.0,,Offensive charge foul by J. Wall (drawn by P. Millsap),63,57
230,3,9:28.0,Turnover by J. Wall (offensive foul),,63,57
231,3,9:16.0,,G. Harris misses 2-pt jump shot from 14 ft,63,57
232,3,9:12.0,Defensive rebound by M. Gortat,,63,57
233,3,8:55.0,K. Oubre misses 2-pt jump shot from 14 ft,,63,57
234,3,8:53.0,,Defensive rebound by N. Jokić,63,57
235,3,8:47.0,,P. Millsap makes 2-pt layup from 3 ft (assist by N. Jokić),63,59
236,3,8:41.0,Turnover by M. Gortat (traveling),,63,59
237,3,8:26.0,,G. Harris misses 3-pt jump shot from 26 ft,63,59
238,3,8:24.0,Defensive rebound by K. Oubre,,63,59
239,3,8:16.0,J. Wall makes 2-pt layup from 2 ft,,65,59
240,3,8:16.0,Shooting foul by N. Jokić (drawn by J. Wall),,65,59
241,3,8:16.0,J. Wall makes free throw 1 of 1,,66,59
242,3,8:06.0,,Turnover by G. Harris (traveling),66,59
243,3,7:43.0,B. Beal misses 3-pt jump shot from 27 ft,,66,59
244,3,7:40.0,Offensive rebound by O. Porter,,66,59
245,3,7:34.0,B. Beal misses 2-pt layup from 4 ft,,66,59
246,3,7:31.0,,Defensive rebound by P. Millsap,66,59
247,3,7:28.0,,Turnover by J. Murray (bad pass),66,59
248,3,7:28.0,,Denver full timeout,66,59
249,3,7:10.0,Personal block foul by J. Murray (drawn by O. Porter),,66,59
250,3,6:58.0,M. Gortat misses 2-pt jump shot from 10 ft,,66,59
251,3,6:55.0,,Defensive rebound by P. Millsap,66,59
252,3,6:39.0,,P. Millsap makes 2-pt layup from 6 ft,66,61
253,3,6:24.0,Offensive foul by M. Gortat (drawn by G. Harris),,66,61
254,3,6:24.0,Turnover by M. Gortat (offensive foul),,66,61
255,3,6:24.0,,W. Barton enters the game for W. Chandler,66,61
256,3,6:24.0,I. Mahinmi enters the game for M. Gortat,,66,61
257,3,6:08.0,,P. Millsap misses 2-pt jump shot from 15 ft,66,61
258,3,6:06.0,,Offensive rebound by N. Jokić,66,61
259,3,6:04.0,,G. Harris misses 3-pt jump shot from 23 ft,66,61
260,3,6:04.0,Defensive rebound by O. Porter,,66,61
261,3,5:52.0,J. Wall misses 2-pt jump shot from 18 ft,,66,61
262,3,5:49.0,,Defensive rebound by W. Barton,66,61
263,3,5:45.0,,J. Murray misses 3-pt jump shot from 26 ft,66,61
264,3,5:42.0,Defensive rebound by O. Porter,,66,61
265,3,5:30.0,O. Porter misses 3-pt jump shot from 26 ft,,66,61
266,3,5:27.0,,Defensive rebound by N. Jokić,66,61
267,3,5:24.0,,P. Millsap makes 2-pt layup from 3 ft (assist by J. Murray),66,63
268,3,5:24.0,,Shooting foul by O. Porter (drawn by P. Millsap),66,63
269,3,5:24.0,,M. Plumlee enters the game for N. Jokić,66,63
270,3,5:24.0,,P. Millsap makes free throw 1 of 1,66,64
271,3,5:01.0,B. Beal makes 2-pt layup from 4 ft,,68,64
272,3,4:52.0,,J. Murray misses 2-pt layup from 7 ft (block by J. Wall),68,64
273,3,4:52.0,,Offensive rebound by Team,68,64
274,3,4:39.0,,J. Murray misses 2-pt layup from 4 ft (block by O. Porter),68,64
275,3,4:39.0,,Offensive rebound by Team,68,64
276,3,4:39.0,J. Meeks enters the game for K. Oubre,,68,64
277,3,4:21.0,,M. Plumlee makes 2-pt jump shot from 8 ft (assist by W. Barton),68,66
278,3,4:01.0,I. Mahinmi misses 2-pt dunk from 6 ft,,68,66
279,3,3:59.0,,Defensive rebound by W. Barton,68,66
280,3,3:54.0,,Turnover by P. Millsap (lost ball; steal by J. Wall),68,66
281,3,3:47.0,J. Wall misses 2-pt layup from 2 ft,,68,66
282,3,3:40.0,Offensive rebound by B. Beal,,68,66
283,3,3:40.0,B. Beal makes 2-pt layup at rim,,70,66
284,3,3:30.0,,Turnover by P. Millsap (traveling),70,66
285,3,3:30.0,,W. Chandler enters the game for P. Millsap,70,66
286,3,3:30.0,,E. Mudiay enters the game for J. Murray,70,66
287,3,3:30.0,M. Scott enters the game for O. Porter,,70,66
288,3,3:13.0,Shooting foul by W. Chandler (drawn by J. Wall),,70,66
289,3,3:13.0,J. Wall makes free throw 1 of 2,,71,66
290,3,3:13.0,T. Frazier enters the game for B. Beal,,71,66
291,3,3:13.0,J. Wall makes free throw 2 of 2,,72,66
292,3,2:56.0,,E. Mudiay misses 3-pt jump shot from 25 ft,72,66
293,3,2:51.0,,Offensive rebound by M. Plumlee,72,66
294,3,2:48.0,,W. Barton makes 3-pt jump shot from 23 ft (assist by E. Mudiay),72,69
295,3,2:27.0,M. Scott misses 3-pt jump shot from 25 ft,,72,69
296,3,2:22.0,Offensive rebound by I. Mahinmi,,72,69
297,3,2:22.0,I. Mahinmi misses 2-pt layup at rim,,72,69
298,3,2:22.0,Offensive rebound by I. Mahinmi,,72,69
299,3,2:16.0,I. Mahinmi makes 2-pt layup at rim,,74,69
300,3,2:11.0,,E. Mudiay makes 2-pt layup from 3 ft (assist by G. Harris),74,71
301,3,1:59.0,J. Wall misses 3-pt jump shot from 26 ft,,74,71
302,3,1:57.0,,Defensive rebound by M. Plumlee,74,71
303,3,1:52.0,,Shooting foul by I. Mahinmi (drawn by M. Plumlee),74,71
304,3,1:52.0,,M. Plumlee makes free throw 1 of 2,74,72
305,3,1:52.0,K. Oubre enters the game for J. Wall,,74,72
306,3,1:52.0,,M. Beasley enters the game for G. Harris,74,72
307,3,1:52.0,,M. Plumlee misses free throw 2 of 2,74,72
308,3,1:49.0,Defensive rebound by I. Mahinmi,,74,72
309,3,1:43.0,J. Meeks misses 3-pt jump shot from 25 ft,,74,72
310,3,1:40.0,Offensive rebound by I. Mahinmi,,74,72
311,3,1:37.0,I. Mahinmi misses 2-pt layup from 4 ft (block by M. Plumlee),,74,72
312,3,1:37.0,,Defensive rebound by E. Mudiay,74,72
313,3,1:33.0,,Turnover by E. Mudiay (bad pass; steal by T. Frazier),74,72
314,3,1:27.0,T. Frazier makes 2-pt layup from 2 ft,,76,72
315,3,1:16.0,,W. Barton makes 3-pt jump shot from 23 ft (assist by W. Chandler),76,75
316,3,1:06.0,,Personal foul by I. Mahinmi (drawn by W. Barton),76,75
317,3,1:06.0,Turnover by I. Mahinmi (turnover),,76,75
318,3,1:06.0,,W. Barton misses free throw 2 of 2,76,75
319,3,1:06.0,Defensive rebound by K. Oubre,,76,75
320,3,1:06.0,,W. Barton misses free throw 1 of 2,76,75
321,3,1:06.0,,Offensive rebound by Team,76,75
322,3,0:55.0,Turnover by J. Meeks (bad pass; steal by M. Beasley),,76,75
323,3,0:46.0,,W. Barton misses 3-pt jump shot from 25 ft,76,75
324,3,0:44.0,Defensive rebound by I. Mahinmi,,76,75
325,3,0:34.0,Personal foul by W. Barton (drawn by T. Frazier),,76,75
326,3,0:31.0,Turnover by K. Oubre (bad pass; steal by M. Plumlee),,76,75
327,3,0:31.0,,Turnover by M. Plumlee (bad pass),76,75
328,3,0:11.0,Shooting foul by W. Chandler (drawn by T. Frazier),,76,75
329,3,0:11.0,T. Frazier makes free throw 1 of 2,,77,75
330,3,0:11.0,T. Satoranský enters the game for I. Mahinmi,,77,75
331,3,0:11.0,T. Frazier makes free throw 2 of 2,,78,75
332,3,0:00.0,,W. Barton makes 2-pt layup from 12 ft,78,77
333,4,11:47.0,K. Oubre misses 3-pt jump shot from 23 ft,,78,77
334,4,11:44.0,Offensive rebound by I. Mahinmi,,78,77
335,4,11:43.0,Shooting foul by W. Chandler (drawn by J. Meeks),,78,77
336,4,11:43.0,J. Meeks makes free throw 1 of 2,,79,77
337,4,11:43.0,J. Meeks makes free throw 2 of 2,,80,77
338,4,11:29.0,,N. Jokić misses 2-pt jump shot from 20 ft,80,77
339,4,11:27.0,Defensive rebound by J. Meeks,,80,77
340,4,11:05.0,M. Scott makes 2-pt jump shot from 14 ft,,82,77
341,4,10:44.0,,W. Barton misses 2-pt jump shot from 15 ft,82,77
342,4,10:42.0,,Offensive rebound by W. Barton,82,77
343,4,10:40.0,,E. Mudiay makes 3-pt jump shot from 23 ft (assist by W. Barton),82,80
344,4,10:30.0,Personal foul by E. Mudiay (drawn by J. Meeks),,82,80
345,4,10:19.0,M. Scott misses 2-pt jump shot from 13 ft,,82,80
346,4,10:16.0,,Defensive rebound by K. Faried,82,80
347,4,10:04.0,,K. Faried misses 2-pt hook shot from 8 ft,82,80
348,4,10:01.0,Defensive rebound by K. Oubre,,82,80
349,4,9:58.0,J. Meeks misses 3-pt jump shot from 26 ft,,82,80
350,4,9:54.0,,Defensive rebound by K. Faried,82,80
351,4,9:47.0,,W. Barton misses 2-pt layup from 9 ft,82,80
352,4,9:43.0,Defensive rebound by T. Frazier,,82,80
353,4,9:39.0,J. Meeks makes 3-pt jump shot from 26 ft (assist by T. Frazier),,85,80
354,4,9:13.0,,E. Mudiay misses 3-pt jump shot from 24 ft,85,80
355,4,9:09.0,Defensive rebound by I. Mahinmi,,85,80
356,4,9:02.0,K. Oubre makes 2-pt layup from 4 ft,,87,80
357,4,9:02.0,,Denver full timeout,87,80
358,4,8:45.0,,N. Jokić makes 2-pt jump shot from 15 ft (assist by W. Chandler),87,82
359,4,8:27.0,J. Meeks misses 3-pt jump shot from 23 ft,,87,82
360,4,8:24.0,,Defensive rebound by K. Faried,87,82
361,4,8:22.0,,Personal foul by T. Frazier (drawn by E. Mudiay),87,82
362,4,8:22.0,J. Wall enters the game for T. Frazier,,87,82
363,4,8:22.0,B. Beal enters the game for J. Meeks,,87,82
364,4,8:08.0,,Shooting foul by I. Mahinmi (drawn by N. Jokić),87,82
365,4,8:08.0,,N. Jokić makes free throw 1 of 3,87,83
366,4,8:08.0,,N. Jokić makes free throw 2 of 3,87,84
367,4,8:08.0,,N. Jokić makes free throw 3 of 3,87,85
368,4,7:55.0,K. Oubre makes 2-pt jump shot from 13 ft (assist by J. Wall),,89,85
369,4,7:44.0,,Shooting foul by J. Wall (drawn by E. Mudiay),89,85
370,4,7:44.0,,E. Mudiay makes free throw 1 of 2,89,86
371,4,7:44.0,O. Porter enters the game for I. Mahinmi,,89,86
372,4,7:44.0,M. Gortat enters the game for M. Scott,,89,86
373,4,7:44.0,,E. Mudiay makes free throw 2 of 2,89,87
374,4,7:34.0,K. Oubre makes 3-pt jump shot from 27 ft (assist by M. Gortat),,92,87
375,4,7:34.0,Shooting foul by N. Jokić (drawn by M. Gortat),,92,87
376,4,7:34.0,M. Gortat makes free throw 1 of 1,,93,87
377,4,7:22.0,,Turnover by W. Chandler (lost ball; steal by K. Oubre),93,87
378,4,7:19.0,Shooting foul by W. Barton (drawn by K. Oubre),,93,87
379,4,7:19.0,K. Oubre makes free throw 1 of 2,,94,87
380,4,7:19.0,K. Oubre makes free throw 2 of 2,,95,87
381,4,7:10.0,,Personal foul by O. Porter (drawn by K. Faried),95,87
382,4,7:10.0,,P. Millsap enters the game for W. Barton,95,87
383,4,7:10.0,,G. Harris enters the game for K. Faried,95,87
384,4,7:00.0,,E. Mudiay misses 2-pt jump shot from 19 ft,95,87
