,QUARTER,TIME_REMAINING,MINNESOTA_ACTION,GOLDEN STATE_ACTION,MINNESOTA_SCORE,GOLDEN STATE_SCORE
37,1,7:06.0,A. Wiggins misses 3-pt jump shot from 22 ft,,8,5
38,1,7:00.0,,Defensive rebound by Z. Pachulia,8,5
39,1,6:51.0,,K. Thompson misses 2-pt jump shot from 13 ft,8,5
40,1,6:48.0,Defensive rebound by T. Gibson,,8,5
41,1,6:35.0,J. Butler makes 2-pt jump shot from 13 ft,,10,5
42,1,6:32.0,,Golden State full timeout,10,5
43,1,6:22.0,,S. Curry makes 2-pt jump shot from 11 ft (assist by D. Green),10,7
44,1,6:12.0,Turnover by J. Teague (turnover),,10,7
45,1,5:54.0,,A. Iguodala makes 3-pt jump shot from 24 ft (assist by D. Green),10,10
46,1,5:41.0,T. Gibson misses 2-pt jump shot from 16 ft,,10,10
47,1,5:36.0,Offensive rebound by K. Towns,,10,10
48,1,5:34.0,K. Towns misses 3-pt jump shot from 22 ft,,10,10
49,1,5:27.0,,Defensive rebound by Z. Pachulia,10,10
50,1,5:25.0,,A. Iguodala makes 2-pt layup from 2 ft (assist by D. Green),10,12
51,1,5:06.0,A. Wiggins makes 2-pt dunk from 1 ft (assist by J. Teague),,12,12
52,1,4:51.0,,S. Curry misses 2-pt jump shot from 19 ft,12,12
53,1,4:48.0,Defensive rebound by J. Butler,,12,12
54,1,4:39.0,T. Gibson makes 2-pt hook shot from 6 ft (assist by K. Towns),,14,12
55,1,4:31.0,,Turnover by S. Curry (bad pass; steal by A. Wiggins),14,12
56,1,4:19.0,A. Wiggins misses 3-pt jump shot from 25 ft,,14,12
57,1,4:15.0,,Defensive rebound by K. Thompson,14,12
58,1,4:11.0,,Turnover by D. Green (bad pass; steal by J. Teague),14,12
59,1,4:03.0,,Offensive charge foul by K. Towns (drawn by D. Green),14,12
60,1,4:03.0,Turnover by K. Towns (offensive foul),,14,12
61,1,4:03.0,,J. McGee enters the game for A. Iguodala,14,12
62,1,4:03.0,,N. Young enters the game for Z. Pachulia,14,12
63,1,4:03.0,,S. Livingston enters the game for K. Thompson,14,12
64,1,3:50.0,,S. Curry misses 2-pt jump shot from 18 ft,14,12
65,1,3:47.0,Defensive rebound by T. Gibson,,14,12
66,1,3:45.0,T. Gibson misses 2-pt layup from 3 ft,,14,12
67,1,3:43.0,Offensive rebound by J. Teague,,14,12
68,1,3:40.0,A. Wiggins makes 2-pt jump shot from 7 ft (assist by J. Butler),,16,12
69,1,3:26.0,,N. Young misses 3-pt jump shot from 26 ft,16,12
70,1,3:21.0,Defensive rebound by K. Towns,,16,12
71,1,3:19.0,J. Butler misses 2-pt jump shot from 11 ft,,16,12
72,1,3:17.0,,Defensive rebound by J. McGee,16,12
73,1,3:10.0,,S. Curry misses 3-pt jump shot from 25 ft,16,12
74,1,3:06.0,Defensive rebound by J. Butler,,16,12
75,1,3:01.0,Turnover by J. Butler (step out of bounds),,16,12
76,1,3:01.0,N. Bjelica enters the game for K. Towns,,16,12
77,1,3:01.0,G. Dieng enters the game for T. Gibson,,16,12
78,1,2:44.0,,D. Green makes 2-pt jump shot from 17 ft,16,14
79,1,2:36.0,Shooting foul by S. Curry (drawn by J. Teague),,16,14
80,1,2:36.0,Minnesota full timeout,,16,14
81,1,2:36.0,J. Teague makes free throw 2 of 2,,17,14
82,1,2:36.0,J. Teague makes free throw 1 of 2,,18,14
83,1,2:22.0,,N. Young misses 3-pt jump shot from 27 ft,18,14
84,1,2:22.0,Defensive rebound by Team,,18,14
85,1,2:22.0,,O. Casspi enters the game for D. Green,18,14
86,1,2:22.0,J. Crawford enters the game for J. Butler,,18,14
87,1,2:00.0,J. Teague misses 2-pt layup from 2 ft (block by O. Casspi),,18,14
88,1,1:56.0,,Defensive rebound by N. Young,18,14
89,1,1:54.0,,S. Livingston misses 2-pt jump shot from 11 ft,18,14
90,1,1:48.0,Defensive rebound by G. Dieng,,18,14
91,1,1:42.0,J. Teague misses 2-pt jump shot from 7 ft,,18,14
92,1,1:38.0,Offensive rebound by G. Dieng,,18,14
93,1,1:38.0,G. Dieng misses 2-pt layup from 3 ft (block by O. Casspi),,18,14
94,1,1:33.0,,Defensive rebound by O. Casspi,18,14
95,1,1:30.0,,Shooting foul by J. Crawford (drawn by S. Curry),18,14
96,1,1:30.0,,S. Curry makes free throw 1 of 2,18,15
97,1,1:30.0,,S. Curry makes free throw 2 of 2,18,16
98,1,1:19.0,Personal foul by J. McGee (drawn by G. Dieng),,18,16
99,1,1:08.0,J. Crawford misses 2-pt jump shot from 20 ft,,18,16
100,1,1:05.0,,Defensive rebound by S. Curry,18,16
101,1,1:03.0,,Turnover by S. Curry (bad pass; steal by N. Bjelica),18,16
102,1,0:57.0,G. Dieng misses 2-pt jump shot from 15 ft,,18,16
103,1,0:55.0,Offensive rebound by A. Wiggins,,18,16
104,1,0:53.0,A. Wiggins makes 2-pt layup from 2 ft,,20,16
105,1,0:47.0,,J. McGee misses 2-pt dunk from 1 ft,20,16
106,1,0:44.0,Defensive rebound by A. Wiggins,,20,16
107,1,0:42.0,J. Teague makes 2-pt layup from 3 ft (assist by A. Wiggins),,22,16
108,1,0:34.0,,N. Young makes 3-pt jump shot from 26 ft (assist by S. Livingston),22,19
109,1,0:16.0,Turnover by A. Wiggins (lost ball; steal by N. Young),,22,19
110,1,0:12.0,,S. Curry makes 3-pt jump shot from 25 ft (assist by N. Young),22,22
111,1,0:00.0,J. Teague misses 3-pt jump shot from 30 ft,,22,22
112,1,0:00.0,Offensive rebound by Team,,22,22
113,2,11:42.0,,D. West makes 2-pt jump shot from 11 ft (assist by N. Young),22,24
114,2,11:25.0,G. Dieng makes 2-pt dunk from 1 ft (assist by J. Crawford),,24,24
115,2,11:06.0,,D. West makes 2-pt dunk from 1 ft (assist by P. McCaw),24,26
116,2,10:47.0,J. Crawford misses 3-pt jump shot from 25 ft,,24,26
117,2,10:43.0,,Defensive rebound by N. Young,24,26
118,2,10:34.0,,K. Thompson makes 3-pt jump shot from 24 ft (assist by N. Young),24,29
119,2,10:07.0,T. Jones makes 2-pt layup from 2 ft,,26,29
120,2,9:50.0,,O. Casspi makes 3-pt jump shot from 23 ft (assist by K. Thompson),26,32
121,2,9:29.0,G. Dieng makes 2-pt layup from 1 ft (assist by J. Crawford),,28,32
122,2,9:11.0,,O. Casspi misses 2-pt layup from 3 ft,28,32
123,2,9:08.0,,Offensive rebound by O. Casspi,28,32
124,2,9:08.0,,O. Casspi misses 2-pt layup at rim,28,32
125,2,9:08.0,Defensive rebound by T. Jones,,28,32
126,2,9:08.0,,Loose ball foul by O. Casspi (drawn by T. Jones),28,32
127,2,8:56.0,N. Bjelica misses 3-pt jump shot from 26 ft (block by D. West),,28,32
128,2,8:49.0,,Defensive rebound by D. West,28,32
129,2,8:47.0,,Turnover by D. West (bad pass; steal by T. Jones),28,32
130,2,8:43.0,S. Muhammad makes 2-pt dunk from 1 ft (assist by T. Jones),,30,32
131,2,8:25.0,,D. West misses 2-pt jump shot from 17 ft,30,32
132,2,8:20.0,Defensive rebound by G. Dieng,,30,32
133,2,8:10.0,T. Jones misses 3-pt jump shot from 22 ft,,30,32
134,2,8:06.0,,Defensive rebound by D. West,30,32
135,2,7:57.0,,O. Casspi makes 2-pt layup from 2 ft (assist by D. West),30,34
136,2,7:49.0,G. Dieng makes 2-pt jump shot from 11 ft (assist by T. Jones),,32,34
137,2,7:37.0,,Turnover by P. McCaw (bad pass; steal by G. Dieng),32,34
138,2,7:24.0,N. Bjelica makes 3-pt jump shot from 24 ft (assist by S. Muhammad),,35,34
139,2,7:22.0,,Golden State full timeout,35,34
140,2,7:22.0,,D. Green enters the game for N. Young,35,34
141,2,7:22.0,,S. Livingston enters the game for O. Casspi,35,34
142,2,7:22.0,J. Butler enters the game for N. Bjelica,,35,34
143,2,7:00.0,,D. West makes 2-pt layup from 1 ft (assist by S. Livingston),35,36
144,2,6:41.0,T. Jones misses 2-pt jump shot from 18 ft,,35,36
145,2,6:35.0,,Defensive rebound by D. Green,35,36
146,2,6:31.0,,K. Thompson misses 3-pt jump shot from 27 ft,35,36
147,2,6:30.0,Defensive rebound by Team,,35,36
148,2,6:17.0,S. Muhammad misses 2-pt jump shot from 19 ft,,35,36
149,2,6:13.0,Offensive rebound by G. Dieng,,35,36
150,2,6:12.0,J. Butler misses 2-pt jump shot from 11 ft,,35,36
151,2,6:09.0,,Defensive rebound by D. West,35,36
152,2,6:08.0,,Turnover by D. West (lost ball; steal by G. Dieng),35,36
153,2,6:05.0,J. Crawford misses 3-pt jump shot from 25 ft,,35,36
154,2,5:58.0,,Defensive rebound by S. Livingston,35,36
155,2,5:56.0,,D. Green makes 2-pt layup from 2 ft (assist by S. Livingston),35,38
156,2,5:48.0,Minnesota full timeout,,35,38
157,2,5:48.0,,K. Looney enters the game for P. McCaw,35,38
158,2,5:48.0,,S. Curry enters the game for D. West,35,38
159,2,5:48.0,T. Gibson enters the game for T. Jones,,35,38
160,2,5:48.0,K. Towns enters the game for G. Dieng,,35,38
161,2,5:48.0,J. Teague enters the game for S. Muhammad,,35,38
162,2,5:48.0,,A. Iguodala enters the game for K. Thompson,35,38
163,2,5:38.0,T. Gibson misses 2-pt jump shot from 16 ft,,35,38
164,2,5:35.0,,Defensive rebound by K. Looney,35,38
165,2,5:30.0,,S. Livingston makes 2-pt jump shot from 12 ft,35,40
166,2,5:11.0,J. Butler misses 2-pt jump shot from 10 ft,,35,40
167,2,5:05.0,,Defensive rebound by D. Green,35,40
168,2,4:48.0,,S. Curry misses 2-pt layup at rim,35,40
169,2,4:43.0,Defensive rebound by T. Gibson,,35,40
170,2,4:40.0,Shooting foul by K. Looney (drawn by T. Gibson),,35,40
171,2,4:40.0,T. Gibson makes free throw 1 of 2,,36,40
172,2,4:40.0,A. Wiggins enters the game for J. Crawford,,36,40
173,2,4:40.0,T. Gibson makes free throw 2 of 2,,37,40
174,2,4:26.0,,S. Curry misses 3-pt jump shot from 25 ft,37,40
175,2,4:22.0,Defensive rebound by K. Towns,,37,40
176,2,4:13.0,J. Butler misses 2-pt layup from 3 ft,,37,40
177,2,4:10.0,,Defensive rebound by D. Green,37,40
178,2,4:09.0,,Turnover by D. Green (bad pass; steal by A. Wiggins),37,40
179,2,4:05.0,J. Teague misses 3-pt jump shot from 25 ft,,37,40
180,2,4:01.0,,Defensive rebound by D. Green,37,40
181,2,3:52.0,,D. Green misses 3-pt jump shot from 25 ft,37,40
182,2,3:47.0,Defensive rebound by K. Towns,,37,40
183,2,3:39.0,J. Butler makes 2-pt jump shot from 14 ft,,39,40
184,2,3:15.0,,S. Livingston makes 2-pt jump shot from 9 ft,39,42
185,2,2:58.0,J. Teague makes 3-pt jump shot from 25 ft (assist by A. Wiggins),,42,42
186,2,2:46.0,,S. Curry makes 2-pt jump shot from 22 ft,42,44
187,2,2:33.0,Personal foul by K. Looney (drawn by K. Towns),,42,44
188,2,2:33.0,,K. Thompson enters the game for S. Livingston,42,44
189,2,2:26.0,T. Gibson makes 2-pt jump shot from 20 ft (assist by J. Butler),,44,44
190,2,2:09.0,,K. Thompson makes 2-pt jump shot from 20 ft (assist by D. Green),44,46
191,2,1:46.0,J. Butler misses 2-pt jump shot from 22 ft (block by D. Green),,44,46
192,2,1:41.0,,Defensive rebound by A. Iguodala,44,46
193,2,1:39.0,,S. Curry makes 3-pt jump shot from 26 ft (assist by D. Green),44,49
194,2,1:28.0,Shooting foul by D. Green (drawn by T. Gibson),,44,49
195,2,1:28.0,T. Gibson makes free throw 1 of 2,,45,49
196,2,1:28.0,T. Gibson makes free throw 2 of 2,,46,49
197,2,1:20.0,,S. Curry makes 2-pt jump shot from 14 ft,46,51
198,2,0:59.0,A. Wiggins misses 2-pt jump shot from 11 ft,,46,51
199,2,0:55.0,,Defensive rebound by A. Iguodala,46,51
200,2,0:50.0,,K. Thompson misses 3-pt jump shot from 24 ft,46,51
201,2,0:46.0,,Offensive rebound by Team,46,51
202,2,0:41.0,,Turnover by D. Green (bad pass; steal by J. Butler),46,51
203,2,0:36.0,T. Gibson makes 2-pt dunk from 1 ft (assist by J. Butler),,48,51
204,2,0:32.0,,Turnover by K. Looney (bad pass; steal by K. Towns),48,51
205,2,0:18.0,Shooting foul by K. Looney (drawn by K. Towns),,48,51
206,2,0:18.0,K. Towns makes free throw 1 of 2,,49,51
207,2,0:18.0,,O. Casspi enters the game for K. Looney,49,51
208,2,0:18.0,,N. Young enters the game for A. Iguodala,49,51
209,2,0:18.0,K. Towns makes free throw 2 of 2,,50,51
210,2,0:03.0,,S. Curry misses 3-pt jump shot from 25 ft,50,51
211,2,0:01.0,Defensive rebound by K. Towns,,50,51
212,3,11:50.0,,K. Thompson misses 2-pt jump shot from 18 ft,50,51
213,3,11:46.0,Defensive rebound by A. Wiggins,,50,51
214,3,11:34.0,K. Towns makes 2-pt layup from 1 ft (assist by J. Teague),,52,51
215,3,11:34.0,Shooting foul by Z. Pachulia (drawn by K. Towns),,52,51
216,3,11:34.0,K. Towns makes free throw 1 of 1,,53,51
217,3,11:25.0,,Shooting foul by T. Gibson (drawn by D. Green),53,51
218,3,11:25.0,,D. Green misses free throw 1 of 2,53,51
219,3,11:25.0,,Offensive rebound by Team,53,51
220,3,11:25.0,,D. Green makes free throw 2 of 2,53,52
221,3,11:09.0,A. Wiggins misses 2-pt jump shot from 11 ft (block by S. Curry),,53,52
222,3,11:08.0,,Defensive rebound by Team,53,52
223,3,10:51.0,,S. Curry makes 2-pt jump shot from 9 ft (assist by A. Iguodala),53,54
224,3,10:37.0,A. Wiggins misses 2-pt jump shot from 20 ft,,53,54
225,3,10:32.0,,Defensive rebound by S. Curry,53,54
226,3,10:29.0,,Turnover by D. Green (bad pass; steal by A. Wiggins),53,54
227,3,10:20.0,T. Gibson misses 2-pt jump shot from 18 ft,,53,54
228,3,10:16.0,,Defensive rebound by K. Thompson,53,54
229,3,10:09.0,,S. Curry misses 3-pt jump shot from 24 ft,53,54
230,3,10:04.0,Defensive rebound by J. Butler,,53,54
231,3,9:59.0,K. Towns misses 2-pt jump shot from 16 ft,,53,54
232,3,9:54.0,,Defensive rebound by S. Curry,53,54
233,3,9:50.0,,A. Iguodala makes 2-pt jump shot from 16 ft (assist by S. Curry),53,56
234,3,9:48.0,Minnesota full timeout,,53,56
235,3,9:24.0,Shooting foul by A. Iguodala (drawn by J. Teague),,53,56
236,3,9:24.0,J. Teague misses free throw 1 of 2,,53,56
237,3,9:24.0,Offensive rebound by Team,,53,56
238,3,9:24.0,J. Teague makes free throw 2 of 2,,54,56
239,3,9:13.0,,Shooting foul by T. Gibson (drawn by A. Iguodala),54,56
240,3,9:13.0,,A. Iguodala makes free throw 1 of 2,54,57
241,3,9:13.0,,A. Iguodala makes free throw 2 of 2,54,58
242,3,9:04.0,A. Wiggins misses 2-pt jump shot from 10 ft,,54,58
243,3,8:57.0,Offensive rebound by K. Towns,,54,58
244,3,8:55.0,K. Towns makes 2-pt layup at rim,,56,58
245,3,8:49.0,,S. Curry makes 2-pt jump shot from 15 ft,56,60
246,3,8:26.0,T. Gibson misses 3-pt jump shot from 22 ft,,56,60
247,3,8:23.0,,Defensive rebound by K. Thompson,56,60
248,3,8:23.0,,A. Iguodala makes 2-pt jump shot from 5 ft,56,62
249,3,8:23.0,,Shooting foul by A. Wiggins (drawn by A. Iguodala),56,62
250,3,8:23.0,,A. Iguodala misses free throw 1 of 1,56,62
251,3,8:16.0,Defensive rebound by T. Gibson,,56,62
252,3,8:02.0,A. Wiggins makes 3-pt jump shot from 26 ft,,59,62
253,3,7:50.0,,K. Thompson makes 3-pt jump shot from 25 ft (assist by Z. Pachulia),59,65
254,3,7:32.0,K. Towns makes 3-pt jump shot from 27 ft (assist by J. Butler),,62,65
255,3,7:16.0,,K. Thompson makes 2-pt jump shot from 18 ft (assist by Z. Pachulia),62,67
256,3,7:02.0,K. Towns misses 3-pt jump shot from 26 ft,,62,67
257,3,6:57.0,,Defensive rebound by Z. Pachulia,62,67
258,3,6:55.0,,K. Thompson misses 3-pt jump shot from 24 ft,62,67
259,3,6:51.0,Defensive rebound by A. Wiggins,,62,67
260,3,6:46.0,K. Towns makes 2-pt layup from 1 ft (assist by J. Teague),,64,67
261,3,6:39.0,,K. Thompson makes 3-pt jump shot from 25 ft (assist by S. Curry),64,70
262,3,6:28.0,J. Teague misses 2-pt jump shot from 9 ft (block by Z. Pachulia),,64,70
263,3,6:27.0,Offensive rebound by Team,,64,70
264,3,6:16.0,T. Gibson makes 2-pt dunk from 1 ft (assist by J. Teague),,66,70
265,3,6:07.0,,Turnover by S. Curry (bad pass; steal by J. Butler),66,70
266,3,5:55.0,J. Butler misses 2-pt jump shot from 8 ft,,66,70
267,3,5:52.0,,Defensive rebound by D. Green,66,70
268,3,5:50.0,,K. Thompson makes 2-pt layup from 2 ft,66,72
269,3,5:50.0,Violation by K. Towns (def goaltending),,66,72
270,3,5:50.0,,Shooting foul by A. Wiggins (drawn by K. Thompson),66,72
271,3,5:50.0,,K. Thompson misses free throw 1 of 1,66,72
272,3,5:50.0,Defensive rebound by T. Gibson,,66,72
273,3,5:38.0,Turnover by J. Teague (bad pass; steal by S. Curry),,66,72
274,3,5:30.0,,S. Curry misses 3-pt jump shot from 26 ft,66,72
275,3,5:28.0,Defensive rebound by K. Towns,,66,72
276,3,5:10.0,J. Teague misses 3-pt jump shot from 30 ft,,66,72
277,3,5:09.0,Offensive rebound by Team,,66,72
278,3,5:09.0,Turnover by Team (shot clock),,66,72
279,3,5:09.0,,J. McGee enters the game for Z. Pachulia,66,72
280,3,4:57.0,,Shooting foul by J. Teague (drawn by S. Curry),66,72
281,3,4:57.0,,S. Curry makes free throw 1 of 2,66,73
282,3,4:57.0,,N. Young enters the game for A. Iguodala,66,73
283,3,4:57.0,,S. Curry makes free throw 2 of 2,66,74
284,3,4:35.0,K. Towns misses 2-pt jump shot from 14 ft,,66,74
285,3,4:30.0,,Defensive rebound by S. Curry,66,74
286,3,4:27.0,,J. McGee makes 2-pt dunk at rim (assist by K. Thompson),66,76
287,3,4:27.0,Minnesota full timeout,,66,76
288,3,4:27.0,G. Dieng enters the game for K. Towns,,66,76
289,3,4:13.0,A. Wiggins misses 2-pt jump shot from 13 ft,,66,76
290,3,4:07.0,,Defensive rebound by S. Curry,66,76
291,3,4:03.0,,S. Curry misses 2-pt layup from 2 ft,66,76
292,3,4:00.0,Defensive rebound by G. Dieng,,66,76
293,3,3:57.0,Turnover by A. Wiggins (lost ball; steal by N. Young),,66,76
294,3,3:52.0,,K. Thompson makes 3-pt jump shot from 27 ft (assist by N. Young),66,79
295,3,3:39.0,J. Teague makes 2-pt jump shot from 15 ft,,68,79
296,3,3:17.0,,N. Young misses 3-pt jump shot from 29 ft,68,79
297,3,3:14.0,Defensive rebound by T. Gibson,,68,79
298,3,3:09.0,Personal foul by S. Curry (drawn by J. Teague),,68,79
299,3,3:09.0,,S. Livingston enters the game for K. Thompson,68,79
300,3,3:09.0,N. Bjelica enters the game for J. Butler,,68,79
301,3,3:09.0,J. Crawford enters the game for T. Gibson,,68,79
302,3,2:59.0,J. Teague misses 2-pt jump shot from 6 ft,,68,79
303,3,2:54.0,,Defensive rebound by J. McGee,68,79
304,3,2:46.0,,J. McGee makes 2-pt dunk from 1 ft (assist by S. Curry),68,81
305,3,2:25.0,A. Wiggins makes 2-pt layup from 3 ft,,70,81
306,3,2:20.0,,Shooting foul by N. Bjelica (drawn by S. Curry),70,81
307,3,2:20.0,,S. Curry makes free throw 1 of 2,70,82
308,3,2:20.0,,S. Curry makes free throw 2 of 2,70,83
309,3,2:14.0,Turnover by G. Dieng (bad pass; steal by S. Curry),,70,83
310,3,2:07.0,,N. Young makes 3-pt jump shot from 26 ft (assist by S. Curry),70,86
311,3,1:50.0,Turnover by G. Dieng (lost ball; steal by N. Young),,70,86
312,3,1:44.0,,S. Livingston makes 2-pt layup from 1 ft (assist by D. Green),70,88
313,3,1:44.0,Minnesota full timeout,,70,88
314,3,1:44.0,,O. Casspi enters the game for D. Green,70,88
315,3,1:32.0,Shooting foul by J. McGee (drawn by A. Wiggins),,70,88
316,3,1:32.0,A. Wiggins makes free throw 1 of 2,,71,88
317,3,1:32.0,A. Wiggins makes free throw 2 of 2,,72,88
318,3,1:19.0,,N. Young makes 3-pt jump shot from 26 ft (assist by S. Livingston),72,91
319,3,1:03.0,J. Crawford misses 2-pt jump shot from 20 ft,,72,91
320,3,1:00.0,,Defensive rebound by S. Curry,72,91
321,3,0:53.0,,Turnover by O. Casspi (bad pass),72,91
322,3,0:41.0,Personal foul by O. Casspi (drawn by J. Teague),,72,91
323,3,0:41.0,J. Teague makes free throw 1 of 2,,73,91
324,3,0:41.0,J. Teague makes free throw 2 of 2,,74,91
325,3,0:31.0,,J. McGee makes 2-pt layup from 1 ft (assist by S. Curry),74,93
326,3,0:14.0,Turnover by A. Wiggins (lost ball; steal by N. Young),,74,93
327,3,0:09.0,,O. Casspi makes 2-pt layup from 1 ft (assist by S. Curry),74,95
328,3,0:01.0,J. Crawford makes 2-pt layup from 1 ft,,76,95
329,4,11:50.0,Personal foul by O. Casspi (drawn by G. Dieng),,76,95
330,4,11:44.0,S. Muhammad makes 2-pt layup from 2 ft (assist by N. Bjelica),,78,95
331,4,11:27.0,,N. Young misses 2-pt jump shot from 14 ft,78,95
332,4,11:24.0,Defensive rebound by T. Jones,,78,95
333,4,11:14.0,J. Crawford makes 2-pt layup from 1 ft,,80,95
334,4,11:13.0,,Turnover by S. Livingston (traveling),80,95
335,4,11:06.0,G. Dieng misses 2-pt layup from 2 ft (block by O. Casspi),,80,95
336,4,11:02.0,,Defensive rebound by K. Thompson,80,95
337,4,10:55.0,,O. Casspi makes 2-pt layup from 1 ft (assist by D. West),80,97
338,4,10:36.0,J. Crawford makes 2-pt jump shot from 19 ft,,82,97
339,4,10:33.0,,Golden State full timeout,82,97
340,4,10:33.0,,P. McCaw enters the game for N. Young,82,97
341,4,10:19.0,,Shooting foul by J. Crawford (drawn by D. West),82,97
342,4,10:19.0,,D. West makes free throw 1 of 2,82,98
343,4,10:19.0,,D. West makes free throw 2 of 2,82,99
344,4,10:12.0,Turnover by J. Crawford (bad pass; steal by P. McCaw),,82,99
345,4,9:56.0,,P. McCaw makes 2-pt dunk at rim,82,101
346,4,9:44.0,Personal foul by P. McCaw (drawn by J. Crawford),,82,101
347,4,9:34.0,N. Bjelica misses 3-pt jump shot from 32 ft,,82,101
348,4,9:28.0,,Defensive rebound by D. West,82,101
349,4,9:24.0,,K. Thompson misses 3-pt jump shot from 22 ft,82,101
350,4,9:18.0,Defensive rebound by N. Bjelica,,82,101
351,4,9:14.0,N. Bjelica misses 2-pt jump shot from 9 ft,,82,101
352,4,9:12.0,Offensive rebound by G. Dieng,,82,101
353,4,9:12.0,G. Dieng makes 2-pt dunk at rim,,84,101
354,4,9:01.0,,Turnover by K. Thompson (lost ball; steal by T. Jones),84,101
355,4,8:55.0,Personal foul by S. Livingston (drawn by J. Crawford),,84,101
356,4,8:48.0,J. Crawford misses 3-pt jump shot from 28 ft,,84,101
357,4,8:45.0,,Defensive rebound by S. Livingston,84,101
358,4,8:37.0,,P. McCaw misses 3-pt jump shot from 23 ft,84,101
359,4,8:35.0,Defensive rebound by Team,,84,101
360,4,8:35.0,,Loose ball foul by O. Casspi (drawn by G. Dieng),84,101
361,4,8:35.0,J. Butler enters the game for N. Bjelica,,84,101
362,4,8:13.0,S. Muhammad misses 2-pt jump shot from 12 ft,,84,101
363,4,8:11.0,,Defensive rebound by K. Thompson,84,101
364,4,8:09.0,,S. Livingston makes 2-pt jump shot from 15 ft (assist by K. Thompson),84,103
365,4,7:48.0,Turnover by J. Crawford (bad pass; steal by O. Casspi),,84,103
366,4,7:44.0,,K. Thompson makes 2-pt dunk at rim (assist by O. Casspi),84,105
367,4,7:41.0,Minnesota full timeout,,84,105
368,4,7:41.0,J. Teague enters the game for T. Jones,,84,105
369,4,7:41.0,K. Towns enters the game for G. Dieng,,84,105
370,4,7:28.0,J. Butler makes 2-pt jump shot from 7 ft,,86,105
371,4,7:04.0,,D. West makes 2-pt jump shot from 8 ft,86,107
372,4,6:47.0,Shooting foul by K. Thompson (drawn by K. Towns),,86,107
373,4,6:47.0,K. Towns misses free throw 1 of 2,,86,107
374,4,6:47.0,Offensive rebound by Team,,86,107
375,4,6:47.0,K. Towns misses free throw 2 of 2,,86,107
376,4,6:44.0,,Defensive rebound by P. McCaw,86,107
377,4,6:34.0,,K. Thompson makes 2-pt jump shot from 12 ft (assist by D. West),86,109
378,4,6:09.0,Shooting foul by O. Casspi (drawn by S. Muhammad),,86,109
379,4,6:09.0,S. Muhammad misses free throw 1 of 2,,86,109
380,4,6:09.0,Offensive rebound by Team,,86,109
381,4,6:09.0,A. Wiggins enters the game for J. Crawford,,86,109
382,4,6:09.0,S. Muhammad makes free throw 2 of 2,,87,109
