,QUARTER,TIME_REMAINING,NEW YORK_ACTION,DETROIT_ACTION,NEW YORK_SCORE,DETROIT_SCORE
0,1,11:42.0,,T. Harris misses 3-pt jump shot from 27 ft,0,0
1,1,11:36.0,,Offensive rebound by A. Drummond,0,0
2,1,11:36.0,,A. Drummond makes 2-pt layup at rim,0,2
3,1,11:23.0,K. Porziņģis makes 2-pt jump shot from 16 ft (assist by E. Freedom),,2,2
4,1,11:02.0,,R. Bullock misses 2-pt jump shot from 13 ft,2,2
5,1,10:58.0,,Offensive rebound by R. Bullock,2,2
6,1,10:58.0,,R. Bullock makes 2-pt layup at rim,2,4
7,1,10:46.0,E. Freedom misses 2-pt layup from 3 ft (block by T. Harris),,2,4
8,1,10:43.0,,Defensive rebound by R. Jackson,2,4
9,1,10:40.0,,Personal foul by E. Freedom (drawn by A. Drummond),2,4
10,1,10:31.0,,A. Drummond misses 2-pt dunk from 3 ft,2,4
11,1,10:30.0,,Offensive rebound by A. Drummond,2,4
12,1,10:30.0,,Personal foul by L. Thomas (drawn by A. Drummond),2,4
13,1,10:24.0,,A. Tolliver misses 3-pt jump shot from 26 ft,2,4
14,1,10:21.0,,Offensive rebound by A. Drummond,2,4
15,1,10:20.0,,A. Drummond misses 2-pt layup from 3 ft (block by E. Freedom),2,4
16,1,10:16.0,,Offensive rebound by A. Tolliver,2,4
17,1,10:15.0,,T. Harris misses 3-pt jump shot from 25 ft,2,4
18,1,10:11.0,Defensive rebound by K. Porziņģis,,2,4
19,1,10:07.0,K. Porziņģis misses 3-pt jump shot from 26 ft,,2,4
20,1,10:02.0,,Defensive rebound by R. Bullock,2,4
21,1,9:57.0,,Shooting foul by K. Porziņģis (drawn by T. Harris),2,4
22,1,9:57.0,,T. Harris makes free throw 1 of 2,2,5
23,1,9:57.0,,T. Harris misses free throw 2 of 2,2,5
24,1,9:55.0,Defensive rebound by K. Porziņģis,,2,5
25,1,9:45.0,C. Lee misses 2-pt jump shot from 14 ft,,2,5
26,1,9:42.0,,Defensive rebound by R. Jackson,2,5
27,1,9:37.0,,A. Tolliver makes 3-pt jump shot from 26 ft (assist by R. Jackson),2,8
28,1,9:16.0,L. Thomas misses 3-pt jump shot from 25 ft,,2,8
29,1,9:13.0,,Defensive rebound by R. Bullock,2,8
30,1,9:06.0,,A. Tolliver misses 3-pt jump shot from 27 ft,2,8
31,1,9:02.0,Defensive rebound by L. Thomas,,2,8
32,1,8:49.0,E. Freedom misses 2-pt jump shot from 5 ft,,2,8
33,1,8:46.0,,Defensive rebound by A. Drummond,2,8
34,1,8:39.0,,A. Drummond makes 2-pt dunk from 1 ft (assist by R. Jackson),2,10
35,1,8:26.0,J. Jack misses 2-pt layup from 5 ft,,2,10
36,1,8:24.0,,Defensive rebound by A. Drummond,2,10
37,1,8:20.0,,R. Bullock makes 2-pt layup at rim (assist by R. Jackson),2,12
38,1,8:11.0,New York full timeout,,2,12
39,1,8:11.0,,R. Jackson makes technical free throw,2,13
40,1,8:06.0,K. Porziņģis misses 2-pt hook shot from 9 ft,,2,13
41,1,8:03.0,,Defensive rebound by A. Drummond,2,13
42,1,8:01.0,,Turnover by R. Jackson (bad pass),2,13
43,1,7:44.0,L. Thomas misses 2-pt hook shot from 4 ft (block by A. Drummond),,2,13
44,1,7:40.0,,Defensive rebound by R. Bullock,2,13
45,1,7:36.0,,A. Drummond makes 2-pt hook shot from 3 ft (assist by R. Jackson),2,15
46,1,7:25.0,Personal foul by A. Drummond (drawn by K. Porziņģis),,2,15
47,1,7:19.0,Personal foul by A. Tolliver (drawn by J. Jack),,2,15
48,1,7:14.0,K. Porziņģis makes 2-pt layup from 1 ft (assist by J. Jack),,4,15
49,1,7:14.0,Shooting foul by A. Drummond (drawn by K. Porziņģis),,4,15
50,1,7:14.0,,E. Moreland enters the game for A. Drummond,4,15
51,1,7:14.0,K. Porziņģis makes free throw 1 of 1,,5,15
52,1,6:52.0,,R. Jackson makes 2-pt jump shot from 13 ft,5,17
53,1,6:22.0,K. Porziņģis misses 2-pt jump shot from 15 ft,,5,17
