,QUARTER,TIME_REMAINING,WASHINGTON_ACTION,INDIANA_ACTION,WASHINGTON_SCORE,INDIANA_SCORE
41,1,6:27.0,Offensive rebound by M. Morris,,12,6
42,1,6:25.0,O. Porter misses 3-pt jump shot from 26 ft,,12,6
43,1,6:22.0,,Defensive rebound by T. Young,12,6
44,1,6:18.0,,B. Bogdanović misses 2-pt layup at rim,12,6
45,1,6:15.0,Defensive rebound by M. Gortat,,12,6
46,1,6:06.0,B. Beal makes 2-pt layup from 4 ft,,14,6
47,1,5:56.0,,B. Bogdanović makes 2-pt layup from 1 ft (assist by C. Joseph),14,8
48,1,5:46.0,M. Gortat makes 2-pt layup from 1 ft (assist by T. Satoranský),,16,8
49,1,5:46.0,Shooting foul by M. Turner (drawn by M. Gortat),,16,8
50,1,5:46.0,M. Gortat makes free throw 1 of 1,,17,8
51,1,5:37.0,,C. Joseph misses 3-pt jump shot from 27 ft,17,8
52,1,5:35.0,Defensive rebound by Team,,17,8
53,1,5:19.0,B. Beal misses 3-pt jump shot from 25 ft,,17,8
54,1,5:16.0,,Defensive rebound by T. Young,17,8
55,1,5:05.0,,T. Young misses 2-pt layup from 2 ft,17,8
56,1,5:02.0,,Offensive rebound by M. Turner,17,8
57,1,4:58.0,,Personal foul by O. Porter (drawn by M. Turner),17,8
58,1,4:58.0,K. Oubre enters the game for O. Porter,,17,8
59,1,4:52.0,,B. Bogdanović makes 2-pt layup from 2 ft (assist by T. Young),17,10
60,1,4:28.0,M. Morris misses 2-pt jump shot from 20 ft,,17,10
61,1,4:27.0,,Defensive rebound by Team,17,10
62,1,4:27.0,,J. Young enters the game for T. Young,17,10
63,1,4:27.0,,D. Sabonis enters the game for B. Bogdanović,17,10
64,1,4:18.0,,M. Turner misses 2-pt jump shot from 20 ft,17,10
65,1,4:14.0,Defensive rebound by K. Oubre,,17,10
66,1,4:11.0,Personal foul by M. Turner (drawn by M. Gortat),,17,10
67,1,4:11.0,,A. Jefferson enters the game for M. Turner,17,10
68,1,4:03.0,M. Morris misses 3-pt jump shot from 23 ft,,17,10
69,1,4:01.0,,Defensive rebound by L. Stephenson,17,10
70,1,3:49.0,,D. Sabonis makes 2-pt layup from 5 ft (assist by A. Jefferson),17,12
71,1,3:28.0,K. Oubre misses 3-pt jump shot from 22 ft,,17,12
72,1,3:26.0,,Defensive rebound by J. Young,17,12
73,1,3:11.0,,L. Stephenson makes 2-pt layup at rim,17,14
74,1,3:11.0,Washington full timeout,,17,14
75,1,3:11.0,M. Scott enters the game for M. Gortat,,17,14
76,1,3:11.0,I. Mahinmi enters the game for T. Satoranský,,17,14
77,1,3:11.0,T. Frazier enters the game for M. Morris,,17,14
78,1,2:57.0,B. Beal makes 2-pt jump shot from 5 ft (assist by T. Frazier),,19,14
79,1,2:35.0,,A. Jefferson makes 2-pt jump shot from 12 ft,19,16
80,1,2:22.0,M. Scott makes 3-pt jump shot from 28 ft (assist by T. Frazier),,22,16
81,1,2:01.0,,A. Jefferson misses 2-pt jump shot from 13 ft,22,16
82,1,1:59.0,Defensive rebound by T. Frazier,,22,16
83,1,1:40.0,I. Mahinmi makes 2-pt layup from 6 ft,,24,16
84,1,1:15.0,,D. Sabonis makes 2-pt layup from 3 ft,24,18
85,1,1:02.0,Shooting foul by C. Joseph (drawn by B. Beal),,24,18
86,1,1:02.0,B. Beal makes free throw 1 of 2,,25,18
87,1,1:02.0,,B. Bogdanović enters the game for C. Joseph,25,18
88,1,1:02.0,B. Beal makes free throw 2 of 2,,26,18
89,1,0:45.0,,D. Sabonis makes 2-pt hook shot from 7 ft (assist by L. Stephenson),26,20
90,1,0:35.0,M. Scott misses 3-pt jump shot from 27 ft,,26,20
91,1,0:32.0,,Defensive rebound by A. Jefferson,26,20
92,1,0:20.0,,J. Young makes 3-pt jump shot from 24 ft (assist by L. Stephenson),26,23
93,1,0:03.0,B. Beal makes 2-pt jump shot from 19 ft,,28,23
94,1,0:00.0,,J. Young misses 3-pt jump shot from 35 ft,28,23
95,1,0:00.0,,Offensive rebound by Team,28,23
96,2,11:46.0,,J. Young makes 2-pt jump shot from 18 ft (assist by B. Bogdanović),28,25
97,2,11:27.0,T. Frazier misses 2-pt jump shot from 19 ft,,28,25
98,2,11:25.0,,Defensive rebound by D. Sabonis,28,25
99,2,11:14.0,,B. Bogdanović misses 2-pt layup from 2 ft,28,25
100,2,11:13.0,,Offensive rebound by Team,28,25
101,2,11:13.0,Loose ball foul by I. Mahinmi (drawn by B. Moore),,28,25
102,2,11:06.0,,D. Sabonis misses 3-pt jump shot from 26 ft,28,25
103,2,11:02.0,,Offensive rebound by B. Bogdanović,28,25
104,2,11:02.0,,B. Bogdanović makes 2-pt layup at rim,28,27
105,2,10:43.0,Personal foul by A. Jefferson (drawn by K. Oubre),,28,27
106,2,10:37.0,K. Oubre misses 2-pt jump shot from 18 ft,,28,27
107,2,10:35.0,,Defensive rebound by Team,28,27
108,2,10:17.0,,D. Sabonis makes 2-pt hook shot from 7 ft,28,29
109,2,9:57.0,M. Scott misses 2-pt jump shot from 20 ft,,28,29
110,2,9:56.0,,Defensive rebound by Team,28,29
111,2,9:39.0,,Turnover by D. Sabonis (lost ball; steal by I. Mahinmi),28,29
112,2,9:36.0,J. Meeks makes 3-pt jump shot from 27 ft (assist by T. Frazier),,31,29
113,2,9:21.0,,A. Jefferson makes 2-pt jump shot from 8 ft,31,31
114,2,9:07.0,M. Scott makes 2-pt layup from 1 ft (assist by J. Meeks),,33,31
115,2,8:50.0,,Personal foul by T. Frazier (drawn by B. Bogdanović),33,31
116,2,8:46.0,,B. Bogdanović makes 3-pt jump shot from 28 ft (assist by A. Jefferson),33,34
117,2,8:27.0,J. Meeks makes 2-pt jump shot from 14 ft,,35,34
118,2,8:21.0,,Personal foul by I. Mahinmi (drawn by D. Sabonis),35,34
119,2,8:15.0,,B. Bogdanović misses 2-pt layup at rim,35,34
120,2,8:13.0,Defensive rebound by I. Mahinmi,,35,34
121,2,8:08.0,J. Meeks misses 3-pt jump shot from 25 ft,,35,34
122,2,8:05.0,,Defensive rebound by B. Moore,35,34
123,2,8:02.0,,J. Young misses 2-pt jump shot from 18 ft,35,34
124,2,7:58.0,Defensive rebound by K. Oubre,,35,34
125,2,7:49.0,Shooting foul by B. Moore (drawn by K. Oubre),,35,34
126,2,7:49.0,K. Oubre makes free throw 1 of 3,,36,34
127,2,7:49.0,K. Oubre misses free throw 2 of 3,,36,34
128,2,7:49.0,Offensive rebound by Team,,36,34
129,2,7:49.0,,T. Young enters the game for A. Jefferson,36,34
130,2,7:49.0,K. Oubre makes free throw 3 of 3,,37,34
131,2,7:38.0,,B. Bogdanović misses 2-pt jump shot from 21 ft,37,34
132,2,7:34.0,,Offensive rebound by T. Young,37,34
133,2,7:33.0,,Turnover by T. Young (lost ball; steal by T. Frazier),37,34
134,2,7:31.0,K. Oubre makes 2-pt jump shot from 6 ft (assist by T. Frazier),,39,34
135,2,7:31.0,Shooting block foul by B. Moore (drawn by K. Oubre),,39,34
136,2,7:31.0,K. Oubre makes free throw 1 of 1,,40,34
137,2,7:28.0,,Indiana full timeout,40,34
138,2,7:28.0,,L. Stephenson enters the game for B. Bogdanović,40,34
139,2,7:16.0,,Turnover by L. Stephenson (bad pass; steal by K. Oubre),40,34
140,2,7:12.0,T. Frazier makes 2-pt layup from 2 ft (assist by M. Scott),,42,34
141,2,7:01.0,,L. Stephenson misses 2-pt layup from 3 ft (block by K. Oubre),42,34
142,2,7:01.0,,Offensive rebound by Team,42,34
143,2,6:51.0,,J. Young makes 3-pt jump shot from 27 ft (assist by T. Young),42,37
144,2,6:30.0,M. Scott misses 3-pt jump shot from 23 ft,,42,37
145,2,6:26.0,,Defensive rebound by T. Young,42,37
146,2,6:20.0,,D. Sabonis makes 2-pt layup from 1 ft (assist by L. Stephenson),42,39
147,2,6:14.0,Turnover by I. Mahinmi (traveling),,42,39
148,2,6:14.0,B. Beal enters the game for J. Meeks,,42,39
149,2,5:59.0,,D. Sabonis misses 2-pt layup from 3 ft,42,39
150,2,5:57.0,Defensive rebound by I. Mahinmi,,42,39
151,2,5:52.0,B. Beal makes 3-pt jump shot from 27 ft (assist by T. Frazier),,45,39
152,2,5:37.0,,Turnover by D. Sabonis (lost ball; steal by I. Mahinmi),45,39
153,2,5:37.0,Personal foul by L. Stephenson (drawn by K. Oubre),,45,39
154,2,5:37.0,,C. Joseph enters the game for J. Young,45,39
155,2,5:37.0,,B. Bogdanović enters the game for D. Sabonis,45,39
156,2,5:37.0,,M. Turner enters the game for B. Moore,45,39
157,2,5:37.0,M. Morris enters the game for T. Frazier,,45,39
158,2,5:37.0,O. Porter enters the game for M. Scott,,45,39
159,2,5:25.0,B. Beal makes 2-pt layup from 6 ft (assist by M. Morris),,47,39
160,2,5:10.0,,Offensive foul by M. Turner (drawn by K. Oubre),47,39
161,2,5:10.0,,Turnover by M. Turner (offensive foul),47,39
162,2,5:10.0,,D. Sabonis enters the game for M. Turner,47,39
163,2,4:53.0,M. Morris makes 3-pt jump shot from 26 ft (assist by K. Oubre),,50,39
164,2,4:42.0,Offensive charge foul by L. Stephenson (drawn by K. Oubre),,50,39
165,2,4:42.0,,Turnover by L. Stephenson (offensive foul),50,39
166,2,4:27.0,K. Oubre makes 3-pt jump shot from 25 ft (assist by O. Porter),,53,39
167,2,4:20.0,,Indiana full timeout,53,39
168,2,4:01.0,,T. Young misses 2-pt jump shot from 14 ft,53,39
169,2,3:59.0,Defensive rebound by B. Beal,,53,39
170,2,3:45.0,M. Morris misses 3-pt jump shot from 28 ft,,53,39
171,2,3:43.0,Offensive rebound by O. Porter,,53,39
172,2,3:40.0,K. Oubre misses 2-pt jump shot from 10 ft,,53,39
173,2,3:37.0,,Defensive rebound by B. Bogdanović,53,39
174,2,3:28.0,,C. Joseph misses 3-pt jump shot from 22 ft,53,39
175,2,3:25.0,Defensive rebound by K. Oubre,,53,39
176,2,3:14.0,B. Beal makes 2-pt jump shot from 11 ft,,55,39
177,2,2:58.0,,Def 3 sec tech foul by K. Oubre,55,39
178,2,2:58.0,,B. Bogdanović makes technical free throw,55,40
179,2,2:58.0,M. Gortat enters the game for I. Mahinmi,,55,40
180,2,2:47.0,,Turnover by B. Bogdanović (step out of bounds),55,40
181,2,2:28.0,Turnover by M. Morris (step out of bounds),,55,40
182,2,2:16.0,,L. Stephenson makes 3-pt jump shot from 29 ft,55,43
183,2,1:57.0,O. Porter misses 3-pt jump shot from 25 ft,,55,43
184,2,1:52.0,,Defensive rebound by L. Stephenson,55,43
185,2,1:44.0,,B. Bogdanović makes 3-pt jump shot from 22 ft,55,46
186,2,1:42.0,Washington full timeout,,55,46
187,2,1:42.0,T. Satoranský enters the game for O. Porter,,55,46
188,2,1:36.0,Offensive foul by M. Morris (drawn by B. Bogdanović),,55,46
189,2,1:36.0,Turnover by M. Morris (offensive foul),,55,46
190,2,1:25.0,,D. Sabonis makes 2-pt layup at rim (assist by L. Stephenson),55,48
191,2,1:25.0,,Shooting foul by M. Gortat (drawn by D. Sabonis),55,48
192,2,1:25.0,,D. Sabonis misses free throw 1 of 1,55,48
193,2,1:23.0,Defensive rebound by M. Gortat,,55,48
194,2,1:06.0,Personal foul by C. Joseph (drawn by K. Oubre),,55,48
195,2,1:06.0,K. Oubre makes free throw 1 of 2,,56,48
196,2,1:06.0,,J. Young enters the game for C. Joseph,56,48
197,2,1:06.0,K. Oubre misses free throw 2 of 2,,56,48
198,2,1:04.0,,Defensive rebound by B. Bogdanović,56,48
199,2,0:52.0,,D. Sabonis misses 2-pt layup from 1 ft,56,48
200,2,0:51.0,,Offensive rebound by D. Sabonis,56,48
201,2,0:51.0,,Shooting foul by M. Gortat (drawn by D. Sabonis),56,48
202,2,0:51.0,,D. Sabonis makes free throw 1 of 2,56,49
203,2,0:51.0,,D. Sabonis misses free throw 2 of 2,56,49
204,2,0:50.0,Defensive rebound by M. Gortat,,56,49
205,2,0:37.0,Turnover by B. Beal (bad pass),,56,49
206,2,0:29.0,,Turnover by L. Stephenson (lost ball; steal by T. Satoranský),56,49
207,2,0:25.0,T. Satoranský makes 2-pt layup from 2 ft,,58,49
208,2,0:04.0,,L. Stephenson misses 3-pt jump shot from 26 ft,58,49
209,2,0:01.0,Defensive rebound by K. Oubre,,58,49
210,3,11:47.0,,Turnover by C. Joseph (bad pass; steal by M. Morris),58,49
211,3,11:45.0,Turnover by M. Morris (bad pass; steal by B. Bogdanović),,58,49
212,3,11:41.0,,Turnover by T. Young (bad pass),58,49
213,3,11:26.0,M. Morris makes 2-pt jump shot from 11 ft (assist by T. Satoranský),,60,49
214,3,11:07.0,,T. Young misses 2-pt layup from 2 ft,60,49
215,3,11:05.0,Defensive rebound by O. Porter,,60,49
216,3,11:00.0,O. Porter misses 2-pt jump shot from 9 ft,,60,49
217,3,10:58.0,Offensive rebound by Team,,60,49
218,3,10:56.0,M. Morris makes 2-pt jump shot from 13 ft (assist by O. Porter),,62,49
219,3,10:34.0,,J. Young makes 3-pt jump shot from 26 ft (assist by C. Joseph),62,52
220,3,10:15.0,B. Beal makes 2-pt jump shot from 15 ft,,64,52
221,3,9:55.0,,C. Joseph makes 2-pt layup at rim,64,54
222,3,9:49.0,M. Morris misses 2-pt layup from 2 ft,,64,54
223,3,9:48.0,Offensive rebound by M. Gortat,,64,54
224,3,9:43.0,O. Porter makes 2-pt layup at rim (assist by M. Morris),,66,54
225,3,9:32.0,,B. Bogdanović makes 2-pt layup from 3 ft,66,56
226,3,9:32.0,,Shooting foul by M. Gortat (drawn by B. Bogdanović),66,56
227,3,9:32.0,,B. Bogdanović makes free throw 1 of 1,66,57
228,3,9:18.0,Turnover by M. Gortat (bad pass; steal by B. Bogdanović),,66,57
229,3,8:56.0,,T. Young makes 2-pt layup from 1 ft (assist by B. Bogdanović),66,59
230,3,8:43.0,,Violation by M. Turner (kicked ball),66,59
231,3,8:36.0,O. Porter makes 2-pt jump shot from 5 ft,,68,59
232,3,8:13.0,,C. Joseph misses 2-pt jump shot from 11 ft,68,59
233,3,8:09.0,Defensive rebound by M. Morris,,68,59
234,3,8:06.0,Turnover by B. Beal (bad pass),,68,59
235,3,7:56.0,,Turnover by M. Turner (out of bounds lost ball),68,59
236,3,7:42.0,O. Porter makes 2-pt jump shot from 10 ft (assist by M. Gortat),,70,59
237,3,7:34.0,,Personal foul by O. Porter (drawn by M. Turner),70,59
238,3,7:22.0,,Personal block foul by T. Satoranský (drawn by C. Joseph),70,59
239,3,7:16.0,,J. Young makes 3-pt jump shot from 27 ft (assist by C. Joseph),70,62
240,3,6:48.0,B. Beal misses 2-pt jump shot from 19 ft,,70,62
241,3,6:44.0,Offensive rebound by M. Morris,,70,62
242,3,6:32.0,Turnover by B. Beal (bad pass; steal by T. Young),,70,62
243,3,6:27.0,,C. Joseph misses 3-pt jump shot from 26 ft,70,62
244,3,6:23.0,Defensive rebound by M. Morris,,70,62
245,3,6:16.0,O. Porter makes 2-pt jump shot from 19 ft (assist by T. Satoranský),,72,62
246,3,6:14.0,,Indiana full timeout,72,62
247,3,6:14.0,,L. Stephenson enters the game for B. Bogdanović,72,62
248,3,6:04.0,,J. Young misses 3-pt jump shot from 29 ft,72,62
249,3,6:02.0,Defensive rebound by M. Morris,,72,62
250,3,5:46.0,M. Gortat makes 2-pt jump shot from 10 ft,,74,62
251,3,5:34.0,,L. Stephenson misses 2-pt layup from 2 ft,74,62
252,3,5:34.0,Defensive rebound by Team,,74,62
253,3,5:14.0,M. Morris misses 2-pt jump shot from 10 ft,,74,62
254,3,5:11.0,Offensive rebound by M. Gortat,,74,62
255,3,5:11.0,M. Gortat makes 2-pt layup at rim,,76,62
256,3,5:05.0,,Personal foul by M. Morris (drawn by T. Young),76,62
257,3,4:58.0,,Turnover by L. Stephenson (bad pass),76,62
258,3,4:49.0,Turnover by B. Beal (lost ball; steal by J. Young),,76,62
259,3,4:26.0,,J. Young misses 3-pt jump shot from 23 ft,76,62
260,3,4:23.0,Defensive rebound by M. Gortat,,76,62
261,3,4:18.0,O. Porter makes 3-pt jump shot from 26 ft (assist by B. Beal),,79,62
262,3,3:55.0,,L. Stephenson makes 2-pt jump shot from 12 ft,79,64
263,3,3:39.0,M. Gortat misses 2-pt layup from 2 ft,,79,64
264,3,3:37.0,,Defensive rebound by M. Turner,79,64
265,3,3:27.0,,Shooting foul by O. Porter (drawn by L. Stephenson),79,64
266,3,3:27.0,,L. Stephenson misses free throw 1 of 2,79,64
267,3,3:27.0,,Offensive rebound by Team,79,64
268,3,3:27.0,,D. Sabonis enters the game for T. Young,79,64
269,3,3:27.0,K. Oubre enters the game for O. Porter,,79,64
270,3,3:27.0,,L. Stephenson makes free throw 2 of 2,79,65
271,3,3:17.0,T. Satoranský misses 2-pt jump shot from 9 ft,,79,65
272,3,3:15.0,,Defensive rebound by M. Turner,79,65
273,3,3:04.0,,L. Stephenson misses 3-pt jump shot from 26 ft,79,65
274,3,3:00.0,Defensive rebound by K. Oubre,,79,65
275,3,2:52.0,K. Oubre misses 3-pt jump shot from 27 ft,,79,65
276,3,2:50.0,Offensive rebound by Team,,79,65
277,3,2:50.0,Washington full timeout,,79,65
278,3,2:50.0,T. Frazier enters the game for M. Gortat,,79,65
279,3,2:50.0,M. Scott enters the game for T. Satoranský,,79,65
280,3,2:47.0,M. Morris misses 2-pt jump shot from 15 ft,,79,65
281,3,2:44.0,,Defensive rebound by L. Stephenson,79,65
282,3,2:27.0,,Shooting foul by M. Morris (drawn by L. Stephenson),79,65
283,3,2:27.0,,L. Stephenson misses free throw 1 of 2,79,65
284,3,2:27.0,,Offensive rebound by Team,79,65
285,3,2:27.0,,A. Jefferson enters the game for M. Turner,79,65
286,3,2:27.0,I. Mahinmi enters the game for M. Morris,,79,65
287,3,2:27.0,,L. Stephenson makes free throw 2 of 2,79,66
288,3,2:03.0,Turnover by I. Mahinmi (offensive goaltending),,79,66
289,3,1:46.0,,A. Jefferson misses 2-pt jump shot from 7 ft,79,66
290,3,1:44.0,Defensive rebound by I. Mahinmi,,79,66
291,3,1:33.0,M. Scott makes 2-pt jump shot from 16 ft (assist by B. Beal),,81,66
292,3,1:20.0,,D. Sabonis makes 2-pt layup from 1 ft (assist by A. Jefferson),81,68
293,3,1:07.0,Shooting foul by D. Sabonis (drawn by I. Mahinmi),,81,68
294,3,1:07.0,Technical foul by M. Scott,,81,68
295,3,1:07.0,,J. Young misses technical free throw,81,68
296,3,1:07.0,Defensive rebound by Team,,81,68
297,3,1:07.0,I. Mahinmi makes free throw 1 of 2,,82,68
298,3,1:07.0,J. Meeks enters the game for B. Beal,,82,68
299,3,1:07.0,I. Mahinmi misses free throw 2 of 2,,82,68
300,3,1:05.0,,Defensive rebound by D. Sabonis,82,68
301,3,0:48.0,,J. Young makes 3-pt jump shot from 28 ft (assist by D. Sabonis),82,71
302,3,0:34.0,M. Scott makes 2-pt jump shot from 7 ft (assist by T. Frazier),,84,71
303,3,0:13.0,,D. Sabonis misses 3-pt jump shot from 27 ft,84,71
304,3,0:11.0,Defensive rebound by K. Oubre,,84,71
305,3,0:05.0,Shooting block foul by L. Stephenson (drawn by K. Oubre),,84,71
306,3,0:05.0,K. Oubre makes free throw 1 of 2,,85,71
307,3,0:05.0,,B. Bogdanović enters the game for C. Joseph,85,71
308,3,0:05.0,K. Oubre makes free throw 2 of 2,,86,71
309,3,0:00.0,,B. Bogdanović makes 3-pt jump shot from 24 ft,86,74
310,4,11:44.0,K. Oubre makes 2-pt jump shot from 18 ft (assist by I. Mahinmi),,88,74
311,4,11:29.0,,B. Bogdanović makes 3-pt jump shot from 27 ft (assist by L. Stephenson),88,77
312,4,11:29.0,,Shooting foul by T. Frazier (drawn by B. Bogdanović),88,77
313,4,11:29.0,,B. Bogdanović makes free throw 1 of 1,88,78
314,4,11:15.0,M. Scott makes 2-pt jump shot from 9 ft (assist by J. Meeks),,90,78
315,4,10:49.0,,L. Stephenson misses 3-pt jump shot from 26 ft,90,78
316,4,10:46.0,Defensive rebound by M. Scott,,90,78
317,4,10:37.0,Turnover by T. Frazier (turnover; steal by L. Stephenson),,90,78
318,4,10:23.0,,A. Jefferson makes 2-pt jump shot from 11 ft,90,80
319,4,10:23.0,,Shooting foul by I. Mahinmi (drawn by A. Jefferson),90,80
320,4,10:23.0,,A. Jefferson misses free throw 1 of 1,90,80
321,4,10:21.0,Defensive rebound by M. Scott,,90,80
322,4,10:08.0,M. Scott misses 2-pt jump shot from 15 ft,,90,80
323,4,10:05.0,,Defensive rebound by J. Young,90,80
324,4,9:56.0,,D. Sabonis misses 2-pt hook shot from 8 ft,90,80
325,4,9:53.0,Defensive rebound by M. Scott,,90,80
326,4,9:41.0,Turnover by J. Meeks (bad pass),,90,80
327,4,9:21.0,,L. Stephenson misses 2-pt jump shot from 5 ft,90,80
328,4,9:19.0,Defensive rebound by I. Mahinmi,,90,80
329,4,9:06.0,J. Meeks makes 3-pt jump shot from 27 ft (assist by M. Scott),,93,80
330,4,8:44.0,,A. Jefferson misses 2-pt jump shot from 20 ft,93,80
331,4,8:41.0,Defensive rebound by M. Scott,,93,80
332,4,8:28.0,M. Scott misses 2-pt jump shot from 16 ft,,93,80
333,4,8:25.0,Offensive rebound by I. Mahinmi,,93,80
334,4,8:24.0,K. Oubre misses 3-pt jump shot from 27 ft,,93,80
335,4,8:21.0,,Defensive rebound by B. Bogdanović,93,80
336,4,8:15.0,,Shooting block foul by M. Scott (drawn by B. Bogdanović),93,80
337,4,8:15.0,,B. Bogdanović makes free throw 1 of 2,93,81
338,4,8:15.0,,C. Joseph enters the game for J. Young,93,81
339,4,8:15.0,,B. Bogdanović makes free throw 2 of 2,93,82
340,4,8:08.0,J. Meeks misses 3-pt jump shot from 28 ft,,93,82
341,4,8:05.0,,Defensive rebound by L. Stephenson,93,82
342,4,7:54.0,,A. Jefferson makes 2-pt layup from 1 ft (assist by D. Sabonis),93,84
343,4,7:54.0,Washington full timeout,,93,84
344,4,7:38.0,J. Meeks makes 2-pt layup from 2 ft,,95,84
345,4,7:22.0,,B. Bogdanović makes 3-pt jump shot from 28 ft (assist by L. Stephenson),95,87
346,4,7:06.0,I. Mahinmi makes 2-pt dunk from 1 ft (assist by J. Meeks),,97,87
347,4,7:06.0,Shooting foul by A. Jefferson (drawn by I. Mahinmi),,97,87
348,4,7:06.0,B. Beal enters the game for J. Meeks,,97,87
349,4,7:06.0,I. Mahinmi makes free throw 1 of 1,,98,87
350,4,6:53.0,,Turnover by L. Stephenson (bad pass; steal by T. Frazier),98,87
351,4,6:39.0,B. Beal makes 2-pt jump shot from 22 ft,,100,87
352,4,6:25.0,,Personal foul by I. Mahinmi (drawn by L. Stephenson),100,87
353,4,6:25.0,,T. Young enters the game for A. Jefferson,100,87
354,4,6:20.0,,T. Young makes 3-pt jump shot from 28 ft (assist by C. Joseph),100,90
355,4,6:02.0,Shooting foul by L. Stephenson (drawn by I. Mahinmi),,100,90
356,4,6:02.0,I. Mahinmi makes free throw 1 of 2,,101,90
357,4,6:02.0,I. Mahinmi makes free throw 2 of 2,,102,90
358,4,5:49.0,,T. Young misses 2-pt layup from 4 ft,102,90
359,4,5:45.0,Defensive rebound by I. Mahinmi,,102,90
360,4,5:42.0,Turnover by B. Beal (bad pass; steal by L. Stephenson),,102,90
361,4,5:39.0,,B. Bogdanović misses 3-pt jump shot from 24 ft,102,90
362,4,5:37.0,,Offensive rebound by T. Young,102,90
363,4,5:37.0,,T. Young makes 2-pt layup from 1 ft,102,92
364,4,5:37.0,,Shooting foul by K. Oubre (drawn by T. Young),102,92
365,4,5:37.0,O. Porter enters the game for T. Frazier,,102,92
366,4,5:37.0,,T. Young misses free throw 1 of 1,102,92
367,4,5:35.0,Defensive rebound by K. Oubre,,102,92
368,4,5:21.0,B. Beal misses 2-pt jump shot from 10 ft,,102,92
369,4,5:21.0,,Defensive rebound by D. Sabonis,102,92
370,4,5:05.0,,Offensive foul by D. Sabonis (drawn by K. Oubre),102,92
371,4,5:05.0,,Turnover by D. Sabonis (offensive foul),102,92
372,4,5:05.0,M. Morris enters the game for M. Scott,,102,92
373,4,4:49.0,I. Mahinmi makes 2-pt dunk from 1 ft (assist by K. Oubre),,104,92
374,4,4:49.0,,Indiana full timeout,104,92
375,4,4:49.0,,M. Turner enters the game for D. Sabonis,104,92
376,4,4:35.0,,Personal foul by I. Mahinmi (drawn by B. Bogdanović),104,92
377,4,4:35.0,,B. Bogdanović makes free throw 1 of 2,104,93
378,4,4:35.0,,B. Bogdanović misses free throw 2 of 2,104,93
379,4,4:32.0,Defensive rebound by M. Morris,,104,93
380,4,4:19.0,Personal foul by M. Turner (drawn by I. Mahinmi),,104,93
