,QUARTER,TIME_REMAINING,SACRAMENTO_ACTION,DALLAS_ACTION,SACRAMENTO_SCORE,DALLAS_SCORE
274,3,3:40.0,,Offensive rebound by D. Powell,80,63
275,3,3:31.0,,D. Smith misses 2-pt layup from 2 ft,80,63
276,3,3:31.0,Defensive rebound by B. Bogdanović,,80,63
277,3,3:17.0,B. Bogdanović makes 2-pt layup from 1 ft (assist by Z. Randolph),,82,63
278,3,2:55.0,,H. Barnes makes 3-pt jump shot from 24 ft (assist by W. Matthews),82,66
279,3,2:35.0,D. Fox misses 2-pt jump shot from 4 ft (block by Y. Ferrell),,82,66
280,3,2:33.0,,Defensive rebound by Y. Ferrell,82,66
281,3,2:25.0,,Turnover by W. Matthews (bad pass; steal by V. Carter),82,66
282,3,2:03.0,V. Carter misses 3-pt jump shot from 25 ft,,82,66
283,3,1:59.0,,Defensive rebound by H. Barnes,82,66
284,3,1:52.0,,D. Powell makes 2-pt jump shot from 3 ft (assist by D. Smith),82,68
285,3,1:52.0,,Shooting foul by J. Jackson (drawn by D. Powell),82,68
286,3,1:52.0,,Dallas full timeout,82,68
287,3,1:52.0,B. Hield enters the game for D. Fox,,82,68
288,3,1:52.0,G. Temple enters the game for B. Bogdanović,,82,68
289,3,1:52.0,,D. Powell makes free throw 1 of 1,82,69
290,3,1:36.0,J. Jackson makes 2-pt layup at rim (assist by Z. Randolph),,84,69
291,3,1:13.0,,H. Barnes misses 3-pt jump shot from 22 ft,84,69
292,3,1:10.0,Defensive rebound by V. Carter,,84,69
293,3,0:59.0,Z. Randolph misses 2-pt hook shot from 3 ft,,84,69
294,3,0:58.0,Offensive rebound by Team,,84,69
295,3,0:58.0,K. Koufos enters the game for Z. Randolph,,84,69
296,3,0:43.0,J. Jackson misses 3-pt jump shot from 25 ft,,84,69
297,3,0:39.0,,Defensive rebound by W. Matthews,84,69
298,3,0:31.0,,H. Barnes misses 3-pt jump shot from 24 ft,84,69
299,3,0:28.0,Defensive rebound by J. Jackson,,84,69
300,3,0:10.0,B. Hield makes 3-pt jump shot from 25 ft,,87,69
301,3,0:04.0,,D. Smith misses 3-pt jump shot from 26 ft,87,69
302,3,0:04.0,,Offensive rebound by D. Powell,87,69
303,3,0:02.0,,Shooting foul by K. Koufos (drawn by D. Powell),87,69
304,3,0:02.0,,D. Powell makes free throw 1 of 2,87,70
305,3,0:02.0,,D. Powell makes free throw 2 of 2,87,71
306,3,0:02.0,Sacramento full timeout,,87,71
307,3,0:02.0,,J. Jones enters the game for D. Smith,87,71
308,3,0:01.0,Personal take foul by J. Jones (drawn by K. Koufos),,87,71
309,3,0:00.0,Personal foul by J. Jones (drawn by G. Temple),,87,71
310,3,0:00.0,G. Temple misses free throw 1 of 2,,87,71
311,3,0:00.0,Offensive rebound by Team,,87,71
312,3,0:00.0,G. Temple makes free throw 2 of 2,,88,71
313,4,11:40.0,K. Koufos makes 2-pt hook shot from 13 ft (assist by V. Carter),,90,71
314,4,11:14.0,,D. Powell misses 2-pt hook shot from 3 ft,90,71
315,4,11:11.0,Defensive rebound by K. Koufos,,90,71
316,4,11:04.0,Shooting foul by D. Nowitzki (drawn by W. Cauley-Stein),,90,71
317,4,11:04.0,W. Cauley-Stein makes free throw 1 of 2,,91,71
318,4,11:04.0,W. Cauley-Stein misses free throw 2 of 2,,91,71
319,4,11:01.0,,Defensive rebound by D. Powell,91,71
320,4,10:50.0,,Turnover by K. Collinsworth (bad pass; steal by V. Carter),91,71
321,4,10:46.0,J. Sampson enters the game for W. Cauley-Stein,,91,71
322,4,10:39.0,G. Temple makes 3-pt jump shot from 25 ft (assist by B. Hield),,94,71
323,4,10:13.0,,D. Powell misses 2-pt jump shot from 15 ft,94,71
324,4,10:13.0,Defensive rebound by K. Koufos,,94,71
325,4,10:02.0,V. Carter makes 3-pt jump shot from 25 ft (assist by G. Temple),,97,71
326,4,10:02.0,,Dallas full timeout,97,71
327,4,9:55.0,,Personal foul by G. Temple (drawn by J. Barea),97,71
328,4,9:49.0,,D. Nowitzki makes 3-pt jump shot from 25 ft (assist by J. Barea),97,74
329,4,9:28.0,B. Hield makes 2-pt jump shot from 8 ft (assist by G. Temple),,99,74
330,4,9:28.0,Shooting foul by J. Barea (drawn by B. Hield),,99,74
331,4,9:28.0,B. Hield makes free throw 1 of 1,,100,74
332,4,9:19.0,,J. Barea makes 3-pt jump shot from 24 ft (assist by D. Powell),100,77
333,4,9:01.0,G. Temple makes 2-pt jump shot from 17 ft (assist by K. Koufos),,102,77
334,4,8:42.0,,D. Powell makes 2-pt layup from 1 ft (assist by J. Barea),102,79
335,4,8:24.0,Shooting foul by D. Nowitzki (drawn by K. Koufos),,102,79
336,4,8:24.0,K. Koufos misses free throw 1 of 2,,102,79
337,4,8:24.0,Offensive rebound by Team,,102,79
338,4,8:24.0,K. Koufos makes free throw 2 of 2,,103,79
339,4,8:11.0,,D. Powell misses 2-pt layup from 2 ft (block by J. Sampson),103,79
340,4,8:11.0,,Offensive rebound by Team,103,79
341,4,8:02.0,,Shooting foul by V. Carter (drawn by D. Nowitzki),103,79
342,4,8:02.0,,D. Nowitzki makes free throw 1 of 3,103,80
343,4,8:02.0,,D. Nowitzki makes free throw 2 of 3,103,81
344,4,8:02.0,,D. Nowitzki makes free throw 3 of 3,103,82
345,4,7:45.0,B. Hield misses 2-pt layup from 2 ft,,103,82
346,4,7:42.0,,Defensive rebound by D. Powell,103,82
347,4,7:31.0,,Turnover by J. Barea (bad pass; steal by B. Hield),103,82
348,4,7:28.0,B. Hield misses 3-pt jump shot from 25 ft,,103,82
349,4,7:21.0,,Defensive rebound by D. McDermott,103,82
350,4,7:18.0,,Shooting foul by V. Carter (drawn by D. Powell),103,82
351,4,7:18.0,,D. Powell misses free throw 1 of 2,103,82
352,4,7:18.0,,Offensive rebound by Team,103,82
353,4,7:18.0,,D. Powell makes free throw 2 of 2,103,83
354,4,6:59.0,K. Koufos makes 2-pt hook shot from 8 ft,,105,83
355,4,6:37.0,,J. Barea makes 3-pt jump shot from 23 ft (assist by D. Powell),105,86
356,4,6:16.0,B. Hield misses 2-pt jump shot from 15 ft,,105,86
357,4,6:12.0,,Defensive rebound by D. McDermott,105,86
358,4,6:03.0,,K. Collinsworth makes 2-pt jump shot from 1 ft,105,88
359,4,6:03.0,Sacramento full timeout,,105,88
360,4,6:03.0,W. Cauley-Stein enters the game for B. Hield,,105,88
361,4,6:03.0,B. Bogdanović enters the game for J. Sampson,,105,88
362,4,5:44.0,G. Temple misses 2-pt jump shot from 12 ft,,105,88
363,4,5:41.0,,Defensive rebound by K. Collinsworth,105,88
364,4,5:25.0,,K. Collinsworth misses 3-pt jump shot from 22 ft,105,88
365,4,5:21.0,Defensive rebound by V. Carter,,105,88
366,4,5:05.0,W. Cauley-Stein misses 2-pt layup from 4 ft,,105,88
367,4,5:03.0,,Defensive rebound by D. Nowitzki,105,88
368,4,4:51.0,,D. Nowitzki makes 2-pt jump shot from 18 ft (assist by J. Barea),105,90
369,4,4:22.0,B. Bogdanović makes 2-pt jump shot from 21 ft,,107,90
370,4,4:09.0,,K. Collinsworth misses 2-pt layup from 1 ft,107,90
371,4,4:07.0,Defensive rebound by K. Koufos,,107,90
372,4,4:05.0,Turnover by G. Temple (bad pass),,107,90
373,4,4:05.0,J. Jackson enters the game for V. Carter,,107,90
374,4,4:05.0,D. Fox enters the game for G. Temple,,107,90
375,4,3:49.0,,J. Barea makes 3-pt jump shot from 26 ft,107,93
376,4,3:23.0,B. Bogdanović misses 2-pt jump shot from 19 ft,,107,93
