,QUARTER,TIME_REMAINING,LA CLIPPERS_ACTION,MEMPHIS_ACTION,LA CLIPPERS_SCORE,MEMPHIS_SCORE
0,1,11:47.0,M. Teodosić misses 2-pt jump shot from 16 ft,,0,0
1,1,11:41.0,,Defensive rebound by D. Brooks,0,0
2,1,11:32.0,,J. Martin makes 2-pt layup from 1 ft (assist by D. Brooks),0,2
3,1,11:15.0,W. Johnson misses 3-pt jump shot from 26 ft,,0,2
4,1,11:11.0,,Defensive rebound by M. Gasol,0,2
5,1,11:10.0,,D. Brooks makes 2-pt layup at rim (assist by M. Gasol),0,4
6,1,10:59.0,T. Wallace misses 2-pt jump shot from 9 ft,,0,4
7,1,10:55.0,,Defensive rebound by M. Gasol,0,4
8,1,10:38.0,,J. Martin misses 2-pt jump shot from 14 ft,0,4
9,1,10:36.0,,Offensive rebound by M. Gasol,0,4
10,1,10:33.0,,A. Harrison makes 3-pt jump shot from 22 ft (assist by W. Selden),0,7
11,1,10:32.0,LA Clippers full timeout,,0,7
12,1,10:21.0,Personal foul by J. Martin (drawn by B. Griffin),,0,7
13,1,10:12.0,T. Wallace makes 2-pt layup from 7 ft (assist by B. Griffin),,2,7
14,1,9:56.0,,M. Gasol misses 2-pt jump shot from 12 ft,2,7
15,1,9:54.0,Defensive rebound by M. Teodosić,,2,7
16,1,9:40.0,D. Jordan misses 2-pt hook shot from 4 ft (block by M. Gasol),,2,7
17,1,9:39.0,Offensive rebound by Team,,2,7
18,1,9:37.0,T. Wallace misses 2-pt jump shot from 15 ft,,2,7
19,1,9:37.0,,Defensive rebound by Team,2,7
20,1,9:37.0,Loose ball foul by D. Jordan (drawn by M. Gasol),,2,7
21,1,9:24.0,,W. Selden misses 3-pt jump shot from 22 ft,2,7
22,1,9:21.0,Defensive rebound by B. Griffin,,2,7
23,1,9:15.0,W. Johnson makes 2-pt dunk at rim (assist by B. Griffin),,4,7
24,1,9:02.0,,D. Brooks makes 2-pt jump shot from 14 ft (assist by M. Gasol),4,9
25,1,8:53.0,M. Teodosić makes 2-pt layup from 4 ft (assist by T. Wallace),,6,9
26,1,8:36.0,,D. Brooks misses 2-pt jump shot from 12 ft,6,9
27,1,8:32.0,Defensive rebound by B. Griffin,,6,9
28,1,8:26.0,M. Teodosić makes 2-pt layup from 5 ft,,8,9
29,1,8:20.0,,Memphis full timeout,8,9
30,1,8:20.0,,M. Henry enters the game for A. Harrison,8,9
31,1,8:20.0,,M. Chalmers enters the game for W. Selden,8,9
32,1,8:10.0,,D. Brooks misses 3-pt jump shot from 24 ft,8,9
33,1,8:05.0,Defensive rebound by W. Johnson,,8,9
34,1,7:52.0,B. Griffin misses 2-pt jump shot from 21 ft,,8,9
35,1,7:49.0,,Defensive rebound by M. Henry,8,9
36,1,7:41.0,,M. Chalmers makes 2-pt layup from 2 ft (assist by M. Gasol),8,11
37,1,7:25.0,M. Teodosić misses 3-pt jump shot from 24 ft,,8,11
38,1,7:22.0,,Defensive rebound by J. Martin,8,11
39,1,7:14.0,,M. Gasol misses 3-pt jump shot from 22 ft,8,11
40,1,7:11.0,Defensive rebound by T. Wallace,,8,11
41,1,7:07.0,T. Wallace makes 2-pt layup from 7 ft,,10,11
42,1,6:52.0,,M. Gasol makes 2-pt jump shot from 18 ft (assist by M. Chalmers),10,13
43,1,6:36.0,M. Teodosić makes 2-pt jump shot from 18 ft,,12,13
44,1,6:14.0,,M. Gasol makes 2-pt dunk from 1 ft (assist by J. Martin),12,15
45,1,5:56.0,Turnover by T. Wallace (lost ball; steal by M. Chalmers),,12,15
46,1,5:52.0,Offensive charge foul by J. Martin (drawn by B. Griffin),,12,15
47,1,5:52.0,,Turnover by J. Martin (offensive foul),12,15
48,1,5:52.0,,I. Rabb enters the game for J. Martin,12,15
49,1,5:52.0,,W. Selden enters the game for D. Brooks,12,15
50,1,5:52.0,L. Williams enters the game for M. Teodosić,,12,15
51,1,5:38.0,B. Griffin misses 2-pt layup from 5 ft,,12,15
52,1,5:35.0,,Defensive rebound by I. Rabb,12,15
53,1,5:24.0,,M. Gasol misses 2-pt layup from 2 ft,12,15
54,1,5:22.0,Defensive rebound by D. Jordan,,12,15
55,1,5:15.0,L. Williams misses 2-pt layup from 7 ft (block by M. Chalmers),,12,15
56,1,5:12.0,,Defensive rebound by M. Chalmers,12,15
57,1,5:11.0,,W. Selden misses 2-pt dunk from 2 ft (block by W. Johnson),12,15
58,1,5:11.0,,Offensive rebound by Team,12,15
59,1,4:58.0,,Turnover by W. Selden (bad pass; steal by D. Jordan),12,15
60,1,4:52.0,L. Williams makes 2-pt layup from 3 ft,,14,15
61,1,4:26.0,,Turnover by M. Chalmers (lost ball; steal by L. Williams),14,15
62,1,4:19.0,B. Griffin misses 2-pt jump shot from 22 ft,,14,15
63,1,4:15.0,,Defensive rebound by W. Selden,14,15
64,1,4:07.0,,M. Gasol misses 2-pt hook shot from 7 ft,14,15
65,1,4:04.0,Defensive rebound by D. Jordan,,14,15
66,1,3:59.0,Shooting foul by I. Rabb (drawn by L. Williams),,14,15
67,1,3:59.0,L. Williams makes free throw 1 of 2,,15,15
68,1,3:59.0,L. Williams makes free throw 2 of 2,,16,15
69,1,3:40.0,,W. Selden misses 3-pt jump shot from 24 ft,16,15
70,1,3:36.0,Defensive rebound by W. Johnson,,16,15
71,1,3:26.0,Shooting foul by M. Henry (drawn by D. Jordan),,16,15
72,1,3:26.0,D. Jordan makes free throw 1 of 2,,17,15
73,1,3:26.0,D. Jordan makes free throw 2 of 2,,18,15
74,1,3:07.0,,M. Chalmers makes 3-pt jump shot from 24 ft (assist by W. Selden),18,18
75,1,2:52.0,B. Griffin makes 3-pt jump shot from 25 ft (assist by L. Williams),,21,18
76,1,2:39.0,,I. Rabb misses 2-pt layup from 1 ft (block by W. Johnson),21,18
77,1,2:34.0,Defensive rebound by B. Griffin,,21,18
78,1,2:33.0,,D. Davis enters the game for M. Gasol,21,18
79,1,2:33.0,M. Harrell enters the game for D. Jordan,,21,18
80,1,2:31.0,Shooting foul by W. Selden (drawn by L. Williams),,21,18
81,1,2:31.0,L. Williams makes free throw 1 of 2,,22,18
82,1,2:31.0,L. Williams makes free throw 2 of 2,,23,18
83,1,2:14.0,,Shooting foul by M. Harrell (drawn by M. Henry),23,18
84,1,2:14.0,,M. Henry misses free throw 1 of 2,23,18
85,1,2:14.0,,Offensive rebound by Team,23,18
86,1,2:14.0,,A. Harrison enters the game for W. Selden,23,18
87,1,2:14.0,,M. Henry makes free throw 2 of 2,23,19
88,1,2:03.0,L. Williams misses 3-pt jump shot from 23 ft,,23,19
89,1,1:59.0,,Defensive rebound by M. Henry,23,19
90,1,1:49.0,,Turnover by M. Henry (bad pass; steal by L. Williams),23,19
91,1,1:45.0,T. Wallace misses 2-pt layup from 3 ft (block by M. Henry),,23,19
92,1,1:42.0,Offensive rebound by T. Wallace,,23,19
93,1,1:40.0,W. Johnson misses 3-pt jump shot from 26 ft,,23,19
94,1,1:36.0,,Defensive rebound by D. Davis,23,19
95,1,1:27.0,,Turnover by M. Chalmers (bad pass; steal by M. Harrell),23,19
96,1,1:23.0,Turnover by B. Griffin (traveling),,23,19
97,1,1:23.0,S. Dekker enters the game for B. Griffin,,23,19
98,1,1:06.0,,A. Harrison misses 2-pt jump shot from 20 ft,23,19
99,1,1:03.0,Defensive rebound by W. Johnson,,23,19
100,1,0:54.0,Personal foul by M. Henry (drawn by L. Williams),,23,19
101,1,0:54.0,L. Williams misses free throw 1 of 2,,23,19
102,1,0:54.0,Offensive rebound by Team,,23,19
103,1,0:54.0,,D. Brooks enters the game for M. Henry,23,19
104,1,0:54.0,S. Thornwell enters the game for W. Johnson,,23,19
105,1,0:54.0,L. Williams makes free throw 2 of 2,,24,19
106,1,0:36.0,,D. Davis misses 2-pt jump shot from 16 ft,24,19
107,1,0:33.0,,Offensive rebound by D. Davis,24,19
108,1,0:33.0,,Shooting foul by S. Thornwell (drawn by D. Davis),24,19
109,1,0:33.0,,D. Davis makes free throw 1 of 2,24,20
110,1,0:33.0,,D. Davis misses free throw 2 of 2,24,20
111,1,0:32.0,Defensive rebound by M. Harrell,,24,20
112,1,0:22.0,Shooting foul by D. Davis (drawn by S. Dekker),,24,20
113,1,0:22.0,S. Dekker misses free throw 1 of 2,,24,20
114,1,0:22.0,Offensive rebound by Team,,24,20
115,1,0:22.0,W. Johnson enters the game for L. Williams,,24,20
116,1,0:22.0,S. Dekker misses free throw 2 of 2,,24,20
117,1,0:18.0,,Defensive rebound by A. Harrison,24,20
118,1,0:05.0,,D. Davis misses 2-pt jump shot from 17 ft,24,20
119,1,0:05.0,Defensive rebound by S. Thornwell,,24,20
120,1,0:00.0,T. Wallace misses 3-pt jump shot from 47 ft,,24,20
121,1,0:00.0,Offensive rebound by Team,,24,20
122,2,11:45.0,,J. Martin makes 2-pt layup from 1 ft (assist by I. Rabb),24,22
123,2,11:23.0,M. Teodosić misses 3-pt jump shot from 27 ft,,24,22
124,2,11:19.0,,Defensive rebound by J. Martin,24,22
125,2,11:10.0,,A. Harrison makes 2-pt layup from 2 ft (assist by I. Rabb),24,24
126,2,11:10.0,LA Clippers full timeout,,24,24
127,2,10:53.0,Personal foul by D. Brooks (drawn by L. Williams),,24,24
128,2,10:47.0,Shooting foul by A. Harrison (drawn by L. Williams),,24,24
129,2,10:47.0,L. Williams makes free throw 1 of 2,,25,24
130,2,10:47.0,L. Williams makes free throw 2 of 2,,26,24
131,2,10:26.0,,M. Chalmers misses 2-pt jump shot from 10 ft,26,24
132,2,10:25.0,,Offensive rebound by I. Rabb,26,24
133,2,10:25.0,,Shooting foul by M. Harrell (drawn by I. Rabb),26,24
134,2,10:25.0,,I. Rabb makes free throw 1 of 2,26,25
135,2,10:25.0,,I. Rabb makes free throw 2 of 2,26,26
136,2,10:08.0,Shooting foul by I. Rabb (drawn by S. Thornwell),,26,26
137,2,10:08.0,S. Thornwell makes free throw 1 of 2,,27,26
138,2,10:08.0,S. Thornwell makes free throw 2 of 2,,28,26
139,2,9:46.0,,J. Martin misses 2-pt jump shot from 16 ft,28,26
140,2,9:42.0,Defensive rebound by L. Williams,,28,26
141,2,9:37.0,M. Harrell makes 2-pt layup from 3 ft (assist by L. Williams),,30,26
142,2,9:14.0,,Personal foul by L. Williams (drawn by M. Chalmers),30,26
143,2,9:14.0,,D. Davis enters the game for I. Rabb,30,26
