,QUARTER,TIME_REMAINING,INDIANA_ACTION,ATLANTA_ACTION,INDIANA_SCORE,ATLANTA_SCORE
0,1,11:45.0,T. Young misses 2-pt hook shot from 11 ft,,0,0
1,1,11:41.0,,Defensive rebound by M. Plumlee,0,0
2,1,11:29.0,,K. Bazemore misses 3-pt jump shot from 24 ft,0,0
3,1,11:25.0,Defensive rebound by M. Turner,,0,0
4,1,11:20.0,Offensive foul by M. Turner (drawn by T. Prince),,0,0
5,1,11:20.0,Turnover by M. Turner (offensive foul),,0,0
6,1,11:07.0,,D. Schröder misses 3-pt jump shot from 23 ft,0,0
7,1,11:05.0,Defensive rebound by T. Young,,0,0
8,1,10:53.0,Turnover by B. Bogdanović (bad pass; steal by K. Bazemore),,0,0
9,1,10:39.0,,D. Schröder makes 2-pt layup from 1 ft,0,2
10,1,10:18.0,M. Turner misses 2-pt layup from 1 ft (block by M. Plumlee),,0,2
11,1,10:15.0,,Defensive rebound by T. Prince,0,2
12,1,10:11.0,,E. İlyasova makes 2-pt jump shot from 13 ft (assist by T. Prince),0,4
13,1,9:50.0,D. Collison makes 2-pt layup from 2 ft (assist by M. Turner),,2,4
14,1,9:50.0,Shooting foul by D. Schröder (drawn by D. Collison),,2,4
15,1,9:50.0,D. Collison makes free throw 1 of 1,,3,4
16,1,9:36.0,,Turnover by T. Prince (bad pass),3,4
17,1,9:25.0,V. Oladipo makes 2-pt jump shot from 12 ft,,5,4
18,1,9:12.0,,Personal foul by D. Collison (drawn by D. Schröder),5,4
19,1,9:06.0,,M. Plumlee makes 2-pt dunk from 1 ft (assist by D. Schröder),5,6
20,1,8:42.0,M. Turner misses 2-pt jump shot from 18 ft,,5,6
21,1,8:40.0,,Defensive rebound by T. Prince,5,6
22,1,8:27.0,,M. Plumlee makes 2-pt dunk at rim (assist by E. İlyasova),5,8
23,1,8:10.0,D. Collison makes 2-pt jump shot from 17 ft (assist by V. Oladipo),,7,8
24,1,7:56.0,,T. Prince makes 3-pt jump shot from 24 ft (assist by D. Schröder),7,11
