,QUARTER,TIME_REMAINING,UTAH_ACTION,GOLDEN STATE_ACTION,UTAH_SCORE,GOLDEN STATE_SCORE
0,1,11:48.0,,K. Thompson misses 2-pt jump shot from 20 ft,0,0
1,1,11:43.0,Defensive rebound by T. Sefolosha,,0,0
2,1,11:23.0,T. Sefolosha misses 2-pt hook shot from 10 ft,,0,0
3,1,11:20.0,,Defensive rebound by S. Livingston,0,0
4,1,11:07.0,,Def 3 sec tech foul by J. Ingles,0,0
5,1,11:07.0,,K. Durant makes technical free throw,0,1
6,1,10:57.0,,S. Livingston makes 2-pt layup from 1 ft (assist by K. Thompson),0,3
7,1,10:41.0,J. Ingles misses 2-pt jump shot from 19 ft,,0,3
8,1,10:35.0,,Defensive rebound by K. Durant,0,3
9,1,10:32.0,,S. Livingston misses 2-pt layup from 3 ft,0,3
10,1,10:30.0,Defensive rebound by D. Mitchell,,0,3
11,1,10:30.0,Personal foul by K. Thompson (drawn by D. Mitchell),,0,3
12,1,10:19.0,D. Favors makes 2-pt dunk from 1 ft (assist by J. Ingles),,2,3
13,1,10:02.0,,Z. Pachulia makes 2-pt layup from 2 ft (assist by D. Green),2,5
14,1,10:02.0,,Shooting foul by R. Rubio (drawn by Z. Pachulia),2,5
15,1,10:02.0,,Z. Pachulia makes free throw 1 of 1,2,6
16,1,9:50.0,Turnover by J. Ingles (bad pass; steal by S. Livingston),,2,6
17,1,9:37.0,,K. Durant makes 2-pt dunk at rim (assist by D. Green),2,8
18,1,9:15.0,R. Rubio misses 2-pt jump shot from 13 ft,,2,8
19,1,9:11.0,,Defensive rebound by D. Green,2,8
20,1,9:08.0,,S. Livingston makes 2-pt jump shot from 11 ft,2,10
21,1,9:07.0,Utah full timeout,,2,10
22,1,8:44.0,J. Ingles makes 3-pt jump shot from 26 ft (assist by D. Mitchell),,5,10
23,1,8:27.0,,K. Durant misses 2-pt jump shot from 12 ft,5,10
24,1,8:25.0,Defensive rebound by J. Ingles,,5,10
25,1,8:17.0,D. Favors makes 2-pt dunk from 1 ft (assist by J. Ingles),,7,10
26,1,7:59.0,,S. Livingston misses 2-pt jump shot from 13 ft,7,10
27,1,7:56.0,Defensive rebound by J. Ingles,,7,10
28,1,7:53.0,Turnover by D. Mitchell (bad pass),,7,10
29,1,7:27.0,,K. Thompson misses 2-pt layup from 2 ft,7,10
30,1,7:25.0,Defensive rebound by T. Sefolosha,,7,10
31,1,7:23.0,T. Sefolosha makes 2-pt jump shot from 21 ft,,9,10
32,1,7:03.0,,D. Green makes 2-pt jump shot from 13 ft,9,12
33,1,6:53.0,T. Sefolosha makes 2-pt dunk from 1 ft (assist by R. Rubio),,11,12
34,1,6:39.0,,D. Green makes 3-pt jump shot from 26 ft (assist by Z. Pachulia),11,15
35,1,6:11.0,R. Rubio makes 2-pt jump shot from 12 ft (assist by D. Mitchell),,13,15
36,1,6:05.0,,Personal foul by T. Sefolosha (drawn by K. Durant),13,15
37,1,6:05.0,R. Hood enters the game for R. Rubio,,13,15
38,1,5:57.0,,Personal foul by D. Mitchell (drawn by D. Green),13,15
39,1,5:45.0,,D. Green misses 3-pt jump shot from 25 ft,13,15
40,1,5:41.0,Defensive rebound by D. Mitchell,,13,15
41,1,5:37.0,D. Mitchell makes 3-pt jump shot from 27 ft (assist by J. Ingles),,16,15
42,1,5:33.0,,Golden State full timeout,16,15
43,1,5:33.0,,J. Bell enters the game for Z. Pachulia,16,15
44,1,5:33.0,,P. McCaw enters the game for S. Livingston,16,15
45,1,5:13.0,,K. Thompson misses 3-pt jump shot from 29 ft,16,15
46,1,5:09.0,Defensive rebound by J. Ingles,,16,15
47,1,4:57.0,Shooting foul by J. Bell (drawn by D. Favors),,16,15
48,1,4:57.0,D. Favors makes free throw 1 of 2,,17,15
49,1,4:57.0,,A. Iguodala enters the game for D. Green,17,15
50,1,4:57.0,D. Favors makes free throw 2 of 2,,18,15
51,1,4:43.0,,J. Bell misses 2-pt hook shot from 9 ft,18,15
52,1,4:39.0,Defensive rebound by D. Favors,,18,15
53,1,4:30.0,T. Sefolosha misses 2-pt jump shot from 5 ft (block by K. Durant),,18,15
54,1,4:26.0,,Defensive rebound by J. Bell,18,15
