,QUARTER,TIME_REMAINING,ATLANTA_ACTION,BROOKLYN_ACTION,ATLANTA_SCORE,BROOKLYN_SCORE
138,2,9:32.0,I. Taylor makes 2-pt jump shot from 5 ft (assist by T. Cavanaugh),,34,22
139,2,9:15.0,,Q. Acy makes 3-pt jump shot from 22 ft (assist by C. LeVert),34,25
140,2,9:03.0,D. Bembry misses 2-pt layup from 4 ft (block by Q. Acy),,34,25
141,2,9:03.0,Offensive rebound by Team,,34,25
142,2,9:03.0,T. Prince enters the game for M. Belinelli,,34,25
143,2,8:58.0,,Offensive charge foul by T. Prince (drawn by C. LeVert),34,25
144,2,8:58.0,Turnover by T. Prince (offensive foul),,34,25
145,2,8:47.0,,Turnover by C. LeVert (lost ball; steal by I. Taylor),34,25
146,2,8:47.0,Personal foul by C. LeVert (drawn by T. Cavanaugh),,34,25
147,2,8:37.0,D. Bembry makes 2-pt jump shot from 7 ft,,36,25
148,2,8:23.0,,A. Crabbe makes 3-pt jump shot from 26 ft,36,28
149,2,8:06.0,Turnover by D. Bembry (out of bounds lost ball),,36,28
150,2,8:06.0,,S. Dinwiddie enters the game for C. LeVert,36,28
151,2,8:06.0,D. Schröder enters the game for I. Taylor,,36,28
152,2,7:54.0,,J. Harris makes 3-pt jump shot from 25 ft (assist by A. Crabbe),36,31
153,2,7:51.0,Atlanta full timeout,,36,31
154,2,7:51.0,,D. Carroll enters the game for T. Zeller,36,31
155,2,7:51.0,E. İlyasova enters the game for D. Bembry,,36,31
156,2,7:43.0,Offensive foul by T. Prince (drawn by A. Crabbe),,36,31
157,2,7:43.0,Turnover by T. Prince (offensive foul),,36,31
158,2,7:26.0,,S. Dinwiddie misses 3-pt jump shot from 28 ft,36,31
159,2,7:23.0,Defensive rebound by E. İlyasova,,36,31
160,2,7:14.0,E. İlyasova misses 2-pt layup from 1 ft,,36,31
161,2,7:14.0,Offensive rebound by E. İlyasova,,36,31
162,2,7:11.0,E. İlyasova misses 2-pt layup at rim (block by D. Carroll),,36,31
163,2,7:11.0,,Defensive rebound by D. Carroll,36,31
164,2,6:52.0,,Offensive foul by J. Harris (drawn by D. Schröder),36,31
165,2,6:52.0,,Turnover by J. Harris (offensive foul),36,31
166,2,6:39.0,D. Schröder misses 2-pt jump shot from 21 ft,,36,31
167,2,6:39.0,,Defensive rebound by D. Carroll,36,31
168,2,6:32.0,,Personal block foul by T. Cavanaugh (drawn by J. Harris),36,31
169,2,6:13.0,,S. Dinwiddie makes 2-pt layup from 2 ft,36,33
170,2,5:53.0,T. Prince misses 2-pt jump shot from 6 ft,,36,33
171,2,5:50.0,,Defensive rebound by A. Crabbe,36,33
172,2,5:43.0,Offensive charge foul by J. Harris (drawn by T. Prince),,36,33
173,2,5:43.0,,Turnover by J. Harris (offensive foul),36,33
174,2,5:43.0,,T. Booker enters the game for J. Harris,36,33
175,2,5:43.0,,C. LeVert enters the game for Q. Acy,36,33
176,2,5:43.0,L. Babbitt enters the game for T. Cavanaugh,,36,33
177,2,5:34.0,D. Schröder makes 2-pt jump shot from 20 ft,,38,33
178,2,5:19.0,,Personal foul by E. İlyasova (drawn by S. Dinwiddie),38,33
179,2,5:08.0,,A. Crabbe misses 2-pt jump shot from 13 ft,38,33
180,2,5:05.0,Defensive rebound by T. Prince,,38,33
181,2,4:54.0,Personal foul by C. LeVert (drawn by T. Prince),,38,33
182,2,4:54.0,M. Belinelli enters the game for K. Bazemore,,38,33
183,2,4:47.0,D. Schröder makes 2-pt layup from 2 ft,,40,33
184,2,4:32.0,,C. LeVert makes 3-pt jump shot from 24 ft (assist by S. Dinwiddie),40,36
185,2,4:14.0,E. İlyasova makes 2-pt jump shot from 19 ft (assist by D. Schröder),,42,36
186,2,4:01.0,,D. Carroll makes 3-pt jump shot from 22 ft (assist by A. Crabbe),42,39
187,2,3:47.0,T. Prince makes 2-pt layup at rim,,44,39
188,2,3:38.0,,C. LeVert misses 2-pt jump shot from 16 ft,44,39
189,2,3:35.0,Defensive rebound by L. Babbitt,,44,39
190,2,3:17.0,Offensive foul by E. İlyasova (drawn by C. LeVert),,44,39
191,2,3:17.0,Turnover by E. İlyasova (offensive foul),,44,39
192,2,3:17.0,,J. Harris enters the game for A. Crabbe,44,39
193,2,3:17.0,D. Bembry enters the game for E. İlyasova,,44,39
194,2,3:17.0,M. Plumlee enters the game for T. Prince,,44,39
195,2,2:52.0,,D. Carroll makes 2-pt layup from 1 ft (assist by S. Dinwiddie),44,41
196,2,2:35.0,L. Babbitt misses 3-pt jump shot from 22 ft,,44,41
197,2,2:31.0,Offensive rebound by D. Schröder,,44,41
198,2,2:22.0,D. Bembry makes 2-pt layup at rim (assist by M. Belinelli),,46,41
199,2,2:05.0,,Turnover by C. LeVert (bad pass),46,41
200,2,2:05.0,,J. Allen enters the game for T. Booker,46,41
201,2,1:54.0,L. Babbitt makes 3-pt jump shot from 25 ft (assist by M. Plumlee),,49,41
202,2,1:35.0,,Personal foul by D. Bembry (drawn by C. LeVert),49,41
203,2,1:32.0,,S. Dinwiddie misses 3-pt jump shot from 25 ft,49,41
204,2,1:29.0,Defensive rebound by L. Babbitt,,49,41
205,2,1:20.0,K. Bazemore enters the game for L. Babbitt,,49,41
206,2,1:10.0,K. Bazemore makes 2-pt jump shot from 22 ft,,51,41
207,2,0:57.0,,Turnover by C. LeVert (bad pass; steal by K. Bazemore),51,41
208,2,0:48.0,M. Belinelli misses 2-pt layup from 3 ft,,51,41
209,2,0:47.0,,Defensive rebound by Team,51,41
210,2,0:47.0,Loose ball foul by M. Plumlee (drawn by J. Allen),,51,41
211,2,0:47.0,,J. Harris makes technical free throw,51,42
212,2,0:47.0,,J. Allen misses free throw 1 of 2,51,42
213,2,0:47.0,,Offensive rebound by Team,51,42
214,2,0:47.0,,J. Allen makes free throw 2 of 2,51,43
215,2,0:36.0,D. Schröder makes 3-pt jump shot from 24 ft,,54,43
216,2,0:30.0,,S. Dinwiddie makes 2-pt jump shot from 16 ft,54,45
217,2,0:09.0,D. Schröder misses 2-pt jump shot from 19 ft,,54,45
218,2,0:06.0,,Defensive rebound by J. Harris,54,45
219,2,0:02.0,,C. LeVert misses 3-pt jump shot from 22 ft,54,45
220,2,0:02.0,Defensive rebound by M. Plumlee,,54,45
221,3,11:39.0,,A. Crabbe makes 3-pt jump shot from 25 ft (assist by S. Dinwiddie),54,48
222,3,11:21.0,Offensive foul by M. Plumlee (drawn by S. Dinwiddie),,54,48
223,3,11:21.0,Turnover by M. Plumlee (offensive foul),,54,48
224,3,11:09.0,,T. Zeller makes 2-pt jump shot from 8 ft (assist by S. Dinwiddie),54,50
225,3,10:56.0,E. İlyasova makes 2-pt layup at rim (assist by M. Plumlee),,56,50
226,3,10:36.0,Offensive charge foul by D. Carroll (drawn by E. İlyasova),,56,50
227,3,10:36.0,,Turnover by D. Carroll (offensive foul),56,50
228,3,10:22.0,D. Schröder misses 2-pt jump shot from 12 ft,,56,50
229,3,10:16.0,,Defensive rebound by S. Dinwiddie,56,50
230,3,10:14.0,,Turnover by S. Dinwiddie (bad pass; steal by T. Prince),56,50
231,3,10:01.0,D. Schröder makes 2-pt layup from 2 ft,,58,50
232,3,9:43.0,,T. Booker misses 2-pt layup from 2 ft,58,50
233,3,9:41.0,Defensive rebound by M. Plumlee,,58,50
234,3,9:26.0,D. Schröder misses 2-pt layup from 1 ft,,58,50
235,3,9:24.0,Offensive rebound by D. Schröder,,58,50
236,3,9:20.0,D. Schröder makes 2-pt jump shot from 16 ft,,60,50
237,3,9:16.0,Technical foul by T. Prince,,60,50
238,3,9:16.0,,A. Crabbe makes technical free throw,60,51
239,3,9:06.0,,T. Zeller makes 2-pt jump shot from 4 ft (assist by S. Dinwiddie),60,53
240,3,8:49.0,T. Prince misses 2-pt layup from 2 ft,,60,53
241,3,8:44.0,Offensive rebound by E. İlyasova,,60,53
242,3,8:44.0,E. İlyasova misses 2-pt layup at rim,,60,53
243,3,8:44.0,,Defensive rebound by T. Booker,60,53
244,3,8:41.0,,A. Crabbe misses 3-pt jump shot from 24 ft,60,53
245,3,8:38.0,,Offensive rebound by D. Carroll,60,53
246,3,8:31.0,,D. Carroll makes 3-pt jump shot from 24 ft (assist by T. Booker),60,56
247,3,8:04.0,M. Plumlee makes 2-pt hook shot from 9 ft,,62,56
248,3,7:46.0,,T. Booker misses 2-pt layup from 3 ft (block by M. Plumlee),62,56
249,3,7:43.0,,Offensive rebound by S. Dinwiddie,62,56
250,3,7:43.0,,A. Crabbe makes 3-pt jump shot from 24 ft (assist by S. Dinwiddie),62,59
251,3,7:41.0,Atlanta full timeout,,62,59
252,3,7:41.0,T. Cavanaugh enters the game for M. Plumlee,,62,59
253,3,7:30.0,T. Prince makes 3-pt jump shot from 24 ft (assist by T. Cavanaugh),,65,59
254,3,7:14.0,,D. Carroll misses 2-pt layup at rim,65,59
255,3,7:12.0,Defensive rebound by T. Prince,,65,59
256,3,7:09.0,T. Prince misses 3-pt jump shot from 25 ft,,65,59
257,3,7:06.0,Offensive rebound by E. İlyasova,,65,59
258,3,7:06.0,E. İlyasova makes 2-pt layup from 1 ft,,67,59
259,3,6:40.0,,S. Dinwiddie misses 3-pt jump shot from 23 ft,67,59
260,3,6:37.0,Defensive rebound by T. Prince,,67,59
261,3,6:32.0,D. Schröder misses 2-pt jump shot from 21 ft,,67,59
262,3,6:29.0,,Defensive rebound by T. Zeller,67,59
263,3,6:20.0,,T. Booker misses 2-pt hook shot from 6 ft,67,59
264,3,6:17.0,Defensive rebound by K. Bazemore,,67,59
265,3,6:09.0,T. Cavanaugh misses 3-pt jump shot from 24 ft,,67,59
266,3,6:06.0,,Defensive rebound by S. Dinwiddie,67,59
267,3,5:50.0,,D. Carroll misses 3-pt jump shot from 24 ft,67,59
268,3,5:47.0,Defensive rebound by E. İlyasova,,67,59
269,3,5:35.0,K. Bazemore misses 3-pt jump shot from 25 ft,,67,59
270,3,5:32.0,,Defensive rebound by T. Zeller,67,59
271,3,5:28.0,,Brooklyn full timeout,67,59
272,3,5:28.0,,R. Hollis-Jefferson enters the game for T. Booker,67,59
273,3,5:28.0,M. Belinelli enters the game for E. İlyasova,,67,59
274,3,5:28.0,L. Babbitt enters the game for K. Bazemore,,67,59
275,3,5:22.0,,T. Zeller makes 2-pt layup from 1 ft (assist by S. Dinwiddie),67,61
276,3,5:07.0,L. Babbitt misses 3-pt jump shot from 24 ft,,67,61
277,3,5:04.0,,Defensive rebound by T. Zeller,67,61
278,3,5:01.0,,Turnover by S. Dinwiddie (bad pass; steal by D. Schröder),67,61
279,3,4:43.0,D. Schröder misses 3-pt jump shot from 24 ft,,67,61
280,3,4:40.0,,Defensive rebound by T. Zeller,67,61
281,3,4:31.0,,A. Crabbe misses 3-pt jump shot from 24 ft,67,61
282,3,4:28.0,Defensive rebound by T. Prince,,67,61
283,3,4:28.0,,J. Harris enters the game for A. Crabbe,67,61
284,3,4:28.0,D. Bembry enters the game for T. Prince,,67,61
285,3,4:28.0,I. Taylor enters the game for D. Schröder,,67,61
286,3,4:11.0,I. Taylor misses 2-pt layup from 2 ft,,67,61
287,3,4:08.0,,Defensive rebound by D. Carroll,67,61
288,3,4:05.0,,J. Harris makes 3-pt jump shot from 24 ft (assist by D. Carroll),67,64
289,3,3:49.0,Personal foul by J. Harris (drawn by I. Taylor),,67,64
290,3,3:35.0,M. Belinelli makes 3-pt jump shot from 26 ft,,70,64
291,3,3:15.0,,D. Carroll misses 3-pt jump shot from 25 ft,70,64
292,3,3:12.0,Defensive rebound by T. Cavanaugh,,70,64
293,3,3:03.0,T. Cavanaugh misses 3-pt jump shot from 24 ft,,70,64
294,3,3:00.0,,Defensive rebound by S. Dinwiddie,70,64
295,3,2:55.0,,R. Hollis-Jefferson makes 2-pt layup from 1 ft (assist by S. Dinwiddie),70,66
296,3,2:41.0,I. Taylor makes 2-pt layup at rim,,72,66
297,3,2:29.0,,D. Carroll misses 3-pt jump shot from 23 ft,72,66
298,3,2:25.0,Defensive rebound by D. Bembry,,72,66
299,3,2:17.0,D. Bembry misses 2-pt layup at rim,,72,66
300,3,2:15.0,,Defensive rebound by R. Hollis-Jefferson,72,66
301,3,2:10.0,,Shooting foul by I. Taylor (drawn by D. Carroll),72,66
302,3,2:10.0,,D. Carroll makes free throw 1 of 2,72,67
303,3,2:10.0,,J. Allen enters the game for S. Dinwiddie,72,67
304,3,2:10.0,,C. LeVert enters the game for T. Zeller,72,67
305,3,2:10.0,M. Plumlee enters the game for T. Cavanaugh,,72,67
306,3,2:10.0,,D. Carroll misses free throw 2 of 2,72,67
307,3,2:08.0,Defensive rebound by M. Plumlee,,72,67
308,3,1:49.0,D. Bembry misses 2-pt layup from 3 ft,,72,67
309,3,1:47.0,,Defensive rebound by R. Hollis-Jefferson,72,67
310,3,1:43.0,,D. Carroll misses 3-pt jump shot from 24 ft,72,67
311,3,1:43.0,Defensive rebound by I. Taylor,,72,67
312,3,1:23.0,D. Bembry makes 2-pt layup from 1 ft,,74,67
313,3,1:23.0,Shooting foul by J. Allen (drawn by D. Bembry),,74,67
314,3,1:23.0,M. Belinelli makes technical free throw,,75,67
315,3,1:23.0,,S. Kilpatrick enters the game for D. Carroll,75,67
316,3,1:23.0,D. Bembry misses free throw 1 of 1,,75,67
317,3,1:22.0,,Defensive rebound by Team,75,67
318,3,1:22.0,Loose ball foul by M. Plumlee (drawn by R. Hollis-Jefferson),,75,67
319,3,1:11.0,,S. Kilpatrick makes 3-pt jump shot from 24 ft (assist by J. Allen),75,70
320,3,0:55.0,L. Babbitt makes 2-pt jump shot from 14 ft,,77,70
321,3,0:55.0,Shooting foul by J. Allen (drawn by L. Babbitt),,77,70
322,3,0:55.0,L. Babbitt makes free throw 1 of 1,,78,70
323,3,0:43.0,,J. Harris makes 3-pt jump shot from 24 ft (assist by C. LeVert),78,73
324,3,0:30.0,L. Babbitt makes 3-pt jump shot from 24 ft (assist by M. Belinelli),,81,73
325,3,0:18.0,,J. Allen misses 2-pt dunk from 1 ft,81,73
326,3,0:15.0,,Offensive rebound by J. Allen,81,73
327,3,0:15.0,,J. Allen makes 2-pt layup from 2 ft,81,75
328,3,0:03.0,I. Taylor misses 2-pt layup from 1 ft (block by S. Kilpatrick),,81,75
329,3,0:00.0,,Defensive rebound by S. Kilpatrick,81,75
330,3,0:00.0,,C. LeVert misses 3-pt jump shot from 28 ft,81,75
331,3,0:00.0,,Offensive rebound by Team,81,75
332,4,11:51.0,L. Babbitt makes 3-pt jump shot from 24 ft (assist by I. Taylor),,84,75
333,4,11:36.0,,S. Kilpatrick makes 3-pt jump shot from 25 ft (assist by R. Hollis-Jefferson),84,78
334,4,11:20.0,M. Plumlee makes 2-pt dunk from 1 ft (assist by L. Babbitt),,86,78
335,4,11:12.0,,Shooting foul by M. Plumlee (drawn by J. Allen),86,78
336,4,11:12.0,,J. Allen makes free throw 1 of 2,86,79
337,4,11:12.0,K. Bazemore enters the game for L. Babbitt,,86,79
338,4,11:12.0,,J. Allen makes free throw 2 of 2,86,80
339,4,10:56.0,D. Bembry misses 2-pt hook shot from 7 ft,,86,80
340,4,10:52.0,Offensive rebound by M. Plumlee,,86,80
341,4,10:52.0,M. Plumlee makes 2-pt layup at rim,,88,80
342,4,10:38.0,,R. Hollis-Jefferson misses 2-pt layup from 2 ft (block by M. Plumlee),88,80
343,4,10:36.0,Defensive rebound by I. Taylor,,88,80
344,4,10:32.0,I. Taylor misses 2-pt jump shot from 2 ft,,88,80
345,4,10:29.0,,Defensive rebound by J. Allen,88,80
346,4,10:23.0,,R. Hollis-Jefferson makes 2-pt layup from 1 ft,88,82
347,4,10:04.0,K. Bazemore misses 2-pt jump shot from 19 ft,,88,82
348,4,10:00.0,,Defensive rebound by S. Kilpatrick,88,82
349,4,9:54.0,,J. Allen makes 2-pt dunk at rim (assist by J. Harris),88,84
350,4,9:54.0,Atlanta full timeout,,88,84
351,4,9:54.0,T. Cavanaugh enters the game for M. Plumlee,,88,84
352,4,9:36.0,K. Bazemore misses 2-pt jump shot from 5 ft,,88,84
353,4,9:33.0,,Defensive rebound by J. Allen,88,84
354,4,9:29.0,,S. Kilpatrick makes 2-pt layup from 2 ft,88,86
355,4,9:14.0,T. Cavanaugh makes 2-pt jump shot from 6 ft (assist by I. Taylor),,90,86
356,4,8:55.0,,R. Hollis-Jefferson misses 2-pt jump shot from 16 ft,90,86
357,4,8:52.0,Defensive rebound by T. Cavanaugh,,90,86
358,4,8:42.0,M. Belinelli misses 2-pt jump shot from 7 ft,,90,86
359,4,8:38.0,,Defensive rebound by J. Harris,90,86
360,4,8:34.0,,C. LeVert misses 2-pt layup from 2 ft,90,86
361,4,8:34.0,,Offensive rebound by J. Allen,90,86
362,4,8:29.0,,R. Hollis-Jefferson misses 2-pt layup from 2 ft,90,86
363,4,8:29.0,,Offensive rebound by C. LeVert,90,86
364,4,8:23.0,,S. Kilpatrick misses 3-pt jump shot from 23 ft,90,86
365,4,8:23.0,,Offensive rebound by Team,90,86
366,4,8:23.0,Loose ball foul by M. Belinelli (drawn by R. Hollis-Jefferson),,90,86
367,4,8:23.0,T. Prince enters the game for M. Belinelli,,90,86
368,4,8:23.0,D. Schröder enters the game for I. Taylor,,90,86
369,4,8:13.0,,J. Allen makes 2-pt layup from 1 ft (assist by C. LeVert),90,88
370,4,7:55.0,T. Prince makes 2-pt layup from 2 ft,,92,88
371,4,7:49.0,,J. Harris misses 3-pt jump shot from 22 ft,92,88
