,QUARTER,TIME_REMAINING,ATLANTA_ACTION,DALLAS_ACTION,ATLANTA_SCORE,DALLAS_SCORE
148,2,7:29.0,,W. Matthews enters the game for D. Finney-Smith,35,33
149,2,7:29.0,,Y. Ferrell enters the game for D. Harris,35,33
150,2,7:29.0,,H. Barnes makes free throw 2 of 2,35,34
151,2,7:19.0,K. Bazemore misses 2-pt layup from 4 ft (block by N. Noel),,35,34
152,2,7:16.0,,Defensive rebound by D. Smith,35,34
153,2,7:12.0,,W. Matthews misses 3-pt jump shot from 23 ft,35,34
154,2,7:09.0,,Offensive rebound by N. Noel,35,34
155,2,7:09.0,,N. Noel makes 2-pt dunk at rim,35,36
156,2,7:09.0,,Shooting foul by K. Bazemore (drawn by N. Noel),35,36
157,2,7:09.0,Technical foul by K. Bazemore,,35,36
158,2,7:09.0,,H. Barnes makes technical free throw,35,37
159,2,7:09.0,Atlanta full timeout,,35,37
160,2,7:09.0,,N. Noel makes free throw 1 of 1,35,38
161,2,6:54.0,D. Schröder makes 2-pt layup from 4 ft,,37,38
162,2,6:54.0,Shooting foul by Y. Ferrell (drawn by D. Schröder),,37,38
163,2,6:54.0,D. Schröder makes free throw 1 of 1,,38,38
164,2,6:38.0,,W. Matthews misses 2-pt jump shot from 18 ft,38,38
165,2,6:35.0,Defensive rebound by T. Prince,,38,38
166,2,6:24.0,,Offensive charge foul by K. Bazemore (drawn by Y. Ferrell),38,38
167,2,6:24.0,Turnover by K. Bazemore (offensive foul),,38,38
168,2,6:14.0,,H. Barnes misses 3-pt jump shot from 25 ft,38,38
169,2,6:12.0,Defensive rebound by T. Prince,,38,38
170,2,6:09.0,Turnover by D. Dedmon (traveling),,38,38
171,2,6:09.0,M. Belinelli enters the game for K. Bazemore,,38,38
172,2,5:58.0,,Turnover by W. Matthews (lost ball; steal by D. Schröder),38,38
173,2,5:54.0,T. Prince makes 2-pt layup from 1 ft (assist by D. Schröder),,40,38
174,2,5:33.0,,D. Smith misses 3-pt jump shot from 24 ft,40,38
175,2,5:30.0,Defensive rebound by D. Dedmon,,40,38
176,2,5:20.0,D. Schröder misses 2-pt jump shot from 19 ft,,40,38
177,2,5:18.0,,Defensive rebound by N. Noel,40,38
178,2,5:16.0,,Personal take foul by D. Schröder (drawn by D. Smith),40,38
179,2,5:16.0,,D. Smith makes free throw 1 of 2,40,39
180,2,5:16.0,J. Magette enters the game for D. Dedmon,,40,39
181,2,5:16.0,J. Collins enters the game for D. Schröder,,40,39
182,2,5:16.0,,D. Smith makes free throw 2 of 2,40,40
183,2,5:07.0,E. İlyasova misses 3-pt jump shot from 25 ft,,40,40
184,2,5:04.0,,Defensive rebound by N. Noel,40,40
185,2,4:53.0,Loose ball foul by J. Magette (drawn by N. Noel),,40,40
186,2,4:53.0,,N. Noel makes free throw 1 of 2,40,41
187,2,4:53.0,,N. Noel makes free throw 2 of 2,40,42
188,2,4:33.0,M. Belinelli makes 2-pt jump shot from 15 ft (assist by J. Magette),,42,42
189,2,4:21.0,,Shooting foul by J. Collins (drawn by D. Smith),42,42
190,2,4:21.0,,D. Smith makes free throw 1 of 2,42,43
191,2,4:21.0,D. Bembry enters the game for T. Prince,,42,43
192,2,4:21.0,,D. Smith misses free throw 2 of 2,42,43
193,2,4:19.0,Defensive rebound by J. Collins,,42,43
194,2,4:14.0,Personal take foul by D. Smith (drawn by J. Magette),,42,43
195,2,4:14.0,,J. Barea enters the game for D. Smith,42,43
196,2,4:00.0,Turnover by M. Belinelli (lost ball; steal by N. Noel),,42,43
197,2,3:46.0,,Dallas full timeout,42,43
198,2,3:46.0,,D. Nowitzki enters the game for N. Noel,42,43
199,2,3:46.0,L. Babbitt enters the game for E. İlyasova,,42,43
200,2,3:40.0,,H. Barnes misses 2-pt jump shot from 6 ft,42,43
201,2,3:38.0,Defensive rebound by J. Magette,,42,43
202,2,3:30.0,Shooting foul by W. Matthews (drawn by M. Belinelli),,42,43
203,2,3:30.0,M. Belinelli makes free throw 1 of 2,,43,43
204,2,3:30.0,M. Belinelli makes free throw 2 of 2,,44,43
205,2,3:10.0,,Y. Ferrell misses 2-pt layup from 1 ft,44,43
206,2,3:07.0,Defensive rebound by J. Collins,,44,43
207,2,3:01.0,L. Babbitt misses 3-pt jump shot from 25 ft,,44,43
208,2,2:58.0,,Defensive rebound by W. Matthews,44,43
209,2,2:50.0,,Shooting foul by J. Magette (drawn by J. Barea),44,43
210,2,2:50.0,,J. Barea makes free throw 1 of 2,44,44
211,2,2:50.0,,J. Barea makes free throw 2 of 2,44,45
212,2,2:36.0,J. Collins misses 2-pt dunk from 2 ft,,44,45
213,2,2:35.0,Offensive rebound by L. Babbitt,,44,45
214,2,2:33.0,L. Babbitt makes 2-pt jump shot from 15 ft,,46,45
215,2,2:14.0,,D. Nowitzki misses 2-pt jump shot from 18 ft,46,45
216,2,2:09.0,,Offensive rebound by W. Matthews,46,45
217,2,2:08.0,,W. Matthews misses 2-pt layup from 1 ft,46,45
218,2,2:08.0,,Offensive rebound by W. Matthews,46,45
219,2,2:04.0,,D. Nowitzki misses 3-pt jump shot from 25 ft,46,45
220,2,2:04.0,Defensive rebound by M. Belinelli,,46,45
221,2,1:55.0,J. Magette makes 3-pt jump shot from 28 ft,,49,45
222,2,1:39.0,,D. Nowitzki misses 3-pt jump shot from 24 ft,49,45
223,2,1:39.0,Defensive rebound by M. Belinelli,,49,45
224,2,1:31.0,M. Belinelli makes 3-pt jump shot from 28 ft,,52,45
225,2,1:14.0,,W. Matthews misses 3-pt jump shot from 22 ft,52,45
226,2,1:11.0,Defensive rebound by D. Bembry,,52,45
227,2,1:04.0,J. Collins misses 2-pt layup from 2 ft,,52,45
228,2,1:03.0,Offensive rebound by D. Bembry,,52,45
229,2,1:02.0,D. Bembry makes 2-pt layup from 1 ft,,54,45
230,2,1:02.0,,Dallas full timeout,54,45
231,2,1:02.0,,D. Smith enters the game for J. Barea,54,45
232,2,1:02.0,D. Schröder enters the game for J. Magette,,54,45
233,2,0:50.0,,Turnover by D. Smith (palming),54,45
234,2,0:34.0,D. Schröder makes 2-pt layup from 1 ft,,56,45
235,2,0:34.0,,Violation by D. Smith (def goaltending),56,45
236,2,0:20.0,,H. Barnes makes 2-pt dunk from 1 ft (assist by Y. Ferrell),56,47
237,2,0:07.0,D. Bembry makes 2-pt jump shot from 5 ft (assist by D. Schröder),,58,47
238,2,0:00.0,,D. Nowitzki misses 3-pt jump shot from 25 ft,58,47
239,2,0:00.0,Defensive rebound by M. Belinelli,,58,47
240,3,11:43.0,,H. Barnes misses 2-pt layup from 3 ft (block by E. İlyasova),58,47
241,3,11:41.0,,Offensive rebound by H. Barnes,58,47
242,3,11:39.0,,Y. Ferrell makes 3-pt jump shot from 25 ft (assist by H. Barnes),58,50
243,3,11:19.0,D. Dedmon misses 2-pt jump shot from 15 ft,,58,50
244,3,11:18.0,,Defensive rebound by Team,58,50
245,3,11:02.0,,D. Smith makes 3-pt jump shot from 25 ft,58,53
246,3,10:41.0,T. Prince misses 2-pt jump shot from 7 ft,,58,53
247,3,10:40.0,Offensive rebound by E. İlyasova,,58,53
248,3,10:40.0,Shooting foul by W. Matthews (drawn by E. İlyasova),,58,53
249,3,10:40.0,E. İlyasova makes free throw 1 of 2,,59,53
250,3,10:40.0,E. İlyasova makes free throw 2 of 2,,60,53
251,3,10:27.0,,D. Smith makes 2-pt jump shot from 17 ft,60,55
252,3,10:13.0,D. Schröder makes 2-pt jump shot from 9 ft,,62,55
253,3,9:59.0,,H. Barnes makes 2-pt layup from 2 ft (assist by D. Smith),62,57
254,3,9:44.0,T. Prince misses 2-pt jump shot from 20 ft,,62,57
255,3,9:42.0,,Personal foul by E. İlyasova (drawn by W. Matthews),62,57
256,3,9:41.0,,Defensive rebound by W. Matthews,62,57
257,3,9:31.0,,D. Smith makes 2-pt layup at rim,62,59
258,3,9:15.0,D. Schröder misses 2-pt layup from 2 ft,,62,59
259,3,9:13.0,,Defensive rebound by D. Nowitzki,62,59
260,3,9:09.0,,D. Smith misses 3-pt jump shot from 25 ft,62,59
261,3,9:06.0,Defensive rebound by T. Prince,,62,59
262,3,8:51.0,D. Dedmon makes 2-pt jump shot from 11 ft (assist by D. Schröder),,64,59
263,3,8:32.0,,W. Matthews misses 2-pt jump shot from 5 ft,64,59
264,3,8:30.0,Defensive rebound by D. Dedmon,,64,59
265,3,8:23.0,Personal block foul by W. Matthews (drawn by D. Dedmon),,64,59
266,3,8:16.0,K. Bazemore misses 2-pt jump shot from 19 ft,,64,59
267,3,8:12.0,,Defensive rebound by W. Matthews,64,59
268,3,8:06.0,,Turnover by W. Matthews (turnover; steal by E. İlyasova),64,59
269,3,8:01.0,Turnover by D. Dedmon (traveling),,64,59
270,3,7:50.0,,D. Nowitzki makes 2-pt jump shot from 21 ft (assist by D. Smith),64,61
271,3,7:36.0,K. Bazemore makes 2-pt jump shot from 10 ft,,66,61
272,3,7:22.0,,Shooting foul by E. İlyasova (drawn by H. Barnes),66,61
273,3,7:22.0,,H. Barnes makes free throw 1 of 2,66,62
274,3,7:22.0,M. Muscala enters the game for E. İlyasova,,66,62
275,3,7:22.0,,H. Barnes makes free throw 2 of 2,66,63
276,3,7:10.0,Personal foul by D. Nowitzki (drawn by D. Dedmon),,66,63
277,3,7:08.0,T. Prince makes 2-pt dunk at rim (assist by K. Bazemore),,68,63
278,3,6:49.0,,Y. Ferrell misses 3-pt jump shot from 25 ft,68,63
279,3,6:46.0,Defensive rebound by T. Prince,,68,63
280,3,6:36.0,D. Schröder misses 3-pt jump shot from 28 ft,,68,63
281,3,6:34.0,,Defensive rebound by W. Matthews,68,63
282,3,6:34.0,,Dallas full timeout,68,63
283,3,6:34.0,,N. Noel enters the game for D. Nowitzki,68,63
284,3,6:34.0,J. Collins enters the game for D. Dedmon,,68,63
285,3,6:16.0,,W. Matthews makes 3-pt jump shot from 25 ft (assist by D. Smith),68,66
286,3,6:01.0,J. Collins misses 2-pt layup from 3 ft (block by N. Noel),,68,66
287,3,5:59.0,,Defensive rebound by N. Noel,68,66
288,3,5:55.0,,Turnover by W. Matthews (lost ball; steal by J. Collins),68,66
289,3,5:38.0,Turnover by J. Collins (lost ball; steal by Y. Ferrell),,68,66
290,3,5:30.0,,W. Matthews makes 3-pt jump shot from 23 ft (assist by D. Smith),68,69
291,3,5:09.0,Offensive foul by T. Prince (drawn by W. Matthews),,68,69
292,3,5:09.0,Turnover by T. Prince (offensive foul),,68,69
293,3,5:09.0,D. Bembry enters the game for T. Prince,,68,69
294,3,5:09.0,M. Belinelli enters the game for D. Schröder,,68,69
295,3,5:09.0,M. Delaney enters the game for K. Bazemore,,68,69
296,3,4:54.0,,Turnover by W. Matthews (bad pass; steal by D. Bembry),68,69
297,3,4:50.0,Turnover by D. Bembry (bad pass; steal by W. Matthews),,68,69
298,3,4:50.0,,Turnover by W. Matthews (bad pass; steal by M. Belinelli),68,69
299,3,4:41.0,M. Muscala makes 2-pt layup at rim (assist by D. Bembry),,70,69
300,3,4:29.0,,H. Barnes misses 3-pt jump shot from 26 ft,70,69
301,3,4:29.0,Defensive rebound by M. Muscala,,70,69
302,3,4:15.0,J. Collins makes 2-pt layup from 2 ft (assist by M. Belinelli),,72,69
303,3,3:56.0,,H. Barnes misses 2-pt layup from 3 ft (block by D. Bembry),72,69
304,3,3:53.0,Defensive rebound by D. Bembry,,72,69
305,3,3:49.0,D. Bembry misses 2-pt layup from 3 ft,,72,69
306,3,3:44.0,Offensive rebound by M. Muscala,,72,69
307,3,3:44.0,M. Muscala makes 2-pt layup at rim,,74,69
308,3,3:37.0,,Y. Ferrell misses 2-pt jump shot from 14 ft,74,69
309,3,3:30.0,,Offensive rebound by D. Smith,74,69
310,3,3:30.0,,D. Smith makes 2-pt dunk at rim,74,71
311,3,3:27.0,Atlanta full timeout,,74,71
312,3,3:27.0,,D. Harris enters the game for D. Smith,74,71
313,3,3:27.0,,J. Barea enters the game for Y. Ferrell,74,71
314,3,3:19.0,M. Belinelli makes 3-pt jump shot from 24 ft (assist by M. Muscala),,77,71
315,3,2:59.0,,N. Noel makes 2-pt dunk at rim (assist by W. Matthews),77,73
316,3,2:42.0,M. Belinelli misses 3-pt jump shot from 24 ft,,77,73
317,3,2:40.0,,Defensive rebound by W. Matthews,77,73
318,3,2:33.0,,Turnover by H. Barnes (bad pass; steal by M. Belinelli),77,73
319,3,2:30.0,J. Collins makes 2-pt dunk at rim (assist by M. Belinelli),,79,73
320,3,2:09.0,,D. Harris makes 3-pt jump shot from 22 ft (assist by H. Barnes),79,76
321,3,1:56.0,M. Muscala misses 3-pt jump shot from 24 ft,,79,76
322,3,1:54.0,,Defensive rebound by J. Barea,79,76
323,3,1:38.0,,N. Noel makes 2-pt layup from 1 ft (assist by D. Harris),79,78
324,3,1:38.0,,Shooting foul by M. Muscala (drawn by N. Noel),79,78
325,3,1:38.0,,D. Nowitzki enters the game for W. Matthews,79,78
326,3,1:38.0,,D. Finney-Smith enters the game for H. Barnes,79,78
327,3,1:38.0,,N. Noel makes free throw 1 of 1,79,79
328,3,1:27.0,M. Belinelli makes 3-pt jump shot from 24 ft,,82,79
329,3,1:16.0,,Turnover by D. Harris (lost ball; steal by D. Bembry),82,79
330,3,1:08.0,D. Bembry misses 2-pt hook shot from 8 ft,,82,79
331,3,1:06.0,,Defensive rebound by D. Finney-Smith,82,79
332,3,0:47.0,,D. Harris misses 3-pt jump shot from 25 ft,82,79
333,3,0:45.0,Defensive rebound by Team,,82,79
334,3,0:31.0,Personal foul by D. Finney-Smith (drawn by M. Belinelli),,82,79
335,3,0:22.0,M. Delaney misses 3-pt jump shot from 26 ft,,82,79
336,3,0:19.0,,Defensive rebound by J. Barea,82,79
337,3,0:03.0,,J. Barea makes 3-pt jump shot from 27 ft,82,82
338,3,0:01.0,D. Bembry misses 3-pt jump shot from 42 ft,,82,82
339,3,0:01.0,Offensive rebound by Team,,82,82
340,4,11:46.0,L. Babbitt makes 3-pt jump shot from 24 ft (assist by M. Belinelli),,85,82
341,4,11:29.0,,N. Noel makes 2-pt dunk from 2 ft (assist by J. Barea),85,84
342,4,11:09.0,J. Collins misses 2-pt hook shot from 5 ft,,85,84
343,4,11:08.0,,Defensive rebound by N. Noel,85,84
344,4,11:03.0,,J. Barea makes 2-pt jump shot from 11 ft,85,86
345,4,10:41.0,J. Collins makes 2-pt jump shot from 13 ft (assist by K. Bazemore),,87,86
346,4,10:09.0,,D. Nowitzki misses 2-pt jump shot from 8 ft,87,86
347,4,10:08.0,,Offensive rebound by D. Nowitzki,87,86
348,4,10:06.0,,D. Nowitzki makes 2-pt jump shot from 2 ft,87,88
349,4,9:52.0,M. Belinelli misses 3-pt jump shot from 23 ft,,87,88
350,4,9:52.0,,Defensive rebound by J. Barea,87,88
351,4,9:38.0,,D. Nowitzki misses 2-pt jump shot from 15 ft,87,88
352,4,9:33.0,,Offensive rebound by D. Finney-Smith,87,88
353,4,9:31.0,,Turnover by D. Finney-Smith (bad pass; steal by K. Bazemore),87,88
354,4,9:29.0,K. Bazemore makes 2-pt dunk from 1 ft,,89,88
355,4,9:14.0,,J. Barea misses 3-pt jump shot from 24 ft,89,88
356,4,9:14.0,Defensive rebound by Team,,89,88
357,4,9:12.0,,D. Powell enters the game for N. Noel,89,88
358,4,9:12.0,D. Bembry enters the game for M. Belinelli,,89,88
359,4,9:12.0,D. Dedmon enters the game for J. Collins,,89,88
360,4,9:03.0,D. Schröder misses 2-pt jump shot from 18 ft,,89,88
361,4,9:00.0,Offensive rebound by D. Dedmon,,89,88
362,4,8:59.0,K. Bazemore makes 3-pt jump shot from 23 ft (assist by D. Dedmon),,92,88
363,4,8:57.0,,Dallas full timeout,92,88
364,4,8:57.0,,H. Barnes enters the game for D. Finney-Smith,92,88
365,4,8:57.0,,W. Matthews enters the game for D. Nowitzki,92,88
366,4,8:43.0,,W. Matthews makes 3-pt jump shot from 25 ft (assist by D. Harris),92,91
367,4,8:23.0,D. Schröder makes 2-pt layup from 3 ft,,94,91
368,4,8:12.0,,D. Powell misses 3-pt jump shot from 25 ft,94,91
369,4,8:08.0,Defensive rebound by D. Bembry,,94,91
370,4,7:59.0,Personal foul by D. Powell (drawn by D. Schröder),,94,91
371,4,7:59.0,,Y. Ferrell enters the game for J. Barea,94,91
372,4,7:59.0,,D. Smith enters the game for D. Harris,94,91
373,4,7:50.0,Turnover by D. Schröder (bad pass; steal by D. Powell),,94,91
374,4,7:36.0,,Y. Ferrell misses 2-pt jump shot from 16 ft,94,91
375,4,7:33.0,Defensive rebound by D. Bembry,,94,91
376,4,7:23.0,D. Schröder makes 2-pt layup from 4 ft,,96,91
377,4,7:09.0,,H. Barnes misses 2-pt jump shot from 19 ft,96,91
378,4,7:06.0,Defensive rebound by D. Bembry,,96,91
379,4,6:51.0,Offensive foul by D. Dedmon (drawn by W. Matthews),,96,91
380,4,6:51.0,Turnover by D. Dedmon (offensive foul),,96,91
381,4,6:51.0,E. İlyasova enters the game for L. Babbitt,,96,91
