,QUARTER,TIME_REMAINING,MILWAUKEE_ACTION,ORLANDO_ACTION,MILWAUKEE_SCORE,ORLANDO_SCORE
142,2,6:28.0,,M. Hezonja misses 2-pt layup from 1 ft,35,39
143,2,6:28.0,,Offensive rebound by K. Birch,35,39
144,2,6:28.0,,Shooting foul by T. Zeller (drawn by K. Birch),35,39
145,2,6:28.0,,K. Birch makes free throw 1 of 2,35,40
146,2,6:28.0,T. Maker enters the game for T. Zeller,,35,40
147,2,6:28.0,,K. Birch makes free throw 2 of 2,35,41
148,2,6:14.0,Personal foul by W. Iwundu (drawn by E. Bledsoe),,35,41
149,2,5:58.0,Turnover by K. Middleton (lost ball; steal by M. Hezonja),,35,41
150,2,5:57.0,,Shooting foul by T. Snell (drawn by M. Hezonja),35,41
151,2,5:57.0,,M. Hezonja misses free throw 1 of 2,35,41
152,2,5:57.0,,Offensive rebound by Team,35,41
153,2,5:57.0,,M. Hezonja makes free throw 2 of 2,35,42
154,2,5:45.0,E. Bledsoe misses 2-pt layup from 4 ft,,35,42
155,2,5:42.0,,Defensive rebound by S. Mack,35,42
156,2,5:38.0,,Turnover by S. Mack (bad pass; steal by K. Middleton),35,42
157,2,5:30.0,T. Snell makes 3-pt jump shot from 25 ft (assist by E. Bledsoe),,38,42
158,2,5:04.0,,S. Mack makes 2-pt jump shot from 19 ft,38,44
159,2,4:48.0,E. Bledsoe makes 2-pt layup from 2 ft,,40,44
160,2,4:31.0,,Shooting foul by T. Maker (drawn by W. Iwundu),40,44
161,2,4:31.0,,W. Iwundu makes free throw 1 of 2,40,45
162,2,4:31.0,,J. Simmons enters the game for M. Hezonja,40,45
163,2,4:31.0,G. Antetokounmpo enters the game for S. Kilpatrick,,40,45
164,2,4:31.0,,W. Iwundu makes free throw 2 of 2,40,46
165,2,4:23.0,Shooting block foul by W. Iwundu (drawn by G. Antetokounmpo),,40,46
166,2,4:23.0,G. Antetokounmpo makes free throw 1 of 2,,41,46
167,2,4:23.0,,M. Hezonja enters the game for S. Mack,41,46
168,2,4:23.0,,D. Augustin enters the game for K. Birch,41,46
169,2,4:23.0,,B. Biyombo enters the game for W. Iwundu,41,46
170,2,4:23.0,T. Zeller enters the game for T. Maker,,41,46
171,2,4:23.0,G. Antetokounmpo misses free throw 2 of 2,,41,46
172,2,4:20.0,,Defensive rebound by A. Afflalo,41,46
173,2,4:08.0,,M. Hezonja makes 2-pt layup from 2 ft (assist by D. Augustin),41,48
174,2,3:58.0,K. Middleton misses 2-pt jump shot from 15 ft,,41,48
175,2,3:56.0,,Defensive rebound by B. Biyombo,41,48
176,2,3:47.0,,B. Biyombo misses 2-pt jump shot from 8 ft,41,48
177,2,3:43.0,Defensive rebound by K. Middleton,,41,48
178,2,3:35.0,G. Antetokounmpo misses 2-pt layup from 2 ft (block by B. Biyombo),,41,48
179,2,3:33.0,,Defensive rebound by D. Augustin,41,48
180,2,3:31.0,,Personal foul by K. Middleton (drawn by D. Augustin),41,48
181,2,3:31.0,,D. Augustin makes free throw 1 of 2,41,49
182,2,3:31.0,,D. Augustin makes free throw 2 of 2,41,50
183,2,3:19.0,G. Antetokounmpo makes 2-pt dunk from 2 ft (assist by T. Snell),,43,50
184,2,3:19.0,,Orlando full timeout,43,50
185,2,3:19.0,,E. Fournier enters the game for A. Afflalo,43,50
186,2,3:05.0,,J. Simmons misses 3-pt jump shot from 23 ft,43,50
187,2,3:01.0,Defensive rebound by G. Antetokounmpo,,43,50
188,2,2:55.0,E. Bledsoe makes 2-pt jump shot from 15 ft (assist by G. Antetokounmpo),,45,50
189,2,2:39.0,,Turnover by E. Fournier (lost ball; steal by E. Bledsoe),45,50
190,2,2:34.0,E. Bledsoe makes 2-pt layup from 1 ft (assist by G. Antetokounmpo),,47,50
191,2,2:16.0,,D. Augustin misses 2-pt jump shot from 15 ft,47,50
192,2,2:16.0,Defensive rebound by G. Antetokounmpo,,47,50
193,2,2:09.0,Turnover by G. Antetokounmpo (bad pass; steal by M. Hezonja),,47,50
194,2,1:59.0,,Turnover by E. Fournier (traveling),47,50
195,2,1:44.0,E. Bledsoe misses 2-pt jump shot from 16 ft,,47,50
196,2,1:41.0,,Defensive rebound by M. Hezonja,47,50
197,2,1:32.0,,D. Augustin misses 3-pt jump shot from 26 ft,47,50
198,2,1:28.0,Defensive rebound by E. Bledsoe,,47,50
199,2,1:23.0,K. Middleton misses 2-pt layup from 3 ft (block by E. Fournier),,47,50
200,2,1:14.0,Offensive rebound by Team,,47,50
201,2,1:13.0,G. Antetokounmpo misses 3-pt jump shot from 25 ft,,47,50
202,2,1:13.0,,Defensive rebound by J. Simmons,47,50
203,2,1:05.0,,B. Biyombo makes 2-pt hook shot from 2 ft (assist by J. Simmons),47,52
204,2,0:41.0,G. Antetokounmpo misses 2-pt jump shot from 13 ft,,47,52
205,2,0:38.0,,Defensive rebound by B. Biyombo,47,52
206,2,0:20.0,,D. Augustin makes 2-pt layup from 1 ft (assist by J. Simmons),47,54
207,2,0:04.0,K. Middleton makes 3-pt jump shot from 26 ft,,50,54
208,2,0:00.0,,J. Simmons misses 3-pt jump shot from 27 ft,50,54
209,2,0:00.0,,Offensive rebound by Team,50,54
210,3,11:43.0,,J. Simmons misses 2-pt jump shot from 17 ft,50,54
211,3,11:39.0,Defensive rebound by T. Snell,,50,54
212,3,11:26.0,T. Maker makes 3-pt jump shot from 26 ft (assist by G. Antetokounmpo),,53,54
213,3,11:10.0,,M. Hezonja misses 2-pt jump shot from 15 ft,53,54
214,3,11:06.0,Defensive rebound by E. Bledsoe,,53,54
215,3,11:03.0,G. Antetokounmpo makes 2-pt layup from 1 ft (assist by E. Bledsoe),,55,54
216,3,10:41.0,,J. Simmons makes 2-pt hook shot from 6 ft,55,56
217,3,10:22.0,T. Maker misses 3-pt jump shot from 27 ft,,55,56
218,3,10:21.0,,Defensive rebound by Team,55,56
219,3,10:21.0,Loose ball foul by G. Antetokounmpo (drawn by D. Augustin),,55,56
220,3,10:06.0,,E. Fournier misses 2-pt layup from 2 ft,55,56
221,3,10:06.0,,Offensive rebound by B. Biyombo,55,56
222,3,10:02.0,,B. Biyombo misses 2-pt layup at rim,55,56
223,3,10:01.0,Defensive rebound by K. Middleton,,55,56
224,3,9:51.0,G. Antetokounmpo makes 2-pt jump shot from 19 ft,,57,56
225,3,9:26.0,,D. Augustin misses 3-pt jump shot from 24 ft,57,56
226,3,9:23.0,,Offensive rebound by E. Fournier,57,56
227,3,9:21.0,,E. Fournier makes 2-pt layup from 1 ft,57,58
228,3,8:57.0,T. Maker makes 2-pt dunk from 2 ft (assist by E. Bledsoe),,59,58
229,3,8:44.0,,D. Augustin makes 2-pt layup from 2 ft,59,60
230,3,8:36.0,G. Antetokounmpo makes 2-pt layup from 1 ft (assist by E. Bledsoe),,61,60
231,3,8:17.0,,E. Fournier makes 2-pt layup from 3 ft (assist by B. Biyombo),61,62
232,3,8:04.0,G. Antetokounmpo makes 2-pt dunk from 1 ft (assist by K. Middleton),,63,62
233,3,8:04.0,,Orlando full timeout,63,62
234,3,8:04.0,,K. Birch enters the game for M. Hezonja,63,62
235,3,7:49.0,,J. Simmons misses 2-pt hook shot from 7 ft,63,62
236,3,7:46.0,Defensive rebound by T. Maker,,63,62
237,3,7:31.0,G. Antetokounmpo misses 2-pt hook shot from 10 ft,,63,62
238,3,7:28.0,,Defensive rebound by B. Biyombo,63,62
239,3,7:19.0,,Shooting foul by K. Middleton (drawn by B. Biyombo),63,62
240,3,7:19.0,,B. Biyombo makes free throw 1 of 2,63,63
241,3,7:19.0,,B. Biyombo makes free throw 2 of 2,63,64
242,3,6:55.0,G. Antetokounmpo misses 2-pt layup from 2 ft,,63,64
243,3,6:50.0,Offensive rebound by G. Antetokounmpo,,63,64
244,3,6:41.0,E. Bledsoe makes 3-pt jump shot from 26 ft (assist by K. Middleton),,66,64
245,3,6:20.0,,J. Simmons misses 3-pt jump shot from 27 ft,66,64
246,3,6:17.0,Defensive rebound by K. Middleton,,66,64
247,3,6:12.0,K. Middleton makes 2-pt jump shot from 19 ft,,68,64
248,3,5:47.0,,Shooting foul by E. Bledsoe (drawn by D. Augustin),68,64
249,3,5:47.0,,D. Augustin makes free throw 1 of 3,68,65
250,3,5:47.0,,D. Augustin makes free throw 2 of 3,68,66
251,3,5:47.0,,D. Augustin makes free throw 3 of 3,68,67
252,3,5:39.0,Turnover by K. Middleton (bad pass; steal by K. Birch),,68,67
253,3,5:32.0,,D. Augustin misses 3-pt jump shot from 25 ft,68,67
254,3,5:27.0,Defensive rebound by K. Middleton,,68,67
255,3,5:24.0,T. Snell misses 3-pt jump shot from 26 ft,,68,67
256,3,5:20.0,,Defensive rebound by Team,68,67
257,3,5:20.0,S. Brown enters the game for T. Snell,,68,67
258,3,5:04.0,,E. Fournier misses 3-pt jump shot from 26 ft,68,67
259,3,4:59.0,,Offensive rebound by K. Birch,68,67
260,3,4:58.0,,K. Birch misses 2-pt layup from 2 ft (block by G. Antetokounmpo),68,67
261,3,4:58.0,Defensive rebound by K. Middleton,,68,67
262,3,4:51.0,K. Middleton misses 3-pt jump shot from 26 ft,,68,67
263,3,4:51.0,,Defensive rebound by B. Biyombo,68,67
264,3,4:36.0,,D. Augustin misses 3-pt jump shot from 25 ft,68,67
265,3,4:32.0,Defensive rebound by E. Bledsoe,,68,67
266,3,4:27.0,S. Brown misses 3-pt jump shot from 23 ft,,68,67
267,3,4:19.0,,Defensive rebound by B. Biyombo,68,67
268,3,4:10.0,,B. Biyombo misses 2-pt jump shot from 7 ft,68,67
269,3,4:09.0,,Offensive rebound by Team,68,67
270,3,4:09.0,,M. Speights enters the game for B. Biyombo,68,67
271,3,4:01.0,,E. Fournier misses 2-pt jump shot from 21 ft,68,67
272,3,3:57.0,Defensive rebound by G. Antetokounmpo,,68,67
273,3,3:49.0,Offensive foul by E. Bledsoe (drawn by D. Augustin),,68,67
274,3,3:49.0,Turnover by E. Bledsoe (offensive foul),,68,67
275,3,3:49.0,,W. Iwundu enters the game for E. Fournier,68,67
276,3,3:49.0,,S. Mack enters the game for D. Augustin,68,67
277,3,3:49.0,S. Kilpatrick enters the game for E. Bledsoe,,68,67
278,3,3:49.0,J. Terry enters the game for G. Antetokounmpo,,68,67
279,3,3:37.0,,S. Mack misses 3-pt jump shot from 24 ft,68,67
280,3,3:34.0,Defensive rebound by S. Brown,,68,67
281,3,3:19.0,S. Brown misses 2-pt layup at rim,,68,67
282,3,3:16.0,Offensive rebound by S. Brown,,68,67
283,3,3:15.0,T. Maker misses 3-pt jump shot from 22 ft,,68,67
284,3,3:11.0,,Defensive rebound by W. Iwundu,68,67
285,3,3:07.0,T. Zeller enters the game for T. Maker,,68,67
286,3,3:07.0,,M. Hezonja enters the game for K. Birch,68,67
287,3,2:57.0,,J. Simmons makes 2-pt layup from 1 ft (assist by S. Mack),68,69
288,3,2:43.0,Shooting foul by S. Mack (drawn by K. Middleton),,68,69
289,3,2:43.0,Milwaukee full timeout,,68,69
290,3,2:43.0,K. Middleton makes free throw 1 of 2,,69,69
291,3,2:43.0,K. Middleton makes free throw 2 of 2,,70,69
292,3,2:22.0,,M. Hezonja makes 2-pt layup from 1 ft (assist by S. Mack),70,71
293,3,2:05.0,J. Terry makes 3-pt jump shot from 26 ft (assist by T. Zeller),,73,71
294,3,1:48.0,,Turnover by M. Hezonja (lost ball; steal by K. Middleton),73,71
295,3,1:43.0,J. Terry makes 3-pt jump shot from 26 ft (assist by K. Middleton),,76,71
296,3,1:19.0,,Shooting foul by K. Middleton (drawn by M. Hezonja),76,71
297,3,1:19.0,,M. Hezonja makes free throw 1 of 2,76,72
298,3,1:19.0,,A. Afflalo enters the game for J. Simmons,76,72
299,3,1:19.0,,M. Hezonja makes free throw 2 of 2,76,73
300,3,1:10.0,Turnover by K. Middleton (bad pass; steal by M. Hezonja),,76,73
301,3,0:50.0,,M. Hezonja misses 3-pt jump shot from 25 ft,76,73
302,3,0:47.0,Defensive rebound by T. Zeller,,76,73
303,3,0:43.0,S. Kilpatrick misses 2-pt layup from 3 ft,,76,73
304,3,0:39.0,Offensive rebound by S. Kilpatrick,,76,73
305,3,0:35.0,K. Middleton misses 3-pt jump shot from 26 ft,,76,73
306,3,0:31.0,Offensive rebound by S. Brown,,76,73
307,3,0:29.0,J. Terry misses 3-pt jump shot from 24 ft,,76,73
308,3,0:29.0,,Defensive rebound by W. Iwundu,76,73
309,3,0:25.0,Technical foul by K. Middleton,,76,73
310,3,0:25.0,,M. Hezonja makes technical free throw,76,74
311,3,0:25.0,,J. Simmons enters the game for W. Iwundu,76,74
312,3,0:03.0,,J. Simmons misses 2-pt jump shot from 5 ft,76,74
313,3,0:01.0,Defensive rebound by S. Brown,,76,74
314,3,0:00.0,Shooting foul by J. Simmons (drawn by K. Middleton),,76,74
315,3,0:00.0,K. Middleton misses free throw 1 of 3,,76,74
316,3,0:00.0,Offensive rebound by Team,,76,74
317,3,0:00.0,K. Middleton makes free throw 2 of 3,,77,74
318,3,0:00.0,K. Middleton makes free throw 3 of 3,,78,74
319,3,0:00.0,,M. Speights misses 3-pt jump shot from 29 ft,78,74
320,3,0:00.0,,Offensive rebound by Team,78,74
321,4,11:45.0,S. Kilpatrick misses 3-pt jump shot from 26 ft,,78,74
322,4,11:41.0,Offensive rebound by S. Brown,,78,74
323,4,11:40.0,S. Brown misses 2-pt jump shot from 18 ft,,78,74
324,4,11:37.0,,Defensive rebound by S. Mack,78,74
325,4,11:31.0,,Turnover by S. Mack (traveling),78,74
326,4,11:11.0,S. Kilpatrick misses 2-pt jump shot from 5 ft,,78,74
327,4,11:09.0,,Defensive rebound by A. Afflalo,78,74
328,4,10:58.0,,M. Hezonja makes 2-pt jump shot from 8 ft (assist by S. Mack),78,76
329,4,10:44.0,G. Antetokounmpo makes 2-pt jump shot from 22 ft,,80,76
330,4,10:31.0,,A. Afflalo misses 3-pt jump shot from 23 ft,80,76
331,4,10:28.0,Defensive rebound by S. Kilpatrick,,80,76
332,4,10:22.0,Personal block foul by M. Hezonja (drawn by G. Antetokounmpo),,80,76
333,4,10:12.0,G. Antetokounmpo misses 2-pt jump shot from 13 ft,,80,76
334,4,10:09.0,,Defensive rebound by K. Birch,80,76
335,4,9:50.0,,M. Hezonja misses 3-pt jump shot from 27 ft,80,76
336,4,9:45.0,Defensive rebound by J. Terry,,80,76
337,4,9:25.0,J. Terry makes 2-pt jump shot from 17 ft (assist by S. Brown),,82,76
338,4,9:04.0,,S. Mack makes 2-pt layup from 1 ft,82,78
339,4,8:54.0,S. Kilpatrick misses 3-pt jump shot from 24 ft,,82,78
340,4,8:52.0,,Defensive rebound by K. Birch,82,78
341,4,8:48.0,,S. Mack misses 3-pt jump shot from 26 ft,82,78
342,4,8:43.0,Defensive rebound by S. Kilpatrick,,82,78
343,4,8:39.0,T. Maker makes 2-pt dunk at rim (assist by G. Antetokounmpo),,84,78
344,4,8:15.0,,M. Hezonja misses 2-pt hook shot from 3 ft,84,78
345,4,8:13.0,Defensive rebound by T. Maker,,84,78
346,4,8:08.0,J. Terry makes 3-pt jump shot from 22 ft (assist by S. Kilpatrick),,87,78
347,4,8:07.0,,Orlando full timeout,87,78
348,4,7:43.0,,A. Afflalo makes 2-pt layup from 2 ft (assist by S. Mack),87,80
349,4,7:28.0,G. Antetokounmpo makes 2-pt layup from 1 ft (assist by S. Kilpatrick),,89,80
350,4,7:13.0,,M. Hezonja makes 2-pt jump shot from 8 ft (assist by S. Mack),89,82
351,4,6:51.0,G. Antetokounmpo misses 2-pt jump shot from 14 ft (block by S. Mack),,89,82
352,4,6:51.0,,Defensive rebound by S. Mack,89,82
353,4,6:32.0,,M. Hezonja makes 2-pt hook shot from 2 ft,89,84
354,4,6:06.0,G. Antetokounmpo misses 2-pt jump shot from 19 ft,,89,84
355,4,6:04.0,,Defensive rebound by A. Afflalo,89,84
356,4,5:57.0,,Shooting foul by J. Terry (drawn by S. Mack),89,84
357,4,5:57.0,,S. Mack makes free throw 1 of 2,89,85
358,4,5:57.0,,E. Fournier enters the game for W. Iwundu,89,85
359,4,5:57.0,E. Bledsoe enters the game for J. Terry,,89,85
360,4,5:57.0,K. Middleton enters the game for S. Brown,,89,85
361,4,5:57.0,T. Zeller enters the game for T. Maker,,89,85
362,4,5:57.0,,S. Mack misses free throw 2 of 2,89,85
363,4,5:54.0,Defensive rebound by G. Antetokounmpo,,89,85
364,4,5:46.0,T. Zeller makes 2-pt dunk from 1 ft (assist by S. Kilpatrick),,91,85
365,4,5:33.0,,K. Birch makes 2-pt dunk from 2 ft (assist by S. Mack),91,87
366,4,5:09.0,G. Antetokounmpo makes 2-pt layup from 1 ft (assist by K. Middleton),,93,87
367,4,4:58.0,,M. Hezonja misses 2-pt jump shot from 8 ft,93,87
368,4,4:55.0,,Offensive rebound by K. Birch,93,87
369,4,4:41.0,,S. Mack makes 2-pt jump shot from 2 ft,93,89
370,4,4:41.0,Milwaukee full timeout,,93,89
371,4,4:41.0,,D. Augustin enters the game for A. Afflalo,93,89
372,4,4:41.0,T. Snell enters the game for S. Kilpatrick,,93,89
373,4,4:32.0,E. Bledsoe makes 3-pt jump shot from 26 ft,,96,89
