,QUARTER,TIME_REMAINING,DALLAS_ACTION,PORTLAND_ACTION,DALLAS_SCORE,PORTLAND_SCORE
0,1,11:41.0,,E. Turner makes 2-pt jump shot from 12 ft,0,2
1,1,11:22.0,Shooting foul by C. McCollum (drawn by W. Matthews),,0,2
2,1,11:22.0,W. Matthews makes free throw 1 of 2,,1,2
3,1,11:22.0,W. Matthews makes free throw 2 of 2,,2,2
4,1,11:07.0,,C. McCollum misses 3-pt jump shot from 23 ft,2,2
5,1,11:04.0,Defensive rebound by H. Barnes,,2,2
6,1,10:52.0,H. Barnes misses 2-pt layup from 1 ft,,2,2
7,1,10:48.0,Offensive rebound by M. Kleber,,2,2
8,1,10:48.0,M. Kleber makes 2-pt layup at rim,,4,2
9,1,10:37.0,,J. Nurkić makes 2-pt hook shot from 6 ft,4,4
10,1,10:17.0,W. Matthews misses 3-pt jump shot from 26 ft,,4,4
11,1,10:15.0,,Defensive rebound by D. Lillard,4,4
12,1,10:07.0,,D. Lillard makes 3-pt jump shot from 26 ft,4,7
13,1,9:47.0,H. Barnes misses 3-pt jump shot from 25 ft,,4,7
14,1,9:45.0,,Defensive rebound by C. McCollum,4,7
15,1,9:37.0,,E. Turner makes 3-pt jump shot from 22 ft (assist by D. Lillard),4,10
16,1,9:36.0,Dallas full timeout,,4,10
17,1,9:25.0,Turnover by D. Smith (bad pass),,4,10
18,1,9:14.0,,J. Nurkić misses 2-pt layup from 1 ft,4,10
19,1,9:11.0,Defensive rebound by D. Nowitzki,,4,10
20,1,9:04.0,M. Kleber makes 2-pt layup at rim (assist by D. Smith),,6,10
21,1,8:40.0,,C. McCollum misses 3-pt jump shot from 26 ft,6,10
22,1,8:35.0,Defensive rebound by H. Barnes,,6,10
23,1,8:26.0,M. Kleber makes 3-pt jump shot from 24 ft (assist by D. Smith),,9,10
24,1,8:08.0,,D. Lillard makes 3-pt jump shot from 25 ft,9,13
25,1,7:44.0,D. Nowitzki misses 2-pt jump shot from 13 ft,,9,13
26,1,7:42.0,,Defensive rebound by J. Nurkić,9,13
27,1,7:35.0,,A. Aminu makes 3-pt jump shot from 25 ft (assist by D. Lillard),9,16
28,1,7:13.0,Personal foul by D. Lillard (drawn by H. Barnes),,9,16
29,1,7:07.0,D. Smith misses 2-pt jump shot from 16 ft,,9,16
30,1,7:03.0,Offensive rebound by W. Matthews,,9,16
31,1,6:59.0,Personal foul by E. Turner (drawn by W. Matthews),,9,16
32,1,6:50.0,M. Kleber misses 2-pt jump shot from 18 ft,,9,16
33,1,6:47.0,,Defensive rebound by C. McCollum,9,16
34,1,6:41.0,,C. McCollum misses 2-pt layup from 2 ft,9,16
35,1,6:38.0,Defensive rebound by H. Barnes,,9,16
36,1,6:32.0,D. Nowitzki makes 2-pt jump shot from 15 ft (assist by D. Smith),,11,16
37,1,6:12.0,,E. Turner makes 2-pt jump shot from 11 ft,11,18
38,1,6:12.0,,Shooting foul by D. Smith (drawn by E. Turner),11,18
39,1,6:12.0,,E. Davis enters the game for A. Aminu,11,18
40,1,6:12.0,,Z. Collins enters the game for J. Nurkić,11,18
41,1,6:12.0,Y. Ferrell enters the game for D. Nowitzki,,11,18
42,1,6:12.0,S. Mejri enters the game for D. Smith,,11,18
43,1,6:12.0,,E. Turner makes free throw 1 of 1,11,19
44,1,5:58.0,Y. Ferrell makes 3-pt jump shot from 26 ft (assist by M. Kleber),,14,19
45,1,5:40.0,,D. Lillard makes 2-pt layup at rim,14,21
46,1,5:25.0,H. Barnes misses 3-pt jump shot from 24 ft,,14,21
47,1,5:25.0,Offensive rebound by H. Barnes,,14,21
48,1,5:17.0,W. Matthews makes 2-pt jump shot from 19 ft,,16,21
49,1,4:54.0,,Turnover by Z. Collins (bad pass; steal by M. Kleber),16,21
50,1,4:43.0,W. Matthews misses 2-pt jump shot from 8 ft,,16,21
51,1,4:39.0,Offensive rebound by S. Mejri,,16,21
52,1,4:37.0,W. Matthews misses 3-pt jump shot from 23 ft,,16,21
53,1,4:33.0,,Defensive rebound by Z. Collins,16,21
54,1,4:27.0,,E. Turner misses 2-pt jump shot from 16 ft,16,21
55,1,4:23.0,Defensive rebound by W. Matthews,,16,21
56,1,4:06.0,H. Barnes misses 2-pt jump shot from 16 ft,,16,21
57,1,4:04.0,Offensive rebound by S. Mejri,,16,21
58,1,4:02.0,S. Mejri misses 2-pt hook shot from 9 ft,,16,21
59,1,4:00.0,,Defensive rebound by E. Davis,16,21
60,1,3:50.0,,Personal foul by Y. Ferrell (drawn by E. Turner),16,21
61,1,3:50.0,,S. Napier enters the game for E. Turner,16,21
62,1,3:50.0,,P. Connaughton enters the game for C. McCollum,16,21
63,1,3:44.0,,Personal foul by W. Matthews (drawn by D. Lillard),16,21
64,1,3:36.0,,D. Lillard makes 3-pt jump shot from 24 ft,16,24
65,1,3:20.0,H. Barnes misses 2-pt jump shot from 14 ft,,16,24
66,1,3:17.0,,Defensive rebound by D. Lillard,16,24
67,1,3:12.0,,Personal foul by W. Matthews (drawn by D. Lillard),16,24
68,1,3:12.0,,Portland full timeout,16,24
69,1,3:12.0,D. Harris enters the game for W. Matthews,,16,24
70,1,3:12.0,D. Nowitzki enters the game for H. Barnes,,16,24
71,1,3:12.0,J. Barea enters the game for M. Kleber,,16,24
72,1,3:12.0,D. Powell enters the game for S. Mejri,,16,24
73,1,3:03.0,,S. Napier makes 3-pt jump shot from 23 ft (assist by E. Davis),16,27
74,1,2:44.0,D. Harris misses 3-pt jump shot from 25 ft,,16,27
75,1,2:41.0,,Defensive rebound by Z. Collins,16,27
76,1,2:32.0,,Z. Collins misses 3-pt jump shot from 25 ft,16,27
77,1,2:27.0,,Offensive rebound by E. Davis,16,27
78,1,2:25.0,,P. Connaughton misses 3-pt jump shot from 26 ft,16,27
79,1,2:22.0,Defensive rebound by D. Powell,,16,27
