,QUARTER,TIME_REMAINING,MINNESOTA_ACTION,PORTLAND_ACTION,MINNESOTA_SCORE,PORTLAND_SCORE
31,1,6:13.0,N. Bjelica makes 2-pt layup from 1 ft (assist by T. Gibson),,18,11
32,1,6:03.0,,A. Aminu makes 2-pt layup from 1 ft (assist by E. Turner),18,13
33,1,5:49.0,T. Gibson makes 2-pt layup at rim,,20,13
34,1,5:38.0,,E. Turner misses 2-pt jump shot from 6 ft,20,13
35,1,5:35.0,Defensive rebound by T. Gibson,,20,13
36,1,5:27.0,Turnover by J. Teague (bad pass; steal by E. Turner),,20,13
37,1,5:22.0,,D. Lillard misses 3-pt jump shot from 24 ft,20,13
38,1,5:20.0,Defensive rebound by K. Towns,,20,13
39,1,5:14.0,J. Teague misses 2-pt jump shot from 7 ft,,20,13
40,1,5:11.0,,Defensive rebound by D. Lillard,20,13
41,1,5:04.0,,D. Lillard makes 2-pt jump shot from 20 ft,20,15
42,1,4:40.0,A. Wiggins makes 3-pt jump shot from 24 ft (assist by T. Gibson),,23,15
43,1,4:20.0,,C. McCollum makes 3-pt jump shot from 26 ft (assist by D. Lillard),23,18
44,1,4:12.0,J. Teague makes 2-pt jump shot from 9 ft,,25,18
45,1,3:56.0,,C. McCollum misses 2-pt hook shot from 2 ft,25,18
46,1,3:55.0,Defensive rebound by N. Bjelica,,25,18
47,1,3:50.0,K. Towns misses 3-pt jump shot from 24 ft,,25,18
48,1,3:47.0,,Defensive rebound by C. McCollum,25,18
49,1,3:40.0,,Turnover by A. Aminu (bad pass; steal by N. Bjelica),25,18
50,1,3:33.0,N. Bjelica misses 2-pt jump shot from 22 ft,,25,18
51,1,3:30.0,,Defensive rebound by C. McCollum,25,18
52,1,3:26.0,,C. McCollum makes 2-pt layup from 2 ft,25,20
53,1,3:18.0,Turnover by A. Wiggins (lost ball; steal by E. Turner),,25,20
54,1,3:12.0,,D. Lillard misses 3-pt jump shot from 24 ft,25,20
55,1,3:09.0,Defensive rebound by K. Towns,,25,20
56,1,2:50.0,J. Teague misses 2-pt layup from 5 ft,,25,20
57,1,2:46.0,Offensive rebound by K. Towns,,25,20
58,1,2:46.0,K. Towns makes 2-pt layup at rim,,27,20
59,1,2:27.0,,C. McCollum makes 2-pt jump shot from 13 ft,27,22
60,1,2:16.0,J. Teague misses 2-pt jump shot from 4 ft,,27,22
61,1,2:15.0,,Defensive rebound by A. Aminu,27,22
62,1,2:08.0,,E. Turner misses 3-pt jump shot from 24 ft,27,22
63,1,2:07.0,Defensive rebound by K. Towns,,27,22
64,1,1:53.0,N. Bjelica misses 3-pt jump shot from 22 ft,,27,22
65,1,1:50.0,,Defensive rebound by J. Nurkić,27,22
66,1,1:31.0,,J. Nurkić misses 2-pt layup from 1 ft,27,22
67,1,1:30.0,Defensive rebound by K. Towns,,27,22
68,1,1:30.0,Personal foul by J. Nurkić (drawn by K. Towns),,27,22
69,1,1:30.0,Minnesota full timeout,,27,22
70,1,1:30.0,,S. Napier enters the game for E. Turner,27,22
71,1,1:30.0,,P. Connaughton enters the game for A. Aminu,27,22
72,1,1:30.0,,E. Davis enters the game for J. Nurkić,27,22
73,1,1:30.0,,Z. Collins enters the game for C. McCollum,27,22
74,1,1:30.0,G. Dieng enters the game for N. Bjelica,,27,22
75,1,1:30.0,J. Crawford enters the game for K. Towns,,27,22
76,1,1:18.0,J. Teague misses 2-pt jump shot from 16 ft,,27,22
77,1,1:16.0,,Defensive rebound by P. Connaughton,27,22
78,1,1:03.0,,Turnover by S. Napier (bad pass; steal by T. Gibson),27,22
79,1,0:45.0,A. Wiggins misses 2-pt jump shot from 12 ft,,27,22
80,1,0:42.0,,Defensive rebound by Z. Collins,27,22
81,1,0:33.0,,D. Lillard makes 3-pt jump shot from 25 ft,27,25
82,1,0:21.0,T. Jones enters the game for J. Teague,,27,25
83,1,0:18.0,A. Wiggins makes 2-pt jump shot from 4 ft (assist by T. Jones),,29,25
84,1,0:01.0,,S. Napier misses 3-pt jump shot from 24 ft,29,25
85,1,0:01.0,Defensive rebound by G. Dieng,,29,25
86,2,11:41.0,,P. Connaughton misses 2-pt jump shot from 2 ft,29,25
87,2,11:39.0,,Offensive rebound by P. Connaughton,29,25
88,2,11:38.0,,P. Connaughton misses 2-pt hook shot from 3 ft,29,25
89,2,11:38.0,Defensive rebound by G. Dieng,,29,25
90,2,11:30.0,J. Crawford makes 2-pt jump shot from 17 ft,,31,25
91,2,11:14.0,,S. Napier makes 2-pt jump shot from 19 ft,31,27
92,2,11:14.0,,Shooting foul by T. Jones (drawn by S. Napier),31,27
93,2,11:14.0,,S. Napier makes free throw 1 of 1,31,28
94,2,10:55.0,N. Bjelica makes 3-pt jump shot from 24 ft (assist by J. Crawford),,34,28
95,2,10:39.0,,P. Connaughton makes 3-pt jump shot from 23 ft (assist by E. Davis),34,31
96,2,10:25.0,T. Jones misses 2-pt jump shot from 17 ft,,34,31
97,2,10:23.0,,Defensive rebound by E. Davis,34,31
98,2,10:02.0,,S. Napier misses 2-pt layup from 1 ft,34,31
99,2,9:59.0,,Offensive rebound by E. Davis,34,31
100,2,9:59.0,,E. Davis makes 2-pt layup at rim,34,33
101,2,9:47.0,J. Crawford makes 2-pt jump shot from 21 ft,,36,33
102,2,9:24.0,,C. McCollum misses 3-pt jump shot from 24 ft,36,33
103,2,9:22.0,Defensive rebound by G. Dieng,,36,33
104,2,9:03.0,J. Crawford misses 3-pt jump shot from 27 ft,,36,33
105,2,9:01.0,,Defensive rebound by Z. Collins,36,33
106,2,8:57.0,,Shooting foul by G. Dieng (drawn by C. McCollum),36,33
107,2,8:57.0,,C. McCollum misses free throw 1 of 2,36,33
108,2,8:57.0,,Offensive rebound by Team,36,33
109,2,8:57.0,,C. McCollum misses free throw 2 of 2,36,33
110,2,8:52.0,Defensive rebound by N. Bjelica,,36,33
111,2,8:44.0,J. Crawford makes 2-pt jump shot from 16 ft (assist by G. Dieng),,38,33
112,2,8:23.0,,C. McCollum misses 2-pt layup from 4 ft (block by G. Dieng),38,33
113,2,8:21.0,Defensive rebound by N. Bjelica,,38,33
114,2,8:17.0,T. Jones misses 2-pt layup from 1 ft (block by P. Connaughton),,38,33
115,2,8:14.0,,Defensive rebound by Z. Collins,38,33
116,2,8:12.0,,Personal foul by N. Bjelica (drawn by S. Napier),38,33
117,2,8:12.0,K. Towns enters the game for G. Dieng,,38,33
118,2,7:59.0,,Z. Collins makes 3-pt jump shot from 23 ft (assist by P. Connaughton),38,36
119,2,7:35.0,Turnover by Team (shot clock),,38,36
120,2,7:20.0,,C. McCollum misses 2-pt jump shot from 7 ft,38,36
121,2,7:16.0,Defensive rebound by N. Bjelica,,38,36
122,2,7:12.0,M. Georges-Hunt misses 3-pt jump shot from 25 ft,,38,36
123,2,7:08.0,,Defensive rebound by E. Davis,38,36
124,2,7:01.0,,S. Napier misses 2-pt jump shot from 13 ft,38,36
125,2,7:01.0,,Offensive rebound by E. Davis,38,36
126,2,6:59.0,,Shooting foul by N. Bjelica (drawn by E. Davis),38,36
127,2,6:59.0,,Portland full timeout,38,36
128,2,6:59.0,,E. Davis misses free throw 1 of 2,38,36
129,2,6:59.0,,Offensive rebound by Team,38,36
130,2,6:59.0,,E. Davis makes free throw 2 of 2,38,37
131,2,6:34.0,Defensive rebound by Team,,38,37
132,2,6:34.0,T. Jones misses 2-pt jump shot from 22 ft,,38,37
133,2,6:34.0,Turnover by Team (shot clock),,38,37
134,2,6:17.0,,Z. Collins misses 3-pt jump shot from 24 ft,38,37
135,2,6:17.0,Defensive rebound by K. Towns,,38,37
136,2,6:08.0,Turnover by J. Crawford (bad pass),,38,37
137,2,6:08.0,,D. Lillard enters the game for C. McCollum,38,37
138,2,5:52.0,,P. Connaughton misses 3-pt jump shot from 22 ft,38,37
139,2,5:48.0,,Offensive rebound by E. Davis,38,37
140,2,5:42.0,,S. Napier misses 3-pt jump shot from 24 ft,38,37
141,2,5:40.0,Defensive rebound by K. Towns,,38,37
142,2,5:26.0,J. Crawford makes 2-pt jump shot from 18 ft,,40,37
143,2,5:11.0,,D. Lillard makes 3-pt jump shot from 24 ft,40,40
144,2,4:53.0,K. Towns makes 3-pt jump shot from 26 ft (assist by T. Jones),,43,40
145,2,4:35.0,,Turnover by Z. Collins (bad pass; steal by N. Bjelica),43,40
146,2,4:30.0,J. Crawford makes 3-pt jump shot from 28 ft (assist by T. Jones),,46,40
147,2,4:30.0,Shooting foul by Z. Collins (drawn by J. Crawford),,46,40
148,2,4:30.0,A. Wiggins enters the game for T. Jones,,46,40
149,2,4:30.0,J. Teague enters the game for N. Bjelica,,46,40
150,2,4:30.0,T. Gibson enters the game for M. Georges-Hunt,,46,40
151,2,4:30.0,,E. Turner enters the game for P. Connaughton,46,40
152,2,4:30.0,,A. Aminu enters the game for Z. Collins,46,40
153,2,4:30.0,J. Crawford makes free throw 1 of 1,,47,40
154,2,4:18.0,,Shooting foul by A. Wiggins (drawn by D. Lillard),47,40
155,2,4:18.0,,D. Lillard makes free throw 1 of 3,47,41
156,2,4:18.0,,D. Lillard makes free throw 2 of 3,47,42
157,2,4:18.0,,D. Lillard makes free throw 3 of 3,47,43
158,2,4:18.0,,J. Nurkić enters the game for E. Davis,47,43
159,2,4:18.0,M. Georges-Hunt enters the game for J. Crawford,,47,43
160,2,3:58.0,T. Gibson makes 2-pt jump shot from 20 ft (assist by A. Wiggins),,49,43
161,2,3:40.0,,S. Napier misses 2-pt layup from 1 ft (block by A. Wiggins),49,43
162,2,3:36.0,,Offensive rebound by D. Lillard,49,43
163,2,3:34.0,,D. Lillard misses 3-pt jump shot from 23 ft,49,43
164,2,3:34.0,,Offensive rebound by Team,49,43
165,2,3:34.0,,Turnover by Team (shot clock),49,43
166,2,3:17.0,A. Wiggins misses 2-pt jump shot from 16 ft,,49,43
167,2,3:12.0,,Defensive rebound by J. Nurkić,49,43
168,2,3:07.0,,E. Turner makes 2-pt jump shot from 11 ft,49,45
169,2,2:51.0,A. Wiggins makes 2-pt jump shot from 5 ft,,51,45
170,2,2:32.0,,D. Lillard makes 2-pt jump shot from 19 ft (assist by E. Turner),51,47
171,2,2:07.0,Shooting foul by S. Napier (drawn by T. Gibson),,51,47
172,2,2:07.0,Minnesota full timeout,,51,47
173,2,2:07.0,T. Gibson misses free throw 1 of 2,,51,47
174,2,2:07.0,Offensive rebound by Team,,51,47
175,2,2:07.0,,C. McCollum enters the game for S. Napier,51,47
176,2,2:07.0,T. Gibson makes free throw 2 of 2,,52,47
177,2,1:52.0,,C. McCollum makes 2-pt jump shot from 8 ft (assist by E. Turner),52,49
178,2,1:27.0,A. Wiggins makes 2-pt jump shot from 4 ft,,54,49
179,2,1:10.0,,A. Aminu makes 3-pt jump shot from 24 ft (assist by C. McCollum),54,52
180,2,0:46.0,A. Wiggins misses 3-pt jump shot from 23 ft,,54,52
181,2,0:44.0,,Defensive rebound by C. McCollum,54,52
182,2,0:36.0,,D. Lillard misses 2-pt layup from 1 ft,54,52
183,2,0:36.0,Defensive rebound by Team,,54,52
184,2,0:36.0,,Loose ball foul by J. Nurkić (drawn by A. Wiggins),54,52
185,2,0:29.0,K. Towns misses 3-pt jump shot from 25 ft,,54,52
186,2,0:26.0,Offensive rebound by T. Gibson,,54,52
187,2,0:03.0,J. Teague misses 3-pt jump shot from 27 ft,,54,52
188,2,0:03.0,Offensive rebound by Team,,54,52
189,2,0:03.0,Turnover by Team (shot clock),,54,52
190,2,0:03.0,,S. Napier enters the game for A. Aminu,54,52
191,2,0:03.0,,P. Connaughton enters the game for J. Nurkić,54,52
192,2,0:03.0,,Personal foul by J. Teague (drawn by D. Lillard),54,52
193,2,0:03.0,,D. Lillard makes free throw 1 of 2,54,53
194,2,0:03.0,,A. Aminu enters the game for S. Napier,54,53
195,2,0:03.0,,J. Nurkić enters the game for P. Connaughton,54,53
196,2,0:03.0,,D. Lillard makes free throw 2 of 2,54,54
197,2,0:00.0,A. Wiggins misses 3-pt jump shot from 39 ft,,54,54
198,2,0:00.0,Offensive rebound by Team,,54,54
199,3,11:42.0,,Shooting foul by N. Bjelica (drawn by E. Turner),54,54
200,3,11:42.0,,E. Turner misses free throw 1 of 2,54,54
201,3,11:42.0,,Offensive rebound by Team,54,54
202,3,11:42.0,,E. Turner makes free throw 2 of 2,54,55
203,3,11:32.0,Shooting foul by D. Lillard (drawn by J. Teague),,54,55
204,3,11:32.0,J. Teague makes free throw 1 of 3,,55,55
205,3,11:32.0,J. Teague makes free throw 2 of 3,,56,55
206,3,11:32.0,J. Teague makes free throw 3 of 3,,57,55
207,3,11:17.0,,A. Aminu misses 2-pt jump shot from 14 ft,57,55
208,3,11:15.0,,Offensive rebound by Team,57,55
209,3,11:03.0,,D. Lillard makes 3-pt jump shot from 22 ft (assist by C. McCollum),57,58
210,3,10:44.0,K. Towns makes 3-pt jump shot from 24 ft (assist by J. Teague),,60,58
211,3,10:33.0,,C. McCollum makes 2-pt jump shot from 18 ft,60,60
212,3,10:14.0,T. Gibson misses 2-pt jump shot from 18 ft,,60,60
213,3,10:10.0,,Defensive rebound by A. Aminu,60,60
214,3,10:03.0,,A. Aminu makes 3-pt jump shot from 26 ft (assist by D. Lillard),60,63
215,3,10:02.0,Minnesota full timeout,,60,63
216,3,9:45.0,N. Bjelica makes 2-pt jump shot from 8 ft,,62,63
217,3,9:30.0,,E. Turner makes 2-pt jump shot from 13 ft,62,65
218,3,9:09.0,J. Teague makes 2-pt jump shot from 4 ft,,64,65
219,3,8:56.0,,A. Aminu makes 3-pt jump shot from 24 ft (assist by E. Turner),64,68
220,3,8:39.0,T. Gibson makes 2-pt jump shot from 14 ft (assist by J. Teague),,66,68
221,3,8:16.0,,J. Nurkić makes 2-pt hook shot from 2 ft,66,70
222,3,7:57.0,N. Bjelica misses 2-pt hook shot from 4 ft,,66,70
223,3,7:54.0,,Defensive rebound by J. Nurkić,66,70
224,3,7:49.0,,C. McCollum misses 2-pt jump shot from 11 ft,66,70
225,3,7:46.0,Defensive rebound by T. Gibson,,66,70
226,3,7:34.0,Turnover by T. Gibson (lost ball; steal by A. Aminu),,66,70
227,3,7:30.0,,E. Turner makes 2-pt layup from 1 ft (assist by C. McCollum),66,72
228,3,7:11.0,Turnover by K. Towns (turnover),,66,72
229,3,7:00.0,,Shooting foul by K. Towns (drawn by J. Nurkić),66,72
230,3,7:00.0,,J. Nurkić makes free throw 1 of 2,66,73
231,3,7:00.0,,J. Nurkić makes free throw 2 of 2,66,74
232,3,6:44.0,A. Wiggins misses 2-pt jump shot from 1 ft,,66,74
233,3,6:43.0,Offensive rebound by K. Towns,,66,74
234,3,6:43.0,Shooting foul by J. Nurkić (drawn by K. Towns),,66,74
235,3,6:43.0,K. Towns makes free throw 1 of 2,,67,74
236,3,6:43.0,K. Towns makes free throw 2 of 2,,68,74
237,3,6:33.0,,Personal foul by K. Towns (drawn by J. Nurkić),68,74
238,3,6:32.0,,Offensive foul by J. Nurkić (drawn by K. Towns),68,74
239,3,6:32.0,,Turnover by J. Nurkić (offensive foul),68,74
240,3,6:32.0,,E. Davis enters the game for J. Nurkić,68,74
241,3,6:24.0,Turnover by J. Teague (bad pass; steal by A. Aminu),,68,74
242,3,6:22.0,,A. Aminu makes 2-pt dunk at rim,68,76
243,3,6:03.0,A. Wiggins misses 2-pt jump shot from 17 ft,,68,76
244,3,6:01.0,,Defensive rebound by D. Lillard,68,76
245,3,5:53.0,,C. McCollum makes 2-pt layup at rim,68,78
246,3,5:53.0,Minnesota full timeout,,68,78
247,3,5:39.0,A. Wiggins makes 2-pt jump shot from 4 ft,,70,78
248,3,5:13.0,,Shooting foul by T. Gibson (drawn by E. Davis),70,78
249,3,5:13.0,,E. Davis makes free throw 1 of 2,70,79
250,3,5:13.0,,E. Davis makes free throw 2 of 2,70,80
251,3,4:59.0,J. Teague makes 2-pt layup from 1 ft,,72,80
252,3,4:47.0,,C. McCollum misses 2-pt jump shot from 1 ft,72,80
253,3,4:47.0,,Offensive rebound by E. Davis,72,80
254,3,4:40.0,,D. Lillard misses 3-pt jump shot from 25 ft,72,80
255,3,4:38.0,Defensive rebound by J. Teague,,72,80
256,3,4:27.0,J. Teague misses 2-pt jump shot from 14 ft,,72,80
257,3,4:24.0,,Defensive rebound by D. Lillard,72,80
258,3,4:19.0,,Shooting foul by K. Towns (drawn by D. Lillard),72,80
259,3,4:19.0,,D. Lillard makes free throw 1 of 2,72,81
260,3,4:19.0,,P. Connaughton enters the game for C. McCollum,72,81
261,3,4:19.0,,D. Lillard makes free throw 2 of 2,72,82
262,3,4:11.0,Shooting foul by E. Davis (drawn by A. Wiggins),,72,82
263,3,4:11.0,A. Wiggins misses free throw 1 of 2,,72,82
264,3,4:11.0,Offensive rebound by Team,,72,82
265,3,4:11.0,A. Wiggins misses free throw 2 of 2,,72,82
266,3,4:09.0,,Defensive rebound by A. Aminu,72,82
267,3,3:54.0,,D. Lillard makes 3-pt jump shot from 24 ft (assist by E. Turner),72,85
268,3,3:40.0,K. Towns makes 2-pt layup from 1 ft,,74,85
269,3,3:30.0,,D. Lillard makes 3-pt jump shot from 24 ft,74,88
270,3,3:14.0,A. Wiggins makes 2-pt layup at rim (assist by K. Towns),,76,88
271,3,2:53.0,,D. Lillard misses 3-pt jump shot from 26 ft,76,88
272,3,2:51.0,Defensive rebound by K. Towns,,76,88
273,3,2:46.0,Shooting foul by D. Lillard (drawn by J. Teague),,76,88
274,3,2:46.0,J. Teague makes free throw 1 of 2,,77,88
275,3,2:46.0,,Z. Collins enters the game for A. Aminu,77,88
276,3,2:46.0,J. Crawford enters the game for N. Bjelica,,77,88
277,3,2:46.0,G. Dieng enters the game for K. Towns,,77,88
278,3,2:46.0,J. Teague makes free throw 2 of 2,,78,88
279,3,2:30.0,,Z. Collins makes 3-pt jump shot from 24 ft (assist by E. Davis),78,91
280,3,2:19.0,J. Teague misses 2-pt jump shot from 3 ft,,78,91
281,3,2:17.0,,Defensive rebound by E. Davis,78,91
282,3,1:55.0,,Shooting foul by J. Crawford (drawn by E. Davis),78,91
283,3,1:55.0,,E. Davis misses free throw 1 of 2,78,91
284,3,1:55.0,,Offensive rebound by Team,78,91
285,3,1:55.0,,E. Davis makes free throw 2 of 2,78,92
286,3,1:37.0,A. Wiggins makes 2-pt jump shot from 11 ft,,80,92
287,3,1:19.0,,D. Lillard misses 2-pt layup from 1 ft,80,92
288,3,1:19.0,Defensive rebound by Team,,80,92
289,3,1:19.0,,Loose ball foul by E. Davis (drawn by J. Teague),80,92
290,3,1:19.0,J. Teague makes free throw 1 of 2,,81,92
291,3,1:19.0,,S. Napier enters the game for E. Turner,81,92
292,3,1:19.0,J. Teague makes free throw 2 of 2,,82,92
293,3,1:01.0,T. Jones enters the game for J. Teague,,82,92
294,3,1:01.0,,Portland full timeout,82,92
295,3,0:57.0,,D. Lillard misses 2-pt jump shot from 14 ft,82,92
296,3,0:55.0,Defensive rebound by G. Dieng,,82,92
297,3,0:44.0,J. Crawford misses 2-pt jump shot from 15 ft,,82,92
298,3,0:42.0,,Defensive rebound by Z. Collins,82,92
299,3,0:31.0,,P. Connaughton makes 3-pt jump shot from 25 ft (assist by D. Lillard),82,95
300,3,0:14.0,J. Crawford makes 2-pt jump shot from 15 ft,,84,95
301,3,0:00.0,,D. Lillard makes 2-pt layup from 1 ft,84,97
302,4,11:39.0,M. Georges-Hunt misses 3-pt jump shot from 24 ft,,84,97
303,4,11:38.0,Offensive rebound by Team,,84,97
304,4,11:36.0,N. Bjelica misses 2-pt jump shot from 19 ft,,84,97
305,4,11:33.0,Offensive rebound by T. Jones,,84,97
306,4,11:23.0,G. Dieng misses 2-pt jump shot from 14 ft,,84,97
307,4,11:20.0,,Defensive rebound by E. Davis,84,97
308,4,11:00.0,Offensive charge foul by P. Connaughton (drawn by G. Dieng),,84,97
309,4,11:00.0,,Turnover by P. Connaughton (offensive foul),84,97
310,4,10:55.0,Personal foul by P. Connaughton (drawn by J. Crawford),,84,97
311,4,10:47.0,T. Jones makes 2-pt jump shot from 13 ft (assist by J. Crawford),,86,97
312,4,10:23.0,,P. Connaughton misses 2-pt layup from 1 ft,86,97
313,4,10:22.0,Defensive rebound by N. Bjelica,,86,97
314,4,10:16.0,N. Bjelica makes 2-pt layup from 1 ft,,88,97
315,4,10:01.0,,C. McCollum makes 3-pt jump shot from 24 ft,88,100
316,4,9:42.0,N. Bjelica misses 2-pt hook shot from 3 ft,,88,100
317,4,9:40.0,,Defensive rebound by E. Davis,88,100
318,4,9:27.0,,C. McCollum makes 2-pt layup from 1 ft,88,102
319,4,9:14.0,G. Dieng makes 2-pt jump shot from 20 ft (assist by J. Crawford),,90,102
320,4,8:57.0,,C. McCollum misses 2-pt layup from 1 ft,90,102
321,4,8:56.0,Defensive rebound by G. Dieng,,90,102
322,4,8:45.0,G. Dieng makes 2-pt jump shot from 20 ft (assist by J. Crawford),,92,102
323,4,8:18.0,,E. Davis makes 2-pt layup from 1 ft (assist by S. Napier),92,104
324,4,7:50.0,N. Bjelica misses 2-pt jump shot from 4 ft,,92,104
325,4,7:48.0,,Defensive rebound by S. Napier,92,104
326,4,7:45.0,,P. Connaughton makes 2-pt dunk at rim (assist by C. McCollum),92,106
327,4,7:45.0,Minnesota full timeout,,92,106
328,4,7:45.0,K. Towns enters the game for G. Dieng,,92,106
329,4,7:23.0,J. Crawford makes 2-pt jump shot from 18 ft (assist by T. Jones),,94,106
330,4,7:05.0,,P. Connaughton makes 2-pt dunk at rim (assist by S. Napier),94,108
331,4,6:46.0,Shooting foul by P. Connaughton (drawn by J. Crawford),,94,108
332,4,6:46.0,J. Crawford makes free throw 1 of 3,,95,108
333,4,6:46.0,J. Crawford makes free throw 2 of 3,,96,108
334,4,6:46.0,A. Wiggins enters the game for M. Georges-Hunt,,96,108
335,4,6:46.0,J. Crawford makes free throw 3 of 3,,97,108
336,4,6:23.0,,Z. Collins makes 2-pt layup from 1 ft (assist by P. Connaughton),97,110
337,4,6:11.0,K. Towns misses 2-pt layup from 3 ft,,97,110
338,4,6:09.0,,Defensive rebound by P. Connaughton,97,110
339,4,6:05.0,,Personal foul by N. Bjelica (drawn by C. McCollum),97,110
340,4,6:01.0,Violation by K. Towns (kicked ball),,97,110
341,4,5:56.0,,C. McCollum makes 3-pt jump shot from 26 ft (assist by S. Napier),97,113
342,4,5:34.0,A. Wiggins makes 3-pt jump shot from 22 ft (assist by T. Jones),,100,113
343,4,5:15.0,,C. McCollum makes 2-pt hook shot from 5 ft,100,115
344,4,5:15.0,Violation by K. Towns (def goaltending),,100,115
345,4,5:06.0,J. Crawford misses 2-pt jump shot from 19 ft,,100,115
346,4,5:05.0,,Defensive rebound by Z. Collins,100,115
347,4,4:50.0,,E. Davis makes 2-pt dunk from 1 ft (assist by C. McCollum),100,117
348,4,4:50.0,,Shooting foul by T. Jones (drawn by E. Davis),100,117
349,4,4:50.0,,A. Aminu enters the game for S. Napier,100,117
350,4,4:50.0,,D. Lillard enters the game for Z. Collins,100,117
351,4,4:50.0,G. Dieng enters the game for K. Towns,,100,117
352,4,4:50.0,,E. Davis makes free throw 1 of 1,100,118
353,4,4:33.0,G. Dieng makes 2-pt layup at rim (assist by J. Crawford),,102,118
354,4,4:08.0,,A. Aminu misses 2-pt jump shot from 5 ft,102,118
355,4,4:06.0,Defensive rebound by N. Bjelica,,102,118
356,4,4:00.0,N. Bjelica misses 3-pt jump shot from 25 ft,,102,118
357,4,3:58.0,,Defensive rebound by A. Aminu,102,118
358,4,3:40.0,,C. McCollum makes 3-pt jump shot from 25 ft (assist by D. Lillard),102,121
359,4,3:38.0,Minnesota full timeout,,102,121
360,4,3:38.0,C. Aldrich enters the game for N. Bjelica,,102,121
361,4,3:38.0,S. Muhammad enters the game for J. Crawford,,102,121
362,4,3:38.0,M. Georges-Hunt enters the game for A. Wiggins,,102,121
363,4,3:21.0,T. Jones makes 2-pt jump shot from 13 ft (assist by G. Dieng),,104,121
364,4,3:02.0,,P. Connaughton makes 2-pt dunk from 1 ft (assist by D. Lillard),104,123
365,4,2:50.0,T. Jones misses 2-pt jump shot from 3 ft,,104,123
366,4,2:48.0,,Defensive rebound by E. Davis,104,123
367,4,2:45.0,,Portland full timeout,104,123
368,4,2:45.0,,J. Layman enters the game for D. Lillard,104,123
369,4,2:45.0,,M. Leonard enters the game for C. McCollum,104,123
370,4,2:45.0,,N. Vonleh enters the game for P. Connaughton,104,123
371,4,2:45.0,,S. Napier enters the game for A. Aminu,104,123
372,4,2:45.0,,M. Harkless enters the game for E. Davis,104,123
373,4,2:28.0,,Turnover by S. Napier (bad pass; steal by T. Jones),104,123
374,4,2:16.0,S. Muhammad makes 2-pt jump shot from 6 ft,,106,123
375,4,2:02.0,,J. Layman misses 3-pt jump shot from 24 ft,106,123
376,4,2:01.0,Defensive rebound by C. Aldrich,,106,123
377,4,1:49.0,M. Georges-Hunt misses 2-pt jump shot from 18 ft,,106,123
378,4,1:47.0,,Defensive rebound by M. Leonard,106,123
379,4,1:36.0,,Turnover by S. Napier (bad pass; steal by G. Dieng),106,123
380,4,1:34.0,Shooting foul by M. Harkless (drawn by T. Jones),,106,123
381,4,1:34.0,T. Jones makes free throw 1 of 2,,107,123
382,4,1:34.0,A. Brooks enters the game for M. Georges-Hunt,,107,123
383,4,1:34.0,T. Jones makes free throw 2 of 2,,108,123
