,QUARTER,TIME_REMAINING,DALLAS_ACTION,ATLANTA_ACTION,DALLAS_SCORE,ATLANTA_SCORE
376,4,3:26.0,W. Matthews misses 3-pt jump shot from 26 ft,,102,103
377,4,3:23.0,,Defensive rebound by D. Schröder,102,103
378,4,3:04.0,,E. İlyasova makes 2-pt dunk from 1 ft (assist by K. Bazemore),102,105
379,4,3:04.0,Dallas full timeout,,102,105
380,4,2:50.0,Personal foul by K. Bazemore (drawn by D. Nowitzki),,102,105
381,4,2:41.0,Personal foul by K. Bazemore (drawn by H. Barnes),,102,105
382,4,2:28.0,J. Barea makes 3-pt jump shot from 25 ft (assist by H. Barnes),,105,105
383,4,2:07.0,,E. İlyasova makes 2-pt layup from 4 ft (assist by K. Bazemore),105,107
384,4,1:46.0,H. Barnes misses 3-pt jump shot from 25 ft,,105,107
385,4,1:43.0,Offensive rebound by Y. Ferrell,,105,107
386,4,1:42.0,J. Barea misses 3-pt jump shot from 26 ft,,105,107
387,4,1:40.0,Offensive rebound by D. Nowitzki,,105,107
388,4,1:40.0,D. Nowitzki makes 2-pt layup from 2 ft,,107,107
389,4,1:21.0,,D. Schröder makes 3-pt jump shot from 25 ft,107,110
390,4,1:05.0,W. Matthews misses 3-pt jump shot from 23 ft,,107,110
391,4,1:02.0,,Defensive rebound by K. Bazemore,107,110
392,4,0:40.0,,K. Bazemore misses 2-pt layup from 5 ft (block by D. Nowitzki),107,110
393,4,0:36.0,Defensive rebound by H. Barnes,,107,110
394,4,0:30.0,D. Nowitzki misses 3-pt jump shot from 25 ft,,107,110
395,4,0:26.0,,Defensive rebound by M. Delaney,107,110
396,4,0:07.0,,D. Schröder misses 3-pt jump shot from 24 ft,107,110
397,4,0:04.0,Defensive rebound by Team,,107,110
398,4,0:04.0,,Loose ball foul by E. İlyasova (drawn by H. Barnes),107,110
399,4,0:04.0,Dallas full timeout,,107,110
400,4,0:04.0,,M. Plumlee enters the game for M. Delaney,107,110
401,4,0:04.0,,J. Collins enters the game for D. Schröder,107,110
402,4,0:04.0,D. Powell enters the game for J. Barea,,107,110
403,4,0:04.0,S. Mejri enters the game for D. Nowitzki,,107,110
404,4,0:04.0,H. Barnes misses free throw 1 of 2,,107,110
405,4,0:04.0,Offensive rebound by Team,,107,110
406,4,0:04.0,D. Smith enters the game for Y. Ferrell,,107,110
407,4,0:04.0,H. Barnes misses free throw 2 of 2,,107,110
408,4,0:02.0,,Defensive rebound by M. Plumlee,107,110
409,4,0:02.0,,Atlanta full timeout,107,110
410,4,0:02.0,,M. Delaney enters the game for M. Plumlee,107,110
411,4,0:02.0,,D. Schröder enters the game for J. Collins,107,110
412,4,0:02.0,K. Collinsworth enters the game for D. Powell,,107,110
413,4,0:02.0,Y. Ferrell enters the game for S. Mejri,,107,110
414,4,0:02.0,,Personal take foul by K. Collinsworth (drawn by T. Prince),107,110
415,4,0:01.0,,Personal take foul by Y. Ferrell (drawn by E. İlyasova),107,110
416,4,0:01.0,,E. İlyasova makes free throw 1 of 2,107,111
417,4,0:01.0,D. Powell enters the game for D. Smith,,107,111
418,4,0:01.0,S. Mejri enters the game for K. Collinsworth,,107,111
419,4,0:01.0,,E. İlyasova makes free throw 2 of 2,107,112
420,4,0:01.0,Dallas full timeout,,107,112
421,4,0:01.0,J. Barea enters the game for D. Powell,,107,112
422,4,0:01.0,D. Nowitzki enters the game for S. Mejri,,107,112
423,4,0:00.0,H. Barnes misses 3-pt jump shot from 28 ft,,107,112
424,4,0:00.0,Offensive rebound by Team,,107,112
