,QUARTER,TIME_REMAINING,MIAMI_ACTION,MEMPHIS_ACTION,MIAMI_SCORE,MEMPHIS_SCORE
72,1,3:16.0,B. Adebayo makes 2-pt dunk at rim (assist by D. Waiters),,19,16
73,1,3:09.0,,Memphis full timeout,19,16
74,1,3:09.0,,T. Evans enters the game for M. Chalmers,19,16
75,1,3:09.0,,D. Davis enters the game for M. Gasol,19,16
76,1,3:09.0,J. Winslow enters the game for J. Johnson,,19,16
77,1,3:01.0,,C. Parsons makes 3-pt jump shot from 26 ft (assist by B. McLemore),19,19
78,1,2:36.0,B. Adebayo makes 2-pt layup at rim (assist by W. Ellington),,21,19
79,1,2:15.0,,C. Parsons misses 2-pt jump shot from 7 ft (block by B. Adebayo),21,19
80,1,2:11.0,Defensive rebound by D. Waiters,,21,19
81,1,2:10.0,T. Johnson misses 2-pt layup from 1 ft,,21,19
82,1,2:09.0,Offensive rebound by Team,,21,19
83,1,2:09.0,Turnover by T. Johnson (traveling),,21,19
84,1,1:59.0,,D. Davis makes 2-pt dunk at rim (assist by C. Parsons),21,21
85,1,1:44.0,W. Ellington misses 3-pt jump shot from 25 ft,,21,21
86,1,1:41.0,,Defensive rebound by D. Davis,21,21
87,1,1:28.0,,B. McLemore misses 2-pt layup from 3 ft (block by D. Waiters),21,21
88,1,1:24.0,Defensive rebound by W. Ellington,,21,21
89,1,1:19.0,Turnover by D. Waiters (bad pass; steal by C. Parsons),,21,21
90,1,1:15.0,,C. Parsons makes 2-pt dunk at rim (assist by T. Evans),21,23
91,1,0:54.0,T. Johnson misses 2-pt jump shot from 13 ft,,21,23
92,1,0:52.0,,Defensive rebound by D. Davis,21,23
93,1,0:35.0,,Personal foul by D. Waiters (drawn by T. Evans),21,23
94,1,0:35.0,J. Richardson enters the game for D. Waiters,,21,23
95,1,0:21.0,,Turnover by Team (shot clock),21,23
96,1,0:03.0,Turnover by W. Ellington (bad pass; steal by J. Ennis),,21,23
97,1,0:00.0,,C. Parsons misses 3-pt jump shot from 26 ft,21,23
98,1,0:00.0,,Offensive rebound by Team,21,23
99,2,11:40.0,J. Winslow misses 2-pt layup from 3 ft,,21,23
100,2,11:37.0,,Defensive rebound by D. Davis,21,23
101,2,11:33.0,,T. Evans makes 2-pt layup at rim,21,25
102,2,11:18.0,J. Winslow makes 2-pt layup at rim,,23,25
103,2,11:02.0,,J. Ennis misses 3-pt jump shot from 25 ft,23,25
104,2,10:59.0,Defensive rebound by J. Richardson,,23,25
105,2,10:52.0,Turnover by K. Olynyk (bad pass),,23,25
106,2,10:36.0,,Shooting foul by J. Winslow (drawn by J. Green),23,25
107,2,10:36.0,,J. Green makes free throw 1 of 2,23,26
108,2,10:36.0,,J. Green misses free throw 2 of 2,23,26
109,2,10:34.0,Defensive rebound by K. Olynyk,,23,26
110,2,10:22.0,Offensive foul by J. Richardson (drawn by B. McLemore),,23,26
111,2,10:22.0,Turnover by J. Richardson (offensive foul),,23,26
112,2,10:09.0,,T. Evans makes 2-pt layup from 1 ft,23,28
113,2,9:45.0,J. Winslow misses 2-pt jump shot from 5 ft,,23,28
114,2,9:38.0,,Defensive rebound by J. Ennis,23,28
115,2,9:30.0,,J. Ennis misses 2-pt layup from 4 ft,23,28
116,2,9:27.0,Defensive rebound by T. Johnson,,23,28
117,2,9:18.0,J. Winslow misses 3-pt jump shot from 23 ft,,23,28
118,2,9:15.0,,Defensive rebound by J. Ennis,23,28
119,2,9:01.0,,T. Evans misses 2-pt layup at rim,23,28
120,2,8:55.0,,Offensive rebound by D. Davis,23,28
121,2,8:55.0,,D. Davis makes 2-pt dunk at rim,23,30
122,2,8:52.0,Miami full timeout,,23,30
123,2,8:52.0,,A. Harrison enters the game for J. Ennis,23,30
124,2,8:52.0,,M. Chalmers enters the game for B. McLemore,23,30
125,2,8:52.0,G. Dragić enters the game for T. Johnson,,23,30
126,2,8:43.0,Shooting foul by T. Evans (drawn by J. Richardson),,23,30
127,2,8:43.0,J. Richardson makes free throw 1 of 3,,24,30
128,2,8:43.0,J. Richardson misses free throw 2 of 3,,24,30
129,2,8:43.0,Offensive rebound by Team,,24,30
130,2,8:43.0,J. Richardson makes free throw 3 of 3,,25,30
131,2,8:29.0,,Turnover by T. Evans (bad pass; steal by K. Olynyk),25,30
132,2,8:15.0,Shooting foul by D. Davis (drawn by G. Dragić),,25,30
133,2,8:15.0,G. Dragić makes free throw 1 of 2,,26,30
134,2,8:15.0,,M. Gasol enters the game for D. Davis,26,30
135,2,8:15.0,G. Dragić makes free throw 2 of 2,,27,30
136,2,7:51.0,,J. Green misses 2-pt layup from 9 ft,27,30
137,2,7:48.0,Defensive rebound by J. Winslow,,27,30
138,2,7:43.0,K. Olynyk makes 3-pt jump shot from 26 ft (assist by J. Richardson),,30,30
139,2,7:26.0,,M. Gasol misses 2-pt jump shot from 9 ft,30,30
140,2,7:23.0,,Offensive rebound by Team,30,30
141,2,7:23.0,J. Johnson enters the game for J. Winslow,,30,30
142,2,7:14.0,,Offensive foul by M. Gasol (drawn by K. Olynyk),30,30
143,2,7:14.0,,Turnover by M. Gasol (offensive foul),30,30
144,2,6:58.0,J. Richardson makes 2-pt dunk at rim (assist by G. Dragić),,32,30
145,2,6:41.0,,Turnover by M. Gasol (turnover),32,30
146,2,6:31.0,Turnover by G. Dragić (bad pass),,32,30
147,2,6:31.0,,D. Brooks enters the game for M. Chalmers,32,30
148,2,6:16.0,,T. Evans makes 2-pt layup at rim,32,32
149,2,6:03.0,G. Dragić makes 2-pt layup at rim,,34,32
150,2,5:48.0,,A. Harrison makes 2-pt jump shot from 6 ft,34,34
151,2,5:39.0,G. Dragić makes 2-pt layup at rim,,36,34
152,2,5:21.0,,C. Parsons enters the game for J. Green,36,34
153,2,5:21.0,D. Waiters enters the game for W. Ellington,,36,34
154,2,5:13.0,,T. Evans misses 3-pt jump shot from 26 ft,36,34
155,2,5:11.0,Defensive rebound by K. Olynyk,,36,34
156,2,4:57.0,G. Dragić misses 2-pt jump shot from 13 ft,,36,34
157,2,4:54.0,,Defensive rebound by M. Gasol,36,34
158,2,4:48.0,,Shooting foul by J. Richardson (drawn by C. Parsons),36,34
159,2,4:48.0,,C. Parsons misses free throw 1 of 3,36,34
160,2,4:48.0,,Offensive rebound by Team,36,34
161,2,4:48.0,,J. Green enters the game for T. Evans,36,34
162,2,4:48.0,,C. Parsons misses free throw 2 of 3,36,34
163,2,4:48.0,,Offensive rebound by Team,36,34
164,2,4:48.0,,C. Parsons misses free throw 3 of 3,36,34
165,2,4:44.0,Defensive rebound by J. Johnson,,36,34
166,2,4:36.0,Turnover by J. Richardson (traveling),,36,34
167,2,4:36.0,T. Johnson enters the game for J. Richardson,,36,34
168,2,4:19.0,,M. Gasol misses 2-pt layup from 3 ft (block by J. Johnson),36,34
169,2,4:16.0,Defensive rebound by K. Olynyk,,36,34
170,2,4:06.0,D. Waiters makes 2-pt layup from 1 ft,,38,34
171,2,3:47.0,,Turnover by M. Gasol (lost ball; steal by D. Waiters),38,34
172,2,3:46.0,Personal take foul by C. Parsons (drawn by D. Waiters),,38,34
173,2,3:36.0,T. Johnson misses 3-pt jump shot from 26 ft,,38,34
174,2,3:32.0,,Defensive rebound by A. Harrison,38,34
175,2,3:28.0,,C. Parsons misses 3-pt jump shot from 23 ft,38,34
176,2,3:25.0,Defensive rebound by G. Dragić,,38,34
177,2,3:24.0,Personal foul by D. Brooks (drawn by G. Dragić),,38,34
178,2,3:24.0,,J. Ennis enters the game for D. Brooks,38,34
179,2,3:11.0,J. Johnson misses 2-pt layup at rim,,38,34
180,2,3:09.0,Offensive rebound by G. Dragić,,38,34
181,2,3:09.0,B. Adebayo enters the game for K. Olynyk,,38,34
182,2,3:05.0,Turnover by G. Dragić (turnover; steal by A. Harrison),,38,34
183,2,2:58.0,,Turnover by C. Parsons (bad pass),38,34
184,2,2:58.0,,Memphis full timeout,38,34
185,2,2:58.0,W. Ellington enters the game for G. Dragić,,38,34
186,2,2:39.0,W. Ellington misses 2-pt jump shot from 18 ft,,38,34
187,2,2:36.0,,Defensive rebound by J. Green,38,34
188,2,2:17.0,,A. Harrison makes 3-pt jump shot from 25 ft (assist by C. Parsons),38,37
189,2,2:02.0,D. Waiters makes 2-pt jump shot from 6 ft,,40,37
190,2,1:45.0,,Turnover by C. Parsons (bad pass; steal by B. Adebayo),40,37
191,2,1:32.0,W. Ellington misses 2-pt jump shot from 17 ft,,40,37
192,2,1:29.0,,Defensive rebound by C. Parsons,40,37
193,2,1:15.0,,M. Gasol makes 3-pt jump shot from 26 ft (assist by A. Harrison),40,40
194,2,0:51.0,W. Ellington makes 3-pt jump shot from 22 ft (assist by D. Waiters),,43,40
195,2,0:38.0,,Personal foul by B. Adebayo (drawn by M. Gasol),43,40
196,2,0:34.0,,Shooting foul by D. Waiters (drawn by C. Parsons),43,40
197,2,0:34.0,,C. Parsons makes free throw 1 of 2,43,41
198,2,0:34.0,,C. Parsons makes free throw 2 of 2,43,42
199,2,0:15.0,Miami full timeout,,43,42
200,2,0:15.0,,T. Evans enters the game for J. Ennis,43,42
201,2,0:15.0,K. Olynyk enters the game for D. Waiters,,43,42
202,2,0:15.0,G. Dragić enters the game for B. Adebayo,,43,42
203,2,0:11.0,J. Johnson makes 2-pt jump shot from 9 ft (assist by G. Dragić),,45,42
204,2,0:00.0,,T. Evans misses 3-pt jump shot from 26 ft,45,42
205,2,0:00.0,,Offensive rebound by Team,45,42
206,3,11:46.0,J. Richardson misses 3-pt jump shot from 25 ft,,45,42
207,3,11:43.0,,Defensive rebound by J. Green,45,42
208,3,11:26.0,,T. Evans makes 3-pt jump shot from 26 ft,45,45
209,3,11:13.0,Turnover by D. Waiters (lost ball; steal by A. Harrison),,45,45
210,3,11:03.0,,T. Evans misses 2-pt layup at rim (block by J. Richardson),45,45
211,3,11:02.0,Defensive rebound by Team,,45,45
212,3,10:58.0,Personal foul by M. Gasol (drawn by K. Olynyk),,45,45
213,3,10:47.0,Shooting foul by J. Green (drawn by D. Waiters),,45,45
214,3,10:47.0,D. Waiters misses free throw 1 of 2,,45,45
215,3,10:47.0,Offensive rebound by Team,,45,45
216,3,10:47.0,D. Waiters makes free throw 2 of 2,,46,45
217,3,10:37.0,,Personal foul by K. Olynyk (drawn by D. Brooks),46,45
218,3,10:31.0,,Turnover by J. Green (step out of bounds),46,45
219,3,10:13.0,K. Olynyk misses 3-pt jump shot from 25 ft,,46,45
220,3,10:09.0,,Defensive rebound by M. Gasol,46,45
221,3,10:03.0,,J. Green makes 2-pt layup at rim (assist by T. Evans),46,47
222,3,9:41.0,,Offensive charge foul by K. Olynyk (drawn by A. Harrison),46,47
223,3,9:41.0,Turnover by K. Olynyk (offensive foul),,46,47
224,3,9:41.0,B. Adebayo enters the game for K. Olynyk,,46,47
225,3,9:29.0,,M. Gasol misses 3-pt jump shot from 26 ft,46,47
226,3,9:26.0,Defensive rebound by D. Waiters,,46,47
227,3,9:09.0,G. Dragić misses 3-pt jump shot from 25 ft,,46,47
228,3,9:06.0,Offensive rebound by J. Richardson,,46,47
229,3,8:59.0,J. Johnson misses 3-pt jump shot from 26 ft,,46,47
230,3,8:56.0,,Defensive rebound by J. Green,46,47
231,3,8:46.0,,Personal foul by J. Richardson (drawn by T. Evans),46,47
232,3,8:33.0,,A. Harrison makes 2-pt layup at rim,46,49
233,3,8:22.0,Personal foul by D. Brooks (drawn by B. Adebayo),,46,49
234,3,8:22.0,,J. Ennis enters the game for D. Brooks,46,49
235,3,8:12.0,D. Waiters makes 2-pt layup from 1 ft,,48,49
236,3,7:51.0,,M. Gasol misses 2-pt layup from 1 ft,48,49
237,3,7:49.0,,Offensive rebound by M. Gasol,48,49
238,3,7:49.0,,M. Gasol misses 2-pt layup at rim,48,49
239,3,7:49.0,,Offensive rebound by Team,48,49
240,3,7:35.0,,Shooting foul by B. Adebayo (drawn by M. Gasol),48,49
241,3,7:35.0,,M. Gasol misses free throw 1 of 2,48,49
242,3,7:35.0,,Offensive rebound by Team,48,49
243,3,7:35.0,,M. Gasol makes free throw 2 of 2,48,50
244,3,7:17.0,Shooting foul by A. Harrison (drawn by J. Johnson),,48,50
245,3,7:17.0,J. Johnson makes free throw 1 of 2,,49,50
246,3,7:17.0,,M. Chalmers enters the game for T. Evans,49,50
247,3,7:17.0,J. Johnson makes free throw 2 of 2,,50,50
248,3,7:07.0,,M. Gasol misses 3-pt jump shot from 25 ft,50,50
249,3,7:04.0,Defensive rebound by G. Dragić,,50,50
250,3,6:47.0,B. Adebayo makes 2-pt layup at rim (assist by D. Waiters),,52,50
251,3,6:34.0,,Shooting foul by D. Waiters (drawn by J. Ennis),52,50
252,3,6:34.0,,Memphis full timeout,52,50
253,3,6:34.0,T. Johnson enters the game for J. Richardson,,52,50
254,3,6:34.0,,J. Ennis makes free throw 1 of 2,52,51
255,3,6:34.0,,J. Ennis misses free throw 2 of 2,52,51
256,3,6:31.0,Defensive rebound by B. Adebayo,,52,51
257,3,6:19.0,G. Dragić makes 3-pt jump shot from 25 ft (assist by B. Adebayo),,55,51
258,3,5:53.0,,J. Green makes 3-pt jump shot from 26 ft (assist by M. Chalmers),55,54
259,3,5:40.0,Personal foul by J. Ennis (drawn by G. Dragić),,55,54
260,3,5:40.0,G. Dragić makes free throw 1 of 2,,56,54
261,3,5:40.0,G. Dragić makes free throw 2 of 2,,57,54
262,3,5:19.0,,Turnover by J. Green (bad pass; steal by J. Johnson),57,54
263,3,5:11.0,D. Waiters misses 3-pt jump shot from 25 ft,,57,54
264,3,5:10.0,,Defensive rebound by Team,57,54
265,3,4:52.0,,M. Gasol makes 2-pt dunk from 1 ft (assist by A. Harrison),57,56
266,3,4:31.0,G. Dragić makes 2-pt jump shot from 13 ft,,59,56
267,3,4:11.0,,Shooting foul by T. Johnson (drawn by A. Harrison),59,56
268,3,4:11.0,,A. Harrison makes free throw 1 of 2,59,57
269,3,4:11.0,,C. Parsons enters the game for J. Green,59,57
270,3,4:11.0,W. Ellington enters the game for D. Waiters,,59,57
271,3,4:11.0,,A. Harrison makes free throw 2 of 2,59,58
272,3,4:01.0,B. Adebayo makes 2-pt dunk at rim (assist by G. Dragić),,61,58
273,3,4:01.0,Shooting foul by J. Ennis (drawn by B. Adebayo),,61,58
274,3,4:01.0,B. Adebayo misses free throw 1 of 1,,61,58
275,3,3:59.0,,Defensive rebound by M. Chalmers,61,58
276,3,3:47.0,,Turnover by M. Chalmers (bad pass; steal by J. Johnson),61,58
277,3,3:43.0,J. Johnson makes 2-pt dunk at rim (assist by G. Dragić),,63,58
278,3,3:24.0,,C. Parsons misses 3-pt jump shot from 26 ft,63,58
279,3,3:21.0,Defensive rebound by W. Ellington,,63,58
280,3,3:07.0,B. Adebayo misses 2-pt dunk from 1 ft (block by C. Parsons),,63,58
281,3,3:03.0,,Defensive rebound by C. Parsons,63,58
282,3,2:48.0,,Shooting foul by B. Adebayo (drawn by M. Gasol),63,58
283,3,2:48.0,Miami full timeout,,63,58
284,3,2:48.0,,T. Evans enters the game for A. Harrison,63,58
285,3,2:48.0,,B. McLemore enters the game for M. Chalmers,63,58
286,3,2:48.0,J. Winslow enters the game for B. Adebayo,,63,58
287,3,2:48.0,,M. Gasol misses free throw 1 of 2,63,58
288,3,2:48.0,,Offensive rebound by Team,63,58
289,3,2:48.0,,M. Gasol misses free throw 2 of 2,63,58
290,3,2:46.0,Defensive rebound by J. Winslow,,63,58
291,3,2:34.0,W. Ellington makes 3-pt jump shot from 25 ft (assist by J. Johnson),,66,58
292,3,2:16.0,,T. Evans misses 2-pt jump shot from 5 ft,66,58
293,3,2:14.0,Defensive rebound by J. Winslow,,66,58
294,3,2:08.0,J. Johnson makes 2-pt layup at rim (assist by J. Winslow),,68,58
295,3,1:46.0,,B. McLemore misses 2-pt layup from 6 ft,68,58
296,3,1:44.0,Defensive rebound by J. Johnson,,68,58
297,3,1:41.0,T. Johnson misses 3-pt jump shot from 25 ft,,68,58
298,3,1:40.0,,Defensive rebound by Team,68,58
299,3,1:40.0,,D. Davis enters the game for M. Gasol,68,58
300,3,1:27.0,,D. Davis misses 2-pt layup from 2 ft,68,58
301,3,1:25.0,,Offensive rebound by J. Ennis,68,58
302,3,1:25.0,,Shooting foul by J. Johnson (drawn by J. Ennis),68,58
303,3,1:25.0,,J. Ennis makes free throw 1 of 2,68,59
304,3,1:25.0,,J. Ennis makes free throw 2 of 2,68,60
305,3,1:09.0,J. Johnson misses 2-pt dunk at rim,,68,60
306,3,1:06.0,,Defensive rebound by C. Parsons,68,60
307,3,1:00.0,,Memphis full timeout,68,60
308,3,0:47.0,,J. Ennis misses 3-pt jump shot from 22 ft,68,60
309,3,0:45.0,Defensive rebound by J. Johnson,,68,60
310,3,0:27.0,G. Dragić makes 2-pt jump shot from 12 ft,,70,60
311,3,0:04.0,,B. McLemore misses 3-pt jump shot from 25 ft,70,60
312,3,0:01.0,Defensive rebound by T. Johnson,,70,60
313,4,11:45.0,,D. Davis misses 2-pt layup at rim,70,60
314,4,11:41.0,Defensive rebound by T. Johnson,,70,60
315,4,11:31.0,Shooting foul by B. McLemore (drawn by K. Olynyk),,70,60
316,4,11:31.0,K. Olynyk makes free throw 1 of 2,,71,60
317,4,11:31.0,K. Olynyk makes free throw 2 of 2,,72,60
318,4,11:11.0,,C. Parsons makes 2-pt jump shot from 11 ft,72,62
319,4,10:51.0,Shooting foul by C. Parsons (drawn by J. Richardson),,72,62
320,4,10:51.0,J. Richardson makes free throw 1 of 2,,73,62
321,4,10:51.0,J. Richardson makes free throw 2 of 2,,74,62
322,4,10:43.0,,J. Ennis misses 2-pt layup from 3 ft,74,62
323,4,10:37.0,,Offensive rebound by D. Davis,74,62
324,4,10:37.0,,D. Davis makes 2-pt layup at rim,74,64
325,4,10:20.0,W. Ellington makes 3-pt jump shot from 26 ft (assist by K. Olynyk),,77,64
326,4,10:08.0,,T. Evans misses 2-pt jump shot at rim (block by T. Johnson),77,64
327,4,10:08.0,,Offensive rebound by Team,77,64
328,4,9:56.0,,J. Ennis makes 3-pt jump shot from 26 ft (assist by C. Parsons),77,67
329,4,9:33.0,J. Richardson misses 2-pt layup from 1 ft,,77,67
330,4,9:31.0,,Defensive rebound by D. Davis,77,67
331,4,9:20.0,,T. Evans misses 3-pt jump shot from 26 ft,77,67
332,4,9:16.0,Defensive rebound by J. Winslow,,77,67
333,4,9:05.0,T. Johnson makes 3-pt jump shot from 24 ft (assist by J. Winslow),,80,67
334,4,8:57.0,,Memphis full timeout,80,67
335,4,8:57.0,,M. Gasol enters the game for J. Ennis,80,67
336,4,8:57.0,,D. Brooks enters the game for D. Davis,80,67
337,4,8:57.0,,A. Harrison enters the game for B. McLemore,80,67
338,4,8:57.0,,J. Green enters the game for C. Parsons,80,67
339,4,8:46.0,,Shooting foul by K. Olynyk (drawn by M. Gasol),80,67
340,4,8:46.0,,M. Gasol makes free throw 1 of 2,80,68
341,4,8:46.0,B. Adebayo enters the game for K. Olynyk,,80,68
342,4,8:46.0,,M. Gasol makes free throw 2 of 2,80,69
343,4,8:35.0,Personal foul by D. Brooks (drawn by T. Johnson),,80,69
344,4,8:21.0,J. Winslow makes 3-pt jump shot from 22 ft (assist by J. Richardson),,83,69
345,4,7:57.0,,T. Evans misses 2-pt layup from 2 ft (block by B. Adebayo),83,69
346,4,7:54.0,Defensive rebound by B. Adebayo,,83,69
347,4,7:32.0,J. Richardson makes 2-pt layup from 1 ft,,85,69
348,4,7:12.0,,Def 3 sec tech foul by J. Winslow,85,69
349,4,7:12.0,,M. Gasol makes technical free throw,85,70
350,4,7:12.0,,C. Parsons enters the game for D. Brooks,85,70
351,4,7:06.0,,Shooting foul by J. Richardson (drawn by A. Harrison),85,70
352,4,7:06.0,,A. Harrison makes free throw 1 of 2,85,71
353,4,7:06.0,,A. Harrison makes free throw 2 of 2,85,72
354,4,6:47.0,Personal foul by J. Green (drawn by B. Adebayo),,85,72
355,4,6:32.0,T. Johnson makes 2-pt layup from 1 ft,,87,72
356,4,6:18.0,,Turnover by A. Harrison (bad pass; steal by J. Winslow),87,72
357,4,6:12.0,T. Johnson makes 3-pt jump shot from 25 ft,,90,72
358,4,5:54.0,,Personal foul by B. Adebayo (drawn by M. Gasol),90,72
359,4,5:44.0,,M. Gasol makes 3-pt jump shot from 26 ft (assist by C. Parsons),90,75
360,4,5:31.0,Personal foul by T. Evans (drawn by B. Adebayo),,90,75
361,4,5:31.0,B. Adebayo makes free throw 1 of 2,,91,75
362,4,5:31.0,B. Adebayo makes free throw 2 of 2,,92,75
363,4,5:16.0,,T. Evans misses 3-pt jump shot from 26 ft,92,75
364,4,5:12.0,Defensive rebound by B. Adebayo,,92,75
365,4,4:53.0,W. Ellington misses 3-pt jump shot from 25 ft,,92,75
366,4,4:51.0,,Defensive rebound by M. Gasol,92,75
367,4,4:47.0,,A. Harrison misses 2-pt layup from 1 ft (block by T. Johnson),92,75
368,4,4:43.0,Defensive rebound by T. Johnson,,92,75
369,4,4:39.0,Miami full timeout,,92,75
370,4,4:39.0,,D. Brooks enters the game for A. Harrison,92,75
371,4,4:39.0,J. Johnson enters the game for B. Adebayo,,92,75
372,4,4:24.0,J. Johnson makes 2-pt layup at rim,,94,75
373,4,4:04.0,,C. Parsons misses 3-pt jump shot from 25 ft,94,75
374,4,4:02.0,Defensive rebound by T. Johnson,,94,75
375,4,3:53.0,J. Richardson makes 3-pt jump shot from 27 ft (assist by T. Johnson),,97,75
376,4,3:33.0,,M. Gasol misses 3-pt jump shot from 24 ft,97,75
377,4,3:28.0,Defensive rebound by J. Richardson,,97,75
378,4,3:14.0,T. Johnson makes 3-pt jump shot from 26 ft (assist by J. Winslow),,100,75
379,4,2:54.0,,T. Evans misses 3-pt jump shot from 24 ft,100,75
380,4,2:52.0,Defensive rebound by J. Richardson,,100,75
381,4,2:34.0,J. Winslow misses 2-pt layup from 1 ft,,100,75
382,4,2:31.0,,Defensive rebound by C. Parsons,100,75
383,4,2:27.0,,D. Brooks misses 3-pt jump shot from 22 ft,100,75
384,4,2:23.0,Defensive rebound by J. Winslow,,100,75
385,4,2:11.0,Turnover by T. Johnson (lost ball; steal by C. Parsons),,100,75
386,4,2:03.0,,T. Evans makes 2-pt layup from 1 ft,100,77
387,4,1:52.0,Personal take foul by T. Evans (drawn by J. Johnson),,100,77
388,4,1:52.0,J. Johnson makes free throw 1 of 2,,101,77
389,4,1:52.0,,D. Davis enters the game for J. Green,101,77
