,QUARTER,TIME_REMAINING,PHILADELPHIA_ACTION,DALLAS_ACTION,PHILADELPHIA_SCORE,DALLAS_SCORE
380,4,4:03.0,,Y. Ferrell makes free throw 2 of 3,105,98
381,4,4:03.0,,Y. Ferrell makes free throw 3 of 3,105,99
382,4,3:44.0,Turnover by J. Embiid (lost ball; steal by W. Matthews),,105,99
383,4,3:31.0,,W. Matthews misses 2-pt jump shot from 16 ft,105,99
384,4,3:27.0,Defensive rebound by B. Simmons,,105,99
385,4,3:19.0,J. Embiid misses 3-pt jump shot from 24 ft,,105,99
386,4,3:16.0,B. Simmons makes 2-pt dunk at rim,,107,99
387,4,3:09.0,Offensive rebound by B. Simmons,,107,99
388,4,2:47.0,,H. Barnes makes 3-pt jump shot from 24 ft,107,102
389,4,2:34.0,J. Embiid misses 2-pt layup from 3 ft (block by D. Nowitzki),,107,102
390,4,2:31.0,Offensive rebound by Team,,107,102
391,4,2:31.0,,D. Smith enters the game for J. Barea,107,102
392,4,2:20.0,B. Simmons makes 2-pt jump shot from 12 ft (assist by T. McConnell),,109,102
393,4,2:07.0,,D. Smith makes 2-pt layup from 1 ft (assist by W. Matthews),109,104
394,4,1:46.0,D. Šarić misses 2-pt hook shot from 6 ft,,109,104
395,4,1:44.0,,Defensive rebound by H. Barnes,109,104
396,4,1:36.0,,W. Matthews misses 2-pt jump shot from 7 ft,109,104
397,4,1:34.0,Defensive rebound by R. Covington,,109,104
398,4,1:22.0,T. McConnell misses 3-pt jump shot from 25 ft,,109,104
399,4,1:19.0,,Defensive rebound by Y. Ferrell,109,104
400,4,1:03.0,,Turnover by H. Barnes (bad pass),109,104
401,4,0:45.0,Turnover by T. McConnell (out of bounds lost ball),,109,104
402,4,0:45.0,,Dallas full timeout,109,104
403,4,0:42.0,,Y. Ferrell misses 3-pt jump shot from 26 ft,109,104
404,4,0:39.0,,Offensive rebound by Team,109,104
405,4,0:37.0,,H. Barnes makes 3-pt jump shot from 26 ft (assist by D. Smith),109,107
406,4,0:15.0,J. Embiid makes 2-pt layup from 2 ft,,111,107
407,4,0:08.0,,H. Barnes makes 3-pt jump shot from 26 ft,111,110
408,4,0:08.0,Philadelphia full timeout,,111,110
409,4,0:08.0,,D. Harris enters the game for D. Nowitzki,111,110
410,4,0:08.0,J. Bayless enters the game for T. McConnell,,111,110
411,4,0:06.0,Personal take foul by Y. Ferrell (drawn by J. Bayless),,111,110
412,4,0:06.0,J. Bayless makes free throw 1 of 2,,112,110
413,4,0:06.0,,D. Nowitzki enters the game for D. Harris,112,110
414,4,0:06.0,T. McConnell enters the game for D. Šarić,,112,110
415,4,0:06.0,T. Luwawu-Cabarrot enters the game for J. Embiid,,112,110
416,4,0:06.0,J. Bayless misses free throw 2 of 2,,112,110
417,4,0:04.0,,Defensive rebound by Y. Ferrell,112,110
418,4,0:00.0,,Shooting foul by T. Luwawu-Cabarrot (drawn by Y. Ferrell),112,110
419,4,0:00.0,,Y. Ferrell misses free throw 1 of 2,112,110
420,4,0:00.0,,Offensive rebound by Team,112,110
421,4,0:00.0,,N. Noel enters the game for H. Barnes,112,110
422,4,0:00.0,,S. Mejri enters the game for D. Nowitzki,112,110
423,4,0:00.0,J. Embiid enters the game for T. McConnell,,112,110
424,4,0:00.0,D. Šarić enters the game for T. Luwawu-Cabarrot,,112,110
425,4,0:00.0,,Y. Ferrell misses free throw 2 of 2,112,110
426,4,0:00.0,,Offensive rebound by Team,112,110
