,QUARTER,TIME_REMAINING,PHILADELPHIA_ACTION,BROOKLYN_ACTION,PHILADELPHIA_SCORE,BROOKLYN_SCORE
0,1,11:49.0,B. Simmons misses 2-pt layup from 3 ft,,0,0
1,1,11:46.0,,Defensive rebound by Q. Acy,0,0
2,1,11:45.0,,S. Dinwiddie misses 2-pt layup from 3 ft (block by R. Covington),0,0
3,1,11:45.0,,Offensive rebound by Team,0,0
4,1,11:34.0,,A. Crabbe misses 2-pt jump shot from 19 ft,0,0
5,1,11:31.0,Defensive rebound by J. Embiid,,0,0
6,1,11:27.0,D. Šarić misses 2-pt layup from 3 ft (block by Q. Acy),,0,0
7,1,11:27.0,Offensive rebound by Team,,0,0
8,1,11:19.0,B. Simmons makes 2-pt hook shot from 6 ft (assist by D. Šarić),,2,0
9,1,11:06.0,,A. Crabbe misses 3-pt jump shot from 24 ft,2,0
10,1,11:06.0,Defensive rebound by J. Redick,,2,0
11,1,10:58.0,J. Redick misses 2-pt jump shot from 20 ft,,2,0
12,1,10:55.0,,Defensive rebound by A. Crabbe,2,0
13,1,10:38.0,,Q. Acy makes 3-pt jump shot from 23 ft,2,3
14,1,10:24.0,B. Simmons makes 2-pt layup from 1 ft,,4,3
15,1,10:14.0,,D. Carroll makes 2-pt layup from 2 ft,4,5
16,1,9:57.0,D. Šarić makes 2-pt jump shot from 18 ft (assist by R. Covington),,6,5
17,1,9:38.0,,D. Carroll makes 2-pt jump shot from 13 ft (assist by J. Allen),6,7
18,1,9:29.0,B. Simmons makes 2-pt dunk from 1 ft,,8,7
19,1,9:10.0,,Personal foul by D. Šarić (drawn by J. Allen),8,7
20,1,9:00.0,,A. Crabbe misses 3-pt jump shot from 23 ft,8,7
21,1,8:55.0,Defensive rebound by J. Embiid,,8,7
22,1,8:49.0,D. Šarić makes 3-pt jump shot from 26 ft (assist by B. Simmons),,11,7
23,1,8:27.0,,Q. Acy misses 3-pt jump shot from 23 ft,11,7
24,1,8:25.0,Defensive rebound by J. Embiid,,11,7
25,1,8:18.0,J. Embiid makes 3-pt jump shot from 24 ft,,14,7
26,1,8:17.0,,Brooklyn full timeout,14,7
27,1,7:57.0,,S. Dinwiddie makes 2-pt jump shot from 18 ft,14,9
28,1,7:39.0,J. Embiid misses 2-pt layup from 1 ft (block by J. Allen),,14,9
29,1,7:37.0,Offensive rebound by J. Embiid,,14,9
30,1,7:37.0,Shooting foul by D. Carroll (drawn by J. Embiid),,14,9
31,1,7:37.0,J. Embiid makes free throw 1 of 2,,15,9
32,1,7:37.0,T. McConnell enters the game for J. Redick,,15,9
33,1,7:37.0,J. Embiid makes free throw 2 of 2,,16,9
34,1,7:17.0,,J. Allen makes 2-pt jump shot from 16 ft (assist by D. Carroll),16,11
35,1,6:54.0,J. Embiid makes 2-pt jump shot from 8 ft,,18,11
36,1,6:36.0,,D. Carroll misses 2-pt jump shot from 8 ft,18,11
37,1,6:32.0,Defensive rebound by D. Šarić,,18,11
38,1,6:23.0,T. McConnell makes 2-pt layup from 3 ft,,20,11
39,1,6:03.0,,A. Crabbe makes 2-pt jump shot from 19 ft,20,13
40,1,5:46.0,Personal foul by Q. Acy (drawn by J. Embiid),,20,13
41,1,5:46.0,,J. Okafor enters the game for Q. Acy,20,13
42,1,5:46.0,,J. Harris enters the game for J. Allen,20,13
43,1,5:46.0,A. Johnson enters the game for J. Embiid,,20,13
44,1,5:40.0,D. Šarić misses 2-pt jump shot from 19 ft,,20,13
45,1,5:36.0,,Defensive rebound by A. Crabbe,20,13
46,1,5:32.0,,S. Dinwiddie misses 2-pt layup from 2 ft (block by A. Johnson),20,13
47,1,5:30.0,,Offensive rebound by J. Okafor,20,13
48,1,5:30.0,,J. Okafor makes 2-pt layup from 1 ft,20,15
49,1,5:18.0,Offensive foul by A. Johnson (drawn by A. Crabbe),,20,15
50,1,5:18.0,Turnover by A. Johnson (offensive foul),,20,15
51,1,5:01.0,,A. Crabbe makes 3-pt jump shot from 25 ft (assist by J. Harris),20,18
52,1,4:59.0,Philadelphia full timeout,,20,18
53,1,4:59.0,,D. Russell enters the game for S. Dinwiddie,20,18
54,1,4:48.0,Shooting foul by J. Okafor (drawn by D. Šarić),,20,18
55,1,4:48.0,D. Šarić makes free throw 1 of 2,,21,18
56,1,4:48.0,J. Anderson enters the game for R. Covington,,21,18
57,1,4:48.0,D. Šarić makes free throw 2 of 2,,22,18
58,1,4:38.0,Violation by B. Simmons (kicked ball),,22,18
59,1,4:29.0,,D. Carroll makes 3-pt jump shot from 23 ft (assist by D. Russell),22,21
60,1,4:14.0,B. Simmons makes 2-pt jump shot from 11 ft,,24,21
61,1,4:05.0,,Offensive foul by J. Okafor (drawn by T. McConnell),24,21
62,1,4:05.0,,Turnover by J. Okafor (offensive foul),24,21
63,1,4:05.0,,N. Stauskas enters the game for A. Crabbe,24,21
64,1,3:51.0,Personal foul by J. Harris (drawn by D. Šarić),,24,21
65,1,3:39.0,D. Šarić misses 2-pt hook shot from 7 ft (block by J. Okafor),,24,21
66,1,3:34.0,,Defensive rebound by J. Okafor,24,21
67,1,3:32.0,,Turnover by D. Carroll (traveling),24,21
68,1,3:32.0,J. Embiid enters the game for A. Johnson,,24,21
69,1,3:14.0,B. Simmons makes 2-pt hook shot from 5 ft,,26,21
70,1,3:03.0,,D. Russell misses 2-pt jump shot from 12 ft,26,21
71,1,3:02.0,,Offensive rebound by J. Okafor,26,21
72,1,3:02.0,,Personal foul by J. Anderson (drawn by J. Okafor),26,21
73,1,3:02.0,T. Booker enters the game for D. Šarić,,26,21
74,1,3:02.0,J. Redick enters the game for B. Simmons,,26,21
75,1,2:50.0,,J. Okafor misses 2-pt jump shot from 15 ft,26,21
76,1,2:47.0,Defensive rebound by J. Embiid,,26,21
77,1,2:35.0,Shooting foul by J. Okafor (drawn by J. Embiid),,26,21
78,1,2:35.0,J. Embiid makes free throw 1 of 2,,27,21
79,1,2:35.0,,J. Webb enters the game for J. Okafor,27,21
80,1,2:35.0,J. Embiid makes free throw 2 of 2,,28,21
81,1,2:35.0,,T. Zeller enters the game for D. Carroll,28,21
82,1,2:23.0,,J. Harris misses 2-pt layup from 6 ft,28,21
83,1,2:20.0,Defensive rebound by T. Booker,,28,21
84,1,2:18.0,T. Booker makes 2-pt layup from 1 ft (assist by T. McConnell),,30,21
85,1,2:09.0,,D. Russell misses 2-pt jump shot from 12 ft,30,21
86,1,2:07.0,Defensive rebound by T. Booker,,30,21
87,1,1:58.0,T. McConnell misses 2-pt jump shot from 15 ft,,30,21
88,1,1:56.0,,Defensive rebound by Team,30,21
89,1,1:37.0,,D. Russell makes 2-pt jump shot from 11 ft,30,23
90,1,1:26.0,Turnover by T. McConnell (bad pass; steal by D. Russell),,30,23
91,1,1:22.0,,Turnover by D. Russell (bad pass; steal by J. Redick),30,23
92,1,1:22.0,Personal foul by D. Russell (drawn by J. Redick),,30,23
93,1,1:22.0,J. Redick makes free throw 2 of 2,,31,23
94,1,1:22.0,J. Redick makes free throw 1 of 2,,32,23
95,1,1:22.0,,D. Russell makes 2-pt jump shot from 11 ft,32,25
96,1,0:59.0,Personal foul by J. Harris (drawn by J. Redick),,32,25
97,1,0:59.0,J. Redick makes free throw 1 of 2,,33,25
98,1,0:59.0,J. Redick makes free throw 2 of 2,,34,25
99,1,0:40.0,,J. Webb misses 3-pt jump shot from 23 ft,34,25
100,1,0:36.0,,Offensive rebound by D. Russell,34,25
101,1,0:25.0,,Shooting foul by T. Booker (drawn by D. Russell),34,25
102,1,0:25.0,,D. Russell makes free throw 1 of 3,34,26
103,1,0:25.0,,D. Russell makes free throw 2 of 3,34,27
104,1,0:25.0,,J. Allen enters the game for N. Stauskas,34,27
105,1,0:25.0,,S. Dinwiddie enters the game for J. Webb,34,27
106,1,0:25.0,,D. Russell makes free throw 3 of 3,34,28
107,1,0:06.0,J. Redick misses 2-pt jump shot from 18 ft,,34,28
108,1,0:03.0,,Defensive rebound by J. Harris,34,28
109,1,0:01.0,,Personal foul by T. McConnell (drawn by S. Dinwiddie),34,28
110,1,0:01.0,,S. Dinwiddie makes free throw 1 of 2,34,29
111,1,0:01.0,,S. Dinwiddie makes free throw 2 of 2,34,30
112,2,11:41.0,,D. Russell makes 2-pt jump shot from 20 ft,34,32
113,2,11:17.0,J. Embiid misses 2-pt jump shot from 18 ft,,34,32
114,2,11:12.0,,Defensive rebound by J. Harris,34,32
115,2,11:08.0,,T. Zeller makes 3-pt jump shot from 23 ft (assist by D. Russell),34,35
116,2,10:53.0,T. Luwawu-Cabarrot misses 3-pt jump shot from 23 ft,,34,35
117,2,10:50.0,,Defensive rebound by J. Harris,34,35
118,2,10:45.0,,D. Russell makes 3-pt jump shot from 25 ft,34,38
119,2,10:44.0,Philadelphia full timeout,,34,38
120,2,10:44.0,D. Šarić enters the game for T. Booker,,34,38
121,2,10:23.0,Shooting foul by T. Zeller (drawn by J. Embiid),,34,38
122,2,10:23.0,J. Embiid makes free throw 1 of 2,,35,38
123,2,10:23.0,J. Embiid makes free throw 2 of 2,,36,38
124,2,10:15.0,,Personal foul by J. Embiid (drawn by J. Harris),36,38
125,2,10:02.0,,D. Russell makes 3-pt jump shot from 26 ft,36,41
126,2,9:49.0,R. Covington misses 2-pt layup from 2 ft,,36,41
127,2,9:47.0,,Defensive rebound by T. Zeller,36,41
