,QUARTER,TIME_REMAINING,NEW ORLEANS_ACTION,WASHINGTON_ACTION,NEW ORLEANS_SCORE,WASHINGTON_SCORE
28,1,8:44.0,,Defensive rebound by M. Morris,4,8
29,1,8:26.0,,M. Morris makes 2-pt jump shot from 13 ft,4,10
30,1,8:14.0,Shooting foul by M. Morris (drawn by A. Davis),,4,10
31,1,8:14.0,A. Davis makes free throw 1 of 2,,5,10
32,1,8:14.0,A. Davis makes free throw 2 of 2,,6,10
33,1,8:03.0,,B. Beal misses 3-pt jump shot from 24 ft,6,10
34,1,7:59.0,Defensive rebound by D. Cousins,,6,10
35,1,7:58.0,Personal foul by B. Beal (drawn by E. Moore),,6,10
36,1,7:49.0,E. Moore makes 2-pt jump shot from 5 ft (assist by R. Rondo),,8,10
37,1,7:37.0,,Turnover by J. Wall (bad pass),8,10
38,1,7:28.0,A. Davis misses 2-pt jump shot from 14 ft,,8,10
39,1,7:25.0,,Defensive rebound by M. Gortat,8,10
40,1,7:21.0,,J. Wall makes 3-pt jump shot from 25 ft,8,13
41,1,7:04.0,A. Davis makes 2-pt jump shot from 4 ft (assist by D. Cousins),,10,13
42,1,6:51.0,,M. Morris makes 3-pt jump shot from 25 ft (assist by J. Wall),10,16
43,1,6:40.0,D. Cousins makes 3-pt jump shot from 26 ft (assist by R. Rondo),,13,16
44,1,6:23.0,,J. Wall misses 3-pt jump shot from 24 ft,13,16
45,1,6:19.0,,Offensive rebound by M. Gortat,13,16
46,1,6:14.0,,Personal foul by R. Rondo (drawn by J. Wall),13,16
47,1,6:14.0,,Washington full timeout,13,16
48,1,6:08.0,,J. Wall makes 2-pt jump shot from 16 ft,13,18
49,1,5:44.0,R. Rondo misses 3-pt jump shot from 25 ft,,13,18
50,1,5:41.0,,Defensive rebound by M. Gortat,13,18
51,1,5:33.0,,K. Oubre misses 2-pt jump shot from 17 ft,13,18
52,1,5:30.0,Defensive rebound by J. Holiday,,13,18
53,1,5:26.0,Turnover by R. Rondo (lost ball; steal by J. Wall),,13,18
54,1,5:22.0,,B. Beal makes 3-pt jump shot from 24 ft (assist by J. Wall),13,21
55,1,5:00.0,J. Holiday misses 2-pt jump shot from 17 ft,,13,21
56,1,4:58.0,,Defensive rebound by M. Gortat,13,21
57,1,4:56.0,,Shooting foul by E. Moore (drawn by J. Wall),13,21
58,1,4:56.0,,J. Wall misses free throw 1 of 2,13,21
59,1,4:56.0,,Offensive rebound by Team,13,21
60,1,4:56.0,,T. Satoranský enters the game for K. Oubre,13,21
61,1,4:56.0,J. Nelson enters the game for R. Rondo,,13,21
62,1,4:56.0,D. Miller enters the game for E. Moore,,13,21
63,1,4:56.0,,J. Wall makes free throw 2 of 2,13,22
64,1,4:45.0,Turnover by A. Davis (lost ball; steal by T. Satoranský),,13,22
65,1,4:42.0,,Personal foul by D. Miller (drawn by J. Wall),13,22
66,1,4:39.0,,J. Wall makes 3-pt jump shot from 26 ft (assist by M. Gortat),13,25
67,1,4:13.0,D. Cousins misses 2-pt jump shot from 6 ft,,13,25
68,1,4:11.0,,Defensive rebound by T. Satoranský,13,25
69,1,4:07.0,,M. Gortat makes 2-pt dunk from 1 ft (assist by J. Wall),13,27
70,1,3:59.0,New Orleans full timeout,,13,27
71,1,3:59.0,D. Cunningham enters the game for A. Davis,,13,27
72,1,3:49.0,D. Miller misses 2-pt jump shot from 18 ft,,13,27
73,1,3:46.0,,Defensive rebound by M. Gortat,13,27
74,1,3:27.0,,B. Beal misses 2-pt jump shot from 15 ft,13,27
75,1,3:24.0,Defensive rebound by J. Nelson,,13,27
76,1,3:21.0,Turnover by J. Nelson (bad pass),,13,27
77,1,3:08.0,,J. Wall makes 3-pt jump shot from 26 ft (assist by B. Beal),13,30
78,1,2:54.0,D. Cousins misses 2-pt jump shot from 5 ft,,13,30
79,1,2:52.0,,Defensive rebound by J. Wall,13,30
80,1,2:49.0,,T. Satoranský misses 2-pt layup from 1 ft (block by J. Holiday),13,30
81,1,2:49.0,Defensive rebound by D. Cunningham,,13,30
82,1,2:39.0,D. Cousins makes 2-pt layup at rim (assist by J. Holiday),,15,30
83,1,2:21.0,,J. Wall makes 2-pt jump shot from 18 ft,15,32
84,1,2:08.0,D. Cunningham misses 2-pt jump shot from 2 ft,,15,32
85,1,2:08.0,,Defensive rebound by M. Morris,15,32
86,1,1:52.0,,Turnover by M. Morris (bad pass),15,32
87,1,1:52.0,,M. Scott enters the game for B. Beal,15,32
88,1,1:52.0,,J. Meeks enters the game for M. Morris,15,32
89,1,1:52.0,E. Moore enters the game for J. Holiday,,15,32
90,1,1:39.0,D. Cousins misses 3-pt jump shot from 26 ft,,15,32
91,1,1:36.0,,Defensive rebound by J. Wall,15,32
92,1,1:24.0,,M. Scott makes 2-pt jump shot from 6 ft,15,34
93,1,1:06.0,D. Cousins makes 2-pt layup from 1 ft (assist by E. Moore),,17,34
94,1,0:53.0,,M. Gortat makes 2-pt layup from 2 ft (assist by J. Wall),17,36
95,1,0:36.0,D. Cousins makes 2-pt jump shot from 12 ft,,19,36
96,1,0:29.0,,J. Wall misses 3-pt jump shot from 25 ft,19,36
97,1,0:27.0,Defensive rebound by D. Miller,,19,36
98,1,0:11.0,Personal take foul by T. Satoranský (drawn by J. Nelson),,19,36
99,1,0:11.0,A. Davis enters the game for D. Cousins,,19,36
100,1,0:01.0,D. Miller misses 2-pt jump shot from 14 ft,,19,36
101,1,0:01.0,Offensive rebound by A. Davis,,19,36
102,1,0:00.0,A. Davis misses 2-pt layup at rim,,19,36
103,1,0:00.0,Offensive rebound by Team,,19,36
104,2,11:44.0,,T. Satoranský makes 2-pt layup from 1 ft (assist by I. Mahinmi),19,38
105,2,11:35.0,Personal foul by I. Mahinmi (drawn by A. Davis),,19,38
106,2,11:26.0,Turnover by J. Nelson (lost ball; steal by T. Frazier),,19,38
107,2,11:12.0,,Turnover by T. Frazier (bad pass; steal by J. Nelson),19,38
108,2,11:07.0,E. Moore misses 3-pt jump shot from 25 ft,,19,38
109,2,11:02.0,,Defensive rebound by M. Scott,19,38
110,2,10:48.0,,M. Scott makes 2-pt jump shot from 12 ft (assist by T. Satoranský),19,40
111,2,10:35.0,E. Moore makes 2-pt layup from 1 ft (assist by A. Davis),,21,40
112,2,10:14.0,,M. Scott makes 2-pt jump shot from 8 ft (assist by I. Mahinmi),21,42
113,2,10:01.0,A. Davis misses 2-pt layup from 8 ft,,21,42
114,2,10:00.0,Offensive rebound by A. Davis,,21,42
115,2,9:59.0,A. Davis makes 2-pt layup from 3 ft,,23,42
116,2,9:50.0,,M. Scott makes 3-pt jump shot from 25 ft (assist by T. Frazier),23,45
117,2,9:30.0,E. Moore makes 2-pt jump shot from 2 ft (assist by J. Nelson),,25,45
118,2,9:21.0,,Personal block foul by J. Nelson (drawn by T. Frazier),25,45
119,2,9:16.0,,T. Frazier misses 3-pt jump shot from 25 ft,25,45
120,2,9:13.0,,Offensive rebound by Team,25,45
121,2,9:13.0,Loose ball foul by D. Miller (drawn by I. Mahinmi),,25,45
122,2,9:08.0,,Personal foul by D. Cunningham (drawn by I. Mahinmi),25,45
123,2,9:01.0,,T. Frazier makes 2-pt jump shot from 19 ft (assist by I. Mahinmi),25,47
124,2,8:50.0,A. Davis makes 2-pt jump shot from 20 ft (assist by J. Nelson),,27,47
125,2,8:29.0,,T. Frazier misses 3-pt jump shot from 24 ft,27,47
126,2,8:26.0,Defensive rebound by A. Davis,,27,47
127,2,8:21.0,Shooting foul by T. Frazier (drawn by J. Nelson),,27,47
128,2,8:21.0,J. Nelson misses free throw 1 of 2,,27,47
129,2,8:21.0,Offensive rebound by Team,,27,47
130,2,8:21.0,,B. Beal enters the game for T. Frazier,27,47
131,2,8:21.0,J. Holiday enters the game for D. Miller,,27,47
132,2,8:21.0,J. Nelson makes free throw 2 of 2,,28,47
133,2,8:10.0,,J. Meeks misses 3-pt jump shot from 27 ft,28,47
134,2,8:05.0,Defensive rebound by A. Davis,,28,47
135,2,8:00.0,J. Nelson makes 3-pt jump shot from 26 ft (assist by J. Holiday),,31,47
136,2,7:43.0,,T. Satoranský makes 2-pt jump shot from 13 ft (assist by J. Meeks),31,49
137,2,7:35.0,Shooting foul by M. Scott (drawn by A. Davis),,31,49
138,2,7:35.0,A. Davis makes free throw 1 of 2,,32,49
139,2,7:35.0,A. Davis makes free throw 2 of 2,,33,49
140,2,7:19.0,,M. Scott makes 3-pt jump shot from 25 ft (assist by B. Beal),33,52
141,2,7:09.0,A. Davis misses 3-pt jump shot from 26 ft,,33,52
142,2,7:05.0,Offensive rebound by A. Davis,,33,52
143,2,7:03.0,A. Davis misses 2-pt jump shot from 8 ft,,33,52
144,2,7:01.0,,Defensive rebound by M. Scott,33,52
145,2,6:53.0,,J. Meeks makes 3-pt jump shot from 26 ft (assist by T. Satoranský),33,55
146,2,6:47.0,New Orleans full timeout,,33,55
147,2,6:47.0,D. Cousins enters the game for J. Nelson,,33,55
148,2,6:38.0,J. Holiday misses 2-pt layup from 2 ft,,33,55
149,2,6:36.0,,Defensive rebound by T. Satoranský,33,55
150,2,6:36.0,,Technical foul by Team,33,55
151,2,6:36.0,,B. Beal makes technical free throw,33,56
152,2,6:17.0,,M. Scott makes 2-pt jump shot from 11 ft (assist by B. Beal),33,58
153,2,5:59.0,E. Moore makes 2-pt jump shot from 7 ft (assist by D. Cousins),,35,58
154,2,5:51.0,,Turnover by B. Beal (bad pass; steal by A. Davis),35,58
155,2,5:42.0,E. Moore misses 3-pt jump shot from 26 ft,,35,58
156,2,5:42.0,Offensive rebound by A. Davis,,35,58
157,2,5:40.0,A. Davis makes 2-pt dunk at rim,,37,58
158,2,5:24.0,,J. Meeks misses 3-pt jump shot from 27 ft,37,58
159,2,5:21.0,Defensive rebound by D. Cousins,,37,58
160,2,5:14.0,J. Holiday misses 2-pt layup from 2 ft,,37,58
161,2,5:12.0,,Defensive rebound by T. Satoranský,37,58
162,2,4:56.0,,J. Meeks misses 2-pt layup from 6 ft,37,58
163,2,4:51.0,,Offensive rebound by I. Mahinmi,37,58
164,2,4:51.0,,I. Mahinmi makes 2-pt layup at rim,37,60
165,2,4:40.0,Shooting foul by I. Mahinmi (drawn by D. Cousins),,37,60
166,2,4:40.0,D. Cousins misses free throw 1 of 2,,37,60
167,2,4:40.0,Offensive rebound by Team,,37,60
168,2,4:40.0,,J. Wall enters the game for I. Mahinmi,37,60
169,2,4:40.0,,M. Gortat enters the game for M. Scott,37,60
170,2,4:40.0,,M. Morris enters the game for T. Satoranský,37,60
171,2,4:40.0,I. Clark enters the game for E. Moore,,37,60
172,2,4:40.0,D. Cousins makes free throw 2 of 2,,38,60
173,2,4:21.0,,M. Morris misses 2-pt jump shot from 16 ft,38,60
174,2,4:18.0,Defensive rebound by A. Davis,,38,60
175,2,4:08.0,Personal foul by M. Gortat (drawn by J. Holiday),,38,60
176,2,4:08.0,J. Holiday makes free throw 1 of 2,,39,60
177,2,4:08.0,,K. Oubre enters the game for J. Meeks,39,60
178,2,4:08.0,D. Miller enters the game for D. Cunningham,,39,60
179,2,4:08.0,J. Holiday makes free throw 2 of 2,,40,60
180,2,3:58.0,,Turnover by J. Wall (turnover),40,60
181,2,3:43.0,Shooting foul by M. Morris (drawn by A. Davis),,40,60
182,2,3:43.0,A. Davis makes free throw 1 of 2,,41,60
183,2,3:43.0,A. Davis makes free throw 2 of 2,,42,60
184,2,3:31.0,,Turnover by M. Morris (step out of bounds),42,60
185,2,3:14.0,D. Cousins misses 3-pt jump shot from 25 ft,,42,60
186,2,3:12.0,,Defensive rebound by M. Gortat,42,60
187,2,3:04.0,,Offensive foul by M. Gortat (drawn by J. Holiday),42,60
188,2,3:04.0,,Turnover by M. Gortat (offensive foul),42,60
189,2,2:43.0,I. Clark misses 2-pt jump shot from 2 ft,,42,60
190,2,2:42.0,Offensive rebound by A. Davis,,42,60
191,2,2:42.0,A. Davis makes 2-pt dunk at rim,,44,60
192,2,2:42.0,,Washington full timeout,44,60
193,2,2:37.0,,Offensive foul by M. Morris (drawn by I. Clark),44,60
194,2,2:37.0,,Turnover by M. Morris (offensive foul),44,60
195,2,2:37.0,,M. Scott enters the game for M. Morris,44,60
196,2,2:27.0,Shooting foul by M. Scott (drawn by A. Davis),,44,60
197,2,2:27.0,A. Davis makes free throw 1 of 2,,45,60
198,2,2:27.0,A. Davis makes free throw 2 of 2,,46,60
199,2,2:13.0,,M. Scott misses 3-pt jump shot from 23 ft,46,60
200,2,2:09.0,Defensive rebound by D. Cousins,,46,60
201,2,2:05.0,Personal foul by M. Scott (drawn by A. Davis),,46,60
202,2,2:05.0,A. Davis makes free throw 1 of 2,,47,60
203,2,2:05.0,,J. Smith enters the game for M. Scott,47,60
204,2,2:05.0,A. Davis makes free throw 2 of 2,,48,60
205,2,1:48.0,,J. Wall misses 2-pt jump shot from 18 ft,48,60
206,2,1:45.0,Defensive rebound by J. Holiday,,48,60
207,2,1:40.0,Personal foul by J. Smith (drawn by D. Cousins),,48,60
208,2,1:40.0,D. Cousins makes free throw 1 of 2,,49,60
209,2,1:40.0,D. Cousins makes free throw 2 of 2,,50,60
210,2,1:23.0,,J. Smith misses 3-pt jump shot from 23 ft,50,60
211,2,1:20.0,Defensive rebound by I. Clark,,50,60
212,2,1:09.0,Personal foul by B. Beal (drawn by J. Holiday),,50,60
213,2,1:09.0,J. Holiday makes free throw 1 of 2,,51,60
214,2,1:09.0,J. Holiday makes free throw 2 of 2,,52,60
215,2,0:57.0,,Personal foul by I. Clark (drawn by J. Wall),52,60
216,2,0:48.0,,J. Wall misses 2-pt jump shot from 17 ft,52,60
217,2,0:46.0,Defensive rebound by Team,,52,60
218,2,0:46.0,,Loose ball foul by J. Smith (drawn by D. Cousins),52,60
219,2,0:46.0,D. Cousins makes free throw 1 of 2,,53,60
220,2,0:46.0,D. Cousins makes free throw 2 of 2,,54,60
221,2,0:32.0,,B. Beal misses 2-pt layup from 11 ft,54,60
222,2,0:30.0,Defensive rebound by D. Cousins,,54,60
223,2,0:27.0,Shooting foul by J. Wall (drawn by I. Clark),,54,60
224,2,0:27.0,I. Clark misses free throw 1 of 2,,54,60
225,2,0:27.0,Offensive rebound by Team,,54,60
226,2,0:27.0,I. Clark makes free throw 2 of 2,,55,60
227,2,0:05.0,,Shooting foul by I. Clark (drawn by J. Wall),55,60
228,2,0:05.0,,J. Wall misses free throw 1 of 2,55,60
229,2,0:05.0,,Offensive rebound by Team,55,60
230,2,0:05.0,,J. Wall makes free throw 2 of 2,55,61
231,2,0:00.0,I. Clark misses 3-pt jump shot from 23 ft,,55,61
232,2,0:00.0,Offensive rebound by Team,,55,61
233,3,11:37.0,,J. Wall misses 2-pt jump shot from 17 ft,55,61
234,3,11:34.0,Defensive rebound by D. Cousins,,55,61
235,3,11:20.0,D. Cunningham makes 2-pt layup from 3 ft (assist by R. Rondo),,57,61
236,3,11:04.0,,Turnover by M. Morris (bad pass; steal by J. Holiday),57,61
237,3,10:59.0,J. Holiday makes 2-pt layup from 2 ft,,59,61
238,3,10:43.0,,B. Beal misses 2-pt jump shot from 11 ft,59,61
239,3,10:41.0,Defensive rebound by D. Cousins,,59,61
240,3,10:21.0,E. Moore makes 2-pt hook shot from 18 ft (assist by J. Holiday),,61,61
241,3,10:21.0,,Washington full timeout,61,61
242,3,10:05.0,,Shooting foul by D. Cunningham (drawn by M. Morris),61,61
243,3,10:05.0,,M. Morris makes free throw 1 of 2,61,62
244,3,10:05.0,,M. Morris makes free throw 2 of 2,61,63
245,3,9:52.0,R. Rondo misses 2-pt jump shot from 18 ft,,61,63
246,3,9:48.0,,Defensive rebound by M. Gortat,61,63
247,3,9:34.0,,K. Oubre makes 3-pt jump shot from 23 ft (assist by M. Gortat),61,66
248,3,9:25.0,Turnover by J. Holiday (turnover),,61,66
249,3,9:11.0,,M. Gortat misses 2-pt jump shot from 4 ft,61,66
250,3,9:09.0,,Offensive rebound by B. Beal,61,66
251,3,9:09.0,,B. Beal makes 2-pt layup at rim,61,68
252,3,9:09.0,New Orleans full timeout,,61,68
253,3,9:00.0,J. Holiday makes 3-pt jump shot from 24 ft,,64,68
254,3,8:37.0,,M. Morris makes 2-pt jump shot from 10 ft,64,70
255,3,8:20.0,D. Cousins misses 3-pt jump shot from 27 ft,,64,70
256,3,8:19.0,,Defensive rebound by K. Oubre,64,70
257,3,8:15.0,A. Davis enters the game for D. Cunningham,,64,70
258,3,8:10.0,,B. Beal makes 2-pt layup from 2 ft,64,72
259,3,7:57.0,R. Rondo misses 2-pt layup from 3 ft (block by M. Gortat),,64,72
260,3,7:52.0,,Defensive rebound by M. Gortat,64,72
261,3,7:48.0,,K. Oubre misses 3-pt jump shot from 25 ft,64,72
262,3,7:44.0,Defensive rebound by R. Rondo,,64,72
263,3,7:42.0,Turnover by E. Moore (turnover),,64,72
264,3,7:32.0,,Personal foul by R. Rondo (drawn by J. Wall),64,72
265,3,7:26.0,,Shooting foul by A. Davis (drawn by K. Oubre),64,72
266,3,7:26.0,,K. Oubre misses free throw 1 of 2,64,72
267,3,7:26.0,,Offensive rebound by Team,64,72
268,3,7:26.0,,K. Oubre makes free throw 2 of 2,64,73
269,3,7:11.0,A. Davis makes 2-pt layup at rim (assist by D. Cousins),,66,73
270,3,6:52.0,,M. Gortat misses 2-pt layup from 7 ft,66,73
271,3,6:50.0,Defensive rebound by D. Cousins,,66,73
272,3,6:28.0,E. Moore misses 2-pt jump shot from 22 ft,,66,73
273,3,6:26.0,,Defensive rebound by M. Morris,66,73
274,3,6:24.0,,Personal foul by J. Holiday (drawn by J. Wall),66,73
275,3,6:18.0,,Offensive foul by M. Morris (drawn by E. Moore),66,73
276,3,6:18.0,,Turnover by M. Morris (offensive foul),66,73
277,3,6:18.0,,M. Scott enters the game for M. Morris,66,73
278,3,6:08.0,E. Moore misses 3-pt jump shot from 23 ft,,66,73
279,3,6:06.0,,Defensive rebound by M. Gortat,66,73
280,3,5:59.0,,J. Wall misses 2-pt jump shot from 16 ft,66,73
281,3,5:55.0,,Offensive rebound by M. Gortat,66,73
282,3,5:47.0,,K. Oubre misses 2-pt jump shot from 19 ft,66,73
283,3,5:45.0,Defensive rebound by D. Cousins,,66,73
284,3,5:38.0,A. Davis misses 2-pt jump shot from 17 ft,,66,73
285,3,5:36.0,,Defensive rebound by M. Gortat,66,73
286,3,5:26.0,,B. Beal misses 2-pt jump shot from 18 ft,66,73
287,3,5:24.0,Defensive rebound by D. Cousins,,66,73
288,3,5:07.0,Offensive foul by D. Cousins (drawn by M. Gortat),,66,73
289,3,5:07.0,Turnover by D. Cousins (offensive foul),,66,73
290,3,5:07.0,J. Nelson enters the game for D. Cousins,,66,73
291,3,5:07.0,D. Miller enters the game for R. Rondo,,66,73
292,3,4:58.0,,B. Beal misses 3-pt jump shot from 25 ft,66,73
293,3,4:54.0,Defensive rebound by J. Holiday,,66,73
294,3,4:49.0,J. Holiday misses 2-pt jump shot from 22 ft,,66,73
295,3,4:47.0,,Defensive rebound by J. Wall,66,73
296,3,4:43.0,,J. Wall misses 2-pt jump shot from 17 ft,66,73
297,3,4:37.0,,Offensive rebound by M. Gortat,66,73
298,3,4:37.0,,M. Gortat makes 2-pt layup at rim,66,75
299,3,4:17.0,A. Davis misses 2-pt hook shot from 11 ft,,66,75
300,3,4:15.0,,Defensive rebound by M. Scott,66,75
301,3,4:08.0,,Washington full timeout,66,75
302,3,4:08.0,I. Clark enters the game for E. Moore,,66,75
303,3,3:57.0,,J. Wall misses 2-pt jump shot from 17 ft,66,75
304,3,3:53.0,,Offensive rebound by M. Gortat,66,75
305,3,3:42.0,,Shooting foul by D. Miller (drawn by K. Oubre),66,75
306,3,3:42.0,,K. Oubre makes free throw 1 of 2,66,76
307,3,3:42.0,,K. Oubre makes free throw 2 of 2,66,77
308,3,3:25.0,Personal foul by M. Gortat (drawn by A. Davis),,66,77
309,3,3:25.0,,T. Satoranský enters the game for J. Wall,66,77
310,3,3:21.0,Turnover by J. Holiday (discontinued dribble),,66,77
311,3,3:21.0,D. Cunningham enters the game for J. Holiday,,66,77
312,3,3:00.0,,M. Scott makes 2-pt jump shot from 18 ft,66,79
313,3,2:34.0,Turnover by I. Clark (lost ball; steal by B. Beal),,66,79
314,3,2:31.0,,B. Beal makes 2-pt dunk from 1 ft,66,81
315,3,2:18.0,D. Miller misses 3-pt jump shot from 24 ft,,66,81
316,3,2:15.0,,Defensive rebound by T. Satoranský,66,81
317,3,1:57.0,,T. Satoranský makes 2-pt jump shot from 14 ft,66,83
318,3,1:45.0,Turnover by J. Nelson (bad pass),,66,83
319,3,1:45.0,D. Cousins enters the game for D. Cunningham,,66,83
320,3,1:23.0,,K. Oubre makes 2-pt layup from 2 ft (assist by B. Beal),66,85
321,3,1:08.0,Shooting foul by M. Scott (drawn by A. Davis),,66,85
322,3,1:08.0,A. Davis makes free throw 1 of 2,,67,85
323,3,1:08.0,,I. Mahinmi enters the game for M. Gortat,67,85
324,3,1:08.0,A. Davis makes free throw 2 of 2,,68,85
325,3,0:51.0,,B. Beal makes 3-pt jump shot from 25 ft (assist by I. Mahinmi),68,88
326,3,0:31.0,Turnover by J. Nelson (lost ball; steal by B. Beal),,68,88
327,3,0:19.0,,B. Beal makes 3-pt jump shot from 26 ft (assist by M. Scott),68,91
328,3,0:13.0,Shooting foul by I. Mahinmi (drawn by D. Cousins),,68,91
329,3,0:13.0,D. Cousins makes free throw 1 of 2,,69,91
330,3,0:13.0,D. Cousins makes free throw 2 of 2,,70,91
331,3,0:03.0,,Shooting foul by I. Clark (drawn by B. Beal),70,91
332,3,0:03.0,,B. Beal makes free throw 1 of 3,70,92
333,3,0:03.0,,B. Beal makes free throw 2 of 3,70,93
334,3,0:03.0,,J. Smith enters the game for M. Scott,70,93
335,3,0:03.0,,B. Beal misses free throw 3 of 3,70,93
336,3,0:02.0,Defensive rebound by D. Cousins,,70,93
337,3,0:00.0,D. Cousins misses 3-pt jump shot from 47 ft,,70,93
338,3,0:00.0,Offensive rebound by Team,,70,93
339,4,11:45.0,E. Moore makes 2-pt jump shot from 12 ft (assist by I. Clark),,72,93
340,4,11:25.0,,M. Scott misses 3-pt jump shot from 25 ft,72,93
341,4,11:22.0,Defensive rebound by D. Cousins,,72,93
342,4,11:15.0,D. Cousins makes 2-pt layup from 2 ft,,74,93
343,4,11:02.0,,M. Scott misses 2-pt jump shot from 19 ft,74,93
344,4,11:00.0,Defensive rebound by Team,,74,93
345,4,10:46.0,Turnover by I. Clark (bad pass),,74,93
346,4,10:36.0,,M. Scott misses 3-pt jump shot from 26 ft,74,93
347,4,10:32.0,Defensive rebound by E. Moore,,74,93
348,4,10:24.0,Turnover by D. Cousins (lost ball; steal by T. Satoranský),,74,93
349,4,10:10.0,,Turnover by M. Scott (bad pass; steal by I. Clark),74,93
350,4,10:05.0,Personal foul by I. Mahinmi (drawn by A. Davis),,74,93
351,4,9:57.0,J. Holiday makes 2-pt layup from 3 ft,,76,93
352,4,9:57.0,,Washington full timeout,76,93
353,4,9:57.0,,J. Wall enters the game for K. Oubre,76,93
354,4,9:48.0,Loose ball foul by D. Cousins (drawn by I. Mahinmi),,76,93
355,4,9:42.0,,Turnover by J. Wall (bad pass; steal by E. Moore),76,93
356,4,9:26.0,E. Moore misses 2-pt layup from 6 ft,,76,93
357,4,9:24.0,,Defensive rebound by T. Satoranský,76,93
358,4,9:18.0,,J. Wall makes 3-pt jump shot from 25 ft (assist by J. Meeks),76,96
359,4,9:07.0,Personal foul by J. Wall (drawn by J. Holiday),,76,96
360,4,8:56.0,A. Davis makes 2-pt layup from 7 ft (assist by E. Moore),,78,96
361,4,8:56.0,Shooting block foul by J. Meeks (drawn by A. Davis),,78,96
362,4,8:56.0,A. Davis misses free throw 1 of 1,,78,96
363,4,8:56.0,,Defensive rebound by M. Scott,78,96
364,4,8:48.0,,M. Scott makes 2-pt jump shot from 17 ft (assist by J. Wall),78,98
365,4,8:36.0,J. Holiday makes 2-pt jump shot from 13 ft,,80,98
366,4,8:09.0,,Turnover by J. Wall (bad pass; steal by J. Holiday),80,98
367,4,8:02.0,Turnover by J. Holiday (lost ball; steal by I. Mahinmi),,80,98
368,4,7:57.0,,J. Wall misses 3-pt jump shot from 26 ft,80,98
369,4,7:53.0,,Offensive rebound by J. Wall,80,98
370,4,7:52.0,,Turnover by J. Wall (bad pass; steal by E. Moore),80,98
371,4,7:50.0,J. Holiday misses 3-pt jump shot from 26 ft,,80,98
372,4,7:46.0,Offensive rebound by D. Cousins,,80,98
373,4,7:45.0,E. Moore misses 3-pt jump shot from 25 ft,,80,98
374,4,7:45.0,,Defensive rebound by J. Wall,80,98
375,4,7:36.0,,M. Scott makes 2-pt layup from 1 ft (assist by I. Mahinmi),80,100
376,4,7:36.0,New Orleans full timeout,,80,100
377,4,7:36.0,,B. Beal enters the game for T. Satoranský,80,100
378,4,7:36.0,D. Miller enters the game for I. Clark,,80,100
379,4,7:23.0,Shooting foul by M. Scott (drawn by A. Davis),,80,100
380,4,7:23.0,A. Davis makes free throw 1 of 2,,81,100
381,4,7:23.0,A. Davis makes free throw 2 of 2,,82,100
382,4,7:11.0,,I. Mahinmi makes 2-pt dunk from 1 ft (assist by J. Wall),82,102
383,4,6:56.0,D. Cousins makes 2-pt dunk from 1 ft (assist by E. Moore),,84,102
384,4,6:31.0,,M. Scott makes 2-pt jump shot from 19 ft (assist by J. Wall),84,104
385,4,6:18.0,A. Davis makes 2-pt dunk at rim (assist by J. Holiday),,86,104
386,4,5:55.0,,Turnover by I. Mahinmi (traveling),86,104
387,4,5:55.0,,K. Oubre enters the game for J. Meeks,86,104
