,QUARTER,TIME_REMAINING,CLEVELAND_ACTION,DETROIT_ACTION,CLEVELAND_SCORE,DETROIT_SCORE
56,1,4:28.0,,Personal foul by I. Thomas (drawn by I. Smith),15,17
57,1,4:28.0,,L. Kennard enters the game for R. Bullock,15,17
58,1,4:19.0,,Personal foul by J. Crowder (drawn by A. Tolliver),15,17
59,1,4:09.0,,S. Johnson makes 3-pt jump shot from 23 ft (assist by I. Smith),15,20
60,1,3:52.0,J. Smith misses 3-pt jump shot from 24 ft,,15,20
61,1,3:49.0,,Defensive rebound by A. Tolliver,15,20
62,1,3:36.0,,A. Drummond makes 2-pt layup from 1 ft (assist by A. Tolliver),15,22
63,1,3:17.0,J. Smith makes 2-pt jump shot from 10 ft,,17,22
64,1,3:04.0,,Shooting foul by J. Smith (drawn by A. Tolliver),17,22
65,1,3:04.0,,A. Tolliver makes free throw 1 of 3,17,23
66,1,3:04.0,,A. Tolliver makes free throw 2 of 3,17,24
67,1,3:04.0,,D. Buycks enters the game for A. Drummond,17,24
68,1,3:04.0,,E. Moreland enters the game for I. Smith,17,24
69,1,3:04.0,C. Frye enters the game for I. Thomas,,17,24
70,1,3:04.0,D. Wade enters the game for T. Thompson,,17,24
71,1,3:04.0,,A. Tolliver makes free throw 3 of 3,17,25
72,1,2:53.0,C. Frye misses 3-pt jump shot from 22 ft,,17,25
73,1,2:49.0,,Defensive rebound by S. Johnson,17,25
74,1,2:45.0,,S. Johnson makes 2-pt layup at rim,17,27
75,1,2:37.0,J. Smith misses 2-pt layup from 2 ft,,17,27
76,1,2:36.0,Offensive rebound by J. Smith,,17,27
77,1,2:35.0,J. Smith misses 2-pt layup from 1 ft (block by S. Johnson),,17,27
78,1,2:34.0,Offensive rebound by D. Wade,,17,27
79,1,2:31.0,L. James makes 2-pt dunk from 1 ft (assist by D. Wade),,19,27
80,1,2:15.0,,E. Moreland makes 2-pt jump shot from 3 ft (assist by D. Buycks),19,29
81,1,2:07.0,L. James makes 2-pt dunk at rim,,21,29
82,1,2:00.0,,Detroit full timeout,21,29
83,1,2:00.0,K. Korver enters the game for J. Smith,,21,29
84,1,1:47.0,,S. Johnson misses 2-pt layup from 2 ft,21,29
85,1,1:46.0,,Offensive rebound by S. Johnson,21,29
86,1,1:44.0,,S. Johnson misses 2-pt layup from 3 ft,21,29
87,1,1:44.0,,Offensive rebound by S. Johnson,21,29
88,1,1:42.0,,S. Johnson makes 2-pt hook shot from 1 ft,21,31
89,1,1:26.0,Turnover by C. Frye (bad pass; steal by D. Buycks),,21,31
90,1,1:23.0,,D. Buycks makes 2-pt layup from 1 ft (assist by A. Tolliver),21,33
91,1,1:13.0,Shooting foul by L. Kennard (drawn by D. Wade),,21,33
92,1,1:13.0,D. Wade makes free throw 1 of 2,,22,33
93,1,1:13.0,D. Wade misses free throw 2 of 2,,22,33
94,1,1:11.0,,Defensive rebound by E. Moreland,22,33
95,1,0:59.0,,L. Kennard misses 3-pt jump shot from 26 ft,22,33
96,1,0:57.0,Defensive rebound by L. James,,22,33
97,1,0:48.0,D. Wade makes 2-pt layup from 1 ft,,24,33
98,1,0:39.0,,D. Buycks misses 2-pt jump shot from 12 ft,24,33
99,1,0:36.0,Defensive rebound by L. James,,24,33
100,1,0:28.0,L. James misses 2-pt layup from 2 ft,,24,33
101,1,0:26.0,,Defensive rebound by S. Johnson,24,33
102,1,0:21.0,,A. Tolliver misses 3-pt jump shot from 24 ft,24,33
103,1,0:21.0,Defensive rebound by C. Frye,,24,33
104,1,0:01.0,C. Frye makes 2-pt layup at rim (assist by L. James),,26,33
105,1,0:01.0,Shooting foul by E. Moreland (drawn by C. Frye),,26,33
106,1,0:01.0,J. Green enters the game for L. James,,26,33
107,1,0:01.0,C. Frye makes free throw 1 of 1,,27,33
108,2,11:47.0,C. Frye misses 3-pt jump shot from 26 ft,,27,33
109,2,11:44.0,,Defensive rebound by L. Kennard,27,33
110,2,11:30.0,,L. Kennard misses 2-pt jump shot from 14 ft (block by K. Korver),27,33
111,2,11:28.0,,Offensive rebound by Team,27,33
112,2,11:22.0,,D. Buycks makes 2-pt layup from 2 ft (assist by A. Drummond),27,35
113,2,11:02.0,C. Frye makes 2-pt hook shot from 3 ft,,29,35
114,2,11:02.0,Shooting foul by A. Drummond (drawn by C. Frye),,29,35
115,2,11:02.0,C. Frye makes free throw 1 of 1,,30,35
116,2,10:49.0,,R. Bullock makes 2-pt layup at rim (assist by A. Drummond),30,37
117,2,10:40.0,Personal foul by A. Drummond (drawn by K. Korver),,30,37
118,2,10:35.0,D. Wade makes 2-pt hook shot from 4 ft (assist by K. Korver),,32,37
119,2,10:18.0,,L. Kennard misses 2-pt jump shot from 12 ft,32,37
120,2,10:15.0,,Offensive rebound by L. Kennard,32,37
121,2,10:14.0,,L. Kennard makes 2-pt layup at rim,32,39
122,2,9:57.0,J. Green misses 2-pt jump shot from 12 ft,,32,39
123,2,9:55.0,,Defensive rebound by L. Kennard,32,39
124,2,9:36.0,,R. Bullock makes 2-pt layup at rim (assist by A. Drummond),32,41
125,2,9:23.0,Shooting foul by R. Bullock (drawn by K. Korver),,32,41
126,2,9:23.0,K. Korver makes free throw 1 of 2,,33,41
127,2,9:23.0,K. Korver makes free throw 2 of 2,,34,41
128,2,9:11.0,,Turnover by R. Bullock (bad pass),34,41
129,2,9:08.0,Shooting foul by D. Buycks (drawn by D. Wade),,34,41
130,2,9:08.0,D. Wade misses free throw 1 of 2,,34,41
131,2,9:08.0,Offensive rebound by Team,,34,41
132,2,9:08.0,D. Wade misses free throw 2 of 2,,34,41
133,2,9:06.0,,Defensive rebound by A. Drummond,34,41
134,2,8:52.0,,H. Ellenson misses 2-pt layup from 6 ft,34,41
135,2,8:52.0,Defensive rebound by J. Crowder,,34,41
136,2,8:45.0,Turnover by D. Wade (lost ball; steal by D. Buycks),,34,41
137,2,8:34.0,,Turnover by D. Buycks (lost ball; steal by K. Korver),34,41
138,2,8:30.0,K. Korver makes 2-pt layup at rim (assist by D. Wade),,36,41
139,2,8:17.0,,Personal foul by J. Green (drawn by R. Bullock),36,41
140,2,8:17.0,,I. Smith enters the game for D. Buycks,36,41
141,2,8:17.0,L. James enters the game for D. Wade,,36,41
142,2,8:17.0,I. Thomas enters the game for J. Crowder,,36,41
143,2,8:17.0,,S. Johnson enters the game for L. Kennard,36,41
144,2,8:02.0,,S. Johnson misses 2-pt jump shot from 21 ft,36,41
145,2,8:00.0,,Offensive rebound by A. Drummond,36,41
146,2,8:00.0,,Turnover by A. Drummond (out of bounds lost ball),36,41
147,2,7:53.0,L. James makes 2-pt layup from 2 ft,,38,41
148,2,7:49.0,,Detroit full timeout,38,41
149,2,7:40.0,,R. Bullock makes 3-pt jump shot from 24 ft (assist by H. Ellenson),38,44
150,2,7:27.0,Personal foul by I. Smith (drawn by I. Thomas),,38,44
151,2,7:27.0,I. Thomas misses free throw 1 of 2,,38,44
152,2,7:27.0,Offensive rebound by Team,,38,44
153,2,7:27.0,I. Thomas makes free throw 2 of 2,,39,44
154,2,7:13.0,,I. Smith misses 2-pt jump shot from 10 ft,39,44
155,2,7:10.0,,Offensive rebound by A. Drummond,39,44
156,2,7:10.0,,A. Drummond misses 2-pt layup at rim,39,44
157,2,7:10.0,Defensive rebound by Team,,39,44
158,2,7:10.0,J. Smith enters the game for K. Korver,,39,44
159,2,7:10.0,T. Thompson enters the game for C. Frye,,39,44
160,2,7:01.0,J. Green makes 3-pt jump shot from 23 ft (assist by I. Thomas),,42,44
161,2,6:44.0,,A. Drummond makes 2-pt dunk from 2 ft (assist by R. Bullock),42,46
162,2,6:32.0,L. James makes 3-pt jump shot from 23 ft,,45,46
163,2,6:11.0,,Turnover by A. Drummond (out of bounds lost ball),45,46
164,2,6:01.0,Offensive foul by T. Thompson (drawn by A. Drummond),,45,46
165,2,6:01.0,Turnover by T. Thompson (offensive foul),,45,46
166,2,6:01.0,,A. Tolliver enters the game for H. Ellenson,45,46
167,2,6:01.0,D. Wade enters the game for J. Green,,45,46
168,2,5:53.0,,Shooting foul by D. Wade (drawn by S. Johnson),45,46
169,2,5:53.0,,S. Johnson makes free throw 1 of 2,45,47
170,2,5:53.0,,S. Johnson misses free throw 2 of 2,45,47
171,2,5:51.0,Defensive rebound by T. Thompson,,45,47
172,2,5:37.0,D. Wade makes 2-pt layup from 1 ft (assist by L. James),,47,47
173,2,5:14.0,,A. Drummond makes 2-pt layup from 1 ft,47,49
174,2,4:56.0,I. Thomas makes 3-pt jump shot from 25 ft (assist by D. Wade),,50,49
175,2,4:42.0,,S. Johnson misses 2-pt jump shot from 21 ft,50,49
176,2,4:38.0,Defensive rebound by T. Thompson,,50,49
177,2,4:30.0,L. James misses 2-pt jump shot from 20 ft,,50,49
178,2,4:30.0,,Defensive rebound by A. Drummond,50,49
179,2,4:23.0,,S. Johnson makes 2-pt layup from 1 ft,50,51
180,2,3:59.0,L. James makes 2-pt jump shot from 14 ft,,52,51
181,2,3:46.0,,I. Smith misses 2-pt jump shot from 9 ft,52,51
182,2,3:42.0,Defensive rebound by T. Thompson,,52,51
183,2,3:37.0,I. Thomas misses 2-pt layup from 2 ft,,52,51
184,2,3:34.0,,Defensive rebound by I. Smith,52,51
185,2,3:31.0,,I. Smith makes 2-pt layup at rim,52,53
186,2,3:30.0,Cleveland full timeout,,52,53
187,2,3:13.0,L. James misses 3-pt jump shot from 26 ft,,52,53
188,2,3:09.0,,Defensive rebound by R. Bullock,52,53
189,2,3:07.0,,I. Smith makes 2-pt layup at rim,52,55
190,2,3:07.0,,Shooting foul by D. Wade (drawn by I. Smith),52,55
191,2,3:07.0,,I. Smith misses free throw 1 of 1,52,55
192,2,3:04.0,Defensive rebound by T. Thompson,,52,55
193,2,2:52.0,J. Smith makes 2-pt layup from 1 ft,,54,55
194,2,2:45.0,Offensive charge foul by A. Drummond (drawn by I. Thomas),,54,55
195,2,2:45.0,,Turnover by A. Drummond (offensive foul),54,55
196,2,2:45.0,,E. Moreland enters the game for A. Drummond,54,55
197,2,2:34.0,Personal foul by R. Bullock (drawn by L. James),,54,55
198,2,2:34.0,L. James misses free throw 1 of 2,,54,55
199,2,2:34.0,Offensive rebound by Team,,54,55
200,2,2:34.0,L. James makes free throw 2 of 2,,55,55
201,2,2:23.0,,I. Smith makes 2-pt jump shot from 10 ft,55,57
202,2,2:14.0,I. Thomas misses 3-pt jump shot from 26 ft,,55,57
203,2,2:11.0,,Defensive rebound by E. Moreland,55,57
204,2,2:02.0,,A. Tolliver misses 3-pt jump shot from 24 ft,55,57
205,2,1:58.0,Defensive rebound by D. Wade,,55,57
206,2,1:54.0,T. Thompson makes 2-pt dunk from 1 ft (assist by L. James),,57,57
207,2,1:32.0,,Shooting foul by L. James (drawn by S. Johnson),57,57
208,2,1:32.0,,S. Johnson makes free throw 1 of 2,57,58
209,2,1:32.0,,L. Kennard enters the game for R. Bullock,57,58
210,2,1:32.0,,S. Johnson makes free throw 2 of 2,57,59
211,2,1:21.0,Shooting foul by E. Moreland (drawn by I. Thomas),,57,59
212,2,1:21.0,I. Thomas makes free throw 1 of 2,,58,59
213,2,1:21.0,I. Thomas makes free throw 2 of 2,,59,59
214,2,1:11.0,,I. Smith misses 2-pt jump shot from 16 ft,59,59
215,2,1:08.0,Defensive rebound by D. Wade,,59,59
216,2,1:02.0,L. James misses 2-pt layup from 6 ft,,59,59
217,2,1:02.0,Offensive rebound by T. Thompson,,59,59
218,2,0:59.0,T. Thompson misses 2-pt layup at rim,,59,59
219,2,0:59.0,Offensive rebound by D. Wade,,59,59
220,2,0:59.0,D. Wade makes 2-pt layup at rim,,61,59
221,2,0:47.0,,I. Smith misses 3-pt jump shot from 23 ft,61,59
222,2,0:44.0,Defensive rebound by J. Smith,,61,59
223,2,0:41.0,Personal foul by L. Kennard (drawn by I. Thomas),,61,59
224,2,0:41.0,I. Thomas makes free throw 1 of 2,,62,59
225,2,0:41.0,I. Thomas makes free throw 2 of 2,,63,59
226,2,0:20.0,,S. Johnson misses 2-pt layup from 6 ft,63,59
227,2,0:19.0,Defensive rebound by L. James,,63,59
228,3,11:46.0,L. James misses 3-pt jump shot from 23 ft,,63,59
229,3,11:46.0,Offensive rebound by T. Thompson,,63,59
230,3,11:45.0,T. Thompson misses 2-pt layup at rim,,63,59
231,3,11:42.0,,Defensive rebound by A. Drummond,63,59
232,3,11:30.0,,R. Bullock misses 2-pt jump shot from 8 ft,63,59
233,3,11:30.0,,Offensive rebound by Team,63,59
234,3,11:26.0,,R. Bullock misses 2-pt jump shot from 19 ft,63,59
235,3,11:25.0,Defensive rebound by I. Thomas,,63,59
236,3,11:18.0,Personal foul by A. Tolliver (drawn by J. Crowder),,63,59
237,3,11:12.0,I. Thomas misses 2-pt layup from 4 ft,,63,59
238,3,11:10.0,,Defensive rebound by A. Tolliver,63,59
239,3,11:04.0,,A. Tolliver makes 2-pt layup from 2 ft (assist by I. Smith),63,61
240,3,11:04.0,,Shooting foul by J. Smith (drawn by A. Tolliver),63,61
241,3,11:04.0,,A. Tolliver makes free throw 1 of 1,63,62
242,3,10:56.0,Personal foul by R. Bullock (drawn by J. Crowder),,63,62
243,3,10:47.0,I. Thomas makes 2-pt jump shot from 15 ft (assist by L. James),,65,62
244,3,10:33.0,,S. Johnson misses 3-pt jump shot from 25 ft,65,62
245,3,10:33.0,Defensive rebound by T. Thompson,,65,62
246,3,10:24.0,L. James misses 2-pt jump shot from 16 ft,,65,62
247,3,10:19.0,,Defensive rebound by S. Johnson,65,62
248,3,10:06.0,,I. Smith misses 2-pt layup at rim,65,62
249,3,10:03.0,,Offensive rebound by A. Drummond,65,62
250,3,10:03.0,,A. Drummond makes 2-pt layup at rim,65,64
251,3,9:39.0,I. Thomas misses 3-pt jump shot from 22 ft (block by A. Drummond),,65,64
252,3,9:39.0,Offensive rebound by Team,,65,64
253,3,9:38.0,T. Thompson misses 2-pt jump shot from 18 ft,,65,64
254,3,9:38.0,,Defensive rebound by R. Bullock,65,64
255,3,9:21.0,,S. Johnson makes 2-pt layup from 1 ft (assist by A. Tolliver),65,66
256,3,9:04.0,J. Smith misses 2-pt jump shot from 20 ft,,65,66
257,3,9:01.0,,Defensive rebound by S. Johnson,65,66
258,3,8:54.0,,Turnover by S. Johnson (bad pass; steal by J. Smith),65,66
259,3,8:42.0,T. Thompson misses 2-pt layup from 4 ft (block by A. Drummond),,65,66
260,3,8:40.0,,Defensive rebound by A. Drummond,65,66
261,3,8:36.0,,A. Tolliver makes 3-pt jump shot from 25 ft (assist by I. Smith),65,69
262,3,8:12.0,I. Thomas misses 3-pt jump shot from 25 ft,,65,69
263,3,8:09.0,,Defensive rebound by A. Drummond,65,69
264,3,8:04.0,,S. Johnson misses 3-pt jump shot from 23 ft,65,69
265,3,8:01.0,Defensive rebound by L. James,,65,69
266,3,7:51.0,Personal foul by R. Bullock (drawn by T. Thompson),,65,69
267,3,7:51.0,,L. Kennard enters the game for R. Bullock,65,69
268,3,7:47.0,Turnover by I. Thomas (bad pass; steal by S. Johnson),,65,69
269,3,7:43.0,,S. Johnson makes 2-pt layup at rim,65,71
270,3,7:42.0,Cleveland full timeout,,65,71
271,3,7:31.0,J. Smith misses 3-pt jump shot from 25 ft,,65,71
272,3,7:29.0,,Defensive rebound by A. Drummond,65,71
273,3,7:10.0,,Shooting foul by J. Smith (drawn by A. Drummond),65,71
274,3,7:10.0,,A. Drummond misses free throw 1 of 2,65,71
275,3,7:10.0,,Offensive rebound by Team,65,71
276,3,7:10.0,,A. Drummond makes free throw 2 of 2,65,72
277,3,6:55.0,J. Crowder misses 2-pt jump shot from 9 ft,,65,72
278,3,6:54.0,Offensive rebound by Team,,65,72
279,3,6:54.0,C. Frye enters the game for T. Thompson,,65,72
280,3,6:54.0,D. Wade enters the game for J. Crowder,,65,72
281,3,6:50.0,C. Frye makes 3-pt jump shot from 25 ft (assist by I. Thomas),,68,72
282,3,6:36.0,,L. Kennard makes 2-pt jump shot from 19 ft,68,74
283,3,6:22.0,J. Smith misses 2-pt layup from 5 ft,,68,74
284,3,6:20.0,,Defensive rebound by A. Drummond,68,74
285,3,6:15.0,,A. Tolliver makes 3-pt jump shot from 23 ft (assist by I. Smith),68,77
286,3,6:02.0,D. Wade misses 2-pt jump shot from 15 ft,,68,77
287,3,5:59.0,,Defensive rebound by A. Drummond,68,77
288,3,5:51.0,,A. Drummond makes 2-pt dunk from 1 ft (assist by A. Tolliver),68,79
289,3,5:32.0,L. James misses 3-pt jump shot from 27 ft,,68,79
290,3,5:28.0,Offensive rebound by J. Smith,,68,79
291,3,5:24.0,L. James makes 3-pt jump shot from 27 ft (assist by J. Smith),,71,79
292,3,5:09.0,,S. Johnson misses 2-pt layup from 3 ft (block by C. Frye),71,79
293,3,5:06.0,Defensive rebound by D. Wade,,71,79
294,3,5:04.0,J. Smith misses 3-pt jump shot from 22 ft,,71,79
295,3,5:01.0,,Defensive rebound by A. Tolliver,71,79
296,3,4:56.0,,A. Drummond makes 2-pt dunk at rim (assist by S. Johnson),71,81
297,3,4:56.0,,Shooting foul by L. James (drawn by A. Drummond),71,81
298,3,4:56.0,K. Korver enters the game for J. Smith,,71,81
299,3,4:56.0,,A. Drummond misses free throw 1 of 1,71,81
300,3,4:53.0,Defensive rebound by C. Frye,,71,81
301,3,4:44.0,Personal foul by I. Smith (drawn by C. Frye),,71,81
302,3,4:44.0,,L. Galloway enters the game for A. Tolliver,71,81
303,3,4:37.0,L. James makes 2-pt dunk from 1 ft (assist by I. Thomas),,73,81
304,3,4:16.0,,Shooting foul by I. Thomas (drawn by I. Smith),73,81
305,3,4:16.0,,I. Smith misses free throw 1 of 2,73,81
306,3,4:16.0,,Offensive rebound by Team,73,81
307,3,4:16.0,J. Green enters the game for I. Thomas,,73,81
308,3,4:16.0,,I. Smith makes free throw 2 of 2,73,82
309,3,4:07.0,C. Frye makes 3-pt jump shot from 24 ft (assist by K. Korver),,76,82
310,3,3:44.0,,I. Smith misses 2-pt jump shot from 16 ft,76,82
311,3,3:41.0,Defensive rebound by D. Wade,,76,82
312,3,3:36.0,D. Wade makes 2-pt layup from 2 ft,,78,82
313,3,3:36.0,Shooting foul by I. Smith (drawn by D. Wade),,78,82
314,3,3:36.0,,D. Buycks enters the game for I. Smith,78,82
315,3,3:36.0,D. Wade makes free throw 1 of 1,,79,82
316,3,3:22.0,,D. Buycks misses 2-pt layup from 6 ft (block by L. James),79,82
317,3,3:20.0,Defensive rebound by C. Frye,,79,82
318,3,3:17.0,K. Korver misses 3-pt jump shot from 31 ft,,79,82
319,3,3:13.0,,Defensive rebound by A. Drummond,79,82
320,3,3:06.0,,Shooting foul by K. Korver (drawn by S. Johnson),79,82
321,3,3:06.0,,S. Johnson misses free throw 1 of 2,79,82
322,3,3:06.0,,Offensive rebound by Team,79,82
323,3,3:06.0,,S. Johnson makes free throw 2 of 2,79,83
324,3,2:56.0,Personal foul by D. Buycks (drawn by D. Wade),,79,83
325,3,2:56.0,,Detroit full timeout,79,83
326,3,2:56.0,D. Wade misses free throw 1 of 2,,79,83
327,3,2:56.0,Offensive rebound by Team,,79,83
328,3,2:56.0,D. Wade makes free throw 2 of 2,,80,83
329,3,2:38.0,,S. Johnson makes 2-pt jump shot from 17 ft,80,85
330,3,2:17.0,C. Frye misses 3-pt jump shot from 26 ft,,80,85
331,3,2:12.0,,Defensive rebound by S. Johnson,80,85
332,3,2:02.0,Violation by C. Frye (kicked ball),,80,85
333,3,1:53.0,,S. Johnson makes 2-pt jump shot from 21 ft (assist by D. Buycks),80,87
334,3,1:38.0,Turnover by D. Wade (out of bounds lost ball),,80,87
335,3,1:19.0,,A. Drummond makes 2-pt hook shot from 10 ft (assist by S. Johnson),80,89
336,3,0:54.0,C. Frye makes 3-pt jump shot from 25 ft (assist by L. James),,83,89
337,3,0:45.0,,D. Buycks misses 2-pt jump shot from 15 ft,83,89
338,3,0:42.0,Defensive rebound by D. Wade,,83,89
339,3,0:33.0,Shooting foul by D. Buycks (drawn by J. Green),,83,89
340,3,0:33.0,J. Green makes free throw 1 of 2,,84,89
341,3,0:33.0,J. Green misses free throw 2 of 2,,84,89
342,3,0:32.0,,Defensive rebound by A. Drummond,84,89
343,3,0:19.0,,Turnover by L. Kennard (bad pass),84,89
344,3,0:00.0,Turnover by L. James (bad pass; steal by L. Galloway),,84,89
345,4,11:51.0,,L. Galloway misses 3-pt jump shot from 24 ft,84,89
346,4,11:45.0,,Offensive rebound by Team,84,89
347,4,11:45.0,Loose ball foul by C. Frye (drawn by H. Ellenson),,84,89
348,4,11:39.0,,L. Galloway misses 3-pt jump shot from 26 ft,84,89
349,4,11:35.0,Defensive rebound by C. Frye,,84,89
350,4,11:21.0,D. Wade misses 2-pt jump shot from 12 ft,,84,89
351,4,11:19.0,,Defensive rebound by H. Ellenson,84,89
352,4,11:12.0,,A. Tolliver makes 3-pt jump shot from 28 ft (assist by H. Ellenson),84,92
353,4,10:54.0,J. Green makes 2-pt layup from 2 ft (assist by I. Thomas),,86,92
354,4,10:34.0,,A. Tolliver makes 2-pt layup at rim (assist by L. Kennard),86,94
355,4,10:34.0,,Shooting foul by C. Frye (drawn by A. Tolliver),86,94
356,4,10:34.0,T. Thompson enters the game for C. Frye,,86,94
357,4,10:34.0,,A. Tolliver makes free throw 1 of 1,86,95
358,4,10:22.0,Shooting foul by L. Kennard (drawn by D. Wade),,86,95
359,4,10:22.0,D. Wade makes free throw 1 of 2,,87,95
360,4,10:22.0,J. Crowder enters the game for J. Green,,87,95
361,4,10:22.0,D. Wade makes free throw 2 of 2,,88,95
362,4,10:12.0,,H. Ellenson misses 3-pt jump shot from 25 ft,88,95
363,4,10:07.0,Defensive rebound by J. Crowder,,88,95
364,4,10:02.0,Shooting foul by D. Buycks (drawn by I. Thomas),,88,95
365,4,10:02.0,I. Thomas makes free throw 1 of 2,,89,95
366,4,10:02.0,I. Thomas makes free throw 2 of 2,,90,95
367,4,9:44.0,,D. Buycks makes 2-pt jump shot from 20 ft (assist by L. Galloway),90,97
368,4,9:34.0,J. Crowder makes 2-pt jump shot from 20 ft (assist by D. Wade),,92,97
369,4,9:11.0,,Personal foul by T. Thompson (drawn by L. Galloway),92,97
370,4,9:03.0,,Shooting foul by T. Thompson (drawn by D. Buycks),92,97
371,4,9:03.0,,D. Buycks makes free throw 1 of 2,92,98
372,4,9:03.0,,D. Buycks makes free throw 2 of 2,92,99
373,4,8:48.0,Shooting foul by D. Buycks (drawn by I. Thomas),,92,99
374,4,8:48.0,I. Thomas makes free throw 1 of 3,,93,99
375,4,8:48.0,I. Thomas makes free throw 2 of 3,,94,99
376,4,8:48.0,I. Thomas makes free throw 3 of 3,,95,99
377,4,8:33.0,,D. Buycks makes 3-pt jump shot from 25 ft,95,102
378,4,8:21.0,Turnover by I. Thomas (bad pass; steal by A. Tolliver),,95,102
379,4,8:12.0,,L. Galloway misses 2-pt layup from 2 ft (block by D. Wade),95,102
380,4,8:06.0,Defensive rebound by J. Crowder,,95,102
381,4,8:05.0,I. Thomas misses 2-pt jump shot from 18 ft,,95,102
382,4,8:03.0,,Defensive rebound by L. Kennard,95,102
383,4,7:50.0,,H. Ellenson misses 3-pt jump shot from 22 ft,95,102
384,4,7:50.0,Defensive rebound by Team,,95,102
385,4,7:50.0,,Loose ball foul by A. Tolliver (drawn by I. Thomas),95,102
386,4,7:50.0,,S. Johnson enters the game for L. Kennard,95,102
387,4,7:50.0,L. James enters the game for I. Thomas,,95,102
388,4,7:41.0,K. Korver makes 3-pt jump shot from 26 ft (assist by L. James),,98,102
