,QUARTER,TIME_REMAINING,DALLAS_ACTION,GOLDEN STATE_ACTION,DALLAS_SCORE,GOLDEN STATE_SCORE
0,1,11:41.0,,K. Thompson makes 2-pt jump shot from 21 ft (assist by S. Curry),0,2
1,1,11:16.0,W. Matthews misses 2-pt jump shot from 12 ft (block by D. Green),,0,2
2,1,11:16.0,Offensive rebound by Team,,0,2
3,1,11:15.0,Turnover by Team (shot clock),,0,2
4,1,11:08.0,,Turnover by S. Curry (lost ball; steal by D. Nowitzki),0,2
5,1,11:03.0,J. Barea makes 2-pt layup from 1 ft (assist by D. Smith),,2,2
6,1,10:49.0,,D. Green misses 2-pt layup from 1 ft,2,2
7,1,10:44.0,,Offensive rebound by Z. Pachulia,2,2
8,1,10:44.0,,Z. Pachulia misses 2-pt layup at rim,2,2
9,1,10:43.0,Defensive rebound by D. Nowitzki,,2,2
10,1,10:39.0,D. Nowitzki misses 3-pt jump shot from 25 ft,,2,2
11,1,10:34.0,,Defensive rebound by K. Durant,2,2
12,1,10:24.0,,K. Thompson makes 2-pt jump shot from 21 ft (assist by K. Durant),2,4
13,1,10:08.0,W. Matthews misses 3-pt jump shot from 25 ft,,2,4
14,1,10:05.0,Offensive rebound by D. Powell,,2,4
15,1,10:02.0,D. Smith makes 3-pt jump shot from 25 ft (assist by W. Matthews),,5,4
16,1,9:47.0,,Turnover by Z. Pachulia (lost ball; steal by D. Smith),5,4
17,1,9:43.0,D. Smith makes 2-pt layup from 1 ft,,7,4
18,1,9:25.0,,Shooting foul by D. Smith (drawn by D. Green),7,4
19,1,9:25.0,,D. Green makes free throw 1 of 2,7,5
20,1,9:25.0,,D. Green misses free throw 2 of 2,7,5
21,1,9:22.0,Defensive rebound by D. Powell,,7,5
22,1,9:09.0,W. Matthews makes 2-pt jump shot from 13 ft (assist by J. Barea),,9,5
23,1,8:55.0,,S. Curry misses 3-pt jump shot from 25 ft,9,5
24,1,8:52.0,Defensive rebound by D. Nowitzki,,9,5
25,1,8:44.0,D. Smith misses 3-pt jump shot from 24 ft,,9,5
26,1,8:41.0,,Defensive rebound by Z. Pachulia,9,5
27,1,8:35.0,,Z. Pachulia makes 2-pt dunk at rim (assist by K. Thompson),9,7
28,1,8:17.0,D. Nowitzki makes 2-pt jump shot from 14 ft (assist by J. Barea),,11,7
29,1,8:08.0,,Golden State full timeout,11,7
30,1,8:01.0,,S. Curry makes 2-pt jump shot from 17 ft (assist by Z. Pachulia),11,9
31,1,7:45.0,D. Smith makes 2-pt dunk from 1 ft,,13,9
32,1,7:32.0,,K. Thompson misses 2-pt layup from 1 ft,13,9
33,1,7:29.0,Defensive rebound by D. Nowitzki,,13,9
34,1,7:23.0,D. Nowitzki makes 2-pt jump shot from 18 ft (assist by J. Barea),,15,9
35,1,7:10.0,,D. Green misses 2-pt hook shot from 9 ft,15,9
36,1,7:08.0,,Offensive rebound by D. Green,15,9
37,1,7:08.0,,D. Green misses 2-pt jump shot from 4 ft,15,9
