,QUARTER,TIME_REMAINING,MINNESOTA_ACTION,UTAH_ACTION,MINNESOTA_SCORE,UTAH_SCORE
0,1,11:49.0,,Def 3 sec tech foul by T. Gibson,0,0
1,1,11:49.0,,R. Rubio makes technical free throw,0,1
2,1,11:40.0,,Turnover by R. Rubio (traveling),0,1
3,1,11:18.0,K. Towns makes 2-pt hook shot from 7 ft,,2,1
4,1,10:58.0,,D. Mitchell misses 3-pt jump shot from 25 ft,2,1
5,1,10:55.0,Defensive rebound by K. Towns,,2,1
6,1,10:48.0,J. Teague makes 2-pt jump shot from 17 ft,,4,1
7,1,10:28.0,,J. Ingles misses 2-pt layup from 2 ft (block by K. Towns),4,1
8,1,10:25.0,Defensive rebound by K. Towns,,4,1
9,1,10:18.0,J. Butler misses 3-pt jump shot from 25 ft,,4,1
10,1,10:15.0,Offensive rebound by T. Gibson,,4,1
11,1,10:12.0,Turnover by J. Teague (bad pass),,4,1
12,1,10:01.0,,Personal foul by J. Teague (drawn by D. Favors),4,1
13,1,9:59.0,,J. Ingles misses 2-pt layup from 2 ft (block by T. Gibson),4,1
14,1,9:57.0,Defensive rebound by T. Gibson,,4,1
15,1,9:50.0,A. Wiggins misses 2-pt jump shot from 14 ft,,4,1
16,1,9:47.0,,Defensive rebound by D. Favors,4,1
17,1,9:42.0,,R. Rubio makes 2-pt jump shot from 9 ft,4,3
18,1,9:19.0,T. Gibson makes 3-pt jump shot from 22 ft (assist by J. Butler),,7,3
19,1,9:05.0,,Turnover by R. Rubio (bad pass; steal by J. Butler),7,3
20,1,8:53.0,K. Towns makes 2-pt dunk from 1 ft (assist by J. Butler),,9,3
21,1,8:33.0,,D. Favors misses 2-pt jump shot from 12 ft,9,3
22,1,8:31.0,Defensive rebound by T. Gibson,,9,3
23,1,8:25.0,Shooting foul by J. Jerebko (drawn by T. Gibson),,9,3
24,1,8:25.0,T. Gibson makes free throw 1 of 2,,10,3
25,1,8:25.0,T. Gibson makes free throw 2 of 2,,11,3
26,1,8:18.0,,D. Mitchell misses 3-pt jump shot from 25 ft,11,3
27,1,8:16.0,Defensive rebound by Team,,11,3
28,1,7:51.0,J. Teague misses 2-pt layup from 9 ft (block by D. Favors),,11,3
29,1,7:47.0,Offensive rebound by J. Butler,,11,3
30,1,7:47.0,J. Butler misses 3-pt jump shot from 25 ft,,11,3
31,1,7:47.0,,Defensive rebound by Team,11,3
32,1,7:27.0,,D. Mitchell misses 2-pt jump shot from 7 ft (block by J. Butler),11,3
33,1,7:24.0,Defensive rebound by K. Towns,,11,3
34,1,7:15.0,K. Towns makes 2-pt dunk from 1 ft (assist by J. Teague),,13,3
35,1,7:14.0,,Utah full timeout,13,3
36,1,7:14.0,,T. Sefolosha enters the game for J. Jerebko,13,3
37,1,6:56.0,,R. Rubio misses 3-pt jump shot from 24 ft,13,3
38,1,6:52.0,,Offensive rebound by D. Favors,13,3
39,1,6:44.0,,Turnover by T. Sefolosha (bad pass; steal by A. Wiggins),13,3
40,1,6:28.0,A. Wiggins misses 2-pt jump shot from 10 ft,,13,3
41,1,6:24.0,,Defensive rebound by D. Favors,13,3
42,1,6:18.0,,Turnover by T. Sefolosha (lost ball; steal by K. Towns),13,3
43,1,6:13.0,A. Wiggins makes 2-pt layup from 1 ft (assist by J. Butler),,15,3
44,1,5:57.0,,D. Favors makes 2-pt layup from 2 ft (assist by J. Ingles),15,5
45,1,5:57.0,,Shooting foul by T. Gibson (drawn by D. Favors),15,5
46,1,5:57.0,,R. Hood enters the game for R. Rubio,15,5
47,1,5:57.0,,D. Favors makes free throw 1 of 1,15,6
48,1,5:43.0,A. Wiggins misses 3-pt jump shot from 23 ft,,15,6
49,1,5:39.0,,Defensive rebound by D. Mitchell,15,6
50,1,5:26.0,,D. Mitchell misses 3-pt jump shot from 24 ft,15,6
51,1,5:23.0,Defensive rebound by T. Gibson,,15,6
52,1,5:14.0,K. Towns makes 3-pt jump shot from 27 ft (assist by J. Butler),,18,6
53,1,4:53.0,,J. Ingles misses 3-pt jump shot from 23 ft,18,6
54,1,4:50.0,Defensive rebound by T. Gibson,,18,6
55,1,4:43.0,J. Teague makes 2-pt layup from 2 ft,,20,6
56,1,4:43.0,,Violation by D. Mitchell (def goaltending),20,6
57,1,4:21.0,,D. Mitchell makes 2-pt layup from 1 ft,20,8
58,1,4:05.0,A. Wiggins makes 2-pt layup from 1 ft,,22,8
59,1,3:51.0,,D. Favors misses 2-pt jump shot from 13 ft,22,8
60,1,3:48.0,Defensive rebound by K. Towns,,22,8
61,1,3:36.0,A. Wiggins misses 2-pt jump shot from 4 ft,,22,8
62,1,3:34.0,,Defensive rebound by D. Mitchell,22,8
63,1,3:27.0,,R. Hood makes 2-pt jump shot from 7 ft,22,10
64,1,3:09.0,J. Teague misses 3-pt jump shot from 26 ft,,22,10
65,1,3:06.0,,Defensive rebound by R. Hood,22,10
66,1,3:03.0,,E. Udoh enters the game for D. Favors,22,10
67,1,3:03.0,,R. Neto enters the game for D. Mitchell,22,10
68,1,3:03.0,N. Bjelica enters the game for J. Butler,,22,10
69,1,3:03.0,J. Crawford enters the game for K. Towns,,22,10
70,1,3:02.0,,Turnover by T. Sefolosha (bad pass),22,10
71,1,2:45.0,T. Gibson misses 2-pt jump shot from 5 ft (block by E. Udoh),,22,10
72,1,2:42.0,,Defensive rebound by R. Neto,22,10
73,1,2:38.0,,T. Sefolosha makes 2-pt layup from 2 ft,22,12
74,1,2:22.0,Shooting foul by T. Sefolosha (drawn by T. Gibson),,22,12
75,1,2:22.0,Minnesota full timeout,,22,12
76,1,2:22.0,T. Jones enters the game for J. Teague,,22,12
77,1,2:22.0,T. Gibson misses free throw 1 of 2,,22,12
78,1,2:22.0,Offensive rebound by Team,,22,12
79,1,2:22.0,T. Gibson makes free throw 2 of 2,,23,12
80,1,2:00.0,,R. Hood misses 2-pt jump shot from 15 ft,23,12
81,1,1:57.0,Defensive rebound by N. Bjelica,,23,12
82,1,1:47.0,N. Bjelica makes 3-pt jump shot from 25 ft (assist by A. Wiggins),,26,12
83,1,1:35.0,,T. Sefolosha misses 3-pt jump shot from 25 ft,26,12
84,1,1:33.0,Defensive rebound by N. Bjelica,,26,12
85,1,1:25.0,T. Jones makes 2-pt layup from 2 ft,,28,12
86,1,1:13.0,,E. Udoh misses 2-pt hook shot from 6 ft,28,12
87,1,1:13.0,Defensive rebound by Team,,28,12
88,1,1:13.0,,A. Burks enters the game for J. Ingles,28,12
89,1,0:58.0,T. Gibson makes 2-pt layup from 5 ft (assist by J. Crawford),,30,12
90,1,0:58.0,Shooting foul by R. Hood (drawn by T. Gibson),,30,12
91,1,0:58.0,T. Gibson makes free throw 1 of 1,,31,12
92,1,0:45.0,,R. Neto misses 2-pt layup from 4 ft (block by A. Wiggins),31,12
93,1,0:41.0,Defensive rebound by T. Jones,,31,12
94,1,0:38.0,Turnover by T. Gibson (bad pass; steal by A. Burks),,31,12
95,1,0:35.0,,A. Burks makes 2-pt dunk from 2 ft,31,14
96,1,0:31.0,Shooting foul by A. Burks (drawn by J. Crawford),,31,14
97,1,0:31.0,J. Crawford makes free throw 1 of 2,,32,14
98,1,0:31.0,J. Crawford makes free throw 2 of 2,,33,14
99,1,0:13.0,,R. Hood misses 2-pt jump shot from 14 ft,33,14
100,1,0:10.0,Defensive rebound by N. Bjelica,,33,14
