,QUARTER,TIME_REMAINING,MINNESOTA_ACTION,UTAH_ACTION,MINNESOTA_SCORE,UTAH_SCORE
101,1,0:01.0,T. Jones misses 2-pt jump shot from 11 ft,,33,14
102,1,0:01.0,Offensive rebound by Team,,33,14
103,2,11:52.0,Personal foul by A. Burks (drawn by J. Crawford),,33,14
104,2,11:40.0,K. Towns misses 2-pt hook shot from 6 ft,,33,14
105,2,11:38.0,,Defensive rebound by E. Udoh,33,14
106,2,11:31.0,,Turnover by R. Neto (bad pass; steal by J. Crawford),33,14
107,2,11:23.0,Turnover by N. Bjelica (traveling),,33,14
108,2,11:10.0,,A. Burks makes 2-pt dunk at rim,33,16
109,2,10:48.0,N. Bjelica misses 2-pt jump shot from 7 ft,,33,16
110,2,10:46.0,,Defensive rebound by T. Sefolosha,33,16
111,2,10:44.0,,Turnover by T. Sefolosha (bad pass),33,16
112,2,10:44.0,,R. Rubio enters the game for R. Hood,33,16
113,2,10:44.0,,D. Mitchell enters the game for R. Neto,33,16
114,2,10:24.0,S. Muhammad makes 2-pt jump shot from 9 ft,,35,16
115,2,10:06.0,,T. Sefolosha makes 3-pt jump shot from 26 ft (assist by D. Mitchell),35,19
116,2,9:51.0,J. Crawford misses 2-pt jump shot from 19 ft,,35,19
117,2,9:51.0,,Defensive rebound by Team,35,19
118,2,9:51.0,Loose ball foul by K. Towns (drawn by E. Udoh),,35,19
119,2,9:51.0,J. Butler enters the game for N. Bjelica,,35,19
120,2,9:51.0,,J. Jerebko enters the game for T. Sefolosha,35,19
121,2,9:36.0,,D. Mitchell makes 2-pt jump shot from 10 ft,35,21
122,2,9:17.0,Personal block foul by J. Jerebko (drawn by K. Towns),,35,21
123,2,9:03.0,T. Jones makes 2-pt layup from 3 ft (assist by J. Crawford),,37,21
124,2,8:54.0,,J. Jerebko makes 2-pt layup from 3 ft,37,23
125,2,8:41.0,S. Muhammad misses 2-pt layup from 2 ft,,37,23
126,2,8:34.0,,Defensive rebound by D. Mitchell,37,23
127,2,8:24.0,,J. Jerebko misses 3-pt jump shot from 25 ft,37,23
128,2,8:19.0,,Offensive rebound by D. Mitchell,37,23
129,2,8:17.0,,A. Burks misses 2-pt jump shot from 8 ft,37,23
130,2,8:17.0,,Offensive rebound by E. Udoh,37,23
131,2,8:09.0,,E. Udoh makes 2-pt layup at rim,37,25
132,2,8:07.0,Minnesota full timeout,,37,25
133,2,8:07.0,J. Teague enters the game for T. Jones,,37,25
134,2,8:07.0,A. Wiggins enters the game for S. Muhammad,,37,25
135,2,7:53.0,J. Butler makes 2-pt jump shot from 18 ft (assist by J. Teague),,39,25
136,2,7:38.0,,Shooting foul by J. Crawford (drawn by D. Mitchell),39,25
137,2,7:38.0,,D. Mitchell makes free throw 1 of 2,39,26
138,2,7:38.0,,J. Ingles enters the game for A. Burks,39,26
139,2,7:38.0,T. Gibson enters the game for J. Crawford,,39,26
140,2,7:38.0,,D. Mitchell misses free throw 2 of 2,39,26
141,2,7:36.0,Defensive rebound by K. Towns,,39,26
142,2,7:24.0,K. Towns makes 3-pt jump shot from 24 ft (assist by J. Butler),,42,26
143,2,7:10.0,,D. Favors enters the game for E. Udoh,42,26
144,2,7:00.0,,R. Rubio misses 3-pt jump shot from 25 ft,42,26
145,2,6:56.0,Defensive rebound by J. Butler,,42,26
146,2,6:46.0,J. Teague makes 3-pt jump shot from 24 ft (assist by J. Butler),,45,26
147,2,6:25.0,,R. Rubio misses 3-pt jump shot from 25 ft,45,26
148,2,6:22.0,,Offensive rebound by D. Favors,45,26
149,2,6:21.0,,D. Favors misses 2-pt layup from 1 ft,45,26
150,2,6:18.0,Defensive rebound by K. Towns,,45,26
151,2,6:08.0,Turnover by A. Wiggins (bad pass; steal by D. Favors),,45,26
152,2,6:00.0,,D. Mitchell makes 3-pt jump shot from 29 ft (assist by J. Ingles),45,29
153,2,5:37.0,A. Wiggins misses 2-pt hook shot from 4 ft,,45,29
154,2,5:34.0,,Defensive rebound by J. Jerebko,45,29
155,2,5:31.0,,D. Mitchell misses 3-pt jump shot from 25 ft,45,29
156,2,5:26.0,Defensive rebound by T. Gibson,,45,29
157,2,5:23.0,Shooting foul by J. Ingles (drawn by J. Butler),,45,29
158,2,5:23.0,J. Butler misses free throw 1 of 2,,45,29
159,2,5:23.0,Offensive rebound by Team,,45,29
160,2,5:23.0,,R. Hood enters the game for D. Mitchell,45,29
161,2,5:23.0,J. Butler makes free throw 2 of 2,,46,29
162,2,5:07.0,,R. Hood makes 3-pt jump shot from 22 ft (assist by R. Rubio),46,32
163,2,4:53.0,Shooting foul by J. Jerebko (drawn by A. Wiggins),,46,32
164,2,4:53.0,A. Wiggins makes free throw 1 of 2,,47,32
165,2,4:53.0,,T. Sefolosha enters the game for J. Jerebko,47,32
166,2,4:53.0,A. Wiggins misses free throw 2 of 2,,47,32
167,2,4:51.0,,Defensive rebound by R. Hood,47,32
168,2,4:43.0,,R. Hood misses 3-pt jump shot from 26 ft,47,32
169,2,4:38.0,,Offensive rebound by D. Favors,47,32
170,2,4:29.0,,Personal foul by T. Gibson (drawn by R. Rubio),47,32
171,2,4:23.0,,J. Ingles misses 3-pt jump shot from 25 ft,47,32
172,2,4:20.0,Defensive rebound by T. Gibson,,47,32
173,2,4:13.0,K. Towns misses 3-pt jump shot from 25 ft,,47,32
174,2,4:10.0,Offensive rebound by T. Gibson,,47,32
175,2,4:05.0,Turnover by T. Gibson (lost ball; steal by R. Hood),,47,32
176,2,3:56.0,,T. Sefolosha misses 2-pt hook shot from 6 ft,47,32
177,2,3:49.0,,Offensive rebound by D. Favors,47,32
178,2,3:49.0,,D. Favors misses 2-pt layup from 1 ft,47,32
179,2,3:48.0,Defensive rebound by T. Gibson,,47,32
180,2,3:47.0,Personal foul by J. Ingles (drawn by J. Butler),,47,32
181,2,3:47.0,J. Butler makes free throw 1 of 2,,48,32
182,2,3:47.0,J. Butler makes free throw 2 of 2,,49,32
183,2,3:44.0,,Utah full timeout,49,32
184,2,3:31.0,,D. Favors makes 2-pt layup from 3 ft (assist by J. Ingles),49,34
185,2,3:07.0,J. Butler makes 2-pt jump shot from 11 ft,,51,34
186,2,2:46.0,,R. Hood misses 2-pt layup from 7 ft (block by A. Wiggins),51,34
187,2,2:43.0,Defensive rebound by A. Wiggins,,51,34
188,2,2:31.0,A. Wiggins misses 2-pt jump shot from 20 ft,,51,34
189,2,2:25.0,Offensive rebound by J. Butler,,51,34
190,2,2:19.0,J. Teague misses 3-pt jump shot from 25 ft,,51,34
191,2,2:17.0,,Defensive rebound by D. Favors,51,34
192,2,2:06.0,,R. Rubio misses 3-pt jump shot from 25 ft,51,34
193,2,2:02.0,,Offensive rebound by D. Favors,51,34
194,2,2:01.0,,J. Ingles misses 3-pt jump shot from 25 ft,51,34
195,2,1:57.0,Defensive rebound by K. Towns,,51,34
196,2,1:45.0,Personal foul by R. Hood (drawn by J. Butler),,51,34
197,2,1:45.0,J. Butler makes free throw 1 of 2,,52,34
198,2,1:45.0,,D. Mitchell enters the game for T. Sefolosha,52,34
199,2,1:45.0,J. Butler makes free throw 2 of 2,,53,34
200,2,1:25.0,,R. Hood makes 3-pt jump shot from 23 ft (assist by D. Mitchell),53,37
201,2,1:10.0,J. Teague misses 2-pt jump shot from 10 ft,,53,37
202,2,1:04.0,Offensive rebound by K. Towns,,53,37
203,2,1:04.0,K. Towns misses 2-pt layup at rim,,53,37
204,2,1:03.0,,Defensive rebound by J. Ingles,53,37
205,2,1:01.0,,R. Hood makes 3-pt jump shot from 25 ft (assist by J. Ingles),53,40
206,2,0:42.0,Shooting foul by J. Ingles (drawn by A. Wiggins),,53,40
207,2,0:42.0,A. Wiggins misses free throw 1 of 2,,53,40
208,2,0:42.0,Offensive rebound by Team,,53,40
209,2,0:42.0,,T. Sefolosha enters the game for R. Rubio,53,40
210,2,0:42.0,,R. Rubio enters the game for J. Ingles,53,40
211,2,0:42.0,A. Wiggins makes free throw 2 of 2,,54,40
212,2,0:23.0,,T. Sefolosha makes 2-pt jump shot from 4 ft (assist by R. Hood),54,42
213,2,0:01.0,J. Teague makes 3-pt jump shot from 24 ft (assist by J. Butler),,57,42
214,3,11:49.0,J. Teague makes 2-pt jump shot from 11 ft,,59,42
215,3,11:31.0,,J. Jerebko makes 3-pt jump shot from 23 ft (assist by R. Rubio),59,45
216,3,11:13.0,Turnover by J. Teague (bad pass; steal by J. Jerebko),,59,45
217,3,10:57.0,,D. Favors makes 2-pt dunk from 1 ft (assist by J. Ingles),59,47
218,3,10:38.0,T. Gibson misses 2-pt jump shot from 3 ft,,59,47
219,3,10:36.0,,Defensive rebound by J. Jerebko,59,47
220,3,10:31.0,,D. Mitchell misses 3-pt jump shot from 24 ft,59,47
221,3,10:28.0,Defensive rebound by J. Butler,,59,47
222,3,10:20.0,K. Towns makes 3-pt jump shot from 25 ft (assist by J. Butler),,62,47
223,3,9:53.0,,D. Favors misses 2-pt jump shot from 9 ft,62,47
224,3,9:53.0,Defensive rebound by Team,,62,47
225,3,9:53.0,,Loose ball foul by D. Favors (drawn by K. Towns),62,47
226,3,9:36.0,K. Towns makes 3-pt jump shot from 22 ft (assist by A. Wiggins),,65,47
227,3,9:15.0,,R. Rubio misses 3-pt jump shot from 23 ft,65,47
228,3,9:13.0,Defensive rebound by T. Gibson,,65,47
229,3,9:00.0,J. Teague misses 2-pt layup from 5 ft,,65,47
230,3,8:58.0,,Defensive rebound by J. Jerebko,65,47
231,3,8:54.0,,D. Mitchell misses 2-pt layup from 1 ft,65,47
232,3,8:54.0,,Offensive rebound by J. Jerebko,65,47
233,3,8:50.0,,D. Mitchell makes 2-pt dunk from 2 ft (assist by J. Jerebko),65,49
234,3,8:42.0,Personal foul by D. Favors (drawn by J. Butler),,65,49
235,3,8:42.0,Turnover by Team (turnover),,65,49
236,3,8:21.0,,J. Ingles misses 3-pt jump shot from 23 ft,65,49
237,3,8:18.0,Defensive rebound by K. Towns,,65,49
238,3,8:06.0,J. Butler misses 2-pt jump shot from 13 ft,,65,49
239,3,8:02.0,,Defensive rebound by D. Favors,65,49
240,3,8:01.0,,Personal foul by T. Gibson (drawn by J. Jerebko),65,49
241,3,7:54.0,,D. Mitchell misses 2-pt jump shot from 15 ft,65,49
242,3,7:51.0,Defensive rebound by A. Wiggins,,65,49
243,3,7:42.0,Turnover by A. Wiggins (lost ball; steal by D. Mitchell),,65,49
244,3,7:38.0,Offensive charge foul by J. Jerebko (drawn by J. Butler),,65,49
245,3,7:38.0,,Turnover by J. Jerebko (offensive foul),65,49
246,3,7:22.0,J. Teague makes 3-pt jump shot from 23 ft (assist by K. Towns),,68,49
247,3,7:00.0,,R. Rubio misses 3-pt jump shot from 24 ft,68,49
248,3,6:58.0,Defensive rebound by K. Towns,,68,49
249,3,6:45.0,J. Butler misses 2-pt jump shot from 8 ft,,68,49
250,3,6:42.0,,Defensive rebound by J. Jerebko,68,49
251,3,6:39.0,,Turnover by R. Rubio (bad pass; steal by J. Teague),68,49
252,3,6:37.0,Personal foul by R. Rubio (drawn by J. Teague),,68,49
253,3,6:37.0,,Utah full timeout,68,49
254,3,6:37.0,,A. Burks enters the game for R. Rubio,68,49
255,3,6:21.0,K. Towns makes 2-pt hook shot from 5 ft (assist by A. Wiggins),,70,49
256,3,6:04.0,,Turnover by A. Burks (step out of bounds),70,49
257,3,5:42.0,K. Towns misses 2-pt jump shot from 19 ft,,70,49
258,3,5:40.0,,Defensive rebound by A. Burks,70,49
259,3,5:23.0,,D. Favors makes 2-pt layup from 1 ft (assist by D. Mitchell),70,51
260,3,5:17.0,A. Wiggins makes 2-pt layup from 2 ft (assist by J. Teague),,72,51
261,3,5:17.0,Shooting foul by D. Mitchell (drawn by A. Wiggins),,72,51
262,3,5:17.0,,R. Hood enters the game for J. Ingles,72,51
263,3,5:17.0,A. Wiggins makes free throw 1 of 1,,73,51
264,3,4:55.0,,A. Burks makes 2-pt jump shot from 12 ft,73,53
265,3,4:31.0,T. Gibson makes 2-pt dunk from 1 ft (assist by J. Butler),,75,53
266,3,4:15.0,,J. Jerebko makes 3-pt jump shot from 23 ft (assist by R. Hood),75,56
267,3,3:48.0,J. Teague makes 3-pt jump shot from 30 ft (assist by J. Butler),,78,56
268,3,3:39.0,,Utah full timeout,78,56
269,3,3:39.0,,T. Sefolosha enters the game for J. Jerebko,78,56
270,3,3:39.0,N. Bjelica enters the game for K. Towns,,78,56
271,3,3:21.0,,R. Hood makes 2-pt jump shot from 10 ft,78,58
272,3,3:00.0,J. Butler makes 2-pt jump shot from 17 ft,,80,58
273,3,2:43.0,,Turnover by R. Hood (lost ball; steal by T. Gibson),80,58
274,3,2:42.0,Personal foul by D. Mitchell (drawn by J. Teague),,80,58
275,3,2:42.0,J. Teague makes free throw 1 of 2,,81,58
276,3,2:42.0,,E. Udoh enters the game for D. Favors,81,58
277,3,2:42.0,J. Teague makes free throw 2 of 2,,82,58
278,3,2:30.0,,R. Hood misses 3-pt jump shot from 24 ft,82,58
279,3,2:27.0,Defensive rebound by J. Teague,,82,58
280,3,2:17.0,Turnover by A. Wiggins (bad pass),,82,58
281,3,2:07.0,,A. Burks misses 2-pt jump shot from 9 ft,82,58
282,3,2:04.0,Defensive rebound by A. Wiggins,,82,58
283,3,1:55.0,T. Gibson makes 2-pt dunk from 2 ft,,84,58
284,3,1:40.0,,D. Mitchell makes 2-pt layup from 1 ft,84,60
285,3,1:24.0,J. Butler makes 2-pt jump shot from 9 ft,,86,60
286,3,1:10.0,,Personal foul by A. Wiggins (drawn by D. Mitchell),86,60
287,3,1:10.0,,R. Neto enters the game for D. Mitchell,86,60
288,3,1:10.0,J. Crawford enters the game for A. Wiggins,,86,60
289,3,1:05.0,,Personal foul by N. Bjelica (drawn by E. Udoh),86,60
290,3,1:05.0,,E. Udoh makes free throw 2 of 2,86,61
291,3,1:05.0,,E. Udoh makes free throw 1 of 2,86,62
292,3,0:53.0,Turnover by J. Butler (bad pass),,86,62
293,3,0:40.0,,Shooting foul by T. Gibson (drawn by R. Hood),86,62
294,3,0:40.0,,R. Hood makes free throw 3 of 3,86,63
295,3,0:40.0,,R. Hood makes free throw 2 of 3,86,64
296,3,0:40.0,,R. Hood makes free throw 1 of 3,86,65
297,3,0:28.0,Turnover by J. Teague (traveling),,86,65
298,3,0:08.0,,R. Hood misses 3-pt jump shot from 25 ft,86,65
299,3,0:06.0,Defensive rebound by J. Teague,,86,65
300,3,0:00.0,Shooting foul by R. Neto (drawn by J. Teague),,86,65
301,3,0:00.0,J. Teague makes free throw 1 of 2,,87,65
302,3,0:00.0,J. Teague makes free throw 2 of 2,,88,65
303,3,0:00.0,,R. Neto misses 3-pt jump shot from 65 ft,88,65
304,3,0:00.0,,Offensive rebound by Team,88,65
305,4,11:45.0,,A. Burks makes 2-pt jump shot from 22 ft (assist by E. Udoh),88,67
306,4,11:30.0,K. Towns misses 3-pt jump shot from 26 ft,,88,67
307,4,11:29.0,,Defensive rebound by Team,88,67
308,4,11:22.0,,Personal foul by J. Crawford (drawn by A. Burks),88,67
309,4,11:11.0,,T. Sefolosha makes 3-pt jump shot from 24 ft (assist by R. Neto),88,70
310,4,10:52.0,N. Bjelica makes 2-pt dunk from 2 ft (assist by J. Crawford),,90,70
311,4,10:37.0,,T. Sefolosha makes 3-pt jump shot from 22 ft (assist by R. Neto),90,73
312,4,10:14.0,K. Towns makes 2-pt jump shot from 6 ft,,92,73
313,4,9:56.0,,A. Burks misses 2-pt jump shot from 14 ft,92,73
314,4,9:56.0,,Offensive rebound by Team,92,73
315,4,9:56.0,Loose ball foul by N. Bjelica (drawn by E. Udoh),,92,73
316,4,9:45.0,,T. Sefolosha misses 2-pt layup from 5 ft,92,73
317,4,9:42.0,Defensive rebound by N. Bjelica,,92,73
318,4,9:37.0,K. Towns makes 2-pt dunk from 2 ft (assist by T. Jones),,94,73
319,4,9:18.0,,T. Sefolosha misses 2-pt jump shot from 21 ft,94,73
320,4,9:15.0,Defensive rebound by J. Crawford,,94,73
321,4,9:03.0,S. Muhammad misses 2-pt jump shot from 3 ft (block by E. Udoh),,94,73
322,4,8:58.0,,Defensive rebound by T. Sefolosha,94,73
323,4,8:56.0,,R. Neto makes 2-pt layup from 1 ft (assist by T. Sefolosha),94,75
324,4,8:41.0,Personal foul by T. Sefolosha (drawn by T. Jones),,94,75
325,4,8:41.0,,D. Favors enters the game for R. Hood,94,75
326,4,8:41.0,,R. O'Neale enters the game for E. Udoh,94,75
327,4,8:34.0,Shooting foul by T. Sefolosha (drawn by J. Crawford),,94,75
328,4,8:34.0,J. Crawford makes free throw 1 of 3,,95,75
329,4,8:34.0,J. Crawford makes free throw 2 of 3,,97,75
330,4,8:34.0,J. Crawford makes free throw 3 of 3,,97,75
331,4,8:22.0,,A. Burks makes 3-pt jump shot from 25 ft (assist by R. Neto),97,78
332,4,8:02.0,N. Bjelica misses 3-pt jump shot from 26 ft,,97,78
333,4,7:59.0,,Defensive rebound by D. Favors,97,78
334,4,7:54.0,,Turnover by D. Favors (bad pass; steal by J. Crawford),97,78
335,4,7:50.0,Turnover by J. Crawford (bad pass),,97,78
336,4,7:50.0,,D. Mitchell enters the game for A. Burks,97,78
337,4,7:50.0,T. Gibson enters the game for T. Jones,,97,78
338,4,7:50.0,A. Wiggins enters the game for N. Bjelica,,97,78
339,4,7:50.0,J. Butler enters the game for J. Crawford,,97,78
340,4,7:50.0,J. Teague enters the game for S. Muhammad,,97,78
341,4,7:39.0,,D. Mitchell makes 2-pt layup from 2 ft,97,80
342,4,7:15.0,T. Gibson makes 2-pt jump shot from 15 ft,,99,80
343,4,6:55.0,,R. O'Neale misses 3-pt jump shot from 25 ft,99,80
344,4,6:51.0,Defensive rebound by A. Wiggins,,99,80
345,4,6:38.0,J. Butler makes 2-pt jump shot from 14 ft,,101,80
346,4,6:38.0,,Utah full timeout,101,80
347,4,6:38.0,,J. Jerebko enters the game for D. Favors,101,80
348,4,6:38.0,,E. Udoh enters the game for T. Sefolosha,101,80
349,4,6:29.0,,D. Mitchell makes 3-pt jump shot from 27 ft (assist by R. Neto),101,83
350,4,6:13.0,J. Butler misses 2-pt jump shot from 15 ft,,101,83
351,4,6:09.0,,Defensive rebound by J. Jerebko,101,83
352,4,6:04.0,,D. Mitchell makes 2-pt jump shot from 6 ft (assist by R. Neto),101,85
353,4,5:49.0,Turnover by J. Butler (traveling),,101,85
354,4,5:36.0,,R. Neto makes 3-pt jump shot from 24 ft (assist by E. Udoh),101,88
355,4,5:15.0,J. Butler misses 2-pt jump shot from 3 ft (block by D. Mitchell),,101,88
356,4,5:15.0,,Defensive rebound by Team,101,88
357,4,4:59.0,,R. O'Neale misses 3-pt jump shot from 23 ft,101,88
358,4,4:56.0,Defensive rebound by K. Towns,,101,88
359,4,4:43.0,,Personal foul by J. Teague (drawn by D. Mitchell),101,88
360,4,4:42.0,Turnover by J. Teague (lost ball; steal by D. Mitchell),,101,88
361,4,4:36.0,,Turnover by D. Mitchell (palming),101,88
362,4,4:20.0,J. Teague misses 3-pt jump shot from 25 ft,,101,88
363,4,4:18.0,,Defensive rebound by R. O'Neale,101,88
364,4,4:14.0,,Turnover by R. O'Neale (bad pass; steal by A. Wiggins),101,88
365,4,4:10.0,J. Butler makes 2-pt layup from 2 ft (assist by A. Wiggins),,103,88
366,4,4:10.0,,Utah full timeout,103,88
367,4,3:55.0,,J. Jerebko makes 3-pt jump shot from 22 ft (assist by D. Mitchell),103,91
368,4,3:29.0,A. Wiggins makes 2-pt layup from 3 ft,,105,91
369,4,3:04.0,,D. Mitchell misses 3-pt jump shot from 27 ft,105,91
370,4,3:01.0,Defensive rebound by K. Towns,,105,91
371,4,2:38.0,T. Gibson misses 3-pt jump shot from 33 ft,,105,91
372,4,2:38.0,Offensive rebound by Team,,105,91
373,4,2:38.0,Turnover by Team (shot clock),,105,91
374,4,2:32.0,,D. Mitchell makes 3-pt jump shot from 25 ft (assist by R. Neto),105,94
375,4,2:03.0,J. Teague misses 2-pt jump shot from 20 ft,,105,94
376,4,2:00.0,,Defensive rebound by E. Udoh,105,94
377,4,1:43.0,,J. Jerebko misses 3-pt jump shot from 22 ft,105,94
378,4,1:42.0,Defensive rebound by J. Teague,,105,94
379,4,1:32.0,Turnover by J. Teague (bad pass; steal by D. Mitchell),,105,94
380,4,1:26.0,,Turnover by D. Mitchell (lost ball; steal by J. Butler),105,94
