,QUARTER,TIME_REMAINING,PHILADELPHIA_ACTION,NEW YORK_ACTION,PHILADELPHIA_SCORE,NEW YORK_SCORE
71,1,2:23.0,T. Booker misses 2-pt layup from 1 ft (block by K. Porziņģis),,13,20
72,1,2:23.0,Offensive rebound by T. McConnell,,13,20
73,1,2:22.0,J. Bayless misses 3-pt jump shot from 26 ft,,13,20
74,1,2:22.0,Offensive rebound by T. Booker,,13,20
75,1,2:14.0,R. Covington misses 3-pt jump shot from 26 ft,,13,20
76,1,2:14.0,,Defensive rebound by K. O'Quinn,13,20
77,1,2:06.0,,Turnover by F. Ntilikina (bad pass; steal by T. McConnell),13,20
78,1,2:05.0,,R. Baker enters the game for C. Lee,13,20
79,1,2:05.0,J. Redick enters the game for R. Covington,,13,20
80,1,1:57.0,J. Embiid misses 2-pt jump shot from 14 ft,,13,20
81,1,1:53.0,,Defensive rebound by K. Porziņģis,13,20
82,1,1:39.0,,K. O'Quinn misses 2-pt layup from 3 ft (block by J. Bayless),13,20
83,1,1:36.0,Defensive rebound by J. Redick,,13,20
84,1,1:26.0,Turnover by T. Booker (lost ball; steal by K. O'Quinn),,13,20
85,1,1:22.0,,F. Ntilikina misses 3-pt jump shot from 25 ft,13,20
86,1,1:19.0,Defensive rebound by T. McConnell,,13,20
87,1,1:14.0,T. Booker makes 2-pt layup from 1 ft (assist by J. Bayless),,15,20
88,1,1:14.0,Shooting foul by K. Porziņģis (drawn by T. Booker),,15,20
89,1,1:14.0,,M. Beasley enters the game for K. Porziņģis,15,20
90,1,1:14.0,T. Booker makes free throw 1 of 1,,16,20
91,1,1:01.0,,D. McDermott makes 2-pt layup from 1 ft (assist by K. O'Quinn),16,22
92,1,0:52.0,J. Embiid makes 2-pt dunk at rim (assist by T. McConnell),,18,22
93,1,0:31.0,,K. O'Quinn misses 2-pt hook shot from 4 ft (block by J. Embiid),18,22
94,1,0:29.0,Defensive rebound by J. Embiid,,18,22
95,1,0:25.0,Turnover by T. McConnell (bad pass; steal by M. Beasley),,18,22
96,1,0:18.0,,R. Baker misses 2-pt layup from 3 ft,18,22
97,1,0:16.0,Defensive rebound by T. Booker,,18,22
98,1,0:10.0,T. McConnell makes 3-pt jump shot from 26 ft (assist by J. Bayless),,21,22
99,1,0:01.0,,K. O'Quinn makes 2-pt jump shot from 10 ft (assist by F. Ntilikina),21,24
100,2,11:41.0,J. Embiid makes 2-pt hook shot from 7 ft,,23,24
101,2,11:24.0,,M. Beasley misses 2-pt jump shot from 6 ft,23,24
102,2,11:22.0,Defensive rebound by J. Embiid,,23,24
103,2,11:14.0,J. Embiid makes 3-pt jump shot from 26 ft (assist by J. Redick),,26,24
104,2,10:54.0,,M. Beasley makes 2-pt jump shot from 6 ft (assist by R. Baker),26,26
105,2,10:42.0,J. Redick misses 3-pt jump shot from 25 ft,,26,26
106,2,10:39.0,,Defensive rebound by K. O'Quinn,26,26
107,2,10:27.0,,R. Baker misses 2-pt layup from 2 ft,26,26
108,2,10:25.0,Defensive rebound by J. Embiid,,26,26
109,2,10:21.0,J. Redick makes 3-pt jump shot from 26 ft (assist by T. McConnell),,29,26
110,2,10:05.0,,F. Ntilikina makes 2-pt jump shot from 15 ft,29,28
111,2,9:52.0,J. Embiid misses 2-pt jump shot from 13 ft,,29,28
112,2,9:50.0,,Defensive rebound by Team,29,28
113,2,9:50.0,,E. Freedom enters the game for K. O'Quinn,29,28
114,2,9:36.0,,M. Beasley misses 2-pt jump shot from 9 ft,29,28
115,2,9:34.0,,Offensive rebound by E. Freedom,29,28
116,2,9:33.0,,E. Freedom makes 2-pt layup at rim,29,30
117,2,9:18.0,J. Redick misses 3-pt jump shot from 25 ft,,29,30
118,2,9:15.0,,Defensive rebound by F. Ntilikina,29,30
119,2,9:10.0,,F. Ntilikina misses 2-pt layup from 1 ft (block by J. Embiid),29,30
120,2,9:08.0,Defensive rebound by T. McConnell,,29,30
121,2,9:08.0,Shooting foul by R. Baker (drawn by J. Redick),,29,30
122,2,9:08.0,,C. Lee enters the game for R. Baker,29,30
123,2,9:08.0,R. Covington enters the game for J. Bayless,,29,30
124,2,9:08.0,B. Simmons enters the game for T. McConnell,,29,30
125,2,9:08.0,J. Redick makes free throw 1 of 2,,30,30
126,2,9:08.0,J. Redick makes free throw 2 of 2,,31,30
127,2,8:54.0,,D. McDermott misses 2-pt jump shot from 19 ft,31,30
128,2,8:52.0,Defensive rebound by J. Embiid,,31,30
129,2,8:35.0,B. Simmons makes 2-pt layup from 6 ft (assist by J. Embiid),,33,30
130,2,8:15.0,,M. Beasley misses 3-pt jump shot from 25 ft,33,30
131,2,8:13.0,Defensive rebound by J. Embiid,,33,30
132,2,7:57.0,T. Booker misses 2-pt hook shot from 7 ft,,33,30
133,2,7:55.0,,Defensive rebound by M. Beasley,33,30
134,2,7:47.0,,E. Freedom makes 2-pt jump shot from 7 ft,33,32
135,2,7:46.0,Philadelphia full timeout,,33,32
136,2,7:46.0,,L. Thomas enters the game for F. Ntilikina,33,32
137,2,7:46.0,,J. Jack enters the game for D. McDermott,33,32
138,2,7:46.0,D. Šarić enters the game for J. Redick,,33,32
139,2,7:46.0,J. Bayless enters the game for J. Embiid,,33,32
140,2,7:46.0,A. Johnson enters the game for T. Booker,,33,32
141,2,7:35.0,Turnover by B. Simmons (bad pass),,33,32
142,2,7:13.0,,M. Beasley makes 2-pt jump shot from 15 ft,33,34
143,2,6:59.0,R. Covington misses 3-pt jump shot from 25 ft,,33,34
144,2,6:56.0,,Defensive rebound by E. Freedom,33,34
145,2,6:53.0,,M. Beasley misses 2-pt layup from 3 ft (block by B. Simmons),33,34
146,2,6:51.0,Defensive rebound by Team,,33,34
147,2,6:44.0,A. Johnson makes 2-pt hook shot from 6 ft (assist by B. Simmons),,35,34
148,2,6:30.0,,Shooting foul by R. Covington (drawn by C. Lee),35,34
149,2,6:30.0,,K. Porziņģis enters the game for M. Beasley,35,34
150,2,6:30.0,,C. Lee makes free throw 1 of 2,35,35
151,2,6:30.0,,C. Lee makes free throw 2 of 2,35,36
152,2,6:20.0,D. Šarić makes 2-pt jump shot from 21 ft (assist by A. Johnson),,37,36
153,2,6:07.0,,K. Porziņģis misses 2-pt jump shot from 7 ft,37,36
154,2,6:06.0,,Offensive rebound by Team,37,36
155,2,5:50.0,,Turnover by J. Jack (lost ball; steal by A. Johnson),37,36
156,2,5:26.0,D. Šarić misses 3-pt jump shot from 23 ft,,37,36
157,2,5:24.0,,Defensive rebound by Team,37,36
158,2,5:24.0,Loose ball foul by A. Johnson (drawn by E. Freedom),,37,36
159,2,5:10.0,,E. Freedom misses 2-pt hook shot from 5 ft,37,36
160,2,5:08.0,Defensive rebound by B. Simmons,,37,36
161,2,5:02.0,B. Simmons misses 2-pt hook shot from 9 ft,,37,36
162,2,4:59.0,,Defensive rebound by E. Freedom,37,36
163,2,4:50.0,,Personal foul by J. Bayless (drawn by K. Porziņģis),37,36
164,2,4:50.0,T. McConnell enters the game for J. Bayless,,37,36
165,2,4:40.0,,C. Lee makes 2-pt jump shot from 15 ft,37,38
166,2,4:27.0,D. Šarić makes 2-pt dunk at rim (assist by R. Covington),,39,38
167,2,4:13.0,,Turnover by C. Lee (bad pass),39,38
168,2,3:56.0,D. Šarić misses 3-pt jump shot from 26 ft,,39,38
169,2,3:54.0,,Defensive rebound by E. Freedom,39,38
170,2,3:47.0,,K. Porziņģis makes 2-pt layup from 2 ft (assist by J. Jack),39,40
171,2,3:47.0,Violation by A. Johnson (def goaltending),,39,40
172,2,3:28.0,D. Šarić misses 2-pt jump shot from 22 ft,,39,40
173,2,3:24.0,,Defensive rebound by J. Jack,39,40
174,2,3:10.0,,K. Porziņģis makes 2-pt jump shot from 15 ft (assist by J. Jack),39,42
175,2,2:47.0,R. Covington misses 2-pt jump shot from 21 ft,,39,42
176,2,2:45.0,Offensive rebound by D. Šarić,,39,42
177,2,2:45.0,Personal foul by J. Jack (drawn by D. Šarić),,39,42
178,2,2:45.0,,New York full timeout,39,42
179,2,2:45.0,J. Embiid enters the game for A. Johnson,,39,42
180,2,2:45.0,J. Redick enters the game for T. McConnell,,39,42
181,2,2:34.0,D. Šarić makes 2-pt layup from 1 ft,,41,42
182,2,2:20.0,,Shooting foul by D. Šarić (drawn by K. Porziņģis),41,42
183,2,2:20.0,,K. Porziņģis makes free throw 1 of 2,41,43
184,2,2:20.0,,K. Porziņģis misses free throw 2 of 2,41,43
185,2,2:17.0,Defensive rebound by Team,,41,43
186,2,2:06.0,Personal foul by C. Lee (drawn by J. Redick),,41,43
187,2,2:05.0,Shooting foul by J. Jack (drawn by R. Covington),,41,43
188,2,2:05.0,R. Covington makes free throw 1 of 2,,42,43
189,2,2:05.0,R. Covington makes free throw 2 of 2,,43,43
190,2,1:53.0,,Personal foul by D. Šarić (drawn by K. Porziņģis),43,43
191,2,1:53.0,,K. Porziņģis makes free throw 1 of 2,43,44
192,2,1:53.0,,K. Porziņģis makes free throw 2 of 2,43,45
193,2,1:37.0,Shooting foul by L. Thomas (drawn by R. Covington),,43,45
194,2,1:37.0,R. Covington misses free throw 1 of 2,,43,45
195,2,1:37.0,Offensive rebound by Team,,43,45
196,2,1:37.0,R. Covington makes free throw 2 of 2,,44,45
197,2,1:21.0,,K. Porziņģis misses 3-pt jump shot from 25 ft,44,45
198,2,1:19.0,Defensive rebound by J. Embiid,,44,45
199,2,1:03.0,J. Embiid misses 2-pt jump shot from 11 ft,,44,45
200,2,1:00.0,,Defensive rebound by E. Freedom,44,45
201,2,1:00.0,,Personal foul by B. Simmons (drawn by E. Freedom),44,45
202,2,1:00.0,,E. Freedom makes free throw 1 of 2,44,46
203,2,1:00.0,,E. Freedom misses free throw 2 of 2,44,46
204,2,0:57.0,Defensive rebound by B. Simmons,,44,46
205,2,0:43.0,J. Redick makes 3-pt jump shot from 25 ft (assist by J. Embiid),,47,46
206,2,0:38.0,,J. Jack misses 2-pt jump shot from 21 ft,47,46
207,2,0:35.0,Defensive rebound by J. Redick,,47,46
208,2,0:32.0,Shooting foul by J. Jack (drawn by J. Redick),,47,46
209,2,0:32.0,T. Booker enters the game for D. Šarić,,47,46
210,2,0:32.0,J. Redick makes free throw 1 of 3,,48,46
211,2,0:32.0,J. Redick makes free throw 2 of 3,,49,46
212,2,0:32.0,J. Redick makes free throw 3 of 3,,50,46
213,2,0:08.0,,K. Porziņģis misses 2-pt jump shot from 22 ft,50,46
214,2,0:06.0,,Offensive rebound by E. Freedom,50,46
215,2,0:06.0,,E. Freedom makes 2-pt layup from 1 ft,50,48
216,2,0:00.0,T. Booker misses 2-pt layup from 3 ft (block by K. Porziņģis),,50,48
217,2,0:00.0,Offensive rebound by Team,,50,48
218,3,11:51.0,B. Simmons makes 2-pt layup at rim,,52,48
219,3,11:28.0,,E. Freedom makes 2-pt layup from 4 ft (assist by J. Jack),52,50
220,3,11:22.0,J. Redick misses 3-pt jump shot from 27 ft,,52,50
221,3,11:19.0,,Defensive rebound by E. Freedom,52,50
222,3,11:02.0,,L. Thomas makes 2-pt layup from 1 ft,52,52
223,3,10:54.0,B. Simmons misses 2-pt layup at rim,,52,52
224,3,10:53.0,,Defensive rebound by Team,52,52
225,3,10:44.0,,Personal foul by R. Covington (drawn by K. Porziņģis),52,52
226,3,10:30.0,,L. Thomas misses 3-pt jump shot from 25 ft,52,52
227,3,10:29.0,,Offensive rebound by Team,52,52
228,3,10:29.0,Loose ball foul by B. Simmons (drawn by E. Freedom),,52,52
229,3,10:24.0,,K. Porziņģis misses 2-pt jump shot from 22 ft,52,52
230,3,10:20.0,Defensive rebound by J. Redick,,52,52
231,3,10:04.0,,Technical foul by J. Jack,52,52
232,3,10:04.0,,F. Ntilikina enters the game for J. Jack,52,52
233,3,10:04.0,J. Embiid makes flagrant free throw 2 of 2,,53,52
234,3,10:04.0,J. Embiid makes flagrant free throw 1 of 2,,54,52
235,3,10:03.0,R. Covington makes 2-pt layup from 2 ft (assist by J. Redick),,56,52
236,3,10:03.0,,Violation by F. Ntilikina (def goaltending),56,52
237,3,9:53.0,,Shooting foul by J. Embiid (drawn by K. Porziņģis),56,52
238,3,9:53.0,,K. Porziņģis makes free throw 1 of 2,56,53
239,3,9:53.0,,K. Porziņģis misses free throw 2 of 2,56,53
240,3,9:51.0,Defensive rebound by J. Embiid,,56,53
241,3,9:39.0,Shooting foul by E. Freedom (drawn by J. Embiid),,56,53
242,3,9:39.0,J. Embiid makes free throw 1 of 2,,57,53
243,3,9:39.0,J. Embiid makes free throw 2 of 2,,58,53
244,3,9:28.0,,Personal foul by J. Redick (drawn by F. Ntilikina),58,53
245,3,9:17.0,,E. Freedom makes 2-pt jump shot from 9 ft (assist by C. Lee),58,55
246,3,9:04.0,J. Embiid makes 2-pt layup from 1 ft,,60,55
247,3,8:37.0,,E. Freedom misses 2-pt jump shot from 6 ft,60,55
248,3,8:35.0,Defensive rebound by B. Simmons,,60,55
249,3,8:22.0,D. Šarić misses 3-pt jump shot from 25 ft,,60,55
250,3,8:22.0,,Defensive rebound by C. Lee,60,55
251,3,8:09.0,,K. Porziņģis misses 2-pt layup from 1 ft,60,55
252,3,8:09.0,,Offensive rebound by K. Porziņģis,60,55
253,3,8:09.0,,Shooting foul by R. Covington (drawn by K. Porziņģis),60,55
254,3,8:09.0,T. McConnell enters the game for J. Redick,,60,55
255,3,8:09.0,,K. Porziņģis misses free throw 1 of 2,60,55
256,3,8:09.0,,Offensive rebound by Team,60,55
257,3,8:09.0,,K. Porziņģis misses free throw 2 of 2,60,55
258,3,8:02.0,,Offensive rebound by E. Freedom,60,55
259,3,8:02.0,,E. Freedom misses 2-pt layup at rim,60,55
260,3,8:02.0,Defensive rebound by J. Embiid,,60,55
261,3,7:50.0,B. Simmons misses 2-pt hook shot from 9 ft,,60,55
262,3,7:48.0,Offensive rebound by J. Embiid,,60,55
263,3,7:48.0,Shooting foul by E. Freedom (drawn by J. Embiid),,60,55
264,3,7:48.0,J. Embiid makes free throw 1 of 2,,61,55
265,3,7:48.0,J. Embiid makes free throw 2 of 2,,62,55
266,3,7:31.0,,C. Lee makes 3-pt jump shot from 23 ft (assist by F. Ntilikina),62,58
267,3,7:08.0,J. Embiid misses 2-pt layup from 3 ft (block by K. Porziņģis),,62,58
268,3,7:08.0,Offensive rebound by Team,,62,58
269,3,7:08.0,A. Johnson enters the game for J. Embiid,,62,58
270,3,7:06.0,Turnover by R. Covington (out of bounds lost ball),,62,58
271,3,6:57.0,,C. Lee misses 2-pt layup from 1 ft,62,58
272,3,6:56.0,,Offensive rebound by E. Freedom,62,58
273,3,6:56.0,,E. Freedom makes 2-pt layup at rim,62,60
274,3,6:56.0,Philadelphia full timeout,,62,60
275,3,6:56.0,J. Bayless enters the game for R. Covington,,62,60
276,3,6:37.0,J. Bayless misses 3-pt jump shot from 25 ft,,62,60
277,3,6:34.0,,Defensive rebound by K. Porziņģis,62,60
278,3,6:12.0,,Turnover by Team (shot clock),62,60
279,3,6:00.0,D. Šarić misses 3-pt jump shot from 25 ft,,62,60
280,3,5:58.0,,Defensive rebound by E. Freedom,62,60
281,3,5:55.0,,Personal foul by D. Šarić (drawn by K. Porziņģis),62,60
282,3,5:55.0,,R. Baker enters the game for C. Lee,62,60
283,3,5:55.0,,K. Porziņģis makes free throw 1 of 2,62,61
284,3,5:55.0,,K. Porziņģis makes free throw 2 of 2,62,62
285,3,5:43.0,A. Johnson misses 2-pt layup from 3 ft,,62,62
286,3,5:41.0,,Defensive rebound by E. Freedom,62,62
287,3,5:35.0,,E. Freedom makes 2-pt layup from 1 ft (assist by R. Baker),62,64
288,3,5:22.0,Personal foul by L. Thomas (drawn by B. Simmons),,62,64
289,3,5:12.0,D. Šarić makes 2-pt layup from 1 ft (assist by B. Simmons),,64,64
290,3,5:00.0,,F. Ntilikina misses 2-pt jump shot from 16 ft,64,64
291,3,4:57.0,Defensive rebound by T. McConnell,,64,64
292,3,4:46.0,T. McConnell misses 2-pt layup from 1 ft,,64,64
293,3,4:45.0,,Defensive rebound by E. Freedom,64,64
294,3,4:31.0,,R. Baker misses 2-pt layup at rim,64,64
295,3,4:27.0,,Offensive rebound by E. Freedom,64,64
296,3,4:27.0,,E. Freedom misses 2-pt layup at rim,64,64
297,3,4:24.0,,Offensive rebound by E. Freedom,64,64
298,3,4:24.0,,E. Freedom misses 2-pt layup at rim,64,64
299,3,4:21.0,Defensive rebound by T. McConnell,,64,64
300,3,4:15.0,T. McConnell misses 3-pt jump shot from 22 ft,,64,64
301,3,4:13.0,,Defensive rebound by F. Ntilikina,64,64
302,3,4:00.0,,M. Beasley enters the game for K. Porziņģis,64,64
303,3,4:00.0,R. Covington enters the game for D. Šarić,,64,64
304,3,4:00.0,T. Booker enters the game for B. Simmons,,64,64
305,3,3:54.0,,Shooting foul by A. Johnson (drawn by E. Freedom),64,64
306,3,3:54.0,,D. McDermott enters the game for L. Thomas,64,64
307,3,3:54.0,J. Embiid enters the game for A. Johnson,,64,64
308,3,3:54.0,,E. Freedom makes free throw 1 of 2,64,65
309,3,3:54.0,,E. Freedom makes free throw 2 of 2,64,66
310,3,3:44.0,Shooting foul by F. Ntilikina (drawn by J. Bayless),,64,66
311,3,3:44.0,J. Bayless misses free throw 1 of 2,,64,66
312,3,3:44.0,Offensive rebound by Team,,64,66
313,3,3:44.0,J. Bayless makes free throw 2 of 2,,65,66
314,3,3:35.0,,Turnover by M. Beasley (bad pass; steal by R. Covington),65,66
315,3,3:29.0,J. Bayless misses 2-pt layup from 1 ft,,65,66
316,3,3:27.0,Offensive rebound by J. Embiid,,65,66
317,3,3:17.0,J. Bayless makes 2-pt layup at rim (assist by R. Covington),,67,66
318,3,2:59.0,,E. Freedom makes 2-pt hook shot from 5 ft,67,68
319,3,2:47.0,J. Embiid makes 2-pt jump shot from 17 ft,,69,68
320,3,2:40.0,,New York full timeout,69,68
321,3,2:30.0,,D. McDermott misses 2-pt jump shot from 12 ft (block by R. Covington),69,68
322,3,2:28.0,Defensive rebound by J. Bayless,,69,68
323,3,2:20.0,T. McConnell misses 2-pt jump shot from 12 ft,,69,68
324,3,2:14.0,Offensive rebound by J. Embiid,,69,68
325,3,2:14.0,J. Embiid makes 2-pt layup at rim,,71,68
326,3,1:58.0,,D. McDermott misses 3-pt jump shot from 22 ft,71,68
327,3,1:58.0,,Offensive rebound by Team,71,68
328,3,1:58.0,Loose ball foul by J. Bayless (drawn by E. Freedom),,71,68
329,3,1:58.0,,E. Freedom makes free throw 1 of 2,71,69
330,3,1:58.0,,E. Freedom makes free throw 2 of 2,71,70
331,3,1:43.0,,K. O'Quinn enters the game for E. Freedom,71,70
332,3,1:38.0,T. McConnell makes 2-pt layup from 1 ft (assist by J. Embiid),,73,70
333,3,1:38.0,Shooting foul by F. Ntilikina (drawn by T. McConnell),,73,70
334,3,1:38.0,T. McConnell makes free throw 1 of 1,,74,70
335,3,1:28.0,,D. McDermott makes 3-pt jump shot from 26 ft (assist by R. Baker),74,73
336,3,1:00.0,T. McConnell makes 2-pt jump shot from 11 ft,,76,73
337,3,0:47.0,,D. McDermott misses 2-pt layup from 1 ft,76,73
338,3,0:45.0,Defensive rebound by J. Embiid,,76,73
339,3,0:42.0,Turnover by J. Embiid (bad pass; steal by R. Baker),,76,73
340,3,0:38.0,,R. Baker misses 3-pt jump shot from 25 ft,76,73
341,3,0:34.0,Defensive rebound by J. Bayless,,76,73
342,3,0:25.0,T. McConnell makes 3-pt jump shot from 22 ft (assist by R. Covington),,79,73
343,3,0:03.0,,K. O'Quinn makes 2-pt layup from 1 ft (assist by M. Beasley),79,75
344,4,11:52.0,,Shooting foul by J. Bayless (drawn by K. O'Quinn),79,75
345,4,11:52.0,,K. O'Quinn misses free throw 1 of 2,79,75
346,4,11:52.0,,Offensive rebound by Team,79,75
347,4,11:52.0,,K. O'Quinn misses free throw 2 of 2,79,75
348,4,11:50.0,Defensive rebound by T. Booker,,79,75
349,4,11:30.0,J. Embiid misses 2-pt jump shot from 19 ft,,79,75
350,4,11:27.0,,Defensive rebound by M. Beasley,79,75
351,4,11:17.0,,M. Beasley misses 2-pt jump shot from 20 ft,79,75
352,4,11:15.0,Defensive rebound by J. Redick,,79,75
353,4,11:08.0,T. Booker misses 2-pt hook shot from 9 ft,,79,75
354,4,11:07.0,,Defensive rebound by Team,79,75
355,4,10:57.0,,M. Beasley makes 2-pt jump shot from 7 ft,79,77
356,4,10:40.0,J. Embiid misses 3-pt jump shot from 25 ft,,79,77
357,4,10:35.0,Offensive rebound by T. Booker,,79,77
358,4,10:33.0,J. Redick misses 3-pt jump shot from 24 ft,,79,77
359,4,10:33.0,Offensive rebound by J. Redick,,79,77
360,4,10:29.0,J. Redick makes 3-pt jump shot from 25 ft,,82,77
361,4,9:59.0,,M. Beasley misses 2-pt layup from 3 ft,82,77
362,4,9:57.0,Defensive rebound by J. Embiid,,82,77
363,4,9:49.0,Personal foul by M. Beasley (drawn by J. Embiid),,82,77
364,4,9:49.0,,C. Lee enters the game for R. Baker,82,77
365,4,9:49.0,D. Šarić enters the game for T. Booker,,82,77
366,4,9:48.0,Shooting foul by K. O'Quinn (drawn by J. Bayless),,82,77
367,4,9:48.0,J. Bayless makes free throw 1 of 2,,83,77
368,4,9:48.0,J. Bayless makes free throw 2 of 2,,84,77
369,4,9:33.0,,F. Ntilikina misses 2-pt jump shot from 10 ft,84,77
370,4,9:30.0,Defensive rebound by J. Embiid,,84,77
371,4,9:11.0,J. Bayless misses 3-pt jump shot from 23 ft,,84,77
372,4,9:10.0,Offensive rebound by D. Šarić,,84,77
373,4,9:10.0,Personal foul by F. Ntilikina (drawn by D. Šarić),,84,77
374,4,9:10.0,,K. Porziņģis enters the game for K. O'Quinn,84,77
375,4,9:10.0,,J. Jack enters the game for F. Ntilikina,84,77
376,4,9:10.0,A. Johnson enters the game for J. Embiid,,84,77
377,4,8:59.0,T. McConnell makes 2-pt jump shot from 14 ft (assist by D. Šarić),,86,77
378,4,8:37.0,,M. Beasley makes 2-pt layup from 1 ft,86,79
379,4,8:31.0,Philadelphia full timeout,,86,79
380,4,8:31.0,,E. Freedom enters the game for D. McDermott,86,79
381,4,8:31.0,B. Simmons enters the game for T. McConnell,,86,79
382,4,8:31.0,R. Covington enters the game for J. Redick,,86,79
383,4,8:24.0,D. Šarić misses 2-pt jump shot from 15 ft,,86,79
384,4,8:21.0,,Defensive rebound by M. Beasley,86,79
385,4,8:09.0,,J. Jack misses 2-pt layup from 1 ft,86,79
386,4,8:08.0,,Offensive rebound by E. Freedom,86,79
