,QUARTER,TIME_REMAINING,DALLAS_ACTION,SACRAMENTO_ACTION,DALLAS_SCORE,SACRAMENTO_SCORE
66,1,1:39.0,D. Nowitzki misses 3-pt jump shot from 24 ft,,25,22
67,1,1:34.0,,Defensive rebound by W. Cauley-Stein,25,22
68,1,1:28.0,,Sacramento full timeout,25,22
69,1,1:28.0,,B. Hield enters the game for W. Cauley-Stein,25,22
70,1,1:28.0,,K. Koufos enters the game for D. Fox,25,22
71,1,1:20.0,,K. Koufos misses 2-pt hook shot from 8 ft,25,22
72,1,1:17.0,Defensive rebound by D. Nowitzki,,25,22
73,1,1:07.0,D. Harris makes 2-pt layup at rim (assist by J. Barea),,27,22
74,1,0:59.0,,G. Temple makes 2-pt layup from 2 ft,27,24
75,1,0:45.0,D. Powell misses 2-pt layup from 2 ft,,27,24
76,1,0:41.0,,Defensive rebound by V. Carter,27,24
77,1,0:41.0,,G. Hill makes 2-pt layup from 1 ft,27,26
78,1,0:39.0,Turnover by D. Nowitzki (bad pass; steal by B. Hield),,27,26
79,1,0:20.0,,K. Koufos makes 2-pt hook shot from 6 ft (assist by V. Carter),27,28
80,1,0:01.0,J. Barea misses 2-pt jump shot from 16 ft,,27,28
81,1,0:01.0,Offensive rebound by Team,,27,28
82,2,11:46.0,Y. Ferrell makes 3-pt jump shot from 23 ft (assist by D. Harris),,30,28
83,2,11:27.0,,G. Hill makes 2-pt jump shot from 13 ft,30,30
84,2,11:18.0,Turnover by J. Barea (discontinued dribble),,30,30
85,2,11:08.0,,G. Temple makes 2-pt jump shot from 15 ft,30,32
86,2,10:50.0,Personal foul by K. Koufos (drawn by D. Powell),,30,32
87,2,10:43.0,D. Powell makes 2-pt dunk from 1 ft (assist by J. Barea),,32,32
88,2,10:31.0,,V. Carter misses 3-pt jump shot from 24 ft,32,32
89,2,10:28.0,Defensive rebound by D. Nowitzki,,32,32
90,2,10:21.0,D. Powell makes 2-pt dunk from 1 ft (assist by D. Harris),,34,32
91,2,10:00.0,,V. Carter misses 2-pt jump shot from 12 ft,34,32
92,2,9:57.0,,Offensive rebound by K. Koufos,34,32
93,2,9:55.0,,K. Koufos makes 2-pt layup from 1 ft,34,34
94,2,9:44.0,J. Barea misses 3-pt jump shot from 25 ft,,34,34
95,2,9:42.0,Offensive rebound by D. Powell,,34,34
96,2,9:40.0,Y. Ferrell misses 3-pt jump shot from 25 ft,,34,34
97,2,9:38.0,,Defensive rebound by K. Koufos,34,34
98,2,9:31.0,,G. Temple makes 2-pt jump shot from 20 ft (assist by G. Hill),34,36
99,2,9:29.0,Dallas full timeout,,34,36
100,2,9:15.0,D. Powell makes 2-pt layup from 1 ft (assist by D. Nowitzki),,36,36
101,2,8:58.0,,B. Hield makes 2-pt layup from 3 ft,36,38
102,2,8:42.0,Y. Ferrell makes 2-pt jump shot from 4 ft (assist by J. Barea),,38,38
103,2,8:21.0,,B. Hield makes 3-pt jump shot from 23 ft (assist by G. Hill),38,41
104,2,8:05.0,D. Powell makes 2-pt layup from 2 ft (assist by J. Barea),,40,41
105,2,7:52.0,,V. Carter misses 3-pt jump shot from 24 ft,40,41
106,2,7:48.0,Defensive rebound by D. Harris,,40,41
107,2,7:46.0,Personal foul by K. Koufos (drawn by D. Nowitzki),,40,41
108,2,7:46.0,,J. Sampson enters the game for V. Carter,40,41
109,2,7:46.0,H. Barnes enters the game for Y. Ferrell,,40,41
110,2,7:46.0,D. Smith enters the game for D. Nowitzki,,40,41
111,2,7:33.0,H. Barnes makes 3-pt jump shot from 25 ft (assist by J. Barea),,43,41
112,2,7:14.0,,B. Hield misses 2-pt jump shot from 18 ft,43,41
113,2,7:13.0,Defensive rebound by Team,,43,41
114,2,7:01.0,Personal foul by G. Temple (drawn by D. Powell),,43,41
115,2,6:51.0,J. Barea misses 3-pt jump shot from 25 ft,,43,41
116,2,6:49.0,,Defensive rebound by K. Koufos,43,41
117,2,6:37.0,,Offensive foul by J. Sampson (drawn by J. Barea),43,41
118,2,6:37.0,,Turnover by J. Sampson (offensive foul),43,41
119,2,6:21.0,,Z. Randolph enters the game for K. Koufos,43,41
120,2,6:21.0,S. Mejri enters the game for D. Powell,,43,41
121,2,6:13.0,D. Smith misses 2-pt layup from 2 ft,,43,41
122,2,6:10.0,,Defensive rebound by Z. Randolph,43,41
123,2,6:05.0,W. Matthews enters the game for D. Harris,,43,41
124,2,5:55.0,,Z. Randolph makes 2-pt layup from 3 ft,43,43
125,2,5:37.0,W. Matthews makes 2-pt layup from 2 ft,,45,43
126,2,5:17.0,,G. Temple misses 2-pt jump shot from 17 ft,45,43
127,2,5:12.0,Defensive rebound by S. Mejri,,45,43
128,2,5:00.0,Turnover by J. Barea (bad pass; steal by G. Hill),,45,43
129,2,4:56.0,,J. Sampson makes 2-pt dunk from 1 ft (assist by G. Hill),45,45
130,2,4:48.0,J. Barea makes 3-pt jump shot from 24 ft (assist by D. Smith),,48,45
131,2,4:39.0,,Personal foul by J. Barea (drawn by G. Temple),48,45
132,2,4:39.0,Y. Ferrell enters the game for J. Barea,,48,45
133,2,4:27.0,,Z. Randolph misses 2-pt jump shot from 16 ft,48,45
134,2,4:24.0,,Offensive rebound by Team,48,45
135,2,4:24.0,,D. Fox enters the game for G. Hill,48,45
136,2,4:06.0,,B. Hield makes 3-pt jump shot from 24 ft (assist by J. Sampson),48,48
137,2,3:56.0,Turnover by D. Smith (bad pass; steal by G. Temple),,48,48
138,2,3:51.0,,Turnover by B. Hield (bad pass; steal by D. Smith),48,48
139,2,3:47.0,Y. Ferrell misses 3-pt jump shot from 25 ft,,48,48
140,2,3:47.0,Offensive rebound by Team,,48,48
141,2,3:47.0,,Loose ball foul by J. Sampson (drawn by S. Mejri),48,48
142,2,3:28.0,W. Matthews makes 2-pt jump shot from 19 ft (assist by S. Mejri),,50,48
143,2,3:08.0,,J. Sampson misses 2-pt hook shot from 7 ft,50,48
144,2,3:05.0,Defensive rebound by D. Smith,,50,48
145,2,2:51.0,S. Mejri misses 2-pt layup from 2 ft (block by J. Sampson),,50,48
146,2,2:46.0,Offensive rebound by S. Mejri,,50,48
147,2,2:44.0,S. Mejri makes 2-pt layup from 2 ft,,52,48
148,2,2:31.0,,Z. Randolph misses 2-pt jump shot from 12 ft,52,48
149,2,2:30.0,,Offensive rebound by Team,52,48
150,2,2:30.0,,Sacramento full timeout,52,48
151,2,2:20.0,,B. Hield misses 2-pt layup from 3 ft,52,48
152,2,2:15.0,,Offensive rebound by Z. Randolph,52,48
153,2,2:15.0,,Z. Randolph makes 2-pt layup at rim,52,50
154,2,2:06.0,D. Smith misses 2-pt layup from 1 ft,,52,50
155,2,2:04.0,Offensive rebound by S. Mejri,,52,50
156,2,1:58.0,S. Mejri makes 2-pt jump shot from 3 ft,,54,50
157,2,1:36.0,,B. Hield misses 2-pt jump shot from 8 ft,54,50
158,2,1:32.0,Defensive rebound by Y. Ferrell,,54,50
159,2,1:14.0,Y. Ferrell misses 3-pt jump shot from 25 ft,,54,50
160,2,1:08.0,Offensive rebound by S. Mejri,,54,50
161,2,1:07.0,Turnover by S. Mejri (bad pass; steal by B. Hield),,54,50
162,2,1:04.0,,B. Hield misses 3-pt jump shot from 23 ft,54,50
163,2,1:00.0,Defensive rebound by H. Barnes,,54,50
164,2,0:48.0,H. Barnes misses 3-pt jump shot from 25 ft,,54,50
165,2,0:45.0,,Defensive rebound by B. Hield,54,50
166,2,0:42.0,,Personal foul by H. Barnes (drawn by Z. Randolph),54,50
167,2,0:39.0,,Personal foul by Y. Ferrell (drawn by G. Temple),54,50
168,2,0:39.0,,G. Temple makes free throw 1 of 2,54,51
169,2,0:39.0,,G. Temple makes free throw 2 of 2,54,52
170,2,0:31.0,D. Smith misses 2-pt jump shot at rim,,54,52
171,2,0:31.0,Offensive rebound by D. Smith,,54,52
172,2,0:31.0,D. Smith makes 2-pt layup at rim,,56,52
173,2,0:06.0,,B. Hield makes 2-pt jump shot from 12 ft (assist by J. Sampson),56,54
174,2,0:00.0,D. Smith misses 3-pt jump shot from 35 ft,,56,54
175,2,0:00.0,Offensive rebound by Team,,56,54
176,3,11:43.0,H. Barnes misses 2-pt hook shot from 8 ft,,56,54
177,3,11:40.0,,Defensive rebound by K. Koufos,56,54
178,3,11:19.0,,K. Koufos makes 2-pt jump shot from 11 ft (assist by B. Bogdanović),56,56
179,3,11:04.0,D. Nowitzki misses 3-pt jump shot from 24 ft,,56,56
180,3,11:01.0,,Defensive rebound by K. Koufos,56,56
181,3,10:56.0,,D. Fox misses 3-pt jump shot from 24 ft,56,56
182,3,10:53.0,Defensive rebound by D. Powell,,56,56
183,3,10:51.0,Personal foul by B. Bogdanović (drawn by W. Matthews),,56,56
184,3,10:35.0,W. Matthews misses 2-pt jump shot from 11 ft (block by W. Cauley-Stein),,56,56
185,3,10:32.0,,Defensive rebound by K. Koufos,56,56
186,3,10:26.0,,W. Cauley-Stein makes 2-pt jump shot from 18 ft (assist by B. Bogdanović),56,58
187,3,10:00.0,D. Smith misses 3-pt jump shot from 24 ft,,56,58
188,3,9:57.0,,Defensive rebound by W. Cauley-Stein,56,58
189,3,9:42.0,,W. Cauley-Stein makes 2-pt hook shot from 9 ft,56,60
190,3,9:32.0,D. Powell makes 2-pt dunk from 1 ft (assist by D. Smith),,58,60
191,3,9:14.0,,J. Jackson makes 2-pt jump shot from 11 ft,58,62
192,3,8:57.0,D. Nowitzki misses 3-pt jump shot from 25 ft,,58,62
193,3,8:51.0,,Defensive rebound by W. Cauley-Stein,58,62
194,3,8:42.0,,K. Koufos makes 2-pt jump shot from 12 ft (assist by B. Bogdanović),58,64
195,3,8:42.0,Dallas full timeout,,58,64
196,3,8:17.0,Turnover by W. Matthews (bad pass; steal by W. Cauley-Stein),,58,64
197,3,8:14.0,,W. Cauley-Stein makes 2-pt dunk from 1 ft (assist by D. Fox),58,66
198,3,8:01.0,D. Nowitzki makes 2-pt jump shot from 19 ft (assist by D. Smith),,60,66
199,3,7:47.0,,D. Fox makes 2-pt jump shot from 18 ft,60,68
200,3,7:22.0,D. Smith misses 2-pt jump shot from 10 ft,,60,68
201,3,7:20.0,,Defensive rebound by K. Koufos,60,68
202,3,7:16.0,,B. Bogdanović misses 3-pt jump shot from 25 ft,60,68
203,3,7:11.0,Defensive rebound by D. Smith,,60,68
204,3,6:54.0,H. Barnes misses 3-pt jump shot from 23 ft,,60,68
205,3,6:53.0,Offensive rebound by Team,,60,68
206,3,6:53.0,J. Barea enters the game for D. Nowitzki,,60,68
207,3,6:47.0,J. Barea makes 2-pt layup from 1 ft,,62,68
208,3,6:30.0,,Personal foul by J. Barea (drawn by B. Bogdanović),62,68
209,3,6:30.0,M. Kleber enters the game for D. Powell,,62,68
210,3,6:25.0,,D. Fox misses 3-pt jump shot from 25 ft,62,68
211,3,6:22.0,Defensive rebound by M. Kleber,,62,68
212,3,6:18.0,D. Smith makes 2-pt layup from 2 ft,,64,68
213,3,6:18.0,Shooting foul by W. Cauley-Stein (drawn by D. Smith),,64,68
214,3,6:18.0,D. Smith makes free throw 1 of 1,,65,68
215,3,6:08.0,,B. Bogdanović makes 3-pt jump shot from 24 ft (assist by K. Koufos),65,71
216,3,5:43.0,W. Matthews makes 3-pt jump shot from 25 ft (assist by J. Barea),,68,71
217,3,5:26.0,,Personal foul by M. Kleber (drawn by K. Koufos),68,71
218,3,5:26.0,,Z. Randolph enters the game for K. Koufos,68,71
219,3,5:26.0,S. Mejri enters the game for M. Kleber,,68,71
220,3,5:16.0,,Turnover by J. Jackson (lost ball; steal by H. Barnes),68,71
221,3,4:59.0,J. Barea misses 3-pt jump shot from 25 ft,,68,71
222,3,4:57.0,,Defensive rebound by Team,68,71
223,3,4:45.0,,Z. Randolph makes 3-pt jump shot from 25 ft (assist by D. Fox),68,74
224,3,4:27.0,H. Barnes makes 2-pt jump shot from 20 ft,,70,74
225,3,4:08.0,,Turnover by Z. Randolph (lost ball; steal by S. Mejri),70,74
226,3,4:08.0,Personal foul by Z. Randolph (drawn by S. Mejri),,70,74
227,3,3:59.0,D. Smith makes 2-pt layup from 1 ft,,72,74
228,3,3:57.0,,Sacramento full timeout,72,74
229,3,3:43.0,,Turnover by Z. Randolph (out of bounds lost ball),72,74
230,3,3:29.0,Turnover by D. Smith (bad pass; steal by J. Jackson),,72,74
231,3,3:25.0,,Turnover by Z. Randolph (bad pass; steal by W. Matthews),72,74
232,3,3:12.0,D. Smith makes 2-pt layup from 1 ft,,74,74
233,3,3:01.0,,Personal foul by J. Barea (drawn by J. Jackson),74,74
234,3,3:01.0,,G. Temple enters the game for J. Jackson,74,74
235,3,2:52.0,,G. Temple makes 2-pt jump shot from 18 ft (assist by W. Cauley-Stein),74,76
236,3,2:32.0,J. Barea misses 3-pt jump shot from 26 ft,,74,76
237,3,2:29.0,,Defensive rebound by Team,74,76
238,3,2:14.0,,Z. Randolph makes 2-pt layup from 3 ft (assist by G. Temple),74,78
239,3,2:04.0,D. Smith misses 3-pt jump shot from 24 ft,,74,78
240,3,2:04.0,Offensive rebound by Team,,74,78
241,3,2:04.0,,Loose ball foul by Z. Randolph (drawn by S. Mejri),74,78
242,3,2:04.0,D. Harris enters the game for D. Smith,,74,78
243,3,2:04.0,Y. Ferrell enters the game for W. Matthews,,74,78
244,3,2:04.0,D. Nowitzki enters the game for H. Barnes,,74,78
245,3,2:04.0,D. Powell enters the game for S. Mejri,,74,78
246,3,2:04.0,,V. Carter enters the game for W. Cauley-Stein,74,78
247,3,1:58.0,D. Powell makes 2-pt dunk from 1 ft (assist by J. Barea),,76,78
248,3,1:58.0,Shooting foul by D. Fox (drawn by D. Powell),,76,78
249,3,1:58.0,D. Powell makes free throw 1 of 1,,77,78
250,3,1:41.0,,D. Fox makes 2-pt jump shot from 23 ft (assist by Z. Randolph),77,80
251,3,1:25.0,D. Powell makes 2-pt dunk from 2 ft (assist by J. Barea),,79,80
252,3,1:04.0,,B. Bogdanović makes 2-pt layup from 2 ft,79,82
253,3,0:48.0,Turnover by J. Barea (bad pass; steal by D. Fox),,79,82
254,3,0:40.0,,G. Temple makes 3-pt jump shot from 22 ft (assist by Z. Randolph),79,85
255,3,0:35.0,D. Harris misses 3-pt jump shot from 26 ft,,79,85
256,3,0:31.0,,Defensive rebound by Z. Randolph,79,85
257,3,0:17.0,,Personal foul by Y. Ferrell (drawn by B. Bogdanović),79,85
258,3,0:06.0,,G. Temple misses 3-pt jump shot from 23 ft,79,85
259,3,0:05.0,Defensive rebound by Team,,79,85
260,3,0:05.0,,Loose ball foul by Z. Randolph (drawn by D. Nowitzki),79,85
261,3,0:05.0,D. Nowitzki makes free throw 1 of 2,,80,85
262,3,0:05.0,D. Nowitzki makes free throw 2 of 2,,81,85
263,3,0:05.0,Personal foul by G. Temple (drawn by D. Harris),,81,85
264,3,0:05.0,,Turnover by G. Temple (turnover),81,85
265,3,0:00.0,J. Barea misses 3-pt jump shot from 24 ft,,81,85
266,3,0:00.0,Offensive rebound by Team,,81,85
267,4,11:46.0,,Z. Randolph misses 3-pt jump shot from 25 ft,81,85
268,4,11:41.0,Defensive rebound by D. Powell,,81,85
269,4,11:31.0,Y. Ferrell makes 3-pt jump shot from 24 ft (assist by J. Barea),,84,85
270,4,11:19.0,,V. Carter misses 3-pt jump shot from 25 ft,84,85
271,4,11:14.0,,Offensive rebound by Z. Randolph,84,85
272,4,10:56.0,,V. Carter misses 3-pt jump shot from 26 ft,84,85
273,4,10:52.0,Defensive rebound by J. Barea,,84,85
274,4,10:38.0,Y. Ferrell makes 3-pt jump shot from 22 ft (assist by J. Barea),,87,85
275,4,10:38.0,,Sacramento full timeout,87,85
276,4,10:38.0,,W. Cauley-Stein enters the game for Z. Randolph,87,85
277,4,10:20.0,,Turnover by B. Hield (out of bounds lost ball),87,85
278,4,10:00.0,J. Barea misses 2-pt layup from 2 ft,,87,85
279,4,9:58.0,,Defensive rebound by G. Temple,87,85
280,4,9:41.0,,Turnover by G. Hill (bad pass; steal by D. Harris),87,85
281,4,9:38.0,D. Harris makes 2-pt layup from 1 ft,,89,85
282,4,9:22.0,,B. Hield misses 2-pt jump shot from 19 ft,89,85
283,4,9:19.0,Defensive rebound by D. Nowitzki,,89,85
284,4,9:07.0,D. Nowitzki misses 3-pt jump shot from 25 ft,,89,85
285,4,9:04.0,,Defensive rebound by W. Cauley-Stein,89,85
286,4,8:57.0,,G. Temple misses 2-pt jump shot from 15 ft,89,85
287,4,8:53.0,Defensive rebound by D. Powell,,89,85
288,4,8:47.0,D. Harris makes 2-pt layup from 1 ft (assist by J. Barea),,91,85
289,4,8:21.0,,B. Hield misses 2-pt jump shot from 16 ft,91,85
290,4,8:17.0,Defensive rebound by D. Harris,,91,85
291,4,8:12.0,D. Nowitzki makes 3-pt jump shot from 25 ft (assist by D. Harris),,94,85
292,4,8:11.0,,Sacramento full timeout,94,85
293,4,8:11.0,,J. Jackson enters the game for G. Hill,94,85
294,4,8:11.0,,D. Fox enters the game for V. Carter,94,85
295,4,7:56.0,,J. Jackson misses 3-pt jump shot from 24 ft,94,85
296,4,7:51.0,Defensive rebound by D. Harris,,94,85
297,4,7:34.0,D. Powell misses 2-pt jump shot from 4 ft (block by B. Hield),,94,85
298,4,7:31.0,,Defensive rebound by D. Fox,94,85
299,4,7:27.0,,J. Jackson misses 3-pt jump shot from 23 ft,94,85
300,4,7:26.0,Defensive rebound by D. Nowitzki,,94,85
301,4,7:00.0,J. Barea misses 3-pt jump shot from 27 ft,,94,85
302,4,6:57.0,Offensive rebound by D. Powell,,94,85
303,4,6:52.0,D. Harris makes 3-pt jump shot from 25 ft (assist by D. Powell),,97,85
304,4,6:41.0,,B. Hield misses 3-pt jump shot from 28 ft,97,85
305,4,6:37.0,Defensive rebound by D. Powell,,97,85
306,4,6:31.0,Dallas full timeout,,97,85
307,4,6:31.0,H. Barnes enters the game for D. Nowitzki,,97,85
308,4,6:22.0,H. Barnes misses 3-pt jump shot from 22 ft,,97,85
309,4,6:18.0,,Defensive rebound by J. Jackson,97,85
310,4,6:08.0,,D. Fox makes 2-pt jump shot from 13 ft,97,87
311,4,5:59.0,Shooting foul by W. Cauley-Stein (drawn by D. Powell),,97,87
312,4,5:59.0,D. Powell makes free throw 1 of 2,,98,87
313,4,5:59.0,D. Smith enters the game for D. Harris,,98,87
314,4,5:59.0,D. Powell makes free throw 2 of 2,,99,87
315,4,5:49.0,,Turnover by D. Fox (traveling),99,87
316,4,5:42.0,J. Barea misses 3-pt jump shot from 27 ft,,99,87
317,4,5:39.0,,Defensive rebound by B. Hield,99,87
318,4,5:36.0,,Personal foul by D. Smith (drawn by D. Fox),99,87
319,4,5:36.0,,B. Bogdanović enters the game for B. Hield,99,87
320,4,5:36.0,W. Matthews enters the game for J. Barea,,99,87
321,4,5:30.0,,D. Fox makes 2-pt jump shot from 17 ft,99,89
322,4,5:06.0,W. Matthews misses 3-pt jump shot from 23 ft,,99,89
323,4,5:01.0,Offensive rebound by D. Powell,,99,89
324,4,4:52.0,D. Smith misses 2-pt layup from 3 ft,,99,89
325,4,4:49.0,,Defensive rebound by W. Cauley-Stein,99,89
326,4,4:41.0,,D. Fox misses 2-pt jump shot from 8 ft,99,89
327,4,4:38.0,Defensive rebound by H. Barnes,,99,89
328,4,4:28.0,Personal foul by D. Fox (drawn by Y. Ferrell),,99,89
329,4,4:15.0,Turnover by D. Smith (lost ball; steal by G. Temple),,99,89
330,4,4:10.0,,D. Fox makes 2-pt dunk from 1 ft,99,91
331,4,3:44.0,D. Smith misses 3-pt jump shot from 28 ft,,99,91
332,4,3:41.0,,Defensive rebound by W. Cauley-Stein,99,91
333,4,3:35.0,,Personal foul by D. Powell (drawn by D. Fox),99,91
334,4,3:35.0,Dallas full timeout,,99,91
335,4,3:26.0,,Turnover by D. Fox (bad pass; steal by W. Matthews),99,91
336,4,3:25.0,Shooting foul by D. Fox (drawn by D. Smith),,99,91
337,4,3:25.0,D. Smith makes free throw 1 of 2,,100,91
338,4,3:25.0,D. Smith misses free throw 2 of 2,,100,91
339,4,3:21.0,,Defensive rebound by J. Jackson,100,91
340,4,3:10.0,,W. Cauley-Stein makes 2-pt dunk from 1 ft (assist by D. Fox),100,93
341,4,2:52.0,Turnover by D. Powell (lost ball; steal by W. Cauley-Stein),,100,93
342,4,2:45.0,,Shooting foul by D. Smith (drawn by D. Fox),100,93
343,4,2:45.0,,D. Fox makes free throw 1 of 2,100,94
344,4,2:45.0,D. Nowitzki enters the game for D. Powell,,100,94
345,4,2:45.0,,D. Fox misses free throw 2 of 2,100,94
346,4,2:43.0,,Offensive rebound by B. Bogdanović,100,94
347,4,2:36.0,,D. Fox misses 2-pt layup from 2 ft,100,94
348,4,2:30.0,Defensive rebound by D. Nowitzki,,100,94
349,4,2:25.0,Turnover by D. Smith (bad pass; steal by D. Fox),,100,94
350,4,2:18.0,,Personal foul by H. Barnes (drawn by J. Jackson),100,94
351,4,2:10.0,,G. Temple misses 3-pt jump shot from 25 ft,100,94
352,4,2:07.0,Defensive rebound by D. Smith,,100,94
353,4,2:04.0,H. Barnes makes 2-pt dunk from 1 ft (assist by D. Smith),,102,94
354,4,1:48.0,,W. Cauley-Stein misses 2-pt layup from 5 ft,102,94
355,4,1:48.0,Defensive rebound by D. Nowitzki,,102,94
356,4,1:44.0,Personal foul by W. Cauley-Stein (drawn by Y. Ferrell),,102,94
357,4,1:32.0,H. Barnes misses 3-pt jump shot from 22 ft,,102,94
358,4,1:32.0,Offensive rebound by Y. Ferrell,,102,94
359,4,1:27.0,H. Barnes makes 2-pt dunk at rim (assist by Y. Ferrell),,104,94
360,4,1:27.0,,Sacramento full timeout,104,94
361,4,1:27.0,D. Powell enters the game for D. Nowitzki,,104,94
362,4,1:24.0,,Personal foul by D. Smith (drawn by B. Bogdanović),104,94
363,4,1:24.0,,B. Bogdanović makes free throw 1 of 2,104,95
364,4,1:24.0,,B. Bogdanović makes free throw 2 of 2,104,96
365,4,1:00.0,Turnover by H. Barnes (lost ball; steal by D. Fox),,104,96
366,4,0:57.0,,W. Cauley-Stein misses 2-pt layup from 3 ft,104,96
367,4,0:55.0,Defensive rebound by Y. Ferrell,,104,96
368,4,0:52.0,Personal foul by G. Temple (drawn by D. Smith),,104,96
369,4,0:52.0,D. Smith misses free throw 1 of 2,,104,96
370,4,0:52.0,Offensive rebound by Team,,104,96
371,4,0:52.0,,B. Hield enters the game for J. Jackson,104,96
372,4,0:52.0,D. Smith makes free throw 2 of 2,,105,96
373,4,0:47.0,,D. Fox misses 2-pt layup from 4 ft,105,96
374,4,0:45.0,,Offensive rebound by Team,105,96
375,4,0:42.0,,B. Hield misses 3-pt jump shot from 23 ft,105,96
