,QUARTER,TIME_REMAINING,BOSTON_ACTION,CHICAGO_ACTION,BOSTON_SCORE,CHICAGO_SCORE
304,4,10:57.0,A. Nader misses 2-pt layup from 2 ft (block by D. Valentine),,86,56
305,4,10:51.0,,Defensive rebound by N. Vonleh,86,56
306,4,10:51.0,,Shooting foul by G. Monroe (drawn by D. Nwaba),86,56
307,4,10:51.0,,D. Nwaba misses free throw 1 of 2,86,56
308,4,10:51.0,,Offensive rebound by Team,86,56
309,4,10:51.0,,D. Nwaba makes free throw 2 of 2,86,57
310,4,10:38.0,T. Rozier makes 3-pt jump shot from 26 ft (assist by M. Smart),,89,57
311,4,10:28.0,,D. Nwaba misses 2-pt layup from 2 ft (block by G. Monroe),89,57
312,4,10:26.0,Defensive rebound by G. Monroe,,89,57
313,4,10:04.0,M. Smart misses 3-pt jump shot from 25 ft,,89,57
314,4,10:03.0,,Defensive rebound by N. Vonleh,89,57
315,4,9:57.0,,C. Payne makes 3-pt jump shot from 24 ft (assist by D. Valentine),89,60
316,4,9:42.0,Personal foul by C. Felício (drawn by T. Rozier),,89,60
317,4,9:35.0,G. Monroe makes 2-pt jump shot from 19 ft (assist by T. Rozier),,91,60
318,4,9:21.0,,C. Payne makes 3-pt jump shot from 26 ft (assist by D. Valentine),91,63
319,4,9:09.0,Turnover by G. Monroe (lost ball; steal by C. Payne),,91,63
320,4,9:06.0,,C. Payne makes 2-pt layup from 1 ft,91,65
321,4,8:51.0,G. Monroe makes 2-pt dunk at rim (assist by M. Morris),,93,65
322,4,8:24.0,,N. Vonleh misses 2-pt layup from 2 ft,93,65
323,4,8:21.0,Defensive rebound by M. Morris,,93,65
324,4,8:08.0,M. Morris misses 2-pt jump shot from 20 ft,,93,65
325,4,8:04.0,Offensive rebound by G. Monroe,,93,65
326,4,8:03.0,Turnover by G. Monroe (lost ball; steal by D. Nwaba),,93,65
327,4,7:59.0,,D. Nwaba makes 2-pt jump shot from 6 ft,93,67
328,4,7:39.0,Shooting foul by D. Valentine (drawn by T. Rozier),,93,67
329,4,7:39.0,T. Rozier makes free throw 1 of 2,,94,67
330,4,7:39.0,,J. Grant enters the game for D. Nwaba,94,67
331,4,7:39.0,S. Larkin enters the game for M. Smart,,94,67
332,4,7:39.0,D. Theis enters the game for G. Monroe,,94,67
333,4,7:39.0,T. Rozier makes free throw 2 of 2,,95,67
334,4,7:21.0,,C. Felício makes 2-pt hook shot from 8 ft,95,69
335,4,7:03.0,M. Morris makes 2-pt jump shot from 19 ft (assist by T. Rozier),,97,69
336,4,6:51.0,,D. Valentine makes 3-pt jump shot from 25 ft (assist by C. Payne),97,72
337,4,6:35.0,Turnover by S. Larkin (bad pass; steal by D. Valentine),,97,72
338,4,6:32.0,,Shooting foul by S. Larkin (drawn by D. Valentine),97,72
339,4,6:32.0,,Chicago full timeout,97,72
340,4,6:32.0,S. Ojeleye enters the game for M. Morris,,97,72
341,4,6:32.0,,D. Valentine makes free throw 1 of 2,97,73
342,4,6:32.0,,D. Valentine makes free throw 2 of 2,97,74
343,4,6:12.0,S. Ojeleye misses 2-pt layup from 2 ft,,97,74
344,4,6:09.0,,Defensive rebound by N. Vonleh,97,74
345,4,5:58.0,,N. Vonleh makes 2-pt jump shot from 16 ft,97,76
346,4,5:39.0,T. Rozier makes 3-pt jump shot from 22 ft,,100,76
347,4,5:28.0,Violation by D. Theis (kicked ball),,100,76
348,4,5:28.0,G. Monroe enters the game for S. Larkin,,100,76
349,4,5:23.0,,Turnover by D. Valentine (lost ball; steal by G. Monroe),100,76
350,4,5:23.0,Personal foul by D. Valentine (drawn by A. Nader),,100,76
351,4,5:06.0,T. Rozier misses 3-pt jump shot from 25 ft,,100,76
352,4,5:02.0,Offensive rebound by G. Monroe,,100,76
353,4,4:59.0,A. Nader misses 3-pt jump shot from 25 ft,,100,76
354,4,4:55.0,Offensive rebound by S. Ojeleye,,100,76
355,4,4:46.0,Shooting foul by D. Valentine (drawn by A. Nader),,100,76
356,4,4:46.0,A. Nader misses free throw 1 of 2,,100,76
357,4,4:46.0,Offensive rebound by Team,,100,76
358,4,4:46.0,A. Nader makes free throw 2 of 2,,101,76
359,4,4:33.0,,N. Vonleh misses 3-pt jump shot from 25 ft,101,76
360,4,4:33.0,Defensive rebound by D. Theis,,101,76
361,4,4:16.0,A. Nader misses 3-pt jump shot from 25 ft,,101,76
362,4,4:16.0,,Defensive rebound by C. Felício,101,76
363,4,4:08.0,,C. Payne misses 3-pt jump shot from 25 ft,101,76
364,4,4:08.0,,Offensive rebound by N. Vonleh,101,76
365,4,4:02.0,,N. Vonleh misses 2-pt layup from 4 ft,101,76
366,4,3:56.0,Defensive rebound by D. Theis,,101,76
367,4,3:53.0,T. Rozier makes 2-pt layup from 1 ft,,103,76
368,4,3:42.0,,J. Grant misses 2-pt jump shot from 21 ft,103,76
369,4,3:39.0,Defensive rebound by G. Monroe,,103,76
370,4,3:35.0,S. Ojeleye misses 3-pt jump shot from 25 ft,,103,76
371,4,3:35.0,,Defensive rebound by N. Vonleh,103,76
372,4,3:26.0,,D. Valentine misses 3-pt jump shot from 23 ft,103,76
373,4,3:26.0,Defensive rebound by G. Monroe,,103,76
374,4,3:08.0,S. Ojeleye misses 2-pt jump shot from 21 ft,,103,76
375,4,3:07.0,,Defensive rebound by N. Vonleh,103,76
376,4,2:59.0,,Shooting foul by D. Theis (drawn by N. Vonleh),103,76
377,4,2:59.0,Boston full timeout,,103,76
378,4,2:59.0,,J. Eddie enters the game for D. Valentine,103,76
379,4,2:59.0,,N. Vonleh makes free throw 1 of 2,103,77
380,4,2:59.0,,N. Vonleh misses free throw 2 of 2,103,77
381,4,2:55.0,,Offensive rebound by N. Vonleh,103,77
382,4,2:53.0,,J. Grant makes 3-pt jump shot from 25 ft (assist by N. Vonleh),103,80
383,4,2:27.0,Shooting foul by C. Felício (drawn by A. Nader),,103,80
384,4,2:27.0,A. Nader makes free throw 1 of 2,,104,80
