,QUARTER,TIME_REMAINING,CLEVELAND_ACTION,NEW ORLEANS_ACTION,CLEVELAND_SCORE,NEW ORLEANS_SCORE
215,3,11:32.0,,E. Moore misses 2-pt jump shot from 16 ft,52,65
216,3,11:28.0,Defensive rebound by K. Love,,52,65
217,3,11:09.0,T. Thompson misses 2-pt jump shot from 15 ft,,52,65
218,3,11:02.0,,Defensive rebound by D. Cousins,52,65
219,3,10:58.0,,D. Cousins misses 3-pt jump shot from 27 ft,52,65
220,3,10:50.0,Defensive rebound by L. James,,52,65
221,3,10:48.0,L. James makes 3-pt jump shot from 27 ft (assist by K. Love),,55,65
222,3,10:23.0,,A. Davis misses 3-pt jump shot from 27 ft,55,65
223,3,10:18.0,Defensive rebound by I. Shumpert,,55,65
224,3,10:12.0,J. Smith misses 2-pt layup from 2 ft,,55,65
225,3,10:11.0,Offensive rebound by T. Thompson,,55,65
226,3,9:55.0,T. Thompson makes 2-pt layup from 1 ft,,57,65
227,3,9:52.0,,Personal foul by T. Thompson (drawn by A. Davis),57,65
228,3,9:37.0,,D. Cousins misses 2-pt jump shot from 21 ft,57,65
229,3,9:33.0,Defensive rebound by K. Love,,57,65
230,3,9:22.0,K. Love misses 2-pt layup from 7 ft,,57,65
231,3,9:18.0,,Defensive rebound by D. Cousins,57,65
232,3,9:17.0,,New Orleans full timeout,57,65
233,3,8:58.0,,J. Holiday misses 3-pt jump shot from 23 ft,57,65
234,3,8:55.0,Defensive rebound by L. James,,57,65
235,3,8:48.0,K. Love makes 3-pt jump shot from 23 ft (assist by J. Smith),,60,65
236,3,8:33.0,,A. Davis makes 2-pt layup from 2 ft (assist by J. Holiday),60,67
237,3,8:12.0,J. Smith makes 3-pt jump shot from 27 ft (assist by L. James),,63,67
238,3,7:56.0,,D. Cousins makes 2-pt layup from 3 ft,63,69
239,3,7:31.0,L. James makes 2-pt jump shot from 14 ft,,65,69
240,3,7:17.0,,D. Cousins makes 3-pt jump shot from 27 ft (assist by J. Holiday),65,72
241,3,6:45.0,L. James makes 2-pt jump shot from 20 ft,,67,72
242,3,6:26.0,,A. Davis misses 2-pt jump shot from 18 ft,67,72
243,3,6:18.0,Defensive rebound by L. James,,67,72
244,3,6:15.0,J. Smith misses 3-pt jump shot from 22 ft,,67,72
245,3,6:08.0,Offensive rebound by K. Love,,67,72
246,3,6:06.0,K. Love makes 3-pt jump shot from 24 ft,,70,72
247,3,5:59.0,,D. Cousins misses 3-pt jump shot from 27 ft,70,72
248,3,5:55.0,Defensive rebound by K. Love,,70,72
249,3,5:52.0,K. Love makes 3-pt jump shot from 26 ft (assist by L. James),,73,72
250,3,5:51.0,,New Orleans full timeout,73,72
251,3,5:40.0,,D. Cousins makes 2-pt layup from 5 ft (assist by A. Davis),73,74
252,3,5:40.0,,Shooting foul by T. Thompson (drawn by D. Cousins),73,74
253,3,5:40.0,,D. Cousins makes free throw 1 of 1,73,75
254,3,5:22.0,K. Love makes 2-pt jump shot from 5 ft,,75,75
255,3,5:12.0,,J. Holiday makes 2-pt layup from 3 ft,75,77
256,3,4:58.0,Turnover by J. Smith (lost ball; steal by D. Cousins),,75,77
257,3,4:43.0,,E. Moore misses 3-pt jump shot from 25 ft,75,77
258,3,4:37.0,,Offensive rebound by A. Davis,75,77
259,3,4:36.0,,A. Davis makes 2-pt layup from 5 ft,75,79
260,3,4:27.0,Turnover by K. Love (bad pass; steal by D. Cousins),,75,79
261,3,4:27.0,,Personal foul by J. Smith (drawn by A. Davis),75,79
262,3,4:15.0,,D. Cousins misses 3-pt jump shot from 28 ft,75,79
263,3,4:13.0,Defensive rebound by Team,,75,79
264,3,4:13.0,,Loose ball foul by A. Davis (drawn by K. Love),75,79
265,3,4:13.0,,J. Nelson enters the game for E. Moore,75,79
266,3,4:13.0,J. Crowder enters the game for K. Love,,75,79
267,3,4:01.0,I. Shumpert misses 3-pt jump shot from 27 ft,,75,79
268,3,3:55.0,,Defensive rebound by J. Nelson,75,79
269,3,3:35.0,,D. Cousins makes 2-pt jump shot from 9 ft,75,81
270,3,3:10.0,J. Crowder misses 3-pt jump shot from 23 ft,,75,81
271,3,3:06.0,,Defensive rebound by D. Cousins,75,81
272,3,3:00.0,,J. Holiday makes 3-pt jump shot from 27 ft (assist by D. Cousins),75,84
273,3,3:00.0,Cleveland full timeout,,75,84
274,3,3:00.0,,C. Diallo enters the game for D. Cousins,75,84
275,3,3:00.0,C. Frye enters the game for I. Shumpert,,75,84
276,3,3:00.0,K. Korver enters the game for J. Smith,,75,84
277,3,3:00.0,D. Wade enters the game for T. Thompson,,75,84
278,3,2:48.0,L. James misses 3-pt jump shot from 26 ft,,75,84
279,3,2:42.0,,Defensive rebound by D. Cunningham,75,84
280,3,2:39.0,,Personal foul by L. James (drawn by A. Davis),75,84
281,3,2:30.0,,A. Davis misses 2-pt jump shot from 17 ft,75,84
282,3,2:23.0,Defensive rebound by C. Frye,,75,84
283,3,2:09.0,K. Korver makes 3-pt jump shot from 23 ft (assist by J. Crowder),,78,84
284,3,1:49.0,,J. Holiday misses 2-pt jump shot from 11 ft,78,84
285,3,1:45.0,,Offensive rebound by A. Davis,78,84
286,3,1:38.0,,J. Holiday misses 2-pt layup from 6 ft,78,84
287,3,1:38.0,,Offensive rebound by D. Cunningham,78,84
288,3,1:38.0,,Shooting foul by C. Frye (drawn by D. Cunningham),78,84
289,3,1:38.0,,D. Cunningham misses free throw 1 of 2,78,84
290,3,1:38.0,,Offensive rebound by Team,78,84
291,3,1:38.0,,D. Cousins enters the game for A. Davis,78,84
292,3,1:38.0,,D. Cunningham misses free throw 2 of 2,78,84
293,3,1:38.0,,Offensive rebound by D. Cousins,78,84
294,3,1:26.0,,Turnover by J. Holiday (bad pass; steal by D. Wade),78,84
295,3,1:23.0,Turnover by D. Wade (bad pass; steal by D. Cunningham),,78,84
296,3,1:15.0,,J. Nelson misses 3-pt jump shot from 28 ft,78,84
297,3,1:14.0,,Offensive rebound by Team,78,84
298,3,1:05.0,,D. Cousins misses 3-pt jump shot from 28 ft,78,84
299,3,0:58.0,,Offensive rebound by D. Cunningham,78,84
300,3,0:57.0,,D. Cousins makes 2-pt layup from 4 ft (assist by J. Nelson),78,86
301,3,0:49.0,D. Wade makes 3-pt jump shot from 27 ft (assist by L. James),,81,86
302,3,0:33.0,,Turnover by J. Nelson (bad pass; steal by K. Korver),81,86
303,3,0:27.0,L. James makes 2-pt layup from 2 ft (assist by J. Crowder),,83,86
304,3,0:06.0,,D. Cousins makes 2-pt layup from 4 ft,83,88
305,3,0:06.0,,Shooting foul by D. Wade (drawn by D. Cousins),83,88
306,3,0:06.0,,T. Allen enters the game for C. Diallo,83,88
307,3,0:06.0,,D. Cousins makes free throw 1 of 1,83,89
308,3,0:00.0,J. Crowder misses 3-pt jump shot from 29 ft,,83,89
309,3,0:00.0,,Defensive rebound by Team,83,89
310,4,11:42.0,,E. Moore makes 2-pt layup from 7 ft (assist by D. Cousins),83,91
311,4,11:28.0,J. Green makes 2-pt layup from 2 ft (assist by D. Wade),,85,91
312,4,11:14.0,,Shooting foul by D. Wade (drawn by A. Davis),85,91
313,4,11:14.0,,A. Davis makes free throw 1 of 2,85,92
314,4,11:14.0,,A. Davis makes free throw 2 of 2,85,93
315,4,11:08.0,C. Frye misses 3-pt jump shot from 24 ft,,85,93
316,4,11:01.0,,Defensive rebound by A. Davis,85,93
317,4,10:54.0,K. Love enters the game for C. Frye,,85,93
318,4,10:44.0,,A. Davis makes 2-pt jump shot from 11 ft (assist by J. Nelson),85,95
319,4,10:28.0,Shooting foul by D. Cousins (drawn by K. Love),,85,95
320,4,10:28.0,K. Love makes free throw 1 of 2,,86,95
321,4,10:28.0,K. Love makes free throw 2 of 2,,87,95
322,4,10:12.0,,A. Davis makes 3-pt jump shot from 23 ft (assist by I. Clark),87,98
323,4,9:56.0,K. Korver misses 3-pt jump shot from 28 ft,,87,98
324,4,9:52.0,,Defensive rebound by D. Cousins,87,98
325,4,9:47.0,,D. Cousins misses 2-pt layup from 1 ft,87,98
326,4,9:46.0,,Offensive rebound by A. Davis,87,98
327,4,9:46.0,,A. Davis makes 2-pt dunk at rim,87,100
328,4,9:30.0,D. Wade makes 2-pt layup from 4 ft,,89,100
329,4,9:20.0,,A. Davis makes 3-pt jump shot from 28 ft (assist by E. Moore),89,103
330,4,9:09.0,Personal foul by A. Davis (drawn by D. Wade),,89,103
331,4,9:03.0,Shooting foul by J. Nelson (drawn by J. Crowder),,89,103
332,4,9:03.0,J. Crowder misses free throw 1 of 2,,89,103
333,4,9:03.0,Offensive rebound by Team,,89,103
334,4,9:03.0,J. Crowder misses free throw 2 of 2,,89,103
335,4,8:59.0,,Defensive rebound by D. Cousins,89,103
336,4,8:43.0,,E. Moore makes 2-pt jump shot from 8 ft,89,105
337,4,8:39.0,Cleveland full timeout,,89,105
338,4,8:39.0,,J. Holiday enters the game for D. Cousins,89,105
339,4,8:24.0,D. Wade misses 2-pt hook shot from 7 ft,,89,105
340,4,8:20.0,,Defensive rebound by A. Davis,89,105
341,4,8:14.0,,Turnover by J. Nelson (bad pass; steal by J. Crowder),89,105
342,4,8:12.0,Turnover by J. Crowder (bad pass),,89,105
343,4,7:53.0,,A. Davis misses 2-pt jump shot from 10 ft,89,105
344,4,7:49.0,Defensive rebound by J. Crowder,,89,105
345,4,7:38.0,J. Green misses 2-pt hook shot from 9 ft,,89,105
346,4,7:32.0,,Defensive rebound by A. Davis,89,105
347,4,7:25.0,,J. Holiday makes 3-pt jump shot from 25 ft (assist by J. Nelson),89,108
348,4,7:06.0,J. Crowder makes 2-pt layup from 2 ft (assist by J. Green),,91,108
349,4,6:56.0,,Personal foul by K. Korver (drawn by A. Davis),91,108
350,4,6:56.0,C. Frye enters the game for K. Love,,91,108
351,4,6:45.0,,A. Davis misses 3-pt jump shot from 27 ft,91,108
352,4,6:40.0,Defensive rebound by J. Green,,91,108
353,4,6:37.0,Turnover by J. Green (lost ball; steal by J. Nelson),,91,108
354,4,6:32.0,,E. Moore makes 2-pt layup from 3 ft (assist by J. Nelson),91,110
355,4,6:20.0,Turnover by D. Wade (bad pass; steal by J. Holiday),,91,110
356,4,6:14.0,,Turnover by I. Clark (lost ball; steal by J. Crowder),91,110
357,4,6:04.0,D. Wade misses 3-pt jump shot from 24 ft,,91,110
358,4,5:54.0,,Defensive rebound by J. Nelson,91,110
359,4,5:45.0,,Turnover by J. Nelson (bad pass; steal by C. Frye),91,110
360,4,5:36.0,J. Green makes 2-pt layup from 4 ft,,93,110
361,4,5:36.0,Shooting foul by A. Davis (drawn by J. Green),,93,110
362,4,5:36.0,,D. Cousins enters the game for J. Nelson,93,110
363,4,5:36.0,,D. Cunningham enters the game for A. Davis,93,110
364,4,5:36.0,J. Calderón enters the game for D. Wade,,93,110
365,4,5:36.0,C. Osman enters the game for J. Crowder,,93,110
366,4,5:36.0,J. Green makes free throw 1 of 1,,94,110
367,4,5:32.0,,Personal foul by C. Frye (drawn by D. Cousins),94,110
368,4,5:32.0,A. Žižić enters the game for K. Korver,,94,110
369,4,5:25.0,,J. Holiday makes 2-pt layup from 6 ft,94,112
370,4,5:12.0,A. Žižić misses 2-pt layup from 4 ft,,94,112
371,4,5:06.0,,Defensive rebound by D. Cousins,94,112
372,4,4:54.0,,J. Holiday misses 2-pt jump shot from 18 ft,94,112
373,4,4:47.0,Defensive rebound by J. Green,,94,112
374,4,4:44.0,Turnover by J. Green (turnover),,94,112
375,4,4:32.0,,J. Holiday makes 2-pt layup from 7 ft (assist by D. Cousins),94,114
376,4,4:14.0,J. Green misses 3-pt jump shot from 27 ft,,94,114
377,4,4:08.0,,Defensive rebound by D. Cousins,94,114
378,4,4:04.0,,D. Cousins makes 2-pt layup from 7 ft,94,116
379,4,4:04.0,,Shooting foul by A. Žižić (drawn by D. Cousins),94,116
380,4,4:04.0,,D. Miller enters the game for D. Cunningham,94,116
381,4,4:04.0,,D. Cousins makes free throw 1 of 1,94,117
382,4,4:04.0,I. Shumpert enters the game for J. Green,,94,117
383,4,3:56.0,,J. Smith enters the game for D. Cousins,94,117
384,4,3:47.0,J. Calderón misses 2-pt jump shot from 15 ft,,94,117
385,4,3:43.0,,Defensive rebound by J. Holiday,94,117
386,4,3:40.0,,D. Miller misses 3-pt jump shot from 22 ft,94,117
387,4,3:33.0,Defensive rebound by J. Calderón,,94,117
388,4,3:27.0,C. Frye misses 2-pt jump shot from 22 ft,,94,117
389,4,3:26.0,Offensive rebound by Team,,94,117
