,QUARTER,TIME_REMAINING,UTAH_ACTION,NEW YORK_ACTION,UTAH_SCORE,NEW YORK_SCORE
380,4,2:35.0,D. Mitchell misses 2-pt jump shot from 14 ft (block by D. McDermott),,93,96
381,4,2:33.0,,Defensive rebound by T. Hardaway,93,96
382,4,2:28.0,,T. Hardaway misses 2-pt layup from 1 ft (block by D. Favors),93,96
383,4,2:27.0,,Offensive rebound by Team,93,96
384,4,2:21.0,,K. Porziņģis makes 3-pt jump shot from 29 ft (assist by T. Hardaway),93,99
385,4,2:05.0,R. Hood misses 3-pt jump shot from 25 ft,,93,99
386,4,2:01.0,,Defensive rebound by K. Porziņģis,93,99
387,4,1:47.0,,T. Hardaway misses 3-pt jump shot from 27 ft,93,99
388,4,1:44.0,Defensive rebound by R. Rubio,,93,99
389,4,1:39.0,J. Ingles makes 3-pt jump shot from 23 ft (assist by R. Hood),,96,99
390,4,1:25.0,,K. Porziņģis misses 3-pt jump shot from 26 ft,96,99
391,4,1:22.0,Defensive rebound by R. Rubio,,96,99
392,4,1:14.0,R. Rubio makes 2-pt jump shot from 13 ft,,98,99
393,4,1:14.0,,New York full timeout,98,99
394,4,0:52.0,,T. Hardaway misses 2-pt layup from 2 ft (block by D. Favors),98,99
395,4,0:49.0,,Offensive rebound by F. Ntilikina,98,99
396,4,0:32.0,,T. Hardaway makes 3-pt jump shot from 26 ft,98,102
397,4,0:32.0,Utah full timeout,,98,102
398,4,0:32.0,,L. Thomas enters the game for D. McDermott,98,102
399,4,0:27.0,Turnover by D. Mitchell (bad pass),,98,102
400,4,0:27.0,,New York full timeout,98,102
401,4,0:27.0,,D. McDermott enters the game for L. Thomas,98,102
402,4,0:19.0,,Personal take foul by D. Mitchell (drawn by T. Hardaway),98,102
403,4,0:19.0,,L. Thomas enters the game for D. McDermott,98,102
404,4,0:19.0,A. Burks enters the game for R. Rubio,,98,102
405,4,0:19.0,,T. Hardaway makes free throw 1 of 2,98,103
406,4,0:19.0,,T. Hardaway makes free throw 2 of 2,98,104
407,4,0:12.0,R. Hood misses 3-pt jump shot from 25 ft,,98,104
408,4,0:09.0,,Defensive rebound by F. Ntilikina,98,104
409,4,0:07.0,,F. Ntilikina misses 2-pt layup from 1 ft,98,104
410,4,0:06.0,Defensive rebound by R. Hood,,98,104
411,4,0:01.0,R. Hood makes 3-pt jump shot from 26 ft,,101,104
412,4,0:00.0,,Personal take foul by D. Mitchell (drawn by T. Hardaway),101,104
413,4,0:00.0,E. Udoh enters the game for J. Ingles,,101,104
414,4,0:00.0,,T. Hardaway makes free throw 1 of 2,101,105
415,4,0:00.0,,T. Hardaway makes free throw 2 of 2,101,106
