,QUARTER,TIME_REMAINING,LA LAKERS_ACTION,NEW ORLEANS_ACTION,LA LAKERS_SCORE,NEW ORLEANS_SCORE
0,1,11:40.0,J. Randle misses 2-pt jump shot from 12 ft (block by E. Okafor),,0,0
1,1,11:35.0,,Defensive rebound by E. Moore,0,0
2,1,11:30.0,,Personal foul by L. Ball (drawn by R. Rondo),0,0
3,1,11:25.0,,A. Davis makes 2-pt jump shot from 12 ft (assist by R. Rondo),0,2
4,1,11:06.0,Turnover by K. Kuzma (bad pass),,0,2
5,1,10:59.0,,E. Moore misses 2-pt jump shot from 4 ft,0,2
6,1,10:55.0,Defensive rebound by K. Kuzma,,0,2
7,1,10:48.0,K. Caldwell-Pope misses 2-pt layup from 4 ft,,0,2
8,1,10:48.0,Offensive rebound by K. Caldwell-Pope,,0,2
9,1,10:47.0,Personal foul by E. Okafor (drawn by K. Caldwell-Pope),,0,2
10,1,10:42.0,K. Caldwell-Pope makes 3-pt jump shot from 28 ft (assist by L. Ball),,3,2
11,1,10:33.0,,R. Rondo makes 2-pt jump shot from 7 ft,3,4
12,1,10:19.0,K. Caldwell-Pope makes 3-pt jump shot from 26 ft (assist by J. Randle),,6,4
13,1,9:59.0,,A. Davis misses 2-pt jump shot from 12 ft,6,4
14,1,9:57.0,Defensive rebound by K. Kuzma,,6,4
15,1,9:50.0,K. Caldwell-Pope makes 3-pt jump shot from 27 ft,,9,4
16,1,9:41.0,,J. Holiday makes 2-pt layup from 5 ft,9,6
17,1,9:28.0,Turnover by B. Lopez (lost ball; steal by R. Rondo),,9,6
18,1,9:23.0,,R. Rondo makes 2-pt layup from 5 ft,9,8
19,1,9:17.0,Shooting foul by E. Moore (drawn by K. Kuzma),,9,8
20,1,9:17.0,K. Kuzma makes free throw 1 of 2,,10,8
21,1,9:17.0,K. Kuzma makes free throw 2 of 2,,11,8
22,1,9:13.0,,J. Holiday misses 3-pt jump shot from 25 ft,11,8
23,1,9:10.0,,Offensive rebound by J. Holiday,11,8
24,1,9:08.0,,J. Holiday makes 2-pt layup from 2 ft,11,10
25,1,8:56.0,K. Caldwell-Pope misses 2-pt layup from 7 ft,,11,10
26,1,8:54.0,,Defensive rebound by R. Rondo,11,10
27,1,8:50.0,,E. Moore makes 2-pt layup from 5 ft (assist by R. Rondo),11,12
28,1,8:35.0,L. Ball misses 3-pt jump shot from 28 ft,,11,12
29,1,8:33.0,,Defensive rebound by E. Okafor,11,12
30,1,8:23.0,,R. Rondo makes 2-pt layup from 5 ft,11,14
31,1,8:08.0,K. Kuzma makes 2-pt jump shot from 6 ft,,13,14
32,1,8:01.0,,Shooting foul by B. Lopez (drawn by A. Davis),13,14
33,1,8:01.0,,A. Davis misses free throw 1 of 2,13,14
34,1,8:01.0,,Offensive rebound by Team,13,14
35,1,8:01.0,,A. Davis makes free throw 2 of 2,13,15
36,1,7:44.0,L. Ball misses 2-pt jump shot from 17 ft,,13,15
37,1,7:41.0,,Defensive rebound by E. Okafor,13,15
