,QUARTER,TIME_REMAINING,INDIANA_ACTION,WASHINGTON_ACTION,INDIANA_SCORE,WASHINGTON_SCORE
72,1,2:51.0,V. Oladipo makes 2-pt layup from 1 ft,,25,16
73,1,2:42.0,,I. Mahinmi misses 2-pt layup from 1 ft,25,16
74,1,2:42.0,Defensive rebound by V. Oladipo,,25,16
75,1,2:37.0,Personal block foul by T. Satoranský (drawn by B. Bogdanović),,25,16
76,1,2:37.0,Indiana full timeout,,25,16
77,1,2:37.0,,M. Scott enters the game for M. Morris,25,16
78,1,2:37.0,,T. Frazier enters the game for T. Satoranský,25,16
79,1,2:37.0,T. Leaf enters the game for C. Joseph,,25,16
80,1,2:37.0,G. Robinson enters the game for M. Turner,,25,16
81,1,2:37.0,J. Young enters the game for B. Bogdanović,,25,16
82,1,2:27.0,Turnover by D. Sabonis (bad pass; steal by B. Beal),,25,16
83,1,2:23.0,,B. Beal misses 2-pt dunk from 2 ft,25,16
84,1,2:23.0,,Offensive rebound by Team,25,16
85,1,2:23.0,V. Oladipo makes technical free throw,,26,16
86,1,2:23.0,L. Stephenson enters the game for V. Oladipo,,26,16
87,1,2:04.0,,M. Scott misses 2-pt jump shot from 8 ft,26,16
88,1,2:02.0,Defensive rebound by D. Sabonis,,26,16
89,1,1:55.0,L. Stephenson makes 2-pt jump shot from 20 ft (assist by D. Sabonis),,28,16
90,1,1:43.0,,Personal foul by G. Robinson (drawn by B. Beal),28,16
91,1,1:27.0,,B. Beal makes 2-pt jump shot from 14 ft,28,18
92,1,1:10.0,G. Robinson misses 2-pt jump shot from 10 ft,,28,18
93,1,1:08.0,,Defensive rebound by M. Scott,28,18
94,1,1:04.0,,B. Beal misses 3-pt jump shot from 25 ft,28,18
95,1,1:00.0,Defensive rebound by T. Leaf,,28,18
96,1,0:53.0,T. Leaf misses 3-pt jump shot from 25 ft,,28,18
97,1,0:50.0,Offensive rebound by L. Stephenson,,28,18
98,1,0:41.0,D. Sabonis misses 2-pt jump shot from 20 ft,,28,18
99,1,0:38.0,,Defensive rebound by M. Scott,28,18
100,1,0:30.0,,M. Scott makes 2-pt jump shot from 15 ft (assist by T. Frazier),28,20
101,1,0:17.0,Personal foul by T. Frazier (drawn by J. Young),,28,20
102,1,0:17.0,J. Young makes free throw 1 of 2,,29,20
103,1,0:17.0,J. Young makes free throw 2 of 2,,30,20
104,1,0:01.0,,T. Frazier misses 3-pt jump shot from 24 ft,30,20
105,1,0:01.0,,Offensive rebound by I. Mahinmi,30,20
106,2,11:42.0,G. Robinson makes 3-pt jump shot from 23 ft (assist by J. Young),,33,20
107,2,11:17.0,,O. Porter misses 2-pt jump shot from 13 ft,33,20
108,2,11:13.0,,Offensive rebound by I. Mahinmi,33,20
109,2,11:11.0,,I. Mahinmi makes 2-pt layup at rim,33,22
110,2,10:57.0,Turnover by L. Stephenson (bad pass; steal by O. Porter),,33,22
111,2,10:45.0,,M. Scott makes 3-pt jump shot from 24 ft (assist by T. Frazier),33,25
112,2,10:28.0,Turnover by D. Sabonis (bad pass; steal by O. Porter),,33,25
113,2,10:25.0,,Shooting foul by G. Robinson (drawn by J. Meeks),33,25
114,2,10:25.0,,J. Meeks makes free throw 1 of 2,33,26
115,2,10:25.0,,J. Meeks makes free throw 2 of 2,33,27
116,2,10:04.0,Turnover by L. Stephenson (bad pass),,33,27
117,2,9:50.0,,Shooting foul by D. Sabonis (drawn by I. Mahinmi),33,27
118,2,9:50.0,,I. Mahinmi misses free throw 1 of 2,33,27
119,2,9:50.0,,Offensive rebound by Team,33,27
120,2,9:50.0,,I. Mahinmi misses free throw 2 of 2,33,27
121,2,9:48.0,Defensive rebound by J. Young,,33,27
122,2,9:45.0,Indiana full timeout,,33,27
123,2,9:45.0,B. Bogdanović enters the game for T. Leaf,,33,27
124,2,9:45.0,T. Young enters the game for G. Robinson,,33,27
125,2,9:39.0,L. Stephenson misses 3-pt jump shot from 25 ft,,33,27
126,2,9:35.0,,Defensive rebound by M. Scott,33,27
127,2,9:21.0,,O. Porter makes 2-pt layup at rim (assist by I. Mahinmi),33,29
128,2,9:13.0,J. Young misses 3-pt jump shot from 25 ft,,33,29
129,2,9:11.0,,Defensive rebound by J. Meeks,33,29
130,2,8:54.0,,I. Mahinmi makes 2-pt dunk from 1 ft (assist by M. Scott),33,31
131,2,8:40.0,Personal foul by J. Meeks (drawn by B. Bogdanović),,33,31
132,2,8:40.0,C. Joseph enters the game for L. Stephenson,,33,31
133,2,8:27.0,T. Young misses 3-pt jump shot from 23 ft,,33,31
134,2,8:26.0,,Defensive rebound by O. Porter,33,31
135,2,8:17.0,,Shooting foul by C. Joseph (drawn by O. Porter),33,31
136,2,8:17.0,,O. Porter misses free throw 1 of 2,33,31
137,2,8:17.0,,Offensive rebound by Team,33,31
138,2,8:17.0,V. Oladipo enters the game for J. Young,,33,31
139,2,8:17.0,M. Turner enters the game for D. Sabonis,,33,31
140,2,8:17.0,,O. Porter makes free throw 2 of 2,33,32
141,2,8:04.0,Turnover by B. Bogdanović (bad pass; steal by O. Porter),,33,32
142,2,7:59.0,,Turnover by M. Scott (bad pass; steal by B. Bogdanović),33,32
143,2,7:55.0,Offensive foul by T. Young (drawn by T. Frazier),,33,32
144,2,7:55.0,Turnover by T. Young (offensive foul),,33,32
145,2,7:46.0,,J. Meeks misses 3-pt jump shot from 26 ft,33,32
146,2,7:43.0,Defensive rebound by T. Young,,33,32
147,2,7:30.0,M. Turner makes 2-pt jump shot from 21 ft,,35,32
148,2,7:15.0,,J. Meeks misses 3-pt jump shot from 25 ft,35,32
149,2,7:13.0,Defensive rebound by C. Joseph,,35,32
150,2,7:01.0,C. Joseph misses 3-pt jump shot from 23 ft,,35,32
151,2,6:57.0,,Defensive rebound by O. Porter,35,32
152,2,6:45.0,,Washington full timeout,35,32
153,2,6:45.0,,B. Beal enters the game for O. Porter,35,32
154,2,6:45.0,,M. Morris enters the game for I. Mahinmi,35,32
155,2,6:41.0,,J. Meeks misses 3-pt jump shot from 25 ft,35,32
156,2,6:36.0,Defensive rebound by V. Oladipo,,35,32
157,2,6:24.0,V. Oladipo makes 2-pt jump shot from 20 ft,,37,32
158,2,6:04.0,,Personal foul by T. Young (drawn by B. Beal),37,32
159,2,5:57.0,,T. Frazier makes 2-pt layup from 1 ft (assist by M. Scott),37,34
160,2,5:38.0,M. Turner makes 2-pt hook shot from 10 ft,,39,34
161,2,5:38.0,Shooting foul by M. Scott (drawn by M. Turner),,39,34
162,2,5:38.0,M. Turner makes free throw 1 of 1,,40,34
163,2,5:20.0,,M. Scott misses 2-pt jump shot from 11 ft,40,34
164,2,5:17.0,Defensive rebound by M. Turner,,40,34
165,2,5:02.0,Turnover by C. Joseph (lost ball; steal by T. Frazier),,40,34
166,2,4:49.0,,Turnover by B. Beal (bad pass; steal by V. Oladipo),40,34
167,2,4:44.0,B. Bogdanović makes 3-pt jump shot from 26 ft (assist by V. Oladipo),,43,34
168,2,4:40.0,,Washington full timeout,43,34
169,2,4:40.0,,M. Gortat enters the game for T. Frazier,43,34
170,2,4:40.0,,T. Satoranský enters the game for J. Meeks,43,34
171,2,4:40.0,,O. Porter enters the game for M. Scott,43,34
172,2,4:27.0,,Shooting foul by T. Young (drawn by M. Gortat),43,34
173,2,4:27.0,,M. Gortat makes free throw 1 of 2,43,35
174,2,4:27.0,D. Sabonis enters the game for T. Young,,43,35
175,2,4:27.0,,M. Gortat makes free throw 2 of 2,43,36
176,2,4:13.0,V. Oladipo makes 3-pt jump shot from 26 ft,,46,36
177,2,3:44.0,,B. Beal misses 2-pt layup from 1 ft,46,36
178,2,3:44.0,,Offensive rebound by Team,46,36
179,2,3:40.0,,T. Satoranský makes 3-pt jump shot from 24 ft (assist by B. Beal),46,39
180,2,3:16.0,Turnover by C. Joseph (step out of bounds),,46,39
181,2,3:04.0,,B. Beal misses 3-pt jump shot from 24 ft,46,39
182,2,3:00.0,,Offensive rebound by M. Gortat,46,39
183,2,2:59.0,,Shooting foul by M. Turner (drawn by O. Porter),46,39
184,2,2:59.0,,O. Porter makes free throw 1 of 2,46,40
185,2,2:59.0,,O. Porter makes free throw 2 of 2,46,41
186,2,2:36.0,D. Sabonis misses 2-pt jump shot from 4 ft,,46,41
187,2,2:33.0,,Defensive rebound by M. Morris,46,41
188,2,2:21.0,,T. Satoranský makes 2-pt layup from 6 ft (assist by B. Beal),46,43
189,2,2:09.0,Shooting foul by M. Gortat (drawn by D. Sabonis),,46,43
190,2,2:09.0,D. Sabonis makes free throw 1 of 2,,47,43
191,2,2:09.0,D. Sabonis makes free throw 2 of 2,,48,43
192,2,1:54.0,,M. Gortat makes 2-pt layup from 1 ft (assist by B. Beal),48,45
193,2,1:42.0,V. Oladipo misses 2-pt jump shot from 17 ft,,48,45
194,2,1:38.0,Offensive rebound by M. Turner,,48,45
195,2,1:36.0,V. Oladipo misses 2-pt layup from 3 ft,,48,45
196,2,1:34.0,Offensive rebound by D. Sabonis,,48,45
197,2,1:33.0,D. Sabonis makes 2-pt layup from 1 ft,,50,45
198,2,1:29.0,,Turnover by T. Satoranský (bad pass; steal by M. Turner),50,45
199,2,1:25.0,Personal foul by T. Satoranský (drawn by V. Oladipo),,50,45
200,2,1:25.0,,T. Frazier enters the game for T. Satoranský,50,45
201,2,1:25.0,G. Robinson enters the game for B. Bogdanović,,50,45
202,2,1:05.0,Shooting foul by T. Frazier (drawn by V. Oladipo),,50,45
203,2,1:05.0,V. Oladipo makes free throw 1 of 3,,51,45
204,2,1:05.0,V. Oladipo makes free throw 2 of 3,,52,45
205,2,1:05.0,V. Oladipo makes free throw 3 of 3,,53,45
206,2,0:46.0,,O. Porter misses 2-pt layup from 2 ft,53,45
207,2,0:44.0,Defensive rebound by D. Sabonis,,53,45
208,2,0:25.0,C. Joseph makes 2-pt jump shot from 16 ft,,55,45
209,2,0:00.0,,T. Frazier misses 3-pt jump shot from 28 ft,55,45
210,2,0:00.0,,Offensive rebound by Team,55,45
211,2,0:00.0,,Turnover by Team (shot clock),55,45
212,3,11:47.0,B. Bogdanović misses 2-pt jump shot from 14 ft,,55,45
213,3,11:44.0,,Defensive rebound by M. Morris,55,45
214,3,11:27.0,,M. Morris misses 2-pt jump shot from 19 ft,55,45
215,3,11:23.0,Defensive rebound by T. Young,,55,45
216,3,11:10.0,M. Turner makes 2-pt jump shot from 21 ft (assist by C. Joseph),,57,45
217,3,10:41.0,,M. Gortat makes 2-pt hook shot from 11 ft,57,47
218,3,10:24.0,V. Oladipo misses 2-pt jump shot from 20 ft,,57,47
219,3,10:20.0,,Defensive rebound by M. Morris,57,47
220,3,10:11.0,,B. Beal misses 2-pt jump shot from 6 ft,57,47
221,3,10:11.0,Defensive rebound by Team,,57,47
222,3,10:11.0,,Loose ball foul by O. Porter (drawn by T. Young),57,47
223,3,9:51.0,C. Joseph misses 3-pt jump shot from 26 ft,,57,47
224,3,9:48.0,,Defensive rebound by M. Gortat,57,47
225,3,9:36.0,,O. Porter makes 2-pt layup from 4 ft (assist by M. Gortat),57,49
226,3,9:28.0,C. Joseph makes 2-pt layup at rim,,59,49
227,3,9:14.0,,Turnover by M. Gortat (lost ball; steal by T. Young),59,49
228,3,9:12.0,Shooting foul by M. Morris (drawn by B. Bogdanović),,59,49
229,3,9:12.0,B. Bogdanović makes free throw 1 of 2,,60,49
230,3,9:12.0,B. Bogdanović makes free throw 2 of 2,,61,49
231,3,8:58.0,,M. Gortat misses 2-pt layup from 1 ft,61,49
232,3,8:54.0,,Offensive rebound by M. Morris,61,49
233,3,8:54.0,,M. Morris makes 2-pt layup at rim,61,51
234,3,8:43.0,M. Turner misses 3-pt jump shot from 26 ft,,61,51
235,3,8:39.0,,Defensive rebound by O. Porter,61,51
236,3,8:28.0,,M. Gortat misses 2-pt hook shot from 10 ft,61,51
237,3,8:26.0,Defensive rebound by M. Turner,,61,51
238,3,8:08.0,C. Joseph makes 2-pt layup at rim (assist by M. Turner),,63,51
239,3,7:49.0,,T. Satoranský makes 2-pt layup from 7 ft (assist by B. Beal),63,53
240,3,7:26.0,V. Oladipo misses 2-pt jump shot from 8 ft,,63,53
241,3,7:23.0,,Defensive rebound by O. Porter,63,53
242,3,7:05.0,,O. Porter makes 2-pt layup from 1 ft,63,55
243,3,7:05.0,Indiana full timeout,,63,55
244,3,6:54.0,T. Young misses 2-pt jump shot from 11 ft,,63,55
245,3,6:52.0,,Defensive rebound by M. Gortat,63,55
246,3,6:35.0,,O. Porter makes 3-pt jump shot from 27 ft (assist by M. Morris),63,58
247,3,6:16.0,B. Bogdanović makes 2-pt jump shot from 5 ft (assist by V. Oladipo),,65,58
248,3,6:09.0,,Turnover by B. Beal (out of bounds lost ball),65,58
249,3,5:58.0,B. Bogdanović misses 3-pt jump shot from 25 ft,,65,58
250,3,5:55.0,,Defensive rebound by M. Morris,65,58
251,3,5:37.0,,Turnover by M. Morris (bad pass; steal by B. Bogdanović),65,58
252,3,5:33.0,B. Bogdanović makes 2-pt layup at rim,,67,58
253,3,5:16.0,,O. Porter makes 2-pt jump shot from 14 ft (assist by B. Beal),67,60
254,3,5:05.0,C. Joseph makes 3-pt jump shot from 26 ft,,70,60
255,3,4:50.0,,Turnover by T. Satoranský (bad pass; steal by V. Oladipo),70,60
256,3,4:42.0,V. Oladipo makes 2-pt layup from 1 ft,,72,60
257,3,4:26.0,,B. Beal misses 2-pt jump shot from 10 ft,72,60
258,3,4:24.0,Defensive rebound by B. Bogdanović,,72,60
259,3,4:05.0,C. Joseph misses 3-pt jump shot from 26 ft,,72,60
260,3,4:03.0,,Defensive rebound by T. Satoranský,72,60
261,3,3:51.0,,B. Beal makes 3-pt jump shot from 26 ft (assist by M. Morris),72,63
262,3,3:31.0,M. Turner misses 3-pt jump shot from 26 ft,,72,63
263,3,3:28.0,Offensive rebound by V. Oladipo,,72,63
264,3,3:14.0,V. Oladipo makes 2-pt layup from 2 ft,,74,63
265,3,2:53.0,,B. Beal misses 3-pt jump shot from 26 ft,74,63
266,3,2:51.0,Defensive rebound by B. Bogdanović,,74,63
267,3,2:34.0,M. Turner misses 3-pt jump shot from 23 ft,,74,63
268,3,2:32.0,Offensive rebound by C. Joseph,,74,63
269,3,2:32.0,Shooting foul by T. Satoranský (drawn by M. Turner),,74,63
270,3,2:32.0,,Washington full timeout,74,63
271,3,2:32.0,,T. Frazier enters the game for M. Gortat,74,63
272,3,2:32.0,,I. Mahinmi enters the game for O. Porter,74,63
273,3,2:32.0,,J. Meeks enters the game for T. Satoranský,74,63
274,3,2:32.0,D. Sabonis enters the game for T. Young,,74,63
275,3,2:32.0,G. Robinson enters the game for B. Bogdanović,,74,63
276,3,2:32.0,M. Turner makes free throw 1 of 2,,75,63
277,3,2:32.0,M. Turner makes free throw 2 of 2,,76,63
278,3,2:32.0,J. Young enters the game for C. Joseph,,76,63
279,3,2:20.0,,Turnover by I. Mahinmi (traveling),76,63
280,3,2:03.0,D. Sabonis misses 2-pt jump shot from 12 ft,,76,63
281,3,2:01.0,,Defensive rebound by I. Mahinmi,76,63
282,3,2:01.0,Loose ball foul by M. Turner (drawn by I. Mahinmi),,76,63
283,3,1:45.0,,J. Meeks misses 2-pt jump shot from 14 ft,76,63
284,3,1:42.0,Defensive rebound by M. Turner,,76,63
285,3,1:33.0,V. Oladipo misses 2-pt jump shot from 16 ft (block by B. Beal),,76,63
286,3,1:33.0,Offensive rebound by M. Turner,,76,63
287,3,1:25.0,D. Sabonis makes 2-pt layup from 1 ft (assist by J. Young),,78,63
288,3,1:11.0,,M. Morris misses 3-pt jump shot from 26 ft,78,63
289,3,1:09.0,Defensive rebound by J. Young,,78,63
290,3,0:53.0,D. Sabonis misses 2-pt hook shot from 7 ft,,78,63
291,3,0:51.0,,Defensive rebound by M. Morris,78,63
292,3,0:37.0,,B. Beal misses 2-pt jump shot from 8 ft,78,63
293,3,0:35.0,Defensive rebound by M. Turner,,78,63
294,3,0:25.0,Personal foul by I. Mahinmi (drawn by V. Oladipo),,78,63
295,3,0:25.0,,M. Scott enters the game for M. Morris,78,63
296,3,0:25.0,L. Stephenson enters the game for V. Oladipo,,78,63
297,3,0:15.0,J. Young makes 2-pt jump shot from 20 ft,,80,63
298,3,0:02.0,,B. Beal makes 2-pt layup from 3 ft,80,65
299,3,0:00.0,J. Young misses 3-pt jump shot from 51 ft,,80,65
300,3,0:00.0,,Defensive rebound by Team,80,65
301,4,11:45.0,,Shooting foul by J. Young (drawn by I. Mahinmi),80,65
302,4,11:45.0,,I. Mahinmi makes free throw 1 of 2,80,66
303,4,11:45.0,,I. Mahinmi makes free throw 2 of 2,80,67
304,4,11:36.0,Offensive foul by D. Sabonis (drawn by J. Meeks),,80,67
305,4,11:36.0,Turnover by D. Sabonis (offensive foul),,80,67
306,4,11:30.0,,B. Beal makes 2-pt jump shot from 19 ft,80,69
307,4,11:13.0,L. Stephenson misses 2-pt jump shot from 16 ft,,80,69
308,4,11:11.0,Offensive rebound by D. Sabonis,,80,69
309,4,11:11.0,Personal foul by I. Mahinmi (drawn by D. Sabonis),,80,69
310,4,10:57.0,Turnover by D. Sabonis (bad pass; steal by B. Beal),,80,69
311,4,10:53.0,,B. Beal makes 2-pt jump shot from 5 ft,80,71
312,4,10:53.0,,Shooting foul by J. Young (drawn by B. Beal),80,71
313,4,10:53.0,,B. Beal makes free throw 1 of 1,80,72
314,4,10:32.0,Turnover by G. Robinson (traveling),,80,72
315,4,10:23.0,,B. Beal misses 2-pt jump shot from 9 ft,80,72
316,4,10:23.0,,Offensive rebound by Team,80,72
317,4,10:23.0,Loose ball foul by L. Stephenson (drawn by I. Mahinmi),,80,72
318,4,10:09.0,,T. Frazier misses 3-pt jump shot from 26 ft,80,72
319,4,10:06.0,Defensive rebound by D. Sabonis,,80,72
320,4,9:59.0,Indiana full timeout,,80,72
321,4,9:59.0,C. Joseph enters the game for J. Young,,80,72
322,4,9:59.0,V. Oladipo enters the game for G. Robinson,,80,72
323,4,9:59.0,T. Young enters the game for B. Bogdanović,,80,72
324,4,9:49.0,Turnover by L. Stephenson (bad pass; steal by M. Scott),,80,72
325,4,9:44.0,,J. Meeks makes 3-pt jump shot from 25 ft (assist by B. Beal),80,75
326,4,9:16.0,L. Stephenson misses 2-pt jump shot from 13 ft,,80,75
327,4,9:13.0,Offensive rebound by C. Joseph,,80,75
328,4,9:12.0,V. Oladipo misses 3-pt jump shot from 26 ft,,80,75
329,4,9:12.0,,Defensive rebound by I. Mahinmi,80,75
330,4,9:10.0,Loose ball foul by L. Stephenson (drawn by I. Mahinmi),,80,75
331,4,8:55.0,,B. Beal misses 2-pt jump shot from 19 ft,80,75
332,4,8:51.0,Defensive rebound by L. Stephenson,,80,75
333,4,8:34.0,Shooting foul by M. Scott (drawn by D. Sabonis),,80,75
334,4,8:34.0,D. Sabonis makes free throw 1 of 2,,81,75
335,4,8:34.0,B. Bogdanović enters the game for L. Stephenson,,81,75
336,4,8:34.0,D. Sabonis makes free throw 2 of 2,,82,75
337,4,8:22.0,,Shooting foul by B. Bogdanović (drawn by B. Beal),82,75
338,4,8:22.0,,B. Beal misses free throw 1 of 2,82,75
339,4,8:22.0,,Offensive rebound by Team,82,75
340,4,8:22.0,,O. Porter enters the game for T. Frazier,82,75
341,4,8:22.0,M. Turner enters the game for D. Sabonis,,82,75
342,4,8:22.0,,B. Beal makes free throw 2 of 2,82,76
343,4,8:05.0,T. Young misses 2-pt layup from 2 ft (block by I. Mahinmi),,82,76
344,4,8:04.0,Offensive rebound by T. Young,,82,76
345,4,8:03.0,Turnover by T. Young (lost ball; steal by B. Beal),,82,76
346,4,7:51.0,,B. Beal makes 2-pt jump shot from 19 ft,82,78
347,4,7:32.0,Shooting foul by B. Beal (drawn by V. Oladipo),,82,78
348,4,7:32.0,V. Oladipo makes free throw 1 of 2,,83,78
349,4,7:32.0,V. Oladipo makes free throw 2 of 2,,84,78
350,4,7:16.0,,J. Meeks misses 3-pt jump shot from 23 ft,84,78
351,4,7:12.0,Defensive rebound by V. Oladipo,,84,78
352,4,7:00.0,B. Bogdanović misses 3-pt jump shot from 25 ft,,84,78
353,4,6:56.0,,Defensive rebound by B. Beal,84,78
354,4,6:49.0,,M. Scott makes 3-pt jump shot from 27 ft (assist by B. Beal),84,81
355,4,6:22.0,B. Bogdanović makes 3-pt jump shot from 23 ft (assist by M. Turner),,87,81
356,4,6:08.0,Offensive charge foul by I. Mahinmi (drawn by V. Oladipo),,87,81
357,4,6:08.0,,Turnover by I. Mahinmi (offensive foul),87,81
358,4,5:52.0,Turnover by B. Bogdanović (step out of bounds),,87,81
359,4,5:41.0,,M. Scott misses 2-pt layup from 8 ft,87,81
360,4,5:37.0,,Offensive rebound by I. Mahinmi,87,81
361,4,5:37.0,,I. Mahinmi misses 2-pt hook shot from 4 ft,87,81
362,4,5:35.0,Defensive rebound by M. Turner,,87,81
363,4,5:16.0,M. Turner misses 3-pt jump shot from 23 ft,,87,81
364,4,5:12.0,,Defensive rebound by O. Porter,87,81
365,4,4:59.0,,I. Mahinmi makes 2-pt layup from 1 ft (assist by B. Beal),87,83
366,4,4:58.0,Indiana full timeout,,87,83
367,4,4:43.0,T. Young misses 2-pt dunk from 2 ft,,87,83
368,4,4:42.0,Offensive rebound by V. Oladipo,,87,83
369,4,4:40.0,V. Oladipo misses 3-pt jump shot from 25 ft,,87,83
370,4,4:38.0,,Defensive rebound by I. Mahinmi,87,83
371,4,4:25.0,,Shooting foul by V. Oladipo (drawn by J. Meeks),87,83
372,4,4:25.0,,J. Meeks makes free throw 1 of 2,87,84
373,4,4:25.0,,J. Meeks makes free throw 2 of 2,87,85
374,4,4:02.0,C. Joseph misses 3-pt jump shot from 24 ft,,87,85
375,4,3:59.0,,Defensive rebound by I. Mahinmi,87,85
376,4,3:54.0,,Turnover by B. Beal (bad pass),87,85
377,4,3:46.0,V. Oladipo makes 2-pt jump shot from 14 ft,,89,85
378,4,3:26.0,,Turnover by B. Beal (bad pass; steal by V. Oladipo),89,85
379,4,3:23.0,V. Oladipo makes 2-pt dunk at rim,,91,85
380,4,3:23.0,,Washington full timeout,91,85
381,4,3:06.0,,B. Beal makes 3-pt jump shot from 25 ft,91,88
382,4,2:48.0,M. Turner misses 2-pt jump shot from 17 ft,,91,88
383,4,2:44.0,,Defensive rebound by B. Beal,91,88
384,4,2:36.0,,B. Beal misses 2-pt layup from 1 ft,91,88
385,4,2:35.0,Defensive rebound by C. Joseph,,91,88
386,4,2:19.0,C. Joseph makes 2-pt jump shot from 22 ft,,93,88
