,QUARTER,TIME_REMAINING,CLEVELAND_ACTION,TORONTO_ACTION,CLEVELAND_SCORE,TORONTO_SCORE
0,1,11:40.0,,C. Miles misses 3-pt jump shot from 22 ft,0,0
1,1,11:36.0,,Offensive rebound by J. Valančiūnas,0,0
2,1,11:26.0,,J. Valančiūnas misses 2-pt hook shot from 9 ft,0,0
3,1,11:23.0,,Offensive rebound by C. Miles,0,0
4,1,11:20.0,,J. Valančiūnas makes 2-pt dunk from 1 ft (assist by C. Miles),0,2
5,1,11:02.0,I. Thomas misses 3-pt jump shot from 24 ft,,0,2
6,1,10:59.0,,Defensive rebound by J. Valančiūnas,0,2
7,1,10:50.0,,D. DeRozan misses 2-pt jump shot from 7 ft,0,2
8,1,10:49.0,Defensive rebound by K. Love,,0,2
9,1,10:27.0,I. Thomas misses 2-pt jump shot from 9 ft (block by O. Anunoby),,0,2
10,1,10:20.0,,Defensive rebound by O. Anunoby,0,2
11,1,10:16.0,,D. Wright misses 3-pt jump shot from 25 ft,0,2
12,1,10:15.0,Defensive rebound by K. Love,,0,2
13,1,10:11.0,J. Crowder makes 2-pt layup from 1 ft (assist by L. James),,2,2
14,1,9:50.0,,C. Miles makes 3-pt jump shot from 22 ft (assist by D. Wright),2,5
15,1,9:31.0,I. Thomas misses 2-pt jump shot from 9 ft,,2,5
16,1,9:29.0,,Defensive rebound by J. Valančiūnas,2,5
17,1,9:20.0,,D. Wright misses 3-pt jump shot from 25 ft,2,5
18,1,9:16.0,Defensive rebound by K. Love,,2,5
19,1,9:12.0,L. James makes 2-pt layup from 1 ft (assist by K. Love),,4,5
20,1,8:57.0,,J. Valančiūnas makes 2-pt jump shot from 14 ft (assist by D. DeRozan),4,7
21,1,8:40.0,J. Crowder misses 3-pt jump shot from 24 ft,,4,7
22,1,8:38.0,,Defensive rebound by J. Valančiūnas,4,7
23,1,8:30.0,,C. Miles makes 3-pt jump shot from 23 ft (assist by J. Valančiūnas),4,10
24,1,8:29.0,Cleveland full timeout,,4,10
25,1,8:17.0,J. Smith misses 2-pt jump shot from 18 ft,,4,10
26,1,8:15.0,,Defensive rebound by J. Valančiūnas,4,10
27,1,7:56.0,,Shooting foul by K. Love (drawn by J. Valančiūnas),4,10
28,1,7:56.0,,J. Valančiūnas misses free throw 1 of 2,4,10
29,1,7:56.0,,Offensive rebound by Team,4,10
30,1,7:56.0,,J. Valančiūnas makes free throw 2 of 2,4,11
31,1,7:56.0,T. Thompson enters the game for J. Crowder,,4,11
32,1,7:43.0,L. James makes 2-pt hook shot from 6 ft,,6,11
33,1,7:28.0,,C. Miles misses 3-pt jump shot from 25 ft,6,11
34,1,7:28.0,Defensive rebound by Team,,6,11
35,1,7:18.0,Shooting foul by J. Valančiūnas (drawn by T. Thompson),,6,11
36,1,7:18.0,T. Thompson makes free throw 1 of 2,,7,11
37,1,7:18.0,T. Thompson misses free throw 2 of 2,,7,11
38,1,7:16.0,,Defensive rebound by J. Valančiūnas,7,11
39,1,7:05.0,,O. Anunoby misses 3-pt jump shot from 25 ft,7,11
40,1,6:58.0,,Offensive rebound by J. Valančiūnas,7,11
41,1,6:58.0,,J. Valančiūnas misses 2-pt layup at rim,7,11
42,1,6:56.0,Defensive rebound by I. Thomas,,7,11
43,1,6:55.0,T. Thompson makes 2-pt layup from 1 ft (assist by I. Thomas),,9,11
44,1,6:40.0,,J. Valančiūnas makes 2-pt layup from 1 ft (assist by D. Wright),9,13
45,1,6:27.0,K. Love misses 2-pt jump shot from 10 ft,,9,13
46,1,6:20.0,Offensive rebound by T. Thompson,,9,13
47,1,6:20.0,T. Thompson makes 2-pt layup at rim,,11,13
48,1,6:14.0,,C. Miles misses 2-pt layup from 5 ft (block by L. James),11,13
49,1,6:11.0,,Offensive rebound by J. Valančiūnas,11,13
50,1,6:11.0,,J. Valančiūnas makes 2-pt jump shot from 6 ft,11,15
51,1,5:56.0,I. Thomas misses 2-pt jump shot from 8 ft,,11,15
52,1,5:54.0,,Defensive rebound by J. Valančiūnas,11,15
53,1,5:45.0,,C. Miles misses 2-pt layup from 5 ft,11,15
54,1,5:43.0,Defensive rebound by K. Love,,11,15
55,1,5:42.0,L. James makes 2-pt layup from 2 ft (assist by K. Love),,13,15
56,1,5:42.0,Shooting foul by J. Valančiūnas (drawn by L. James),,13,15
57,1,5:42.0,,J. Poeltl enters the game for J. Valančiūnas,13,15
58,1,5:42.0,L. James makes free throw 1 of 1,,14,15
59,1,5:30.0,,O. Anunoby misses 3-pt jump shot from 24 ft,14,15
60,1,5:27.0,,Offensive rebound by C. Miles,14,15
61,1,5:24.0,,C. Miles makes 2-pt layup from 2 ft,14,17
62,1,5:15.0,Shooting foul by C. Miles (drawn by K. Love),,14,17
63,1,5:15.0,K. Love makes free throw 1 of 2,,15,17
64,1,5:15.0,K. Love makes free throw 2 of 2,,16,17
65,1,5:01.0,,D. DeRozan misses 3-pt jump shot from 22 ft,16,17
66,1,4:58.0,Defensive rebound by L. James,,16,17
67,1,4:50.0,I. Thomas misses 3-pt jump shot from 23 ft,,16,17
68,1,4:47.0,,Defensive rebound by J. Poeltl,16,17
69,1,4:47.0,,Personal foul by K. Love (drawn by J. Poeltl),16,17
70,1,4:47.0,D. Wade enters the game for K. Love,,16,17
71,1,4:23.0,,D. DeRozan misses 2-pt jump shot from 3 ft,16,17
72,1,4:18.0,,Offensive rebound by D. Wright,16,17
73,1,4:18.0,,D. Wright makes 2-pt layup at rim,16,19
74,1,4:15.0,L. James makes 2-pt layup from 2 ft,,18,19
75,1,4:03.0,,J. Poeltl makes 2-pt layup from 2 ft (assist by D. DeRozan),18,21
76,1,3:50.0,I. Thomas misses 2-pt jump shot from 19 ft (block by D. Wright),,18,21
77,1,3:46.0,,Defensive rebound by D. Wright,18,21
78,1,3:44.0,,D. Wright makes 2-pt layup from 3 ft,18,23
79,1,3:44.0,Cleveland full timeout,,18,23
80,1,3:44.0,,F. VanVleet enters the game for C. Miles,18,23
81,1,3:44.0,,N. Powell enters the game for D. Wright,18,23
82,1,3:44.0,C. Osman enters the game for I. Thomas,,18,23
83,1,3:28.0,L. James makes 2-pt layup from 1 ft,,20,23
84,1,3:09.0,,F. VanVleet misses 2-pt layup from 2 ft,20,23
85,1,3:06.0,Defensive rebound by T. Thompson,,20,23
86,1,2:50.0,D. Wade misses 2-pt jump shot from 10 ft,,20,23
87,1,2:45.0,Offensive rebound by T. Thompson,,20,23
88,1,2:45.0,T. Thompson makes 2-pt layup at rim,,22,23
89,1,2:32.0,,D. DeRozan makes 2-pt dunk from 2 ft,22,25
90,1,2:15.0,L. James misses 2-pt jump shot from 4 ft,,22,25
91,1,2:11.0,Offensive rebound by T. Thompson,,22,25
92,1,2:11.0,T. Thompson misses 2-pt layup at rim,,22,25
93,1,2:11.0,Offensive rebound by T. Thompson,,22,25
94,1,2:11.0,Personal foul by O. Anunoby (drawn by T. Thompson),,22,25
95,1,2:11.0,J. Green enters the game for J. Smith,,22,25
96,1,1:56.0,L. James misses 2-pt hook shot from 4 ft,,22,25
97,1,1:55.0,Offensive rebound by Team,,22,25
98,1,1:47.0,D. Wade misses 2-pt hook shot from 8 ft (block by N. Powell),,22,25
99,1,1:45.0,,Defensive rebound by N. Powell,22,25
100,1,1:42.0,,D. DeRozan misses 2-pt layup from 1 ft,22,25
101,1,1:38.0,,Offensive rebound by J. Poeltl,22,25
102,1,1:38.0,,J. Poeltl misses 2-pt layup at rim,22,25
103,1,1:37.0,,Offensive rebound by J. Poeltl,22,25
104,1,1:37.0,,Turnover by N. Powell (out of bounds lost ball),22,25
105,1,1:14.0,C. Osman misses 3-pt jump shot from 23 ft,,22,25
106,1,1:11.0,,Defensive rebound by J. Poeltl,22,25
107,1,0:50.0,,F. VanVleet makes 2-pt layup from 2 ft (assist by D. DeRozan),22,27
108,1,0:36.0,D. Wade misses 2-pt jump shot from 6 ft,,22,27
109,1,0:34.0,,Defensive rebound by J. Poeltl,22,27
110,1,0:25.0,,F. VanVleet makes 3-pt jump shot from 25 ft (assist by D. DeRozan),22,30
