,QUARTER,TIME_REMAINING,DETROIT_ACTION,WASHINGTON_ACTION,DETROIT_SCORE,WASHINGTON_SCORE
0,1,11:41.0,A. Bradley misses 2-pt layup from 9 ft,,0,0
1,1,11:40.0,Offensive rebound by Team,,0,0
2,1,11:38.0,Turnover by R. Jackson (bad pass; steal by K. Oubre),,0,0
3,1,11:33.0,,K. Oubre makes 2-pt dunk from 1 ft,0,2
4,1,11:18.0,S. Johnson makes 3-pt jump shot from 25 ft (assist by A. Bradley),,3,2
5,1,10:49.0,,B. Beal makes 2-pt layup from 4 ft (assist by O. Porter),3,4
6,1,10:49.0,Violation by A. Drummond (def goaltending),,3,4
7,1,10:45.0,A. Bradley misses 2-pt jump shot from 21 ft,,3,4
8,1,10:38.0,,Defensive rebound by O. Porter,3,4
9,1,10:35.0,,J. Wall makes 2-pt layup from 1 ft,3,6
10,1,10:19.0,R. Jackson misses 2-pt layup at rim,,3,6
11,1,10:19.0,Offensive rebound by A. Drummond,,3,6
12,1,10:15.0,A. Drummond makes 2-pt dunk at rim,,5,6
13,1,10:12.0,,O. Porter misses 3-pt jump shot from 26 ft,5,6
14,1,10:12.0,Defensive rebound by R. Jackson,,5,6
15,1,10:06.0,R. Jackson misses 2-pt jump shot from 16 ft,,5,6
16,1,10:01.0,Offensive rebound by A. Drummond,,5,6
17,1,9:57.0,T. Harris makes 2-pt dunk from 1 ft (assist by S. Johnson),,7,6
18,1,9:38.0,,M. Gortat makes 2-pt jump shot from 13 ft (assist by B. Beal),7,8
19,1,9:23.0,T. Harris makes 3-pt jump shot from 26 ft,,10,8
20,1,9:08.0,,B. Beal makes 2-pt jump shot from 12 ft (assist by J. Wall),10,10
21,1,9:08.0,,Shooting foul by S. Johnson (drawn by B. Beal),10,10
22,1,9:08.0,,B. Beal misses free throw 1 of 1,10,10
23,1,9:05.0,Defensive rebound by A. Drummond,,10,10
24,1,8:45.0,Turnover by A. Bradley (lost ball; steal by O. Porter),,10,10
25,1,8:41.0,,O. Porter misses 2-pt layup from 4 ft,10,10
26,1,8:37.0,Defensive rebound by S. Johnson,,10,10
27,1,8:30.0,Turnover by R. Jackson (bad pass; steal by O. Porter),,10,10
28,1,8:27.0,,Shooting foul by S. Johnson (drawn by O. Porter),10,10
29,1,8:27.0,,O. Porter makes free throw 1 of 2,10,11
30,1,8:27.0,J. Leuer enters the game for S. Johnson,,10,11
31,1,8:27.0,,O. Porter makes free throw 2 of 2,10,12
32,1,8:15.0,Shooting foul by K. Oubre (drawn by A. Bradley),,10,12
33,1,8:15.0,A. Bradley misses free throw 1 of 2,,10,12
34,1,8:15.0,Offensive rebound by Team,,10,12
35,1,8:15.0,A. Bradley makes free throw 2 of 2,,11,12
36,1,8:10.0,,Turnover by B. Beal (bad pass; steal by R. Jackson),11,12
37,1,8:07.0,R. Jackson misses 2-pt layup from 2 ft (block by B. Beal),,11,12
38,1,8:07.0,,Defensive rebound by Team,11,12
39,1,7:55.0,,O. Porter makes 2-pt jump shot from 18 ft (assist by J. Wall),11,14
40,1,7:38.0,Personal foul by B. Beal (drawn by A. Bradley),,11,14
41,1,7:31.0,R. Jackson makes 2-pt layup from 1 ft,,13,14
42,1,7:16.0,,J. Wall makes 2-pt jump shot from 21 ft,13,16
43,1,7:00.0,A. Drummond misses 2-pt hook shot from 13 ft,,13,16
44,1,6:59.0,,Defensive rebound by K. Oubre,13,16
45,1,6:47.0,,B. Beal makes 2-pt layup from 1 ft (assist by M. Gortat),13,18
46,1,6:37.0,Detroit full timeout,,13,18
47,1,6:28.0,T. Harris misses 2-pt jump shot from 18 ft,,13,18
48,1,6:24.0,,Defensive rebound by J. Wall,13,18
49,1,6:23.0,,Turnover by J. Wall (bad pass),13,18
50,1,6:13.0,T. Harris makes 2-pt jump shot from 18 ft,,15,18
51,1,5:56.0,,Turnover by J. Wall (bad pass; steal by R. Jackson),15,18
52,1,5:52.0,A. Bradley makes 3-pt jump shot from 23 ft (assist by R. Jackson),,18,18
53,1,5:37.0,,K. Oubre misses 2-pt jump shot from 18 ft,18,18
54,1,5:34.0,Defensive rebound by A. Drummond,,18,18
55,1,5:25.0,Turnover by A. Bradley (bad pass),,18,18
56,1,5:16.0,,Personal foul by R. Jackson (drawn by M. Gortat),18,18
57,1,5:08.0,,M. Gortat makes 2-pt layup from 2 ft (assist by B. Beal),18,20
58,1,4:56.0,R. Jackson misses 3-pt jump shot from 26 ft,,18,20
59,1,4:53.0,,Defensive rebound by B. Beal,18,20
60,1,4:32.0,,O. Porter makes 2-pt layup from 1 ft (assist by J. Wall),18,22
61,1,4:13.0,Turnover by A. Bradley (lost ball; steal by M. Gortat),,18,22
62,1,4:09.0,,O. Porter makes 2-pt dunk at rim (assist by J. Wall),18,24
63,1,3:54.0,R. Jackson misses 2-pt jump shot from 12 ft,,18,24
64,1,3:53.0,Offensive rebound by A. Drummond,,18,24
65,1,3:53.0,A. Drummond makes 2-pt hook shot from 4 ft,,20,24
66,1,3:53.0,Shooting foul by O. Porter (drawn by A. Drummond),,20,24
67,1,3:53.0,,M. Scott enters the game for B. Beal,20,24
68,1,3:53.0,,J. Meeks enters the game for O. Porter,20,24
69,1,3:53.0,L. Galloway enters the game for A. Bradley,,20,24
70,1,3:53.0,A. Drummond makes free throw 1 of 1,,21,24
71,1,3:39.0,,Turnover by J. Wall (bad pass; steal by A. Drummond),21,24
72,1,3:33.0,J. Leuer makes 2-pt layup from 2 ft (assist by T. Harris),,23,24
73,1,3:22.0,,J. Meeks misses 2-pt jump shot from 21 ft,23,24
74,1,3:19.0,Defensive rebound by A. Drummond,,23,24
75,1,3:11.0,J. Leuer makes 2-pt jump shot from 10 ft (assist by R. Jackson),,25,24
76,1,3:10.0,,Washington full timeout,25,24
77,1,3:10.0,I. Smith enters the game for R. Jackson,,25,24
78,1,2:50.0,,K. Oubre misses 3-pt jump shot from 25 ft,25,24
79,1,2:45.0,Defensive rebound by L. Galloway,,25,24
80,1,2:43.0,I. Smith makes 2-pt layup at rim (assist by L. Galloway),,27,24
81,1,2:30.0,,J. Wall makes 2-pt layup from 2 ft,27,26
82,1,2:08.0,I. Smith misses 3-pt jump shot from 23 ft,,27,26
83,1,2:05.0,Offensive rebound by A. Drummond,,27,26
84,1,2:04.0,A. Drummond makes 2-pt layup from 5 ft,,29,26
85,1,1:55.0,,Personal foul by I. Smith (drawn by J. Wall),29,26
86,1,1:55.0,,I. Mahinmi enters the game for J. Wall,29,26
87,1,1:55.0,,T. Frazier enters the game for M. Gortat,29,26
88,1,1:43.0,,Personal foul by L. Galloway (drawn by I. Mahinmi),29,26
89,1,1:43.0,,I. Mahinmi makes free throw 1 of 2,29,27
90,1,1:43.0,E. Moreland enters the game for A. Drummond,,29,27
91,1,1:43.0,,I. Mahinmi misses free throw 2 of 2,29,27
92,1,1:40.0,Defensive rebound by T. Harris,,29,27
93,1,1:20.0,Turnover by E. Moreland (bad pass; steal by T. Frazier),,29,27
94,1,1:17.0,,Shooting foul by L. Galloway (drawn by M. Scott),29,27
95,1,1:17.0,,M. Scott makes free throw 1 of 2,29,28
96,1,1:17.0,,M. Scott makes free throw 2 of 2,29,29
97,1,0:57.0,L. Galloway misses 3-pt jump shot from 25 ft,,29,29
98,1,0:55.0,,Defensive rebound by Team,29,29
99,1,0:46.0,,I. Mahinmi misses 2-pt layup from 6 ft,29,29
100,1,0:43.0,,Offensive rebound by K. Oubre,29,29
101,1,0:39.0,,K. Oubre misses 2-pt jump shot from 9 ft,29,29
102,1,0:36.0,Defensive rebound by I. Smith,,29,29
103,1,0:31.0,I. Smith makes 2-pt jump shot from 11 ft,,31,29
104,1,0:21.0,,Turnover by T. Frazier (bad pass; steal by I. Smith),31,29
105,1,0:00.0,T. Harris misses 2-pt jump shot from 15 ft,,31,29
106,1,0:00.0,Offensive rebound by Team,,31,29
107,2,11:50.0,,Personal foul by L. Kennard (drawn by M. Scott),31,29
108,2,11:45.0,,Turnover by T. Frazier (bad pass),31,29
109,2,11:26.0,L. Kennard makes 2-pt jump shot from 16 ft (assist by I. Smith),,33,29
