,QUARTER,TIME_REMAINING,MILWAUKEE_ACTION,BOSTON_ACTION,MILWAUKEE_SCORE,BOSTON_SCORE
0,1,11:39.0,,S. Ojeleye misses 3-pt jump shot from 22 ft,0,0
1,1,11:35.0,Defensive rebound by E. Bledsoe,,0,0
2,1,11:29.0,Turnover by E. Bledsoe (bad pass; steal by J. Brown),,0,0
3,1,11:12.0,,Shooting foul by T. Zeller (drawn by A. Horford),0,0
4,1,11:12.0,,A. Horford makes free throw 1 of 2,0,1
5,1,11:12.0,,A. Horford misses free throw 2 of 2,0,1
6,1,11:12.0,Defensive rebound by G. Antetokounmpo,,0,1
7,1,10:52.0,K. Middleton makes 3-pt jump shot from 24 ft (assist by M. Brogdon),,3,1
8,1,10:32.0,,T. Rozier misses 2-pt jump shot from 12 ft,3,1
9,1,10:30.0,Defensive rebound by E. Bledsoe,,3,1
10,1,10:21.0,K. Middleton misses 2-pt jump shot from 15 ft,,3,1
11,1,10:17.0,,Defensive rebound by J. Brown,3,1
12,1,10:12.0,,J. Tatum misses 3-pt jump shot from 25 ft,3,1
13,1,10:10.0,Defensive rebound by M. Brogdon,,3,1
14,1,10:06.0,G. Antetokounmpo makes 2-pt dunk at rim (assist by M. Brogdon),,5,1
15,1,9:43.0,,A. Horford misses 2-pt jump shot from 14 ft,5,1
16,1,9:42.0,Defensive rebound by E. Bledsoe,,5,1
17,1,9:35.0,E. Bledsoe misses 2-pt layup from 1 ft,,5,1
18,1,9:33.0,,Defensive rebound by A. Horford,5,1
19,1,9:29.0,Offensive charge foul by A. Horford (drawn by T. Zeller),,5,1
20,1,9:29.0,,Turnover by A. Horford (offensive foul),5,1
21,1,9:25.0,Personal foul by J. Brown (drawn by K. Middleton),,5,1
22,1,9:08.0,E. Bledsoe misses 2-pt jump shot from 18 ft,,5,1
23,1,9:06.0,,Defensive rebound by A. Horford,5,1
24,1,8:57.0,,J. Brown misses 2-pt jump shot from 21 ft,5,1
25,1,8:55.0,Defensive rebound by K. Middleton,,5,1
26,1,8:47.0,Shooting foul by J. Tatum (drawn by G. Antetokounmpo),,5,1
27,1,8:47.0,G. Antetokounmpo makes free throw 1 of 2,,6,1
28,1,8:47.0,G. Antetokounmpo makes free throw 2 of 2,,7,1
29,1,8:28.0,,S. Ojeleye makes 3-pt jump shot from 22 ft (assist by T. Rozier),7,4
30,1,7:59.0,K. Middleton misses 3-pt jump shot from 22 ft,,7,4
31,1,7:57.0,,Defensive rebound by A. Horford,7,4
32,1,7:49.0,,J. Tatum makes 2-pt jump shot from 7 ft,7,6
33,1,7:49.0,,Shooting foul by M. Brogdon (drawn by J. Tatum),7,6
34,1,7:49.0,,J. Tatum makes free throw 1 of 1,7,7
35,1,7:31.0,G. Antetokounmpo makes 2-pt layup at rim (assist by K. Middleton),,9,7
36,1,7:13.0,,T. Rozier misses 3-pt jump shot from 23 ft,9,7
37,1,7:11.0,Defensive rebound by K. Middleton,,9,7
38,1,7:04.0,K. Middleton misses 2-pt jump shot from 13 ft,,9,7
39,1,7:01.0,,Defensive rebound by J. Tatum,9,7
40,1,6:46.0,,J. Brown makes 2-pt jump shot from 10 ft (assist by T. Rozier),9,9
41,1,6:31.0,M. Brogdon makes 2-pt layup from 2 ft,,11,9
42,1,6:15.0,,A. Horford makes 2-pt dunk at rim (assist by J. Tatum),11,11
43,1,6:05.0,Turnover by M. Brogdon (turnover),,11,11
44,1,6:05.0,,Boston full timeout,11,11
45,1,6:05.0,,M. Morris enters the game for J. Tatum,11,11
46,1,6:05.0,J. Parker enters the game for K. Middleton,,11,11
47,1,5:50.0,,A. Horford makes 2-pt hook shot from 9 ft,11,13
48,1,5:34.0,J. Parker makes 2-pt jump shot from 20 ft (assist by T. Zeller),,13,13
49,1,5:18.0,,M. Morris misses 3-pt jump shot from 26 ft,13,13
50,1,5:15.0,Defensive rebound by T. Zeller,,13,13
51,1,5:10.0,E. Bledsoe misses 2-pt jump shot from 20 ft,,13,13
52,1,5:07.0,,Defensive rebound by S. Ojeleye,13,13
53,1,4:57.0,,J. Brown misses 3-pt jump shot from 25 ft,13,13
54,1,4:55.0,Defensive rebound by T. Zeller,,13,13
55,1,4:40.0,G. Antetokounmpo misses 2-pt jump shot from 18 ft,,13,13
56,1,4:38.0,,Defensive rebound by A. Horford,13,13
57,1,4:20.0,,Turnover by A. Horford (bad pass; steal by T. Zeller),13,13
58,1,4:09.0,M. Brogdon misses 2-pt jump shot from 4 ft (block by T. Rozier),,13,13
59,1,4:08.0,Offensive rebound by Team,,13,13
60,1,4:08.0,,M. Smart enters the game for S. Ojeleye,13,13
61,1,4:08.0,T. Maker enters the game for E. Bledsoe,,13,13
62,1,4:08.0,M. Dellavedova enters the game for T. Zeller,,13,13
63,1,3:53.0,T. Maker misses 3-pt jump shot from 25 ft (block by A. Horford),,13,13
64,1,3:51.0,,Defensive rebound by M. Morris,13,13
65,1,3:47.0,,T. Rozier makes 2-pt hook shot from 4 ft,13,15
66,1,3:35.0,Turnover by M. Dellavedova (lost ball; steal by M. Smart),,13,15
67,1,3:32.0,,T. Rozier misses 3-pt jump shot from 24 ft,13,15
68,1,3:31.0,,Offensive rebound by A. Horford,13,15
69,1,3:31.0,,A. Horford misses 2-pt dunk at rim,13,15
70,1,3:29.0,Defensive rebound by J. Parker,,13,15
71,1,3:23.0,J. Parker misses 3-pt jump shot from 24 ft,,13,15
72,1,3:22.0,Offensive rebound by Team,,13,15
73,1,3:20.0,,Loose ball foul by T. Rozier (drawn by T. Maker),13,15
74,1,3:15.0,M. Brogdon misses 2-pt jump shot from 18 ft,,13,15
75,1,3:12.0,,Defensive rebound by J. Brown,13,15
76,1,2:55.0,,M. Morris misses 2-pt jump shot from 13 ft,13,15
77,1,2:52.0,Defensive rebound by G. Antetokounmpo,,13,15
78,1,2:42.0,Turnover by J. Parker (lost ball; steal by M. Morris),,13,15
79,1,2:37.0,,J. Brown misses 2-pt layup from 2 ft (block by G. Antetokounmpo),13,15
80,1,2:37.0,,Offensive rebound by Team,13,15
81,1,2:37.0,Milwaukee full timeout,,13,15
82,1,2:37.0,,A. Baynes enters the game for A. Horford,13,15
83,1,2:37.0,T. Snell enters the game for M. Brogdon,,13,15
84,1,2:36.0,,M. Smart makes 2-pt layup at rim (assist by M. Morris),13,17
85,1,2:36.0,,Shooting foul by T. Snell (drawn by M. Smart),13,17
86,1,2:36.0,,M. Smart makes free throw 1 of 1,13,18
87,1,2:20.0,G. Antetokounmpo misses 2-pt dunk from 2 ft (block by M. Smart),,13,18
88,1,2:20.0,,Defensive rebound by M. Morris,13,18
89,1,2:11.0,,Personal foul by M. Dellavedova (drawn by M. Morris),13,18
90,1,2:11.0,K. Middleton enters the game for G. Antetokounmpo,,13,18
91,1,2:08.0,,Turnover by M. Smart (bad pass; steal by M. Dellavedova),13,18
92,1,1:57.0,K. Middleton makes 2-pt jump shot from 11 ft,,15,18
93,1,1:44.0,,T. Rozier makes 3-pt jump shot from 24 ft (assist by M. Smart),15,21
94,1,1:22.0,J. Parker misses 3-pt jump shot from 26 ft,,15,21
95,1,1:21.0,,Defensive rebound by J. Brown,15,21
96,1,1:13.0,,Offensive foul by M. Smart (drawn by M. Dellavedova),15,21
97,1,1:13.0,,Turnover by M. Smart (offensive foul),15,21
98,1,1:13.0,,J. Tatum enters the game for J. Brown,15,21
99,1,1:13.0,,S. Larkin enters the game for T. Rozier,15,21
100,1,1:06.0,Turnover by M. Dellavedova (lost ball; steal by S. Larkin),,15,21
101,1,0:56.0,,Turnover by M. Smart (out of bounds lost ball),15,21
102,1,0:51.0,Personal foul by S. Larkin (drawn by M. Dellavedova),,15,21
103,1,0:42.0,T. Snell misses 3-pt jump shot from 23 ft,,15,21
104,1,0:39.0,,Defensive rebound by M. Morris,15,21
105,1,0:32.0,,M. Morris makes 2-pt jump shot from 12 ft (assist by M. Smart),15,23
106,1,0:07.0,M. Dellavedova misses 3-pt jump shot from 26 ft,,15,23
107,1,0:04.0,Offensive rebound by M. Dellavedova,,15,23
108,1,0:01.0,K. Middleton misses 2-pt jump shot from 13 ft,,15,23
109,1,0:01.0,Offensive rebound by Team,,15,23
110,2,11:35.0,K. Middleton makes 2-pt layup from 2 ft (assist by J. Parker),,17,23
111,2,11:14.0,,Shooting foul by K. Middleton (drawn by M. Morris),17,23
112,2,11:14.0,,M. Morris misses free throw 1 of 2,17,23
113,2,11:14.0,,Offensive rebound by Team,17,23
114,2,11:14.0,,M. Morris makes free throw 2 of 2,17,24
115,2,10:55.0,K. Middleton makes 2-pt jump shot from 7 ft (assist by E. Bledsoe),,19,24
116,2,10:39.0,,Turnover by S. Larkin (bad pass; steal by T. Snell),19,24
117,2,10:33.0,E. Bledsoe makes 3-pt jump shot from 26 ft,,22,24
118,2,10:20.0,,A. Baynes makes 2-pt jump shot from 11 ft (assist by M. Morris),22,26
119,2,9:54.0,Shooting foul by M. Smart (drawn by E. Bledsoe),,22,26
120,2,9:54.0,E. Bledsoe makes free throw 1 of 2,,23,26
121,2,9:54.0,E. Bledsoe misses free throw 2 of 2,,23,26
122,2,9:54.0,,Defensive rebound by M. Morris,23,26
123,2,9:38.0,,M. Morris makes 3-pt jump shot from 22 ft (assist by J. Tatum),23,29
124,2,9:27.0,K. Middleton misses 2-pt layup from 11 ft (block by M. Smart),,23,29
125,2,9:23.0,,Defensive rebound by M. Smart,23,29
126,2,9:21.0,,M. Morris misses 2-pt layup from 1 ft (block by E. Bledsoe),23,29
127,2,9:20.0,Defensive rebound by T. Snell,,23,29
128,2,9:12.0,T. Snell misses 3-pt jump shot from 25 ft,,23,29
129,2,9:11.0,Offensive rebound by Team,,23,29
130,2,9:11.0,Personal foul by S. Larkin (drawn by T. Maker),,23,29
131,2,8:52.0,K. Middleton makes 2-pt jump shot from 15 ft,,25,29
132,2,8:32.0,,S. Larkin makes 2-pt layup at rim (assist by J. Tatum),25,31
133,2,8:27.0,Offensive foul by K. Middleton (drawn by M. Smart),,25,31
134,2,8:27.0,Turnover by K. Middleton (offensive foul),,25,31
135,2,8:11.0,,J. Tatum misses 2-pt jump shot from 12 ft,25,31
136,2,8:09.0,,Offensive rebound by Team,25,31
137,2,8:09.0,Loose ball foul by T. Maker (drawn by A. Baynes),,25,31
138,2,7:55.0,,M. Smart misses 2-pt jump shot from 14 ft,25,31
139,2,7:51.0,,Offensive rebound by M. Morris,25,31
140,2,7:51.0,,M. Morris makes 2-pt layup from 1 ft,25,33
141,2,7:40.0,Milwaukee full timeout,,25,33
142,2,7:40.0,,J. Brown enters the game for M. Smart,25,33
143,2,7:40.0,G. Antetokounmpo enters the game for J. Parker,,25,33
144,2,7:21.0,T. Maker misses 2-pt jump shot from 20 ft,,25,33
145,2,7:18.0,,Defensive rebound by S. Larkin,25,33
146,2,7:09.0,,A. Baynes makes 2-pt jump shot from 13 ft (assist by S. Larkin),25,35
147,2,6:57.0,G. Antetokounmpo makes 2-pt layup from 1 ft,,27,35
148,2,6:57.0,Shooting foul by J. Tatum (drawn by G. Antetokounmpo),,27,35
149,2,6:57.0,,A. Horford enters the game for M. Morris,27,35
150,2,6:57.0,,S. Ojeleye enters the game for A. Baynes,27,35
151,2,6:57.0,T. Zeller enters the game for T. Maker,,27,35
152,2,6:57.0,G. Antetokounmpo misses free throw 1 of 1,,27,35
153,2,6:57.0,,Defensive rebound by S. Ojeleye,27,35
154,2,6:45.0,,A. Horford misses 3-pt jump shot from 24 ft,27,35
155,2,6:41.0,Defensive rebound by G. Antetokounmpo,,27,35
156,2,6:32.0,E. Bledsoe misses 2-pt jump shot from 17 ft,,27,35
157,2,6:30.0,Offensive rebound by T. Zeller,,27,35
158,2,6:26.0,K. Middleton misses 2-pt hook shot from 6 ft,,27,35
159,2,6:22.0,,Defensive rebound by A. Horford,27,35
160,2,6:09.0,,Turnover by A. Horford (bad pass; steal by G. Antetokounmpo),27,35
161,2,6:04.0,T. Snell misses 3-pt jump shot from 26 ft,,27,35
162,2,6:00.0,,Defensive rebound by J. Brown,27,35
163,2,5:39.0,,A. Horford makes 2-pt layup from 1 ft (assist by J. Tatum),27,37
164,2,5:28.0,E. Bledsoe makes 2-pt jump shot from 18 ft (assist by G. Antetokounmpo),,29,37
165,2,5:03.0,,J. Brown makes 3-pt jump shot from 25 ft (assist by S. Larkin),29,40
166,2,4:50.0,Personal foul by S. Ojeleye (drawn by G. Antetokounmpo),,29,40
167,2,4:50.0,,T. Rozier enters the game for S. Larkin,29,40
168,2,4:50.0,M. Dellavedova enters the game for E. Bledsoe,,29,40
169,2,4:50.0,M. Brogdon enters the game for T. Snell,,29,40
170,2,4:35.0,K. Middleton misses 2-pt jump shot from 11 ft,,29,40
171,2,4:33.0,,Defensive rebound by T. Rozier,29,40
172,2,4:23.0,,J. Tatum makes 3-pt jump shot from 25 ft (assist by J. Brown),29,43
173,2,4:22.0,Milwaukee full timeout,,29,43
174,2,4:22.0,J. Parker enters the game for T. Zeller,,29,43
175,2,4:10.0,M. Brogdon misses 3-pt jump shot from 22 ft,,29,43
176,2,4:07.0,,Defensive rebound by A. Horford,29,43
177,2,3:46.0,,Shooting foul by G. Antetokounmpo (drawn by A. Horford),29,43
178,2,3:46.0,,A. Horford misses free throw 1 of 2,29,43
179,2,3:46.0,,Offensive rebound by Team,29,43
180,2,3:46.0,,A. Horford makes free throw 2 of 2,29,44
181,2,3:36.0,M. Dellavedova misses 3-pt jump shot from 26 ft,,29,44
182,2,3:33.0,,Defensive rebound by J. Tatum,29,44
183,2,3:17.0,,T. Rozier misses 2-pt jump shot from 14 ft,29,44
184,2,3:16.0,Defensive rebound by Team,,29,44
185,2,3:16.0,,M. Smart enters the game for J. Tatum,29,44
186,2,2:51.0,J. Parker misses 2-pt jump shot from 8 ft,,29,44
187,2,2:48.0,,Defensive rebound by M. Smart,29,44
188,2,2:42.0,,T. Rozier misses 3-pt jump shot from 23 ft,29,44
189,2,2:39.0,Defensive rebound by G. Antetokounmpo,,29,44
190,2,2:35.0,Personal foul by S. Ojeleye (drawn by G. Antetokounmpo),,29,44
191,2,2:35.0,G. Antetokounmpo misses free throw 1 of 2,,29,44
192,2,2:35.0,Offensive rebound by Team,,29,44
193,2,2:35.0,G. Antetokounmpo makes free throw 2 of 2,,30,44
194,2,2:18.0,,S. Ojeleye misses 3-pt jump shot from 24 ft,30,44
195,2,2:17.0,Defensive rebound by K. Middleton,,30,44
196,2,2:11.0,J. Parker misses 2-pt layup from 1 ft,,30,44
197,2,2:11.0,,Defensive rebound by A. Horford,30,44
198,2,1:53.0,,Shooting foul by J. Parker (drawn by S. Ojeleye),30,44
199,2,1:53.0,,S. Ojeleye makes free throw 1 of 2,30,45
200,2,1:53.0,,S. Ojeleye makes free throw 2 of 2,30,46
201,2,1:31.0,J. Parker makes 2-pt dunk from 1 ft (assist by M. Brogdon),,32,46
202,2,1:13.0,,Turnover by M. Smart (bad pass; steal by G. Antetokounmpo),32,46
203,2,1:08.0,M. Brogdon misses 3-pt jump shot from 27 ft,,32,46
204,2,1:05.0,,Defensive rebound by A. Horford,32,46
205,2,0:58.0,,J. Brown misses 2-pt jump shot from 6 ft,32,46
206,2,0:57.0,Defensive rebound by G. Antetokounmpo,,32,46
207,2,0:52.0,J. Parker makes 3-pt jump shot from 23 ft (assist by G. Antetokounmpo),,35,46
208,2,0:33.0,,A. Horford misses 2-pt hook shot from 8 ft,35,46
209,2,0:32.0,Defensive rebound by G. Antetokounmpo,,35,46
210,2,0:24.0,G. Antetokounmpo makes 2-pt jump shot from 18 ft,,37,46
211,2,0:03.0,,Shooting foul by J. Parker (drawn by M. Smart),37,46
