,QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,LA CLIPPERS_ACTION,SAN ANTONIO_SCORE,LA CLIPPERS_SCORE
0,1,11:40.0,,Turnover by A. Rivers (lost ball; steal by D. Murray),0,0
1,1,11:22.0,L. Aldridge makes 2-pt jump shot from 19 ft (assist by P. Mills),,2,0
2,1,11:05.0,,A. Rivers makes 2-pt jump shot from 12 ft,2,2
3,1,10:46.0,D. Green makes 2-pt dunk from 1 ft (assist by P. Mills),,4,2
4,1,10:32.0,,D. Jordan misses 2-pt hook shot from 4 ft (block by K. Anderson),4,2
5,1,10:32.0,,Offensive rebound by Team,4,2
6,1,10:29.0,,Shooting foul by D. Murray (drawn by A. Rivers),4,2
7,1,10:29.0,,A. Rivers misses free throw 1 of 2,4,2
8,1,10:29.0,,Offensive rebound by Team,4,2
9,1,10:29.0,,A. Rivers makes free throw 2 of 2,4,3
10,1,10:11.0,L. Aldridge makes 2-pt jump shot from 14 ft,,6,3
11,1,9:58.0,,T. Wallace misses 2-pt jump shot from 14 ft,6,3
12,1,9:55.0,Defensive rebound by D. Murray,,6,3
13,1,9:50.0,Turnover by D. Murray (lost ball; steal by T. Harris),,6,3
14,1,9:46.0,,T. Harris misses 2-pt jump shot from 7 ft,6,3
15,1,9:42.0,Defensive rebound by D. Green,,6,3
16,1,9:28.0,L. Aldridge misses 2-pt jump shot from 18 ft,,6,3
17,1,9:23.0,Offensive rebound by D. Murray,,6,3
18,1,9:21.0,P. Mills misses 3-pt jump shot from 25 ft,,6,3
19,1,9:18.0,,Defensive rebound by D. Jordan,6,3
20,1,9:18.0,,Turnover by D. Jordan (bad pass),6,3
21,1,8:56.0,P. Mills makes 2-pt layup from 3 ft,,8,3
22,1,8:54.0,,LA Clippers full timeout,8,3
23,1,8:40.0,,T. Harris misses 3-pt jump shot from 25 ft,8,3
24,1,8:37.0,Defensive rebound by D. Murray,,8,3
25,1,8:18.0,D. Murray misses 3-pt jump shot from 22 ft,,8,3
26,1,8:14.0,Offensive rebound by D. Murray,,8,3
27,1,8:04.0,L. Aldridge makes 2-pt dunk from 2 ft (assist by D. Green),,10,3
28,1,7:43.0,,C. Williams misses 2-pt jump shot from 11 ft,10,3
29,1,7:39.0,Defensive rebound by D. Murray,,10,3
30,1,7:26.0,L. Aldridge makes 2-pt layup from 2 ft,,12,3
31,1,7:26.0,Shooting foul by T. Harris (drawn by L. Aldridge),,12,3
32,1,7:26.0,,L. Williams enters the game for T. Wallace,12,3
33,1,7:26.0,L. Aldridge makes free throw 1 of 1,,13,3
34,1,7:11.0,,T. Harris misses 2-pt layup from 1 ft,13,3
35,1,7:08.0,Defensive rebound by D. Murray,,13,3
36,1,6:56.0,D. Green misses 2-pt layup from 1 ft,,13,3
37,1,6:51.0,Offensive rebound by D. Green,,13,3
38,1,6:51.0,D. Green makes 2-pt layup at rim,,15,3
39,1,6:34.0,,A. Rivers misses 3-pt jump shot from 26 ft,15,3
40,1,6:31.0,Defensive rebound by P. Mills,,15,3
41,1,6:21.0,L. Aldridge makes 2-pt jump shot from 9 ft (assist by P. Mills),,17,3
42,1,6:10.0,,Turnover by D. Jordan (bad pass; steal by D. Murray),17,3
43,1,5:59.0,P. Mills misses 2-pt jump shot from 16 ft,,17,3
44,1,5:56.0,Offensive rebound by L. Aldridge,,17,3
45,1,5:54.0,L. Aldridge misses 2-pt jump shot from 6 ft,,17,3
46,1,5:52.0,,Defensive rebound by D. Jordan,17,3
47,1,5:42.0,,Turnover by A. Rivers (lost ball; steal by D. Murray),17,3
48,1,5:37.0,P. Mills misses 3-pt jump shot from 23 ft,,17,3
49,1,5:32.0,,Defensive rebound by T. Harris,17,3
50,1,5:22.0,,T. Harris makes 3-pt jump shot from 27 ft (assist by L. Williams),17,6
51,1,5:21.0,San Antonio full timeout,,17,6
52,1,5:21.0,T. Parker enters the game for K. Anderson,,17,6
53,1,5:21.0,M. Ginóbili enters the game for D. Murray,,17,6
54,1,4:59.0,L. Aldridge makes 2-pt dunk from 1 ft (assist by M. Ginóbili),,19,6
55,1,4:46.0,,Turnover by D. Jordan (lost ball; steal by D. Green),19,6
56,1,4:33.0,Turnover by D. Green (bad pass; steal by L. Williams),,19,6
57,1,4:32.0,,Personal take foul by M. Ginóbili (drawn by T. Harris),19,6
58,1,4:32.0,,M. Harrell enters the game for D. Jordan,19,6
59,1,4:32.0,,T. Wallace enters the game for A. Rivers,19,6
60,1,4:32.0,R. Gay enters the game for D. Green,,19,6
61,1,4:23.0,,M. Harrell makes 2-pt hook shot from 9 ft (assist by T. Harris),19,8
62,1,4:03.0,T. Parker misses 2-pt jump shot from 18 ft,,19,8
63,1,4:03.0,,Defensive rebound by M. Harrell,19,8
64,1,3:53.0,,L. Williams makes 2-pt jump shot from 3 ft,19,10
65,1,3:38.0,T. Parker misses 2-pt jump shot from 4 ft,,19,10
66,1,3:36.0,,Defensive rebound by T. Wallace,19,10
67,1,3:33.0,,Shooting foul by L. Aldridge (drawn by T. Harris),19,10
68,1,3:33.0,,T. Harris makes free throw 1 of 2,19,11
69,1,3:33.0,B. Forbes enters the game for P. Mills,,19,11
70,1,3:33.0,,T. Harris makes free throw 2 of 2,19,12
71,1,3:23.0,Personal foul by T. Wallace (drawn by M. Ginóbili),,19,12
72,1,3:23.0,P. Gasol enters the game for L. Aldridge,,19,12
73,1,3:09.0,M. Ginóbili misses 3-pt jump shot from 25 ft,,19,12
74,1,3:07.0,,Defensive rebound by T. Harris,19,12
75,1,2:52.0,,T. Harris makes 2-pt hook shot from 3 ft,19,14
76,1,2:37.0,B. Forbes makes 2-pt jump shot from 3 ft (assist by P. Gasol),,21,14
77,1,2:24.0,,Turnover by L. Williams (bad pass; steal by R. Gay),21,14
78,1,2:20.0,B. Forbes makes 3-pt jump shot from 26 ft (assist by R. Gay),,24,14
79,1,2:04.0,,L. Williams misses 3-pt jump shot from 23 ft,24,14
80,1,2:02.0,Defensive rebound by P. Gasol,,24,14
81,1,1:54.0,T. Parker misses 2-pt jump shot from 16 ft,,24,14
82,1,1:49.0,,Defensive rebound by C. Williams,24,14
83,1,1:42.0,,T. Harris misses 3-pt jump shot from 26 ft,24,14
84,1,1:40.0,Defensive rebound by P. Gasol,,24,14
85,1,1:30.0,R. Gay makes 2-pt jump shot from 16 ft,,26,14
86,1,1:12.0,,M. Harrell makes 2-pt jump shot from 9 ft,26,16
87,1,0:57.0,Shooting foul by T. Harris (drawn by R. Gay),,26,16
88,1,0:57.0,R. Gay misses free throw 1 of 2,,26,16
89,1,0:57.0,Offensive rebound by Team,,26,16
90,1,0:57.0,,W. Johnson enters the game for C. Williams,26,16
91,1,0:57.0,,B. Marjanović enters the game for T. Harris,26,16
92,1,0:57.0,R. Gay makes free throw 2 of 2,,27,16
93,1,0:45.0,,Turnover by M. Harrell (bad pass; steal by R. Gay),27,16
94,1,0:42.0,R. Gay makes 2-pt dunk from 2 ft (assist by B. Forbes),,29,16
95,1,0:41.0,,Personal foul by B. Forbes (drawn by L. Williams),29,16
96,1,0:35.0,,L. Williams misses 3-pt jump shot from 27 ft,29,16
97,1,0:35.0,Defensive rebound by Team,,29,16
98,1,0:35.0,,Loose ball foul by B. Marjanović (drawn by P. Gasol),29,16
99,1,0:35.0,P. Gasol makes free throw 1 of 2,,30,16
100,1,0:35.0,P. Gasol makes free throw 2 of 2,,31,16
101,1,0:17.0,,L. Williams misses 2-pt jump shot from 1 ft,31,16
102,1,0:15.0,,Offensive rebound by B. Marjanović,31,16
103,1,0:15.0,,Shooting foul by R. Gay (drawn by B. Marjanović),31,16
104,1,0:15.0,,B. Marjanović misses free throw 1 of 2,31,16
105,1,0:15.0,,Offensive rebound by Team,31,16
106,1,0:15.0,,S. Thornwell enters the game for L. Williams,31,16
107,1,0:15.0,,B. Marjanović makes free throw 2 of 2,31,17
108,1,0:05.0,R. Gay misses 2-pt jump shot from 20 ft,,31,17
109,1,0:00.0,,Defensive rebound by M. Harrell,31,17
110,1,0:00.0,,M. Harrell misses 3-pt jump shot from 40 ft,31,17
111,1,0:00.0,,Offensive rebound by Team,31,17
112,2,11:38.0,T. Parker misses 2-pt jump shot from 16 ft,,31,17
113,2,11:36.0,,Defensive rebound by T. Wallace,31,17
114,2,11:34.0,,T. Wallace misses 2-pt layup from 3 ft (block by R. Gay),31,17
115,2,11:33.0,,Offensive rebound by B. Marjanović,31,17
116,2,11:33.0,,Shooting foul by B. Forbes (drawn by B. Marjanović),31,17
117,2,11:33.0,,B. Marjanović makes free throw 1 of 2,31,18
118,2,11:33.0,,B. Marjanović misses free throw 2 of 2,31,18
119,2,11:30.0,Defensive rebound by R. Gay,,31,18
120,2,11:18.0,Turnover by P. Gasol (lost ball; steal by S. Thornwell),,31,18
121,2,11:14.0,,T. Wallace makes 2-pt layup at rim (assist by S. Thornwell),31,20
122,2,10:57.0,P. Gasol misses 2-pt jump shot from 18 ft,,31,20
123,2,10:53.0,,Defensive rebound by M. Harrell,31,20
124,2,10:50.0,,Shooting foul by P. Gasol (drawn by B. Marjanović),31,20
125,2,10:50.0,,B. Marjanović makes free throw 1 of 2,31,21
126,2,10:50.0,D. Murray enters the game for T. Parker,,31,21
127,2,10:50.0,D. Green enters the game for M. Ginóbili,,31,21
128,2,10:50.0,,B. Marjanović makes free throw 2 of 2,31,22
129,2,10:40.0,,Offensive charge foul by P. Gasol (drawn by M. Harrell),31,22
130,2,10:40.0,Turnover by P. Gasol (offensive foul),,31,22
131,2,10:31.0,,Turnover by T. Wallace (bad pass; steal by R. Gay),31,22
132,2,10:27.0,R. Gay misses 2-pt layup from 5 ft (block by T. Wallace),,31,22
133,2,10:27.0,Offensive rebound by Team,,31,22
134,2,10:14.0,D. Murray misses 2-pt jump shot from 7 ft,,31,22
135,2,10:14.0,Offensive rebound by Team,,31,22
136,2,10:02.0,P. Gasol makes 2-pt layup from 2 ft (assist by R. Gay),,33,22
137,2,9:51.0,,T. Wallace misses 3-pt jump shot from 24 ft,33,22
138,2,9:48.0,Defensive rebound by P. Gasol,,33,22
139,2,9:39.0,R. Gay makes 2-pt jump shot from 19 ft (assist by D. Green),,35,22
140,2,9:24.0,,L. Williams misses 2-pt jump shot from 11 ft,35,22
141,2,9:22.0,Defensive rebound by R. Gay,,35,22
142,2,9:13.0,P. Gasol makes 2-pt jump shot from 21 ft (assist by B. Forbes),,37,22
143,2,9:02.0,,T. Wallace makes 2-pt layup from 2 ft (assist by L. Williams),37,24
144,2,8:49.0,Turnover by P. Gasol (bad pass),,37,24
145,2,8:49.0,,A. Rivers enters the game for S. Thornwell,37,24
146,2,8:36.0,,M. Harrell makes 2-pt layup from 1 ft,37,26
147,2,8:36.0,San Antonio full timeout,,37,26
148,2,8:36.0,K. Anderson enters the game for P. Gasol,,37,26
149,2,8:36.0,L. Aldridge enters the game for R. Gay,,37,26
150,2,8:15.0,K. Anderson makes 3-pt jump shot from 22 ft (assist by D. Green),,40,26
151,2,7:48.0,,Turnover by Team (shot clock),40,26
