,QUARTER,TIME_REMAINING,ORLANDO_ACTION,OKLAHOMA CITY_ACTION,ORLANDO_SCORE,OKLAHOMA CITY_SCORE
37,1,6:18.0,D. Augustin makes 3-pt jump shot from 24 ft (assist by E. Fournier),,17,12
38,1,6:03.0,,Shooting foul by N. Vučević (drawn by P. George),17,12
39,1,6:03.0,,P. George makes free throw 1 of 2,17,13
40,1,6:03.0,,T. Ferguson enters the game for J. Huestis,17,13
41,1,6:03.0,,P. George makes free throw 2 of 2,17,14
42,1,5:55.0,N. Vučević makes 3-pt jump shot from 25 ft (assist by E. Fournier),,20,14
43,1,5:33.0,,S. Adams makes 2-pt dunk at rim (assist by R. Westbrook),20,16
44,1,5:19.0,A. Gordon makes 2-pt jump shot from 10 ft,,22,16
45,1,5:08.0,,S. Adams makes 2-pt jump shot from 8 ft (assist by R. Westbrook),22,18
46,1,4:54.0,N. Vučević makes 3-pt jump shot from 25 ft (assist by D. Augustin),,25,18
47,1,4:38.0,,P. George makes 3-pt jump shot from 23 ft (assist by R. Westbrook),25,21
48,1,4:19.0,Turnover by J. Simmons (bad pass),,25,21
49,1,3:57.0,,C. Anthony misses 2-pt jump shot from 12 ft,25,21
50,1,3:54.0,Defensive rebound by D. Augustin,,25,21
51,1,3:49.0,A. Gordon makes 2-pt dunk from 1 ft (assist by D. Augustin),,27,21
52,1,3:36.0,,C. Anthony makes 3-pt jump shot from 25 ft (assist by P. George),27,24
53,1,3:25.0,E. Fournier misses 2-pt layup from 5 ft,,27,24
54,1,3:22.0,Offensive rebound by N. Vučević,,27,24
55,1,3:22.0,N. Vučević misses 2-pt layup at rim,,27,24
56,1,3:22.0,Offensive rebound by N. Vučević,,27,24
57,1,3:14.0,N. Vučević makes 2-pt layup at rim,,29,24
58,1,3:04.0,,Turnover by S. Adams (bad pass; steal by D. Augustin),29,24
59,1,2:59.0,A. Gordon makes 2-pt dunk from 1 ft (assist by D. Augustin),,31,24
60,1,2:48.0,,C. Anthony misses 2-pt layup at rim,31,24
61,1,2:47.0,,Offensive rebound by C. Anthony,31,24
62,1,2:47.0,,C. Anthony misses 2-pt layup at rim,31,24
63,1,2:46.0,,Offensive rebound by C. Anthony,31,24
64,1,2:46.0,,C. Anthony makes 2-pt layup at rim,31,26
65,1,2:27.0,E. Fournier makes 3-pt jump shot from 22 ft (assist by D. Augustin),,34,26
66,1,2:19.0,,Oklahoma City full timeout,34,26
67,1,2:19.0,,J. Grant enters the game for R. Westbrook,34,26
68,1,2:19.0,,R. Felton enters the game for S. Adams,34,26
69,1,2:19.0,B. Biyombo enters the game for N. Vučević,,34,26
70,1,2:19.0,S. Mack enters the game for D. Augustin,,34,26
71,1,2:11.0,,R. Felton makes 3-pt jump shot from 25 ft (assist by P. George),34,29
72,1,1:53.0,Shooting foul by R. Felton (drawn by J. Simmons),,34,29
73,1,1:53.0,J. Simmons makes free throw 1 of 2,,35,29
74,1,1:53.0,,P. Patterson enters the game for C. Anthony,35,29
75,1,1:53.0,J. Simmons makes free throw 2 of 2,,36,29
76,1,1:34.0,,J. Grant misses 2-pt layup from 3 ft,36,29
77,1,1:33.0,,Offensive rebound by J. Grant,36,29
78,1,1:31.0,,J. Grant makes 2-pt jump shot at rim,36,31
79,1,1:19.0,A. Gordon misses 2-pt jump shot from 7 ft,,36,31
80,1,1:19.0,,Defensive rebound by P. Patterson,36,31
81,1,1:07.0,,T. Ferguson misses 3-pt jump shot from 23 ft,36,31
82,1,1:04.0,Defensive rebound by S. Mack,,36,31
83,1,0:55.0,B. Biyombo makes 2-pt dunk at rim (assist by S. Mack),,38,31
84,1,0:43.0,,Turnover by J. Grant (lost ball; steal by J. Simmons),38,31
85,1,0:39.0,Turnover by J. Simmons (bad pass),,38,31
86,1,0:39.0,R. Vaughn enters the game for E. Fournier,,38,31
87,1,0:39.0,M. Hezonja enters the game for J. Simmons,,38,31
88,1,0:29.0,,Turnover by P. Patterson (bad pass; steal by R. Vaughn),38,31
89,1,0:08.0,A. Gordon misses 3-pt jump shot from 26 ft,,38,31
90,1,0:08.0,,Defensive rebound by P. George,38,31
91,1,0:00.0,,P. George misses 2-pt jump shot from 20 ft,38,31
92,1,0:00.0,,Offensive rebound by Team,38,31
93,2,11:36.0,M. Hezonja misses 2-pt jump shot from 15 ft,,38,31
94,2,11:31.0,Offensive rebound by R. Vaughn,,38,31
95,2,11:31.0,R. Vaughn makes 2-pt jump shot from 8 ft,,40,31
96,2,11:15.0,,R. Felton makes 2-pt layup from 1 ft,40,33
97,2,11:03.0,W. Iwundu makes 2-pt layup from 1 ft (assist by S. Mack),,42,33
98,2,11:02.0,,Oklahoma City full timeout,42,33
99,2,10:50.0,,J. Grant misses 2-pt dunk from 1 ft,42,33
100,2,10:47.0,Defensive rebound by W. Iwundu,,42,33
101,2,10:34.0,Shooting foul by P. Patterson (drawn by B. Biyombo),,42,33
102,2,10:34.0,B. Biyombo misses free throw 1 of 2,,42,33
103,2,10:34.0,Offensive rebound by Team,,42,33
104,2,10:34.0,B. Biyombo misses free throw 2 of 2,,42,33
105,2,10:32.0,,Defensive rebound by J. Huestis,42,33
106,2,10:22.0,,R. Felton misses 2-pt jump shot from 21 ft,42,33
107,2,10:19.0,Defensive rebound by R. Vaughn,,42,33
108,2,10:10.0,W. Iwundu makes 2-pt layup at rim (assist by S. Mack),,44,33
109,2,9:56.0,,Á. Abrines misses 3-pt jump shot from 25 ft,44,33
110,2,9:52.0,,Offensive rebound by J. Huestis,44,33
111,2,9:42.0,,R. Felton makes 2-pt layup at rim,44,35
112,2,9:20.0,B. Biyombo misses 2-pt jump shot from 10 ft,,44,35
113,2,9:17.0,,Defensive rebound by J. Grant,44,35
114,2,9:08.0,,P. Patterson makes 3-pt jump shot from 24 ft (assist by R. Felton),44,38
115,2,8:56.0,S. Mack makes 2-pt layup at rim,,46,38
116,2,8:46.0,,Personal foul by S. Mack (drawn by J. Grant),46,38
117,2,8:46.0,,S. Adams enters the game for R. Felton,46,38
118,2,8:46.0,,R. Westbrook enters the game for J. Huestis,46,38
119,2,8:40.0,,R. Westbrook misses 2-pt jump shot from 15 ft,46,38
120,2,8:37.0,,Offensive rebound by S. Adams,46,38
121,2,8:36.0,,R. Westbrook misses 2-pt layup at rim,46,38
122,2,8:34.0,Defensive rebound by M. Hezonja,,46,38
123,2,8:30.0,M. Hezonja makes 2-pt layup from 1 ft,,48,38
124,2,8:14.0,,S. Adams makes 2-pt layup at rim (assist by R. Westbrook),48,40
125,2,7:56.0,B. Biyombo makes 2-pt layup at rim (assist by S. Mack),,50,40
126,2,7:56.0,Shooting foul by R. Westbrook (drawn by B. Biyombo),,50,40
127,2,7:56.0,B. Biyombo misses free throw 1 of 1,,50,40
128,2,7:54.0,,Defensive rebound by R. Westbrook,50,40
129,2,7:44.0,,Shooting foul by B. Biyombo (drawn by S. Adams),50,40
130,2,7:44.0,,S. Adams makes free throw 1 of 2,50,41
131,2,7:44.0,,S. Adams makes free throw 2 of 2,50,42
132,2,7:24.0,M. Hezonja misses 3-pt jump shot from 25 ft,,50,42
133,2,7:19.0,,Defensive rebound by J. Grant,50,42
134,2,7:06.0,,P. Patterson makes 2-pt jump shot from 6 ft (assist by R. Westbrook),50,44
135,2,7:06.0,,Shooting foul by W. Iwundu (drawn by P. Patterson),50,44
136,2,7:06.0,J. Simmons enters the game for R. Vaughn,,50,44
137,2,7:06.0,,P. Patterson makes free throw 1 of 1,50,45
138,2,6:56.0,M. Hezonja misses 2-pt layup from 3 ft (block by Á. Abrines),,50,45
139,2,6:52.0,,Defensive rebound by R. Westbrook,50,45
140,2,6:50.0,,C. Anthony enters the game for J. Grant,50,45
141,2,6:50.0,N. Vučević enters the game for B. Biyombo,,50,45
142,2,6:45.0,,Á. Abrines misses 3-pt jump shot from 24 ft,50,45
143,2,6:39.0,Defensive rebound by J. Simmons,,50,45
144,2,6:29.0,Turnover by N. Vučević (traveling),,50,45
145,2,6:29.0,,P. George enters the game for P. Patterson,50,45
146,2,6:19.0,,P. George misses 3-pt jump shot from 25 ft,50,45
147,2,6:14.0,,Offensive rebound by P. George,50,45
148,2,6:11.0,,Turnover by R. Westbrook (lost ball; steal by S. Mack),50,45
149,2,6:07.0,S. Mack misses 2-pt layup from 1 ft,,50,45
150,2,6:06.0,,Defensive rebound by R. Westbrook,50,45
151,2,5:58.0,,Á. Abrines makes 3-pt jump shot from 25 ft (assist by S. Adams),50,48
152,2,5:56.0,Orlando full timeout,,50,48
153,2,5:56.0,D. Augustin enters the game for S. Mack,,50,48
154,2,5:42.0,N. Vučević makes 2-pt layup from 1 ft (assist by J. Simmons),,52,48
155,2,5:30.0,,Shooting foul by M. Hezonja (drawn by S. Adams),52,48
156,2,5:30.0,,S. Adams makes free throw 1 of 2,52,49
157,2,5:30.0,,S. Adams misses free throw 2 of 2,52,49
158,2,5:27.0,Defensive rebound by M. Hezonja,,52,49
159,2,5:13.0,Turnover by J. Simmons (step out of bounds),,52,49
160,2,5:02.0,,Á. Abrines makes 2-pt dunk at rim (assist by R. Westbrook),52,51
161,2,4:40.0,M. Hezonja misses 2-pt layup from 2 ft (block by S. Adams),,52,51
162,2,4:39.0,,Defensive rebound by Á. Abrines,52,51
163,2,4:28.0,,P. George misses 2-pt jump shot from 21 ft,52,51
164,2,4:24.0,Defensive rebound by J. Simmons,,52,51
165,2,4:19.0,Shooting foul by P. George (drawn by J. Simmons),,52,51
166,2,4:19.0,J. Simmons makes free throw 1 of 2,,53,51
167,2,4:19.0,A. Gordon enters the game for M. Hezonja,,53,51
168,2,4:19.0,E. Fournier enters the game for W. Iwundu,,53,51
169,2,4:19.0,J. Simmons makes free throw 2 of 2,,54,51
170,2,4:05.0,,C. Anthony misses 2-pt jump shot from 13 ft,54,51
171,2,4:02.0,Defensive rebound by N. Vučević,,54,51
172,2,3:55.0,A. Gordon misses 3-pt jump shot from 23 ft,,54,51
173,2,3:53.0,,Defensive rebound by R. Westbrook,54,51
174,2,3:48.0,,C. Anthony misses 3-pt jump shot from 24 ft,54,51
175,2,3:45.0,,Offensive rebound by R. Westbrook,54,51
176,2,3:42.0,,R. Westbrook makes 2-pt jump shot from 11 ft,54,53
177,2,3:42.0,Orlando full timeout,,54,53
178,2,3:20.0,A. Gordon misses 2-pt layup from 2 ft,,54,53
179,2,3:17.0,,Defensive rebound by S. Adams,54,53
180,2,3:14.0,,Á. Abrines misses 3-pt jump shot from 23 ft,54,53
181,2,3:14.0,Defensive rebound by Team,,54,53
182,2,3:12.0,,Loose ball foul by R. Westbrook (drawn by A. Gordon),54,53
183,2,2:58.0,N. Vučević misses 3-pt jump shot from 25 ft,,54,53
184,2,2:55.0,,Defensive rebound by C. Anthony,54,53
185,2,2:50.0,,P. George makes 2-pt layup at rim,54,55
186,2,2:45.0,E. Fournier misses 2-pt layup from 1 ft,,54,55
187,2,2:42.0,Offensive rebound by J. Simmons,,54,55
188,2,2:42.0,J. Simmons makes 2-pt layup from 1 ft,,56,55
189,2,2:27.0,,P. George makes 2-pt dunk at rim,56,57
190,2,2:13.0,A. Gordon misses 2-pt jump shot from 16 ft,,56,57
191,2,2:11.0,,Defensive rebound by S. Adams,56,57
192,2,2:03.0,,Á. Abrines makes 2-pt layup from 1 ft (assist by C. Anthony),56,59
193,2,1:39.0,E. Fournier misses 2-pt jump shot from 16 ft,,56,59
194,2,1:36.0,,Defensive rebound by S. Adams,56,59
195,2,1:22.0,,C. Anthony misses 2-pt jump shot from 15 ft,56,59
196,2,1:19.0,Defensive rebound by N. Vučević,,56,59
197,2,1:11.0,E. Fournier makes 3-pt jump shot from 22 ft (assist by D. Augustin),,59,59
198,2,0:49.0,,C. Anthony makes 2-pt layup at rim,59,61
199,2,0:34.0,E. Fournier makes 3-pt jump shot from 23 ft (assist by N. Vučević),,62,61
200,2,0:28.0,,Turnover by C. Anthony (bad pass; steal by D. Augustin),62,61
201,2,0:08.0,E. Fournier misses 3-pt jump shot from 25 ft,,62,61
202,2,0:04.0,,Defensive rebound by S. Adams,62,61
203,2,0:00.0,,Á. Abrines misses 3-pt jump shot from 25 ft (block by A. Gordon),62,61
204,2,0:00.0,,Offensive rebound by Team,62,61
205,3,11:41.0,A. Gordon misses 2-pt jump shot from 10 ft,,62,61
206,3,11:39.0,,Defensive rebound by C. Anthony,62,61
207,3,11:18.0,,C. Anthony makes 2-pt jump shot from 5 ft,62,63
208,3,11:01.0,A. Gordon misses 2-pt layup at rim,,62,63
209,3,10:59.0,,Defensive rebound by S. Adams,62,63
210,3,10:54.0,,J. Huestis makes 3-pt jump shot from 26 ft (assist by R. Westbrook),62,66
211,3,10:34.0,E. Fournier misses 3-pt jump shot from 23 ft,,62,66
212,3,10:32.0,,Defensive rebound by R. Westbrook,62,66
213,3,10:30.0,,Shooting foul by N. Vučević (drawn by S. Adams),62,66
214,3,10:30.0,,S. Adams misses free throw 1 of 2,62,66
215,3,10:30.0,,Offensive rebound by Team,62,66
216,3,10:30.0,,S. Adams makes free throw 2 of 2,62,67
217,3,10:08.0,N. Vučević misses 2-pt jump shot from 7 ft,,62,67
218,3,10:06.0,,Defensive rebound by R. Westbrook,62,67
219,3,10:03.0,,Turnover by R. Westbrook (bad pass),62,67
220,3,9:50.0,A. Gordon makes 2-pt jump shot from 8 ft (assist by D. Augustin),,64,67
221,3,9:34.0,,R. Westbrook misses 3-pt jump shot from 27 ft,64,67
222,3,9:33.0,,Offensive rebound by P. George,64,67
223,3,9:31.0,,P. George misses 3-pt jump shot from 25 ft,64,67
224,3,9:27.0,Defensive rebound by J. Simmons,,64,67
225,3,9:23.0,Shooting foul by P. George (drawn by J. Simmons),,64,67
226,3,9:23.0,J. Simmons misses free throw 1 of 2,,64,67
227,3,9:23.0,Offensive rebound by Team,,64,67
228,3,9:23.0,J. Simmons makes free throw 2 of 2,,65,67
229,3,9:06.0,,C. Anthony misses 2-pt layup from 5 ft (block by N. Vučević),65,67
230,3,9:06.0,,Offensive rebound by Team,65,67
231,3,9:01.0,,P. George misses 3-pt jump shot from 24 ft,65,67
232,3,8:58.0,Defensive rebound by N. Vučević,,65,67
233,3,8:45.0,N. Vučević misses 2-pt layup from 3 ft (block by J. Huestis),,65,67
234,3,8:40.0,,Defensive rebound by P. George,65,67
235,3,8:39.0,,P. George makes 2-pt layup from 8 ft,65,69
236,3,8:39.0,,Shooting foul by E. Fournier (drawn by P. George),65,69
237,3,8:39.0,,P. George makes free throw 1 of 1,65,70
238,3,8:23.0,J. Simmons makes 2-pt layup from 1 ft,,67,70
239,3,8:06.0,,Turnover by R. Westbrook (traveling),67,70
240,3,7:50.0,N. Vučević misses 3-pt jump shot from 24 ft,,67,70
241,3,7:48.0,,Defensive rebound by R. Westbrook,67,70
242,3,7:46.0,,Turnover by R. Westbrook (bad pass; steal by A. Gordon),67,70
243,3,7:32.0,Turnover by D. Augustin (traveling),,67,70
244,3,7:19.0,,P. George makes 2-pt layup from 4 ft,67,72
245,3,7:06.0,D. Augustin makes 3-pt jump shot from 28 ft (assist by N. Vučević),,70,72
246,3,6:39.0,,R. Westbrook misses 2-pt jump shot from 21 ft,70,72
247,3,6:37.0,Defensive rebound by A. Gordon,,70,72
248,3,6:37.0,Personal take foul by R. Westbrook (drawn by A. Gordon),,70,72
249,3,6:37.0,,Oklahoma City full timeout,70,72
250,3,6:19.0,N. Vučević makes 2-pt jump shot from 13 ft (assist by A. Gordon),,72,72
251,3,6:03.0,,Turnover by R. Westbrook (bad pass; steal by D. Augustin),72,72
252,3,6:00.0,A. Gordon misses 2-pt jump shot from 9 ft,,72,72
253,3,5:57.0,Offensive rebound by N. Vučević,,72,72
254,3,5:57.0,N. Vučević misses 2-pt layup at rim,,72,72
255,3,5:56.0,,Defensive rebound by C. Anthony,72,72
256,3,5:55.0,,Turnover by C. Anthony (lost ball; steal by J. Simmons),72,72
257,3,5:42.0,J. Simmons makes 2-pt dunk at rim,,74,72
258,3,5:30.0,,Shooting foul by J. Simmons (drawn by R. Westbrook),74,72
259,3,5:30.0,,R. Westbrook makes free throw 1 of 2,74,73
260,3,5:30.0,,T. Ferguson enters the game for J. Huestis,74,73
261,3,5:30.0,,R. Westbrook makes free throw 2 of 2,74,74
262,3,5:09.0,E. Fournier misses 2-pt jump shot from 15 ft,,74,74
263,3,5:07.0,Offensive rebound by Team,,74,74
264,3,4:59.0,A. Gordon misses 2-pt layup at rim (block by S. Adams),,74,74
265,3,4:54.0,,Defensive rebound by R. Westbrook,74,74
266,3,4:53.0,,R. Westbrook misses 2-pt layup from 1 ft (block by J. Simmons),74,74
267,3,4:49.0,Defensive rebound by A. Gordon,,74,74
268,3,4:48.0,A. Gordon misses 3-pt jump shot from 22 ft,,74,74
269,3,4:45.0,,Defensive rebound by C. Anthony,74,74
270,3,4:38.0,,C. Anthony misses 2-pt jump shot from 22 ft,74,74
271,3,4:36.0,Defensive rebound by A. Gordon,,74,74
272,3,4:22.0,N. Vučević misses 2-pt jump shot from 19 ft,,74,74
273,3,4:20.0,,Defensive rebound by C. Anthony,74,74
274,3,4:05.0,,Turnover by S. Adams (bad pass; steal by A. Gordon),74,74
275,3,3:45.0,D. Augustin misses 3-pt jump shot from 24 ft,,74,74
276,3,3:41.0,,Defensive rebound by P. George,74,74
277,3,3:35.0,,Shooting foul by N. Vučević (drawn by P. George),74,74
278,3,3:35.0,,P. George makes free throw 1 of 2,74,75
279,3,3:35.0,,J. Grant enters the game for S. Adams,74,75
280,3,3:35.0,Orlando full timeout,,74,75
281,3,3:35.0,S. Mack enters the game for D. Augustin,,74,75
282,3,3:35.0,,P. George misses free throw 2 of 2,74,75
283,3,3:30.0,Defensive rebound by N. Vučević,,74,75
284,3,3:14.0,Turnover by E. Fournier (lost ball; steal by C. Anthony),,74,75
285,3,3:09.0,,P. George misses 3-pt jump shot from 25 ft,74,75
286,3,3:06.0,Defensive rebound by A. Gordon,,74,75
287,3,3:01.0,Shooting foul by R. Westbrook (drawn by A. Gordon),,74,75
288,3,3:01.0,A. Gordon makes free throw 1 of 2,,75,75
289,3,3:01.0,,P. Patterson enters the game for C. Anthony,75,75
290,3,3:01.0,B. Biyombo enters the game for N. Vučević,,75,75
291,3,3:01.0,A. Gordon misses free throw 2 of 2,,75,75
292,3,2:59.0,,Defensive rebound by P. Patterson,75,75
293,3,2:45.0,,P. George misses 2-pt layup from 1 ft (block by A. Gordon),75,75
294,3,2:43.0,,Offensive rebound by R. Westbrook,75,75
295,3,2:41.0,,Turnover by J. Grant (lost ball; steal by J. Simmons),75,75
296,3,2:29.0,J. Simmons misses 2-pt jump shot from 6 ft (block by T. Ferguson),,75,75
297,3,2:25.0,Offensive rebound by J. Simmons,,75,75
298,3,2:20.0,Shooting foul by T. Ferguson (drawn by J. Simmons),,75,75
299,3,2:20.0,J. Simmons makes free throw 1 of 2,,76,75
300,3,2:20.0,,R. Felton enters the game for R. Westbrook,76,75
301,3,2:20.0,M. Hezonja enters the game for A. Gordon,,76,75
302,3,2:20.0,J. Simmons makes free throw 2 of 2,,77,75
303,3,2:06.0,,Shooting foul by B. Biyombo (drawn by J. Grant),77,75
304,3,2:06.0,,J. Grant makes free throw 1 of 2,77,76
305,3,2:06.0,R. Vaughn enters the game for J. Simmons,,77,76
306,3,2:06.0,,J. Grant makes free throw 2 of 2,77,77
307,3,1:50.0,Turnover by B. Biyombo (traveling),,77,77
308,3,1:33.0,,Turnover by P. George (bad pass; steal by M. Hezonja),77,77
309,3,1:15.0,Turnover by S. Mack (bad pass; steal by P. George),,77,77
310,3,1:11.0,,T. Ferguson makes 2-pt dunk at rim (assist by P. George),77,79
311,3,0:45.0,S. Mack misses 2-pt jump shot from 8 ft,,77,79
312,3,0:43.0,,Defensive rebound by P. George,77,79
313,3,0:33.0,,R. Felton makes 3-pt jump shot from 25 ft (assist by P. Patterson),77,82
314,3,0:27.0,Turnover by S. Mack (bad pass; steal by R. Felton),,77,82
315,3,0:07.0,,P. George misses 2-pt layup from 4 ft,77,82
316,3,0:05.0,,Offensive rebound by P. George,77,82
317,3,0:04.0,,P. George makes 2-pt layup at rim,77,84
318,3,0:00.0,S. Mack misses 3-pt jump shot from 25 ft,,77,84
319,3,0:00.0,Offensive rebound by Team,,77,84
320,4,11:43.0,,J. Grant makes 2-pt layup from 1 ft (assist by R. Felton),77,86
321,4,11:19.0,M. Hezonja misses 2-pt jump shot from 13 ft,,77,86
322,4,11:16.0,,Defensive rebound by J. Huestis,77,86
323,4,11:07.0,,J. Grant misses 2-pt layup from 2 ft,77,86
324,4,11:06.0,,Offensive rebound by Team,77,86
325,4,11:06.0,Loose ball foul by S. Mack (drawn by J. Grant),,77,86
326,4,10:56.0,,Turnover by R. Felton (bad pass; steal by M. Hezonja),77,86
327,4,10:48.0,B. Biyombo makes 2-pt layup from 1 ft (assist by S. Mack),,79,86
328,4,10:27.0,,R. Felton misses 2-pt layup at rim,79,86
329,4,10:25.0,Defensive rebound by M. Hezonja,,79,86
330,4,10:21.0,M. Hezonja misses 2-pt layup from 3 ft (block by T. Ferguson),,79,86
331,4,10:21.0,Offensive rebound by Team,,79,86
332,4,10:21.0,,Á. Abrines enters the game for T. Ferguson,79,86
333,4,10:03.0,W. Iwundu misses 2-pt jump shot from 11 ft,,79,86
334,4,9:59.0,Offensive rebound by W. Iwundu,,79,86
335,4,9:58.0,S. Mack makes 3-pt jump shot from 25 ft (assist by W. Iwundu),,82,86
336,4,9:42.0,,Turnover by R. Felton (bad pass),82,86
337,4,9:25.0,Shooting foul by J. Grant (drawn by B. Biyombo),,82,86
338,4,9:25.0,B. Biyombo misses free throw 1 of 2,,82,86
339,4,9:25.0,Offensive rebound by Team,,82,86
340,4,9:25.0,D. Augustin enters the game for R. Vaughn,,82,86
341,4,9:25.0,B. Biyombo makes free throw 2 of 2,,83,86
342,4,9:06.0,,R. Felton makes 3-pt jump shot from 22 ft (assist by P. Patterson),83,89
343,4,8:47.0,M. Hezonja makes 2-pt jump shot from 8 ft,,85,89
344,4,8:30.0,,Á. Abrines makes 3-pt jump shot from 25 ft (assist by P. Patterson),85,92
345,4,8:11.0,S. Mack makes 2-pt layup at rim,,87,92
346,4,7:50.0,,P. Patterson makes 3-pt jump shot from 25 ft (assist by R. Felton),87,95
347,4,7:27.0,M. Hezonja misses 2-pt jump shot from 22 ft,,87,95
348,4,7:23.0,,Defensive rebound by J. Huestis,87,95
349,4,7:18.0,,J. Grant makes 2-pt dunk from 1 ft (assist by R. Felton),87,97
350,4,7:18.0,Orlando full timeout,,87,97
351,4,7:18.0,,R. Westbrook enters the game for J. Huestis,87,97
352,4,7:18.0,E. Fournier enters the game for S. Mack,,87,97
353,4,7:18.0,N. Vučević enters the game for M. Hezonja,,87,97
354,4,7:18.0,A. Gordon enters the game for B. Biyombo,,87,97
355,4,7:18.0,J. Simmons enters the game for W. Iwundu,,87,97
356,4,7:18.0,,S. Adams enters the game for R. Felton,87,97
357,4,7:04.0,Shooting foul by R. Westbrook (drawn by E. Fournier),,87,97
358,4,7:04.0,E. Fournier makes free throw 1 of 2,,88,97
359,4,7:04.0,E. Fournier makes free throw 2 of 2,,89,97
360,4,6:49.0,,J. Grant makes 2-pt layup from 1 ft (assist by R. Westbrook),89,99
361,4,6:32.0,J. Simmons makes 2-pt hook shot from 7 ft,,91,99
362,4,6:17.0,,P. Patterson makes 2-pt jump shot from 2 ft,91,101
363,4,6:07.0,Offensive foul by D. Augustin (drawn by J. Grant),,91,101
364,4,6:07.0,Turnover by D. Augustin (offensive foul),,91,101
365,4,6:07.0,,C. Anthony enters the game for J. Grant,91,101
366,4,6:07.0,,P. George enters the game for P. Patterson,91,101
367,4,6:01.0,,Personal foul by J. Simmons (drawn by R. Westbrook),91,101
368,4,5:55.0,,R. Westbrook makes 2-pt jump shot from 16 ft,91,103
369,4,5:42.0,Turnover by D. Augustin (bad pass; steal by R. Westbrook),,91,103
370,4,5:38.0,,R. Westbrook misses 2-pt jump shot from 17 ft,91,103
371,4,5:37.0,,Offensive rebound by Á. Abrines,91,103
372,4,5:37.0,,Á. Abrines misses 2-pt layup at rim,91,103
373,4,5:35.0,,Offensive rebound by Á. Abrines,91,103
374,4,5:35.0,,Turnover by Á. Abrines (bad pass; steal by J. Simmons),91,103
375,4,5:29.0,E. Fournier misses 3-pt jump shot from 26 ft,,91,103
376,4,5:28.0,Offensive rebound by A. Gordon,,91,103
377,4,5:25.0,Turnover by D. Augustin (bad pass; steal by Á. Abrines),,91,103
378,4,5:18.0,,Turnover by S. Adams (lost ball; steal by N. Vučević),91,103
379,4,5:12.0,J. Simmons misses 3-pt jump shot from 26 ft,,91,103
380,4,5:10.0,,Defensive rebound by C. Anthony,91,103
381,4,5:05.0,,Á. Abrines misses 3-pt jump shot from 24 ft,91,103
382,4,5:02.0,Defensive rebound by A. Gordon,,91,103
383,4,4:56.0,Orlando full timeout,,91,103
384,4,4:47.0,A. Gordon misses 3-pt jump shot from 25 ft,,91,103
