,QUARTER,TIME_REMAINING,DALLAS_ACTION,MEMPHIS_ACTION,DALLAS_SCORE,MEMPHIS_SCORE
281,3,3:30.0,,B. McLemore enters the game for M. Chalmers,63,70
282,3,3:30.0,,J. Ennis enters the game for D. Brooks,63,70
283,3,3:22.0,D. Powell makes 2-pt layup from 1 ft (assist by J. Barea),,65,70
284,3,3:22.0,Shooting foul by D. Davis (drawn by D. Powell),,65,70
285,3,3:22.0,D. Powell misses free throw 1 of 1,,65,70
286,3,3:20.0,,Defensive rebound by T. Evans,65,70
287,3,3:07.0,,T. Evans misses 2-pt layup at rim,65,70
288,3,3:01.0,Defensive rebound by H. Barnes,,65,70
289,3,2:53.0,W. Matthews misses 3-pt jump shot from 23 ft,,65,70
290,3,2:49.0,Offensive rebound by H. Barnes,,65,70
291,3,2:48.0,H. Barnes misses 2-pt layup from 1 ft (block by D. Davis),,65,70
292,3,2:48.0,Offensive rebound by Team,,65,70
293,3,2:44.0,H. Barnes misses 2-pt layup at rim,,65,70
294,3,2:40.0,Offensive rebound by D. Powell,,65,70
295,3,2:36.0,J. Barea makes 2-pt jump shot from 19 ft,,67,70
296,3,2:19.0,,T. Evans misses 3-pt jump shot from 26 ft,67,70
297,3,2:14.0,Defensive rebound by H. Barnes,,67,70
298,3,2:10.0,Personal foul by B. McLemore (drawn by D. Harris),,67,70
299,3,2:06.0,J. Barea makes 2-pt jump shot from 10 ft,,69,70
300,3,1:45.0,,Turnover by J. Ennis (bad pass; steal by D. Harris),69,70
301,3,1:45.0,Personal foul by B. McLemore (drawn by D. Harris),,69,70
302,3,1:45.0,D. Harris misses free throw 1 of 2,,69,70
303,3,1:45.0,Offensive rebound by Team,,69,70
304,3,1:45.0,,M. Gasol enters the game for D. Davis,69,70
305,3,1:45.0,D. Harris makes free throw 2 of 2,,70,70
306,3,1:34.0,,J. Ennis misses 3-pt jump shot from 26 ft,70,70
307,3,1:30.0,Defensive rebound by W. Matthews,,70,70
308,3,1:19.0,Turnover by W. Matthews (bad pass; steal by J. Ennis),,70,70
309,3,1:18.0,Offensive charge foul by J. Ennis (drawn by H. Barnes),,70,70
310,3,1:18.0,,Turnover by J. Ennis (bad pass),70,70
311,3,1:00.0,J. Barea misses 3-pt jump shot from 25 ft,,70,70
312,3,0:59.0,,Defensive rebound by J. Martin,70,70
313,3,0:53.0,,M. Gasol misses 2-pt layup from 3 ft (block by D. Powell),70,70
314,3,0:49.0,Defensive rebound by D. Powell,,70,70
315,3,0:47.0,D. Harris makes 2-pt layup at rim,,72,70
316,3,0:38.0,,Personal foul by D. Powell (drawn by M. Gasol),72,70
317,3,0:33.0,,Shooting foul by D. Harris (drawn by T. Evans),72,70
318,3,0:33.0,,T. Evans makes free throw 1 of 2,72,71
319,3,0:33.0,,T. Evans makes free throw 2 of 2,72,72
320,3,0:14.0,H. Barnes makes 2-pt layup at rim,,74,72
321,3,0:00.0,,T. Evans misses 2-pt jump shot from 20 ft,74,72
322,3,0:00.0,,Offensive rebound by Team,74,72
323,4,11:37.0,,Turnover by T. Evans (bad pass; steal by D. Powell),74,72
324,4,11:17.0,D. Harris misses 2-pt jump shot from 19 ft,,74,72
325,4,11:14.0,,Defensive rebound by M. Gasol,74,72
326,4,10:57.0,,J. Ennis misses 2-pt jump shot from 7 ft,74,72
327,4,10:55.0,,Offensive rebound by B. McLemore,74,72
328,4,10:54.0,,B. McLemore misses 2-pt layup at rim (block by D. Nowitzki),74,72
329,4,10:49.0,Defensive rebound by D. Nowitzki,,74,72
330,4,10:41.0,D. Powell makes 2-pt layup from 1 ft (assist by J. Barea),,76,72
331,4,10:41.0,,Memphis full timeout,76,72
332,4,10:41.0,,D. Brooks enters the game for J. Martin,76,72
333,4,10:41.0,,M. Chalmers enters the game for J. Ennis,76,72
334,4,10:41.0,D. Smith enters the game for D. Harris,,76,72
335,4,10:24.0,,Personal foul by D. Powell (drawn by M. Gasol),76,72
336,4,10:12.0,,M. Gasol misses 2-pt jump shot from 8 ft,76,72
337,4,10:09.0,Defensive rebound by D. Nowitzki,,76,72
338,4,9:54.0,Turnover by J. Barea (bad pass; steal by T. Evans),,76,72
339,4,9:50.0,Offensive charge foul by T. Evans (drawn by J. Barea),,76,72
340,4,9:50.0,,Turnover by T. Evans (offensive foul),76,72
341,4,9:38.0,D. Smith misses 2-pt layup from 7 ft,,76,72
342,4,9:35.0,Offensive rebound by D. Nowitzki,,76,72
343,4,9:34.0,J. Barea makes 3-pt jump shot from 25 ft (assist by Y. Ferrell),,79,72
344,4,9:22.0,,Personal foul by J. Barea (drawn by B. McLemore),79,72
345,4,9:16.0,,Turnover by T. Evans (traveling),79,72
346,4,8:59.0,D. Smith misses 3-pt jump shot from 26 ft (block by T. Evans),,79,72
347,4,8:56.0,,Defensive rebound by M. Chalmers,79,72
348,4,8:54.0,,B. McLemore makes 2-pt layup at rim (assist by M. Chalmers),79,74
349,4,8:36.0,J. Barea misses 2-pt jump shot from 11 ft,,79,74
350,4,8:33.0,,Defensive rebound by M. Chalmers,79,74
351,4,8:31.0,,T. Evans makes 2-pt layup from 1 ft (assist by M. Chalmers),79,76
352,4,8:31.0,,Shooting foul by D. Smith (drawn by T. Evans),79,76
353,4,8:31.0,,T. Evans misses free throw 1 of 1,79,76
354,4,8:29.0,Defensive rebound by D. Powell,,79,76
355,4,8:15.0,Turnover by Y. Ferrell (bad pass; steal by T. Evans),,79,76
356,4,8:12.0,,J. Green enters the game for T. Evans,79,76
357,4,8:12.0,,C. Parsons enters the game for B. McLemore,79,76
358,4,8:12.0,W. Matthews enters the game for J. Barea,,79,76
359,4,8:02.0,,C. Parsons makes 2-pt jump shot from 18 ft,79,78
360,4,7:44.0,D. Smith makes 2-pt jump shot from 11 ft,,81,78
361,4,7:27.0,,M. Gasol misses 3-pt jump shot from 25 ft,81,78
362,4,7:26.0,Defensive rebound by Team,,81,78
363,4,7:06.0,D. Nowitzki misses 2-pt jump shot from 9 ft,,81,78
364,4,7:04.0,,Defensive rebound by Team,81,78
365,4,6:51.0,,Turnover by M. Gasol (out of bounds lost ball),81,78
366,4,6:51.0,S. Mejri enters the game for D. Powell,,81,78
367,4,6:51.0,H. Barnes enters the game for D. Nowitzki,,81,78
368,4,6:31.0,H. Barnes misses 3-pt jump shot from 25 ft,,81,78
369,4,6:29.0,,Defensive rebound by M. Chalmers,81,78
370,4,6:18.0,,Turnover by M. Chalmers (bad pass; steal by S. Mejri),81,78
371,4,6:15.0,Shooting foul by C. Parsons (drawn by H. Barnes),,81,78
372,4,6:15.0,H. Barnes makes free throw 1 of 2,,82,78
373,4,6:15.0,H. Barnes makes free throw 2 of 2,,83,78
374,4,6:05.0,,M. Gasol makes 2-pt layup at rim (assist by M. Chalmers),83,80
375,4,6:05.0,,Shooting foul by H. Barnes (drawn by M. Gasol),83,80
376,4,6:05.0,,M. Gasol makes free throw 1 of 1,83,81
377,4,5:50.0,D. Smith misses 3-pt jump shot from 25 ft,,83,81
378,4,5:47.0,,Defensive rebound by M. Gasol,83,81
379,4,5:43.0,Offensive charge foul by M. Chalmers (drawn by Y. Ferrell),,83,81
380,4,5:43.0,,Turnover by M. Chalmers (offensive foul),83,81
381,4,5:26.0,Y. Ferrell misses 2-pt jump shot from 22 ft,,83,81
382,4,5:23.0,,Defensive rebound by D. Brooks,83,81
383,4,5:18.0,,C. Parsons misses 3-pt jump shot from 25 ft,83,81
384,4,5:14.0,Defensive rebound by S. Mejri,,83,81
385,4,5:09.0,Personal foul by D. Brooks (drawn by S. Mejri),,83,81
386,4,4:56.0,Y. Ferrell makes 2-pt layup from 1 ft,,85,81
