,QUARTER,TIME_REMAINING,WASHINGTON_ACTION,MIAMI_ACTION,WASHINGTON_SCORE,MIAMI_SCORE
78,1,1:28.0,,G. Dragić misses 2-pt jump shot from 18 ft,28,19
79,1,1:25.0,Defensive rebound by O. Porter,,28,19
80,1,1:15.0,Turnover by B. Beal (lost ball; steal by J. Richardson),,28,19
81,1,0:55.0,,G. Dragić misses 3-pt jump shot from 22 ft,28,19
82,1,0:53.0,,Offensive rebound by Team,28,19
83,1,0:53.0,Washington full timeout,,28,19
84,1,0:53.0,,W. Ellington enters the game for G. Dragić,28,19
85,1,0:53.0,,K. Olynyk enters the game for H. Whiteside,28,19
86,1,0:53.0,T. Frazier enters the game for J. Wall,,28,19
87,1,0:36.0,,T. Johnson misses 3-pt jump shot from 24 ft,28,19
88,1,0:32.0,Defensive rebound by O. Porter,,28,19
89,1,0:20.0,B. Beal makes 2-pt layup from 2 ft,,30,19
90,1,0:00.0,,W. Ellington misses 2-pt jump shot from 16 ft,30,19
91,1,0:00.0,,Offensive rebound by Team,30,19
92,2,11:44.0,,Shooting foul by T. Frazier (drawn by T. Johnson),30,19
93,2,11:44.0,,T. Johnson makes free throw 1 of 2,30,20
94,2,11:44.0,,T. Johnson makes free throw 2 of 2,30,21
95,2,11:32.0,Offensive foul by O. Porter (drawn by J. Richardson),,30,21
96,2,11:32.0,Turnover by O. Porter (offensive foul),,30,21
97,2,11:21.0,,W. Ellington makes 3-pt jump shot from 25 ft (assist by T. Johnson),30,24
98,2,11:00.0,O. Porter makes 2-pt jump shot from 8 ft,,32,24
99,2,10:44.0,,J. Richardson misses 2-pt jump shot from 8 ft,32,24
100,2,10:44.0,Defensive rebound by K. Oubre,,32,24
101,2,10:22.0,T. Frazier makes 3-pt jump shot from 24 ft,,35,24
102,2,10:07.0,,T. Johnson makes 3-pt jump shot from 25 ft (assist by J. Richardson),35,27
103,2,10:01.0,Turnover by T. Frazier (traveling),,35,27
104,2,9:50.0,,Turnover by W. Ellington (bad pass),35,27
105,2,9:43.0,Personal foul by T. Johnson (drawn by K. Oubre),,35,27
106,2,9:26.0,O. Porter makes 3-pt jump shot from 24 ft (assist by K. Oubre),,38,27
107,2,9:03.0,,T. Johnson makes 2-pt jump shot from 19 ft,38,29
108,2,8:51.0,K. Oubre makes 2-pt layup from 1 ft,,40,29
109,2,8:34.0,,J. Johnson misses 2-pt jump shot from 4 ft,40,29
110,2,8:22.0,Defensive rebound by O. Porter,,40,29
111,2,8:16.0,T. Frazier makes 2-pt jump shot from 2 ft,,42,29
112,2,8:12.0,,Miami full timeout,42,29
113,2,8:12.0,,D. Waiters enters the game for J. Richardson,42,29
114,2,8:12.0,B. Beal enters the game for O. Porter,,42,29
115,2,8:00.0,,T. Johnson makes 3-pt jump shot from 24 ft (assist by D. Waiters),42,32
116,2,7:39.0,Shooting foul by K. Olynyk (drawn by I. Mahinmi),,42,32
117,2,7:39.0,I. Mahinmi makes free throw 1 of 2,,43,32
118,2,7:39.0,I. Mahinmi makes free throw 2 of 2,,44,32
119,2,7:21.0,,K. Olynyk makes 3-pt jump shot from 22 ft (assist by T. Johnson),44,35
120,2,6:57.0,T. Frazier misses 2-pt jump shot from 4 ft,,44,35
121,2,6:55.0,Offensive rebound by I. Mahinmi,,44,35
122,2,6:53.0,I. Mahinmi misses 2-pt jump shot from 2 ft,,44,35
123,2,6:53.0,,Defensive rebound by K. Olynyk,44,35
124,2,6:41.0,,T. Johnson makes 3-pt jump shot from 25 ft (assist by D. Waiters),44,38
125,2,6:41.0,Washington full timeout,,44,38
126,2,6:41.0,J. Wall enters the game for T. Frazier,,44,38
127,2,6:20.0,B. Beal misses 2-pt jump shot from 8 ft,,44,38
128,2,6:20.0,Offensive rebound by Team,,44,38
129,2,6:20.0,Shooting foul by W. Ellington (drawn by J. Meeks),,44,38
130,2,6:20.0,J. Meeks makes free throw 1 of 2,,45,38
131,2,6:20.0,M. Gortat enters the game for I. Mahinmi,,45,38
132,2,6:20.0,J. Meeks makes free throw 2 of 2,,46,38
133,2,6:02.0,,T. Johnson misses 2-pt layup from 2 ft,46,38
134,2,6:00.0,,Offensive rebound by K. Olynyk,46,38
135,2,6:00.0,,K. Olynyk makes 2-pt layup at rim,46,40
136,2,5:46.0,B. Beal makes 2-pt jump shot from 20 ft,,48,40
137,2,5:23.0,,W. Ellington misses 2-pt layup from 2 ft,48,40
138,2,5:23.0,Defensive rebound by K. Oubre,,48,40
139,2,5:07.0,J. Meeks makes 2-pt layup from 2 ft,,50,40
140,2,4:53.0,,D. Waiters misses 2-pt jump shot from 1 ft,50,40
141,2,4:52.0,,Offensive rebound by T. Johnson,50,40
142,2,4:52.0,,Shooting foul by J. Wall (drawn by D. Waiters),50,40
143,2,4:52.0,,D. Waiters makes free throw 1 of 2,50,41
144,2,4:52.0,,J. Winslow enters the game for W. Ellington,50,41
145,2,4:52.0,,H. Whiteside enters the game for K. Olynyk,50,41
146,2,4:52.0,,G. Dragić enters the game for J. Johnson,50,41
147,2,4:52.0,M. Morris enters the game for K. Oubre,,50,41
148,2,4:52.0,,D. Waiters makes free throw 2 of 2,50,42
149,2,4:33.0,B. Beal misses 2-pt jump shot from 4 ft,,50,42
150,2,4:31.0,Offensive rebound by B. Beal,,50,42
151,2,4:22.0,Personal foul by T. Johnson (drawn by M. Morris),,50,42
152,2,4:14.0,M. Gortat misses 2-pt layup from 1 ft,,50,42
153,2,4:09.0,Offensive rebound by B. Beal,,50,42
154,2,4:09.0,B. Beal misses 2-pt layup at rim,,50,42
155,2,4:08.0,Offensive rebound by B. Beal,,50,42
156,2,4:08.0,B. Beal misses 2-pt layup at rim,,50,42
157,2,4:07.0,,Defensive rebound by J. Winslow,50,42
158,2,4:01.0,,J. Winslow makes 3-pt jump shot from 24 ft (assist by D. Waiters),50,45
159,2,3:41.0,J. Wall makes 2-pt layup from 1 ft,,52,45
160,2,3:29.0,,Turnover by J. Winslow (bad pass; steal by J. Meeks),52,45
161,2,3:24.0,J. Wall makes 2-pt layup from 1 ft,,54,45
162,2,3:11.0,,Personal foul by J. Meeks (drawn by H. Whiteside),54,45
163,2,3:11.0,,J. Richardson enters the game for T. Johnson,54,45
164,2,3:11.0,O. Porter enters the game for J. Meeks,,54,45
165,2,2:58.0,,D. Waiters misses 3-pt jump shot from 25 ft,54,45
166,2,2:54.0,Defensive rebound by O. Porter,,54,45
167,2,2:35.0,Shooting foul by G. Dragić (drawn by J. Wall),,54,45
168,2,2:35.0,J. Wall makes free throw 1 of 2,,55,45
169,2,2:35.0,J. Wall makes free throw 2 of 2,,56,45
170,2,2:29.0,,Turnover by D. Waiters (traveling),56,45
171,2,2:17.0,Turnover by J. Wall (bad pass),,56,45
172,2,2:09.0,,Turnover by D. Waiters (bad pass),56,45
173,2,1:50.0,B. Beal misses 2-pt jump shot from 10 ft,,56,45
174,2,1:48.0,,Defensive rebound by H. Whiteside,56,45
175,2,1:42.0,,G. Dragić makes 2-pt jump shot from 13 ft,56,47
176,2,1:35.0,O. Porter makes 3-pt jump shot from 24 ft (assist by J. Wall),,59,47
177,2,1:14.0,,G. Dragić makes 2-pt layup from 1 ft,59,49
178,2,0:58.0,O. Porter misses 2-pt jump shot from 11 ft,,59,49
179,2,0:56.0,,Defensive rebound by H. Whiteside,59,49
180,2,0:48.0,,Turnover by J. Winslow (bad pass; steal by M. Gortat),59,49
181,2,0:42.0,J. Wall makes 2-pt layup from 1 ft,,61,49
182,2,0:21.0,,D. Waiters misses 2-pt layup from 1 ft,61,49
183,2,0:21.0,Defensive rebound by Team,,61,49
184,2,0:21.0,,J. Johnson enters the game for J. Winslow,61,49
185,2,0:00.0,B. Beal misses 2-pt jump shot from 15 ft,,61,49
186,2,0:00.0,Offensive rebound by Team,,61,49
187,3,11:39.0,,Shooting foul by M. Gortat (drawn by H. Whiteside),61,49
188,3,11:39.0,,H. Whiteside makes free throw 1 of 2,61,50
189,3,11:39.0,,H. Whiteside makes free throw 2 of 2,61,51
190,3,11:25.0,J. Wall misses 2-pt jump shot from 18 ft,,61,51
191,3,11:21.0,Offensive rebound by M. Gortat,,61,51
192,3,11:17.0,M. Morris misses 3-pt jump shot from 24 ft,,61,51
193,3,11:14.0,,Defensive rebound by G. Dragić,61,51
194,3,11:08.0,,Turnover by G. Dragić (bad pass; steal by O. Porter),61,51
195,3,11:06.0,Shooting foul by D. Waiters (drawn by B. Beal),,61,51
196,3,11:06.0,B. Beal misses free throw 1 of 2,,61,51
197,3,11:06.0,Offensive rebound by Team,,61,51
198,3,11:06.0,B. Beal makes free throw 2 of 2,,62,51
199,3,10:47.0,,D. Waiters misses 2-pt jump shot from 18 ft,62,51
200,3,10:44.0,Defensive rebound by J. Wall,,62,51
201,3,10:24.0,J. Wall misses 2-pt jump shot from 20 ft,,62,51
202,3,10:22.0,,Defensive rebound by H. Whiteside,62,51
203,3,10:15.0,,G. Dragić makes 3-pt jump shot from 25 ft (assist by J. Winslow),62,54
204,3,9:55.0,M. Morris misses 2-pt dunk from 1 ft,,62,54
205,3,9:53.0,,Defensive rebound by H. Whiteside,62,54
206,3,9:44.0,,G. Dragić misses 3-pt jump shot from 25 ft,62,54
207,3,9:40.0,,Offensive rebound by J. Richardson,62,54
208,3,9:40.0,,J. Richardson makes 2-pt jump shot from 3 ft,62,56
209,3,9:40.0,Washington full timeout,,62,56
210,3,9:24.0,M. Morris misses 2-pt jump shot from 5 ft,,62,56
211,3,9:19.0,Offensive rebound by M. Gortat,,62,56
212,3,9:12.0,M. Gortat misses 2-pt jump shot from 7 ft,,62,56
213,3,9:11.0,Offensive rebound by O. Porter,,62,56
214,3,9:11.0,O. Porter misses 2-pt layup at rim,,62,56
215,3,9:10.0,,Defensive rebound by H. Whiteside,62,56
216,3,9:03.0,,Personal foul by M. Morris (drawn by D. Waiters),62,56
217,3,8:51.0,,H. Whiteside misses 2-pt jump shot from 11 ft,62,56
218,3,8:48.0,,Offensive rebound by G. Dragić,62,56
219,3,8:45.0,,D. Waiters makes 3-pt jump shot from 24 ft (assist by G. Dragić),62,59
220,3,8:23.0,B. Beal misses 2-pt jump shot from 13 ft,,62,59
221,3,8:18.0,,Defensive rebound by H. Whiteside,62,59
222,3,8:07.0,,J. Richardson misses 2-pt jump shot from 21 ft,62,59
223,3,8:03.0,Defensive rebound by B. Beal,,62,59
224,3,7:46.0,,Offensive charge foul by M. Morris (drawn by J. Richardson),62,59
225,3,7:46.0,Turnover by M. Morris (offensive foul),,62,59
226,3,7:46.0,K. Oubre enters the game for M. Morris,,62,59
227,3,7:34.0,,G. Dragić misses 2-pt layup from 3 ft,62,59
228,3,7:34.0,,Offensive rebound by H. Whiteside,62,59
229,3,7:34.0,,Turnover by H. Whiteside (traveling),62,59
230,3,7:17.0,J. Wall misses 2-pt jump shot from 10 ft,,62,59
231,3,7:15.0,,Defensive rebound by J. Winslow,62,59
232,3,7:02.0,,J. Richardson misses 3-pt jump shot from 23 ft,62,59
233,3,6:57.0,,Offensive rebound by J. Winslow,62,59
234,3,6:45.0,,D. Waiters misses 3-pt jump shot from 26 ft,62,59
235,3,6:43.0,,Offensive rebound by H. Whiteside,62,59
236,3,6:40.0,,H. Whiteside makes 2-pt hook shot from 4 ft,62,61
237,3,6:23.0,B. Beal makes 2-pt dunk from 1 ft (assist by J. Wall),,64,61
238,3,6:05.0,,D. Waiters makes 3-pt jump shot from 25 ft (assist by J. Richardson),64,64
239,3,5:50.0,Offensive foul by M. Gortat (drawn by D. Waiters),,64,64
240,3,5:50.0,Turnover by M. Gortat (offensive foul),,64,64
241,3,5:50.0,,T. Johnson enters the game for J. Richardson,64,64
242,3,5:50.0,I. Mahinmi enters the game for M. Gortat,,64,64
243,3,5:38.0,,G. Dragić misses 2-pt layup from 1 ft,64,64
244,3,5:34.0,Defensive rebound by O. Porter,,64,64
245,3,5:32.0,Turnover by O. Porter (bad pass),,64,64
246,3,5:18.0,,J. Winslow makes 2-pt layup from 1 ft,64,66
247,3,5:03.0,B. Beal makes 3-pt jump shot from 25 ft (assist by J. Wall),,67,66
248,3,4:47.0,,G. Dragić makes 3-pt jump shot from 25 ft (assist by D. Waiters),67,69
249,3,4:24.0,B. Beal makes 2-pt jump shot from 22 ft,,69,69
250,3,4:13.0,,D. Waiters misses 2-pt jump shot from 19 ft,69,69
251,3,4:11.0,Defensive rebound by K. Oubre,,69,69
252,3,3:59.0,J. Wall makes 2-pt layup from 1 ft,,71,69
253,3,3:59.0,,Miami full timeout,71,69
254,3,3:45.0,,D. Waiters misses 3-pt jump shot from 25 ft,71,69
255,3,3:43.0,Defensive rebound by J. Wall,,71,69
256,3,3:25.0,K. Oubre misses 2-pt jump shot from 7 ft,,71,69
257,3,3:23.0,,Defensive rebound by H. Whiteside,71,69
258,3,3:11.0,,Turnover by J. Winslow (bad pass),71,69
259,3,3:11.0,,J. Johnson enters the game for J. Winslow,71,69
260,3,2:57.0,J. Wall misses 2-pt layup from 2 ft (block by T. Johnson),,71,69
261,3,2:52.0,,Defensive rebound by G. Dragić,71,69
262,3,2:49.0,,D. Waiters misses 3-pt jump shot from 25 ft,71,69
263,3,2:45.0,Defensive rebound by K. Oubre,,71,69
264,3,2:35.0,B. Beal misses 3-pt jump shot from 26 ft,,71,69
265,3,2:33.0,,Defensive rebound by J. Johnson,71,69
266,3,2:20.0,,G. Dragić makes 3-pt jump shot from 23 ft (assist by J. Johnson),71,72
267,3,2:06.0,Turnover by B. Beal (bad pass; steal by G. Dragić),,71,72
268,3,1:54.0,,Personal foul by B. Beal (drawn by G. Dragić),71,72
269,3,1:54.0,,J. Richardson enters the game for G. Dragić,71,72
270,3,1:54.0,T. Frazier enters the game for J. Wall,,71,72
271,3,1:40.0,,J. Johnson misses 2-pt jump shot from 3 ft,71,72
272,3,1:38.0,Defensive rebound by T. Frazier,,71,72
273,3,1:32.0,K. Oubre misses 3-pt jump shot from 24 ft,,71,72
274,3,1:29.0,,Defensive rebound by H. Whiteside,71,72
275,3,1:22.0,,Shooting foul by I. Mahinmi (drawn by H. Whiteside),71,72
276,3,1:22.0,,H. Whiteside misses free throw 1 of 2,71,72
277,3,1:22.0,,Offensive rebound by Team,71,72
278,3,1:22.0,J. Meeks enters the game for B. Beal,,71,72
279,3,1:22.0,,H. Whiteside misses free throw 2 of 2,71,72
280,3,1:19.0,Defensive rebound by O. Porter,,71,72
281,3,1:07.0,K. Oubre misses 2-pt jump shot from 3 ft,,71,72
282,3,1:07.0,,Defensive rebound by Team,71,72
283,3,0:47.0,,T. Johnson misses 3-pt jump shot from 23 ft,71,72
284,3,0:47.0,Defensive rebound by Team,,71,72
285,3,0:32.0,Turnover by J. Meeks (out of bounds lost ball),,71,72
286,3,0:13.0,,T. Johnson misses 2-pt jump shot from 19 ft,71,72
287,3,0:11.0,,Offensive rebound by Team,71,72
288,3,0:11.0,Loose ball foul by I. Mahinmi (drawn by H. Whiteside),,71,72
289,3,0:11.0,,J. Winslow enters the game for D. Waiters,71,72
290,3,0:11.0,,H. Whiteside makes free throw 1 of 2,71,73
291,3,0:11.0,,H. Whiteside makes free throw 2 of 2,71,74
292,3,0:00.0,O. Porter misses 2-pt jump shot from 16 ft,,71,74
293,3,0:00.0,Offensive rebound by Team,,71,74
294,4,11:36.0,J. Meeks makes 2-pt jump shot from 18 ft,,73,74
295,4,11:19.0,,K. Olynyk misses 2-pt jump shot from 13 ft,73,74
296,4,11:16.0,Defensive rebound by I. Mahinmi,,73,74
297,4,11:04.0,J. Meeks misses 3-pt jump shot from 26 ft,,73,74
298,4,10:59.0,,Defensive rebound by K. Olynyk,73,74
299,4,10:44.0,,G. Dragić makes 2-pt jump shot from 17 ft,73,76
300,4,10:29.0,Turnover by I. Mahinmi (bad pass; steal by K. Olynyk),,73,76
301,4,10:26.0,,Personal foul by I. Mahinmi (drawn by G. Dragić),73,76
302,4,10:12.0,,G. Dragić makes 2-pt jump shot from 5 ft,73,78
303,4,9:58.0,Turnover by I. Mahinmi (traveling),,73,78
304,4,9:47.0,,G. Dragić makes 2-pt jump shot from 14 ft,73,80
305,4,9:47.0,Washington full timeout,,73,80
306,4,9:47.0,J. Wall enters the game for I. Mahinmi,,73,80
307,4,9:47.0,M. Morris enters the game for T. Frazier,,73,80
308,4,9:26.0,J. Wall misses 2-pt jump shot from 13 ft,,73,80
309,4,9:19.0,,Defensive rebound by T. Johnson,73,80
310,4,9:18.0,,Turnover by G. Dragić (bad pass),73,80
311,4,9:05.0,J. Wall makes 2-pt layup from 1 ft,,75,80
312,4,9:05.0,Shooting foul by K. Olynyk (drawn by J. Wall),,75,80
313,4,9:05.0,J. Wall makes free throw 1 of 1,,76,80
314,4,8:52.0,Violation by M. Morris (kicked ball),,76,80
315,4,8:43.0,,K. Olynyk misses 3-pt jump shot from 25 ft,76,80
316,4,8:40.0,Defensive rebound by J. Meeks,,76,80
317,4,8:31.0,Shooting foul by J. Richardson (drawn by K. Oubre),,76,80
318,4,8:31.0,K. Oubre makes free throw 1 of 2,,77,80
319,4,8:31.0,B. Beal enters the game for O. Porter,,77,80
320,4,8:31.0,K. Oubre makes free throw 2 of 2,,78,80
321,4,8:15.0,,T. Johnson misses 3-pt jump shot from 25 ft,78,80
322,4,8:15.0,Defensive rebound by Team,,78,80
323,4,8:10.0,Personal foul by J. Johnson (drawn by B. Beal),,78,80
324,4,8:10.0,,J. Winslow enters the game for K. Olynyk,78,80
325,4,8:05.0,Shooting foul by T. Johnson (drawn by B. Beal),,78,80
326,4,8:05.0,B. Beal makes free throw 1 of 2,,79,80
327,4,8:05.0,B. Beal makes free throw 2 of 2,,80,80
328,4,7:58.0,,Shooting foul by J. Wall (drawn by J. Johnson),80,80
329,4,7:58.0,,J. Johnson makes free throw 1 of 2,80,81
330,4,7:58.0,,J. Johnson makes free throw 2 of 2,80,82
331,4,7:43.0,M. Morris misses 2-pt layup from 1 ft,,80,82
332,4,7:43.0,Offensive rebound by Team,,80,82
333,4,7:36.0,B. Beal misses 2-pt layup from 1 ft (block by J. Winslow),,80,82
334,4,7:32.0,Offensive rebound by M. Morris,,80,82
335,4,7:30.0,M. Morris makes 2-pt layup from 1 ft,,82,82
336,4,7:26.0,,Personal foul by M. Morris,82,82
337,4,7:26.0,Technical foul by M. Morris,,82,82
338,4,7:26.0,,T. Johnson makes technical free throw,82,83
339,4,7:26.0,,D. Waiters enters the game for G. Dragić,82,83
340,4,7:15.0,,D. Waiters misses 2-pt jump shot from 21 ft,82,83
341,4,7:12.0,,Offensive rebound by J. Winslow,82,83
342,4,7:04.0,,J. Johnson misses 2-pt jump shot from 5 ft,82,83
343,4,7:01.0,,Offensive rebound by J. Johnson,82,83
344,4,7:00.0,,J. Winslow misses 3-pt jump shot from 23 ft,82,83
345,4,7:00.0,Defensive rebound by Team,,82,83
346,4,7:00.0,,Loose ball foul by J. Johnson (drawn by B. Beal),82,83
347,4,7:00.0,B. Beal makes free throw 1 of 2,,83,83
348,4,7:00.0,B. Beal makes free throw 2 of 2,,84,83
349,4,6:57.0,,Miami full timeout,84,83
350,4,6:45.0,Violation by M. Morris (kicked ball),,84,83
351,4,6:41.0,,Turnover by J. Johnson (discontinued dribble),84,83
352,4,6:27.0,M. Morris makes 2-pt jump shot from 20 ft,,86,83
353,4,6:27.0,Shooting foul by D. Waiters (drawn by M. Morris),,86,83
354,4,6:27.0,,H. Whiteside enters the game for J. Richardson,86,83
355,4,6:27.0,M. Morris makes free throw 1 of 1,,87,83
356,4,6:27.0,,G. Dragić enters the game for J. Winslow,87,83
357,4,6:27.0,M. Gortat enters the game for J. Meeks,,87,83
358,4,6:05.0,,J. Johnson misses 2-pt jump shot from 4 ft,87,83
359,4,6:03.0,Defensive rebound by B. Beal,,87,83
360,4,5:52.0,Shooting foul by T. Johnson (drawn by J. Wall),,87,83
361,4,5:52.0,J. Wall makes free throw 1 of 2,,88,83
362,4,5:52.0,J. Wall misses free throw 2 of 2,,88,83
363,4,5:49.0,Offensive rebound by J. Wall,,88,83
364,4,5:43.0,J. Wall misses 2-pt jump shot from 13 ft,,88,83
365,4,5:40.0,,Defensive rebound by D. Waiters,88,83
366,4,5:36.0,,T. Johnson misses 3-pt jump shot from 22 ft,88,83
367,4,5:32.0,Defensive rebound by K. Oubre,,88,83
368,4,5:24.0,M. Morris misses 3-pt jump shot from 23 ft,,88,83
369,4,5:20.0,Offensive rebound by Team,,88,83
370,4,5:04.0,Offensive foul by M. Morris,,88,83
371,4,5:04.0,Turnover by M. Morris (offensive foul),,88,83
372,4,5:04.0,Technical foul by M. Morris,,88,83
373,4,5:04.0,,T. Johnson makes technical free throw,88,84
374,4,5:04.0,O. Porter enters the game for M. Morris,,88,84
375,4,4:51.0,,D. Waiters makes 2-pt layup from 1 ft,88,86
376,4,4:31.0,M. Gortat misses 2-pt jump shot from 6 ft (block by H. Whiteside),,88,86
377,4,4:28.0,,Defensive rebound by H. Whiteside,88,86
378,4,4:23.0,,Turnover by J. Johnson (bad pass),88,86
379,4,4:02.0,Shooting foul by D. Waiters (drawn by B. Beal),,88,86
380,4,4:02.0,B. Beal makes free throw 1 of 2,,89,86
381,4,4:02.0,B. Beal makes free throw 2 of 2,,90,86
382,4,4:02.0,,Miami full timeout,90,86
383,4,3:54.0,,Turnover by D. Waiters (bad pass; steal by O. Porter),90,86
384,4,3:38.0,B. Beal misses 3-pt jump shot from 30 ft,,90,86
385,4,3:35.0,,Defensive rebound by H. Whiteside,90,86
386,4,3:21.0,,Turnover by D. Waiters (lost ball; steal by M. Gortat),90,86
387,4,3:04.0,K. Oubre makes 3-pt jump shot from 26 ft (assist by J. Wall),,93,86
388,4,2:48.0,,Personal foul by K. Oubre (drawn by G. Dragić),93,86
389,4,2:48.0,,J. Richardson enters the game for J. Johnson,93,86
390,4,2:33.0,,J. Richardson misses 3-pt jump shot from 25 ft,93,86
391,4,2:28.0,Defensive rebound by O. Porter,,93,86
392,4,2:10.0,J. Wall misses 3-pt jump shot from 26 ft,,93,86
393,4,2:07.0,,Defensive rebound by J. Richardson,93,86
