,QUARTER,TIME_REMAINING,LA CLIPPERS_ACTION,CHICAGO_ACTION,LA CLIPPERS_SCORE,CHICAGO_SCORE
29,1,7:54.0,D. Jordan makes 2-pt dunk at rim (assist by L. Williams),,11,7
30,1,7:54.0,,Chicago full timeout,11,7
31,1,7:41.0,,R. Lopez makes 2-pt dunk at rim (assist by Z. LaVine),11,9
32,1,7:28.0,A. Rivers makes 2-pt layup at rim (assist by D. Jordan),,13,9
33,1,7:13.0,,Z. LaVine misses 3-pt jump shot from 25 ft,13,9
34,1,7:13.0,,Offensive rebound by Team,13,9
35,1,7:13.0,Loose ball foul by S. Thornwell (drawn by N. Vonleh),,13,9
36,1,7:05.0,,N. Vonleh misses 2-pt jump shot from 12 ft,13,9
37,1,7:02.0,Defensive rebound by D. Jordan,,13,9
38,1,6:50.0,Shooting foul by D. Nwaba (drawn by L. Williams),,13,9
39,1,6:50.0,L. Williams misses free throw 1 of 3,,13,9
40,1,6:50.0,Offensive rebound by Team,,13,9
41,1,6:50.0,L. Williams makes free throw 2 of 3,,14,9
42,1,6:50.0,L. Williams makes free throw 3 of 3,,15,9
43,1,6:32.0,,D. Nwaba makes 2-pt layup from 1 ft (assist by N. Vonleh),15,11
44,1,6:14.0,Personal foul by K. Dunn (drawn by L. Williams),,15,11
45,1,6:14.0,,D. Valentine enters the game for Z. LaVine,15,11
46,1,6:12.0,Turnover by L. Williams (bad pass; steal by K. Dunn),,15,11
47,1,6:08.0,,K. Dunn makes 2-pt dunk at rim,15,13
48,1,5:44.0,D. Jordan makes 2-pt hook shot from 4 ft,,17,13
49,1,5:36.0,,K. Dunn makes 2-pt jump shot from 16 ft,17,15
50,1,5:14.0,Turnover by T. Harris (out of bounds lost ball),,17,15
51,1,5:14.0,,C. Payne enters the game for K. Dunn,17,15
52,1,5:00.0,,C. Payne misses 2-pt jump shot from 8 ft,17,15
53,1,4:56.0,Defensive rebound by D. Jordan,,17,15
54,1,4:43.0,T. Harris misses 2-pt layup from 7 ft,,17,15
55,1,4:43.0,,Defensive rebound by D. Valentine,17,15
56,1,4:25.0,,R. Lopez makes 2-pt hook shot from 7 ft,17,17
57,1,4:14.0,Turnover by L. Williams (bad pass; steal by C. Payne),,17,17
58,1,4:11.0,,C. Payne makes 2-pt layup at rim,17,19
59,1,3:57.0,A. Rivers makes 3-pt jump shot from 25 ft,,20,19
60,1,3:45.0,,Personal foul by T. Harris (drawn by N. Vonleh),20,19
61,1,3:45.0,,A. Blakeney enters the game for D. Nwaba,20,19
62,1,3:45.0,M. Teodosić enters the game for L. Williams,,20,19
63,1,3:38.0,,R. Lopez misses 3-pt jump shot from 25 ft,20,19
64,1,3:38.0,Defensive rebound by D. Jordan,,20,19
65,1,3:26.0,Turnover by D. Jordan (lost ball; steal by A. Blakeney),,20,19
66,1,3:21.0,,D. Valentine misses 3-pt jump shot from 25 ft,20,19
67,1,3:18.0,Defensive rebound by S. Thornwell,,20,19
68,1,3:13.0,Personal foul by D. Valentine (drawn by A. Rivers),,20,19
69,1,3:13.0,,B. Portis enters the game for N. Vonleh,20,19
70,1,3:13.0,LA Clippers full timeout,,20,19
71,1,3:07.0,Personal foul by B. Portis (drawn by T. Harris),,20,19
72,1,3:07.0,T. Harris makes free throw 1 of 2,,21,19
73,1,3:07.0,T. Harris makes free throw 2 of 2,,22,19
74,1,2:44.0,,B. Portis misses 2-pt jump shot from 17 ft,22,19
75,1,2:38.0,,Offensive rebound by R. Lopez,22,19
76,1,2:38.0,,R. Lopez makes 2-pt layup at rim,22,21
77,1,2:16.0,A. Rivers makes 2-pt layup from 1 ft,,24,21
78,1,2:03.0,,D. Valentine misses 2-pt jump shot from 22 ft,24,21
79,1,1:59.0,,Offensive rebound by R. Lopez,24,21
80,1,1:58.0,,R. Lopez makes 2-pt layup from 1 ft,24,23
81,1,1:45.0,D. Jordan makes 2-pt dunk at rim (assist by A. Rivers),,26,23
82,1,1:35.0,,C. Payne makes 2-pt jump shot from 5 ft,26,25
83,1,1:21.0,A. Rivers misses 3-pt jump shot from 25 ft,,26,25
84,1,1:18.0,,Defensive rebound by B. Portis,26,25
85,1,1:08.0,,R. Lopez makes 2-pt hook shot from 7 ft (assist by D. Valentine),26,27
86,1,0:51.0,T. Harris makes 2-pt jump shot from 2 ft (assist by M. Teodosić),,28,27
87,1,0:42.0,,R. Lopez misses 3-pt jump shot from 24 ft,28,27
88,1,0:39.0,Defensive rebound by D. Jordan,,28,27
89,1,0:32.0,T. Harris makes 3-pt jump shot from 25 ft (assist by M. Teodosić),,31,27
90,1,0:12.0,,B. Portis misses 2-pt layup from 4 ft (block by T. Harris),31,27
91,1,0:12.0,,Offensive rebound by Team,31,27
92,1,0:12.0,J. Evans enters the game for S. Thornwell,,31,27
93,1,0:12.0,W. Johnson enters the game for M. Teodosić,,31,27
94,1,0:12.0,Technical foul by S. Thornwell,,31,27
95,1,0:12.0,,D. Valentine misses free throw 1 of 1,31,27
96,1,0:12.0,,Offensive rebound by Team,31,27
97,1,0:00.0,,A. Blakeney misses 2-pt jump shot from 16 ft,31,27
98,1,0:00.0,,Offensive rebound by Team,31,27
99,2,11:45.0,,B. Portis misses 3-pt jump shot from 22 ft,31,27
100,2,11:45.0,Defensive rebound by J. Evans,,31,27
101,2,11:33.0,M. Harrell misses 2-pt layup from 1 ft,,31,27
102,2,11:32.0,Offensive rebound by Team,,31,27
103,2,11:32.0,,Loose ball foul by C. Payne (drawn by B. Marjanović),31,27
104,2,11:28.0,Personal foul by B. Portis (drawn by M. Harrell),,31,27
105,2,11:21.0,M. Teodosić misses 3-pt jump shot from 25 ft,,31,27
106,2,11:14.0,,Defensive rebound by D. Valentine,31,27
107,2,11:04.0,,B. Portis misses 2-pt hook shot from 8 ft,31,27
108,2,11:04.0,Defensive rebound by B. Marjanović,,31,27
109,2,10:44.0,Shooting foul by A. Blakeney (drawn by M. Harrell),,31,27
110,2,10:44.0,M. Harrell misses free throw 1 of 2,,31,27
111,2,10:44.0,Offensive rebound by Team,,31,27
112,2,10:44.0,M. Harrell misses free throw 2 of 2,,31,27
113,2,10:42.0,,Defensive rebound by B. Portis,31,27
114,2,10:35.0,,Turnover by D. Valentine (bad pass),31,27
115,2,10:26.0,M. Teodosić misses 2-pt jump shot from 20 ft,,31,27
116,2,10:23.0,,Defensive rebound by B. Portis,31,27
117,2,10:16.0,,C. Payne makes 2-pt layup from 1 ft,31,29
118,2,10:06.0,Turnover by B. Marjanović (bad pass; steal by C. Payne),,31,29
119,2,10:04.0,,B. Portis makes 3-pt jump shot from 24 ft (assist by C. Payne),31,32
120,2,9:51.0,W. Johnson misses 3-pt jump shot from 22 ft,,31,32
121,2,9:46.0,,Defensive rebound by B. Portis,31,32
122,2,9:43.0,,C. Payne makes 3-pt jump shot from 25 ft (assist by A. Blakeney),31,35
123,2,9:33.0,Shooting foul by C. Felício (drawn by M. Harrell),,31,35
124,2,9:33.0,M. Harrell makes free throw 1 of 2,,32,35
125,2,9:33.0,M. Harrell makes free throw 2 of 2,,33,35
126,2,9:16.0,,C. Payne misses 2-pt jump shot from 10 ft,33,35
127,2,9:16.0,,Offensive rebound by C. Felício,33,35
128,2,9:13.0,,C. Felício misses 2-pt layup at rim,33,35
129,2,9:13.0,Defensive rebound by B. Marjanović,,33,35
130,2,9:07.0,J. Evans makes 2-pt layup from 3 ft,,35,35
131,2,8:58.0,,A. Blakeney misses 2-pt jump shot from 2 ft,35,35
132,2,8:58.0,Defensive rebound by B. Marjanović,,35,35
133,2,8:40.0,B. Marjanović misses 2-pt jump shot from 3 ft,,35,35
134,2,8:38.0,,Defensive rebound by D. Valentine,35,35
135,2,8:35.0,,Shooting foul by J. Evans (drawn by C. Payne),35,35
136,2,8:35.0,,C. Payne misses free throw 1 of 2,35,35
137,2,8:35.0,,Offensive rebound by Team,35,35
138,2,8:35.0,,C. Payne makes free throw 2 of 2,35,36
139,2,8:16.0,M. Harrell makes 2-pt hook shot from 4 ft (assist by J. Evans),,37,36
140,2,8:03.0,,B. Portis makes 3-pt jump shot from 25 ft (assist by C. Payne),37,39
141,2,7:42.0,B. Marjanović misses 2-pt jump shot from 5 ft,,37,39
142,2,7:40.0,,Defensive rebound by B. Portis,37,39
143,2,7:30.0,,A. Blakeney misses 2-pt jump shot from 21 ft,37,39
144,2,7:27.0,Defensive rebound by J. Evans,,37,39
145,2,7:24.0,M. Harrell makes 2-pt dunk at rim (assist by J. Evans),,39,39
146,2,7:05.0,,B. Portis makes 2-pt jump shot from 19 ft (assist by C. Payne),39,41
147,2,6:46.0,B. Marjanović misses 2-pt jump shot from 4 ft,,39,41
148,2,6:46.0,,Defensive rebound by B. Portis,39,41
149,2,6:36.0,,B. Portis makes 2-pt jump shot from 22 ft (assist by A. Blakeney),39,43
150,2,6:27.0,LA Clippers full timeout,,39,43
151,2,6:27.0,,K. Dunn enters the game for C. Payne,39,43
152,2,6:27.0,,Z. LaVine enters the game for D. Valentine,39,43
153,2,6:27.0,L. Williams enters the game for W. Johnson,,39,43
154,2,6:27.0,D. Jordan enters the game for B. Marjanović,,39,43
155,2,6:17.0,Shooting foul by B. Portis (drawn by D. Jordan),,39,43
156,2,6:17.0,D. Jordan makes free throw 1 of 2,,40,43
157,2,6:17.0,,N. Vonleh enters the game for B. Portis,40,43
158,2,6:17.0,A. Rivers enters the game for J. Evans,,40,43
159,2,6:17.0,T. Harris enters the game for M. Harrell,,40,43
160,2,6:17.0,D. Jordan misses free throw 2 of 2,,40,43
161,2,6:12.0,,Defensive rebound by Z. LaVine,40,43
162,2,5:58.0,,N. Vonleh makes 2-pt jump shot from 3 ft (assist by K. Dunn),40,45
163,2,5:43.0,T. Harris misses 3-pt jump shot from 25 ft,,40,45
164,2,5:43.0,Offensive rebound by A. Rivers,,40,45
165,2,5:39.0,L. Williams misses 3-pt jump shot from 26 ft,,40,45
166,2,5:39.0,,Defensive rebound by N. Vonleh,40,45
167,2,5:21.0,,A. Blakeney misses 3-pt jump shot from 25 ft,40,45
168,2,5:18.0,Defensive rebound by L. Williams,,40,45
169,2,5:11.0,Shooting foul by C. Felício (drawn by D. Jordan),,40,45
170,2,5:11.0,D. Jordan misses free throw 1 of 2,,40,45
171,2,5:11.0,Offensive rebound by Team,,40,45
172,2,5:11.0,D. Jordan makes free throw 2 of 2,,41,45
173,2,4:57.0,,Turnover by C. Felício (bad pass; steal by A. Rivers),41,45
174,2,4:54.0,Turnover by D. Jordan (out of bounds lost ball),,41,45
175,2,4:43.0,,Z. LaVine makes 2-pt layup from 1 ft (assist by C. Felício),41,47
176,2,4:30.0,M. Teodosić makes 3-pt jump shot from 25 ft (assist by D. Jordan),,44,47
177,2,4:22.0,,A. Blakeney makes 3-pt jump shot from 25 ft (assist by K. Dunn),44,50
178,2,3:59.0,M. Teodosić misses 3-pt jump shot from 24 ft,,44,50
179,2,3:56.0,,Defensive rebound by Z. LaVine,44,50
180,2,3:42.0,,K. Dunn makes 2-pt jump shot from 13 ft,44,52
181,2,3:32.0,Personal foul by A. Blakeney (drawn by L. Williams),,44,52
182,2,3:32.0,L. Williams makes free throw 1 of 2,,45,52
183,2,3:32.0,,D. Nwaba enters the game for A. Blakeney,45,52
184,2,3:32.0,S. Thornwell enters the game for M. Teodosić,,45,52
185,2,3:32.0,L. Williams makes free throw 2 of 2,,46,52
186,2,3:24.0,,Turnover by K. Dunn (bad pass; steal by D. Jordan),46,52
187,2,3:15.0,L. Williams makes 2-pt layup from 1 ft (assist by A. Rivers),,48,52
188,2,3:01.0,,D. Nwaba makes 2-pt jump shot from 7 ft,48,54
189,2,2:49.0,S. Thornwell makes 2-pt layup from 1 ft (assist by D. Jordan),,50,54
190,2,2:49.0,,Chicago full timeout,50,54
191,2,2:43.0,,K. Dunn makes 2-pt dunk at rim,50,56
192,2,2:32.0,Personal foul by K. Dunn (drawn by A. Rivers),,50,56
193,2,2:32.0,A. Rivers makes free throw 1 of 2,,51,56
194,2,2:32.0,A. Rivers misses free throw 2 of 2,,51,56
195,2,2:29.0,,Defensive rebound by N. Vonleh,51,56
196,2,2:20.0,,C. Felício makes 2-pt layup from 1 ft (assist by Z. LaVine),51,58
197,2,2:01.0,T. Harris makes 2-pt layup from 1 ft,,53,58
198,2,1:46.0,,Z. LaVine misses 3-pt jump shot from 25 ft,53,58
199,2,1:43.0,Defensive rebound by D. Jordan,,53,58
200,2,1:36.0,T. Harris makes 3-pt jump shot from 22 ft (assist by A. Rivers),,56,58
201,2,1:11.0,,C. Felício makes 2-pt jump shot from 20 ft (assist by N. Vonleh),56,60
202,2,0:58.0,L. Williams misses 3-pt jump shot from 27 ft,,56,60
203,2,0:56.0,Offensive rebound by S. Thornwell,,56,60
204,2,0:46.0,D. Jordan makes 2-pt dunk at rim (assist by S. Thornwell),,58,60
205,2,0:32.0,,Z. LaVine misses 2-pt dunk from 1 ft (block by S. Thornwell),58,60
206,2,0:30.0,Defensive rebound by D. Jordan,,58,60
207,2,0:24.0,Shooting foul by K. Dunn (drawn by L. Williams),,58,60
208,2,0:24.0,,Technical foul by Z. LaVine,58,60
209,2,0:24.0,L. Williams makes technical free throw,,59,60
210,2,0:24.0,L. Williams makes technical free throw,,60,60
211,2,0:24.0,L. Williams makes free throw 1 of 2,,61,60
212,2,0:24.0,,C. Payne enters the game for K. Dunn,61,60
213,2,0:24.0,J. Evans enters the game for S. Thornwell,,61,60
214,2,0:24.0,L. Williams makes free throw 2 of 2,,62,60
215,2,0:00.0,,C. Payne misses 3-pt jump shot from 27 ft,62,60
216,2,0:00.0,,Offensive rebound by Team,62,60
217,3,11:45.0,,Turnover by Z. LaVine (bad pass; steal by A. Rivers),62,60
218,3,11:31.0,A. Rivers misses 2-pt layup from 2 ft,,62,60
219,3,11:29.0,,Defensive rebound by C. Felício,62,60
220,3,11:19.0,,Z. LaVine misses 2-pt jump shot from 18 ft,62,60
221,3,11:19.0,,Offensive rebound by N. Vonleh,62,60
222,3,11:19.0,,Shooting foul by T. Harris (drawn by N. Vonleh),62,60
223,3,11:19.0,,N. Vonleh makes free throw 1 of 2,62,61
224,3,11:19.0,,N. Vonleh makes free throw 2 of 2,62,62
225,3,11:00.0,D. Jordan makes 2-pt layup at rim (assist by L. Williams),,64,62
226,3,11:00.0,Shooting foul by N. Vonleh (drawn by D. Jordan),,64,62
227,3,11:00.0,D. Jordan makes free throw 1 of 1,,65,62
228,3,10:40.0,,C. Felício misses 2-pt hook shot from 5 ft,65,62
229,3,10:40.0,,Offensive rebound by Team,65,62
230,3,10:38.0,,Shooting foul by D. Jordan (drawn by Z. LaVine),65,62
231,3,10:38.0,,Z. LaVine makes free throw 1 of 2,65,63
232,3,10:38.0,,Z. LaVine makes free throw 2 of 2,65,64
233,3,10:21.0,Shooting foul by C. Felício (drawn by L. Williams),,65,64
234,3,10:21.0,L. Williams makes free throw 1 of 2,,66,64
235,3,10:21.0,L. Williams makes free throw 2 of 2,,67,64
236,3,10:05.0,,N. Vonleh misses 3-pt jump shot from 25 ft,67,64
237,3,10:01.0,Defensive rebound by A. Rivers,,67,64
238,3,9:54.0,T. Harris makes 3-pt jump shot from 23 ft (assist by L. Williams),,70,64
239,3,9:42.0,,K. Dunn makes 2-pt jump shot from 8 ft,70,66
240,3,9:28.0,Turnover by S. Thornwell (step out of bounds),,70,66
241,3,9:18.0,,N. Vonleh misses 3-pt jump shot from 24 ft,70,66
242,3,9:13.0,Defensive rebound by L. Williams,,70,66
243,3,9:10.0,Turnover by L. Williams (bad pass; steal by N. Vonleh),,70,66
244,3,8:47.0,,D. Nwaba makes 2-pt layup from 3 ft (assist by C. Felício),70,68
245,3,8:33.0,T. Harris misses 3-pt jump shot from 24 ft,,70,68
246,3,8:30.0,,Defensive rebound by D. Nwaba,70,68
247,3,8:18.0,,C. Felício misses 2-pt jump shot from 15 ft,70,68
248,3,8:15.0,Defensive rebound by D. Jordan,,70,68
249,3,8:08.0,A. Rivers misses 3-pt jump shot from 26 ft,,70,68
250,3,8:06.0,,Defensive rebound by D. Nwaba,70,68
251,3,8:05.0,,Personal foul by T. Harris (drawn by D. Nwaba),70,68
252,3,7:57.0,,Z. LaVine misses 2-pt layup from 5 ft (block by S. Thornwell),70,68
253,3,7:54.0,Defensive rebound by S. Thornwell,,70,68
254,3,7:54.0,Shooting foul by K. Dunn (drawn by S. Thornwell),,70,68
255,3,7:54.0,S. Thornwell misses free throw 1 of 2,,70,68
256,3,7:54.0,Offensive rebound by Team,,70,68
257,3,7:54.0,,C. Payne enters the game for K. Dunn,70,68
258,3,7:54.0,S. Thornwell makes free throw 2 of 2,,71,68
259,3,7:30.0,,Turnover by D. Nwaba (bad pass),71,68
260,3,7:24.0,L. Williams makes 2-pt jump shot from 5 ft,,73,68
261,3,7:08.0,,Turnover by Z. LaVine (traveling),73,68
262,3,6:58.0,L. Williams misses 2-pt layup from 1 ft,,73,68
263,3,6:55.0,,Defensive rebound by N. Vonleh,73,68
264,3,6:49.0,,N. Vonleh makes 2-pt hook shot from 7 ft (assist by D. Nwaba),73,70
265,3,6:25.0,S. Thornwell misses 3-pt jump shot from 23 ft,,73,70
266,3,6:25.0,,Defensive rebound by N. Vonleh,73,70
267,3,6:11.0,Offensive charge foul by N. Vonleh (drawn by S. Thornwell),,73,70
268,3,6:11.0,,Turnover by N. Vonleh (offensive foul),73,70
269,3,6:11.0,,Chicago full timeout,73,70
270,3,6:11.0,,D. Valentine enters the game for C. Felício,73,70
271,3,6:11.0,,B. Portis enters the game for Z. LaVine,73,70
272,3,5:56.0,D. Jordan makes 2-pt dunk from 1 ft (assist by A. Rivers),,75,70
273,3,5:43.0,,D. Nwaba makes 2-pt jump shot from 5 ft (assist by D. Valentine),75,72
274,3,5:26.0,L. Williams makes 3-pt jump shot from 22 ft (assist by T. Harris),,78,72
275,3,5:01.0,,B. Portis misses 2-pt jump shot from 9 ft,78,72
276,3,4:56.0,,Offensive rebound by N. Vonleh,78,72
277,3,4:55.0,,N. Vonleh makes 2-pt layup at rim,78,74
278,3,4:40.0,A. Rivers makes 2-pt jump shot from 18 ft,,80,74
279,3,4:27.0,,C. Payne misses 2-pt layup from 1 ft (block by S. Thornwell),80,74
280,3,4:22.0,Defensive rebound by D. Jordan,,80,74
281,3,4:14.0,A. Rivers misses 3-pt jump shot from 25 ft,,80,74
282,3,4:10.0,,Defensive rebound by C. Payne,80,74
283,3,4:04.0,,N. Vonleh misses 3-pt jump shot from 25 ft,80,74
284,3,4:01.0,Defensive rebound by T. Harris,,80,74
285,3,3:59.0,L. Williams makes 2-pt layup from 1 ft (assist by T. Harris),,82,74
286,3,3:59.0,,Chicago full timeout,82,74
287,3,3:59.0,,A. Blakeney enters the game for D. Nwaba,82,74
288,3,3:59.0,M. Teodosić enters the game for L. Williams,,82,74
289,3,3:46.0,,Turnover by D. Valentine (bad pass; steal by T. Harris),82,74
290,3,3:41.0,Shooting foul by N. Vonleh (drawn by A. Rivers),,82,74
291,3,3:41.0,A. Rivers makes free throw 1 of 2,,83,74
292,3,3:41.0,A. Rivers makes free throw 2 of 2,,84,74
293,3,3:20.0,,B. Portis makes 2-pt jump shot from 13 ft,84,76
294,3,3:01.0,T. Harris misses 3-pt jump shot from 25 ft,,84,76
295,3,2:58.0,,Defensive rebound by C. Payne,84,76
296,3,2:48.0,,N. Vonleh misses 3-pt jump shot from 26 ft,84,76
297,3,2:45.0,Defensive rebound by T. Harris,,84,76
298,3,2:29.0,D. Jordan makes 2-pt layup at rim (assist by S. Thornwell),,86,76
299,3,2:29.0,Shooting foul by D. Valentine (drawn by D. Jordan),,86,76
300,3,2:29.0,D. Jordan makes free throw 1 of 1,,87,76
301,3,2:10.0,,B. Portis misses 2-pt jump shot from 7 ft,87,76
302,3,2:08.0,Defensive rebound by D. Jordan,,87,76
303,3,1:49.0,A. Rivers misses 2-pt jump shot from 8 ft,,87,76
304,3,1:49.0,,Defensive rebound by C. Payne,87,76
305,3,1:49.0,,Personal take foul by A. Rivers (drawn by C. Payne),87,76
306,3,1:49.0,J. Evans enters the game for A. Rivers,,87,76
307,3,1:38.0,,C. Payne misses 2-pt layup at rim,87,76
308,3,1:37.0,,Offensive rebound by N. Vonleh,87,76
309,3,1:37.0,,N. Vonleh misses 2-pt layup from 3 ft (block by D. Jordan),87,76
310,3,1:37.0,,Offensive rebound by Team,87,76
311,3,1:31.0,,B. Portis misses 3-pt jump shot from 26 ft,87,76
312,3,1:31.0,Defensive rebound by D. Jordan,,87,76
313,3,1:13.0,T. Harris misses 2-pt jump shot from 20 ft,,87,76
314,3,1:13.0,,Defensive rebound by D. Valentine,87,76
315,3,0:57.0,,A. Blakeney misses 2-pt jump shot from 16 ft,87,76
316,3,0:57.0,Defensive rebound by M. Teodosić,,87,76
317,3,0:50.0,Turnover by M. Teodosić (bad pass; steal by A. Blakeney),,87,76
318,3,0:47.0,,A. Blakeney misses 3-pt jump shot from 25 ft,87,76
319,3,0:44.0,Defensive rebound by M. Teodosić,,87,76
320,3,0:36.0,J. Evans makes 3-pt jump shot from 23 ft (assist by M. Teodosić),,90,76
321,3,0:21.0,,D. Valentine makes 2-pt layup from 1 ft (assist by A. Blakeney),90,78
322,3,0:04.0,M. Teodosić misses 3-pt jump shot from 25 ft,,90,78
323,3,0:04.0,,Defensive rebound by C. Payne,90,78
324,4,11:43.0,L. Williams misses 3-pt jump shot from 26 ft,,90,78
325,4,11:41.0,,Defensive rebound by C. Felício,90,78
326,4,11:25.0,,D. Valentine misses 2-pt jump shot from 5 ft,90,78
327,4,11:23.0,,Offensive rebound by B. Portis,90,78
328,4,11:23.0,,B. Portis misses 2-pt layup from 2 ft,90,78
329,4,11:21.0,,Offensive rebound by D. Valentine,90,78
330,4,11:19.0,,D. Valentine misses 2-pt jump shot from 8 ft,90,78
331,4,11:17.0,Defensive rebound by Team,,90,78
332,4,11:07.0,M. Harrell makes 2-pt layup from 2 ft (assist by L. Williams),,92,78
333,4,11:07.0,Shooting foul by C. Payne (drawn by M. Harrell),,92,78
334,4,11:07.0,M. Harrell misses free throw 1 of 1,,92,78
335,4,11:03.0,,Defensive rebound by D. Valentine,92,78
336,4,10:48.0,,D. Valentine makes 2-pt layup from 1 ft (assist by C. Felício),92,80
337,4,10:37.0,J. Evans misses 3-pt jump shot from 24 ft,,92,80
338,4,10:37.0,,Defensive rebound by C. Payne,92,80
339,4,10:27.0,,C. Payne misses 2-pt layup from 1 ft,92,80
340,4,10:27.0,Defensive rebound by M. Teodosić,,92,80
341,4,10:23.0,J. Evans misses 2-pt layup from 1 ft,,92,80
342,4,10:23.0,,Defensive rebound by Z. LaVine,92,80
343,4,10:15.0,,Personal foul by L. Williams (drawn by B. Portis),92,80
344,4,10:06.0,,B. Portis misses 2-pt jump shot from 4 ft,92,80
345,4,10:06.0,Defensive rebound by Team,,92,80
346,4,10:05.0,,Loose ball foul by B. Portis (drawn by S. Dekker),92,80
347,4,9:48.0,L. Williams misses 2-pt jump shot from 20 ft,,92,80
348,4,9:44.0,,Defensive rebound by D. Valentine,92,80
349,4,9:32.0,,B. Portis misses 3-pt jump shot from 23 ft,92,80
350,4,9:29.0,Defensive rebound by J. Evans,,92,80
351,4,9:28.0,Shooting foul by Z. LaVine (drawn by M. Harrell),,92,80
352,4,9:28.0,M. Harrell makes free throw 1 of 2,,93,80
353,4,9:28.0,,D. Nwaba enters the game for C. Payne,93,80
354,4,9:28.0,,A. Blakeney enters the game for D. Valentine,93,80
355,4,9:28.0,M. Harrell makes free throw 2 of 2,,94,80
356,4,9:28.0,,K. Dunn enters the game for Z. LaVine,94,80
357,4,9:16.0,,Shooting foul by J. Evans (drawn by K. Dunn),94,80
358,4,9:16.0,,K. Dunn makes free throw 1 of 2,94,81
359,4,9:16.0,,K. Dunn makes free throw 2 of 2,94,82
360,4,9:02.0,M. Teodosić makes 2-pt jump shot from 14 ft (assist by M. Harrell),,96,82
361,4,8:45.0,,B. Portis makes 2-pt layup from 1 ft (assist by K. Dunn),96,84
362,4,8:25.0,Shooting foul by K. Dunn (drawn by L. Williams),,96,84
363,4,8:25.0,L. Williams makes free throw 1 of 2,,97,84
364,4,8:25.0,L. Williams makes free throw 2 of 2,,98,84
365,4,8:05.0,,B. Portis makes 2-pt dunk at rim (assist by A. Blakeney),98,86
366,4,7:52.0,Turnover by M. Harrell (lost ball; steal by C. Felício),,98,86
367,4,7:47.0,,D. Nwaba misses 2-pt jump shot from 4 ft,98,86
368,4,7:45.0,Defensive rebound by M. Harrell,,98,86
369,4,7:40.0,S. Dekker makes 2-pt dunk at rim,,100,86
370,4,7:23.0,,B. Portis makes 3-pt jump shot from 24 ft (assist by K. Dunn),100,89
371,4,7:14.0,L. Williams misses 2-pt jump shot from 15 ft,,100,89
372,4,7:11.0,,Defensive rebound by B. Portis,100,89
373,4,7:08.0,,D. Nwaba makes 2-pt layup from 1 ft (assist by C. Felício),100,91
374,4,7:07.0,LA Clippers full timeout,,100,91
375,4,7:07.0,T. Harris enters the game for J. Evans,,100,91
376,4,7:07.0,D. Jordan enters the game for S. Dekker,,100,91
377,4,7:07.0,A. Rivers enters the game for M. Harrell,,100,91
378,4,6:51.0,M. Teodosić misses 3-pt jump shot from 25 ft,,100,91
379,4,6:46.0,,Defensive rebound by D. Nwaba,100,91
380,4,6:34.0,,K. Dunn makes 2-pt jump shot from 23 ft,100,93
381,4,6:13.0,T. Harris misses 2-pt jump shot from 11 ft,,100,93
382,4,6:12.0,Offensive rebound by D. Jordan,,100,93
